osmid,highway,oneway,reversed,length,name,geometry,junction,lanes,bridge
89714365,residential,False,False,99.812,,"LINESTRING (-6.6190571 38.913922, -6.6201955 38.9140674)",,,
89714365,residential,False,True,6.733,,"LINESTRING (-6.6190571 38.913922, -6.6189803 38.9139122)",,,
89714561,residential,False,True,87.104,Calle Torres Navarro,"LINESTRING (-6.6190571 38.913922, -6.6200061 38.9136605)",,,
89714284,residential,False,False,20.346,Plaza de Jesús,"LINESTRING (-6.6182936 38.907916, -6.6185253 38.9078848)",,,
89714284,residential,False,True,20.381,Plaza de Jesús,"LINESTRING (-6.6182936 38.907916, -6.6184329 38.9077682)",,,
89714498,residential,False,True,52.689,Calle Conquistadores,"LINESTRING (-6.6182936 38.907916, -6.618417 38.9082176, -6.6184996 38.9083612)",,,
358295194,residential,False,False,50.961,,"LINESTRING (-6.6182936 38.907916, -6.6180176 38.9080012, -6.6177667 38.9081175)",,,
89714255,residential,False,True,62.212,Calle Pavia,"LINESTRING (-6.6208858 38.9134451, -6.6206163 38.9129264)",,,
89714405,residential,False,False,15.468,,"LINESTRING (-6.6150966 38.9105449, -6.6149756 38.9104425)",,,
89714600,residential,False,False,8.402,,"LINESTRING (-6.6150966 38.9105449, -6.6150484 38.9106105)",,,
89714600,residential,False,True,96.07300000000001,,"LINESTRING (-6.6150966 38.9105449, -6.6152277 38.9104759, -6.6154403 38.9103794, -6.6155856 38.9103132, -6.615738 38.9101892, -6.6159506 38.9100761, -6.6160017 38.9100523)",,,
89714253,residential,False,True,40.219,Calle Segura,"LINESTRING (-6.6179231 38.9099049, -6.6182516 38.9101608)",,,
89714574,residential,False,False,13.375,,"LINESTRING (-6.6179231 38.9099049, -6.6179456 38.9097859)",,,
89714574,residential,False,True,106.56,,"LINESTRING (-6.6179231 38.9099049, -6.6170447 38.9105766)",,,
89714271,residential,False,True,59.255,Calle Arapiles,"LINESTRING (-6.6184272 38.9129832, -6.6187351 38.9134592)",,,
89714234,residential,False,False,104.596,Calle de la Cruz,"LINESTRING (-6.6184272 38.9129832, -6.6178439 38.9132046, -6.6176616 38.9132483, -6.6173048 38.913322)",,,
89714234,residential,False,True,73.423,Calle de la Cruz,"LINESTRING (-6.6184272 38.9129832, -6.6189552 38.9127877, -6.619157 38.9126554)",,,
89714271,residential,False,False,170.53900000000002,Calle Arapiles,"LINESTRING (-6.6184272 38.9129832, -6.6182465 38.9127039, -6.6175494 38.91161)",,,
89714636,residential,False,True,109.12,Calle Fernández Caballero,"LINESTRING (-6.6120563 38.9127047, -6.6115419 38.9118087)",,,
358295189,residential,False,False,22.456,Calle Santa Ana,"LINESTRING (-6.6120563 38.9127047, -6.6118543 38.9128315)",,,
358295189,residential,False,True,223.219,Calle Santa Ana,"LINESTRING (-6.6120563 38.9127047, -6.6123186 38.9125337, -6.6128395 38.912178, -6.6134915 38.9117561, -6.6140514 38.9114335)",,,
89714562,residential,True,False,38.186,Plaza Piñero Cipriano,"LINESTRING (-6.6151143 38.9087994, -6.6150966 38.9087635, -6.6150292 38.9087332, -6.6148875 38.9087222, -6.6147812 38.908747, -6.6147741 38.9087939)",,,
89714630,residential,False,False,47.46,,"LINESTRING (-6.6151143 38.9087994, -6.6153127 38.9087966, -6.6154935 38.9087525, -6.6156499 38.9087241)",,,
89714550,residential,True,False,18.793,Calle Gabriel Galán,"LINESTRING (-6.6171329 38.9106922, -6.6169707 38.9108046)",,,
89714602,residential,False,False,15.146,Calle Cardenal Portocarrero,"LINESTRING (-6.6171329 38.9106922, -6.6170728 38.9106348, -6.6170447 38.9105766)",,,
89714602,residential,False,True,27.207,Calle Cardenal Portocarrero,"LINESTRING (-6.6171329 38.9106922, -6.617172 38.9107296, -6.6173408 38.9108757)",,,
89714536,residential,False,False,27.08,,"LINESTRING (-6.6114599 38.9067981, -6.6112969 38.907006)",,,
89714536,residential,False,True,10.667,,"LINESTRING (-6.6114599 38.9067981, -6.6115241 38.9067162)",,,
89714628,residential,True,False,106.082,Calle Alcolea,"LINESTRING (-6.6114599 38.9067981, -6.6125442 38.9069647, -6.6126473 38.9070136)",,,
89714449,residential,False,True,67.94,,"LINESTRING (-6.6155927 38.9110467, -6.6154226 38.9108896, -6.6152135 38.9107048, -6.6150484 38.9106105)",,,
358295183,residential,False,False,136.426,Calle Arriba,"LINESTRING (-6.6155927 38.9110467, -6.6152348 38.9112756, -6.6143278 38.9117782)",,,
358295183,residential,False,True,141.913,Calle Arriba,"LINESTRING (-6.6155927 38.9110467, -6.6157628 38.9109364, -6.6160923 38.9107572, -6.6164786 38.9105973, -6.6167408 38.9104815, -6.6169692 38.9103586)",,,
89714271,residential,False,False,59.255,Calle Arapiles,"LINESTRING (-6.6187351 38.9134592, -6.6184272 38.9129832)",,,
89714271,residential,False,True,54.657,Calle Arapiles,"LINESTRING (-6.6187351 38.9134592, -6.6189803 38.9139122)",,,
357058079,residential,False,True,95.781,,"LINESTRING (-6.6187351 38.9134592, -6.619777 38.9131681)",,,
357058079,residential,False,False,104.83999999999999,,"LINESTRING (-6.6187351 38.9134592, -6.618167 38.9136179, -6.6178127 38.9136963, -6.6175851 38.913755)",,,
89714380,residential,False,True,73.612,Calle Francisco Gómez,"LINESTRING (-6.6125911 38.9063321, -6.6133371 38.9060139)",,,
357625101,residential,False,False,31.72,Calle Bonifacio Gil,"LINESTRING (-6.6125911 38.9063321, -6.6125129 38.9060534)",,,
357625101,residential,False,True,73.317,Calle Bonifacio Gil,"LINESTRING (-6.6125911 38.9063321, -6.6127717 38.9069763)",,,
357625107,residential,False,False,71.861,,"LINESTRING (-6.6125911 38.9063321, -6.6118355 38.9064187, -6.6117768 38.906394)",,,
357625101,residential,False,False,48.892,Calle Bonifacio Gil,"LINESTRING (-6.6125129 38.9060534, -6.6123925 38.9056238)",,,
357625101,residential,False,True,31.72,Calle Bonifacio Gil,"LINESTRING (-6.6125129 38.9060534, -6.6125911 38.9063321)",,,
357331451,residential,False,True,44.577,,"LINESTRING (-6.6125129 38.9060534, -6.6122395 38.9061043, -6.6121332 38.9061126, -6.6120446 38.9060933, -6.6120141 38.9060796)",,,
89714682,residential,False,False,13.113,Puerta del Sol,"LINESTRING (-6.6118242 38.9129429, -6.6116733 38.9129319)",,,
358295189,residential,False,True,12.658,Calle Santa Ana,"LINESTRING (-6.6118242 38.9129429, -6.6118543 38.9128315)",,,
89714682,residential,False,True,49.309,Puerta del Sol,"LINESTRING (-6.6118242 38.9129429, -6.6120811 38.9129616, -6.6123278 38.9129859, -6.6123887 38.9129991)",,,
89714264,residential,False,False,61.626,Calle Covarsi,"LINESTRING (-6.6173328 38.9134172, -6.6166254 38.9134819)",,,
