osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,tunnel,width
51438181,2,N-II,primary,50,,True,False,232.92499999999998,"LINESTRING (2.5500617 41.5781177, 2.5495806 41.577958, 2.5495149 41.5779362, 2.5491945 41.5778221, 2.5489297 41.5777332, 2.5486324 41.5776227, 2.5483889 41.5775089, 2.5481385 41.5773828, 2.5479208 41.577262, 2.5476469 41.5770816)",Carrer de la Platja de Cassà,,
127082396,1,,residential,,,True,False,63.25,"LINESTRING (2.5500617 41.5781177, 2.5500277 41.5782057, 2.5498817 41.5785826, 2.549872 41.5786671)",Carrer d'en Riera,,2.5
127082393,1,,residential,,,False,True,65.348,"LINESTRING (2.5491651 41.5784715, 2.5497849 41.5785753, 2.549872 41.5786671)",Carrer d'Avall,,
127082394,1,,residential,,,True,False,77.341,"LINESTRING (2.5491651 41.5784715, 2.5490876 41.5785391, 2.5485259 41.5786502, 2.5482967 41.5786381)",Carrer d'Avall,,
127082392,1,,residential,,,False,False,25.477,"LINESTRING (2.5482967 41.5786381, 2.5479933 41.5786695)",Carrer d'Avall,,
127738153,1,,residential,,,True,False,102.245,"LINESTRING (2.5482967 41.5786381, 2.5483936 41.5783121, 2.5477922 41.5780444, 2.5477209 41.5780127)",Plaça Sa Boada,,
127082393,1,,residential,,,False,True,3.497,"LINESTRING (2.549872 41.5786671, 2.5499108 41.5786792)",Carrer d'Avall,,
127082395,1,,living_street,,,True,False,86.272,"LINESTRING (2.549872 41.5786671, 2.5496136 41.5794185)",Carrer d'en Riera,,2.5
127082393,1,,residential,,,False,False,65.348,"LINESTRING (2.549872 41.5786671, 2.5497849 41.5785753, 2.5491651 41.5784715)",Carrer d'Avall,,
127082392,1,,residential,,,False,True,25.477,"LINESTRING (2.5479933 41.5786695, 2.5482967 41.5786381)",Carrer d'Avall,,
127082393,1,,residential,,,False,False,3.497,"LINESTRING (2.5499108 41.5786792, 2.549872 41.5786671)",Carrer d'Avall,,
"[1196896104, 127082391]",1,,residential,,,True,False,133.126,"LINESTRING (2.5499108 41.5786792, 2.5512731 41.5790041, 2.5513264 41.579017, 2.5514356 41.579043)",Carrer d'Avall,,
51438180,,B-511,tertiary,20,,False,False,4.185,"LINESTRING (2.5514356 41.579043, 2.5514527 41.5790076)",Riera del Bisbe Pol,,
51438180,,B-511,tertiary,20,,False,True,4.472,"LINESTRING (2.5514356 41.579043, 2.551418 41.579081)",Riera del Bisbe Pol,,
127082357,1,,living_street,,,True,False,53.638999999999996,"LINESTRING (2.5488197 41.5791524, 2.5488939 41.5792321, 2.5493749 41.5793698)",Carrer Andreu Guri,,2.5
127082399,1,,residential,,,True,False,126.53,"LINESTRING (2.5488197 41.5791524, 2.5487454 41.5793094, 2.5487293 41.5794784, 2.548839 41.57986, 2.5489107 41.5802681)",Carrer de les Escolàpies,,2
"[127082386, 127679247]",1,,"['residential', 'living_street']",,,True,False,131.09199999999998,"LINESTRING (2.5476101 41.5793532, 2.547682 41.5789213, 2.5476657 41.5788446, 2.5476816 41.5787799, 2.5473941 41.5782195)","['Camí de la Pietat', 'Carrer de Sant Pere']",,2.5
127679246,1,,residential,,,False,False,84.894,"LINESTRING (2.5476101 41.5793532, 2.5474896 41.5793168, 2.5473904 41.5791839, 2.5471983 41.5793215, 2.5470826 41.5793416, 2.5468115 41.5792413)",Camí de Can Quintana,,5
127082357,1,,living_street,,,True,False,20.58,"LINESTRING (2.5493749 41.5793698, 2.5496136 41.5794185)",Carrer Andreu Guri,,2.5
127082357,1,,living_street,,,True,False,118.616,"LINESTRING (2.5496136 41.5794185, 2.5502142 41.5795485, 2.5503138 41.5795209, 2.5503627 41.5795074, 2.5504983 41.5795074, 2.5508791 41.5796447, 2.5509122 41.5796566, 2.5509549 41.579672)",Carrer Andreu Guri,,2.5
127082356,1,,residential,,,True,False,60.35,"LINESTRING (2.5474499 41.5802605, 2.5481204 41.5804679)",Baixada Sant Rafael,,2
127082384,1,,residential,,,True,False,101.763,"LINESTRING (2.5474499 41.5802605, 2.5476101 41.5793532)",Carrer de Sant Pere,,2.5
390820411,1,,residential,50,,True,False,62.225,"LINESTRING (2.5489107 41.5802681, 2.5488634 41.5802827, 2.5482022 41.5804475)",Rial de Sa Clavella,,6
390820411,1,,residential,50,,True,False,7.172,"LINESTRING (2.5482022 41.5804475, 2.5481204 41.5804679)",Rial de Sa Clavella,,6
127082364,1,,living_street,,,True,False,31.378,"LINESTRING (2.5485232 41.5805955, 2.5485071 41.5805858, 2.5482022 41.5804475)",Carrer Bisbe Pascual,,2.5
127082398,1,,living_street,,,True,False,41.295,"LINESTRING (2.5481762 41.5808611, 2.5485232 41.5805955)",Carrer de la Torre,,2.5
127082382,1,,living_street,,,False,True,103.56899999999999,"LINESTRING (2.5481762 41.5808611, 2.548495 41.5810784, 2.5480648 41.5815952)",Carrer de Sant Josep,,2
127082387,1,,residential,,,True,False,92.77199999999999,"LINESTRING (2.5467074 41.5808792, 2.5474055 41.5803269, 2.5474499 41.5802605)",Carrer de Sant Rafael,,2.5
51438184,2,B-511,tertiary,20,,False,False,104.879,"LINESTRING (2.549979 41.5808982, 2.5501866 41.5806481, 2.5502022 41.5806268, 2.5503645 41.5804043, 2.5506245 41.5800883)",Riera del Bisbe Pol,,
51438184,2,B-511,tertiary,20,,False,True,60.768,"LINESTRING (2.549979 41.5808982, 2.5496275 41.5813174, 2.5495913 41.5813614)",Riera del Bisbe Pol,,
127082397,1,,living_street,,,True,False,91.358,"LINESTRING (2.549979 41.5808982, 2.5499207 41.5808683, 2.5498937 41.5808545, 2.5498438 41.5808289, 2.5494903 41.5806479, 2.5493754 41.5806818, 2.5491414 41.5809082)",Carrer de l'Església,,2.5
127082364,1,,living_street,,,True,False,62.072,"LINESTRING (2.5491414 41.5809082, 2.5485232 41.5805955)",Carrer Bisbe Pascual,,2.5
127082397,1,,living_street,,,True,False,113.64500000000001,"LINESTRING (2.5491414 41.5809082, 2.5488024 41.5812432, 2.5483223 41.5817262)",Carrer de l'Església,,2.5
127082368,1,,living_street,,,True,False,27.419,"LINESTRING (2.5475451 41.581344, 2.547822 41.5814778)",Carrer de Frederic Marés,,2
127082398,1,,living_street,,,True,False,75.091,"LINESTRING (2.5475451 41.581344, 2.5481762 41.5808611)",Carrer de la Torre,,2.5
127082376,1,,residential,,,True,False,51.469,"LINESTRING (2.5460981 41.5813622, 2.5465716 41.5816602)",Carrer de Josep Baralt,,2.5
127082387,1,,residential,,,True,False,73.843,"LINESTRING (2.5460981 41.5813622, 2.5467074 41.5808792)",Carrer de Sant Rafael,,2.5
127082368,1,,living_street,,,True,False,24.047,"LINESTRING (2.547822 41.5814778, 2.5480648 41.5815952)",Carrer de Frederic Marés,,2
127082389,1,,residential,,,False,True,84.283,"LINESTRING (2.547822 41.5814778, 2.5471559 41.582049)",Carrer de Sant Ramon,,2.5
127082368,1,,living_street,,,True,False,25.902,"LINESTRING (2.5480648 41.5815952, 2.5483223 41.5817262)",Carrer de Frederic Marés,,2
127082382,1,,living_street,,,False,False,103.56899999999999,"LINESTRING (2.5480648 41.5815952, 2.548495 41.5810784, 2.5481762 41.5808611)",Carrer de Sant Josep,,2
127082378,1,,residential,,,False,True,2.571,"LINESTRING (2.5465716 41.5816602, 2.5465918 41.5816777)",Carrer Josep Baralt,,2.5
127082397,1,,living_street,,,True,False,141.46,"LINESTRING (2.5483223 41.5817262, 2.5480075 41.5821246, 2.5478214 41.5824437, 2.5482022 41.5826219, 2.5483442 41.5826883)",Carrer de l'Església,,2.5
127082398,1,,living_street,,,True,False,79.754,"LINESTRING (2.5468736 41.581856, 2.5475451 41.581344)",Carrer de la Torre,,2.5
"[127082377, 127082379]",1,,residential,,,False,"[False, True]",31.811999999999998,"LINESTRING (2.5468736 41.581856, 2.5471365 41.5820345, 2.5471559 41.582049)",Carrer Josep Baralt,,2.5
"[127082378, 127082379]",1,,residential,,,False,"[False, True]",30.739,"LINESTRING (2.5468736 41.581856, 2.546846 41.5818437, 2.5465918 41.5816777)",Carrer Josep Baralt,,2.5
127082389,1,,residential,,,False,False,84.283,"LINESTRING (2.5471559 41.582049, 2.547822 41.5814778)",Carrer de Sant Ramon,,2.5
127082390,1,,residential,,,False,False,83.658,"LINESTRING (2.5471559 41.582049, 2.5464845 41.5826092)",Carrer de Sant Ramon,,2.5
"[127082377, 127082379]",1,,residential,,,False,"[False, True]",31.811999999999998,"LINESTRING (2.5471559 41.582049, 2.5471365 41.5820345, 2.5468736 41.581856)",Carrer Josep Baralt,,2.5
"[127082377, 127082401, 1174360903]",1,,"['residential', 'living_street']",,,False,True,114.859,"LINESTRING (2.5471559 41.582049, 2.5474432 41.5822494, 2.5473302 41.5824402, 2.5471043 41.5826454, 2.5469525 41.5828844)","['Travessera de la Mina', 'Carrer Josep Baralt']",,"['2', '2.5']"
127082360,1,,residential,,,True,False,53.367,"LINESTRING (2.5461376 41.5824258, 2.5456318 41.5821305)",Carrer Anna Mª Ravell,,2.5
127082398,1,,living_street,,,True,False,88.101,"LINESTRING (2.5461376 41.5824258, 2.5468736 41.581856)",Carrer de la Torre,,2.5
127082360,1,,residential,,,True,False,35.332,"LINESTRING (2.5464845 41.5826092, 2.5461376 41.5824258)",Carrer Anna Mª Ravell,,2.5
127082390,1,,residential,,,False,True,83.658,"LINESTRING (2.5464845 41.5826092, 2.5471559 41.582049)",Carrer de Sant Ramon,,2.5
127082383,1,,residential,,,False,True,46.231,"LINESTRING (2.54754 41.582684, 2.547256 41.5830414)",Carrer Sant Narcís,,2
"[126838961, 126797250]",2,,residential,,,False,"[False, True]",161.478,"LINESTRING (2.5483442 41.5826883, 2.5483656 41.5826478, 2.5484455 41.5825439, 2.5488938 41.5820415, 2.5494447 41.5814946)","['Riera del Bisbe Pol', 'Riera del Pare Fita']",,
"[126838961, 128329361]","['1', '2']",,residential,,,False,True,98.57700000000001,"LINESTRING (2.5483442 41.5826883, 2.548271 41.582827, 2.5478187 41.5833565, 2.5477282 41.583442)",Riera del Pare Fita,,
"[127082360, 127082370]",1,,residential,,,True,False,49.6,"LINESTRING (2.5469525 41.5828844, 2.5466781 41.5827396, 2.5464845 41.5826092)","['Carrer Anna Mª Ravell', 'Carrer Hospital']",,2.5
"[127082401, 127082377, 1174360903]",1,,"['living_street', 'residential']",,,False,False,114.85900000000001,"LINESTRING (2.5469525 41.5828844, 2.5471043 41.5826454, 2.5473302 41.5824402, 2.5474432 41.5822494, 2.5471559 41.582049)","['Travessera de la Mina', 'Carrer Josep Baralt']",,"['2', '2.5']"
127082370,1,,residential,,,True,False,30.692,"LINESTRING (2.547256 41.5830414, 2.5469525 41.5828844)",Carrer Hospital,,2.5
127082383,1,,residential,,,False,False,46.231,"LINESTRING (2.547256 41.5830414, 2.54754 41.582684)",Carrer Sant Narcís,,2
127082383,1,,residential,,,False,True,48.558,"LINESTRING (2.547256 41.5830414, 2.5469396 41.5834084)",Carrer Sant Narcís,,2
127082383,1,,residential,,,False,False,48.558,"LINESTRING (2.5469396 41.5834084, 2.547256 41.5830414)",Carrer Sant Narcís,,2
127679248,2,,residential,,,False,True,332.99699999999996,"LINESTRING (2.5458513 41.5767668, 2.5457515 41.5768414, 2.5455186 41.5770156, 2.5452191 41.5786585, 2.5450517 41.5796352)",Carrer Hort del Bisbe,,
"[176195946, 1196896106]",2,,residential,,,False,False,79.273,"LINESTRING (2.5458513 41.5767668, 2.5461582 41.5768759, 2.5462261 41.5769, 2.5464546 41.5769668, 2.5467272 41.5770466)",Camí Fondo del Cementiri,,
176195946,2,,residential,,,False,True,249.03499999999997,"LINESTRING (2.5458513 41.5767668, 2.5459235 41.5765649, 2.545863 41.5764955, 2.5456894 41.5764985, 2.5453424 41.5767581, 2.5451528 41.5768155, 2.54496 41.5767927, 2.5443665 41.5767409, 2.5442842 41.5767329, 2.5441561 41.5766977, 2.5440137 41.5764495, 2.5439271 41.5761869)",Camí Fondo del Cementiri,,
"[1196896106, 176195946]",2,,residential,,,False,True,79.27300000000001,"LINESTRING (2.5467272 41.5770466, 2.5464546 41.5769668, 2.5462261 41.5769, 2.5461582 41.5768759, 2.5458513 41.5767668)",Camí Fondo del Cementiri,,
127679250,1,,living_street,,,True,False,138.409,"LINESTRING (2.5465661 41.5782728, 2.5465261 41.5782217, 2.5465775 41.5778822, 2.5466919 41.5771867, 2.5467045 41.5771037, 2.5467272 41.5770466)",Carrer Montplana,,
157016859,,,residential,,,True,False,97.33599999999998,"LINESTRING (2.5465661 41.5782728, 2.546634 41.578246, 2.546705 41.578245, 2.546768 41.578258, 2.546834 41.578283, 2.546872 41.578333, 2.546896 41.57843, 2.546936 41.578565, 2.547003 41.57879, 2.547032 41.578875, 2.5470573 41.578919)",Carrer Josep Llimona,,
127679247,1,,living_street,,,True,False,143.381,"LINESTRING (2.5473941 41.5782195, 2.5472778 41.5778752, 2.5472334 41.5777436, 2.5471074 41.5775287, 2.5469963 41.5773631, 2.5468491 41.5771439, 2.5467272 41.5770466)",Camí de la Pietat,,
127679246,1,,residential,,,False,True,37.659,"LINESTRING (2.5463926 41.5791128, 2.5468115 41.5792413)",Camí de Can Quintana,,5
127679249,1,,residential,,,True,False,95.238,"LINESTRING (2.5463926 41.5791128, 2.5465337 41.5782983, 2.5465661 41.5782728)",Carrer Montplana,,
127738130,1,,residential,,,False,True,129.272,"LINESTRING (2.5463926 41.5791128, 2.5461405 41.5791067, 2.5457184 41.5793284, 2.5455589 41.5794122, 2.5452666 41.5795657, 2.5450517 41.5796352)",Carrer Montplana,,
127679246,1,,residential,,,False,False,37.659,"LINESTRING (2.5468115 41.5792413, 2.5463926 41.5791128)",Camí de Can Quintana,,5
127679246,1,,residential,,,False,True,84.89399999999999,"LINESTRING (2.5468115 41.5792413, 2.5470826 41.5793416, 2.5471983 41.5793215, 2.5473904 41.5791839, 2.5474896 41.5793168, 2.5476101 41.5793532)",Camí de Can Quintana,,5
127679248,2,,residential,,,False,False,332.99699999999996,"LINESTRING (2.5450517 41.5796352, 2.5452191 41.5786585, 2.5455186 41.5770156, 2.5457515 41.5768414, 2.5458513 41.5767668)",Carrer Hort del Bisbe,,
127738130,1,,residential,,,False,False,129.272,"LINESTRING (2.5450517 41.5796352, 2.5452666 41.5795657, 2.5455589 41.5794122, 2.5457184 41.5793284, 2.5461405 41.5791067, 2.5463926 41.5791128)",Carrer Montplana,,
"[127738128, 127738130]",1,,residential,,,False,True,57.435,"LINESTRING (2.5450517 41.5796352, 2.5449767 41.5796634, 2.5444914 41.5799356)",Carrer Montplana,,
127679244,1,,residential,,,True,False,31.926,"LINESTRING (2.5439271 41.5761869, 2.5439385 41.5759658, 2.5439419 41.5759)",Camí Fondo del Cementiri,,
176195946,2,,residential,,,False,False,249.03500000000003,"LINESTRING (2.5439271 41.5761869, 2.5440137 41.5764495, 2.5441561 41.5766977, 2.5442842 41.5767329, 2.5443665 41.5767409, 2.54496 41.5767927, 2.5451528 41.5768155, 2.5453424 41.5767581, 2.5456894 41.5764985, 2.545863 41.5764955, 2.5459235 41.5765649, 2.5458513 41.5767668)",Camí Fondo del Cementiri,,
127738152,1,,residential,,,False,True,56.388,"LINESTRING (2.5476469 41.5770816, 2.5476534 41.5771236, 2.5477254 41.5775853)",Plaça Molí del Mar,,
589567845,1,N-II,primary,,,True,False,213.737,"LINESTRING (2.5476469 41.5770816, 2.5473074 41.576868, 2.5467948 41.5765563, 2.5464413 41.5763847, 2.5459778 41.5762061, 2.5454909 41.5760642)",Carrer de la Platja de Cassà,,
127738152,1,,residential,,,False,False,49.925,"LINESTRING (2.5477209 41.5780127, 2.5476326 41.5778429, 2.5477254 41.5775853)",Plaça Molí del Mar,,
127738149,,,living_street,,,False,False,97.136,"LINESTRING (2.5445558 41.5791493, 2.5442784 41.5797058, 2.5444914 41.5799356)",Passatge Malesa,,
127738128,1,,residential,,,False,True,5.268,"LINESTRING (2.5444914 41.5799356, 2.5444407 41.579964)",Carrer Montplana,,
"[127738128, 127738130]",1,,residential,,,False,False,57.435,"LINESTRING (2.5444914 41.5799356, 2.5449767 41.5796634, 2.5450517 41.5796352)",Carrer Montplana,,
127738149,,,living_street,,,False,True,97.136,"LINESTRING (2.5444914 41.5799356, 2.5442784 41.5797058, 2.5445558 41.5791493)",Passatge Malesa,,
127738128,1,,residential,,,False,False,5.268,"LINESTRING (2.5444407 41.579964, 2.5444914 41.5799356)",Carrer Montplana,,
127738144,1,,residential,,,False,False,76.929,"LINESTRING (2.5539628 41.580639, 2.5539595 41.580796, 2.5538918 41.5809629, 2.553819 41.5811101, 2.5538372 41.5813131)",Carrer del Capellans,,
1193228597,1,,residential,,,False,True,28.658,"LINESTRING (2.5538372 41.5813131, 2.5535061 41.5812418)",Carrer Santa Rita,,
"[127738144, 126505489, 127738096]","['1', '2']",,residential,,,False,False,86.10399999999998,"LINESTRING (2.5538372 41.5813131, 2.5538124 41.5814414, 2.5536042 41.5818061, 2.5533516 41.5817332, 2.553295 41.5817162)","['Carrer del Capellans', 'Carrer del Arquit. Gaudí', 'Carrer Antoni Gaudí']",,
127738144,1,,residential,,,False,True,76.929,"LINESTRING (2.5538372 41.5813131, 2.553819 41.5811101, 2.5538918 41.5809629, 2.5539595 41.580796, 2.5539628 41.580639)",Carrer del Capellans,,
127738125,2,,residential,,,False,False,51.602,"LINESTRING (2.5546372 41.5819174, 2.554902 41.5822711, 2.5549533 41.5823155)",Carrer Mirador del Maltemps,,
127738136,,,residential,,,False,True,379.92400000000004,"LINESTRING (2.5546372 41.5819174, 2.5550975 41.5812194, 2.5555893 41.5809506, 2.5558919 41.5808516, 2.5561504 41.5808751, 2.5562639 41.5810166, 2.5562324 41.5812571, 2.5559549 41.5813845, 2.5557154 41.5815212, 2.5552367 41.582224, 2.5551551 41.5822704)",Carrer Puig d'en Palom,,
127738136,,,residential,,,False,False,379.924,"LINESTRING (2.5551551 41.5822704, 2.5552367 41.582224, 2.5557154 41.5815212, 2.5559549 41.5813845, 2.5562324 41.5812571, 2.5562639 41.5810166, 2.5561504 41.5808751, 2.5558919 41.5808516, 2.5555893 41.5809506, 2.5550975 41.5812194, 2.5546372 41.5819174)",Carrer Puig d'en Palom,,
127738125,2,,residential,,,False,True,51.602,"LINESTRING (2.5549533 41.5823155, 2.554902 41.5822711, 2.5546372 41.5819174)",Carrer Mirador del Maltemps,,
127738163,,,residential,,roundabout,True,False,18.763,"LINESTRING (2.5549533 41.5823155, 2.5550025 41.5822803, 2.5550726 41.582262, 2.5551551 41.5822704)",Plaça del Maltemps,,
127738163,,,residential,,roundabout,True,False,6.465,"LINESTRING (2.5551132 41.5825123, 2.5550359 41.5825062)",Plaça del Maltemps,,
127738132,,,residential,,,False,False,389.184,"LINESTRING (2.5550359 41.5825062, 2.554789 41.5825623, 2.5544171 41.5826261, 2.5533583 41.5830704, 2.5533169 41.5830124, 2.5535261 41.5823363, 2.5534771 41.5823035, 2.5533738 41.5823402, 2.5530819 41.5826164, 2.5527565 41.5830259, 2.5527307 41.583082, 2.5527591 41.5832404, 2.5526997 41.5833273, 2.5526198 41.5833707)",Carrer Mossèn Josep Palomer Alsina,,
127738163,,,residential,,roundabout,True,False,25.508000000000003,"LINESTRING (2.5550359 41.5825062, 2.554984 41.5824841, 2.5549429 41.5824462, 2.5549233 41.582387, 2.5549533 41.5823155)",Plaça del Maltemps,,
127738100,1,,residential,,,False,False,73.714,"LINESTRING (2.5459737 41.5836229, 2.54578 41.583804, 2.5453313 41.5840744)",Carrer Auterive,,4
115329378,,,residential,,,False,False,44.35,"LINESTRING (2.5439634 41.5836569, 2.544007 41.5835786, 2.5440284 41.5833699, 2.54403 41.5832652)",Carrer Fondo de les Creus,,
115329378,,,residential,,,False,True,55.84100000000001,"LINESTRING (2.5439634 41.5836569, 2.5438997 41.5837712, 2.5439641 41.5839477, 2.5441572 41.5840793)",Carrer Fondo de les Creus,,
127738100,1,,residential,,,False,True,73.714,"LINESTRING (2.5453313 41.5840744, 2.54578 41.583804, 2.5459737 41.5836229)",Carrer Auterive,,4
127738103,1,,residential,,,True,False,177.563,"LINESTRING (2.5453313 41.5840744, 2.545015 41.5835046, 2.5448374 41.583321, 2.5447535 41.5833041, 2.5439634 41.5836569)",Carrer Can Nadal,,4
157018856,,,residential,,,True,False,41.26,"LINESTRING (2.5470573 41.578919, 2.5468115 41.5792413)",Carrer de Venanci Vallmitjana,,
157016859,,,residential,,,True,False,109.493,"LINESTRING (2.5470573 41.578919, 2.547105 41.578967, 2.547123 41.578988, 2.547181 41.579001, 2.547214 41.579001, 2.54726 41.578966, 2.547275 41.578905, 2.547314 41.578766, 2.547315 41.57862, 2.547326 41.578504, 2.547319 41.578426, 2.547307 41.578352, 2.547313 41.578268, 2.5473941 41.5782195)",Carrer Josep Llimona,,
"[158069202, 158069189, 158069182]",,,residential,,,False,"[False, True]",134.949,"LINESTRING (2.5525475 41.5786034, 2.5523921 41.5785323, 2.5522695 41.5784761, 2.552209 41.5784541, 2.5521453 41.5784492, 2.552089 41.5784544, 2.5520298 41.5784698, 2.5519795 41.5784999, 2.5517263 41.5788528, 2.551572 41.5790579, 2.5515491 41.5790818, 2.551522 41.5790967, 2.5514677 41.5791127)",Riera del Bisbe Pol,yes,
158069199,,,residential,,roundabout,True,False,38.959999999999994,"LINESTRING (2.5525475 41.5786034, 2.5525789 41.5785831, 2.5526255 41.578571, 2.552667 41.5785726, 2.5527202 41.5785931, 2.5527459 41.5786176, 2.5527518 41.5786332, 2.5527565 41.578665, 2.5527537 41.5786886, 2.5527391 41.5787105, 2.55271 41.5787327, 2.5526725 41.5787461, 2.5526503 41.5787491)",,,
"[1248950501, 158069191]",,,residential,20,,False,False,213.04999999999998,"LINESTRING (2.5526503 41.5787491, 2.5527856 41.578811, 2.5528058 41.5788191, 2.5531016 41.5789386, 2.5533668 41.5790493, 2.5537442 41.5791828, 2.5540298 41.5792706, 2.5544634 41.5793774, 2.5547873 41.5794079, 2.5548127 41.5794091, 2.5550179 41.579404)",,,
158069199,,,residential,,roundabout,True,False,23.148,"LINESTRING (2.5526503 41.5787491, 2.5526089 41.5787462, 2.5525742 41.5787345, 2.5525441 41.5787131, 2.5525256 41.5786852, 2.5525207 41.5786611, 2.5525274 41.5786304, 2.5525475 41.5786034)",,,
"[1248950501, 158069191]",,,residential,20,,False,True,213.04999999999998,"LINESTRING (2.5550179 41.579404, 2.5548127 41.5794091, 2.5547873 41.5794079, 2.5544634 41.5793774, 2.5540298 41.5792706, 2.5537442 41.5791828, 2.5533668 41.5790493, 2.5531016 41.5789386, 2.5528058 41.5788191, 2.5527856 41.578811, 2.5526503 41.5787491)",,,
172443729,1,,primary_link,,,True,False,120.21199999999999,"LINESTRING (2.5454909 41.5760642, 2.5454347 41.5760608, 2.545163 41.5760476, 2.5449653 41.5760159, 2.5446689 41.5759684, 2.5444554 41.5759288, 2.5444145 41.5759196, 2.5442207 41.5758813, 2.5440751 41.5759014)",,,
"[589567845, 589567847]","['1', '2']",N-II,primary,,,True,False,119.75999999999999,"LINESTRING (2.5454909 41.5760642, 2.5451889 41.5760012, 2.5446007 41.5758758, 2.5443832 41.5758363, 2.5442245 41.5758319, 2.5441056 41.5758747)",Carrer de la Platja de Cassà,,
118694096,2,N-II,primary,,roundabout,True,False,3.022,"LINESTRING (2.5440751 41.5759014, 2.54404 41.5759084)",,,
51438180,,B-511,tertiary,20,,False,True,4.185,"LINESTRING (2.5514527 41.5790076, 2.5514356 41.579043)",Riera del Bisbe Pol,,
384886548,2,B-511,primary_link,,,True,False,31.590999999999998,"LINESTRING (2.5514527 41.5790076, 2.551461 41.5789451, 2.5514864 41.5788976, 2.5515402 41.5787971, 2.5515733 41.5787404)",,,
390820409,1,B-511,tertiary,20,roundabout,True,False,9.141,"LINESTRING (2.550674 41.579924, 2.550692 41.5799084, 2.5507165 41.5798992, 2.5507439 41.5798977, 2.55077 41.5799041)",,,
390820411,1,,residential,50,,True,False,134.697,"LINESTRING (2.550674 41.579924, 2.5506383 41.5799273, 2.5506057 41.5799305, 2.5505262 41.5799383, 2.5502301 41.5799741, 2.5498172 41.5800242, 2.5495839 41.5800844, 2.5491062 41.5802077)",Rial de Sa Clavella,,6
443438694,,,residential,,,False,True,88.985,"LINESTRING (2.5518885 41.5826258, 2.5519457 41.5825034, 2.5519805 41.582429, 2.5512865 41.5822927, 2.5512153 41.5822787)",Carrer Plana d'en Fornaguera,,
443438694,,,residential,,,False,False,88.98500000000001,"LINESTRING (2.5512153 41.5822787, 2.5512865 41.5822927, 2.5519805 41.582429, 2.5519457 41.5825034, 2.5518885 41.5826258)",Carrer Plana d'en Fornaguera,,
958469740,1,,residential,50,,False,True,66.819,"LINESTRING (2.5512153 41.5822787, 2.5512625 41.5821025, 2.5515778 41.5817535)",Carrer de la Plana,,
51438184,2,B-511,tertiary,20,,False,False,12.078000000000001,"LINESTRING (2.5506245 41.5800883, 2.5506826 41.5800165, 2.5507006 41.5799958)",Riera del Bisbe Pol,,
51438184,2,B-511,tertiary,20,,False,True,104.87899999999999,"LINESTRING (2.5506245 41.5800883, 2.5503645 41.5804043, 2.5502022 41.5806268, 2.5501866 41.5806481, 2.549979 41.5808982)",Riera del Bisbe Pol,,
126088377,1,,residential,,,False,False,68.407,"LINESTRING (2.5506245 41.5800883, 2.5506642 41.5801127, 2.5506923 41.58013, 2.5507203 41.5801504, 2.5507972 41.5801987, 2.5509534 41.5803206, 2.5510888 41.5804403, 2.5511921 41.5805315)",Carrer de les Margarides,,2.5
589567843,3,N-II,primary,40,,False,True,60.462,"LINESTRING (2.5526516 41.5790277, 2.5520006 41.5787858)",Passeig d'en Xifré,,
958469732,1,N-II,primary,50,,True,False,45.811,"LINESTRING (2.5526516 41.5790277, 2.5528436 41.5790818, 2.5530255 41.5791541, 2.553149 41.5792028)",Passeig d'en Xifré,,
958469728,,N-II,primary_link,,,True,False,7.406,"LINESTRING (2.5543495 41.5796946, 2.5543295 41.5796297)",Passeig d'en Xifré,,
1193225933,,N-II,primary_link,,,False,True,6.421,"LINESTRING (2.5543495 41.5796946, 2.554373 41.5796396)",Passeig d'en Xifré,,
958469733,,,residential,,,False,False,54.2,"LINESTRING (2.5543495 41.5796946, 2.5542519 41.579803, 2.5541669 41.5799231, 2.5540288 41.5801183)",Avinguda de Pau Costa,,
865691970,1,,residential,50,,False,False,6.818,"LINESTRING (2.5474905 41.5838173, 2.5475517 41.5838581)",,,
865691970,1,,residential,50,,False,True,37.730000000000004,"LINESTRING (2.5474905 41.5838173, 2.547595 41.5836638, 2.5476354 41.5834995)",,,
958469727,1,N-II,primary,50,,True,False,3.782,"LINESTRING (2.554373 41.5796396, 2.5543295 41.5796297)",Passeig d'en Xifré,,
1193225933,,N-II,primary_link,,,False,False,6.421,"LINESTRING (2.554373 41.5796396, 2.5543495 41.5796946)",Passeig d'en Xifré,,
1193225933,,N-II,primary_link,,,False,True,2.548,"LINESTRING (2.554373 41.5796396, 2.554382 41.5796177)",Passeig d'en Xifré,,
958469727,1,N-II,primary,50,,True,False,155.618,"LINESTRING (2.5543295 41.5796297, 2.5541686 41.5795959, 2.5539351 41.5795321, 2.5535218 41.5794077, 2.5531782 41.5792767, 2.5529963 41.5792045, 2.5529222 41.5791709, 2.5526516 41.5790277)",Passeig d'en Xifré,,
1193225933,,N-II,primary_link,,,False,False,2.548,"LINESTRING (2.554382 41.5796177, 2.554373 41.5796396)",Passeig d'en Xifré,,
958469731,,N-II,primary_link,,,True,False,113.25999999999999,"LINESTRING (2.553149 41.5792028, 2.5532815 41.5792885, 2.5536274 41.5794111, 2.553953 41.5795035, 2.5542225 41.5795724, 2.5543414 41.5796044, 2.554382 41.5796177)",Passeig d'en Xifré,,
