osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,ref,access
82223897,True,Calle Córdoba,residential,False,129.216,"LINESTRING (-5.9374243 36.9805649, -5.938007 36.9805241, -5.9385208 36.9805475, -5.9388747 36.9805711)",,,,
27382269,True,,tertiary,False,16.807000000000002,"LINESTRING (-5.9403748 36.9787945, -5.9403989 36.9788178, -5.9404308 36.9788341, -5.9404674 36.9788416, -5.9405052 36.9788397, -5.9405404 36.9788286)",roundabout,1,,
27382271,False,Avenida Pablo Iglesias,tertiary,False,87.279,"LINESTRING (-5.9405978 36.9787278, -5.9415553 36.9785517)",,,,
27382269,True,,tertiary,False,6.290000000000001,"LINESTRING (-5.9405978 36.9787278, -5.9405913 36.9787097, -5.9405804 36.9786929, -5.9405657 36.9786782)",roundabout,1,,
1177197571,True,Avenida Doctor Fleming,tertiary,False,59.32000000000001,"LINESTRING (-5.9351096 36.984709, -5.9353124 36.9847205, -5.9355235 36.9847363, -5.9356552 36.984754, -5.9357259 36.984766, -5.9357716 36.9847737)",,1,A-371,
82223925,True,Calle Vicente Aleixandre,residential,False,63.612,"LINESTRING (-5.9410093 36.981159, -5.940394 36.9808663)",,,,
"[119744682, 121284660]",True,Calle Salvador Allende,residential,False,216.625,"LINESTRING (-5.9410093 36.981159, -5.9410779 36.9808181, -5.9410945 36.980732, -5.9411118 36.9806089, -5.9411409 36.9804944, -5.9412373 36.9802406, -5.9413081 36.9799753, -5.9413355 36.9796807, -5.941281 36.9794551, -5.941257 36.979335, -5.9412236 36.9792472)",,,,
82223928,False,Calle Salvador Allende,residential,False,6.3,"LINESTRING (-5.9411502 36.9791683, -5.941093 36.9791348)",,,,
116590512,True,Calle Lebrija,residential,False,82.668,"LINESTRING (-5.9411502 36.9791683, -5.9412707 36.9790955, -5.9415761 36.9788444, -5.9417515 36.9786105)",,,,
260880656,False,Calle Salvador Allende,residential,True,10.951,"LINESTRING (-5.9411502 36.9791683, -5.9411844 36.9792, -5.9412236 36.9792472)",,,,
136758731,True,,residential,False,7.124,"LINESTRING (-5.9418063 36.9785865, -5.9418149 36.9785228)",,,,
"[27382680, 127240783]",True,Calle Guinda,residential,False,84.985,"LINESTRING (-5.9418063 36.9785865, -5.9420301 36.9785585, -5.942242 36.9784964, -5.9426698 36.9782828)",,,,
462320597,False,Avenida Pablo Iglesias,tertiary,False,9.791,"LINESTRING (-5.9418149 36.9785228, -5.9417047 36.9785245)",,,,
462320597,False,Avenida Pablo Iglesias,tertiary,True,185.485,"LINESTRING (-5.9418149 36.9785228, -5.9418819 36.9785103, -5.9421843 36.9784262, -5.9426448 36.9781715, -5.9432841 36.9777826, -5.9435595 36.9776296)",,,,
27287929,True,Avenida Pablo Iglesias,residential,False,34.93,"LINESTRING (-5.9447454 36.9771074, -5.9451385 36.9770997)",,,,
121285090,False,,tertiary,False,43.352,"LINESTRING (-5.9447454 36.9771074, -5.9442825 36.9772309)",,,A-471R,
121285090,False,,tertiary,True,112.459,"LINESTRING (-5.9447454 36.9771074, -5.9459333 36.9767577)",,,A-471R,
27287929,True,Avenida Pablo Iglesias,residential,False,75.303,"LINESTRING (-5.9451385 36.9770997, -5.9459553 36.9769185)",,,,
136758732,False,Calle Ferralista,residential,True,94.812,"LINESTRING (-5.9451385 36.9770997, -5.9457316 36.9778086)",,,,
136732500,False,,residential,True,17.987,"LINESTRING (-5.9459553 36.9769185, -5.9459333 36.9767577)",,,,
250079775,False,Calle Encofradores,residential,False,117.74600000000001,"LINESTRING (-5.9459553 36.9769185, -5.9461607 36.9774765, -5.9457316 36.9778086)",,,,
691361575,False,Calle Tornero,residential,False,56.612,"LINESTRING (-5.9459536 36.9785121, -5.9455512 36.9789069)",,,,
691361575,False,Calle Tornero,residential,True,26.729,"LINESTRING (-5.9459536 36.9785121, -5.9461572 36.9783351)",,,,
129743418,True,Calle Virgen de la Consolación,residential,False,25.788,"LINESTRING (-5.9402603 36.9840919, -5.9404211 36.9838988)",,,,
82224907,False,Calle Betis,residential,True,15.896,"LINESTRING (-5.9410757 36.9830166, -5.9412426 36.9830682)",,,,
127235853,True,Calle Betis,residential,False,31.806,"LINESTRING (-5.9410757 36.9830166, -5.9409017 36.9828832, -5.9408001 36.982837)",,,,
119260171,False,Calle Jazmines,residential,False,21.649,"LINESTRING (-5.9424552 36.9806575, -5.9424067 36.9804667)",,,,
119260171,False,Calle Jazmines,residential,True,7.07,"LINESTRING (-5.9424552 36.9806575, -5.9424612 36.9807209)",,,,
27382186,True,Calle Calvario Bajo,residential,False,33.855,"LINESTRING (-5.9385304 36.9829046, -5.9387299 36.9828969, -5.938818 36.9829083, -5.938909 36.98292)",,,,
27382273,True,Calle Albañiles,residential,False,65.088,"LINESTRING (-5.9394014 36.9830158, -5.9391038 36.9835507)",,,,
47336821,False,Calle Pozo,residential,False,26.567,"LINESTRING (-5.9372948 36.9839866, -5.9370409 36.9841129)",,,,
47336814,True,Calle Arroyo,residential,False,150.424,"LINESTRING (-5.9372948 36.9839866, -5.9374253 36.9838906, -5.9377251 36.983856, -5.9377972 36.9837724, -5.9379616 36.9834177, -5.9381502 36.9829521)",,,,
82223924,False,Calle Cervantes,residential,True,165.209,"LINESTRING (-5.9366971 36.9842828, -5.9362298 36.9828447)",,,,
373185503,True,Calle Coronil,residential,False,33.516,"LINESTRING (-5.9366971 36.9842828, -5.9365642 36.9845649)",,,,
47336828,False,Calle Teodoro Reding,residential,True,36.538,"LINESTRING (-5.9366971 36.9842828, -5.9367862 36.9842062, -5.9369433 36.9841436, -5.9370409 36.9841129)",,,,
27382187,True,,tertiary,False,3.365,"LINESTRING (-5.9370137 36.9810551, -5.9369935 36.9810807)",roundabout,1,,
27382187,True,,tertiary,False,8.288,"LINESTRING (-5.9369935 36.9810807, -5.9370098 36.9811154, -5.9370454 36.9811398)",roundabout,1,,
127240445,True,Avenida Nuestro Padre Jesús Cautivo,tertiary,False,111.071,"LINESTRING (-5.9369935 36.9810807, -5.9369455 36.9811473, -5.9364743 36.9818302, -5.9363968 36.9819583)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,True,6.585,"LINESTRING (-5.9404163 36.9786628, -5.9403784 36.9786119)",,,SE-5209,
27382269,True,,tertiary,False,9.256,"LINESTRING (-5.9404163 36.9786628, -5.9403956 36.9786755, -5.9403788 36.9786914, -5.9403666 36.9787098, -5.9403596 36.9787298)",roundabout,1,,
27382269,True,,tertiary,False,13.083,"LINESTRING (-5.9405404 36.9788286, -5.9405637 36.9788143, -5.9405821 36.9787959, -5.9405943 36.9787744, -5.9405996 36.9787513, -5.9405978 36.9787278)",roundabout,1,,
82223928,False,Calle Salvador Allende,residential,True,61.117000000000004,"LINESTRING (-5.9405404 36.9788286, -5.9406061 36.9788403, -5.9408375 36.9789256, -5.941093 36.9791348)",,,,
27382269,True,,tertiary,False,14.398,"LINESTRING (-5.9405657 36.9786782, -5.9405402 36.9786622, -5.9405103 36.9786522, -5.9404781 36.9786489, -5.940446 36.9786525, -5.9404163 36.9786628)",roundabout,1,,
27382269,True,,tertiary,False,7.452999999999999,"LINESTRING (-5.9403596 36.9787298, -5.9403583 36.9787522, -5.9403635 36.9787741, -5.9403748 36.9787945)",roundabout,1,,
127240741,True,Avenida Nuestro Padre Jesús Cautivo,tertiary,False,160.117,"LINESTRING (-5.9403596 36.9787298, -5.9396439 36.9791075, -5.9388772 36.9795485)",,,,
27382679,True,,residential,False,10.427,"LINESTRING (-5.9417515 36.9786105, -5.9417047 36.9785245)",,,,
27382680,True,Calle Guinda,residential,False,5.551,"LINESTRING (-5.9417515 36.9786105, -5.9418063 36.9785865)",,,,
119260171,False,Calle Jazmines,residential,True,87.39,"LINESTRING (-5.9417515 36.9786105, -5.9420066 36.9789133, -5.9423297 36.9792458)",,,,
47336821,False,Calle Pozo,residential,True,26.567,"LINESTRING (-5.9370409 36.9841129, -5.9372948 36.9839866)",,,,
47336828,False,Calle Teodoro Reding,residential,False,36.538000000000004,"LINESTRING (-5.9370409 36.9841129, -5.9369433 36.9841436, -5.9367862 36.9842062, -5.9366971 36.9842828)",,,,
82223913,True,Calle Ancha,residential,False,187.463,"LINESTRING (-5.9370409 36.9841129, -5.936832 36.9835673, -5.9365508 36.9829217, -5.9363941 36.9827038, -5.9362715 36.9825522)",,,,
1177197570,False,Avenida de Blas Infante,tertiary,False,13.718,"LINESTRING (-5.9361016 36.9850706, -5.9360228 36.9849645)",,,,
132918228,True,,tertiary,False,9.891,"LINESTRING (-5.9357716 36.9847737, -5.9357822 36.9847868, -5.9357957 36.9847981, -5.9358156 36.9848089, -5.9358382 36.9848157, -5.9358621 36.984818)",roundabout,,,
27388653,True,Avenida Nuestro Padre Jesús Cautivo,tertiary,False,59.714,"LINESTRING (-5.9359591 36.984709, -5.9359669 36.9846739, -5.93598 36.9846061, -5.9360485 36.9841768)",,,,
132918228,True,,tertiary,False,12.450999999999999,"LINESTRING (-5.9359591 36.984709, -5.9359462 36.9846891, -5.935927 36.9846727, -5.935903 36.9846612, -5.935876 36.9846552, -5.935848 36.9846554)",roundabout,,,
132918228,True,,tertiary,False,4.128,"LINESTRING (-5.935848 36.9846554, -5.9358255 36.9846601, -5.935805 36.9846688)",roundabout,,,
27382186,True,Calle Calvario Bajo,residential,False,34.618,"LINESTRING (-5.9381502 36.9829521, -5.9383308 36.9829544, -5.9385304 36.9829046)",,,,
691361575,False,Calle Tornero,residential,True,56.612,"LINESTRING (-5.9455512 36.9789069, -5.9459536 36.9785121)",,,,
"[136732268, 691361575]",False,Calle Tornero,residential,"[False, True]",90.255,"LINESTRING (-5.9455512 36.9789069, -5.9451486 36.9792823, -5.9448894 36.9795228)",,,,
27388650,True,Calle Cantarranas,residential,False,167.455,"LINESTRING (-5.9379344 36.9843324, -5.9380509 36.9840279, -5.9383061 36.9833658, -5.9385304 36.9829046)",,,,
395745464,True,Calle Pozo,residential,False,69.888,"LINESTRING (-5.9379344 36.9843324, -5.9376286 36.9841938, -5.9373792 36.9839981, -5.9372948 36.9839866)",,,,
"[27388650, 27436403]",True,"['Calle Cantarranas', 'Calle Capitán Valcárcel']",residential,False,101.169,"LINESTRING (-5.9375299 36.9850386, -5.9377708 36.9850376, -5.9378744 36.9845485, -5.9379344 36.9843324)",,,,
395745465,True,Calle Ancha,living_street,False,111.863,"LINESTRING (-5.9375299 36.9850386, -5.9373636 36.9846626, -5.937284 36.9845163, -5.9370409 36.9841129)",,,,
82222837,False,Calle Camarón de la Isla,residential,True,202.714,"LINESTRING (-5.9369569 36.9774968, -5.9389867 36.9766637)",,,,
127240739,False,Calle Asturias,residential,True,40.583,"LINESTRING (-5.9369569 36.9774968, -5.937187 36.9778121)",,,,
127240739,False,Calle Asturias,residential,False,45.796,"LINESTRING (-5.9369569 36.9774968, -5.9368731 36.977384, -5.9367069 36.9771367)",,,,
82222832,True,,residential,False,19.242,"LINESTRING (-5.9369601 36.976571, -5.9368701 36.9764136)",,,,
127240739,False,Calle Asturias,residential,False,40.583,"LINESTRING (-5.937187 36.9778121, -5.9369569 36.9774968)",,,,
127240739,False,Calle Asturias,residential,True,40.01,"LINESTRING (-5.937187 36.9778121, -5.9374621 36.978097)",,,,
691364948,True,Calle Pío XII,residential,False,93.297,"LINESTRING (-5.937187 36.9778121, -5.936486 36.9781257, -5.9363063 36.9782609)",,,,
136732645,True,Calle José Sandoval,residential,False,22.337,"LINESTRING (-5.9404656 36.9780162, -5.940717 36.9780207)",,,,
136732790,False,,residential,False,24.478,"LINESTRING (-5.9404656 36.9780162, -5.9402245 36.9781228)",,,,
136732790,False,,residential,True,26.275,"LINESTRING (-5.9404656 36.9780162, -5.9407347 36.9779181)",,,,
82222837,False,Calle Camarón de la Isla,residential,False,10.99,"LINESTRING (-5.9390971 36.9766191, -5.9389867 36.9766637)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,True,17.498,"LINESTRING (-5.9390971 36.9766191, -5.9390079 36.9764788)",,,SE-5209,
119260481,False,Avenida Miguel Hernández,tertiary,False,35.888999999999996,"LINESTRING (-5.9390971 36.9766191, -5.9392261 36.9768107, -5.9392867 36.9769041)",,,SE-5209,
397237393,False,Calle Ana María Catalán,residential,True,46.659,"LINESTRING (-5.9367069 36.9771367, -5.9371733 36.9769437)",,,,
127240739,False,Calle Asturias,residential,True,45.796,"LINESTRING (-5.9367069 36.9771367, -5.9368731 36.977384, -5.9369569 36.9774968)",,,,
334678329,False,Calle Ávila,residential,False,110.066,"LINESTRING (-5.9367069 36.9771367, -5.9360884 36.9774236, -5.9357576 36.9777481)",,,,
397237687,False,Calle José Sandoval,residential,True,165.239,"LINESTRING (-5.9426441 36.9778201, -5.9441142 36.9769096)",,,,
691362810,False,,residential,False,21.566,"LINESTRING (-5.9426441 36.9778201, -5.942796 36.9779714)",,,,
82222827,False,Calle Naranjo,residential,False,55.126999999999995,"LINESTRING (-5.9426441 36.9778201, -5.942694 36.9775129, -5.9427545 36.9773333)",,,,
82222833,True,Calle San Marcos,residential,False,35.764,"LINESTRING (-5.9426455 36.9762669, -5.9425467 36.9765787)",,,,
691364357,False,Calle Virgen de los Dolores,residential,False,38.78,"LINESTRING (-5.9426455 36.9762669, -5.942224 36.9761761)",,,,
691364357,False,Calle Virgen de los Dolores,residential,True,40.162,"LINESTRING (-5.9426455 36.9762669, -5.943082 36.976361)",,,,
82222835,True,Calle Ana María Catalán,residential,False,11.03,"LINESTRING (-5.9388592 36.9762447, -5.938749 36.9762904)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,False,29.191,"LINESTRING (-5.9388592 36.9762447, -5.9390079 36.9764788)",,,SE-5209,
136732645,True,Calle José Sandoval,residential,False,65.009,"LINESTRING (-5.940717 36.9780207, -5.9414481 36.978047)",,,,
82222836,True,Calle Clavel Rojo,residential,False,33.506,"LINESTRING (-5.9383627 36.9790132, -5.9386897 36.978863)",,,,
127240739,False,Calle Asturias,residential,True,69.268,"LINESTRING (-5.9383627 36.9790132, -5.9388426 36.9795042)",,,,
127240739,False,Calle Asturias,residential,False,38.721000000000004,"LINESTRING (-5.9383627 36.9790132, -5.9381831 36.978833, -5.9380913 36.9787407)",,,,
136732645,True,Calle José Sandoval,residential,False,61.397,"LINESTRING (-5.9420777 36.9780579, -5.9423023 36.9780619, -5.942605 36.9778883, -5.9426441 36.9778201)",,,,
82222836,True,Calle Clavel Rojo,residential,False,73.929,"LINESTRING (-5.9392417 36.9786423, -5.9399984 36.9783655)",,,,
82222838,False,Calle Tuña,residential,False,25.756,"LINESTRING (-5.9392417 36.9786423, -5.9391269 36.9784296)",,,,
82222832,True,,residential,False,45.565,"LINESTRING (-5.9371733 36.9769437, -5.9369601 36.976571)",,,,
397237393,False,Calle Ana María Catalán,residential,False,46.659,"LINESTRING (-5.9371733 36.9769437, -5.9367069 36.9771367)",,,,
127240739,False,Calle Asturias,residential,True,26.065,"LINESTRING (-5.9376457 36.978276, -5.9378267 36.9784605)",,,,
82222831,False,Calle San Juan,residential,False,87.376,"LINESTRING (-5.9376457 36.978276, -5.9372679 36.9784487, -5.9367927 36.9786673)",,,,
82222831,False,Calle San Juan,residential,True,56.522999999999996,"LINESTRING (-5.9376457 36.978276, -5.9379693 36.9781415, -5.9382082 36.9780384)",,,,
127240739,False,Calle Asturias,residential,False,25.736,"LINESTRING (-5.9376457 36.978276, -5.9375458 36.9781758, -5.9374621 36.978097)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,False,38.696,"LINESTRING (-5.9401749 36.9783042, -5.9403784 36.9786119)",,,SE-5209,
119260481,False,Avenida Miguel Hernández,tertiary,True,15.523,"LINESTRING (-5.9401749 36.9783042, -5.9400932 36.9781808)",,,SE-5209,
82222836,True,Calle Clavel Rojo,residential,False,70.107,"LINESTRING (-5.9376732 36.97932, -5.9383627 36.9790132)",,,,
127240742,True,Calle El Retiro,residential,False,34.015,"LINESTRING (-5.9376732 36.97932, -5.9376941 36.9793374, -5.9379381 36.9795409)",,,,
82222831,False,Calle San Juan,residential,True,31.753,"LINESTRING (-5.9387669 36.9778093, -5.9390851 36.9776792)",,,,
82222838,False,Calle Tuña,residential,True,22.242,"LINESTRING (-5.9387669 36.9778093, -5.938874 36.9779901)",,,,
82222831,False,Calle San Juan,residential,False,55.792,"LINESTRING (-5.9387669 36.9778093, -5.9386707 36.9778457, -5.9382082 36.9780384)",,,,
691364357,False,Calle Virgen de los Dolores,residential,True,38.78,"LINESTRING (-5.942224 36.9761761, -5.9426455 36.9762669)",,,,
82222827,False,Calle Naranjo,residential,True,90.714,"LINESTRING (-5.943082 36.976361, -5.9428167 36.9771488)",,,,
136735405,False,Calle Virgen de los Dolores,residential,True,69.32,"LINESTRING (-5.943082 36.976361, -5.9438326 36.9765315)",,,,
691364357,False,Calle Virgen de los Dolores,residential,False,40.162,"LINESTRING (-5.943082 36.976361, -5.9426455 36.9762669)",,,,
127240742,True,Calle El Retiro,residential,False,5.594,"LINESTRING (-5.9362627 36.9782246, -5.9363063 36.9782609)",,,,
397353629,False,Calle El Retiro,residential,True,28.894,"LINESTRING (-5.9362627 36.9782246, -5.9360851 36.9780069)",,,,
82225834,False,Calle Palencia,residential,False,73.543,"LINESTRING (-5.9367927 36.9786673, -5.9361848 36.9791163)",,,,
127240742,True,Calle El Retiro,residential,False,20.535,"LINESTRING (-5.9367927 36.9786673, -5.936961 36.9787939)",,,,
82222831,False,Calle San Juan,residential,True,87.376,"LINESTRING (-5.9367927 36.9786673, -5.9372679 36.9784487, -5.9376457 36.978276)",,,,
82225824,False,Calle Ávila,residential,False,78.865,"LINESTRING (-5.9351111 36.9782342, -5.9357576 36.9777481)",,,,
82222831,False,Calle San Juan,residential,False,11.185,"LINESTRING (-5.9396294 36.977457, -5.9395171 36.9775025)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,False,90.41699999999999,"LINESTRING (-5.9396294 36.977457, -5.9397429 36.9776356, -5.9399246 36.9779215, -5.9399957 36.9780334, -5.9400932 36.9781808)",,,SE-5209,
119260481,False,Avenida Miguel Hernández,tertiary,True,44.141000000000005,"LINESTRING (-5.9396294 36.977457, -5.9395635 36.9773532, -5.9394135 36.9770995)",,,SE-5209,
136732498,False,Calle Limón,residential,False,28.532,"LINESTRING (-5.9441142 36.9769096, -5.9442376 36.9771465)",,,,
136735407,False,Calle Limón,residential,True,17.855,"LINESTRING (-5.9441142 36.9769096, -5.9440599 36.976755)",,,,
397237687,False,Calle José Sandoval,residential,False,165.239,"LINESTRING (-5.9441142 36.9769096, -5.9426441 36.9778201)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,False,15.523,"LINESTRING (-5.9400932 36.9781808, -5.9401749 36.9783042)",,,SE-5209,
136732790,False,,residential,True,13.328,"LINESTRING (-5.9400932 36.9781808, -5.9402245 36.9781228)",,,,
119260481,False,Avenida Miguel Hernández,tertiary,True,90.417,"LINESTRING (-5.9400932 36.9781808, -5.9399957 36.9780334, -5.9399246 36.9779215, -5.9397429 36.9776356, -5.9396294 36.977457)",,,SE-5209,
420237294,False,Calle Gerona,residential,True,8.618,"LINESTRING (-5.935217 36.9816693, -5.9352347 36.9815931)",,,,
82222833,True,Calle San Marcos,residential,False,71.796,"LINESTRING (-5.9425467 36.9765787, -5.9423482 36.9772046)",,,,
82223863,False,Calle Santa Rosa e Isabel,residential,False,38.271,"LINESTRING (-5.9425467 36.9765787, -5.9421275 36.9764993)",,,,
121249698,False,,residential,False,7.577,"LINESTRING (-5.9403853 36.9817414, -5.9403226 36.9817876)",,,,
82223885,True,Plaza de la Constitución,residential,False,38.778,"LINESTRING (-5.9403853 36.9817414, -5.9406602 36.9817994, -5.9408074 36.9818304)",,,,
260880476,True,Calle Virgen de Los Remedios,residential,False,298.785,"LINESTRING (-5.9412236 36.9792472, -5.9416141 36.979177, -5.9417764 36.9791793, -5.9418904 36.9793295, -5.9418533 36.9797777, -5.9418169 36.980029, -5.9417987 36.9801543, -5.9417451 36.980524, -5.9416815 36.9807622, -5.9416691 36.9808086, -5.9415488 36.9812927, -5.9415323 36.9813685)",,,,
260880656,False,Calle Salvador Allende,residential,False,10.951,"LINESTRING (-5.9412236 36.9792472, -5.9411844 36.9792, -5.9411502 36.9791683)",,,,
420237294,False,Calle Gerona,residential,False,13.3,"LINESTRING (-5.9353189 36.9810376, -5.9352909 36.9811551)",,,,
420237294,False,Calle Gerona,residential,True,42.703,"LINESTRING (-5.9353189 36.9810376, -5.9353524 36.9806545)",,,,
526463500,True,Calle Gorrión,residential,False,8.837,"LINESTRING (-5.9403295 36.984149, -5.9402603 36.9840919)",,,,
284390153,True,Camino de los Valencianos,residential,False,47.319,"LINESTRING (-5.9403295 36.984149, -5.9403576 36.984374, -5.9404651 36.984554)",,,,
82222839,True,Calle Virgen del Rosario,residential,False,23.266,"LINESTRING (-5.9407951 36.9777145, -5.9407347 36.9779181)",,,,
82223873,True,,residential,False,17.82,"LINESTRING (-5.9394707 36.9808518, -5.9396407 36.9809369)",,,,
251675526,False,,residential,False,24.156,"LINESTRING (-5.9394707 36.9808518, -5.9392482 36.9807269)",,,,
82223927,False,Calle Albaricoque,residential,True,32.109,"LINESTRING (-5.9428218 36.9793158, -5.9426076 36.9790832)",,,,
82223860,False,Calle el Cautivo,residential,False,32.616,"LINESTRING (-5.9368854 36.9821445, -5.9369175 36.9818523)",,,,
82223896,False,Calle Federico Castro,residential,True,41.086,"LINESTRING (-5.9368854 36.9821445, -5.9373205 36.9820191)",,,,
"[82223860, 82223871]",False,"['Calle el Cautivo', 'Calle Fernando el Herrero']",residential,True,81.069,"LINESTRING (-5.9368854 36.9821445, -5.9368392 36.9825662, -5.9372029 36.9824709)",,,,
82223858,True,Calle Barcelona,residential,False,33.006,"LINESTRING (-5.936211 36.9816792, -5.9362487 36.9813839)",,,,
82223916,False,Calle Virgen del Valle,residential,False,38.895,"LINESTRING (-5.936211 36.9816792, -5.9357763 36.9816371)",,,,
82222839,True,Calle Virgen del Rosario,residential,False,12.62,"LINESTRING (-5.9409781 36.9764242, -5.9409491 36.9765353)",,,,
82223863,False,Calle Santa Rosa e Isabel,residential,True,102.444,"LINESTRING (-5.9409781 36.9764242, -5.9421275 36.9764993)",,,,
158499752,True,Calle Valencia,residential,False,6.946,"LINESTRING (-5.941016 36.9791457, -5.941093 36.9791348)",,,,
132917631,True,Calle Francisco de Vargas,residential,False,166.85999999999999,"LINESTRING (-5.941016 36.9791457, -5.9409941 36.9792783, -5.9409443 36.9794575, -5.9408446 36.9797618, -5.9406737 36.9800861, -5.9404378 36.9803682, -5.9403754 36.980419, -5.9403106 36.9804643, -5.9402704 36.980484)",,,,
132917631,True,Calle Francisco de Vargas,residential,False,6.03,"LINESTRING (-5.9398169 36.9807058, -5.9397548 36.9807277)",,,,
82222839,True,Calle Virgen del Rosario,residential,False,6.882,"LINESTRING (-5.940931 36.976756, -5.9409223 36.9768175)",,,,
82223891,False,Calle San Cosme,residential,True,96.966,"LINESTRING (-5.940931 36.976756, -5.9420193 36.9768235)",,,,
82223904,True,Calle San Lucas,residential,False,35.688,"LINESTRING (-5.9418211 36.9774529, -5.9419148 36.9771408)",,,,
82223932,False,Calle Santa Teresa,residential,False,87.363,"LINESTRING (-5.9418211 36.9774529, -5.94084 36.9773983)",,,,
82222833,True,Calle San Marcos,residential,False,97.878,"LINESTRING (-5.9423482 36.9772046, -5.9420777 36.9780579)",,,,
82223884,False,Calle Padre Damián,residential,False,39.148,"LINESTRING (-5.9423482 36.9772046, -5.9419148 36.9771408)",,,,
82223884,False,Calle Padre Damián,residential,True,38.826,"LINESTRING (-5.9423482 36.9772046, -5.9427545 36.9773333)",,,,
119297720,False,,residential,False,24.196,"LINESTRING (-5.9389749 36.9806092, -5.9391606 36.9807684)",,,,
119297720,False,,residential,True,9.857,"LINESTRING (-5.9389749 36.9806092, -5.9388747 36.9805711)",,,,
158499752,True,Calle Valencia,residential,False,239.944,"LINESTRING (-5.9389749 36.9806092, -5.9392445 36.980331, -5.939805 36.979813, -5.9402571 36.9794546, -5.9406167 36.9791958, -5.9407378 36.9791247, -5.9408695 36.9791361)",,,,
82222839,True,Calle Virgen del Rosario,residential,False,23.567,"LINESTRING (-5.9408698 36.9771877, -5.94084 36.9773983)",,,,
82223855,True,Calle Rosa Roja,residential,False,97.986,"LINESTRING (-5.9408698 36.9771877, -5.9398822 36.9775802)",,,,
82223928,False,Calle Salvador Allende,residential,True,6.3,"LINESTRING (-5.941093 36.9791348, -5.9411502 36.9791683)",,,,
82223928,False,Calle Salvador Allende,residential,False,61.117000000000004,"LINESTRING (-5.941093 36.9791348, -5.9408375 36.9789256, -5.9406061 36.9788403, -5.9405404 36.9788286)",,,,
127240740,True,Calle Virgen de la Cabeza,residential,False,39.045,"LINESTRING (-5.9368625 36.9803568, -5.9368932 36.9803754, -5.9371671 36.9806094)",,,,
132387092,False,Calle Paco Cotto,residential,False,119.911,"LINESTRING (-5.9396227 36.981972, -5.9399458 36.9813818, -5.9402796 36.9810391)",,,,
82223902,False,Calle Campillo,residential,False,109.47399999999999,"LINESTRING (-5.9383274 36.9827141, -5.9385232 36.9819376, -5.9385722 36.9817492)",,,,
27388653,True,Avenida Nuestro Padre Jesús Cautivo,tertiary,False,149.005,"LINESTRING (-5.9360485 36.9841768, -5.9360716 36.9840093, -5.9360965 36.983855, -5.9362025 36.9830169, -5.9362298 36.9828447)",,,,
121284691,True,Calle Teodoro Reding,residential,False,59.128,"LINESTRING (-5.9360485 36.9841768, -5.9360974 36.9841701, -5.9366971 36.9842828)",,,,
82223852,True,Calle Doctor Bobadilla,residential,False,45.568,"LINESTRING (-5.9394177 36.9818929, -5.9389135 36.9818173)",,,,
