osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,tunnel,junction
495293904,Calle Ánimas,tertiary,False,False,45.662,,"LINESTRING (-6.7503718 37.5744487, -6.7498599 37.5745122)",,,
379835917,Calle Rella Kaesmacher,primary,False,False,167.688,2,"LINESTRING (-6.7503718 37.5744487, -6.7503882 37.5746438, -6.7504386 37.5753329, -6.7504446 37.5753966, -6.750496 37.5759535)",,,
380045734,Calle Cuesta la Estación,residential,False,True,55.798,,"LINESTRING (-6.7503718 37.5744487, -6.750456 37.5744382, -6.7509895 37.5743393)",,,
382883470,Carretera San Juan,primary,False,True,84.022,2,"LINESTRING (-6.7503718 37.5744487, -6.7503661 37.5743812, -6.7503283 37.5741164, -6.7502404 37.5737007)",,,
380045733,Calle Cuesta la Estación,residential,False,False,9.552,,"LINESTRING (-6.7509895 37.5743393, -6.7509804 37.5742537)",,,
380045734,Calle Cuesta la Estación,residential,False,True,33.979,,"LINESTRING (-6.7509895 37.5743393, -6.7513708 37.574294)",,,
380045734,Calle Cuesta la Estación,residential,False,False,55.798,,"LINESTRING (-6.7509895 37.5743393, -6.750456 37.5744382, -6.7503718 37.5744487)",,,
384180906,Calle Ánimas,tertiary,False,True,8.977,,"LINESTRING (-6.7491092 37.5749472, -6.7490337 37.5750014)",,,
386017601,Calle Ánimas,residential,False,False,38.564,,"LINESTRING (-6.7491092 37.5749472, -6.7489454 37.5752688)",,,
215031736,Calle Ánimas,tertiary,False,True,33.872,,"LINESTRING (-6.7491092 37.5749472, -6.7491908 37.5748569, -6.7492873 37.5746791)",,,
215031731,Carretera Calañas,primary,False,False,45.186,2,"LINESTRING (-6.758246 37.5752263, -6.7587564 37.575265)",A-496,,
215031731,Carretera Calañas,primary,False,True,20.885,2,"LINESTRING (-6.758246 37.5752263, -6.7580097 37.575212)",A-496,,
379797541,Carretera Calañas,residential,True,False,27.919,,"LINESTRING (-6.758246 37.5752263, -6.7581797 37.5751562, -6.7580093 37.5750641)",,,
1004677236,Calle Real de Arriba,residential,False,True,50.849,,"LINESTRING (-6.7521891 37.5771423, -6.7521817 37.5772511, -6.7521207 37.577323, -6.7519763 37.5774934, -6.751911 37.5775159)",,,
1004677237,Calle Real de Arriba,primary,False,False,78.799,2,"LINESTRING (-6.7521891 37.5771423, -6.7522862 37.5771111, -6.7523901 37.5770501, -6.7525787 37.5769094, -6.7528519 37.5766767)",A-496,,
1004677237,Calle Real de Arriba,primary,False,True,32.066,2,"LINESTRING (-6.7521891 37.5771423, -6.7521072 37.5771563, -6.7519747 37.5771683, -6.751828 37.5771705)",A-496,,
94371601,Avenida de la Constitución,tertiary,True,False,59.716,,"LINESTRING (-6.7498599 37.5745122, -6.7497981 37.5739774)",,,
495293903,Calle Ánimas,tertiary,False,False,7.152,,"LINESTRING (-6.7498599 37.5745122, -6.7497791 37.5745182)",,,
495293904,Calle Ánimas,tertiary,False,True,45.662,,"LINESTRING (-6.7498599 37.5745122, -6.7503718 37.5744487)",,,
74982020,Calle Río Tinto,residential,False,False,30.811,,"LINESTRING (-6.7510656 37.577826, -6.7511758 37.5778093, -6.7513892 37.5777268)",,,
384180915,Calle Virgen del Rosario,residential,False,True,67.725,,"LINESTRING (-6.7510656 37.577826, -6.7508798 37.5778732, -6.7508443 37.5779036, -6.7508297 37.5779487, -6.7509613 37.5783)",,,
1004692416,Avenida de la Constitución,tertiary,False,False,59.739,,"LINESTRING (-6.7510656 37.577826, -6.7510447 37.5777805, -6.750867 37.5773124)",,,
86216663,Calle Real de Arriba,tertiary,True,False,160.275,,"LINESTRING (-6.7531479 37.5764197, -6.7531175 37.5763361, -6.7535688 37.5750298)",,,
215031731,Carretera Calañas,primary,False,False,82.847,2,"LINESTRING (-6.7531479 37.5764197, -6.7532675 37.5763839, -6.753963 37.5761928, -6.7540357 37.5761749)",A-496,,
386359722,Calle Barberán y Collar,residential,True,False,173.424,,"LINESTRING (-6.7531479 37.5764197, -6.753214 37.5764833, -6.7544389 37.5770635, -6.7545764 37.5773922)",,,
1155100075,Calle Real de Arriba,primary,False,True,15.969000000000001,2,"LINESTRING (-6.7531479 37.5764197, -6.7530631 37.5764805, -6.7530177 37.5765194)",A-496,,
215031731,Carretera Calañas,primary,False,False,161.70600000000002,2,"LINESTRING (-6.756248 37.5755866, -6.7563968 37.5755484, -6.7575714 37.5752367, -6.7577639 37.5752185, -6.7580097 37.575212)",A-496,,
215031731,Carretera Calañas,primary,False,True,45.635000000000005,2,"LINESTRING (-6.756248 37.5755866, -6.7559651 37.575661, -6.7557565 37.5757158)",A-496,,
386359708,Calle Rosa Rite,tertiary,False,True,76.878,,"LINESTRING (-6.756248 37.5755866, -6.756332 37.5756251, -6.7568025 37.5761135)",,,
215031728,Calle Valle de la Fuente,tertiary,True,False,27.426,,"LINESTRING (-6.7560388 37.575404, -6.756248 37.5755866)",,,
86216668,Calle Menéndez y Pelayo,residential,True,False,150.551,,"LINESTRING (-6.7560388 37.575404, -6.7559316 37.5754369, -6.754465 37.5749433)",,,
380045724,Calle Real de Arriba,tertiary,True,False,31.945999999999998,,"LINESTRING (-6.7534151 37.5725675, -6.7533622 37.5724807, -6.7533211 37.5722926)",,,
379835910,Calle Rella Kaesmacher,primary,True,False,29.508000000000003,,"LINESTRING (-6.7506281 37.5767625, -6.7507072 37.5769803, -6.7507281 37.5770153)",,,
379835917,Calle Rella Kaesmacher,primary,False,True,90.785,2,"LINESTRING (-6.7506281 37.5767625, -6.7505804 37.5765438, -6.7505421 37.5763682, -6.750496 37.5759535)",,,
379835913,Avenida de la Constitución,tertiary,True,False,17.533,,"LINESTRING (-6.750867 37.5773124, -6.7508712 37.5772665, -6.7508857 37.5771954, -6.7508939 37.5771563)",,,
1004692416,Avenida de la Constitución,tertiary,False,True,59.739,,"LINESTRING (-6.750867 37.5773124, -6.7510447 37.5777805, -6.7510656 37.577826)",,,
86216643,Calle Doctor Marañón,tertiary,True,False,69.022,,"LINESTRING (-6.7492873 37.5746791, -6.7491326 37.5740706)",,,
215031736,Calle Ánimas,tertiary,False,False,33.872,,"LINESTRING (-6.7492873 37.5746791, -6.7491908 37.5748569, -6.7491092 37.5749472)",,,
215031736,Calle Ánimas,tertiary,False,True,50.013,,"LINESTRING (-6.7492873 37.5746791, -6.7494728 37.5745341, -6.7497791 37.5745182)",,,
384180905,Calle Doctor Marañón,tertiary,False,True,35.624,,"LINESTRING (-6.7492873 37.5746791, -6.7492171 37.5747409, -6.7491163 37.5747661, -6.7490135 37.5747506, -6.7489551 37.5746974)",,,
86216634,Calle Cabezo Molino,tertiary,True,False,72.82,,"LINESTRING (-6.7571362 37.5697825, -6.7571678 37.5698448, -6.7574803 37.5703778)",,,
86216664,Calle Fuenteheridos,residential,False,True,42.322,,"LINESTRING (-6.7492854 37.5765668, -6.7497561 37.5764913)",,,
86216649,Calle Doctor Fleming,residential,True,False,75.021,,"LINESTRING (-6.7492854 37.5765668, -6.7492577 37.576461, -6.7491124 37.5759062)",,,
86216674,Calle José Franco,tertiary,True,False,51.665,,"LINESTRING (-6.7529227 37.5768556, -6.7527459 37.5772986)",,,
386481593,Calle José Franco,tertiary,False,False,23.55,,"LINESTRING (-6.7529227 37.5768556, -6.7529441 37.5767996, -6.7529446 37.5767566, -6.7529128 37.5767149, -6.7528519 37.5766767)",,,
442599609,Calle Travesía Murillo,residential,False,False,36.893,,"LINESTRING (-6.7525483 37.5763257, -6.752168 37.576187)",,,
442599609,Calle Travesía Murillo,residential,False,True,46.638,,"LINESTRING (-6.7525483 37.5763257, -6.7530177 37.5765194)",,,
86216725,Calle del Duque,residential,True,False,118.531,,"LINESTRING (-6.7525483 37.5763257, -6.7528857 37.5758746, -6.7529935 37.5756233, -6.7530672 37.5753534)",,,
86216681,Calle Cáceres,residential,False,False,53.164,,"LINESTRING (-6.7589954 37.5742022, -6.7586056 37.5738373)",,,
1184793433,Calle La Palma,residential,False,False,113.111,,"LINESTRING (-6.7589954 37.5742022, -6.7596324 37.5733191)",,,
86216681,Calle Cáceres,residential,False,True,60.635999999999996,,"LINESTRING (-6.7589954 37.5742022, -6.7593697 37.5745614, -6.7594588 37.5745978)",,,
1081199364,Calle Doctor Marañón,tertiary,False,False,20.635,,"LINESTRING (-6.7489081 37.5745156, -6.7489551 37.5746974)",,,
380094949,Calle Andrés Blas,residential,False,False,68.65,,"LINESTRING (-6.7526042 37.5715014, -6.7525724 37.5715718, -6.7525588 37.5721143)",,,
380099783,Calle Sor Ángela de la Cruz,residential,False,False,58.304,,"LINESTRING (-6.7526042 37.5715014, -6.7525477 37.5713288, -6.7525017 37.5709847)",,,
86216692,Transversal Arrabales,residential,True,False,72.907,,"LINESTRING (-6.7515198 37.5700349, -6.7516135 37.5701424, -6.7516449 37.5702784, -6.7516349 37.5704355, -6.75152 37.5706461)",,,
380099787,Calle Candón,residential,True,False,60.365,,"LINESTRING (-6.7515198 37.5700349, -6.7513643 37.5696641, -6.7513722 37.56962, -6.7514611 37.5695387)",,,
"[380099792, 380099793, 380099791]",Calle Campillo,residential,False,False,173.934,,"LINESTRING (-6.7515198 37.5700349, -6.7514057 37.5700686, -6.751289 37.5700761, -6.7510996 37.5700661, -6.7507365 37.5700037, -6.7503848 37.5699291, -6.7496176 37.5697251)",,yes,
86216671,Calle Juan Ramón Jiménez,residential,True,False,30.849,,"LINESTRING (-6.7554853 37.5760793, -6.7553785 37.5758151)",,,
86216728,Plaza San Pedro,residential,False,True,43.178,,"LINESTRING (-6.7554853 37.5760793, -6.755019 37.5761985)",,,
380125710,Calle Real de Abajo,tertiary,False,False,11.364,,"LINESTRING (-6.7538307 37.57063, -6.7539554 37.570604)",,,
380125710,Calle Real de Abajo,tertiary,False,True,19.662,,"LINESTRING (-6.7538307 37.57063, -6.7537288 37.5707873)",,,
380094943,,tertiary,True,False,21.238000000000003,,"LINESTRING (-6.7527111 37.5697838, -6.7527328 37.5697497, -6.7527388 37.5697118, -6.7527283 37.5696745, -6.7527026 37.5696422, -6.7526646 37.5696187)",,,roundabout
382883470,Carretera San Juan,primary,False,False,11.81,2,"LINESTRING (-6.7504748 37.5703641, -6.75043 37.5704642)",,,
86216701,Calle Arrabales Grandes,residential,False,False,97.321,,"LINESTRING (-6.7504748 37.5703641, -6.7510378 37.5705237, -6.75152 37.5706461)",,,
379797537,Calle Badajoz,tertiary,False,False,40.079,,"LINESTRING (-6.7596812 37.5742834, -6.7594588 37.5745978)",,,
379797537,Calle Badajoz,tertiary,False,True,47.778,,"LINESTRING (-6.7596812 37.5742834, -6.7599472 37.573909)",,,
86216716,Calle Espiga,residential,False,True,63.336,,"LINESTRING (-6.7584271 37.5744373, -6.7580043 37.5748979)",,,
86216686,Calle Nueva,tertiary,True,False,172.942,,"LINESTRING (-6.7584271 37.5744373, -6.7576267 37.5737632, -6.7573657 37.5736251, -6.7569441 37.5734422)",,,
