osmid,oneway,lanes,name,highway,reversed,length,maxspeed,junction,geometry,ref
28211762,True,1,Camino del Baño,residential,False,52.114,,,"LINESTRING (-3.6422893 37.1508621, -3.6424019 37.1504021)",
893392736,True,2,,secondary,False,15.857,50,roundabout,"LINESTRING (-3.6422893 37.1508621, -3.642264 37.1508571, -3.6422334 37.1508578, -3.6422048 37.1508662, -3.6421809 37.1508815, -3.6421645 37.1509021, -3.6421572 37.1509257)",
103775878,True,1,Calle del Aire,residential,False,50.717,,,"LINESTRING (-3.6427116 37.1477395, -3.6432762 37.1478137)",
462819193,True,,Calle Toril,residential,False,9.472,,,"LINESTRING (-3.6427116 37.1477395, -3.6427372 37.1476568)",
103775875,False,,Calle Granada,residential,True,9.737,,,"LINESTRING (-3.651249 37.1458537, -3.6512304 37.1457674)",
134652968,True,1,Calle San Ramón,tertiary,False,12.743,30,,"LINESTRING (-3.6420675 37.1449159, -3.6419777 37.1448264)",GR-3304
111539925,False,2,Calle San Ramón,tertiary,False,10.818,,,"LINESTRING (-3.6420675 37.1449159, -3.64209 37.1449265, -3.6421235 37.1449402, -3.6421754 37.1449613)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,False,12.95,,,"LINESTRING (-3.6448872 37.1456678, -3.645024 37.1457087)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,True,48.283,,,"LINESTRING (-3.6448872 37.1456678, -3.6443731 37.1455242)",GR-3304
172265727,True,,Calle Arzobispo Montero,tertiary,False,38.015,,,"LINESTRING (-3.6446198 37.1459351, -3.6448872 37.1456678)",
103775941,False,,Calle Ramón y Cajal,residential,True,41.292,,,"LINESTRING (-3.6446198 37.1459351, -3.6446346 37.1460202, -3.6446519 37.1463053)",
863115822,False,2,Calle Arzobispo Montero,tertiary,False,61.814,,,"LINESTRING (-3.6446198 37.1459351, -3.6443819 37.1460746, -3.6440453 37.1462499)",
103775862,True,1,Calle Toril,residential,False,44.204,,,"LINESTRING (-3.6427622 37.1468341, -3.6427449 37.1464368)",
863115820,True,,Calle Arzobispo Montero,tertiary,False,72.101,,,"LINESTRING (-3.6427622 37.1468341, -3.6419894 37.1470366)",
103772653,True,,Calle Málaga,tertiary,False,57.081,,,"LINESTRING (-3.6411715 37.1447592, -3.6418048 37.1448524)",
180086337,True,,Calle Juan XXIII,residential,False,76.933,,,"LINESTRING (-3.6411715 37.1447592, -3.6410175 37.1454401)",
1092324225,True,1,Calle Escudo,residential,False,28.708,,,"LINESTRING (-3.64429 37.1479413, -3.6443961 37.1479963, -3.6444926 37.1481335)",
103775892,False,1,Calle de las Moras,residential,True,27.967,,,"LINESTRING (-3.6495023 37.1480686, -3.649551 37.1483171)",
148237980,True,1,Calle Arabuleila,residential,False,64.47,,,"LINESTRING (-3.6495023 37.1480686, -3.6502229 37.1479895)",
"[103775892, 1092324199]",False,"['1', '2']",Calle de las Moras,residential,False,65.607,,,"LINESTRING (-3.6495023 37.1480686, -3.6494753 37.1479311, -3.6494457 37.1477799, -3.6493385 37.1474946)",
551245563,False,2,Calle San Ramón,tertiary,True,3.62,,,"LINESTRING (-3.646014 37.1459132, -3.6459749 37.1459038)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,False,107.981,,,"LINESTRING (-3.646014 37.1459132, -3.6461846 37.1459683, -3.6471294 37.1463036)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,False,3.62,,,"LINESTRING (-3.6459749 37.1459038, -3.646014 37.1459132)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,True,87.141,,,"LINESTRING (-3.6459749 37.1459038, -3.6455512 37.1458346, -3.6454862 37.145824, -3.645024 37.1457087)",GR-3304
105181329,False,2,Camino Puente del Horno,tertiary,False,34.549,,,"LINESTRING (-3.6447351 37.1489912, -3.6447071 37.1493011)",
815686366,True,1,Calle Baño,tertiary,False,9.158999999999999,,,"LINESTRING (-3.6447351 37.1489912, -3.6446956 37.1489646, -3.6446561 37.1489381)",
1092324233,False,1,Calle Santa Teresa,residential,True,12.989,,,"LINESTRING (-3.6467303 37.1465433, -3.6466978 37.1466572)",
863115822,False,2,Calle Arzobispo Montero,tertiary,False,44.072,,,"LINESTRING (-3.6440453 37.1462499, -3.6436232 37.1464594)",
863115822,False,2,Calle Arzobispo Montero,tertiary,True,61.814,,,"LINESTRING (-3.6440453 37.1462499, -3.6443819 37.1460746, -3.6446198 37.1459351)",
103775880,True,1,Calle Aljibe Colorado,residential,False,45.582,,,"LINESTRING (-3.6482351 37.148208, -3.6482117 37.1486175)",
147003874,False,2,Plaza Altozano,residential,False,5.912,,,"LINESTRING (-3.6482351 37.148208, -3.6483018 37.1482075)",
147003874,False,2,Plaza Altozano,residential,True,28.765,,,"LINESTRING (-3.6482351 37.148208, -3.6479109 37.14822)",
180086321,True,1,Calle Santa Lucía,tertiary,False,4.118,,,"LINESTRING (-3.6419524 37.1436914, -3.6419966 37.1437028)",
103775941,False,,Calle Ramón y Cajal,residential,False,43.063,,,"LINESTRING (-3.6445777 37.1467482, -3.6446613 37.1463667)",
103775859,False,,Calle Sotillo,residential,True,37.324,,,"LINESTRING (-3.6445777 37.1467482, -3.6448972 37.1468116, -3.6449755 37.1468499)",
103775941,False,,Calle Ramón y Cajal,residential,True,30.006,,,"LINESTRING (-3.6445777 37.1467482, -3.6444874 37.1467367, -3.6442541 37.1468016)",
1092324230,False,1,Calle Real,tertiary,True,25.898,,,"LINESTRING (-3.6453716 37.1476604, -3.6452929 37.1478847)",
1092324231,True,1,,tertiary,False,7.428,,roundabout,"LINESTRING (-3.6453716 37.1476604, -3.6453952 37.1475963)",
103775946,True,1,Avenida Mariana Pineda,residential,False,27.83,,,"LINESTRING (-3.6505389 37.1479942, -3.6508527 37.1480032)",
103775881,False,2,Calle Santo Domingo,residential,True,61.711,,,"LINESTRING (-3.6493744 37.1445858, -3.6487168 37.1444035)",
103775923,False,2,Calle Cervantes,residential,True,4.628,,,"LINESTRING (-3.6493744 37.1445858, -3.6493729 37.1445442)",
103775923,False,2,Calle Cervantes,residential,False,46.403999999999996,,,"LINESTRING (-3.6493744 37.1445858, -3.6493751 37.144611, -3.6493711 37.1450031)",
1092324232,False,2,Calle Mariño,residential,True,17.78,,,"LINESTRING (-3.6471271 37.1477233, -3.6471148 37.1475637)",
1092324235,True,1,Calle Sol,residential,False,23.1,,,"LINESTRING (-3.6471271 37.1477233, -3.6473875 37.1477321)",
1092324232,False,2,Calle Mariño,residential,False,22.345,,,"LINESTRING (-3.6471271 37.1477233, -3.6471376 37.1478784, -3.6470805 37.1478751)",
103775850,True,1,Calle Mariño,residential,False,50.663,,,"LINESTRING (-3.6471283 37.1471082, -3.6471148 37.1475637)",
103775925,False,,Calle Santa Teresa,residential,False,50.237,,,"LINESTRING (-3.6471283 37.1471082, -3.6465759 37.147007)",
103775918,True,1,Calle Aurora,residential,False,33.09,,,"LINESTRING (-3.643608 37.1478534, -3.64365 37.1475577)",
103775878,True,1,Calle del Aire,residential,False,33.658,,,"LINESTRING (-3.643608 37.1478534, -3.6439242 37.147902, -3.6439814 37.1478958)",
111539934,False,,Calle Eras Altas,residential,False,36.056,,,"LINESTRING (-3.6438551 37.1472765, -3.644064 37.1471937, -3.6442375 37.1471939)",
1096675534,False,,Calle Santa Cecilia,residential,False,37.777,,,"LINESTRING (-3.6438551 37.1472765, -3.6439181 37.1474285, -3.6439779 37.1475004, -3.6440227 37.1475867)",
1096675534,False,,Calle Santa Cecilia,residential,True,22.082,,,"LINESTRING (-3.6438551 37.1472765, -3.64377 37.1471444, -3.6437184 37.1471158)",
1092092202,True,1,Calle Santa Lucía,tertiary,False,43.515,,,"LINESTRING (-3.6456492 37.1445976, -3.6456775 37.1446267, -3.6460854 37.144768)",
"[1092092203, 103775871]",True,1,Calle Cruces,residential,False,42.522000000000006,,,"LINESTRING (-3.6456492 37.1445976, -3.6456966 37.1445316, -3.6457994 37.1442364)",
103775875,False,,Calle Granada,residential,False,9.737,,,"LINESTRING (-3.6512304 37.1457674, -3.651249 37.1458537)",
103775875,False,,Calle Granada,residential,True,61.324,,,"LINESTRING (-3.6512304 37.1457674, -3.651113 37.1452239)",
103775917,True,1,Calle San Pablo,residential,False,134.169,,,"LINESTRING (-3.6512304 37.1457674, -3.6498411 37.1459598, -3.649782 37.1459981, -3.6497714 37.1460183)",
103775902,True,1,Calle Santa Teresa,residential,False,49.876,,,"LINESTRING (-3.6463976 37.1474315, -3.6464171 37.1473508, -3.6465759 37.147007)",
299107448,False,1,Calle Víboras,residential,False,65.287,,,"LINESTRING (-3.6463976 37.1474315, -3.6467552 37.1475083, -3.6471148 37.1475637)",
1092324213,False,2,Calle Villa,residential,True,14.415,,,"LINESTRING (-3.6471864 37.1482763, -3.6470342 37.148322)",
1092324214,True,1,Calle Villa,residential,False,13.354,,,"LINESTRING (-3.6471864 37.1482763, -3.6470427 37.1482402)",
"[147003875, 1092324212]",False,"['1', '2']",Calle Villa,residential,False,64.79,,,"LINESTRING (-3.6471864 37.1482763, -3.6475115 37.1482243, -3.6479109 37.14822)",
103775923,False,2,Calle Cervantes,residential,False,68.085,,,"LINESTRING (-3.6493836 37.1436461, -3.6493812 37.1442584)",
108139074,True,1,Calle María Zambrano,residential,False,71.906,,,"LINESTRING (-3.650841 37.1486498, -3.6508527 37.1480032)",
463319188,True,1,Calle Padre Linares,residential,False,44.868,,,"LINESTRING (-3.650841 37.1486498, -3.6503433 37.1487236)",
103775892,False,1,Calle de las Moras,residential,False,43.745,,,"LINESTRING (-3.6496745 37.1489478, -3.6495984 37.1485591)",
"[463319186, 463319188]",True,1,"['Calle Padre Linares', 'Calle Darabenaroz']",residential,False,58.896,,,"LINESTRING (-3.6496745 37.1489478, -3.649414 37.1490403, -3.6494388 37.1493032, -3.6494424 37.1493418)",
180086344,True,,Plaza Maestro Antonio Agustín,tertiary,False,7.202,,,"LINESTRING (-3.6472039 37.1452136, -3.6472312 37.1451526)",
625310119,True,1,Plaza Parrilla,residential,False,16.618,,,"LINESTRING (-3.6484847 37.1485335, -3.6484605 37.1483853)",
552441432,False,,Plaza Parrilla,residential,False,13.274999999999999,,,"LINESTRING (-3.6484847 37.1485335, -3.648532 37.1485323, -3.6486344 37.1485296)",
551245563,False,2,Calle San Ramón,tertiary,False,58.976,,,"LINESTRING (-3.6483955 37.1465997, -3.6490596 37.1466328)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,True,54.93299999999999,,,"LINESTRING (-3.6483955 37.1465997, -3.6480293 37.1465752, -3.6477824 37.1465338)",GR-3304
103775862,True,1,Calle Toril,residential,False,91.752,,,"LINESTRING (-3.6427234 37.1459431, -3.6427123 37.145118)",
103775889,False,,Calle Doctor Fleming,residential,False,75.065,,,"LINESTRING (-3.6427234 37.1459431, -3.6435703 37.14594)",
551245563,False,2,Calle San Ramón,tertiary,False,45.927,,,"LINESTRING (-3.6506507 37.1467097, -3.6511674 37.1467408)",GR-3304
551245563,False,2,Calle San Ramón,tertiary,True,12.071,,,"LINESTRING (-3.6506507 37.1467097, -3.650515 37.1467005)",GR-3304
462819200,False,,Calle Santa Lucía,tertiary,True,56.986,,,"LINESTRING (-3.6472312 37.1451526, -3.6478216 37.1453555)",
180086344,True,,Plaza Maestro Antonio Agustín,tertiary,False,20.471,,,"LINESTRING (-3.6472312 37.1451526, -3.6472552 37.1451027, -3.6472947 37.1450137, -3.647299 37.1449776)",
103775895,False,1,Calle Zacatín,residential,False,25.401,,,"LINESTRING (-3.6492086 37.1483574, -3.6492428 37.1485842)",
103775900,False,1,Calle Zacatín,residential,False,51.863,,,"LINESTRING (-3.6492086 37.1483574, -3.6486237 37.1483712)",
103775900,False,1,Calle Zacatín,residential,True,7.234,,,"LINESTRING (-3.6492086 37.1483574, -3.64929 37.1483526)",
103775937,False,2,Calle de las Moras,residential,False,40.563,,,"LINESTRING (-3.6493385 37.1474946, -3.6491295 37.1475413, -3.6488889 37.1475409)",
147003879,False,1,Calle de la Gloria,residential,False,123.08600000000001,,,"LINESTRING (-3.6493385 37.1474946, -3.6493714 37.1473804, -3.6494511 37.1473248, -3.6496943 37.1471996, -3.6504436 37.146886)",
"[103775892, 1092324199]",False,"['1', '2']",Calle de las Moras,residential,True,65.607,,,"LINESTRING (-3.6493385 37.1474946, -3.6494457 37.1477799, -3.6494753 37.1479311, -3.6495023 37.1480686)",
103775892,False,1,Calle de las Moras,residential,False,27.235,,,"LINESTRING (-3.6495984 37.1485591, -3.649551 37.1483171)",
103775892,False,1,Calle de las Moras,residential,True,43.745,,,"LINESTRING (-3.6495984 37.1485591, -3.6496745 37.1489478)",
147003876,False,1,Calle Huertos,residential,True,24.243,,,"LINESTRING (-3.6495984 37.1485591, -3.6493259 37.148578)",
1092324218,False,,Calle Aljibe Colorado,residential,False,30.518,,,"LINESTRING (-3.6482525 37.1486627, -3.6482592 37.1489371)",
105181244,True,1,Calle Aljibe Colorado,residential,False,34.071,,,"LINESTRING (-3.6482525 37.1486627, -3.6484929 37.1486475, -3.6484847 37.1485335)",
