osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,width,junction,tunnel,bridge
533806285,False,1,residential,False,14.259,"LINESTRING (-2.0180785 43.2184632, -2.0179142 43.2184173)",,Kalea Arkatasuna,30,,,,
"[1219613555, 533806283]",True,1,residential,False,100.99000000000001,"LINESTRING (-2.0180785 43.2184632, -2.0181224 43.2184275, -2.0181511 43.2184038, -2.0182178 43.2183491, -2.0184415 43.2182115, -2.0186682 43.2180661, -2.0187924 43.217987, -2.0189323 43.2179041, -2.0189533 43.2178933, -2.0190124 43.2178646)",,Alkartasuna kalea,30,"['2.96', '4.9']",,,
"[778033932, 614227268]",False,2,residential,False,138.066,"LINESTRING (-2.0190124 43.2178646, -2.0189662 43.2178181, -2.0188802 43.2177066, -2.0188621 43.2176817, -2.0188262 43.2176044, -2.0188144 43.2175706, -2.0188093 43.2175043, -2.0188155 43.2174024, -2.0188347 43.2173552, -2.0188613 43.2172916, -2.0188874 43.2172612, -2.0189525 43.2171853, -2.0189905 43.2171361, -2.0190661 43.2170453, -2.0191826 43.2169082, -2.0192755 43.216814, -2.0192982 43.2167946, -2.0193309 43.2167666)",,Plazaola kalea,30,,,,
"[1027066770, 40377795]",False,2,residential,True,100.05499999999999,"LINESTRING (-2.0190124 43.2178646, -2.019055 43.2179054, -2.0191041 43.2179559, -2.0191468 43.218002, -2.0191792 43.2180744, -2.0191906 43.2181277, -2.0191951 43.2181682, -2.0191945 43.2181993, -2.0191846 43.21826, -2.0191736 43.218294, -2.0191431 43.2183367, -2.0190146 43.2184967, -2.0188749 43.2186684)",,Plazaola kalea,30,,,,
"[1167965504, 1216061037]",True,1,residential,False,23.365000000000002,"LINESTRING (-2.0147792 43.2218297, -2.0147373 43.2218497, -2.014706 43.2218782, -2.0146884 43.2219124, -2.0146861 43.2219488, -2.0146995 43.221984, -2.0147192 43.2220076)",,,30,,roundabout,,
40382193,True,1,residential,False,17.07,"LINESTRING (-2.0147192 43.2220076, -2.0147304 43.2220418, -2.0147343 43.2220727, -2.0147239 43.2220986, -2.0146911 43.222154)",,Idiazabal kalea,30,,,,
"[1167965502, 1167965503]",True,1,residential,False,15.668,"LINESTRING (-2.0147192 43.2220076, -2.0147651 43.2220365, -2.014798 43.222047, -2.0148459 43.2220521, -2.0148937 43.2220466)",,,30,,roundabout,,
1216061039,True,1,residential,False,22.094,"LINESTRING (-2.0148937 43.2220466, -2.0149345 43.2220321, -2.0149681 43.2220098, -2.0149917 43.2219815, -2.0150034 43.2219495, -2.0150023 43.2219164, -2.0149885 43.2218848)",,,30,,roundabout,,
40382191,True,1,residential,False,14.737,"LINESTRING (-2.01495 43.2218482, -2.0149119 43.2218301, -2.0148683 43.2218206, -2.0148229 43.2218205, -2.0147792 43.2218297)",,,30,,roundabout,,
536139472,True,1,residential,False,20.193,"LINESTRING (-2.01495 43.2218482, -2.0149607 43.2217704, -2.0150126 43.2217032, -2.0150336 43.2216818)",,Trentxikito kalea,30,,,,
1027089513,False,2,residential,False,19.848,"LINESTRING (-2.0185766 43.219392, -2.0183374 43.2193536)",,La Salle etorbidea,30,,,,
"[498097808, 987175643]",False,2,residential,False,106.529,"LINESTRING (-2.0185766 43.219392, -2.0185621 43.2194392, -2.0185524 43.2194705, -2.0184939 43.2195258, -2.0179772 43.2198585, -2.0178187 43.2199606, -2.0176633 43.2200607)",,Trentxikito kalea,30,,,,
"[498097809, 777957236]",False,2,residential,True,95.415,"LINESTRING (-2.0185766 43.219392, -2.0186671 43.219399, -2.0188384 43.2194122, -2.0190189 43.2194281, -2.0191521 43.2194432, -2.0193066 43.2194814, -2.0194302 43.2195165, -2.0195864 43.2195565, -2.0196474 43.2195722, -2.0197159 43.2195873)",,La Salle etorbidea,30,,,,
40382195,True,1,residential,False,20.564999999999998,"LINESTRING (-2.0146911 43.222154, -2.0147629 43.2221302, -2.014829 43.2220962, -2.0148769 43.2220616, -2.0148937 43.2220466)",,Idiazabal kalea,30,,,,
"[40382196, 40382197, 40382198]",True,1,residential,False,49.365,"LINESTRING (-2.0172761 43.22164, -2.0172002 43.2215305, -2.0171068 43.2214004, -2.0170101 43.2212954, -2.0169587 43.2212654)",,"['Kaletxiki Kalea', 'Arantzibia kalea']",30,,,yes,
"[1028672728, 225767614]",False,2,residential,False,36.364,"LINESTRING (-2.0172761 43.22164, -2.0172222 43.2216715, -2.0170446 43.2217641, -2.0169696 43.2218215, -2.0169329 43.2218489)",,Kaletxiki,30,6.5,,,
1170050641,False,2,secondary,False,76.918,"LINESTRING (-2.0184883 43.2222617, -2.0181638 43.2221908, -2.0177209 43.22209, -2.0176804 43.2220816, -2.0176683 43.2220788, -2.0176331 43.2220707, -2.0175809 43.2220586)",GI-3722,Ama Kandida etorbidea,40,,,,
40384045,True,1,residential,False,69.57300000000001,"LINESTRING (-2.0211135 43.21958, -2.0210551 43.2196695, -2.0209626 43.2198074, -2.0207418 43.220144)",,Pio Baroja kalea,30,,,,
225764720,True,1,residential,False,104.32299999999998,"LINESTRING (-2.0211135 43.21958, -2.0207551 43.2194117, -2.0206243 43.2193517, -2.020311 43.2192373, -2.0202095 43.2191943, -2.020101 43.2191454, -2.0200605 43.2191293, -2.0200038 43.2191062)",,Agustin Leitza kalea,30,,,,
1029031729,False,1,living_street,False,21.538,"LINESTRING (-2.0211135 43.21958, -2.0211004 43.2195452, -2.0211025 43.2195388, -2.0211077 43.2195276, -2.0211178 43.2195151, -2.0212045 43.2194076)",,Agustin Leitza Atzekaldea Aldea,,,,,
"[41899673, 40384046]",True,1,residential,False,162.21599999999998,"LINESTRING (-2.020288 43.2208649, -2.0203691 43.2208908, -2.0208233 43.2210409, -2.0212539 43.2211836, -2.0212662 43.2211878, -2.0213429 43.22121, -2.0213697 43.2212092, -2.0214004 43.2211759, -2.0214412 43.2211193, -2.0215806 43.2208824, -2.0216358 43.2207922, -2.0216939 43.2207126, -2.0217281 43.2206741)",,Joxe Mari Ituzaeta kalea,30,,,,
225764718,False,2,residential,True,75.234,"LINESTRING (-2.020288 43.2208649, -2.0202457 43.2208522, -2.0202034 43.2208395, -2.0200193 43.2207861, -2.0198621 43.2207376, -2.0194325 43.2206021)",,Joxe Mari Ituzaeta kalea,30,,,,
225764723,False,2,residential,False,48.403,"LINESTRING (-2.020288 43.2208649, -2.0202488 43.2209277, -2.0200406 43.2212611)",,Pio Baroja kalea,30,,,,
40384049,True,1,residential,False,29.407000000000004,"LINESTRING (-2.0217281 43.2206741, -2.0218353 43.2207243, -2.0219607 43.2207813, -2.0220308 43.2208197)",,Rikardo Arregi kalea,30,,,,
40384045,True,1,residential,False,88.196,"LINESTRING (-2.0207418 43.220144, -2.020686 43.2202276, -2.0205343 43.2204705, -2.0203202 43.2208149, -2.020288 43.2208649)",,Pio Baroja kalea,30,,,,
40384047,True,1,residential,False,99.625,"LINESTRING (-2.0207418 43.220144, -2.0208852 43.2202005, -2.0210788 43.2202862, -2.0210956 43.2202941, -2.021112 43.2203018, -2.0213443 43.2204372, -2.0217281 43.2206741)",,Rikardo Arregi kalea,30,,,,
40384051,False,,residential,False,99.51599999999999,"LINESTRING (-2.0218253 43.2175026, -2.0217862 43.2175417, -2.0217139 43.2176088, -2.0216995 43.2176218, -2.021637 43.2176846, -2.0215884 43.217738, -2.0215789 43.2177928, -2.0215837 43.2178407, -2.0215979 43.2178804, -2.0216291 43.2179193, -2.0216546 43.2179473, -2.0216665 43.2179615, -2.0219265 43.2182715)",,Ondarreta kalea,30,,,,
"[1240845523, 1027710805, 1096772583]",False,,residential,False,67.46300000000001,"LINESTRING (-2.0218253 43.2175026, -2.0214803 43.2173194, -2.0214623 43.2173094, -2.0214015 43.2172759, -2.0213597 43.2172511, -2.0211623 43.2171359)",,Txistoki pasealekua,30,,,,
"[40393875, 1027710805]",False,2,residential,True,260.346,"LINESTRING (-2.0218253 43.2175026, -2.0219405 43.2175619, -2.0220108 43.2176094, -2.0220605 43.2176559, -2.0220903 43.2176886, -2.0221478 43.2177495, -2.0221583 43.217763, -2.022181 43.2177924, -2.0223309 43.2179859, -2.0224516 43.2181409, -2.0224602 43.218152, -2.0226152 43.2183364, -2.0226695 43.2184048, -2.022835 43.2186132, -2.0228739 43.218665, -2.0231539 43.2190214, -2.0233389 43.2192644, -2.0234353 43.219385, -2.0235042 43.2194839)",,Txistoki pasealekua,30,,,,
40384052,False,,residential,False,76.566,"LINESTRING (-2.0219508 43.2187651, -2.0218106 43.2188299, -2.0217489 43.2188504, -2.0216289 43.2187986, -2.0213633 43.218727, -2.0212211 43.2186988, -2.0211227 43.2187724)",,Ondarreta kalea,30,,,,
40384053,True,,residential,False,73.30799999999999,"LINESTRING (-2.0219508 43.2187651, -2.0216987 43.2184617, -2.0216606 43.2184107, -2.021661 43.2183927, -2.0217184 43.2183619, -2.0218142 43.21832, -2.0218308 43.2183134, -2.0218354 43.2183113, -2.0218445 43.2183076, -2.0219265 43.2182715)",,Ondarreta kalea,10,,,,
40384052,False,,residential,True,76.566,"LINESTRING (-2.0211227 43.2187724, -2.0212211 43.2186988, -2.0213633 43.218727, -2.0216289 43.2187986, -2.0217489 43.2188504, -2.0218106 43.2188299, -2.0219508 43.2187651)",,Ondarreta kalea,30,,,,
40384051,False,,residential,False,48.957,"LINESTRING (-2.0219265 43.2182715, -2.022005 43.2183735, -2.0221855 43.2186192, -2.0222135 43.2186589)",,Ondarreta kalea,30,,,,
40384051,False,,residential,True,99.51599999999999,"LINESTRING (-2.0219265 43.2182715, -2.0216665 43.2179615, -2.0216546 43.2179473, -2.0216291 43.2179193, -2.0215979 43.2178804, -2.0215837 43.2178407, -2.0215789 43.2177928, -2.0215884 43.217738, -2.021637 43.2176846, -2.0216995 43.2176218, -2.0217139 43.2176088, -2.0217862 43.2175417, -2.0218253 43.2175026)",,Ondarreta kalea,30,,,,
41898169,False,2,residential,True,82.932,"LINESTRING (-2.0200038 43.2191062, -2.0200378 43.2190552, -2.0200807 43.218993, -2.0201599 43.2188692, -2.0202359 43.2187228, -2.0203798 43.2184554, -2.0204042 43.2184205)",,Kale Nagusia,30,,,,
1024664493,False,2,residential,False,58.442,"LINESTRING (-2.0200038 43.2191062, -2.0199034 43.2192482, -2.0197787 43.219456, -2.0197159 43.2195873)",,Kale Nagusia,30,,,,
"[1024664498, 40393747]",False,2,residential,False,52.488,"LINESTRING (-2.0200038 43.2191062, -2.0199653 43.2190905, -2.0199414 43.2190804, -2.0198818 43.2189983, -2.0198502 43.218926, -2.0198366 43.218868, -2.0198231 43.2186761)",,Joakin Larreta etorbidea,30,,,,
"[1024664498, 40393747]",False,2,residential,True,52.48799999999999,"LINESTRING (-2.0198231 43.2186761, -2.0198366 43.218868, -2.0198502 43.218926, -2.0198818 43.2189983, -2.0199414 43.2190804, -2.0199653 43.2190905, -2.0200038 43.2191062)",,Joakin Larreta etorbidea,30,,,,
774666717,True,1,residential,False,116.967,"LINESTRING (-2.0198231 43.2186761, -2.0198111 43.2183366, -2.0198197 43.2182339, -2.0198469 43.2181297, -2.0198578 43.2180836, -2.0198719 43.2180216, -2.0198609 43.2179751, -2.0198385 43.2179013, -2.0198174 43.217809, -2.0197917 43.2176818, -2.0197833 43.2176334)",,Joakin Larreta etorbidea,30,,,,
"[1028987243, 1028987244, 560818197]",False,1,living_street,False,133.104,"LINESTRING (-2.0198231 43.2186761, -2.0197726 43.2187069, -2.0197402 43.2187366, -2.0197301 43.218833, -2.0197366 43.2188512, -2.0197467 43.2189348, -2.0197115 43.2190572, -2.019692 43.2191144, -2.0196562 43.2191246, -2.0196114 43.2191259, -2.0195468 43.2191163, -2.019503 43.2191049, -2.0194544 43.2190827, -2.0194462 43.2190079, -2.0194709 43.2189307, -2.0194427 43.2189098, -2.0194336 43.2189042, -2.0194869 43.2187164, -2.0195333 43.2186349, -2.0195606 43.2186308, -2.0196155 43.2186411, -2.0196144 43.2186504)",,,30,,,,
1027136836,True,1,residential,False,25.656,"LINESTRING (-2.0203091 43.2143424, -2.0203549 43.2141141)",,Joakin Larreta etorbidea,30,,,,
"[534850152, 1239417118, 1239417119]",False,,unclassified,False,53.013999999999996,"LINESTRING (-2.0203091 43.2143424, -2.0202494 43.2143377, -2.0202253 43.2143358, -2.0199863 43.2143302, -2.0199584 43.214352, -2.0199145 43.2143863, -2.019788 43.2143917, -2.0196894 43.2143872)",,,,,,,
40393779,True,1,residential,False,20.358,"LINESTRING (-2.0237126 43.2204337, -2.0235017 43.2205332)",,,30,,,,
657434116,False,,unclassified,False,21.605,"LINESTRING (-2.0237126 43.2204337, -2.023745 43.2204172, -2.0237599 43.220411, -2.0239425 43.2203355)",,,10,3,,,
"[1024263322, 40384044]",False,2,residential,False,235.88200000000003,"LINESTRING (-2.024151 43.2225729, -2.0240342 43.2224958, -2.0239035 43.222403, -2.0238094 43.2223159, -2.0235575 43.2220634, -2.0235001 43.2220059, -2.0234204 43.2219259, -2.0231852 43.2216897, -2.0231655 43.2216701, -2.0230556 43.2215597, -2.0229528 43.2214584, -2.0228113 43.2213218, -2.0226607 43.2212002, -2.0224088 43.2210347, -2.022328 43.2209842, -2.0222832 43.2209572)",,Rikardo Arregi kalea,30,,,,
"[1027710793, 40393797]",True,1,residential,False,250.42100000000002,"LINESTRING (-2.024151 43.2225729, -2.024197 43.2225199, -2.0242379 43.2224729, -2.0243066 43.2223791, -2.0243112 43.2223677, -2.024342 43.2222912, -2.0243482 43.2222759, -2.0243474 43.2222164, -2.0242774 43.2220091, -2.0241276 43.2214531, -2.0241215 43.2214252, -2.024041 43.2210596, -2.0240335 43.2210253, -2.0240085 43.2209116, -2.0239879 43.2208182, -2.0239804 43.2207842, -2.0239375 43.2206966, -2.0237761 43.220508, -2.0237451 43.2204716, -2.0237126 43.2204337)",,Doktor Huizi kalea,30,,,,
40393826,True,1,residential,False,283.195,"LINESTRING (-2.0204042 43.2184205, -2.0205006 43.2184758, -2.0209551 43.2188382, -2.0210771 43.2188946, -2.0211521 43.2189292, -2.0213587 43.2190286, -2.0217005 43.2192028, -2.021962 43.2193369, -2.0223408 43.2195367, -2.0224554 43.2195951, -2.022593 43.2196617, -2.0226776 43.2196962, -2.0228043 43.2197399, -2.0230406 43.219808, -2.0231331 43.2198433, -2.0232229 43.2198927)",,Doktor Huizi kalea,30,,,,
41898169,False,2,residential,False,82.93199999999999,"LINESTRING (-2.0204042 43.2184205, -2.0203798 43.2184554, -2.0202359 43.2187228, -2.0201599 43.2188692, -2.0200807 43.218993, -2.0200378 43.2190552, -2.0200038 43.2191062)",,Kale Nagusia,30,,,,
1069645022,False,2,residential,True,34.543,"LINESTRING (-2.0204042 43.2184205, -2.0204596 43.2183588, -2.0206356 43.2181596)",,Kale Nagusia,30,,,,
27271073,True,1,motorway_link,False,299.661,"LINESTRING (-2.0235042 43.2194839, -2.023654 43.2196757, -2.023816 43.2198025, -2.0239733 43.2199012, -2.0241435 43.2199961, -2.024289 43.2200766, -2.0244353 43.2201587, -2.0245078 43.2202047, -2.0245846 43.2202537, -2.0246624 43.2203199, -2.0247312 43.220386, -2.0247809 43.220456, -2.0248287 43.2205274, -2.0248569 43.2205995, -2.0248902 43.2206899, -2.0249129 43.2207886, -2.0250303 43.2212615, -2.0252125 43.2217475)",,,,,,,
"[40393875, 1027710805]",False,2,residential,False,260.346,"LINESTRING (-2.0235042 43.2194839, -2.0234353 43.219385, -2.0233389 43.2192644, -2.0231539 43.2190214, -2.0228739 43.218665, -2.022835 43.2186132, -2.0226695 43.2184048, -2.0226152 43.2183364, -2.0224602 43.218152, -2.0224516 43.2181409, -2.0223309 43.2179859, -2.022181 43.2177924, -2.0221583 43.217763, -2.0221478 43.2177495, -2.0220903 43.2176886, -2.0220605 43.2176559, -2.0220108 43.2176094, -2.0219405 43.2175619, -2.0218253 43.2175026)",,Txistoki pasealekua,30,,,,
"[1207220801, 40393923, 40393840, 1033842673, 1033842674, 40393879]",False,2,residential,False,204.88799999999998,"LINESTRING (-2.0235042 43.2194839, -2.023587 43.2194572, -2.0236915 43.2194261, -2.0240943 43.2192694, -2.0243421 43.219173, -2.0244512 43.2191293, -2.024567 43.2190844, -2.0246808 43.2190396, -2.0250056 43.2189123, -2.0250393 43.218892, -2.025076 43.2188618, -2.0251153 43.2188226, -2.0251523 43.2187706, -2.025211 43.2186554, -2.0252363 43.2185991, -2.0253121 43.2185091, -2.0254318 43.2183989)",,,30,,,yes,yes
1093422747,True,1,motorway_link,False,14.814,"LINESTRING (-2.0254719 43.2182706, -2.0254688 43.2183053, -2.0254369 43.2183609, -2.0254318 43.2183989)",,,,,,,
1239462222,True,1,residential,False,72.173,"LINESTRING (-2.0232229 43.2198927, -2.0232457 43.2199065, -2.0234407 43.2201267, -2.0235214 43.2202179, -2.0237126 43.2204337)",,Doktor Huizi kalea,30,,,,
1239462221,True,1,residential,False,22.833,"LINESTRING (-2.0226275 43.2201195, -2.0228669 43.2200112)",,,20,,,,
41899899,False,1,residential,False,33.887,"LINESTRING (-2.0226275 43.2201195, -2.0224997 43.2199545, -2.0224328 43.2198831, -2.0224086 43.2198603)",,,10,,,,
41899899,False,1,residential,True,33.887,"LINESTRING (-2.0224086 43.2198603, -2.0224328 43.2198831, -2.0224997 43.2199545, -2.0226275 43.2201195)",,,10,,,,
"[1207220800, 41950565]",False,2,unclassified,True,32.501,"LINESTRING (-2.025986 43.218055, -2.0258957 43.2180811, -2.0257703 43.2181702, -2.0256885 43.2182427)",,,,,,,
778031181,False,2,residential,False,16.927,"LINESTRING (-2.0208582 43.2154001, -2.0208567 43.2154413, -2.0208543 43.2155523)",,Kaleberria,30,,,,
778031181,False,2,residential,True,165.32000000000002,"LINESTRING (-2.0208582 43.2154001, -2.0208572 43.2148402, -2.0208572 43.2146586, -2.020866 43.2143738, -2.020873 43.2142689, -2.0208857 43.2142279, -2.0209012 43.2141805, -2.0209183 43.2141455, -2.0209655 43.2140677, -2.020997 43.214036, -2.021034 43.214009, -2.0211002 43.2139653)",,Kaleberria,30,,,,
"[42066419, 1262563781]",True,1,residential,False,101.05900000000001,"LINESTRING (-2.0213503 43.2159996, -2.0213544 43.2158033, -2.0213255 43.2155253, -2.0212946 43.2154121, -2.0209333 43.2154041, -2.0208582 43.2154001)",,,30,,,,
987182926,False,,residential,True,56.480000000000004,"LINESTRING (-2.0213503 43.2159996, -2.0213478 43.2162663, -2.0211483 43.2164588)",,,10,,,,
778031181,False,2,residential,True,19.215,"LINESTRING (-2.0208466 43.2159946, -2.020849 43.2158218)",,Kaleberria,30,,,,
42066420,True,1,residential,False,40.823,"LINESTRING (-2.0208466 43.2159946, -2.020943 43.2159946, -2.0213503 43.2159996)",,,30,,,,
778031181,False,2,residential,False,61.278000000000006,"LINESTRING (-2.0208466 43.2159946, -2.0208345 43.2163428, -2.0208301 43.216468, -2.020824 43.2165454)",,Kaleberria,30,,,,
