osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,junction,width
159312210,BI-3739,Calle Sotera de la Mier,tertiary,30,False,False,74.547,"LINESTRING (-3.0150923 43.3180835, -3.0154509 43.318162, -3.0156031 43.3182096, -3.0157086 43.3182621, -3.0157511 43.3182953, -3.0157995 43.318333, -3.0158523 43.3184116)",,,,
159312210,BI-3739,Calle Sotera de la Mier,tertiary,30,False,True,62.533,"LINESTRING (-3.0150923 43.3180835, -3.0149013 43.31803, -3.0147451 43.3179683, -3.0145981 43.3178748, -3.0144733 43.3177655)",,,,
159312228,,,living_street,,True,False,63.010000000000005,"LINESTRING (-3.0150923 43.3180835, -3.015095 43.3180526, -3.0150954 43.3180474, -3.0150793 43.3180104, -3.0150388 43.3179787, -3.0149622 43.317956, -3.0148227 43.3179168, -3.0147889 43.3178997, -3.0147504 43.3178733, -3.0147224 43.3178661, -3.0146341 43.3178067, -3.0145747 43.3177631, -3.0145399 43.3177315)",,,,
27418691,,Calle San Roque Kalea,residential,30,True,False,96.388,"LINESTRING (-3.0182121 43.3192312, -3.0173539 43.3186299)",,,,
25985499,,Calle Maestro Zubeldia,residential,30,True,False,47.965,"LINESTRING (-3.0182121 43.3192312, -3.0182619 43.3191865, -3.0185851 43.3188959)",1,,,
815649363,BI-3791,Calle General Castaños,tertiary,,False,True,20.241,"LINESTRING (-3.0259698 43.3230788, -3.0257527 43.3229883)",,,,
27449689,,Calle María Valejo,residential,30,True,False,124.003,"LINESTRING (-3.0259698 43.3230788, -3.0260093 43.3230217, -3.0263621 43.3225677, -3.0263735 43.322553, -3.0258929 43.3221778)",1,no,,
815468799,,Calle Ramón y Cajal Kalea,residential,30,True,False,124.262,"LINESTRING (-3.0219662 43.3158913, -3.0220186 43.3159259, -3.0229613 43.3165663, -3.0229799 43.316579, -3.0230893 43.3166536)",,,,
"[166221994, 159312210, 1109754706]",BI-3739,Calle Sotera de la Mier,tertiary,30,False,True,259.34299999999996,"LINESTRING (-3.0181326 43.3196451, -3.0180138 43.3195885, -3.0178398 43.3195431, -3.017493 43.3195039, -3.0172284 43.3194694, -3.0170503 43.3194407, -3.0168862 43.3194078, -3.0166667 43.3193532, -3.0164335 43.3192807, -3.016359 43.3192559, -3.0163057 43.3192314, -3.0161364 43.3191413, -3.0160199 43.319035, -3.0159645 43.3189462, -3.0159292 43.3188367, -3.0159267 43.3188162, -3.0158925 43.3185322, -3.0158805 43.3184961, -3.0158523 43.3184116)",2,,,
655153146,,Calle Gregorio Uzquiano,residential,30,False,True,35.602000000000004,"LINESTRING (-3.0181326 43.3196451, -3.0183085 43.3195629, -3.0185029 43.3194721)",2,,,
"[1123181937, 1062618275, 166226115]",BI-3739,General Castaños kalea,tertiary,30,False,"[False, True]",202.365,"LINESTRING (-3.0181326 43.3196451, -3.0182532 43.3197236, -3.0183097 43.3197604, -3.0185186 43.3198964, -3.0186611 43.3199609, -3.0190231 43.3201154, -3.0190728 43.3201366, -3.0196275 43.3203749, -3.0199781 43.3205255, -3.0202255 43.3206314)","['2', '3']",,,
143140223,,Calle Gregorio Uzquiano,residential,30,False,False,13.344,"LINESTRING (-3.021934 43.3182436, -3.0218787 43.318225, -3.0217828 43.3181957)",,,,
166226110,,Calle Gregorio Uzquiano,residential,30,True,False,25.020000000000003,"LINESTRING (-3.021934 43.3182436, -3.021961 43.3182857, -3.0219635 43.3183137, -3.0219102 43.3184264, -3.0218962 43.318456)",,,,
1109754703,,Calle Gregorio Uzquiano,residential,30,False,False,18.683,"LINESTRING (-3.0187033 43.3193886, -3.0185672 43.3194448, -3.0185029 43.3194721)",2,,,
1128470949,,Calle Correos,living_street,20,True,False,174.369,"LINESTRING (-3.0187033 43.3193886, -3.0187641 43.319438, -3.0191208 43.3195953, -3.020479 43.3201973, -3.0205298 43.3202157)",,,,
442551823,,Calle Maestro Zubeldia / Maestro Zubeldia kalea,residential,30,True,False,18.57,"LINESTRING (-3.0202574 43.3173896, -3.0204093 43.3172644)",,,,
1246459072,,Calle Ferdinand Arnodin,residential,30,True,False,21.404,"LINESTRING (-3.0202574 43.3173896, -3.0203577 43.3173883, -3.0205161 43.3174199)",1,,,
27418366,BI-3749,,tertiary,30,True,False,8.808,"LINESTRING (-3.0218962 43.318456, -3.0218808 43.3184723, -3.0218709 43.3184908, -3.0218672 43.3185104, -3.0218698 43.3185301)",2,,roundabout,
1109754704,BI-3749,Avenida de Carlos VII,tertiary,30,True,False,70.16,"LINESTRING (-3.0231566 43.3166976, -3.0234143 43.316505, -3.0237913 43.3162685)",2,,,
815468798,,Calle Ramón y Cajal Kalea,residential,30,False,True,22.321,"LINESTRING (-3.02093 43.3152542, -3.021163 43.3153617)",,,,
27450326,,Calle Vicente Durañona Kalea,residential,30,True,False,128.91,"LINESTRING (-3.02093 43.3152542, -3.0208601 43.3153159, -3.0200109 43.3160646, -3.0199159 43.3161484)",,,,
815468798,,Calle Ramón y Cajal Kalea,residential,30,False,False,36.737,"LINESTRING (-3.02093 43.3152542, -3.0206335 43.3151393, -3.0205195 43.3151167)",,,,
653400050,,Paseo de La Canilla,residential,20,False,True,15.641,"LINESTRING (-3.0150972 43.3195705, -3.0152127 43.3196833)",,,,
653400051,,,living_street,,True,False,38.731,"LINESTRING (-3.0150972 43.3195705, -3.0151991 43.3195077, -3.0153082 43.3194405, -3.015334 43.3194246, -3.0154145 43.3194128, -3.0154913 43.3194415)",,,,
1109754708,,Paseo de La Canilla,living_street,20,False,False,126.97099999999999,"LINESTRING (-3.0150972 43.3195705, -3.0141989 43.318716, -3.0141437 43.3186635)",1,,,
1223338827,,,living_street,,False,False,14.451,"LINESTRING (-3.0150972 43.3195705, -3.0150629 43.3195888, -3.0149532 43.3196474)",1,,,
88742770,BI-3791,Calle General Castaños,tertiary,,False,False,7.253,"LINESTRING (-3.0202255 43.3206314, -3.0203009 43.3206667)",,,,
633453632,BI-3739,Avenida Abaro,tertiary,30,True,False,26.449,"LINESTRING (-3.0202255 43.3206314, -3.0203836 43.3208396)",,,,
27431768,,Calle Casilda Iturrizar Kalea,residential,30,True,False,132.109,"LINESTRING (-3.0202255 43.3206314, -3.0201025 43.3205961, -3.0200186 43.3206166, -3.018897 43.3208856, -3.0187692 43.3209454, -3.0187023 43.3209765)",,,,
"[1123181937, 166226115, 1062618275]",BI-3739,General Castaños kalea,tertiary,30,False,"[False, True]",202.365,"LINESTRING (-3.0202255 43.3206314, -3.0199781 43.3205255, -3.0196275 43.3203749, -3.0190728 43.3201366, -3.0190231 43.3201154, -3.0186611 43.3199609, -3.0185186 43.3198964, -3.0183097 43.3197604, -3.0182532 43.3197236, -3.0181326 43.3196451)","['2', '3']",,,
814329253,BI-3739,Avenida Abaro,tertiary,30,False,False,62.989000000000004,"LINESTRING (-3.0210523 43.3227953, -3.0209693 43.3226358, -3.0208497 43.3222938, -3.0208309 43.322253)",,,,
814329254,BI-3739,Avenida Abaro,tertiary,30,False,True,20.109,"LINESTRING (-3.0210523 43.3227953, -3.0210788 43.3228333, -3.0212075 43.322935)",,,,
277643049,,Calle Simón Bolívar kalea,residential,,True,False,28.668,"LINESTRING (-3.0256194 43.3231794, -3.0255985 43.3231001, -3.0256018 43.3230567, -3.025625 43.3230309, -3.0256747 43.3230084, -3.0257028 43.3230012, -3.0257527 43.3229883)",,,,
815649756,,Calle Simón Bolívar kalea,residential,,False,False,75.154,"LINESTRING (-3.0256194 43.3231794, -3.0255001 43.3230504, -3.0253245 43.3229027, -3.0252545 43.3228454, -3.0252153 43.3228134, -3.0250042 43.3226767)",,,,
815649363,BI-3791,Calle General Castaños,tertiary,,False,False,27.119,"LINESTRING (-3.0250042 43.3226767, -3.0252887 43.3228057)",,,,
815649364,BI-3791,Calle General Castaños,tertiary,,False,True,18.939,"LINESTRING (-3.0250042 43.3226767, -3.0248026 43.3225901)",,,,
275981103,,Calle Simón Bolívar kalea,residential,,True,False,51.622,"LINESTRING (-3.0250042 43.3226767, -3.0248397 43.3225444, -3.024619 43.3223079)",,,,
815649756,,Calle Simón Bolívar kalea,residential,,False,True,75.154,"LINESTRING (-3.0250042 43.3226767, -3.0252153 43.3228134, -3.0252545 43.3228454, -3.0253245 43.3229027, -3.0255001 43.3230504, -3.0256194 43.3231794)",,,,
815649372,,Avenida Libertador Simón Bolívar,residential,30,True,False,70.53,"LINESTRING (-3.0243387 43.322013, -3.0238474 43.321489)",,,,
27431707,,Calle Almirante Díaz de la Pimienta,residential,30,False,True,76.304,"LINESTRING (-3.0243387 43.322013, -3.024436 43.3219602, -3.0248947 43.3217115, -3.0250865 43.3215951)",2,,,
27418366,BI-3749,,tertiary,30,True,False,8.257,"LINESTRING (-3.0220995 43.3185299, -3.0221016 43.3185052, -3.0220939 43.3184811, -3.022077 43.3184596)",2,,roundabout,
655153146,,Calle Gregorio Uzquiano,residential,30,False,False,35.602000000000004,"LINESTRING (-3.0185029 43.3194721, -3.0183085 43.3195629, -3.0181326 43.3196451)",2,,,
1109754702,,Calle San Roque Kalea,residential,30,True,False,35.650999999999996,"LINESTRING (-3.0185029 43.3194721, -3.0184604 43.3194369, -3.0182121 43.3192312)",,,,
1109754703,,Calle Gregorio Uzquiano,residential,30,False,True,18.683,"LINESTRING (-3.0185029 43.3194721, -3.0185672 43.3194448, -3.0187033 43.3193886)",2,,,
27418749,,Calle Abatxolo,residential,,True,False,105.972,"LINESTRING (-3.0163698 43.3174658, -3.0162989 43.3174188, -3.0162507 43.3174012, -3.0160172 43.3173159, -3.0158431 43.3172457, -3.0156805 43.3171906, -3.0156458 43.3171794, -3.0154348 43.3171113, -3.0153806 43.3170858, -3.0152234 43.3170121)",,,,
41224287,,Avenida de Miguel de Unamuno,tertiary_link,30,True,False,23.487,"LINESTRING (-3.0242871 43.3157064, -3.0240156 43.3156316)",1,,,
915972642,BI-3749,Rotonda de La Florida,tertiary,30,True,False,15.030000000000001,"LINESTRING (-3.0242871 43.3157064, -3.0242183 43.3157518, -3.0241706 43.3158098)",2,,circular,
636055606,BI-3749,Avenida de Carlos VII,tertiary,30,True,False,116.18,"LINESTRING (-3.0241576 43.3159583, -3.0239252 43.3160914, -3.0235857 43.3162893, -3.0234454 43.3163998, -3.0230893 43.3166536)",2,,,
915972647,BI-3749,Rotonda de La Florida,tertiary,30,True,False,20.285999999999998,"LINESTRING (-3.0241576 43.3159583, -3.0241901 43.3160144, -3.0242356 43.3160568, -3.0242415 43.3160623, -3.0243084 43.3160987)",2,,circular,
47160010,,,residential,,True,False,25.518,"LINESTRING (-3.0245643 43.3161159, -3.0248329 43.3162362)",,,,
915972645,BI-3749,Rotonda de La Florida,tertiary,30,True,False,15.291,"LINESTRING (-3.0245643 43.3161159, -3.0246483 43.3160844, -3.0247157 43.3160362)",2,,circular,
915972644,BI-3749,Rotonda de La Florida,tertiary,30,True,False,14.094,"LINESTRING (-3.0247157 43.3160362, -3.024758 43.3159808, -3.0247779 43.3159191)",2,,circular,
166226112,BI-3749,Rotonda de La Florida,tertiary,30,True,False,34.769000000000005,"LINESTRING (-3.0247779 43.3159191, -3.0247723 43.3158498, -3.0247385 43.3157849, -3.0246797 43.3157302, -3.0246571 43.31572, -3.0245552 43.3156783)",2,,circular,
37786749,,Calle Julio Gutiérrez Lumbreras,residential,30,True,False,209.85399999999998,"LINESTRING (-3.0238564 43.3177408, -3.0238004 43.3178135, -3.0237246 43.3179191, -3.023459 43.3183249, -3.0233946 43.3184297, -3.0229012 43.3192443, -3.0226861 43.3193017, -3.022604 43.3193237)",,,,
143140225,,Calle Doctor José Zaldúa,residential,30,True,False,72.12700000000001,"LINESTRING (-3.0238564 43.3177408, -3.0234973 43.3178475, -3.0230347 43.3179924)",,,,
27431707,,Calle Almirante Díaz de la Pimienta,residential,30,False,False,50.754999999999995,"LINESTRING (-3.0255725 43.3213103, -3.0253892 43.3214401, -3.025196 43.3215528, -3.0250865 43.3215951)",2,,,
27431710,,Avenida La Pastora,residential,30,False,False,88.44,"LINESTRING (-3.0255725 43.3213103, -3.0254632 43.3212365, -3.0252697 43.3211057, -3.0248001 43.3207479)",,,,
27449646,,Calle Carmen Gandarias,residential,,False,False,36.059,"LINESTRING (-3.0255725 43.3213103, -3.0256813 43.3213952, -3.0258699 43.3215518)",,,,
41725954,,Avenida La Pastora,residential,30,True,False,17.579,"LINESTRING (-3.0241215 43.3198811, -3.0241108 43.3197232)",,,,
27431710,,Avenida La Pastora,residential,30,False,True,71.87299999999999,"LINESTRING (-3.0241215 43.3198811, -3.0241758 43.3200178, -3.024243 43.3201469, -3.0244902 43.3204657)",,,,
