osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,junction,width
126670442,Ronda del Pilar,residential,False,False,108.253,"LINESTRING (-6.9645293 38.8776252, -6.9646263 38.8775101, -6.9649805 38.877233, -6.965216 38.8770766, -6.9654195 38.8769481)",,,,,
611611614,Calle Eugenio Hermoso,residential,False,True,18.62,"LINESTRING (-6.9647245 38.8780963, -6.964601 38.8779592)",30,,,,
611611614,Calle Eugenio Hermoso,residential,False,False,21.973,"LINESTRING (-6.9647245 38.8780963, -6.9648361 38.8781759, -6.9649066 38.8782338)",30,,,,
611611617,Calle Joaquín Rojas Gallardo,residential,True,False,39.262,"LINESTRING (-6.9647245 38.8780963, -6.9647333 38.8782866, -6.9647756 38.8784459)",30,,,,
272056985,,primary,True,False,231.55100000000002,"LINESTRING (-6.9756206 38.8808526, -6.9755439 38.8809053, -6.9752785 38.8810869, -6.9749852 38.8813312, -6.9739769 38.8823424, -6.9738798 38.8824267)",50,2,EX-330,,
609254620,Puerta de Palmas,residential,True,False,12.826,"LINESTRING (-6.9757341 38.8804085, -6.9757273 38.8803694, -6.9757224 38.8802936)",,,,,
609254630,Puerta de Palmas,residential,True,False,14.042,"LINESTRING (-6.9757341 38.8804085, -6.9757102 38.8803917, -6.9756819 38.8803776, -6.9756381 38.8803635, -6.9755903 38.880355)",,,,,
168540627,Avenida de Europa,residential,False,False,68.829,"LINESTRING (-6.9727017 38.8752145, -6.9727465 38.8750541, -6.9727551 38.8745993)",,2,,,
222016042,Ronda del Pilar,residential,True,False,109.106,"LINESTRING (-6.9727017 38.8752145, -6.9729403 38.8752042, -6.973152 38.8752132, -6.9737172 38.8752267, -6.973779 38.8752344, -6.9738303 38.8752478, -6.9739486 38.8752842)",,3,,,
"[96634369, 1087654731]",Calle Pedro de Valdivia,residential,False,False,173.681,"LINESTRING (-6.9727017 38.8752145, -6.9726046 38.8753722, -6.9724043 38.8756847, -6.9723864 38.8757127, -6.9723396 38.8757856, -6.9721178 38.8761316, -6.9718727 38.8765141, -6.971809 38.8766133)",,,,,
609254620,Puerta de Palmas,residential,True,False,28.422,"LINESTRING (-6.9758228 38.8806546, -6.9757341 38.8804085)",,,,,
96592160,Plaza de los Reyes Católicos,residential,True,False,20.702,"LINESTRING (-6.9753874 38.8803036, -6.975285 38.8801603, -6.9752678 38.8801426)",,,,,
168191454,Plaza San José,residential,False,True,41.386,"LINESTRING (-6.9689727 38.8817504, -6.9692724 38.8820404)",,,,,
96634617,Calle San Pedro de Alcántara,living_street,True,False,45.007000000000005,"LINESTRING (-6.9689727 38.8817504, -6.9690574 38.8816795, -6.9691427 38.88161, -6.9691787 38.881586, -6.9693309 38.8815056, -6.969365 38.8814882)",,,,,
859043862,Plaza San José,living_street,False,False,32.385999999999996,"LINESTRING (-6.9689727 38.8817504, -6.9688878 38.8816477, -6.9688302 38.8816052, -6.9687297 38.8815317)",,,,,
96634214,Calle Jarilla,residential,False,False,52.403999999999996,"LINESTRING (-6.9658852 38.8806397, -6.9659577 38.8805858, -6.9661131 38.88051, -6.9661999 38.8804772, -6.9663791 38.8804221, -6.9664086 38.8804113)",,,,,
"[168567895, 126668207]","['Calle Joaquín Rojas Gallardo', 'Calle Campillo']",residential,False,False,262.171,"LINESTRING (-6.9658852 38.8806397, -6.9657612 38.8803971, -6.9654856 38.8798578, -6.9654762 38.8798396, -6.9649844 38.8788708, -6.964843 38.8785825, -6.9647756 38.8784459)",30,,,,
"[126668210, 126668207]","['Calle Castillo', 'Calle Campillo']",residential,False,True,168.96300000000002,"LINESTRING (-6.9658852 38.8806397, -6.9659053 38.8806724, -6.9660709 38.8808863, -6.966159 38.8809826, -6.966255 38.8810411, -6.9663575 38.881083, -6.9664553 38.881108, -6.9665501 38.8811148, -6.9666472 38.8811134, -6.9667417 38.8811054, -6.9668398 38.8810929, -6.9670148 38.8810674, -6.9671385 38.8810465, -6.9671854 38.8810307, -6.9672283 38.8810081, -6.9673101 38.8809617, -6.9673766 38.8809232, -6.9673991 38.8809168, -6.9674233 38.8809204, -6.967482 38.8809423)",30,,,,
96634555,Calle El Brocense,residential,True,False,52.09100000000001,"LINESTRING (-6.967482 38.8809423, -6.9675526 38.8809046, -6.9676684 38.8808414, -6.9677476 38.8808, -6.9677865 38.8807788, -6.9678296 38.8807654, -6.967968 38.8806693)",50,,,,
"[126668210, 126668207]","['Calle Castillo', 'Calle Campillo']",residential,False,False,168.963,"LINESTRING (-6.967482 38.8809423, -6.9674233 38.8809204, -6.9673991 38.8809168, -6.9673766 38.8809232, -6.9673101 38.8809617, -6.9672283 38.8810081, -6.9671854 38.8810307, -6.9671385 38.8810465, -6.9670148 38.8810674, -6.9668398 38.8810929, -6.9667417 38.8811054, -6.9666472 38.8811134, -6.9665501 38.8811148, -6.9664553 38.881108, -6.9663575 38.881083, -6.966255 38.8810411, -6.966159 38.8809826, -6.9660709 38.8808863, -6.9659053 38.8806724, -6.9658852 38.8806397)",30,,,,
168191454,Plaza San José,residential,False,False,41.386,"LINESTRING (-6.9692724 38.8820404, -6.9689727 38.8817504)",,,,,
96634784,Calle Bartolomé José Gallardo,residential,True,False,21.679,"LINESTRING (-6.9750208 38.8755981, -6.9748599 38.8757475)",,,,,
335724099,Avenida de Santiago Ramón y Cajal,residential,False,False,32.686,"LINESTRING (-6.9750208 38.8755981, -6.9748713 38.8755776, -6.9747218 38.8755461, -6.9746565 38.8755246)",50,2,,,
"[405745683, 96510325]",Avenida de Huelva,residential,True,False,61.824,"LINESTRING (-6.9739486 38.8752842, -6.9739997 38.8752766, -6.9740516 38.8752606, -6.9740899 38.8752409, -6.9741214 38.875215, -6.9741963 38.8750833, -6.9743298 38.8748487)",,,,,
335724099,Avenida de Santiago Ramón y Cajal,residential,False,True,32.64,"LINESTRING (-6.9739486 38.8752842, -6.9741428 38.8753481, -6.974296 38.8753983)",50,2,,,
96796695,Calle El Cordero,residential,False,False,41.167,"LINESTRING (-6.967793 38.8746284, -6.9676004 38.8742899)",,,,,
96839354,Calle Stadium,residential,True,False,54.729,"LINESTRING (-6.967793 38.8746284, -6.9683807 38.874447)",,1,,,
96510285,Calle Stadium,residential,False,True,217.79899999999998,"LINESTRING (-6.967793 38.8746284, -6.9677066 38.8746586, -6.96665 38.8749774, -6.9663193 38.8750772, -6.965854 38.8751032, -6.9656938 38.8751111, -6.9654662 38.8751224, -6.9653881 38.8751269)",,,,,
96510295,,unclassified,False,False,43.538999999999994,"LINESTRING (-6.9651841 38.8747725, -6.9651982 38.8748246, -6.9652265 38.8748623, -6.9652582 38.8748974, -6.9653357 38.8750072, -6.9653881 38.8751269)",,,,,
96634580,Calle Zurbarán,residential,True,False,113.113,"LINESTRING (-6.9706176 38.8753427, -6.9706427 38.8753594, -6.9706598 38.8753767, -6.9706715 38.8753949, -6.9706764 38.8754145, -6.9705765 38.8762744, -6.9705685 38.8763401)",30,1,,,
222016041,Ronda del Pilar,residential,True,False,71.07600000000001,"LINESTRING (-6.9706176 38.8753427, -6.9707418 38.87532, -6.9712662 38.8752242, -6.9714179 38.8752001)",,2,,,
96772782,Avenida de Huelva,residential,False,False,19.881,"LINESTRING (-6.9745527 38.874457, -6.9744461 38.8744254, -6.9743384 38.8743927)",,,,,
405745683,Avenida de Huelva,residential,True,False,77.28399999999999,"LINESTRING (-6.9745527 38.874457, -6.9745767 38.8744147, -6.9748937 38.8738576, -6.9749142 38.8738215)",,,,,
96634707,Calle Doncel y Ordaz,residential,True,False,39.499,"LINESTRING (-6.9661011 38.8765755, -6.9662561 38.8765604, -6.9665548 38.876538)",30,,,,
169046215,Ronda del Pilar,residential,True,False,44.195,"LINESTRING (-6.9661011 38.8765755, -6.9663182 38.8764554, -6.9665331 38.8763651)",,1,,,
97230717,Grupo Presidente General Carracedo,residential,False,False,6.569,"LINESTRING (-6.9646357 38.8742533, -6.9645693 38.8742247)",,,,,
627035302,Avenida Antonio Cuéllar Gragera,primary,True,False,49.62,"LINESTRING (-6.9646357 38.8742533, -6.9646656 38.8742079, -6.9647757 38.8740403, -6.9648967 38.873856)",50,,,,
96634357,Calle Guardia Civil,residential,True,False,17.463,"LINESTRING (-6.9754124 38.8770711, -6.9753774 38.8770525, -6.9752557 38.8769724)",,,,,
568342277,Plaza Santo Domingo,residential,True,False,17.256,"LINESTRING (-6.9754124 38.8770711, -6.9754037 38.8770776, -6.9753977 38.8770857, -6.9753934 38.8770942, -6.9753899 38.8771066, -6.9753879 38.8771188, -6.9753876 38.8771292, -6.9753879 38.8771417, -6.9753895 38.8771542, -6.9753927 38.8771657, -6.9753973 38.8771762, -6.975406 38.8771891, -6.9754179 38.877201, -6.9754319 38.8772103)",,,,roundabout,
169046215,Ronda del Pilar,residential,True,False,131.373,"LINESTRING (-6.9671247 38.8761901, -6.9671903 38.8761716, -6.9685466 38.8757772)",,1,,,
222016041,Ronda del Pilar,residential,True,False,111.15400000000001,"LINESTRING (-6.9714179 38.8752001, -6.9715566 38.875198, -6.9723912 38.8752108, -6.9727017 38.8752145)",,2,,,
577833897,Plaza del Pilar,residential,False,True,70.284,"LINESTRING (-6.9714179 38.8752001, -6.9714264 38.8751057, -6.9714705 38.8746202, -6.9714751 38.8745696)",,,,,
74496669,Avenida de Santiago Ramón y Cajal,residential,False,True,13.318,"LINESTRING (-6.9755903 38.880355, -6.9757224 38.8802936)",50,2,,,
272042841,Avenida de Santiago Ramón y Cajal,residential,True,False,18.909,"LINESTRING (-6.9755903 38.880355, -6.9755154 38.880353, -6.9754479 38.8803328, -6.9753874 38.8803036)",50,2,,,
96510294,Avenida Pardaleras,residential,True,False,55.806,"LINESTRING (-6.9650903 38.874564, -6.9649048 38.8745545, -6.9646881 38.8745168, -6.9645683 38.8745171, -6.9644526 38.8745301)",,,,,
96510302,Avenida Pardaleras,residential,True,False,55.833999999999996,"LINESTRING (-6.9650903 38.874564, -6.9649098 38.8744979, -6.9647377 38.8744225, -6.9646932 38.8743886, -6.9646639 38.8743493, -6.9646423 38.8743022, -6.9646357 38.8742533)",,,,,
96839354,Calle Stadium,residential,True,False,68.02,"LINESTRING (-6.9683807 38.874447, -6.9684381 38.8744293, -6.969051 38.8742401, -6.9691111 38.8742215)",,1,,,
96772724,Avenida de Huelva,residential,False,False,20.017000000000003,"LINESTRING (-6.9747058 38.8737435, -6.9748118 38.8737831, -6.9749142 38.8738215)",,,,,
"[1151252259, 1151252258, 166561995]",Avenida de Huelva,residential,True,False,78.884,"LINESTRING (-6.9747058 38.8737435, -6.9746838 38.8737825, -6.9746745 38.873799, -6.9745574 38.8740059, -6.9743633 38.8743487, -6.9743384 38.8743927)",,1,,,
1087654736,Ronda del Pilar,residential,True,False,95.459,"LINESTRING (-6.969544 38.8755387, -6.9706176 38.8753427)",,2,,,
96510321,Calle Rivilla,residential,False,True,110.277,"LINESTRING (-6.9644835 38.8762762, -6.9648478 38.8765301, -6.9649483 38.8766002, -6.9652839 38.8768341, -6.9654195 38.8769481)",,,,,
"[96510270, 581210878]",,unclassified,False,True,155.42000000000002,"LINESTRING (-6.9644835 38.8762762, -6.9645711 38.8761967, -6.9647903 38.8759978, -6.965248 38.8755825, -6.9653577 38.8754397, -6.9653937 38.8753356, -6.9654026 38.8752479, -6.9653881 38.8751269)",,,,,
96839132,Calle Stadium,residential,False,False,62.114,"LINESTRING (-6.96982 38.8740397, -6.9705347 38.8740891)",,,,,
96839132,Calle Stadium,residential,False,True,64.61500000000001,"LINESTRING (-6.96982 38.8740397, -6.9697331 38.8740617, -6.9692032 38.8741961, -6.9691111 38.8742215)",,,,,
96634824,Calle Suárez Somontes,residential,False,False,19.330000000000002,"LINESTRING (-6.9665331 38.8763651, -6.9665444 38.8764362, -6.9665536 38.8765019, -6.9665548 38.876538)",20,,,,
169046215,Ronda del Pilar,residential,True,False,54.795,"LINESTRING (-6.9665331 38.8763651, -6.9666269 38.8763336, -6.9671247 38.8761901)",,1,,,
1151252258,Avenida de Huelva,residential,True,False,57.106,"LINESTRING (-6.9743384 38.8743927, -6.9740725 38.8748627)",,1,,,
96772782,Avenida de Huelva,residential,False,True,19.881,"LINESTRING (-6.9743384 38.8743927, -6.9744461 38.8744254, -6.9745527 38.874457)",,,,,
