osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,lanes,ref,access,width
459899185,True,Plaça de Busquets,residential,False,66.222,"LINESTRING (2.5740036 41.5910757, 2.5740704 41.5910146, 2.5741767 41.5909291, 2.5743537 41.5908342, 2.5745703 41.5907613, 2.5746441 41.5907395)",,,,,,
300944498,False,Carrer de la Via Figuerola,residential,False,76.913,"LINESTRING (2.5738381 41.5915055, 2.5738458 41.5915376, 2.5739068 41.591618, 2.5739241 41.5921845)",,,,,,
"[966511401, 966511402]",True,Carrer de la Via Cannetum,residential,False,75.52000000000001,"LINESTRING (2.5738381 41.5915055, 2.573648 41.591547, 2.5729589 41.5916751)",20,,,,,
1192748260,True,Carrer de la Via Figuerola,residential,False,22.136000000000003,"LINESTRING (2.5738381 41.5915055, 2.5738314 41.5913906, 2.5738196 41.591307)",,,,,,
300944495,True,Carrer d'Eduard Farrés,residential,False,195.196,"LINESTRING (2.5721872 41.5918344, 2.5724068 41.592197, 2.5725621 41.59235, 2.5727093 41.5924579, 2.5728838 41.5925661, 2.5730827 41.592656, 2.5735 41.5927496, 2.5739564 41.5927706)",,,,,,
51440225,True,Ronda de Sant Elm,residential,False,34.112,"LINESTRING (2.5751292 41.5859663, 2.5751339 41.5858959, 2.5752128 41.5856671)",30,,,,,
51440226,False,Ronda de Sant Elm,residential,False,61.75099999999999,"LINESTRING (2.5751292 41.5859663, 2.5750951 41.5860186, 2.5750033 41.5861316, 2.5749031 41.5863187, 2.5748378 41.5864746)",,,,,,
51440226,False,Ronda de Sant Elm,residential,True,61.751000000000005,"LINESTRING (2.5748378 41.5864746, 2.5749031 41.5863187, 2.5750033 41.5861316, 2.5750951 41.5860186, 2.5751292 41.5859663)",,,,,,
442606909,True,Ronda de Sant Elm,residential,False,153.59400000000002,"LINESTRING (2.5748378 41.5864746, 2.5747926 41.58676, 2.5748001 41.5870172, 2.5748905 41.5872857, 2.5750663 41.5875655, 2.5751427 41.5876594, 2.5751767 41.5877012, 2.5752638 41.5877658)",30,,,,,
"[614490842, 169778301]",False,"['Carrer de Cadillac', 'Ronda de Sant Elm']",residential,True,258.556,"LINESTRING (2.5748378 41.5864746, 2.5750547 41.5862912, 2.575269 41.586097, 2.5754567 41.5858522, 2.5755697 41.5856893, 2.575693 41.5854807, 2.5757233 41.5854536, 2.5757467 41.5854365, 2.5758057 41.5854365, 2.5758164 41.5854807, 2.5758003 41.5855409, 2.5757077 41.5857917, 2.5756703 41.585975, 2.5756288 41.5862762, 2.575635 41.586343, 2.575662 41.5863896, 2.5757154 41.5864322)",,,,,,
51440230,True,Ronda de Sant Elm,residential,False,99.818,"LINESTRING (2.5747725 41.5873364, 2.5746796 41.5870323, 2.5746721 41.5867487, 2.5746997 41.5866736, 2.5748378 41.5864746)",30,,,,,
169778293,False,Ronda de Sant Elm,residential,True,13.403,"LINESTRING (2.5752638 41.5877658, 2.5751065 41.587792)",,,,,,
169778268,False,Carrer de Cadillac,residential,False,185.235,"LINESTRING (2.5752638 41.5877658, 2.5754941 41.5877621, 2.5755209 41.5877541, 2.5756332 41.5877125, 2.5756851 41.5876861, 2.5757515 41.5876426, 2.5757972 41.5875882, 2.5758211 41.5875522, 2.5758387 41.5875126, 2.575843 41.5874857, 2.5758461 41.5874665, 2.5758446 41.5874248, 2.5758358 41.5873787, 2.5758094 41.5873161, 2.575642 41.5870372, 2.5756215 41.586979, 2.5756171 41.5869252, 2.5756215 41.5868472, 2.5756567 41.5866957, 2.5757154 41.5864322)",,,,,,
442606909,True,Ronda de Sant Elm,residential,False,101.856,"LINESTRING (2.5752638 41.5877658, 2.5753858 41.5878149, 2.5754684 41.5878704, 2.5755483 41.5880068, 2.5756286 41.588187, 2.5758018 41.5883335, 2.5760127 41.588448)",30,,,,,
169778293,False,Ronda de Sant Elm,residential,False,13.403,"LINESTRING (2.5751065 41.587792, 2.5752638 41.5877658)",,,,,,
51440230,True,Ronda de Sant Elm,residential,False,58.074,"LINESTRING (2.5751065 41.587792, 2.5750416 41.5877319, 2.5749608 41.5876444, 2.5747725 41.5873364)",30,,,,,
614500623,True,Carrer de les Palmes,residential,False,97.537,"LINESTRING (2.5751065 41.587792, 2.5750191 41.5878017, 2.5748592 41.5878237, 2.5744202 41.5878928, 2.5741264 41.5879433, 2.5740049 41.5879829, 2.5739688 41.5879944)",,,,,,
442606909,True,Ronda de Sant Elm,residential,False,53.652,"LINESTRING (2.5760127 41.588448, 2.5762311 41.5885551, 2.5764288 41.5886643, 2.576452 41.5886771, 2.576547 41.5887176)",30,,,,,
51440232,True,Riera Gavarra,residential,False,5.832,"LINESTRING (2.576547 41.5887176, 2.5765963 41.5887549)",,roundabout,,,,
51440233,True,Carrer de la Riera Gavarra,residential,False,44.003,"LINESTRING (2.5753851 41.5899764, 2.5753026 41.5900937, 2.5751387 41.5903266)",,,1,,,
169722042,False,Carrer de Cuba,residential,True,48.448,"LINESTRING (2.5753851 41.5899764, 2.5754232 41.5900024, 2.5758153 41.5902702)",,,,,,
107540353,True,,residential,False,4.482,"LINESTRING (2.5748241 41.5907366, 2.5748306 41.5907562, 2.5748295 41.5907763)",,roundabout,,,,
107540353,True,,residential,False,3.653,"LINESTRING (2.5746441 41.5907395, 2.5746538 41.5907247, 2.5746676 41.590712)",,roundabout,,,,
107540352,True,Carrer de la Riera Gavarra,residential,False,94.449,"LINESTRING (2.5747117 41.5906936, 2.5748 41.5905748, 2.5752024 41.5900334, 2.5752635 41.5899512)",,,1,,,
107540353,True,,residential,False,11.411,"LINESTRING (2.5747117 41.5906936, 2.574739 41.5906916, 2.5747659 41.5906954, 2.5747904 41.5907047, 2.5748103 41.5907188, 2.5748241 41.5907366)",,roundabout,,,,
51440232,True,Riera Gavarra,residential,False,4.121,"LINESTRING (2.5765963 41.5887549, 2.5766118 41.5887901)",,roundabout,,,,
107540017,True,Riera Gavarra,residential,False,40.202,"LINESTRING (2.5765963 41.5887549, 2.5767753 41.5887753, 2.5770539 41.5886875)",20,,,,,
51440232,True,Riera Gavarra,residential,False,10.161000000000001,"LINESTRING (2.5766118 41.5887901, 2.5766056 41.5888343, 2.5765713 41.5888736)",,roundabout,,,,
75422346,True,Avinguda del General Moragas,residential,False,68.729,"LINESTRING (2.5766118 41.5887901, 2.5766556 41.5887906, 2.5766783 41.5888032, 2.576706 41.5888185, 2.5767933 41.5888789, 2.5769132 41.5889734, 2.5770233 41.5890638, 2.5770708 41.5891026, 2.577143 41.5891628, 2.5771997 41.58921)",,,,,,
51440232,True,Riera Gavarra,residential,False,5.105,"LINESTRING (2.5765713 41.5888736, 2.5765178 41.5888961)",,roundabout,,,,
