osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,lanes,width,bridge
256213993,True,,Carrer Sarriulera,living_street,False,19.992,"LINESTRING (0.7942857 42.7000526, 0.7943055 42.7000778, 0.7944078 42.7002084)",,,,,
256213993,True,,Carrer Sarriulera,living_street,False,19.407,"LINESTRING (0.7945193 42.700388, 0.7946236 42.7005448)",,,,,
254847516,False,,Carrèr Baish,living_street,False,24.593999999999998,"LINESTRING (0.7945193 42.700388, 0.7947058 42.7003167, 0.7947845 42.7002835)",,,,,
256213993,True,,Carrer Sarriulera,living_street,False,5.722,"LINESTRING (0.7953487 42.7014675, 0.795395 42.7015061)",,,,,
256214010,False,,,living_street,False,10.264,"LINESTRING (0.7953487 42.7014675, 0.7952406 42.7015145)",,,,,
"[576009120, 161442679]",False,,Carrer Sarriulera,living_street,False,46.993,"LINESTRING (0.795395 42.7015061, 0.7956485 42.7018222, 0.7956822 42.7018721)",,,,,
"[161442730, 254847571]",False,,Carrèr deth Cementeri,living_street,False,39.259,"LINESTRING (0.795395 42.7015061, 0.7955478 42.7014529, 0.7956742 42.7013767, 0.7956112 42.7012784)",,,,,
94556076,False,,Carrèr des Arroquets,residential,False,20.871,"LINESTRING (0.7975616 42.7045368, 0.7977864 42.7046259)",,,,,
1240504749,False,,Carrèr des Arroquets,residential,True,8.996,"LINESTRING (0.7975616 42.7045368, 0.7975238 42.7045282, 0.7975046 42.7045196, 0.7974602 42.7045061)",,,,,
"[254530124, 532417447]",False,,"['Avenguda deth Garona', 'Avinguda Garona']",tertiary,False,106.735,"LINESTRING (0.7978007 42.7035794, 0.7977509 42.703715, 0.7974968 42.7044065, 0.7974872 42.7044326, 0.7974602 42.7045061)",30,,,,
254530124,False,,Avenguda deth Garona,tertiary,True,160.15000000000003,"LINESTRING (0.7978007 42.7035794, 0.7978476 42.7034572, 0.7979033 42.7033119, 0.7980366 42.7030455, 0.7982059 42.7027997, 0.7983659 42.7026307, 0.7986326 42.7024143, 0.7987287 42.7023364)",30,,,,
961420485,True,,Avenguda dera Maladeta,residential,False,168.448,"LINESTRING (0.7978007 42.7035794, 0.797996 42.7035787, 0.7981284 42.7035782, 0.7985236 42.7034962, 0.7986757 42.7034646, 0.7990859 42.7032541, 0.79942 42.702977, 0.7995267 42.7028885)",,,,,
161442670,False,,Carrèr Molinetes,residential,False,31.105,"LINESTRING (0.7934911 42.7044164, 0.7937227 42.7046384)",,,,,
94556067,True,,Carrèr d'Anglada,residential,False,77.152,"LINESTRING (0.7934911 42.7044164, 0.7941567 42.7040322, 0.7942336 42.7039878)",,,,,
189325904,False,,Carrèr de Montcorbison,residential,True,57.939,"LINESTRING (0.792008 42.7031761, 0.7914622 42.7035087)",,,,,
189325916,True,,Carrèr Castèth,residential,False,98.257,"LINESTRING (0.792008 42.7031761, 0.7919303 42.7030752, 0.7919025 42.7030145, 0.791952 42.702822, 0.792092 42.7025144, 0.7922029 42.7023501)",,,,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,True,9.444,"LINESTRING (0.7974028 42.7007875, 0.7975034 42.7007457)",,,2,,
157748891,False,,Carrer dera Querimonia,tertiary,True,98.135,"LINESTRING (0.7974028 42.7007875, 0.7974627 42.700865, 0.7976325 42.7010716, 0.798021 42.7015441)",,,,,
1240378035,False,C-28,Avenguda deth Pas d'Arró,primary,False,79.613,"LINESTRING (0.7974028 42.7007875, 0.797299 42.7008329, 0.7971032 42.7009185, 0.7969439 42.7009942, 0.7968286 42.7010728, 0.7966251 42.7012127)",,,2,,
"[157748881, 189325011, 189325013]",True,,,"['living_street', 'residential']",False,24.301,"LINESTRING (0.7939985 42.7001091, 0.7940205 42.7001059, 0.7942447 42.7000605, 0.7942857 42.7000526)",,,,,yes
254847576,False,,Carrèr Major,residential,False,164.711,"LINESTRING (0.7939985 42.7001091, 0.7939484 42.699973, 0.7939742 42.6998174, 0.7939621 42.6997023, 0.7939049 42.6996686, 0.7938732 42.6995104, 0.7938177 42.6991276, 0.7936817 42.6989301, 0.7934607 42.6987427)",,,,,
161442714,True,,Carrèr d'Irissa,residential,False,154.06900000000002,"LINESTRING (0.7927524 42.7035648, 0.7925016 42.7036191, 0.7924597 42.7036386, 0.792347 42.7036984, 0.7915785 42.7039458, 0.7918081 42.7043503)",,,,,
"[189324242, 554626227]",False,,Carretera de Gausac,"['unclassified', 'residential']",False,64.372,"LINESTRING (0.7927524 42.7035648, 0.7928044 42.7034966, 0.7928318 42.7034607, 0.793046 42.7031641, 0.7931319 42.703093, 0.7931575 42.7030713)",,,1,7,
189324242,False,,Carretera de Gausac,unclassified,True,95.53999999999999,"LINESTRING (0.7927524 42.7035648, 0.7927313 42.7036351, 0.7927461 42.7038809, 0.7927255 42.70407, 0.7927074 42.7041354, 0.7925903 42.7043251, 0.7925395 42.7043918)",,,1,7,
94556044,False,,Carrèr de Casau,residential,True,135.81900000000002,"LINESTRING (0.7914358 42.7044762, 0.7912181 42.7046395, 0.7911816 42.7046844, 0.7910438 42.7048538, 0.7908056 42.7050095, 0.7904791 42.705113, 0.7901524 42.7051736)",,,,,
189325910,False,,Camin de Casau,residential,False,33.638,"LINESTRING (0.7914358 42.7044762, 0.7915471 42.7044239, 0.7918081 42.7043503)",,,,,
189325913,False,,Carrèr José López Munuera,residential,False,98.487,"LINESTRING (0.7914358 42.7044762, 0.7913642 42.7044336, 0.7911335 42.704304, 0.7910321 42.7042138, 0.7909358 42.704103, 0.7908684 42.7039788, 0.7907956 42.7037629)",,,,,
"[157748889, 157748891, 1240378036, 189327031]",False,,Carrer dera Querimonia,tertiary,False,105.66,"LINESTRING (0.7987287 42.7023364, 0.7986181 42.7022351, 0.798602 42.7022204, 0.7983775 42.7019861, 0.7983117 42.7019279, 0.7982734 42.7018773, 0.7980584 42.7015935, 0.798021 42.7015441)",,,,,yes
254530124,False,,Avenguda deth Garona,tertiary,False,160.15,"LINESTRING (0.7987287 42.7023364, 0.7986326 42.7024143, 0.7983659 42.7026307, 0.7982059 42.7027997, 0.7980366 42.7030455, 0.7979033 42.7033119, 0.7978476 42.7034572, 0.7978007 42.7035794)",30,,,,
1240497246,False,,Avenguda deth Garona,tertiary,True,184.625,"LINESTRING (0.7987287 42.7023364, 0.7988773 42.7022424, 0.7995885 42.7017926, 0.8003609 42.7014057, 0.8005181 42.701327)",30,,,,
189325904,False,,Carrèr de Montcorbison,residential,False,57.939,"LINESTRING (0.7914622 42.7035087, 0.792008 42.7031761)",,,,,
161442713,False,,Carrèr de Pomarola,residential,True,169.138,"LINESTRING (0.7914622 42.7035087, 0.7913908 42.7034232, 0.7913408 42.703176, 0.7914181 42.7029261, 0.7915269 42.7026524, 0.7916423 42.7024946, 0.7917262 42.7024296, 0.792092 42.7023546, 0.7922029 42.7023501)",,,,,
189325904,False,,Carrèr de Montcorbison,residential,True,62.39,"LINESTRING (0.7914622 42.7035087, 0.7912308 42.7036419, 0.7910967 42.7037026, 0.7907956 42.7037629)",,,,,
189325904,False,,Carrèr de Montcorbison,residential,False,62.39,"LINESTRING (0.7907956 42.7037629, 0.7910967 42.7037026, 0.7912308 42.7036419, 0.7914622 42.7035087)",,,,,
189325904,False,,Carrèr de Montcorbison,residential,True,82.78,"LINESTRING (0.7907956 42.7037629, 0.7905243 42.7037819, 0.7903641 42.703787, 0.7902949 42.7037979, 0.7902421 42.7038391, 0.7901466 42.704149)",,,,,
189325913,False,,Carrèr José López Munuera,residential,True,98.48700000000001,"LINESTRING (0.7907956 42.7037629, 0.7908684 42.7039788, 0.7909358 42.704103, 0.7910321 42.7042138, 0.7911335 42.704304, 0.7913642 42.7044336, 0.7914358 42.7044762)",,,,,
25772255,True,N-230,Avinguda der Alcalde Calbetó Barra,primary,False,124.167,"LINESTRING (0.7942336 42.7039878, 0.7941067 42.7038708, 0.7934679 42.7032818, 0.7933357 42.7031472, 0.7932913 42.7031122)",50,,1,3.5,
94556077,True,,Carrèr des Comets,residential,False,89.56099999999999,"LINESTRING (0.7995267 42.7028885, 0.7994531 42.7028376, 0.7988283 42.7024053, 0.7987287 42.7023364)",,,,,
132615745,False,,Carrèr deth Garona,tertiary,True,186.289,"LINESTRING (0.7960137 42.7061083, 0.7970026 42.705082, 0.7971773 42.7049007, 0.797314 42.7047328)",30,,,,
527530512,False,C-28,Avenguda de Castièro,primary,True,6.434,"LINESTRING (0.7953656 42.7021331, 0.7954169 42.7020892)",,,,,
132615736,False,C-28,Avenguda de Castièro,primary,False,133.659,"LINESTRING (0.7953656 42.7021331, 0.7953298 42.7021616, 0.7952233 42.7022464, 0.7952086 42.7022546, 0.7951754 42.7022703, 0.7947508 42.7024481, 0.7939782 42.7027565)",,,,,
"[254847520, 254847572]",True,,"['Passeig de la Llibertat', 'Passeig dera Llibertat']",living_street,False,132.57399999999998,"LINESTRING (0.7953656 42.7021331, 0.795469 42.7023381, 0.7955793 42.7025568, 0.795715 42.7028705, 0.7958739 42.7032648)",,,,,
628131398,True,,Passeig de la Llibertat,living_street,False,4.413,"LINESTRING (0.7958739 42.7032648, 0.7958262 42.7032834)",,,,,
254847575,False,,Carrèr de Frederic Mistral,living_street,False,16.7,"LINESTRING (0.7951795 42.6999329, 0.795294 42.7000573)",,,,,
157748896,False,,Carrer de Naut,living_street,True,39.215999999999994,"LINESTRING (0.7951795 42.6999329, 0.7951569 42.6999422, 0.7947624 42.7001073)",,,,,
161442721,False,,Carrèr Frederic Mistral,living_street,False,95.435,"LINESTRING (0.7951795 42.6999329, 0.7954579 42.6998199, 0.7955085 42.6997834, 0.7955255 42.6997365, 0.7954453 42.6995273, 0.7950887 42.6995937, 0.7950409 42.6996024)",,,,,
157748896,False,,Carrer de Naut,living_street,False,31.082,"LINESTRING (0.7944078 42.7002084, 0.7947624 42.7001073)",,,,,
256213993,True,,Carrer Sarriulera,living_street,False,21.951,"LINESTRING (0.7944078 42.7002084, 0.7945193 42.700388)",,,,,
254847575,False,,Carrèr de Frederic Mistral,living_street,False,20.56,"LINESTRING (0.795439 42.7001973, 0.7956484 42.7002998)",,,,,
254847575,False,,Carrèr de Frederic Mistral,living_street,True,14.013,"LINESTRING (0.795439 42.7001973, 0.7953322 42.7000987)",,,,,
254530129,True,,Carrèr de Mossen Nart Arjò,living_street,False,77.35300000000001,"LINESTRING (0.795439 42.7001973, 0.7950187 42.7004132, 0.7946236 42.7005448)",,,,,
256213993,True,,Carrer Sarriulera,living_street,False,59.2,"LINESTRING (0.7946236 42.7005448, 0.794883 42.700931, 0.7949586 42.7010162)",,,,,
"[157748890, 679139338, 161442662]",False,,"['Carrèr deth Doctor Manel Vidal', 'Carrèr der Espitau']",residential,True,165.828,"LINESTRING (0.798021 42.7015441, 0.7979495 42.7015981, 0.7975239 42.7019195, 0.7974406 42.7018567, 0.7972302 42.701692, 0.7966928 42.7012714, 0.7966251 42.7012127)",,,,,
157748891,False,,Carrer dera Querimonia,tertiary,False,98.135,"LINESTRING (0.798021 42.7015441, 0.7976325 42.7010716, 0.7974627 42.700865, 0.7974028 42.7007875)",,,,,
"[157748889, 157748891, 1240378036, 189327031]",False,,Carrer dera Querimonia,tertiary,True,105.66,"LINESTRING (0.798021 42.7015441, 0.7980584 42.7015935, 0.7982734 42.7018773, 0.7983117 42.7019279, 0.7983775 42.7019861, 0.798602 42.7022204, 0.7986181 42.7022351, 0.7987287 42.7023364)",,,,,yes
"[688042075, 132615733, 679139335]",False,C-28,Avenguda deth Pas d'Arró,primary,True,106.966,"LINESTRING (0.7956822 42.7018721, 0.7957577 42.7018013, 0.7958144 42.7017677, 0.7959731 42.7016933, 0.7961117 42.7016118, 0.7963802 42.7014101, 0.7965662 42.7012511, 0.7966251 42.7012127)",,,,,
"[157748865, 157748868]",False,C-28,Avenguda de Castièro,primary,False,32.447,"LINESTRING (0.7956822 42.7018721, 0.7956379 42.7019081, 0.7954537 42.7020575, 0.7954169 42.7020892)",,,,,yes
"[576009120, 161442679]",False,,Carrer Sarriulera,living_street,True,46.993,"LINESTRING (0.7956822 42.7018721, 0.7956485 42.7018222, 0.795395 42.7015061)",,,,,
961127399,False,,Carrèr d'Arnals,residential,False,17.705,"LINESTRING (0.7956822 42.7018721, 0.7957093 42.7019087, 0.7957859 42.7020119)",,,,,
1245642284,False,,Carrèr des Ticòs,residential,True,16.204,"LINESTRING (0.8014955 42.6989756, 0.8015456 42.6991166)",,,,,
161442690,False,,Carrèr des Ticòs,residential,False,88.606,"LINESTRING (0.8014955 42.6989756, 0.8013925 42.6987826, 0.8005956 42.6988501)",,,,,
1245642285,False,,Carrer Aiguereta,residential,True,22.992,"LINESTRING (0.7988854 42.6993045, 0.7988085 42.6995034)",,,,,
1245642285,False,,Carrer Aiguereta,residential,False,22.992,"LINESTRING (0.7988085 42.6995034, 0.7988854 42.6993045)",,,,,
161442691,False,,Carrer Aiguereta,residential,True,69.372,"LINESTRING (0.7988085 42.6995034, 0.7992512 42.6999091, 0.7993396 42.6999901)",,,,,
161442660,False,,Carrer deth Puntet,residential,False,54.718,"LINESTRING (0.800399 42.6995384, 0.8007416 42.6999612)",,,,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,False,92.859,"LINESTRING (0.800399 42.6995384, 0.8003201 42.699571, 0.7999952 42.6997052, 0.7995366 42.6999009, 0.7994161 42.6999572)",,,2,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,True,105.08,"LINESTRING (0.800399 42.6995384, 0.8005617 42.6994714, 0.8006573 42.699432, 0.8011622 42.6992227, 0.8013628 42.6991662, 0.8014854 42.6991285, 0.8015456 42.6991166)",,,2,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,False,7.243,"LINESTRING (0.7994161 42.6999572, 0.7993396 42.6999901)",,,2,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,True,92.859,"LINESTRING (0.7994161 42.6999572, 0.7995366 42.6999009, 0.7999952 42.6997052, 0.8003201 42.699571, 0.800399 42.6995384)",,,2,,
"[679139340, 679139342]",False,,Carrèr deth Poi,residential,False,53.961,"LINESTRING (0.7994161 42.6999572, 0.7994705 42.700028, 0.7997407 42.7003798)",,,,,
161442659,True,,Carrèr der Aneto,residential,False,7.897,"LINESTRING (0.8007416 42.6999612, 0.8008276 42.6999288)",,,,,
161442660,False,,Carrer deth Puntet,residential,True,54.718,"LINESTRING (0.8007416 42.6999612, 0.800399 42.6995384)",,,,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,True,7.243,"LINESTRING (0.7993396 42.6999901, 0.7994161 42.6999572)",,,2,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,False,171.975,"LINESTRING (0.7993396 42.6999901, 0.7986389 42.7002785, 0.798205 42.7004532, 0.7975034 42.7007457)",,,2,,
161442691,False,,Carrer Aiguereta,residential,False,69.372,"LINESTRING (0.7993396 42.6999901, 0.7992512 42.6999091, 0.7988085 42.6995034)",,,,,
161442674,False,,Carrèr de Pieda,residential,False,6.171,"LINESTRING (0.7964879 42.6999548, 0.7965353 42.699998)",,,,,
"[603832106, 161442703]",False,,"['Plaça Aplegader', 'Carrèr de Sant Esteue']",residential,True,68.836,"LINESTRING (0.7936816 42.7002365, 0.7935631 42.7004499, 0.7937536 42.7004822, 0.7937886 42.7005013, 0.7940781 42.7005079)",,,,,
254847517,False,,Carrer Lejau,residential,False,23.216,"LINESTRING (0.7936816 42.7002365, 0.7935397 42.7002235, 0.7934059 42.7001906)",,,,,
254847517,False,,Carrer Lejau,residential,True,28.364,"LINESTRING (0.7936816 42.7002365, 0.7938257 42.7002457, 0.7940281 42.7002424)",,,,,
161442674,False,,Carrèr de Pieda,residential,True,55.14,"LINESTRING (0.7970067 42.7003528, 0.7965353 42.699998)",,,,,
161442715,True,,Carrer de Sobernedo,residential,False,175.25,"LINESTRING (0.7970067 42.7003528, 0.7972508 42.7001974, 0.7979112 42.6999012, 0.7988085 42.6995034)",,,,,
161442659,True,,Carrèr der Aneto,residential,False,88.619,"LINESTRING (0.7997407 42.7003798, 0.8006832 42.6999856)",,,,,
"[679139340, 679139342]",False,,Carrèr deth Poi,residential,True,53.961,"LINESTRING (0.7997407 42.7003798, 0.7994705 42.700028, 0.7994161 42.6999572)",,,,,
842442612,False,,Carrèr deth Poi,residential,False,42.299,"LINESTRING (0.7997407 42.7003798, 0.7998293 42.700484, 0.8000083 42.7007054)",,,,,
254530142,True,,Carrèr Major,residential,False,29.98,"LINESTRING (0.7940781 42.7005079, 0.7940712 42.7003649, 0.7940281 42.7002424)",,,,,
"[603832106, 161442703]",False,,"['Plaça Aplegader', 'Carrèr de Sant Esteue']",residential,False,68.836,"LINESTRING (0.7940781 42.7005079, 0.7937886 42.7005013, 0.7937536 42.7004822, 0.7935631 42.7004499, 0.7936816 42.7002365)",,,,,
161442697,False,,Carrèr de Sant Miquèu,residential,True,81.843,"LINESTRING (0.796264 42.7005904, 0.7959247 42.7010124, 0.795795 42.7011302, 0.7957142 42.7012035)",,,,,
161442695,True,,Carrer de Metdia,living_street,False,21.822000000000003,"LINESTRING (0.7954662 42.7007166, 0.795268 42.7008239, 0.7952512 42.700833)",,,,,
254530142,True,,Carrèr Major,residential,False,21.171,"LINESTRING (0.7941103 42.7006966, 0.7940848 42.700583, 0.7940781 42.7005079)",,,,,
278775663,False,,Carrèr des de Rodès,residential,True,32.227999999999994,"LINESTRING (0.7941103 42.7006966, 0.7940283 42.7007368, 0.7937351 42.7007656)",,,,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,False,9.444,"LINESTRING (0.7975034 42.7007457, 0.7974028 42.7007875)",,,2,,
122775115,False,C-28,Avenguda deth Pas d'Arró,primary,True,171.97500000000002,"LINESTRING (0.7975034 42.7007457, 0.798205 42.7004532, 0.7986389 42.7002785, 0.7993396 42.6999901)",,,2,,
961128433,True,,Carrèr de Pieda,residential,False,59.634,"LINESTRING (0.7975034 42.7007457, 0.7974462 42.7007005, 0.7970067 42.7003528)",,,,,
278775663,False,,Carrèr des de Rodès,residential,False,32.227999999999994,"LINESTRING (0.7937351 42.7007656, 0.7940283 42.7007368, 0.7941103 42.7006966)",,,,,
161442695,True,,Carrer de Metdia,living_street,False,31.412,"LINESTRING (0.7952512 42.700833, 0.7949586 42.7010162)",,,,,
161442686,False,,Carrèr deth Rius,living_street,False,23.555,"LINESTRING (0.7952512 42.700833, 0.7952905 42.7008675, 0.7954311 42.7009985)",,,,,
256213993,True,,Carrer Sarriulera,living_street,False,59.569,"LINESTRING (0.7949586 42.7010162, 0.7950677 42.7011157, 0.7953487 42.7014675)",,,,,
161442686,False,,Carrèr deth Rius,living_street,True,23.555,"LINESTRING (0.7954311 42.7009985, 0.7952905 42.7008675, 0.7952512 42.700833)",,,,,
254847522,True,,Plaça de Coto Março,living_street,False,36.037,"LINESTRING (0.7954311 42.7009985, 0.7954652 42.7009847, 0.7955162 42.7009954, 0.795705 42.7011736, 0.7957142 42.7012035)",,,,,
254530142,True,,Carrèr Major,residential,False,25.806,"LINESTRING (0.7943845 42.7011056, 0.7942588 42.7008927)",,,,,
278716548,False,,Carrèr dera Tour,residential,True,31.965000000000003,"LINESTRING (0.7943845 42.7011056, 0.7942659 42.7011001, 0.7940021 42.7011498)",,,,,
161442697,False,,Carrèr de Sant Miquèu,residential,False,81.843,"LINESTRING (0.7957142 42.7012035, 0.795795 42.7011302, 0.7959247 42.7010124, 0.796264 42.7005904)",,,,,
254847522,True,,Plaça de Coto Março,living_street,False,12.045000000000002,"LINESTRING (0.7957142 42.7012035, 0.7956422 42.7012676, 0.7956112 42.7012784)",,,,,
"[688042075, 132615733, 679139335]",False,C-28,Avenguda deth Pas d'Arró,primary,False,106.966,"LINESTRING (0.7966251 42.7012127, 0.7965662 42.7012511, 0.7963802 42.7014101, 0.7961117 42.7016118, 0.7959731 42.7016933, 0.7958144 42.7017677, 0.7957577 42.7018013, 0.7956822 42.7018721)",,,,,
"[679139338, 161442662, 157748890]",False,,"['Carrèr deth Doctor Manel Vidal', 'Carrèr der Espitau']",residential,False,165.82799999999997,"LINESTRING (0.7966251 42.7012127, 0.7966928 42.7012714, 0.7972302 42.701692, 0.7974406 42.7018567, 0.7975239 42.7019195, 0.7979495 42.7015981, 0.798021 42.7015441)",,,,,
1240378035,False,C-28,Avenguda deth Pas d'Arró,primary,True,79.613,"LINESTRING (0.7966251 42.7012127, 0.7968286 42.7010728, 0.7969439 42.7009942, 0.7971032 42.7009185, 0.797299 42.7008329, 0.7974028 42.7007875)",,,2,,
254530142,True,,Carrèr Major,residential,False,21.948,"LINESTRING (0.7945639 42.7012525, 0.7943845 42.7011056)",,,,,
278716501,False,,Carrèr des Clòses,residential,True,52.489,"LINESTRING (0.7945639 42.7012525, 0.7943899 42.7013361, 0.7940055 42.7014056, 0.7939733 42.7014212)",,,,,
"[161442730, 254847571]",False,,Carrèr deth Cementeri,living_street,True,39.259,"LINESTRING (0.7956112 42.7012784, 0.7956742 42.7013767, 0.7955478 42.7014529, 0.795395 42.7015061)",,,,,
254847522,True,,Plaça de Coto Março,living_street,False,41.216,"LINESTRING (0.7956112 42.7012784, 0.7955725 42.7012659, 0.7953715 42.7010737, 0.7953651 42.701042, 0.7954311 42.7009985)",,,,,
161442658,True,,Carrer de Molières,residential,False,85.935,"LINESTRING (0.8005181 42.701327, 0.8005759 42.7014034, 0.8009751 42.7019313, 0.801029 42.7020025)",,,,,
1240497246,False,,Avenguda deth Garona,tertiary,False,184.625,"LINESTRING (0.8005181 42.701327, 0.8003609 42.7014057, 0.7995885 42.7017926, 0.7988773 42.7022424, 0.7987287 42.7023364)",30,,,,
"[278716505, 278716506, 161442710]",False,,"['Carrèr de Marrèc', 'Carrèr des Clòses']",residential,False,106.35799999999999,"LINESTRING (0.7939733 42.7014212, 0.7939372 42.7014772, 0.793929 42.7015475, 0.7939045 42.7015867, 0.7939362 42.7017086, 0.7944557 42.7016178, 0.7948019 42.7015462)",,,,"['2', '1.5']",
278716501,False,,Carrèr des Clòses,residential,False,52.489,"LINESTRING (0.7939733 42.7014212, 0.7940055 42.7014056, 0.7943899 42.7013361, 0.7945639 42.7012525)",,,,,
"[161442729, 278716525]",False,,Carrèr des Clòses,residential,True,52.620000000000005,"LINESTRING (0.7939733 42.7014212, 0.7938351 42.7013575, 0.7933977 42.7015042)",,,,1.5,
161442729,False,,Carrèr des Clòses,residential,True,14.746,"LINESTRING (0.7933977 42.7015042, 0.7932615 42.7015912)",,,,,
161442712,False,,Carrèr deth Montanero,residential,False,52.973,"LINESTRING (0.7933977 42.7015042, 0.79331 42.7012819, 0.7932142 42.7010473)",,,,,
