osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,width,tunnel
186705237,True,1,tertiary_link,50,False,18.292,,"LINESTRING (3.118554 39.8530218, 3.1187667 39.8530418)",,
365965590,True,1,tertiary,20,False,24.795,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.118554 39.8530218, 3.118639 39.8529532, 3.1186734 39.8528747, 3.1186923 39.8528316)",,
23256112,False,,unclassified,30,True,59.531,Carrer de l'Era,"LINESTRING (3.1162241 39.8506092, 3.1158069 39.8510382)",4,
145339825,True,,unclassified,,False,180.80800000000002,camí de s'Esgleiassa,"LINESTRING (3.1162241 39.8506092, 3.1166751 39.8508506, 3.1167225 39.8508701, 3.1167682 39.8508733, 3.1168554 39.8508599, 3.1169312 39.8508507, 3.1170138 39.8508595, 3.1170743 39.8508743, 3.1171551 39.8509038, 3.1172185 39.85095, 3.1174507 39.8511166, 3.1175655 39.8511567, 3.1178543 39.8513467, 3.1179969 39.851393)",,
25958603,False,,unclassified,,True,223.92700000000002,Camí de Taraina,"LINESTRING (3.117234 39.8500727, 3.117322 39.8501746, 3.1174501 39.850293, 3.1177931 39.8504907, 3.1180377 39.8506044, 3.1182018 39.8506645, 3.118564 39.8508215, 3.1188437 39.8508501, 3.1194833 39.8509996)",,
52613423,True,,unclassified,30,False,105.231,camí de s´Era,"LINESTRING (3.117234 39.8500727, 3.1170728 39.8501239, 3.1162241 39.8506092)",4,
32264942,False,,residential,,False,23.412,,"LINESTRING (3.1179969 39.851393, 3.1178358 39.8515634)",,
25958601,False,2,tertiary,30,True,41.143,Carrer de Xara,"LINESTRING (3.1266334 39.8526644, 3.1263106 39.8524712, 3.1262533 39.8524369)",,
96848800,False,,residential,,False,54.940999999999995,Carrer d'Eivissa,"LINESTRING (3.1266334 39.8526644, 3.1266033 39.8527363, 3.1264592 39.8530807, 3.1264365 39.8531348)",,
365965149,False,2,tertiary,50,True,22.868,carrer de Pol·lèntia,"LINESTRING (3.1250314 39.8520029, 3.1252202 39.851857)",,
25958582,False,1,tertiary,50,False,115.093,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1250314 39.8520029, 3.1248924 39.8519732, 3.1238879 39.8517581, 3.1238309 39.8517468, 3.1237323 39.851726)",,
101773219,True,,residential,,False,131.978,carrer de Pol·lèntia,"LINESTRING (3.1250314 39.8520029, 3.1249421 39.8520939, 3.1241155 39.8529591)",,
493141008,False,2,tertiary,50,False,12.538,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1200891 39.8514727, 3.1200254 39.8515743)",,
"[493145549, 620283228, 620283229]",False,2,tertiary,50,True,251.492,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1200891 39.8514727, 3.1201353 39.8514061, 3.1202607 39.8512347, 3.1203354 39.8511711, 3.1204211 39.8511357, 3.1205571 39.8511007, 3.1206839 39.851103, 3.1207554 39.8511188, 3.1207782 39.8511245, 3.1210379 39.8511814, 3.1216088 39.8512958, 3.1217724 39.8513313, 3.1219923 39.8513766, 3.1222208 39.8514231, 3.1227252 39.8515202)",,
365965149,False,2,tertiary,50,False,22.868,carrer de Pol·lèntia,"LINESTRING (3.1252202 39.851857, 3.1250314 39.8520029)",,
704948293,False,2,tertiary,50,True,95.583,carrer de Pol·lèntia,"LINESTRING (3.1252202 39.851857, 3.125909 39.8511793)",,
25958601,False,2,tertiary,30,False,69.497,Carrer de Xara,"LINESTRING (3.1252202 39.851857, 3.1256323 39.8520911, 3.1258747 39.8522287)",,
25958602,True,,residential,,False,137.412,carrer Miquel dels Sants Oliver,"LINESTRING (3.1195492 39.8512543, 3.1193821 39.8513422, 3.1191994 39.8513796, 3.1190749 39.8513953, 3.1189286 39.8513833, 3.1187626 39.8513451, 3.1185845 39.8513439, 3.1183228 39.8513857, 3.1179969 39.851393)",,
155298257,False,2,tertiary,30,False,29.778,camí de l'Albufera,"LINESTRING (3.1195492 39.8512543, 3.1195181 39.8512206, 3.1194901 39.8511655, 3.1194733 39.8510935, 3.1194833 39.8509996)",,
493141013,True,2,tertiary,30,False,52.463,camí de l'Albufera,"LINESTRING (3.1195492 39.8512543, 3.1197052 39.8512918, 3.1198562 39.8513541, 3.1200145 39.8514302, 3.1200891 39.8514727)",,
25958603,False,,unclassified,,False,223.92700000000002,Camí de Taraina,"LINESTRING (3.1194833 39.8509996, 3.1188437 39.8508501, 3.118564 39.8508215, 3.1182018 39.8506645, 3.1180377 39.8506044, 3.1177931 39.8504907, 3.1174501 39.850293, 3.117322 39.8501746, 3.117234 39.8500727)",,
155298257,False,2,tertiary,30,True,29.778,camí de l'Albufera,"LINESTRING (3.1194833 39.8509996, 3.1194733 39.8510935, 3.1194901 39.8511655, 3.1195181 39.8512206, 3.1195492 39.8512543)",,
50405491,False,2,tertiary,50,True,5.029,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1200254 39.8515743, 3.1199984 39.8516145)",,
493141008,False,2,tertiary,50,True,12.538,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1200254 39.8515743, 3.1200891 39.8514727)",,
25958604,True,,tertiary,,False,54.318,camí de l'Albufera,"LINESTRING (3.1200254 39.8515743, 3.119856 39.851463, 3.1197548 39.8514086, 3.1196229 39.8513288, 3.1195492 39.8512543)",,
145176742,False,,residential,,False,60.314,carrer de Formentera,"LINESTRING (3.1255497 39.8543113, 3.1261017 39.8546499)",,
283417437,True,,residential,,False,53.741,Carrer d'Eivissa,"LINESTRING (3.1255497 39.8543113, 3.1259352 39.8539292)",,
96848799,False,,residential,,True,98.002,Carrer d'Eivissa,"LINESTRING (3.1255497 39.8543113, 3.1253073 39.8545464, 3.1251703 39.8546793, 3.1250628 39.8547836, 3.1250537 39.8547924, 3.1249245 39.8549177, 3.1248372 39.8550024)",,
50405491,False,2,tertiary,50,False,5.029,Avinguda dels Prínceps d'Espanya,"LINESTRING (3.1199984 39.8516145, 3.1200254 39.8515743)",,
