osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,access,junction,width
28366950,True,La Rambla,living_street,20,False,37.465,"LINESTRING (2.9598201 42.2659896, 2.9598948 42.2660075, 2.9602532 42.2660935)",,,,,
"[28366953, 72027658]",True,La Rambla,living_street,20,False,36.236999999999995,"LINESTRING (2.9601299 42.2664003, 2.9601383 42.2663607, 2.9601441 42.2663332, 2.9601625 42.2662435, 2.960196 42.2661505, 2.9602532 42.2660935)",,,,,
"[513168410, 832508989]",True,Pujada del Castell,residential,30,False,38.038,"LINESTRING (2.9601299 42.2664003, 2.9600368 42.2665003, 2.9598552 42.2666753)",,,,,
73142636,True,Carrer de Sant Llàtzer,residential,30,False,55.909000000000006,"LINESTRING (2.9617862 42.2642, 2.9618308 42.2642089, 2.9624091 42.264324, 2.9624423 42.2643306)",,,,,
340690777,True,Carrer de Sant Pau,residential,30,False,86.421,"LINESTRING (2.9617862 42.2642, 2.9618024 42.2641503, 2.9618677 42.2639502, 2.9620175 42.2634909, 2.9620326 42.2634445)",,,,,
"[702259872, 832508983]",True,Carrer Nou,residential,30,False,55.49100000000001,"LINESTRING (2.9632169 42.265554, 2.963105 42.2656991, 2.9629362 42.265918, 2.9629083 42.2659542, 2.9628826 42.2659874)",2,,,,
565672501,True,Carrer Nou,residential,30,False,25.933,"LINESTRING (2.9645307 42.2635416, 2.9644731 42.263629, 2.9643925 42.2637512)",2,,,,
431245448,False,Avinguda de Salvador Dalí i Domènech,secondary,50,False,88.274,"LINESTRING (2.9584606 42.2625007, 2.958444 42.2626062, 2.9583544 42.2631772, 2.9583384 42.2632894)",4,N-IIa,,,
37385539,True,Plaça del Gra,residential,30,False,57.926,"LINESTRING (2.9652148 42.266497, 2.9652353 42.266427, 2.9653482 42.266042, 2.965364 42.2659879)",,,,,
73165635,True,Carrer de la Rutlla,residential,30,False,51.464000000000006,"LINESTRING (2.9652148 42.266497, 2.9651662 42.2664873, 2.964683 42.2664013, 2.9646068 42.2663886)",2,,,,
73165635,True,Carrer de la Rutlla,residential,30,False,92.86999999999999,"LINESTRING (2.9646068 42.2663886, 2.9644918 42.2663607, 2.9637405 42.2662312, 2.9636342 42.266207, 2.9635191 42.266171)",2,,,,
37385533,True,Carrer d'en Blanch,residential,30,False,60.268,"LINESTRING (2.9635191 42.266171, 2.9635601 42.2660984, 2.9636459 42.2659465, 2.9637663 42.2657332, 2.9637984 42.26567)",2,,,,
72152343,True,Carrer de Sant Pau,living_street,20,False,81.555,"LINESTRING (2.961173 42.2662003, 2.9611776 42.2661785, 2.9611798 42.2661681, 2.9612872 42.2658135, 2.9613862 42.2654841)",,,,,
150954245,True,La Rambla,living_street,20,False,87.524,"LINESTRING (2.961173 42.2662003, 2.9614341 42.2662345, 2.9617122 42.2662713, 2.9617376 42.2662746, 2.9618148 42.2662839, 2.961904 42.2663, 2.9622118 42.2663652)",,,yes,,
"[908854997, 37385601, 832508989]",True,Pujada del Castell,residential,30,False,115.834,"LINESTRING (2.9598552 42.2666753, 2.9596736 42.2668425, 2.9595649 42.2669389, 2.959477 42.2670097, 2.9593867 42.2670906, 2.9592666 42.2672208, 2.9592021 42.2673311, 2.9591433 42.2674896, 2.9591289 42.267521, 2.9591176 42.2675448)",,,,,
702259870,True,Pujada del Castell,residential,30,False,7.339,"LINESTRING (2.9589132 42.2681068, 2.9589135 42.2681728)",,,,,
75685733,True,Pujada del Castell,residential,30,False,33.182,"LINESTRING (2.9589132 42.2681068, 2.9588635 42.2681649, 2.9587841 42.2682141, 2.9586895 42.2682291, 2.9585799 42.2682219)",,,,,
"[971697270, 75028607]",True,"['Carrer de la Jonquera', 'Carrer Canigó']",living_street,20,False,197.561,"LINESTRING (2.9589135 42.2681728, 2.9595629 42.2683435, 2.9596948 42.2683773, 2.959773 42.2683974, 2.9601567 42.2684999, 2.9598074 42.2692573)",,,,,
431250515,True,Pujada del Castell,residential,30,False,23.026,"LINESTRING (2.9589135 42.2681728, 2.9588203 42.2682312, 2.9587452 42.2682677, 2.9586885 42.2682953)",,,,,
75685738,True,Plaça de la Palmera,residential,20,False,22.691,"LINESTRING (2.9638348 42.2672617, 2.963956 42.2670784)",,,,,
75685754,True,Plaça de la Palmera,residential,20,False,5.957,"LINESTRING (2.9638348 42.2672617, 2.9637682 42.2672407)",,,,,
37385534,True,Carrer de Castelló,residential,30,False,38.136,"LINESTRING (2.9637984 42.26567, 2.9640164 42.2657139, 2.964245 42.2657616)",2,,,,
73210718,True,Carrer de Castelló,residential,30,False,49.558,"LINESTRING (2.9637984 42.26567, 2.9636877 42.2656482, 2.9633784 42.2655863, 2.9632169 42.265554)",2,,,,
821173090,True,Carrer de Sant Antoni,residential,30,False,119.816,"LINESTRING (2.9637984 42.26567, 2.9643796 42.2647324, 2.9644055 42.2646906)",1,,,,
37385535,True,Plaça del Gra,tertiary,30,False,19.068,"LINESTRING (2.9659832 42.26612, 2.9660039 42.2662908)",,,,,
37385536,True,Calçada dels Monjos,tertiary,30,False,42.462,"LINESTRING (2.9661506 42.2671028, 2.9661559 42.2671315, 2.966221 42.2674811)",,,,,
86092615,True,Carrer de Sant Joan Baptista,residential,30,False,34.56,"LINESTRING (2.9661506 42.2671028, 2.9662213 42.2671136, 2.9665148 42.2671585, 2.9665619 42.2671657)",,,,,
37385536,True,Calçada dels Monjos,tertiary,30,False,44.612,"LINESTRING (2.966221 42.2674811, 2.9662786 42.2678403, 2.9662849 42.2678795)",,,,,
356076830,True,Plaça de Josep Tarradellas,tertiary,30,False,37.449,"LINESTRING (2.9664618 42.2688286, 2.966773 42.2688754, 2.9669078 42.2688957)",,,,,
37385528,True,Plaça de Josep Tarradellas,residential,30,False,38.563,"LINESTRING (2.9657926 42.2692762, 2.9657553 42.269208, 2.965776 42.2691659, 2.9658814 42.2689512)",,,,,
"[964325706, 75685735]",True,Carrer Rentador,"['living_street', 'residential']",20,False,125.55699999999999,"LINESTRING (2.9656396 42.2686829, 2.9653914 42.2686459, 2.9647702 42.2685534, 2.9641808 42.2684656, 2.9641437 42.2684601)",,,,,
"[964325705, 964325707, 75685757]",True,Carrer de Pella i Forgas,"['living_street', 'residential']",20,False,122.698,"LINESTRING (2.9656396 42.2686829, 2.9656247 42.2686647, 2.9655014 42.2685137, 2.9651674 42.2681045, 2.9651465 42.2680789, 2.9651715 42.2680079, 2.96526 42.2677568, 2.9652822 42.267694)",,,,,
37385528,True,Plaça de Josep Tarradellas,residential,30,False,34.274,"LINESTRING (2.9665376 42.269483, 2.9662232 42.2693936, 2.9661488 42.2693724)",,,,,
41443297,True,Plaça de Josep Tarradellas,residential,30,False,16.242,"LINESTRING (2.9667236 42.2695319, 2.9665376 42.269483)",,,,,
341928201,False,Plaça de Josep Tarradellas,tertiary,30,False,50.840999999999994,"LINESTRING (2.9667236 42.2695319, 2.9668768 42.2696063, 2.9669311 42.2696459, 2.9669804 42.2696917, 2.9670099 42.2697191, 2.9670487 42.2697799, 2.9670693 42.2698186, 2.9670894 42.2698796)",2,,,,
37385540,True,Carrer de la Rutlla,residential,30,False,56.215,"LINESTRING (2.9628826 42.2659874, 2.9629585 42.2660093, 2.9634188 42.2661421, 2.9635191 42.266171)",1,,,,
170328069,True,Carrer Nou,living_street,20,False,69.523,"LINESTRING (2.9628826 42.2659874, 2.9625344 42.2661989, 2.9622989 42.2663325, 2.9622118 42.2663652)",1,,destination,,
73165636,True,Plaça del Gra,residential,30,False,9.638000000000002,"LINESTRING (2.965364 42.2659879, 2.9654227 42.2659985, 2.9654778 42.2660084)",,,,,
41443195,True,Carrer Hortes,residential,30,False,62.25200000000001,"LINESTRING (2.9667155 42.2700744, 2.9665318 42.2700441, 2.9661127 42.2699887, 2.9659723 42.2699701)",,,,,
74770896,True,Carrer de Juli Garreta,residential,30,False,82.777,"LINESTRING (2.9667155 42.2700744, 2.966669 42.270126, 2.9666049 42.2701832, 2.9661686 42.2706373, 2.9661287 42.2706788)",,,,,
145266195,True,Plaça El·líptica,tertiary,30,False,19.063,"LINESTRING (2.9674731 42.2703676, 2.9674359 42.2703819, 2.9673817 42.2703912, 2.9673237 42.2703945, 2.9672814 42.2703901, 2.9672487 42.2703857)",2,N-260,,roundabout,
118187615,True,Carrer de Narcís Soler,tertiary,30,False,25.858,"LINESTRING (2.9672487 42.2703857, 2.967157 42.2704175, 2.9671155 42.2704486, 2.9671044 42.2704711, 2.9671128 42.2704999, 2.9671381 42.2705287, 2.9671613 42.2705484)",1,,,,
232674372,True,Plaça El·líptica,tertiary,30,False,14.565000000000001,"LINESTRING (2.9672487 42.2703857, 2.9672011 42.2703742, 2.9671357 42.2703472, 2.9670978 42.2703208)",2,N-260,,roundabout,
145266196,True,Plaça El·líptica,tertiary,30,False,22.094,"LINESTRING (2.9670978 42.2703208, 2.967057 42.2702889, 2.9670205 42.2702504, 2.9670049 42.2702075, 2.9669997 42.2701443)",,N-260,,roundabout,
41443195,True,Carrer Hortes,residential,30,False,26.197000000000003,"LINESTRING (2.9669997 42.2701443, 2.966984 42.270124, 2.9669577 42.2701026, 2.9669099 42.2700865, 2.9668364 42.270084, 2.9667155 42.2700744)",,,,,
703165549,True,Plaça El·líptica,tertiary,30,False,11.1,"LINESTRING (2.9669997 42.2701443, 2.9670116 42.2701064, 2.9670369 42.2700712, 2.9670525 42.2700536)",,N-260,,roundabout,
75354730,True,Plaça de Josep Tarradellas,tertiary,30,False,19.689999999999998,"LINESTRING (2.9670525 42.2700536, 2.967073 42.2699956, 2.9670871 42.2699467, 2.9670894 42.2698796)",,,,,
703165549,True,Plaça El·líptica,tertiary,30,False,16.525,"LINESTRING (2.9670525 42.2700536, 2.9670993 42.2700283, 2.9671521 42.2700134, 2.9671937 42.2700068, 2.9672375 42.2700074)",,N-260,,roundabout,
232674368,True,Plaça El·líptica,tertiary,30,False,11.651,"LINESTRING (2.9672375 42.2700074, 2.967294 42.270014, 2.9673743 42.2700332)",,N-260,,roundabout,
41444021,True,Carrer del Nord,residential,30,False,21.422,"LINESTRING (2.9673743 42.2700332, 2.9674155 42.2700245, 2.9674756 42.2699991, 2.967527 42.2699547, 2.9675614 42.2699102)",,,,,
232674368,True,Plaça El·líptica,tertiary,30,False,17.189,"LINESTRING (2.9673743 42.2700332, 2.9674144 42.2700508, 2.9674538 42.2700745, 2.9675043 42.2701174, 2.9675227 42.2701391)",,N-260,,roundabout,
37385549,True,Carretera de Llançà,tertiary,30,False,23.601,"LINESTRING (2.9675489 42.2701701, 2.9675946 42.2702111, 2.967697 42.270351)",,N-260,,,
232674368,True,Plaça El·líptica,tertiary,30,False,24.644,"LINESTRING (2.9675489 42.2701701, 2.9675642 42.2702264, 2.967566 42.2702642, 2.9675511 42.2702983, 2.9675221 42.2703302, 2.9674731 42.2703676)",,N-260,,roundabout,
41443200,True,Carretera de Llançà,tertiary,30,False,18.515,"LINESTRING (2.967697 42.270351, 2.9674731 42.2703676)",,N-260,,,
37385525,True,Carrer dels Fossos,residential,30,False,73.526,"LINESTRING (2.9680839 42.2682192, 2.9680059 42.2682042, 2.9672841 42.2680653, 2.9672191 42.2680528)",,,,,
"[41546369, 865340194]",True,Carrer del Nord,residential,30,False,147.315,"LINESTRING (2.9680839 42.2682192, 2.9680637 42.2682845, 2.9678368 42.2690195, 2.9677031 42.2694527, 2.9676867 42.269511)",,,,,3.5
41444020,True,Carrer de Colom,residential,30,False,97.163,"LINESTRING (2.9669078 42.2688957, 2.9669314 42.2688319, 2.9669535 42.268772, 2.9671902 42.268131, 2.9672191 42.2680528)",,,,,
"[566057805, 566059182]",True,Plaça de Josep Tarradellas,tertiary,30,False,62.269999999999996,"LINESTRING (2.9669078 42.2688957, 2.9668802 42.2689726, 2.9668462 42.2690674, 2.9667386 42.2693186, 2.9666901 42.2694319)",,,,,
341928194,True,Carrer del Nord,residential,30,False,25.651,"LINESTRING (2.9675614 42.2699102, 2.9675227 42.2701391)",,,,,
341928196,False,Carrer del Nord,residential,30,False,40.728,"LINESTRING (2.9675614 42.2699102, 2.9675871 42.2698149, 2.9676129 42.2697197, 2.9676717 42.2695533)",,,,,7
37385528,True,Plaça de Josep Tarradellas,residential,30,False,31.200999999999997,"LINESTRING (2.9661488 42.2693724, 2.9658282 42.2692858, 2.9657926 42.2692762)",,,,,
73142638,True,Plaça Estació,residential,30,False,31.556,"LINESTRING (2.9675893 42.2650753, 2.9674805 42.2651224, 2.9672539 42.2652128)",,,,,
41443832,True,Carrer de Méndez Núñez,tertiary,30,False,124.80899999999998,"LINESTRING (2.9661162 42.2638764, 2.9661137 42.2639241, 2.9660632 42.2648874, 2.9660617 42.2649154, 2.966058 42.264998)",,,,,
75391120,True,Carrer de Clerch i Nicolau,residential,30,False,89.686,"LINESTRING (2.9661162 42.2638764, 2.9660491 42.2638663, 2.9650483 42.2637153)",,,,,
566017701,False,Avinguda de Vilallonga,tertiary,30,False,9.192,"LINESTRING (2.9686557 42.2663973, 2.9685463 42.2663806)",,,,,
41546369,True,Carrer del Nord,residential,30,False,122.256,"LINESTRING (2.9686557 42.2663973, 2.968639 42.2664491, 2.9684695 42.2669741, 2.9683288 42.267433, 2.9683181 42.267468)",,,,,
41566802,False,Avinguda de Vilallonga,tertiary,30,True,38.568,"LINESTRING (2.9686557 42.2663973, 2.9688057 42.2664017, 2.9688886 42.2664043, 2.9689771 42.2664071, 2.9690215 42.2664085, 2.969124 42.2664116)",,,,,
566017701,False,Avinguda de Vilallonga,tertiary,30,False,152.736,"LINESTRING (2.9678579 42.2663565, 2.9676752 42.26635, 2.9661571 42.2662962, 2.9660039 42.2662908)",,,,,
566017701,False,Avinguda de Vilallonga,tertiary,30,True,56.71,"LINESTRING (2.9678579 42.2663565, 2.9683926 42.266376, 2.9685463 42.2663806)",,,,,
41566802,False,Avinguda de Vilallonga,tertiary,30,False,45.120999999999995,"LINESTRING (2.9696723 42.2664159, 2.9692147 42.2664123, 2.969124 42.2664116)",,,,,
41546369,True,Carrer del Nord,residential,30,False,39.552,"LINESTRING (2.9683181 42.267468, 2.9682296 42.2677756, 2.968218 42.2678159)",,,,,
"[73165632, 86092615]",True,"['Carrer de Sant Joan Baptista', 'Carrer del Port de la Selva']",residential,30,False,129.35500000000002,"LINESTRING (2.9683181 42.267468, 2.9683592 42.2674751, 2.969083 42.2676007, 2.9692244 42.2676241, 2.9692809 42.2677365, 2.9693627 42.2678947, 2.9694657 42.2680637)",,,,,
37385525,True,Carrer dels Fossos,residential,30,False,46.041,"LINESTRING (2.9672191 42.2680528, 2.9671593 42.2680418, 2.9666762 42.2679526)",,,,,
566045040,True,Carrer de Colom,residential,30,False,43.458000000000006,"LINESTRING (2.9672191 42.2680528, 2.9672298 42.2680261, 2.9673583 42.2677044, 2.9673688 42.267678)",,,,,
41546367,True,Carrer del Port de la Selva,residential,30,False,48.148,"LINESTRING (2.9698842 42.2685921, 2.9697728 42.2684756, 2.9695732 42.2682257)",,,,,
"[566045035, 566045037, 37385525]",True,Carrer dels Fossos,residential,30,False,154.22299999999998,"LINESTRING (2.9698842 42.2685921, 2.9697936 42.2685501, 2.9696179 42.2685112, 2.9695016 42.2684904, 2.9689365 42.2683805, 2.9681911 42.2682395, 2.9680839 42.2682192)",,,,,
37385532,True,Plaça del Gra,residential,30,False,34.664,"LINESTRING (2.9660592 42.2666205, 2.9659523 42.2666126, 2.9658606 42.2666059, 2.9657138 42.2665864, 2.9656424 42.2665769)",,,,,
566045039,True,Calçada dels Monjos,tertiary,30,False,27.724,"LINESTRING (2.9660592 42.2666205, 2.9660706 42.2666758, 2.9660803 42.266723, 2.9661002 42.2668679)",,,,,
75018694,True,Carrer de les Eres de la Vila,residential,20,False,113.96900000000001,"LINESTRING (2.964579 42.2674874, 2.9645654 42.2675128, 2.9645096 42.267617, 2.9644883 42.2676608, 2.9644745 42.2676929, 2.9641534 42.2684376, 2.9641437 42.2684601)",,,,,
75685756,True,Plaça de la Palmera,residential,20,False,40.67,"LINESTRING (2.964579 42.2674874, 2.9644756 42.2674568, 2.9644315 42.2674449, 2.9641201 42.2673516)",,,,,
566045042,True,Carrer de Colom,residential,30,False,19.507,"LINESTRING (2.9677958 42.2665258, 2.9678579 42.2663565)",,,,,
49360039,True,Carrer de la Mar,residential,30,False,109.412,"LINESTRING (2.9677958 42.2665258, 2.9677368 42.2665289, 2.9664696 42.2665965)",,,,,
73165632,True,Carrer del Port de la Selva,residential,30,False,20.068,"LINESTRING (2.9694657 42.2680637, 2.9695732 42.2682257)",,,,,
41443195,True,Carrer Hortes,residential,30,False,173.22,"LINESTRING (2.9659723 42.2699701, 2.9658117 42.2699463, 2.9649073 42.2698062, 2.9640046 42.2696663, 2.9639279 42.2697079)",,,,,
41547699,True,Carrer de Vilabertran,residential,30,False,68.03,"LINESTRING (2.9659723 42.2699701, 2.9660029 42.2698673, 2.9661215 42.2694693, 2.9661488 42.2693724)",,,,,
37385532,True,Plaça del Gra,residential,30,False,11.122,"LINESTRING (2.9653456 42.2665222, 2.9652148 42.266497)",,,,,
49360007,True,Carrer de la Concepció,living_street,20,False,50.82,"LINESTRING (2.9653456 42.2665222, 2.965019 42.2669101)",,,,,
71867228,True,Carrer Gonzàlez de Soto,residential,30,False,52.189,"LINESTRING (2.9604257 42.2630279, 2.9598294 42.2628681)",,,,,
517057773,True,Carrer Santa Llogaia,residential,30,False,99.042,"LINESTRING (2.9604257 42.2630279, 2.9600254 42.2638679)",,,,,
72153767,True,Carrer de la Verge Maria,residential,30,False,94.507,"LINESTRING (2.9608574 42.2640233, 2.9609845 42.2631786)",,,,,
"[1086213210, 1086213211]",True,Carrer del Col·legi,residential,"['20', '30']",False,78.91600000000001,"LINESTRING (2.9608574 42.2640233, 2.9608818 42.2640279, 2.9617541 42.2641938, 2.9617862 42.2642)",,,,,
71867228,True,Carrer Gonzàlez de Soto,residential,30,False,91.17699999999999,"LINESTRING (2.9620326 42.2634445, 2.9619539 42.2634245, 2.9609845 42.2631786)",,,,,
340690777,True,Carrer de Sant Pau,residential,30,False,137.965,"LINESTRING (2.9620326 42.2634445, 2.9620462 42.2633999, 2.9622472 42.2627432, 2.9624029 42.2622344)",,,,,
153151527,True,Carrer d'Álvarez de Castro,residential,20,False,74.239,"LINESTRING (2.9590306 42.2664056, 2.9592631 42.2664692, 2.9597812 42.2666496, 2.9598552 42.2666753)",,,,,
"[516891869, 516891870]",True,Carrer de la Concòrdia,residential,30,False,82.969,"LINESTRING (2.9590081 42.2626426, 2.9589713 42.2627026, 2.9589069 42.2631647, 2.9590491 42.2631896, 2.9591905 42.2632145)",,,destination,,
566017704,True,Carrer Gonzàlez de Soto,residential,30,False,47.738,"LINESTRING (2.9590081 42.2626426, 2.9585959 42.2625358, 2.9584606 42.2625007)",,,,,
28366952,True,Carrer de Vilafant,residential,30,False,40.966,"LINESTRING (2.9596945 42.2656331, 2.9597075 42.26567, 2.9598013 42.2659361, 2.9598201 42.2659896)",,,,,
28366952,True,Carrer de Vilafant,residential,30,False,36.538,"LINESTRING (2.9593816 42.2646497, 2.9594742 42.2649239, 2.9594892 42.2649685)",,,,,
75391135,True,Carrer de Sant Esteve,residential,20,False,52.043000000000006,"LINESTRING (2.9593816 42.2646497, 2.9593273 42.2646441, 2.9588008 42.2645893, 2.9587553 42.2645846)",,,,,
28366951,True,Carrer de Lasauca,residential,20,False,45.049,"LINESTRING (2.9585794 42.2658436, 2.9591262 42.2658634)",1,,,,
72004331,True,Carrer d'Olot,residential,20,False,32.42,"LINESTRING (2.9585794 42.2658436, 2.9586123 42.2655829, 2.958616 42.2655533)",,,,,
75391135,True,Carrer de Sant Esteve,residential,20,False,50.025,"LINESTRING (2.9587553 42.2645846, 2.9587126 42.2645799, 2.9581541 42.2645179)",,,,,
99589679,True,Carrer d'Olot,residential,20,False,35.824000000000005,"LINESTRING (2.9587553 42.2645846, 2.9587604 42.2645479, 2.9587963 42.2642884, 2.9587997 42.2642641)",,,,,
72004331,True,Carrer d'Olot,residential,20,False,34.698,"LINESTRING (2.958616 42.2655533, 2.9586208 42.2655222, 2.9586642 42.2652433)",,,,,
512379672,True,Carrer Rodes,residential,20,False,89.191,"LINESTRING (2.958616 42.2655533, 2.9586665 42.265557, 2.9596497 42.2656298, 2.9596945 42.2656331)",,,,,
28366949,True,Carrer del Col·legi,residential,20,False,13.514,"LINESTRING (2.9588946 42.2636477, 2.9590275 42.2636729, 2.9590538 42.2636775)",,,,,
684421464,False,Avinguda de Salvador Dalí i Domènech,secondary,50,True,29.157,"LINESTRING (2.9581407 42.266313, 2.9581718 42.2660518)",4,N-IIa,,,
153151527,True,Carrer d'Álvarez de Castro,residential,20,False,73.947,"LINESTRING (2.9581407 42.266313, 2.9582357 42.2663229, 2.958978 42.2664001, 2.9590306 42.2664056)",,,,,
684421465,False,Avinguda de Salvador Dalí i Domènech,secondary,50,False,38.4,"LINESTRING (2.9581407 42.266313, 2.9581202 42.2665217, 2.9581083 42.2666575)",4,N-IIa,,,
150954245,True,La Rambla,living_street,20,False,76.614,"LINESTRING (2.9602532 42.2660935, 2.9603718 42.2661074, 2.961173 42.2662003)",,,yes,,
1224865660,False,Avinguda de Salvador Dalí i Domènech,secondary,50,True,61.409,"LINESTRING (2.9578651 42.2696287, 2.9577947 42.2690789)",2,N-IIa,,,
71867228,True,Carrer Gonzàlez de Soto,residential,30,False,48.943,"LINESTRING (2.9609845 42.2631786, 2.9604257 42.2630279)",,,,,
72153771,True,Carrer de les Terreres,residential,20,False,51.391000000000005,"LINESTRING (2.9598486 42.2642352, 2.9596289 42.2642125, 2.9593112 42.2643302, 2.9592688 42.2643459)",,,,,
72152343,True,Carrer de Sant Pau,living_street,20,False,35.387,"LINESTRING (2.9616925 42.2645106, 2.9617862 42.2642)",,,,,
72153769,True,Carrer de les Terreres,residential,20,False,74.303,"LINESTRING (2.9616925 42.2645106, 2.9608398 42.2643825, 2.9608076 42.2643777)",,,,,
28366952,True,Carrer de Vilafant,residential,30,False,35.033,"LINESTRING (2.9592688 42.2643459, 2.9593646 42.264604, 2.9593816 42.2646497)",,,,,
72153772,True,Carrer Santa Llogaia,residential,20,False,43.355999999999995,"LINESTRING (2.9600254 42.2638679, 2.9600136 42.2638923, 2.9598486 42.2642352)",,,,,
"[1086213211, 1086213212, 702259879]",True,Carrer del Col·legi,residential,"['20', '30']",False,70.612,"LINESTRING (2.9600254 42.2638679, 2.9600562 42.2638737, 2.9605296 42.2639621, 2.9608341 42.264019, 2.9608574 42.2640233)",,,,,
72937092,True,Carrer de Ramon Basil,residential,30,False,32.286,"LINESTRING (2.9661287 42.2706788, 2.965801 42.2705191)",,,,,
41547699,True,Carrer de Vilabertran,residential,30,False,62.652,"LINESTRING (2.965801 42.2705191, 2.9659417 42.2700682, 2.9659723 42.2699701)",,,,,
566032864,True,Carrer de Vilabertran,residential,30,False,77.559,"LINESTRING (2.9651241 42.2710045, 2.9651808 42.2709638, 2.965801 42.2705191)",,,,,
535728138,True,Carrer de Pi i Margall,residential,30,False,24.974999999999998,"LINESTRING (2.9659242 42.2674341, 2.965977 42.2674425, 2.9661648 42.2674722, 2.966221 42.2674811)",,,,,
579522494,True,Carrer de Sant Miquel dels Sants,residential,30,False,40.178,"LINESTRING (2.9659242 42.2674341, 2.9659145 42.2674679, 2.9658231 42.2677876)",,,,,
565742020,False,Carrer del Sud,residential,30,True,23.219,"LINESTRING (2.9676215 42.2637131, 2.9673395 42.2637062)",,,,,
41548367,True,Carrer de Joan Reglà,residential,30,False,151.494,"LINESTRING (2.9676215 42.2637131, 2.9676203 42.2637607, 2.9675917 42.264919, 2.9675914 42.2650013, 2.9675893 42.2650753)",,,,,
576291695,True,Carrer del Sud,residential,30,False,61.126000000000005,"LINESTRING (2.9676215 42.2637131, 2.9676659 42.263714, 2.9680675 42.2637225, 2.9683162 42.263728, 2.968364 42.263729)",,,,,
118187616,True,Plaça de Josep Tarradellas,tertiary,30,False,18.832,"LINESTRING (2.9670894 42.2698796, 2.9671488 42.2699407, 2.9671778 42.2699693, 2.9672375 42.2700074)",,,,,
341928201,False,Plaça de Josep Tarradellas,tertiary,30,True,50.840999999999994,"LINESTRING (2.9670894 42.2698796, 2.9670693 42.2698186, 2.9670487 42.2697799, 2.9670099 42.2697191, 2.9669804 42.2696917, 2.9669311 42.2696459, 2.9668768 42.2696063, 2.9667236 42.2695319)",2,,,,
75391152,True,Carrer de Méndez Núñez,tertiary,30,False,23.412,"LINESTRING (2.9661326 42.2636662, 2.9661162 42.2638764)",,,,,
73142640,True,Carrer del Pou Artesià,residential,30,False,45.644,"LINESTRING (2.9666153 42.2675446, 2.9666762 42.2679526)",,,,,
86092612,True,Carrer de Pi i Margall,residential,30,False,63.751999999999995,"LINESTRING (2.9666153 42.2675446, 2.9666568 42.2675519, 2.9673688 42.267678)",,,,,
86092615,True,Carrer de Sant Joan Baptista,residential,30,False,69.056,"LINESTRING (2.9674998 42.2673302, 2.9682638 42.2674588, 2.9683181 42.267468)",,,,,
566045040,True,Carrer de Colom,residential,30,False,92.702,"LINESTRING (2.9674998 42.2673302, 2.9675109 42.2673001, 2.9677958 42.2665258)",,,,,
73142635,True,Carrer de Sant Miquel dels Sants,residential,30,False,24.806,"LINESTRING (2.9661002 42.2668679, 2.9660442 42.2670871)",,,,,
