osmid,name,highway,oneway,reversed,length,geometry,ref,width,junction,bridge
61401000,Rúa Pedreiras,residential,False,False,181.623,"LINESTRING (-7.4131563 42.7758345, -7.4132666 42.7758693, -7.4136784 42.7759991, -7.4138062 42.776027, -7.413917 42.7760488, -7.414043 42.7760538, -7.4142941 42.7760588, -7.4144304 42.7760813, -7.4144888 42.7761185, -7.4145361 42.7761929, -7.4145259 42.7762812, -7.4144793 42.7764686, -7.4144898 42.7765247, -7.4145712 42.7765811, -7.4146844 42.7766329)",,,,
64941853,Rúa Benigno Quiroga,primary,False,False,146.349,"LINESTRING (-7.4131563 42.7758345, -7.4132036 42.7757206, -7.4135042 42.7749964, -7.4136306 42.7746918, -7.4136762 42.7745749)",LU-546,,,
64941853,Rúa Benigno Quiroga,primary,False,True,61.899,"LINESTRING (-7.4131563 42.7758345, -7.4129726 42.7762793, -7.4129375 42.7763675)",LU-546,,,
140427406,,tertiary,False,False,95.147,"LINESTRING (-7.4191092 42.7752021, -7.4196279 42.7744358)",LU-P-5714,,,
140427406,,tertiary,False,True,31.911,"LINESTRING (-7.4191092 42.7752021, -7.4190348 42.7752863, -7.4188965 42.7754429)",LU-P-5714,,,
514855083,Rúa Camiño da Veiga,residential,False,True,96.55099999999999,"LINESTRING (-7.4191092 42.7752021, -7.4194484 42.7752668, -7.4198494 42.7753048, -7.4199452 42.7753182, -7.4201643 42.7753487, -7.4202644 42.7753777)",,,,
60908157,Rúa do Castelo,residential,False,True,7.091,"LINESTRING (-7.4188965 42.7754429, -7.4188595 42.7755006)",,,,
61400989,Rúa Conde de Lemos,tertiary,False,False,278.246,"LINESTRING (-7.4188965 42.7754429, -7.4184164 42.7758099, -7.4179217 42.7760789, -7.4172274 42.7764224, -7.4169328 42.776559, -7.4166818 42.7766909, -7.4166266 42.7767425, -7.4166114 42.7767821, -7.4166111 42.7768415, -7.4166404 42.7768972, -7.4167268 42.7770561, -7.4167032 42.7771006)",LU-P-5714,,,
140427406,,tertiary,False,False,31.911,"LINESTRING (-7.4188965 42.7754429, -7.4190348 42.7752863, -7.4191092 42.7752021)",LU-P-5714,,,
47977631,Rúa Rosalía de Castro,residential,False,True,160.572,"LINESTRING (-7.4153118 42.7782523, -7.4171807 42.7778011)",,12,,
1240328877,Rúa Frei Luís de Granada,residential,False,True,72.106,"LINESTRING (-7.4153118 42.7782523, -7.414557 42.7779153)",,12,,
47977630,Rúa Frei Luís de Granada,residential,False,False,185.132,"LINESTRING (-7.4153118 42.7782523, -7.4161131 42.7786007, -7.4171669 42.779048, -7.4172738 42.7790875)",,12,,
39530192,Rúa Calexa,tertiary,False,False,38.835,"LINESTRING (-7.4188517 42.7797703, -7.4192206 42.7799909)",LU-P-5714,9,,
39530192,Rúa Calexa,tertiary,False,True,263.659,"LINESTRING (-7.4188517 42.7797703, -7.4186842 42.7796311, -7.4184993 42.7794012, -7.4183023 42.7791211, -7.4179444 42.7785865, -7.4178365 42.7783092, -7.4177471 42.7781662, -7.4176547 42.7780587, -7.4175047 42.7779534, -7.4171807 42.7778011)",LU-P-5714,9,,
47977630,Rúa Frei Luís de Granada,residential,False,True,149.665,"LINESTRING (-7.4188517 42.7797703, -7.4186164 42.7796927, -7.4173661 42.7791228, -7.4172738 42.7790875)",,12,,
47977632,Rúa Padre Sarmiento,residential,False,False,80.233,"LINESTRING (-7.4168038 42.7797212, -7.4172159 42.779171, -7.4172738 42.7790875)",,11,,
61400959,Rúa Porvir,secondary,False,False,75.63,"LINESTRING (-7.4168038 42.7797212, -7.4169899 42.7797926, -7.4176172 42.780047)",LU-633,11,,
61400975,Rúa Marqués de Ugena,secondary,False,True,106.922,"LINESTRING (-7.4168038 42.7797212, -7.4167404 42.7796952, -7.4162389 42.7794949, -7.4157145 42.7792882, -7.4156518 42.7792633)",LU-633,10,,
38748036,Rúa da Liberdade,tertiary,False,False,101.36000000000001,"LINESTRING (-7.4153303 42.7817185, -7.415227 42.7816505, -7.4144909 42.7811438, -7.4144111 42.7811073)",,,,
38748036,Rúa da Liberdade,tertiary,False,True,113.313,"LINESTRING (-7.4153303 42.7817185, -7.4154563 42.7817962, -7.4163739 42.7823906)",,,,
47977627,Rúa Pedro Saco,residential,True,False,97.23400000000001,"LINESTRING (-7.4153303 42.7817185, -7.4153779 42.78165, -7.4157334 42.781147, -7.4158782 42.780942)",,10,,
140427406,,tertiary,False,True,95.147,"LINESTRING (-7.4196279 42.7744358, -7.4191092 42.7752021)",LU-P-5714,,,
61400970,Rúa Fornos de Atrás,residential,False,True,389.13800000000003,"LINESTRING (-7.4196279 42.7744358, -7.4194214 42.7744556, -7.418748 42.7750044, -7.4184497 42.7753177, -7.4182558 42.7756992, -7.4179351 42.7758616, -7.4174096 42.7760009, -7.4168952 42.7761872, -7.4167526 42.7762388, -7.4163601 42.7763729, -7.4161364 42.7764314, -7.4160126 42.7764503)",,,,
61400986,Avenida da Mercede,residential,False,True,173.54799999999997,"LINESTRING (-7.4190001 42.7777996, -7.4187462 42.7777724, -7.4185405 42.7777283, -7.4183209 42.7776461, -7.4181337 42.777561, -7.4179265 42.7774644, -7.4178769 42.7774373, -7.4178379 42.7774029, -7.417732 42.7772353, -7.4177022 42.7771785, -7.4176864 42.7771217, -7.417634 42.7769181, -7.4176228 42.776895, -7.4175923 42.7768319)",,,,
60908157,Rúa do Castelo,residential,False,False,185.372,"LINESTRING (-7.4175923 42.7768319, -7.4177529 42.7767923, -7.4178132 42.776774, -7.4178639 42.7767467, -7.4181834 42.7764182, -7.4185364 42.7760043, -7.4188595 42.7755006)",,,,
61400986,Avenida da Mercede,residential,False,False,173.548,"LINESTRING (-7.4175923 42.7768319, -7.4176228 42.776895, -7.417634 42.7769181, -7.4176864 42.7771217, -7.4177022 42.7771785, -7.417732 42.7772353, -7.4178379 42.7774029, -7.4178769 42.7774373, -7.4179265 42.7774644, -7.4181337 42.777561, -7.4183209 42.7776461, -7.4185405 42.7777283, -7.4187462 42.7777724, -7.4190001 42.7777996)",,,,
514774293,Rúa Maior,living_street,True,False,78.498,"LINESTRING (-7.4175923 42.7768319, -7.4173893 42.7768949, -7.4173722 42.7768994, -7.4172962 42.7769196, -7.416985 42.7770123, -7.4167562 42.7770812, -7.4167032 42.7771006)",,4,,
47977631,Rúa Rosalía de Castro,residential,False,False,160.572,"LINESTRING (-7.4171807 42.7778011, -7.4153118 42.7782523)",,12,,
39530192,Rúa Calexa,tertiary,False,False,263.659,"LINESTRING (-7.4171807 42.7778011, -7.4175047 42.7779534, -7.4176547 42.7780587, -7.4177471 42.7781662, -7.4178365 42.7783092, -7.4179444 42.7785865, -7.4183023 42.7791211, -7.4184993 42.7794012, -7.4186842 42.7796311, -7.4188517 42.7797703)",LU-P-5714,9,,
47977632,Rúa Padre Sarmiento,residential,False,True,157.17399999999998,"LINESTRING (-7.4171807 42.7778011, -7.4175772 42.7783519, -7.4176133 42.778462, -7.417566 42.7786353, -7.417457 42.778795, -7.4172738 42.7790875)",,11,,
1240328878,Rúa Calexa,tertiary,False,True,90.219,"LINESTRING (-7.4171807 42.7778011, -7.4169849 42.7776908, -7.4169107 42.7776079, -7.4168633 42.7775382, -7.4167032 42.7771006)",LU-P-5714,9,,
61400989,Rúa Conde de Lemos,tertiary,False,True,278.246,"LINESTRING (-7.4167032 42.7771006, -7.4167268 42.7770561, -7.4166404 42.7768972, -7.4166111 42.7768415, -7.4166114 42.7767821, -7.4166266 42.7767425, -7.4166818 42.7766909, -7.4169328 42.776559, -7.4172274 42.7764224, -7.4179217 42.7760789, -7.4184164 42.7758099, -7.4188965 42.7754429)",LU-P-5714,,,
514774293,Rúa Maior,living_street,True,False,153.391,"LINESTRING (-7.4167032 42.7771006, -7.4165407 42.7771497, -7.4164609 42.7771738, -7.4160166 42.7773086, -7.4157187 42.7773896, -7.4155461 42.7774288, -7.4154174 42.7774499, -7.415177 42.777464, -7.4149128 42.7774469)",,4,,
1240328878,Rúa Calexa,tertiary,False,False,90.219,"LINESTRING (-7.4167032 42.7771006, -7.4168633 42.7775382, -7.4169107 42.7776079, -7.4169849 42.7776908, -7.4171807 42.7778011)",LU-P-5714,9,,
61401000,Rúa Pedreiras,residential,False,False,7.827,"LINESTRING (-7.4146844 42.7766329, -7.4145927 42.7766535)",,,,
61400970,Rúa Fornos de Atrás,residential,False,False,112.835,"LINESTRING (-7.4146844 42.7766329, -7.4148226 42.7766045, -7.4149346 42.7765746, -7.4152761 42.7764553, -7.4153818 42.7764335, -7.4155167 42.7764289, -7.4160126 42.7764503)",,,,
61401000,Rúa Pedreiras,residential,False,True,181.62300000000002,"LINESTRING (-7.4146844 42.7766329, -7.4145712 42.7765811, -7.4144898 42.7765247, -7.4144793 42.7764686, -7.4145259 42.7762812, -7.4145361 42.7761929, -7.4144888 42.7761185, -7.4144304 42.7760813, -7.4142941 42.7760588, -7.414043 42.7760538, -7.413917 42.7760488, -7.4138062 42.776027, -7.4136784 42.7759991, -7.4132666 42.7758693, -7.4131563 42.7758345)",,,,
"[61400995, 516407661]",Praza Juan María López,"['living_street', 'residential']",False,False,57.932,"LINESTRING (-7.4146101 42.7774085, -7.414613 42.7775895, -7.4146215 42.7778395, -7.4145939 42.7778812, -7.414557 42.7779153)",,,,
514774293,Rúa Maior,living_street,True,False,53.587999999999994,"LINESTRING (-7.4146101 42.7774085, -7.4143506 42.7772857, -7.4141706 42.7772102, -7.4140418 42.777169)",,4,,
514855082,Rúa Pedreiras,living_street,True,False,74.128,"LINESTRING (-7.4140418 42.777169, -7.4141409 42.7770437, -7.4142933 42.776863, -7.414478 42.7766965, -7.4145927 42.7766535)",,,,
"[554001613, 61400997]",Rúa Maior,living_street,True,False,33.381,"LINESTRING (-7.4140418 42.777169, -7.4139601 42.7771465, -7.4139113 42.7771726, -7.4138321 42.7772255, -7.4138177 42.7772352, -7.413715 42.7772992)",,4,,
64941853,Rúa Benigno Quiroga,primary,False,False,61.899,"LINESTRING (-7.4129375 42.7763675, -7.4129726 42.7762793, -7.4131563 42.7758345)",LU-546,,,
"[319916147, 64941862]",Rúa Benigno Quiroga,primary,False,True,92.91,"LINESTRING (-7.4129375 42.7763675, -7.4129083 42.7764297, -7.4127754 42.7767482, -7.4126615 42.7770171, -7.4126177 42.7771688)",LU-546,,,
"[940459235, 218914030]",Rúa do Peregrino,residential,False,True,67.733,"LINESTRING (-7.4116376 42.7757834, -7.4112704 42.7756918, -7.4110737 42.7756607, -7.4109598 42.7756562, -7.4108333 42.7756622)",,,,
"[940459235, 218914030]",Rúa do Peregrino,residential,False,False,67.73299999999999,"LINESTRING (-7.4108333 42.7756622, -7.4109598 42.7756562, -7.4110737 42.7756607, -7.4112704 42.7756918, -7.4116376 42.7757834)",,,,
218914030,Rúa do Peregrino,residential,False,True,40.314,"LINESTRING (-7.4108333 42.7756622, -7.4106212 42.775649, -7.4103446 42.7756124)",,,,
218914034,,residential,False,False,44.027,"LINESTRING (-7.4108333 42.7756622, -7.4108027 42.7756028, -7.4106084 42.7753025)",,,,
