osmid,oneway,lanes,highway,width,reversed,length,geometry,name,ref,maxspeed,junction
1239527303,True,1,tertiary,4,False,11.498000000000001,"LINESTRING (-1.8179467 37.1880692, -1.8179722 37.1880414, -1.8179881 37.1880093, -1.8179934 37.1879751)",,,,
1239527304,True,2,tertiary,4,False,10.843,"LINESTRING (-1.8179467 37.1880692, -1.8179818 37.1880631, -1.8180195 37.1880602, -1.8180681 37.188061)",Avenida del Puerto,,,
96048629,False,,residential,4,False,23.893,"LINESTRING (-1.8207434 37.18525, -1.8210032 37.1853077)",Calle del Mar,,,
845054502,True,,residential,4,False,27.884,"LINESTRING (-1.8207434 37.18525, -1.8204386 37.1851874)",Calle del Mar,,,
"[1239527033, 688382570]",False,2,tertiary,4,True,316.866,"LINESTRING (-1.8197617 37.1856944, -1.8197118 37.185688, -1.8196719 37.1856904, -1.8196405 37.1856936, -1.8196134 37.1856997, -1.8195475 37.1857158, -1.8192643 37.1857941, -1.8189869 37.1858677, -1.8187537 37.1859264, -1.8185862 37.1859693, -1.8185246 37.1859861, -1.8184751 37.1860016, -1.8184339 37.1860186, -1.8183964 37.1860392, -1.8183668 37.1860626, -1.8183427 37.1860847, -1.8183239 37.1861088, -1.8183073 37.186135, -1.8182854 37.1861783, -1.8182374 37.186309, -1.818076 37.1867214, -1.8178081 37.1874217, -1.8177685 37.1875272, -1.8177535 37.1875736, -1.8177426 37.1876148, -1.8177372 37.1876479)",Avenida del Puerto,,,
688382575,False,,residential,4,False,72.413,"LINESTRING (-1.8197617 37.1856944, -1.8195485 37.186277, -1.8195329 37.1863196)",Paseo del Malecón,,,
1094480880,False,,tertiary,4,True,53.096000000000004,"LINESTRING (-1.8197617 37.1856944, -1.8198293 37.1855103, -1.8199242 37.1852348)",Paseo del Malecón,,,
93956812,False,,residential,3,False,47.724,"LINESTRING (-1.8195686 37.1886088, -1.8201016 37.1886713)",,,,
688382565,False,2,tertiary,,True,5.988,"LINESTRING (-1.8195686 37.1886088, -1.8195763 37.1885553)",Carretera de Garrucha,A-1207,50,
427582370,False,2,tertiary,,False,102.685,"LINESTRING (-1.8195686 37.1886088, -1.8195397 37.1887682, -1.8194208 37.1893665, -1.8193914 37.1895214)",Carretera de Garrucha,A-1207,50,
180914979,False,,residential,,False,62.0,"LINESTRING (-1.8237133 37.1818598, -1.8236216 37.1816673, -1.823465 37.1813385)",Avenida de Andalucía,,,
180914979,False,,residential,,True,14.524000000000001,"LINESTRING (-1.8237133 37.1818598, -1.8237485 37.181918, -1.8237876 37.1819762)",Avenida de Andalucía,,,
95071646,True,,residential,,False,70.47800000000001,"LINESTRING (-1.8198298 37.1871262, -1.8199522 37.1871394, -1.8201443 37.1871589, -1.8206199 37.1872002)",Calle del Tenis,,,
688382566,False,2,tertiary,4,False,78.887,"LINESTRING (-1.8198298 37.1871262, -1.8198464 37.187044, -1.819871 37.1869228, -1.8198965 37.1867963, -1.8199455 37.1865817, -1.819964 37.1865049, -1.819986 37.1864279)",Calle Mayor,A-1207,,
688382566,False,2,tertiary,4,True,105.929,"LINESTRING (-1.8198298 37.1871262, -1.819814 37.1872203, -1.8196717 37.1880447, -1.8196673 37.18807)",Calle Mayor,A-1207,,
180914985,True,,residential,,False,85.86100000000002,"LINESTRING (-1.8219769 37.1873034, -1.8220959 37.1869155, -1.8221069 37.1868918, -1.8221578 37.1868045, -1.8221698 37.1867794, -1.822202 37.1866824, -1.8222112 37.1866482, -1.8222136 37.1866165, -1.8222108 37.1865887, -1.822214 37.1865593)",Calle de las Canteras,,,
"[180914992, 180914982]",True,,residential,,False,185.63099999999997,"LINESTRING (-1.8219769 37.1873034, -1.8219616 37.1873543, -1.8219387 37.1874303, -1.8218669 37.1876688, -1.8216144 37.1885074, -1.8215856 37.1885985, -1.8215688 37.1886243, -1.8215545 37.1886316, -1.8215405 37.1886328, -1.821381 37.188571, -1.8212191 37.1885111)","['Avenida del Puerto', 'Calle de Francisca Molina Torres']",,,
180890895,False,2,tertiary,4,True,103.122,"LINESTRING (-1.8199242 37.1852348, -1.8199803 37.1850804, -1.8202414 37.1843425)",Paseo del Malecón,,,
1094480880,False,,tertiary,4,False,53.096000000000004,"LINESTRING (-1.8199242 37.1852348, -1.8198293 37.1855103, -1.8197617 37.1856944)",Paseo del Malecón,,,
1239527398,True,1,tertiary,,False,10.908,"LINESTRING (-1.8195952 37.1881473, -1.8195558 37.1881564, -1.8195202 37.1881727, -1.8194904 37.1881952)",,,,roundabout
180890891,True,,residential,4,False,50.076,"LINESTRING (-1.8192894 37.1869948, -1.8193472 37.1870113, -1.8195493 37.1870636, -1.819748 37.1871107, -1.8198298 37.1871262)",Calle del Tenis,,,
180890896,False,,residential,4,False,10.120999999999999,"LINESTRING (-1.8192894 37.1869948, -1.8192688 37.1870375, -1.8192458 37.1870789)",Paseo del Malecón,,,
97583019,False,2,tertiary,,True,18.584,"LINESTRING (-1.8204386 37.1851874, -1.8203823 37.1853484)",Calle Mayor,A-1207,,
180890903,True,,tertiary,,False,85.208,"LINESTRING (-1.8204386 37.1851874, -1.8205189 37.1849565, -1.820698 37.1844495)",Calle Mayor,A-1207,,
180890895,False,2,tertiary,4,False,62.022,"LINESTRING (-1.8209354 37.1823819, -1.8208837 37.1825274, -1.8207959 37.1827789, -1.820747 37.1829191)",Paseo del Malecón,,,
96197016,False,,residential,3,False,50.926,"LINESTRING (-1.8220166 37.1832312, -1.8214676 37.1830954)",Calle del Poeta Cano Cervantes,,,
96197016,False,,residential,3,True,28.845,"LINESTRING (-1.8220166 37.1832312, -1.8223283 37.1833062)",Calle del Poeta Cano Cervantes,,,
180914987,True,,residential,4,False,57.945,"LINESTRING (-1.8220166 37.1832312, -1.8218865 37.1837419)",Calle de Joaquín Escobar,,,
180915642,True,,residential,,False,29.37,"LINESTRING (-1.8216818 37.1815864, -1.8219999 37.1816608)",Calle de Santo Domingo,,,
180890895,False,2,tertiary,4,False,164.49,"LINESTRING (-1.820747 37.1829191, -1.8206968 37.1830588, -1.8202964 37.1841874, -1.8202414 37.1843425)",Paseo del Malecón,,,
