osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,width,tunnel
18512190,True,3,Passeig d'Isabel II,tertiary,50,False,160.817,"LINESTRING (2.1831923 41.3826029, 2.1831411 41.3825404, 2.1831247 41.3825206, 2.1830845 41.3824724, 2.1827271 41.3820447, 2.1825489 41.3818315, 2.1823503 41.3815965, 2.1823118 41.381551, 2.1822997 41.3815367, 2.182166 41.3813787)",,,
"[293505299, 514849724]",True,3,Pla de Palau,tertiary,30,False,18.786,"LINESTRING (2.1831923 41.3826029, 2.1832755 41.3825599, 2.1833747 41.3825039)",,,
18831579,True,,Carrer d'Avinyó,residential,30,False,64.603,"LINESTRING (2.1758448 41.3816613, 2.1761139 41.3814808, 2.1763974 41.3812795, 2.1764174 41.3812709)",,,
4743459,False,,Carrer de Jaume I,residential,30,False,59.515,"LINESTRING (2.177971 41.3833283, 2.1779851 41.3833399, 2.1781474 41.3834736, 2.1784466 41.3837272)",,,
4743459,False,,Carrer de Jaume I,residential,30,True,73.372,"LINESTRING (2.177971 41.3833283, 2.1776138 41.3830594, 2.1776034 41.3830516, 2.1773603 41.3828765, 2.1773446 41.3828652)",,,
884705757,True,1,Via Laietana,secondary,20,False,21.008,"LINESTRING (2.178734 41.3839602, 2.1789064 41.3838225)",,,
4743459,False,,Carrer de Jaume I,residential,30,True,35.339999999999996,"LINESTRING (2.178734 41.3839602, 2.1786341 41.3838865, 2.1786177 41.3838686, 2.178506 41.3837763, 2.1784466 41.3837272)",,,
281056199,True,,Carrer dels Escudellers,residential,30,False,9.635,"LINESTRING (2.1760378 41.3792706, 2.1761073 41.3793398)",,,
281056199,True,,Carrer dels Escudellers,residential,30,False,44.025,"LINESTRING (2.1761073 41.3793398, 2.17641 41.3796641)",,,
4747017,True,,Passatge d'Escudellers,residential,30,False,85.975,"LINESTRING (2.1761073 41.3793398, 2.1764174 41.3790883, 2.176801 41.3787681)",,,
216972169,False,,Carrer del Vidre,residential,30,True,53.311,"LINESTRING (2.17641 41.3796641, 2.1758921 41.3799449)",,,
18832345,True,,Carrer Nou de Sant Francesc,residential,30,False,80.432,"LINESTRING (2.17641 41.3796641, 2.1767106 41.379459, 2.1769432 41.3792856, 2.1770936 41.3791552)",,,
281056199,True,,Carrer dels Escudellers,residential,30,False,44.805,"LINESTRING (2.17641 41.3796641, 2.1766799 41.3799218, 2.1767507 41.379975)",,,
4750608,False,,Carrer d'Obradors,residential,30,False,82.366,"LINESTRING (2.1767507 41.379975, 2.1774964 41.3794896)",,,
281056199,True,,Carrer dels Escudellers,residential,30,False,50.296,"LINESTRING (2.1767507 41.379975, 2.1770251 41.3802162, 2.1770592 41.3802462, 2.1771052 41.3802693, 2.1771741 41.3802857)",,,
281056199,True,,Carrer dels Escudellers,residential,30,False,29.259,"LINESTRING (2.1777379 41.3804783, 2.1780047 41.3805774, 2.1780254 41.380614)",,,
19915632,True,,Carrer de la Comtessa de Sobradiel,residential,30,False,56.615,"LINESTRING (2.1780254 41.380614, 2.1783123 41.3810754)",,,
18831579,True,,Carrer d'Avinyó,residential,30,False,109.203,"LINESTRING (2.1780254 41.380614, 2.1789029 41.3803704, 2.1792384 41.3802477)",,,
19916069,True,,Carrer del Pas de l'Ensenyança,living_street,30,False,33.769,"LINESTRING (2.1771018 41.3817688, 2.1767998 41.381971)",,,
19916419,True,,Baixada de Sant Miquel,residential,30,False,79.574,"LINESTRING (2.1771018 41.3817688, 2.1770706 41.3817446, 2.1769353 41.3816361, 2.1768178 41.3815591, 2.1767984 41.3815452, 2.1764174 41.3812709)",,,
19915981,True,,Carrer de Cervantes,residential,30,False,65.529,"LINESTRING (2.1775878 41.381445, 2.1773905 41.3811508, 2.1772415 41.3809161)",,,
304069727,True,,Carrer dels Gegants,living_street,30,False,54.232,"LINESTRING (2.1775878 41.381445, 2.177419 41.3815531, 2.1771018 41.3817688)",,,
19915632,True,,Carrer de la Comtessa de Sobradiel,residential,30,False,37.453,"LINESTRING (2.1783123 41.3810754, 2.1784999 41.3813814)",,,
19916059,True,,Carrer de Palau,residential,30,False,73.39699999999999,"LINESTRING (2.1783123 41.3810754, 2.1777775 41.3813154, 2.1775878 41.381445)",,,
236322683,False,,Carrer de la Princesa,residential,30,False,33.241,"LINESTRING (2.1821657 41.386687, 2.1820922 41.3866198, 2.1820736 41.386603, 2.1820472 41.3865829, 2.1820191 41.3865616, 2.1818956 41.3864676)",destination,,
236322684,True,,Carrer del Comerç,living_street,20,False,87.556,"LINESTRING (2.1821657 41.386687, 2.1821992 41.3866473, 2.1824594 41.3863367, 2.1826895 41.3860973, 2.1827506 41.3860337)",,,
4746868,True,,Carrer Ample,residential,30,False,63.557,"LINESTRING (2.1807788 41.3814479, 2.180732 41.3813961, 2.1806375 41.3812882, 2.1803575 41.3809717)",,3,
19918647,True,,Carrer de l'Hostal d'en Sol,residential,30,False,35.504,"LINESTRING (2.1807788 41.3814479, 2.180481 41.3815638, 2.1804176 41.3816118)",,,
4746868,True,,Carrer Ample,residential,30,False,116.889,"LINESTRING (2.1803575 41.3809717, 2.1803346 41.3809342, 2.1801137 41.3805718, 2.179674 41.380057)",,3,
235748487,True,,Carrer Ample,residential,30,False,38.562,"LINESTRING (2.179674 41.380057, 2.179483 41.3797412)",,,
235748487,True,,Carrer Ample,residential,30,False,37.36,"LINESTRING (2.179483 41.3797412, 2.1793569 41.3795105, 2.1793368 41.3794799, 2.1793058 41.3794328)",,,
"[667242704, 667242705, 667242706, 667242707, 4785181]",True,,Carrer d'en Carabassa,residential,30,False,126.12700000000001,"LINESTRING (2.179483 41.3797412, 2.1788879 41.3799832, 2.1788059 41.3800165, 2.1783946 41.3801862, 2.1783777 41.3801931, 2.1781568 41.3802856)",,,building_passage
235748487,True,,Carrer Ample,residential,30,False,42.683,"LINESTRING (2.1793058 41.3794328, 2.1790621 41.3790953)",,,
4747018,True,,Carrer d'en Serra,residential,30,False,143.313,"LINESTRING (2.1793058 41.3794328, 2.1787401 41.3796947, 2.1783983 41.379882, 2.1778818 41.3801523)",,,
235748487,True,,Carrer Ample,residential,30,False,59.443,"LINESTRING (2.1790621 41.3790953, 2.1790326 41.3790542, 2.1788808 41.378843, 2.178735 41.3786205)",,,
"[423232177, 68506238]",True,1,Via Laietana,secondary,20,False,56.123,"LINESTRING (2.1816997 41.3817424, 2.1817713 41.3816903, 2.1818208 41.3816512, 2.1818477 41.38163, 2.181887 41.381599, 2.1819905 41.3815172, 2.182166 41.3813787)",,,
"[19919810, 882072069]",True,,Carrer del Consolat de Mar,"['living_street', 'residential']","['20', '30']",False,149.20800000000003,"LINESTRING (2.1816997 41.3817424, 2.1817538 41.3818138, 2.1817928 41.381857, 2.1818071 41.3818749, 2.1819527 41.3820538, 2.1821948 41.382348, 2.1822952 41.3824324, 2.1825629 41.3827526, 2.1825835 41.3827773, 2.1826118 41.3828106, 2.1826631 41.3828709)",,,
"[882072066, 22416835, 4747012]",True,,"['Carrer de Joan Massana', 'Carrer de la Nau']","['living_street', 'residential']","['20', '30']",False,152.395,"LINESTRING (2.1809128 41.3823136, 2.1809648 41.3823863, 2.1809713 41.3823983, 2.1811688 41.3826715, 2.1810817 41.3827484, 2.1807433 41.3830024, 2.1805547 41.3831246, 2.1802443 41.3832341, 2.1801721 41.3832596)",,,
237725967,True,1,Via Laietana,secondary,20,False,91.34800000000001,"LINESTRING (2.1809128 41.3823136, 2.181037 41.3822243, 2.1812393 41.3820789, 2.1816997 41.3817424)",,,
423232178,True,1,Via Laietana,secondary,20,False,107.48300000000002,"LINESTRING (2.179998 41.3829942, 2.1800491 41.3829549, 2.1800928 41.3829214, 2.1802395 41.3828126, 2.180702 41.3824699, 2.1807919 41.3824032, 2.1808134 41.3823873, 2.1809128 41.3823136)",,,
"[245214529, 22416746, 882072067, 245214530]",True,,Carrer d'Àngel J. Baixeras,"['residential', 'living_street']","['20', '30']",False,88.922,"LINESTRING (2.1804176 41.3816118, 2.1804153 41.3816483, 2.1804821 41.3817515, 2.1805095 41.3817883, 2.1806423 41.381968, 2.1808379 41.3822198, 2.1808636 41.3822517, 2.1809128 41.3823136)",,,building_passage
19914923,True,,Carrer del Regomir,residential,30,False,31.699,"LINESTRING (2.1800189 41.381101, 2.1803575 41.3809717)",,,
