osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,junction
259999182,residential,False,True,179.327,"LINESTRING (-8.8125645 42.6481561, -8.8125704 42.6481239, -8.8125603 42.6480837, -8.8123224 42.647865, -8.8118268 42.6474313, -8.8116712 42.6472695, -8.8112887 42.6468628)",,,,,
361858388,tertiary,False,False,49.41,"LINESTRING (-8.8125645 42.6481561, -8.8126655 42.6481969, -8.8130729 42.6483957)",2,DP-3301,Rúa Fincheira,,
1195119319,tertiary,False,True,85.778,"LINESTRING (-8.8125645 42.6481561, -8.8124791 42.648139, -8.8123851 42.6481356, -8.8122192 42.6481369, -8.81205 42.6481534, -8.8117738 42.6482107, -8.8115458 42.6482717)",2,DP-3301,,,
175207156,residential,False,True,16.68,"LINESTRING (-8.8196368 42.6513576, -8.8195623 42.6513496, -8.8194346 42.651338)",,,,,
361858415,residential,False,False,106.39599999999999,"LINESTRING (-8.8196368 42.6513576, -8.819699 42.6512439, -8.8198978 42.6507628, -8.8200355 42.6504472)",2,,Paseo da Ribeira,,
"[361858378, 285156655, 361858415]",residential,False,True,305.93700000000007,"LINESTRING (-8.8196368 42.6513576, -8.819505 42.6516667, -8.8194601 42.6517772, -8.8193761 42.651981, -8.8193608 42.652013, -8.8192937 42.6521538, -8.819103 42.6525769, -8.8188106 42.6532257, -8.8187554 42.6533196, -8.8187108 42.653371, -8.8186659 42.6534084, -8.8186111 42.6534451, -8.8185369 42.6534608, -8.8184859 42.6534611, -8.8184105 42.6534488, -8.8181294 42.6532701, -8.8180874 42.6532434, -8.818027 42.6532129)",2,,"['Paseo da Ribeira', 'Rúa Setefogas', 'Paseo de Manuel Antonio']",,
361858385,tertiary,False,False,114.98899999999999,"LINESTRING (-8.8166845 42.6505208, -8.8166605 42.650601, -8.8166098 42.6506674, -8.8164429 42.6508594, -8.8162907 42.6510345, -8.8160513 42.6513098, -8.8159683 42.6514053)",2,DP-3301,Rúa Arcos Moldes,,
361858392,tertiary,False,True,27.759,"LINESTRING (-8.8166845 42.6505208, -8.816664 42.6504318, -8.8165948 42.6503408, -8.8165466 42.6502986)",2,DP-3301,Rúa do Hospital,,
361858388,tertiary,False,False,51.207,"LINESTRING (-8.8158302 42.6496434, -8.8158799 42.6496854, -8.8162409 42.649991)",2,DP-3301,Rúa Fincheira,,
361858388,tertiary,False,True,101.36300000000001,"LINESTRING (-8.8158302 42.6496434, -8.8156025 42.6494703, -8.8153545 42.6493438, -8.8150363 42.6491992, -8.8149484 42.6491593, -8.8148346 42.649109)",2,DP-3301,Rúa Fincheira,,
361858389,residential,False,True,38.169,"LINESTRING (-8.8158302 42.6496434, -8.815882 42.6495804, -8.8159118 42.6494967, -8.816149 42.6495523)",,,Rúa Río de Sima,,
361858392,tertiary,False,False,6.465,"LINESTRING (-8.8162409 42.649991, -8.8162896 42.6500368)",2,DP-3301,Rúa do Hospital,,
175207132,residential,True,False,215.312,"LINESTRING (-8.8162409 42.649991, -8.8161861 42.6500259, -8.8158697 42.6502273, -8.8156596 42.6502064, -8.8153608 42.6501766, -8.8151251 42.6501531, -8.8149212 42.650115, -8.8148338 42.6500987, -8.8147512 42.6500833, -8.813878 42.6498898, -8.8137893 42.6498702)",,,Rúa Roxelio Pérez Roxelius,,
361858388,tertiary,False,True,51.207,"LINESTRING (-8.8162409 42.649991, -8.8158799 42.6496854, -8.8158302 42.6496434)",2,DP-3301,Rúa Fincheira,,
190818039,tertiary,False,False,109.688,"LINESTRING (-8.8166539 42.6525688, -8.8165396 42.6525008, -8.8161129 42.6521234, -8.8158794 42.6519095, -8.8158345 42.6518363, -8.8158159 42.6518064)",2,DP-3301,Rúa Rosalía de Castro,,
190818039,tertiary,False,True,133.305,"LINESTRING (-8.8166539 42.6525688, -8.8167816 42.652627, -8.8170052 42.6527311, -8.8176242 42.6530252, -8.8176426 42.6530338, -8.8176576 42.6530408, -8.817903 42.6531665, -8.8179336 42.6531822, -8.818027 42.6532129)",2,DP-3301,Rúa Rosalía de Castro,,
361858388,tertiary,False,False,10.02,"LINESTRING (-8.8130729 42.6483957, -8.813175 42.6484455)",2,DP-3301,Rúa Fincheira,,
361858388,tertiary,False,True,49.41,"LINESTRING (-8.8130729 42.6483957, -8.8126655 42.6481969, -8.8125645 42.6481561)",2,DP-3301,Rúa Fincheira,,
517887364,residential,False,True,302.51700000000005,"LINESTRING (-8.8130729 42.6483957, -8.8128291 42.648714, -8.8125952 42.6489144, -8.8123117 42.6490566, -8.8119576 42.6494196, -8.811812 42.6497724, -8.8117102 42.6499618, -8.811655 42.6500968, -8.811784 42.6501689, -8.8121205 42.6502946, -8.8124297 42.6504612)",,,Rúa Cruceiro,,
24004869,residential,False,True,87.911,"LINESTRING (-8.8140949 42.6465391, -8.8140857 42.6466171, -8.8140572 42.6468589, -8.8140294 42.6471367, -8.8139496 42.6473185)",,,O Xogo dos Bolos,,
175211885,residential,False,True,89.55499999999999,"LINESTRING (-8.8140949 42.6465391, -8.8136313 42.6462551, -8.813602 42.6462168, -8.8135331 42.6461267, -8.8135221 42.645988, -8.8135177 42.6459334, -8.8135037 42.6459155)",,,Rúa Tanxil,,
517887366,residential,False,True,169.9,"LINESTRING (-8.8140949 42.6465391, -8.8147436 42.6467075, -8.8152462 42.6467968, -8.8156135 42.6468694, -8.8160554 42.6470285)",,,Rúa Tanxil,,
175211868,residential,False,False,12.133,"LINESTRING (-8.8173663 42.6475341, -8.8172266 42.6475708)",,,Estrada de Tanxil,,
175211868,residential,False,True,46.24,"LINESTRING (-8.8173663 42.6475341, -8.8179043 42.6474063)",,,Estrada de Tanxil,,
"[361858417, 175207134]",residential,False,False,199.729,"LINESTRING (-8.8173663 42.6475341, -8.8173459 42.6474957, -8.8178508 42.6463135, -8.8185355 42.646202)",,,"['Rúa da Pedra da Vixía', 'Rúa Punta Fincheira']",,
7661235,tertiary,False,False,62.184,"LINESTRING (-8.8148236 42.6523516, -8.8145242 42.6525425, -8.8143716 42.6526341, -8.8142261 42.6526946)",,,Rúa Arcos Moldes,50,
7661235,tertiary,False,True,97.747,"LINESTRING (-8.8148236 42.6523516, -8.8153193 42.6520141, -8.8154522 42.6519237, -8.8156572 42.6517841, -8.8157076 42.6517611)",,,Rúa Arcos Moldes,50,
517887368,residential,False,True,5.101,"LINESTRING (-8.8194346 42.651338, -8.8193729 42.6513313)",,,,,
175207156,residential,False,False,16.68,"LINESTRING (-8.8194346 42.651338, -8.8195623 42.6513496, -8.8196368 42.6513576)",,,,,
175207156,residential,False,True,50.963,"LINESTRING (-8.8194346 42.651338, -8.8194304 42.6512423, -8.8194975 42.6508831)",,,,,
175207156,residential,False,False,21.265,"LINESTRING (-8.8195782 42.6507013, -8.8194975 42.6508831)",,,,,
