osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,access,bridge,width
348243825,C-55,primary,40,roundabout,True,False,61.813,"LINESTRING (1.8087067 41.7388198, 1.8087009 41.7386876, 1.8087385 41.7385855, 1.8088103 41.7384941, 1.8089113 41.7384198, 1.8090348 41.7383675)",,,,,
151907503,C-55,primary,90,,True,False,114.325,"LINESTRING (1.8090423 41.7391201, 1.8089059 41.7392627, 1.8087433 41.7394658, 1.8086174 41.739643, 1.8083841 41.7400206)",Eix del Cardener,,,,
333227340,C-55,primary,40,roundabout,True,False,13.985,"LINESTRING (1.8090423 41.7391201, 1.808971 41.7390913, 1.8089024 41.7390508)",,,,,
348243821,C-55,primary,40,roundabout,True,False,43.943,"LINESTRING (1.8095508 41.7390734, 1.8094334 41.7391203, 1.8092318 41.7391444, 1.8090423 41.7391201)",,2,,,
333266573,C-55,primary,40,roundabout,True,False,30.724,"LINESTRING (1.8089024 41.7390508, 1.8087885 41.7389544, 1.8087067 41.7388198)",,2,,,
305942525,C-55,primary,40,roundabout,True,False,32.736000000000004,"LINESTRING (1.8090348 41.7383675, 1.8091882 41.7383397, 1.8094236 41.738358)",,2,,,
151907503,C-55,primary,90,,True,False,170.219,"LINESTRING (1.8083841 41.7400206, 1.8082387 41.7404176, 1.8081906 41.7408713, 1.8082074 41.7410669, 1.8082126 41.7411265, 1.8082259 41.7412811, 1.8082763 41.7415318)",Eix del Cardener,,,,
333266570,C-55,primary,40,roundabout,True,False,12.784,"LINESTRING (1.8094236 41.738358, 1.8095604 41.7384109)",,2,,,
45080529,,tertiary,30,,False,False,47.579,"LINESTRING (1.8048848 41.7387678, 1.8047355 41.7387528, 1.8047116 41.7387504, 1.8043165 41.7387107)",carrer de Collbaix,,,,
150543991,,tertiary,,,False,True,103.348,"LINESTRING (1.8048848 41.7387678, 1.8049229 41.7386003, 1.8049283 41.7385764, 1.8050678 41.7379417, 1.8050878 41.7378508)",carrer de Manresa,,,,
214456656,,tertiary,30,,False,False,48.952,"LINESTRING (1.8048848 41.7387678, 1.8048572 41.7388816, 1.8048527 41.7389001, 1.8047844 41.7392016)",carrer de Manresa,,,,
