osmid,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,name
28332112,residential,,True,False,76.869,"LINESTRING (-3.5339182 40.3524193, -3.5334268 40.3519321, -3.5333615 40.3518736)",,,Calle de Ana María Matute
197955191,residential,,False,True,191.13499999999996,"LINESTRING (-3.5339182 40.3524193, -3.5340013 40.3523728, -3.5356289 40.3514621, -3.5356498 40.3514549, -3.5356764 40.3514404, -3.5357382 40.3514046)",,,Calle de Ángel González
28332112,residential,,True,False,77.91,"LINESTRING (-3.5344429 40.3529944, -3.5343972 40.3529368, -3.5339726 40.352483, -3.5339182 40.3524193)",,,Calle de Ana María Matute
32683582,residential,,True,False,190.268,"LINESTRING (-3.5344429 40.3529944, -3.5345794 40.3529312, -3.5362547 40.3521502, -3.5362885 40.3521349, -3.5363587 40.352102)",,,Calle de María Zambrano
195391568,residential,,True,False,180.047,"LINESTRING (-3.5327697 40.3513377, -3.5328289 40.3512974, -3.5341174 40.3503479, -3.5341882 40.3502957, -3.5342146 40.3502772, -3.5342534 40.3502462, -3.534269 40.3502344, -3.5343001 40.3502148)",,,Calle de Jorge Guillén
195391578,residential,,True,False,65.58500000000001,"LINESTRING (-3.5322146 40.3509267, -3.5322807 40.3509755, -3.5327697 40.3513377)",,,Calle de Ana María Matute
195391580,residential,,True,False,82.154,"LINESTRING (-3.5322146 40.3509267, -3.5316363 40.3513519, -3.5315578 40.3514064, -3.5315338 40.3514259, -3.5315174 40.3514399)",,,Calle de Mario Vargas Llosa
28344735,residential,,False,False,85.97999999999999,"LINESTRING (-3.5345289 40.354484, -3.5345371 40.3544806, -3.5354011 40.3540889)",4,,Calle de José Saramago
32646501,tertiary,roundabout,True,False,14.051,"LINESTRING (-3.5345289 40.354484, -3.5345031 40.3544592, -3.5344697 40.3544406, -3.5344309 40.3544293, -3.5343897 40.3544263)",1,30,
28344735,residential,,False,True,59.028,"LINESTRING (-3.536886 40.3533694, -3.536301 40.3536576)",4,,Calle de José Saramago
28344738,residential,,True,False,240.67999999999998,"LINESTRING (-3.5332659 40.3532544, -3.5331807 40.3532913, -3.5309773 40.3543037, -3.530901 40.3543349, -3.5308241 40.3543583)",,,Calle del Geranio
410941764,tertiary,,True,False,161.125,"LINESTRING (-3.5332659 40.3532544, -3.5335862 40.3536385, -3.5341911 40.3543989, -3.5342136 40.3544265, -3.5342539 40.3544849, -3.5342578 40.3544904)",1,30,Avenida de Pablo Iglesias
28344730,residential,,True,False,96.491,"LINESTRING (-3.5308241 40.3543583, -3.5307785 40.3543081, -3.5303378 40.3538516, -3.5302667 40.3537905, -3.5301318 40.3536701)",,,Calle de la Dalia
28332107,residential,roundabout,True,False,2.713,"LINESTRING (-3.5345205 40.3501085, -3.5345155 40.3500844)",2,,
32683157,tertiary,,True,False,34.367,"LINESTRING (-3.5310361 40.351316, -3.5311747 40.351408, -3.5312386 40.3514505, -3.5312928 40.3514874, -3.5313161 40.3515049, -3.531337 40.3515229)",1,30,Avenida de Pablo Iglesias
32646420,residential,,True,False,94.864,"LINESTRING (-3.5281825 40.3533991, -3.528991 40.352809)",,,Calle de la Primavera
960201709,residential,,False,False,35.002,"LINESTRING (-3.5281825 40.3533991, -3.5284902 40.3536091)",,,Calle de la Petunia
195391567,residential,,False,True,97.006,"LINESTRING (-3.5284902 40.3536091, -3.5293302 40.3530164)",,,Calle del Pensamiento
960201709,residential,,False,True,35.002,"LINESTRING (-3.5284902 40.3536091, -3.5281825 40.3533991)",,,Calle de la Petunia
960201708,residential,,False,False,65.124,"LINESTRING (-3.5284902 40.3536091, -3.5281419 40.35389, -3.5281117 40.3539142, -3.5279842 40.3540164, -3.5279618 40.3540344)",,,Calle del Pensamiento
28332121,residential,,True,False,105.903,"LINESTRING (-3.5275756 40.3500284, -3.5269757 40.3508639)",,,Calle del Orégano
32646445,residential,,False,False,316.028,"LINESTRING (-3.5275756 40.3500284, -3.5289894 40.3506112, -3.529615 40.350913, -3.5301911 40.3512522, -3.5307123 40.3515527)",,,Calle del Tulipán
32646420,residential,,True,False,38.025999999999996,"LINESTRING (-3.5307123 40.3515527, -3.5309685 40.3513684, -3.5310361 40.351316)",,,Calle de la Primavera
32646445,residential,,False,True,316.028,"LINESTRING (-3.5307123 40.3515527, -3.5301911 40.3512522, -3.529615 40.350913, -3.5289894 40.3506112, -3.5275756 40.3500284)",,,Calle del Tulipán
195391578,residential,,True,False,73.653,"LINESTRING (-3.5315582 40.3504926, -3.5316401 40.350544, -3.5321422 40.3508769, -3.5322146 40.3509267)",,,Calle de Ana María Matute
197955197,residential,,False,True,189.86599999999999,"LINESTRING (-3.5315582 40.3504926, -3.5316158 40.3504381, -3.5329263 40.3492286, -3.5329357 40.3492203, -3.5329812 40.3491738)",,,Calle de Dulce María Loynaz
32646471,tertiary,,True,False,37.726,"LINESTRING (-3.5362611 40.3568084, -3.5360324 40.3565173)",1,30,Avenida de Pablo Iglesias
895212324,tertiary,roundabout,True,False,13.345,"LINESTRING (-3.5345329 40.3545994, -3.5345491 40.3545613, -3.5345477 40.3545213, -3.5345289 40.354484)",1,30,
90056287,tertiary,,True,False,135.011,"LINESTRING (-3.5343897 40.3544263, -3.5343857 40.354422, -3.534345 40.3543658, -3.5343223 40.3543372, -3.5337215 40.3535803, -3.5335676 40.3533863)",1,30,Avenida de Pablo Iglesias
892420507,tertiary,roundabout,True,False,13.83,"LINESTRING (-3.5343897 40.3544263, -3.5343427 40.3544332, -3.5343007 40.3544508, -3.534275 40.3544735, -3.5342578 40.3544904)",1,30,
195391568,residential,,True,False,84.854,"LINESTRING (-3.532023 40.3518456, -3.5320434 40.3518334, -3.5320667 40.3518214, -3.5321586 40.3517521, -3.5327697 40.3513377)",,,Calle de Jorge Guillén
1126378552,tertiary,roundabout,True,False,63.54899999999999,"LINESTRING (-3.532023 40.3518456, -3.5319746 40.3517745, -3.5319041 40.3516838, -3.5317826 40.3515768, -3.5316815 40.3515165, -3.5315174 40.3514399)",1,30,
1176164241,tertiary,roundabout,True,False,5.157,"LINESTRING (-3.5315174 40.3514399, -3.531457 40.3514342)",1,30,
551061856,tertiary,,True,False,11.791,"LINESTRING (-3.5313344 40.3576432, -3.531341 40.3576226, -3.5313377 40.3576015, -3.5313251 40.3575826, -3.5313047 40.3575682, -3.531279 40.3575601)",,,Avenida de Ramón y Cajal
238171111,residential,,False,True,48.644,"LINESTRING (-3.530886 40.3580218, -3.5311545 40.357693, -3.5312021 40.3576583)",,,Calle de los Eucaliptos
1239432672,tertiary,roundabout,True,False,26.499999999999996,"LINESTRING (-3.5300483 40.3566794, -3.5301166 40.3567084, -3.5301916 40.3567252, -3.5302696 40.3567288, -3.5303468 40.3567191)",,,
32683151,tertiary,,True,False,254.139,"LINESTRING (-3.5302024 40.35619, -3.5301678 40.3561637, -3.5301193 40.3561289, -3.5299761 40.3560031, -3.5298199 40.3558286, -3.5296565 40.35562, -3.529372 40.3552653, -3.5291691 40.3550442, -3.5289051 40.3547731, -3.5285391 40.3544637, -3.5284433 40.3543819, -3.5284308 40.3543692, -3.5284216 40.3543599)",,,Avenida de Ramón y Cajal
1240186068,tertiary,roundabout,True,False,24.612000000000002,"LINESTRING (-3.5302024 40.35619, -3.5300586 40.3562404, -3.5299642 40.3563109)",,,
1239432673,tertiary,roundabout,True,False,21.493000000000002,"LINESTRING (-3.5299642 40.3563109, -3.5299248 40.3563679, -3.5299046 40.3564305, -3.5299046 40.3564949)",,,
1240186073,tertiary,roundabout,True,False,24.473,"LINESTRING (-3.5299046 40.3564949, -3.5299287 40.3565646, -3.5299764 40.3566269, -3.5300483 40.3566794)",,,
583509730,tertiary,,True,False,24.68,"LINESTRING (-3.5305873 40.3563874, -3.5306188 40.3563561, -3.5306496 40.3563256, -3.5307764 40.3562188)",1,30,Calle de José Saramago
1240186074,tertiary,roundabout,True,False,18.607,"LINESTRING (-3.5305873 40.3563874, -3.5305594 40.3563358, -3.5305181 40.3562898, -3.530465 40.3562514)",,,
1240186072,tertiary,roundabout,True,False,23.622999999999998,"LINESTRING (-3.5305559 40.3565942, -3.5305992 40.3564932, -3.5305873 40.3563874)",,,
35607637,tertiary,,True,False,248.66100000000003,"LINESTRING (-3.5343914 40.3546636, -3.5344115 40.3546797, -3.534861 40.3552573, -3.5355784 40.3561695, -3.5358416 40.3564955, -3.5359031 40.3565796)",1,30,Avenida de Pablo Iglesias
892420508,tertiary,roundabout,True,False,14.578,"LINESTRING (-3.5343914 40.3546636, -3.534455 40.3546536, -3.5345002 40.3546317, -3.5345329 40.3545994)",1,30,
28331706,tertiary,,False,False,107.427,"LINESTRING (-3.5331692 40.3551074, -3.5330621 40.3551534, -3.5320745 40.3555947)",2,30,Calle de José Saramago
28331706,tertiary,,False,True,108.196,"LINESTRING (-3.5331692 40.3551074, -3.534254 40.3546181, -3.5342681 40.3546119)",2,30,Calle de José Saramago
32683158,residential,,False,False,48.231,"LINESTRING (-3.5331692 40.3551074, -3.5332506 40.3552153, -3.5334532 40.3554833)",,,Plaza de la Lavanda
32683158,residential,,False,False,129.496,"LINESTRING (-3.5334532 40.3554833, -3.5334145 40.3555019, -3.5333824 40.3555313, -3.5333699 40.3555698, -3.533371 40.3556138, -3.5333901 40.3556593, -3.5335281 40.3558306, -3.5335622 40.3558517, -3.53361 40.3558675, -3.533675 40.3558696, -3.5337408 40.3558585, -3.5337899 40.3558282, -3.5338238 40.3557885, -3.5338244 40.3557518, -3.5338155 40.3557156, -3.5336783 40.3555257, -3.5336328 40.3554876, -3.5335821 40.3554646, -3.5335391 40.3554629, -3.5334948 40.3554666, -3.5334532 40.3554833)",,,Plaza de la Lavanda
32683158,residential,,False,True,129.496,"LINESTRING (-3.5334532 40.3554833, -3.5334948 40.3554666, -3.5335391 40.3554629, -3.5335821 40.3554646, -3.5336328 40.3554876, -3.5336783 40.3555257, -3.5338155 40.3557156, -3.5338244 40.3557518, -3.5338238 40.3557885, -3.5337899 40.3558282, -3.5337408 40.3558585, -3.533675 40.3558696, -3.53361 40.3558675, -3.5335622 40.3558517, -3.5335281 40.3558306, -3.5333901 40.3556593, -3.533371 40.3556138, -3.5333699 40.3555698, -3.5333824 40.3555313, -3.5334145 40.3555019, -3.5334532 40.3554833)",,,Plaza de la Lavanda
32683158,residential,,False,True,48.231,"LINESTRING (-3.5334532 40.3554833, -3.5332506 40.3552153, -3.5331692 40.3551074)",,,Plaza de la Lavanda
32683159,residential,,False,False,50.331,"LINESTRING (-3.5320745 40.3555947, -3.5323793 40.3559832)",,,Plaza de la Malva
28331706,tertiary,,False,False,19.249000000000002,"LINESTRING (-3.5320745 40.3555947, -3.5319931 40.3556317, -3.5318788 40.3556826)",2,30,Calle de José Saramago
28331706,tertiary,,False,True,107.427,"LINESTRING (-3.5320745 40.3555947, -3.5330621 40.3551534, -3.5331692 40.3551074)",2,30,Calle de José Saramago
32683159,residential,,False,True,50.331,"LINESTRING (-3.5323793 40.3559832, -3.5320745 40.3555947)",,,Plaza de la Malva
32683159,residential,,False,False,130.803,"LINESTRING (-3.5323793 40.3559832, -3.532263 40.3560372, -3.5322285 40.3560725, -3.5322184 40.3561115, -3.5322245 40.3561625, -3.5322432 40.3562129, -3.5322894 40.3562528, -3.5323458 40.3562791, -3.5324112 40.3562884, -3.5324805 40.356286, -3.532694 40.3561851, -3.5327229 40.3561427, -3.5327383 40.3560951, -3.5327306 40.3560474, -3.5327103 40.3560035, -3.5326754 40.3559605, -3.5326218 40.355938, -3.5325609 40.3559308, -3.5324962 40.3559343, -3.5323793 40.3559832)",,,Plaza de la Malva
32683159,residential,,False,True,130.80300000000003,"LINESTRING (-3.5323793 40.3559832, -3.5324962 40.3559343, -3.5325609 40.3559308, -3.5326218 40.355938, -3.5326754 40.3559605, -3.5327103 40.3560035, -3.5327306 40.3560474, -3.5327383 40.3560951, -3.5327229 40.3561427, -3.532694 40.3561851, -3.5324805 40.356286, -3.5324112 40.3562884, -3.5323458 40.3562791, -3.5322894 40.3562528, -3.5322432 40.3562129, -3.5322245 40.3561625, -3.5322184 40.3561115, -3.5322285 40.3560725, -3.532263 40.3560372, -3.5323793 40.3559832)",,,Plaza de la Malva
32683208,residential,,True,False,294.106,"LINESTRING (-3.5266923 40.3534597, -3.5266263 40.3535498, -3.5253451 40.3558176, -3.5253083 40.3558847)",,,Calle del Haya
"[892792475, 41852973]",tertiary,,True,False,127.41900000000001,"LINESTRING (-3.5266923 40.3534597, -3.5267688 40.353493, -3.5274339 40.3538308, -3.5277312 40.3540004, -3.5278504 40.3540818, -3.527864 40.3540911, -3.5279089 40.3541286)",,,Avenida de Ramón y Cajal
195391578,residential,,True,False,72.985,"LINESTRING (-3.5294459 40.3493977, -3.5295258 40.3494306, -3.5301884 40.3497302)",,,Calle de Ana María Matute
197955190,residential,,True,False,86.359,"LINESTRING (-3.5294459 40.3493977, -3.5291571 40.3498064, -3.5290235 40.3499954, -3.5289637 40.3500819)",,,Calle de Francisco Ayala
195391578,residential,,True,False,72.098,"LINESTRING (-3.5301884 40.3497302, -3.5308432 40.3500554, -3.5309005 40.350085)",,,Calle de Ana María Matute
195391578,residential,,True,False,71.837,"LINESTRING (-3.5309005 40.350085, -3.5315582 40.3504926)",,,Calle de Ana María Matute
157227381,residential,,True,False,93.551,"LINESTRING (-3.5329812 40.3491738, -3.5333435 40.349413, -3.5336407 40.34962, -3.5337255 40.3496807, -3.5337388 40.349691, -3.533773 40.3497517)",1,30,Avenida de José Hierro
197955197,residential,,False,False,189.866,"LINESTRING (-3.5329812 40.3491738, -3.5329357 40.3492203, -3.5329263 40.3492286, -3.5316158 40.3504381, -3.5315582 40.3504926)",,,Calle de Dulce María Loynaz
1239432702,residential,roundabout,True,False,2.502,"LINESTRING (-3.533773 40.3497517, -3.533773 40.3497742)",2,,
1239432705,residential,roundabout,True,False,4.69,"LINESTRING (-3.5343001 40.3502148, -3.5343553 40.3502118)",2,,
32683582,residential,,True,False,86.033,"LINESTRING (-3.5335676 40.3533863, -3.5340261 40.353175, -3.5344429 40.3529944)",,,Calle de María Zambrano
90056287,tertiary,,True,False,213.69400000000002,"LINESTRING (-3.5335676 40.3533863, -3.5332275 40.3530013, -3.5328792 40.3526369, -3.5327696 40.3525386, -3.5324981 40.3522876, -3.5321361 40.3519694, -3.5320697 40.3519104, -3.5320498 40.3518899, -3.5320276 40.3518673)",1,30,Avenida de Pablo Iglesias
28344735,residential,,False,False,90.082,"LINESTRING (-3.5354011 40.3540889, -3.536301 40.3536576)",4,,Calle de José Saramago
28344735,residential,,False,True,85.97999999999999,"LINESTRING (-3.5354011 40.3540889, -3.5345371 40.3544806, -3.5345289 40.354484)",4,,Calle de José Saramago
32683583,residential,,True,False,259.168,"LINESTRING (-3.5354011 40.3540889, -3.5369513 40.3560428, -3.536965 40.3560583, -3.536984 40.3560832)",,30,Calle de la Camelia
32683584,residential,,True,False,93.977,"LINESTRING (-3.536984 40.3560832, -3.5360324 40.3565173)",,30,Calle de la Azalea
32646471,tertiary,,True,False,248.252,"LINESTRING (-3.5360324 40.3565173, -3.5359603 40.3564327, -3.5345438 40.3546134, -3.5345329 40.3545994)",1,30,Avenida de Pablo Iglesias
31234342,residential,,True,False,272.984,"LINESTRING (-3.53647 40.3520585, -3.5364149 40.3519944, -3.5358505 40.3513471, -3.5355217 40.3510231, -3.5351785 40.3507009, -3.5346466 40.3502335, -3.5345827 40.3501762, -3.5345737 40.3501686, -3.5345205 40.3501085)",1,30,Avenida de José Hierro
32683157,tertiary,,True,False,32.862,"LINESTRING (-3.5274109 40.3496239, -3.5274785 40.3496323, -3.5275225 40.3496384, -3.5276058 40.3496563, -3.5277755 40.349718)",1,30,Avenida de Pablo Iglesias
1239432695,tertiary,roundabout,True,False,24.34,"LINESTRING (-3.5274109 40.3496239, -3.5274402 40.3496076, -3.5274663 40.3495878, -3.5274893 40.3495664, -3.5275139 40.349533, -3.5275315 40.349488, -3.5275363 40.3494628, -3.5275359 40.349438)",,,
1239432685,tertiary,roundabout,True,False,4.99,"LINESTRING (-3.5275359 40.349438, -3.5275297 40.3494172, -3.5275215 40.3493945)",,,
41427077,tertiary,roundabout,True,False,20.673,"LINESTRING (-3.5275215 40.3493945, -3.5274983 40.3493567, -3.5274705 40.3493283, -3.527439 40.3493059, -3.5273978 40.3492858, -3.5273505 40.3492719)",,,
90056156,tertiary,,True,False,25.416,"LINESTRING (-3.5275215 40.3493945, -3.5275371 40.3493432, -3.5275542 40.3493023, -3.5276108 40.3491765)",,,Calle de Jovellanos
1239432690,tertiary,roundabout,True,False,16.452,"LINESTRING (-3.5273505 40.3492719, -3.527288 40.3492651, -3.5272249 40.3492704, -3.527162 40.3492891)",,,
1239432694,tertiary,roundabout,True,False,26.198999999999998,"LINESTRING (-3.527162 40.3492891, -3.5271099 40.3493185, -3.5270751 40.3493503, -3.5270543 40.3493792, -3.527039 40.3494147, -3.5270333 40.3494465, -3.5270366 40.3494888)",,,
1239432677,tertiary,roundabout,True,False,10.993,"LINESTRING (-3.5270366 40.3494888, -3.5270453 40.3495155, -3.5270639 40.3495483, -3.5270901 40.3495778)",,,
1240186077,tertiary,roundabout,True,False,8.951,"LINESTRING (-3.5252252 40.3527068, -3.5252331 40.352667, -3.5252253 40.3526272)",,,
41445112,tertiary,,True,False,54.56,"LINESTRING (-3.5252253 40.3526272, -3.5252323 40.352552, -3.5252337 40.3525379, -3.5252484 40.3524881, -3.5252835 40.3524349, -3.5254586 40.3521768)",,,Calle de Jovellanos
1240186078,tertiary,roundabout,True,False,7.219,"LINESTRING (-3.5273301 40.3496444, -3.5273872 40.3496307, -3.5274109 40.3496239)",,,
32646425,residential,,True,False,45.723,"LINESTRING (-3.5254586 40.3521768, -3.525933 40.3523727)",,,Calle de la Petunia
41445112,tertiary,,True,False,324.29600000000005,"LINESTRING (-3.5254586 40.3521768, -3.5259154 40.35152, -3.5264345 40.350787, -3.526786 40.3502884, -3.5269803 40.3500092, -3.5270428 40.3499227, -3.5271173 40.3498161, -3.5271558 40.3497697, -3.5271967 40.349729, -3.5272508 40.3496903, -3.5272747 40.3496765, -3.5273301 40.3496444)",,,Calle de Jovellanos
41427078,tertiary,,True,False,251.32199999999997,"LINESTRING (-3.5270901 40.3495778, -3.5270953 40.349615, -3.527096 40.3496393, -3.5270965 40.3496853, -3.5270815 40.3497394, -3.5270481 40.3497966, -3.5269661 40.3499128, -3.5269081 40.3499881, -3.5267135 40.3502596, -3.5263548 40.350762, -3.5258477 40.3514909, -3.525781 40.3515873)",,,Calle de Jovellanos
1239432699,tertiary,roundabout,True,False,22.637999999999998,"LINESTRING (-3.5270901 40.3495778, -3.5271495 40.3496179, -3.5272089 40.3496389, -3.5272603 40.3496468, -3.5273301 40.3496444)",,,
112154470,tertiary,,True,False,24.693999999999996,"LINESTRING (-3.5276108 40.3491765, -3.5275255 40.3492208, -3.5274318 40.349254, -3.5274153 40.3492596, -3.5273505 40.3492719)",,,Calle de Jovellanos
90056161,residential,,True,False,23.955,"LINESTRING (-3.5369658 40.3531634, -3.5369554 40.3532069, -3.5369474 40.353239, -3.536886 40.3533694)",,,Calle de José Saramago
41852974,tertiary,,True,False,275.61,"LINESTRING (-3.5279618 40.3540344, -3.5279267 40.3540139, -3.5277989 40.3539394, -3.5275011 40.3537664, -3.5268246 40.3534175, -3.5267466 40.353385, -3.5262943 40.3531965, -3.5260508 40.3530965, -3.5257029 40.3529569, -3.5255759 40.3529015, -3.5254489 40.352846, -3.5253144 40.3527685, -3.52526 40.3527298, -3.5252252 40.3527068)",,,Avenida de Ramón y Cajal
960201708,residential,,False,True,65.124,"LINESTRING (-3.5279618 40.3540344, -3.5279842 40.3540164, -3.5281117 40.3539142, -3.5281419 40.35389, -3.5284902 40.3536091)",,,Calle del Pensamiento
41852972,tertiary,,True,False,258.106,"LINESTRING (-3.5282799 40.3544053, -3.5283437 40.3544396, -3.5283667 40.354452, -3.5284587 40.354515, -3.5288092 40.3548243, -3.5290694 40.355086, -3.5292794 40.3553175, -3.5295557 40.3556589, -3.5297262 40.355874, -3.5298535 40.3560513, -3.5299364 40.3562359, -3.529947 40.3562644, -3.5299642 40.3563109)",,,Avenida de Ramón y Cajal
892792473,tertiary,roundabout,True,False,14.823,"LINESTRING (-3.5282799 40.3544053, -3.5283336 40.3544053, -3.5283786 40.3543743, -3.5283915 40.3543292)",,,
41852976,tertiary,roundabout,True,False,44.708,"LINESTRING (-3.5279089 40.3541286, -3.5279496 40.354181, -3.5280248 40.3542597, -3.5281534 40.3543464, -3.5282799 40.3544053)",,,
895330018,tertiary,,True,False,4.781,"LINESTRING (-3.5280055 40.3540616, -3.5279618 40.3540344)",,,Avenida de Ramón y Cajal
892792474,tertiary,roundabout,True,False,11.489,"LINESTRING (-3.5280055 40.3540616, -3.5279432 40.3540861, -3.5279089 40.3541286)",,,
410941762,tertiary,,True,False,141.30800000000002,"LINESTRING (-3.5289637 40.3500819, -3.5288931 40.3500516, -3.5281322 40.349743, -3.5279123 40.3496544, -3.5276842 40.3495516, -3.5276048 40.3494987, -3.527584 40.3494812, -3.5275359 40.349438)",1,30,Avenida de Pablo Iglesias
90056209,residential,,False,True,40.647,"LINESTRING (-3.5295764 40.3518758, -3.5299019 40.3521443)",,,Plaza del Musgo
90056209,residential,,False,False,169.148,"LINESTRING (-3.5295764 40.3518758, -3.5297116 40.3517807, -3.5292933 40.3514356, -3.529013 40.3516329, -3.5294313 40.351978, -3.5295764 40.3518758)",,,Plaza del Musgo
90056209,residential,,False,True,169.14800000000002,"LINESTRING (-3.5295764 40.3518758, -3.5294313 40.351978, -3.529013 40.3516329, -3.5292933 40.3514356, -3.5297116 40.3517807, -3.5295764 40.3518758)",,,Plaza del Musgo
28331740,residential,,True,False,106.151,"LINESTRING (-3.5336712 40.3576098, -3.5347396 40.3571113)",,,Calle de la Azalea
90056390,residential,,False,False,42.089999999999996,"LINESTRING (-3.5336712 40.3576098, -3.5336206 40.3575436, -3.5334157 40.3572852)",,,Plaza de la Jara
28332121,residential,,True,False,83.107,"LINESTRING (-3.526389 40.351711, -3.525933 40.3523727)",,,Calle del Orégano
90056387,residential,,False,False,42.535,"LINESTRING (-3.526389 40.351711, -3.5268317 40.3518913)",,,Plaza del Tomillo
28344730,residential,,True,False,38.975,"LINESTRING (-3.5301318 40.3536701, -3.5299163 40.3534767, -3.5298332 40.3534035)",,,Calle de la Dalia
32646420,residential,,True,False,106.869,"LINESTRING (-3.528991 40.352809, -3.5299019 40.3521443)",,,Calle de la Primavera
90056243,residential,,False,False,41.373,"LINESTRING (-3.528991 40.352809, -3.5286559 40.3525384)",,,Plaza de la Menta
28332121,residential,,True,False,106.509,"LINESTRING (-3.5269757 40.3508639, -3.526389 40.351711)",,,Calle del Orégano
90056356,residential,,False,False,43.614,"LINESTRING (-3.5269757 40.3508639, -3.5274296 40.3510488)",,,Plaza del Romero
