osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,access
235886141,tertiary,30,roundabout,True,False,15.119,"LINESTRING (-6.0809412 36.9238022, -6.080907 36.923766, -6.0808602 36.9237405, -6.0808056 36.9237283)",,,
613958452,tertiary,,,False,True,114.187,"LINESTRING (-6.0809412 36.9238022, -6.081038 36.9237469, -6.0818907 36.92326, -6.0819803 36.923199)",Avenida Doctor Fleming,,
613961790,tertiary,,,True,False,18.245,"LINESTRING (-6.0805749 36.9233452, -6.0803769 36.923302)",Avenida Cruz de Mayo,,
916914595,tertiary,40,,True,False,29.004,"LINESTRING (-6.0805749 36.9233452, -6.080427 36.9231127)",Avenida Andalucía,1,
82087839,tertiary,,roundabout,True,False,10.859,"LINESTRING (-6.0747298 36.9232733, -6.0747548 36.9232288, -6.0747613 36.9231802)",Glorieta Pedro Bacán,1,
235886140,tertiary,,,True,False,66.798,"LINESTRING (-6.0747298 36.9232733, -6.0748981 36.9232473, -6.075104 36.9232619, -6.0754733 36.9233055)",Avenida Cruz de Mayo,,
82087839,tertiary,,roundabout,True,False,13.786999999999999,"LINESTRING (-6.074604 36.9233407, -6.0746531 36.9233275, -6.074696 36.9233045, -6.0747298 36.9232733)",Glorieta Pedro Bacán,1,
235890668,tertiary,,,False,False,17.955,"LINESTRING (-6.0742488 36.923675, -6.0741159 36.9237966)",Avenida Antonio Calvo Ruiz,,
82087833,tertiary,,,True,False,28.788999999999998,"LINESTRING (-6.0742488 36.923675, -6.0743558 36.9236028, -6.0744682 36.9234865)",,,
82087839,tertiary,,roundabout,True,False,1.644,"LINESTRING (-6.0743758 36.9231645, -6.0743738 36.9231792)",Glorieta Pedro Bacán,1,
235890673,tertiary,,,True,False,15.067,"LINESTRING (-6.0744084 36.9232771, -6.0744019 36.9234125)",Avenida Antonio Calvo Ruiz,,
82087839,tertiary,,roundabout,True,False,19.776,"LINESTRING (-6.0744084 36.9232771, -6.0744465 36.9233095, -6.0744945 36.923332, -6.0745485 36.9233427, -6.074604 36.9233407)",Glorieta Pedro Bacán,1,
82087839,tertiary,,roundabout,True,False,14.271,"LINESTRING (-6.0746783 36.923061, -6.0746306 36.9230417, -6.0745781 36.9230335, -6.0745247 36.9230371)",Glorieta Pedro Bacán,1,
82087839,tertiary,,roundabout,True,False,20.512999999999998,"LINESTRING (-6.0745247 36.9230371, -6.074471 36.9230538, -6.0744257 36.9230825, -6.0743931 36.9231205, -6.0743758 36.9231645)",Glorieta Pedro Bacán,1,
82165932,tertiary,,,True,False,100.268,"LINESTRING (-6.0745247 36.9230371, -6.0743919 36.9229837, -6.0741708 36.9228423, -6.0740099 36.9227008, -6.0737785 36.9225098, -6.073692 36.9224384)",Calle Ronda la Mina,,
82164948,tertiary,,,True,False,41.491,"LINESTRING (-6.0801718 36.9205443, -6.0802128 36.9205943, -6.0804278 36.9208563)",Calle José Sánchez de Alva,,
592893045,tertiary,30,,True,False,75.0,"LINESTRING (-6.0801718 36.9205443, -6.0801785 36.9204177, -6.0802087 36.9201748, -6.0802093 36.9201645, -6.080217 36.9200242, -6.0802083 36.9199735, -6.0801909 36.9198727)",Calle José Sánchez de Alva,,
592910708,tertiary,30,,False,False,49.439,"LINESTRING (-6.0800463 36.9211822, -6.0795567 36.9209713)",Avenida Andalucía,2,
82164952,tertiary,,,False,False,16.475,"LINESTRING (-6.0800463 36.9211822, -6.0800763 36.9211597, -6.080188 36.9210868)",Calle Juan Díaz de Solís,,
592910708,tertiary,30,,False,True,124.355,"LINESTRING (-6.0800463 36.9211822, -6.0801367 36.9213985, -6.0802162 36.9216512, -6.0802474 36.9218515, -6.0803085 36.9222563, -6.0803124 36.9222762)",Avenida Andalucía,2,
82164952,tertiary,,,False,True,15.556,"LINESTRING (-6.0801973 36.9209471, -6.080188 36.9210868)",Calle Juan Díaz de Solís,,
584137892,tertiary,,,True,False,48.792,"LINESTRING (-6.0801601 36.9178421, -6.0797398 36.9179999, -6.0796633 36.9180286)",Calle Tetuán,1,
584137895,living_street,,,False,True,93.75,"LINESTRING (-6.0801601 36.9178421, -6.0802112 36.9179189, -6.0803703 36.9182015, -6.0806304 36.9185963)",Calle Padre Morales,,
82164971,tertiary,,,True,False,16.132,"LINESTRING (-6.0803375 36.917739, -6.0805148 36.9177699)",Calle Sanlúcar,,
584137892,tertiary,,,True,False,19.497,"LINESTRING (-6.0803375 36.917739, -6.0801601 36.9178421)",Calle Tetuán,1,
592910708,tertiary,30,,False,True,22.291,"LINESTRING (-6.0803732 36.9227171, -6.0804091 36.9229155)",Avenida Andalucía,2,
592910708,tertiary,30,,False,False,49.32599999999999,"LINESTRING (-6.0803732 36.9227171, -6.0803548 36.9225616, -6.0803124 36.9222762)",Avenida Andalucía,2,
592910701,tertiary,40,,True,False,20.084,"LINESTRING (-6.0804278 36.9208563, -6.0806533 36.9208452)",Calle Meneses y Portales,1,
1125416319,tertiary,40,,True,False,22.843,"LINESTRING (-6.0804278 36.9208563, -6.0801973 36.9209471)",Calle Meneses y Portales,1,
592893048,residential,,,True,False,80.26100000000001,"LINESTRING (-6.0780621 36.9198602, -6.0779278 36.9199405, -6.077373 36.9203261)",Calle Sevilla,,no
82164952,tertiary,,,False,False,15.556,"LINESTRING (-6.080188 36.9210868, -6.0801973 36.9209471)",Calle Juan Díaz de Solís,,
82164952,tertiary,,,False,True,16.475,"LINESTRING (-6.080188 36.9210868, -6.0800763 36.9211597, -6.0800463 36.9211822)",Calle Juan Díaz de Solís,,
262297454,residential,40,,True,False,167.909,"LINESTRING (-6.080188 36.9210868, -6.0802936 36.9211425, -6.0803414 36.9212588, -6.0804567 36.9215789, -6.0805111 36.9217487, -6.0805256 36.9218196, -6.0805934 36.9221504, -6.0810547 36.9221096)",Calle Juan Díaz de Solís,,
82164965,tertiary,,,True,False,1.714,"LINESTRING (-6.0807144 36.9190185, -6.0806962 36.9190236)",Calle Antonio de Nebrija,,
262297508,living_street,,,False,False,44.893,"LINESTRING (-6.0807144 36.9190185, -6.080547 36.9186376)",Calle Ocón,,
592910708,tertiary,30,,False,True,49.439,"LINESTRING (-6.0795567 36.9209713, -6.0800463 36.9211822)",Avenida Andalucía,2,
592893045,tertiary,30,,True,False,72.69000000000001,"LINESTRING (-6.0795567 36.9209713, -6.0795873 36.9209348, -6.0796011 36.9209185, -6.0799882 36.9206637, -6.0801101 36.9205844, -6.0801718 36.9205443)",Calle José Sánchez de Alva,,
614135704,tertiary,30,,True,False,64.50699999999999,"LINESTRING (-6.0779378 36.9163619, -6.0776903 36.916502, -6.0776533 36.9165229, -6.0774171 36.9166405, -6.077324 36.9166669)",Calle Camino del Aceituno,,
614135708,tertiary,,,False,True,12.282,"LINESTRING (-6.0779378 36.9163619, -6.0779557 36.916335, -6.0780008 36.9162636)",Calle Camino del Aceituno,,
584137890,tertiary,30,,True,False,90.974,"LINESTRING (-6.07989 36.919248, -6.0798676 36.9190111, -6.0798448 36.9186848, -6.0798145 36.9184322)",Calle Cala de Vargas,,
1240982891,residential,,,True,False,93.66199999999999,"LINESTRING (-6.07989 36.919248, -6.0791335 36.919465, -6.0789974 36.9195074, -6.0789034 36.9195426)",Calle Antonio de Nebrija,,
584137893,tertiary,30,,True,False,122.043,"LINESTRING (-6.0796087 36.9180411, -6.0795627 36.9179935, -6.0794437 36.9178702, -6.0789342 36.9173392, -6.0788271 36.9172271, -6.0787729 36.9171704)",Calle Luis Collado,,
82087839,tertiary,,roundabout,True,False,8.554,"LINESTRING (-6.0747408 36.9231187, -6.0747141 36.9230867, -6.0746783 36.923061)",Glorieta Pedro Bacán,1,
613969736,tertiary,,,True,False,74.124,"LINESTRING (-6.0819961 36.9174333, -6.0818139 36.9168384, -6.0817984 36.9167857)",Callejón del Rastro,,
