osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,width,ref,access
511818376,True,1,Carrer Llibertat,secondary,40,False,62.271,"LINESTRING (2.7640892 42.1176961, 2.7638517 42.1179234, 2.7637925 42.117977, 2.7637716 42.1179959, 2.7636017 42.1181226)",,,C-150a,
104538914,False,,Ronda Monestir,residential,30,False,74.732,"LINESTRING (2.7706661 42.1187866, 2.7705723 42.1188649, 2.7705584 42.1188765, 2.7704911 42.1189373, 2.7704397 42.1190063, 2.7704066 42.119078, 2.7703803 42.1191577, 2.7703393 42.1193503, 2.7703531 42.1193905)",,,,
104538914,False,,Ronda Monestir,residential,30,True,61.853,"LINESTRING (2.7706661 42.1187866, 2.770775 42.1186964, 2.7711302 42.1184024, 2.7711681 42.1183734)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,False,76.164,"LINESTRING (2.7706661 42.1187866, 2.7710988 42.1190815, 2.7713288 42.119263)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,True,41.039,"LINESTRING (2.7706661 42.1187866, 2.770558 42.1186981, 2.770332 42.1185131)",,,,
104538912,False,2,Carrer Abat Bonitus,residential,30,True,142.753,"LINESTRING (2.7683715 42.1167192, 2.7683498 42.1166974, 2.7683267 42.1166671, 2.768259 42.1165781, 2.7680163 42.1162273, 2.767671 42.1157373, 2.76761 42.1156482, 2.7675657 42.1155835)",,,,
"[153663340, 404778012]",True,,Carrer Girona,"['residential', 'living_street']","['20', '30']",False,60.82100000000001,"LINESTRING (2.7683715 42.1167192, 2.7683206 42.1167384, 2.7682652 42.1167593, 2.7679995 42.1168892, 2.767922 42.1169259, 2.7678589 42.1169571, 2.7677489 42.1170114)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,False,61.05799999999999,"LINESTRING (2.7683715 42.1167192, 2.7684221 42.1167738, 2.7685204 42.1168799, 2.7686197 42.1169945, 2.7687384 42.1171143, 2.7687936 42.1171701)",,,,
"[942642389, 104538910]",True,,"['Carrer Ameller', 'Carrer Muralla']",residential,30,False,238.505,"LINESTRING (2.7697565 42.1192688, 2.7696407 42.1192151, 2.7693275 42.1190882, 2.769017 42.1189526, 2.7686867 42.118815, 2.768288 42.1186451, 2.7681486 42.1185307, 2.7680685 42.1184655, 2.7677788 42.1182769, 2.7674135 42.118038)",,,,
104538916,True,,Carrer de les Adoberies,residential,30,False,96.50999999999999,"LINESTRING (2.7697565 42.1192688, 2.7702691 42.1185957, 2.770332 42.1185131)",,,,
104538914,False,,Ronda Monestir,residential,30,False,61.853,"LINESTRING (2.7711681 42.1183734, 2.7711302 42.1184024, 2.770775 42.1186964, 2.7706661 42.1187866)",,,,
404778015,True,,Carrer dels Blanquers,residential,30,False,121.398,"LINESTRING (2.7711681 42.1183734, 2.7707728 42.1179894, 2.7705832 42.1177906, 2.7703164 42.1174838)",,,,
153663233,True,1,Carrer de la Constància,residential,30,False,78.07900000000001,"LINESTRING (2.7695522 42.1178981, 2.7696826 42.1178246, 2.7698251 42.1177445, 2.7700393 42.1176307, 2.7702107 42.1175397, 2.7703164 42.1174838)",,,,
"[305181090, 314171530]",True,1,"['Carrer Torras i Bages', 'Carrer de la Constància']",residential,30,False,136.925,"LINESTRING (2.7695522 42.1178981, 2.7694503 42.1179555, 2.7692667 42.118059, 2.7686292 42.11778, 2.7685633 42.1177483, 2.7684567 42.1176538, 2.7682545 42.117473)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,False,93.882,"LINESTRING (2.7695522 42.1178981, 2.7696454 42.1179709, 2.769744 42.118048, 2.7700351 42.1182742, 2.7700669 42.1182998, 2.770332 42.1185131)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,True,102.351,"LINESTRING (2.7695522 42.1178981, 2.7694775 42.1178347, 2.7694135 42.1177804, 2.7692211 42.1175894, 2.769134 42.117503, 2.7688427 42.1172181, 2.7687936 42.1171701)",,,,
153663340,True,,Carrer Girona,residential,30,False,90.70499999999998,"LINESTRING (2.7693025 42.1162854, 2.7691848 42.1163387, 2.7687301 42.1165496, 2.7686268 42.1166003, 2.7684568 42.1166839, 2.7684399 42.1166909, 2.7683715 42.1167192)",,,,
404778015,True,,Carrer dels Blanquers,residential,30,False,146.672,"LINESTRING (2.7693025 42.1162854, 2.769289 42.1162652, 2.76842 42.1151403)",,,,
312808577,False,,Carretera Vilavenut,residential,30,True,78.761,"LINESTRING (2.7713026 42.1194641, 2.7712294 42.1194569, 2.7708936 42.1194333, 2.7705476 42.1194005, 2.7703531 42.1193905)",,,,
404778012,True,,Carrer Girona,living_street,20,False,46.367999999999995,"LINESTRING (2.7677489 42.1170114, 2.7675779 42.1171104, 2.7674968 42.1171701, 2.7673318 42.11729)",,,,
"[684295457, 684295458]",True,1,Carrer Torras i Bages,"['living_street', 'residential']","['20', '30']",False,136.593,"LINESTRING (2.7677489 42.1170114, 2.7676846 42.1169458, 2.7668186 42.1160632, 2.7667744 42.1160182)",,,,
104538914,False,,Ronda Monestir,residential,30,True,74.732,"LINESTRING (2.7703531 42.1193905, 2.7703393 42.1193503, 2.7703803 42.1191577, 2.7704066 42.119078, 2.7704397 42.1190063, 2.7704911 42.1189373, 2.7705584 42.1188765, 2.7705723 42.1188649, 2.7706661 42.1187866)",,,,
299383237,True,,Ronda Monestir,residential,30,False,134.86700000000002,"LINESTRING (2.7703531 42.1193905, 2.7703923 42.1199429, 2.7704289 42.1200594, 2.7704738 42.1201732, 2.770501 42.1202452, 2.7704971 42.12032, 2.7704427 42.1204265, 2.770338 42.1205244, 2.7703105 42.1205504)",,,,
312808577,False,,Carretera Vilavenut,residential,30,False,78.761,"LINESTRING (2.7703531 42.1193905, 2.7705476 42.1194005, 2.7708936 42.1194333, 2.7712294 42.1194569, 2.7713026 42.1194641)",,,,
928885618,False,,Carretera Vilavenut,residential,30,True,37.465,"LINESTRING (2.7703531 42.1193905, 2.7701828 42.1193781, 2.7699973 42.1193635, 2.7699065 42.1193391)",,,,
683362616,False,,Carrer Pare Claret,residential,30,False,8.238,"LINESTRING (2.7675657 42.1155835, 2.7675225 42.1155167)",,,,
683362617,True,1,Avinguda Països Catalans,secondary,40,False,10.876,"LINESTRING (2.7675657 42.1155835, 2.7676388 42.1155021)",,,C-150a,
104538912,False,2,Carrer Abat Bonitus,residential,30,False,142.75300000000001,"LINESTRING (2.7675657 42.1155835, 2.76761 42.1156482, 2.767671 42.1157373, 2.7680163 42.1162273, 2.768259 42.1165781, 2.7683267 42.1166671, 2.7683498 42.1166974, 2.7683715 42.1167192)",,,,
"[511816043, 314167923]",False,2,Avinguda Països Catalans,secondary,40,True,81.222,"LINESTRING (2.7675657 42.1155835, 2.7673704 42.1156941, 2.7667744 42.1160182)",,,C-150a,
305179154,True,,Carrer Estricadors,residential,30,False,87.624,"LINESTRING (2.7687936 42.1171701, 2.7688831 42.117127, 2.7696849 42.1167413)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,False,102.351,"LINESTRING (2.7687936 42.1171701, 2.7688427 42.1172181, 2.769134 42.117503, 2.7692211 42.1175894, 2.7694135 42.1177804, 2.7694775 42.1178347, 2.7695522 42.1178981)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,True,61.058,"LINESTRING (2.7687936 42.1171701, 2.7687384 42.1171143, 2.7686197 42.1169945, 2.7685204 42.1168799, 2.7684221 42.1167738, 2.7683715 42.1167192)",,,,
511816031,True,,Carrer dels Blanquers,residential,30,False,5.647,"LINESTRING (2.76842 42.1151403, 2.7683849 42.1150967)",,,,
511816032,True,1,Avinguda Països Catalans,secondary,40,False,26.606,"LINESTRING (2.76842 42.1151403, 2.7681596 42.1152815)",,,C-150a,
104538911,True,,dels de Ametller,residential,30,False,14.634,"LINESTRING (2.7699065 42.1193391, 2.7697565 42.1192688)",,,,
928885618,False,,Carretera Vilavenut,residential,30,False,37.465,"LINESTRING (2.7699065 42.1193391, 2.7699973 42.1193635, 2.7701828 42.1193781, 2.7703531 42.1193905)",,,,
153663340,True,,Carrer Girona,residential,30,False,85.19800000000001,"LINESTRING (2.7712339 42.1152492, 2.7709687 42.1153921, 2.7706335 42.1155777, 2.7704008 42.1157021)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,False,41.039,"LINESTRING (2.770332 42.1185131, 2.770558 42.1186981, 2.7706661 42.1187866)",,,,
314171528,False,2,Carrer Jaume Butinyà,residential,30,True,93.88199999999999,"LINESTRING (2.770332 42.1185131, 2.7700669 42.1182998, 2.7700351 42.1182742, 2.769744 42.118048, 2.7696454 42.1179709, 2.7695522 42.1178981)",,,,
404778015,True,,Carrer dels Blanquers,residential,30,False,59.705,"LINESTRING (2.7696849 42.1167413, 2.7694514 42.116463, 2.76935 42.1163421, 2.7693025 42.1162854)",,,,
153663340,True,,Carrer Girona,residential,30,False,111.458,"LINESTRING (2.7704008 42.1157021, 2.7700004 42.1159174, 2.7697202 42.1160696, 2.769435 42.1162255, 2.7693025 42.1162854)",,,,
306017863,True,1,Carrer Masdevall,residential,30,False,140.054,"LINESTRING (2.7704008 42.1157021, 2.7703838 42.1156835, 2.7694557 42.1147189, 2.769415 42.1146766)",,,,
678638576,True,,Carrer del Canat,living_street,20,False,52.584,"LINESTRING (2.7617798 42.119621, 2.7622197 42.1199633)",,,,
"[305175618, 181671245, 305175630]",True,,"['Carrer Rambla', 'Plaça de les Rodes', 'Carrer Conill']","['residential', 'living_street']",20,False,302.378,"LINESTRING (2.7617798 42.119621, 2.7625371 42.1188271, 2.762879 42.1186208, 2.7628396 42.118421, 2.7626859 42.1184241, 2.7624531 42.1184311, 2.7619501 42.1185046, 2.761878 42.1185123, 2.7612189 42.1186005)",,,,
114325900,True,,Carrer del Progrés,residential,30,False,24.303,"LINESTRING (2.7600501 42.1174943, 2.760132 42.1175566, 2.7602747 42.1176347)",,,,
114325900,True,,Carrer del Progrés,residential,30,False,70.602,"LINESTRING (2.7602747 42.1176347, 2.7605995 42.1177745, 2.7610309 42.1179314)",,,,
678638576,True,,Carrer del Canat,living_street,20,False,80.428,"LINESTRING (2.7612189 42.1186005, 2.7615475 42.1192815)",,,,
153663196,True,,Carrer Neptú,residential,30,False,108.325,"LINESTRING (2.7615475 42.1192815, 2.7609205 42.1196026, 2.7604685 42.1198369)",,,,
678638576,True,,Carrer del Canat,living_street,20,False,43.065000000000005,"LINESTRING (2.7615475 42.1192815, 2.7617015 42.1195689, 2.7617798 42.119621)",,,,
114325900,True,,Carrer del Progrés,residential,30,False,20.992,"LINESTRING (2.7593948 42.1167923, 2.7595397 42.1169475)",,,,
114325894,False,2,Passeig de Mossèn Lluís Constans,secondary,50,False,43.448,"LINESTRING (2.7631742 42.1141607, 2.7636107 42.113942)",,,,
114325894,False,2,Passeig de Mossèn Lluís Constans,secondary,50,True,58.183,"LINESTRING (2.7631742 42.1141607, 2.7630679 42.1142177, 2.7626027 42.1144674)",,,,
"[314998430, 678638575]",True,,Carrer del Canat,living_street,20,False,125.31900000000002,"LINESTRING (2.7622197 42.1199633, 2.7626947 42.1202876, 2.762759 42.1203005, 2.7627938 42.1203074, 2.7628067 42.12031, 2.7628348 42.1203156, 2.7628589 42.1203218, 2.7630455 42.1203576, 2.7633289 42.1205078, 2.7633719 42.1205161, 2.7634706 42.1205637)",,,,
114325894,False,2,Passeig de Mossèn Lluís Constans,secondary,50,False,58.183,"LINESTRING (2.7626027 42.1144674, 2.7630679 42.1142177, 2.7631742 42.1141607)",,,,
114325894,False,2,Passeig de Mossèn Lluís Constans,secondary,50,True,94.115,"LINESTRING (2.7626027 42.1144674, 2.7625186 42.1145094, 2.7617593 42.1148886, 2.7617334 42.1149022, 2.7617157 42.1149114, 2.7616568 42.1149407)",,,,
153663330,False,,Carrer Simó Dusay,residential,30,False,96.569,"LINESTRING (2.7626027 42.1144674, 2.76252 42.1143769, 2.7623717 42.1142075, 2.7623628 42.1141973, 2.7619421 42.1137505)",,,,
"[314167923, 114325887]",False,2,Avinguda Països Catalans,secondary,40,False,175.74700000000004,"LINESTRING (2.7645849 42.1171772, 2.7646748 42.1171275, 2.7647768 42.1170727, 2.7652058 42.1168412, 2.7655924 42.1166411, 2.7658884 42.1164798, 2.7662666 42.1162835, 2.7663173 42.1162572)",,,C-150a,
511818375,False,2,Carrer Llibertat,secondary,40,True,56.17999999999999,"LINESTRING (2.7645849 42.1171772, 2.764522 42.1172232, 2.7644941 42.1172483, 2.7644241 42.1173113, 2.7641609 42.1175718)",,,C-150a,
114325894,False,2,Passeig de Mossèn Lluís Constans,secondary,50,True,43.448,"LINESTRING (2.7636107 42.113942, 2.7631742 42.1141607)",,,,
296576666,True,,Plaça del Carme,living_street,20,False,39.355000000000004,"LINESTRING (2.7599718 42.1186954, 2.7603054 42.1185956, 2.7604143 42.118563)",,,,
441520271,False,,Carrer de l'Alba,living_street,,False,26.441,"LINESTRING (2.7599718 42.1186954, 2.7599513 42.1186509, 2.7598547 42.1184741)",,,,
804343519,False,,Carrer de Vallespirans,living_street,20,False,12.664000000000001,"LINESTRING (2.7604143 42.118563, 2.7604645 42.1185206, 2.7605118 42.1184751)",,,,
673117761,True,,Carrer de Sant Benet,living_street,20,False,41.184,"LINESTRING (2.7672284 42.1194376, 2.7671408 42.119789, 2.7671288 42.1197985)",,,,
181620131,False,,Carrer dels Valls,residential,30,False,18.662,"LINESTRING (2.7680557 42.1212177, 2.7682143 42.1213374)",,,,
181620131,False,,Carrer dels Valls,residential,30,True,110.223,"LINESTRING (2.7680557 42.1212177, 2.7678546 42.1210895, 2.7675345 42.120938, 2.7674637 42.1209046, 2.7672739 42.1206672, 2.7671663 42.1205118)",,,,
"[678645415, 617826631]",True,,Carrer de Sant Roc,residential,30,False,102.88,"LINESTRING (2.7680557 42.1212177, 2.7682825 42.1209527, 2.7688567 42.1206717, 2.7689775 42.1206249)",,,,
130118173,True,,Carrer de la Divina Pastora,residential,30,False,49.04600000000001,"LINESTRING (2.7597489 42.1155409, 2.759855 42.1156963, 2.759996 42.1158682, 2.7600397 42.1159253)",,5,,
657638331,True,,Carrer de Barcelona,residential,30,False,8.078,"LINESTRING (2.7712622 42.1136499, 2.7712082 42.1135893)",,,,
306017861,True,1,Avinguda Països Catalans,secondary,40,False,104.344,"LINESTRING (2.7712622 42.1136499, 2.7711102 42.1137366, 2.7707749 42.1139093, 2.7703703 42.1141203, 2.7702902 42.1141607, 2.7702287 42.1141907)",,,C-150a,
181620131,False,,Carrer dels Valls,residential,30,False,110.22300000000001,"LINESTRING (2.7671663 42.1205118, 2.7672739 42.1206672, 2.7674637 42.1209046, 2.7675345 42.120938, 2.7678546 42.1210895, 2.7680557 42.1212177)",,,,
"[181620136, 181671274]",True,,"['Carrer de Navata', 'Carrer dels Valls']",living_street,20,False,99.157,"LINESTRING (2.7671663 42.1205118, 2.7668958 42.120226, 2.7667938 42.1201367, 2.7668667 42.1200075, 2.7671288 42.1197985)",,,,
307503905,False,,Carrer de Sant Benet,residential,30,True,158.519,"LINESTRING (2.7671663 42.1205118, 2.766759 42.1207339, 2.7667347 42.1207472, 2.766349 42.1209575, 2.7663012 42.120985, 2.7658792 42.1212273, 2.7656256 42.1213639)",,,,
153477763,True,,Passatge de Lleida,residential,30,False,124.665,"LINESTRING (2.7677896 42.1135751, 2.7664846 42.1141406)",,,,
"[314181356, 314181357]",True,1,,residential,30,False,46.126999999999995,"LINESTRING (2.7632863 42.1136042, 2.7635298 42.1138637, 2.7636107 42.113942)",,,,
153477807,True,1,Carrer del Carrilet,residential,30,False,116.04,"LINESTRING (2.7684263 42.1137222, 2.768472 42.1137659, 2.7686213 42.1139087, 2.7692496 42.1145096, 2.7692885 42.1145468)",,,,
314178541,True,1,Carrer Pere Alsius,residential,30,False,37.616,"LINESTRING (2.7684263 42.1137222, 2.7681719 42.1138492, 2.768048 42.1139111)",,,,
285263694,False,2,Carretera de Camós,tertiary,30,True,54.278999999999996,"LINESTRING (2.7697269 42.1137277, 2.7700808 42.1140542, 2.7701391 42.1141082)",,,,
32400667,False,,Carrer Pare Claret,residential,30,True,53.995,"LINESTRING (2.7661849 42.1137089, 2.7664846 42.1141406)",,,,
153477868,True,1,Carrer de Lleida,residential,30,False,43.014,"LINESTRING (2.768048 42.1139111, 2.7677896 42.1135751)",,,,
314178541,True,1,Carrer Pere Alsius,residential,30,False,125.665,"LINESTRING (2.768048 42.1139111, 2.7669408 42.1144782, 2.7667943 42.1145532)",,,,
153477790,True,1,Carrer Bertran Samso,residential,30,False,113.457,"LINESTRING (2.7654851 42.114018, 2.7659586 42.1145719, 2.7662217 42.1148797)",,,,
314181351,True,1,Carrer Mossèn Baldiri Reixach,residential,30,False,67.182,"LINESTRING (2.7654851 42.114018, 2.7661073 42.113743, 2.7661295 42.1137332, 2.7661849 42.1137089)",,,,
32400667,False,,Carrer Pare Claret,residential,30,False,53.995,"LINESTRING (2.7664846 42.1141406, 2.7661849 42.1137089)",,,,
32400667,False,,Carrer Pare Claret,residential,30,True,52.512,"LINESTRING (2.7664846 42.1141406, 2.7667155 42.1144483, 2.7667943 42.1145532)",,,,
153477868,True,1,Carrer de Lleida,residential,30,False,39.42999999999999,"LINESTRING (2.7682813 42.1142206, 2.7682423 42.1141694, 2.7680855 42.1139609, 2.768048 42.1139111)",,,,
153477711,True,1,Passeig de les Saques,residential,30,False,126.086,"LINESTRING (2.7683995 42.1143831, 2.7683238 42.1144244, 2.7679957 42.1146034, 2.7672497 42.1149919, 2.7671549 42.1150413)",,,,
153477868,True,1,Carrer de Lleida,residential,30,False,20.533,"LINESTRING (2.7683995 42.1143831, 2.768366 42.1143383, 2.7682813 42.1142206)",,,,
32400667,False,,Carrer Pare Claret,residential,30,False,52.512,"LINESTRING (2.7667943 42.1145532, 2.7667155 42.1144483, 2.7664846 42.1141406)",,,,
32400667,False,,Carrer Pare Claret,residential,30,True,41.817,"LINESTRING (2.7667943 42.1145532, 2.7668533 42.1146324, 2.7670394 42.1148824)",,,,
314178541,True,1,Carrer Pere Alsius,residential,30,False,59.576,"LINESTRING (2.7667943 42.1145532, 2.7667151 42.1145957, 2.7662217 42.1148797)",,,,
314181351,True,1,Carrer Mossèn Baldiri Reixach,residential,30,False,61.276,"LINESTRING (2.7641876 42.1145641, 2.7648376 42.1142973)",,,,
153477805,True,1,Carrer del Pintor Pigem,residential,30,False,83.961,"LINESTRING (2.7641876 42.1145641, 2.7636663 42.1140009, 2.7636107 42.113942)",,,,
511816027,False,,Carrer Masdevall,residential,,True,7.083,"LINESTRING (2.7693826 42.1146416, 2.7693317 42.1145903)",,,,
306017861,True,1,Avinguda Països Catalans,secondary,40,False,36.779,"LINESTRING (2.7693826 42.1146416, 2.7692504 42.1147106, 2.769018 42.114832)",,,C-150a,
32400667,False,,Carrer Pare Claret,residential,30,True,20.074,"LINESTRING (2.7670394 42.1148824, 2.7671549 42.1150413)",,,,
32400667,False,,Carrer Pare Claret,residential,30,False,41.817,"LINESTRING (2.7670394 42.1148824, 2.7668533 42.1146324, 2.7667943 42.1145532)",,,,
153477792,True,1,,residential,30,False,126.131,"LINESTRING (2.7670394 42.1148824, 2.7671102 42.1148447, 2.7682813 42.1142206)",,,,
314178541,True,1,Carrer Pere Alsius,residential,30,False,116.023,"LINESTRING (2.7662217 42.1148797, 2.7650988 42.1155081)",,,,
32400667,False,,Carrer Pare Claret,residential,30,False,20.074,"LINESTRING (2.7671549 42.1150413, 2.7670394 42.1148824)",,,,
32400667,False,,Carrer Pare Claret,residential,30,True,60.969,"LINESTRING (2.7671549 42.1150413, 2.7672771 42.1151947, 2.7674745 42.1154426, 2.7675225 42.1155167)",,,,
314181351,True,1,Carrer Mossèn Baldiri Reixach,residential,30,False,147.431,"LINESTRING (2.7629081 42.1154899, 2.7631364 42.115324, 2.7635196 42.1150456, 2.7638228 42.1148271, 2.7641876 42.1145641)",,,,
786021447,True,1,Carrer del Remei,residential,30,False,149.427,"LINESTRING (2.7629081 42.1154899, 2.7631567 42.114269, 2.7631742 42.1141607)",,,,
153477805,True,1,Carrer del Pintor Pigem,residential,30,False,129.102,"LINESTRING (2.7650988 42.1155081, 2.7647357 42.1151319, 2.7641876 42.1145641)",,,,
314178541,True,1,Carrer Pere Alsius,residential,30,False,164.55999999999997,"LINESTRING (2.7650988 42.1155081, 2.7635958 42.1163637, 2.7635161 42.1164091)",,,,
153477937,True,1,Passeig de la Indústria,tertiary,30,False,39.656,"LINESTRING (2.7625867 42.1157204, 2.7629353 42.115966)",,,,
314181351,True,1,Carrer Mossèn Baldiri Reixach,residential,30,False,36.873999999999995,"LINESTRING (2.7625867 42.1157204, 2.7626505 42.1156746, 2.7629081 42.1154899)",,,,
153477937,True,1,Passeig de la Indústria,tertiary,30,False,68.721,"LINESTRING (2.7629353 42.115966, 2.7635161 42.1164091)",,,,
153477849,True,,Carrer Pou,living_street,20,False,21.898,"LINESTRING (2.7629353 42.115966, 2.7629058 42.1160069, 2.7628182 42.1161285, 2.7628102 42.1161397)",,,,
153477849,True,,Carrer Pou,living_street,20,False,63.484,"LINESTRING (2.7628102 42.1161397, 2.7627355 42.1162659, 2.7626862 42.1163492, 2.7625072 42.1166645)",,,,
305175624,True,,Carrer de Sant Esteve,living_street,20,False,76.82,"LINESTRING (2.7616462 42.1164011, 2.7625072 42.1166645)",,,,
305175615,True,,Carrer del Mossèn Baldiri Reixach,residential,30,False,108.38499999999999,"LINESTRING (2.7616462 42.1164011, 2.7625137 42.1157754, 2.7625867 42.1157204)",,,,
153477937,True,1,Passeig de la Indústria,tertiary,30,False,31.712,"LINESTRING (2.7635161 42.1164091, 2.7636471 42.1164975, 2.7637265 42.1165516, 2.7637999 42.1166015)",,,,
153477937,True,1,Passeig de la Indústria,tertiary,30,False,91.057,"LINESTRING (2.7637999 42.1166015, 2.7643426 42.1169995, 2.7643994 42.1170383, 2.7644986 42.1171114, 2.7645849 42.1171772)",,,,
305175624,True,,Carrer de Sant Esteve,living_street,20,False,90.653,"LINESTRING (2.7625072 42.1166645, 2.7635258 42.1169707)",,,,
673118329,True,,Carrer Pou,living_street,20,False,51.23,"LINESTRING (2.7625072 42.1166645, 2.762298 42.1170983)",,,,
181671279,True,,Carrer Mossèn Baldiri Reixach,living_street,20,False,52.834,"LINESTRING (2.7611448 42.1167702, 2.7608029 42.117172)",,,,
305175615,True,,Carrer del Mossèn Baldiri Reixach,residential,30,False,58.265,"LINESTRING (2.7611448 42.1167702, 2.7616462 42.1164011)",,,,
153477854,True,,Carrer Dr. Hysern,living_street,20,False,11.691,"LINESTRING (2.7635258 42.1169707, 2.7635768 42.1168726)",,,,
313190749,True,,Carrer de la Divina Pastora,living_street,20,False,101.875,"LINESTRING (2.762298 42.1170983, 2.7611448 42.1167702)",,,,
181671258,True,1,Carrer de Guèmol,tertiary,30,False,103.124,"LINESTRING (2.7608029 42.117172, 2.760753 42.1171516, 2.7600952 42.1169521, 2.7597071 42.116851, 2.759638 42.116838)",,,GI-524,
153477854,True,,Carrer Dr. Hysern,living_street,20,False,50.253,"LINESTRING (2.763312 42.1173939, 2.7635258 42.1169707)",,,,
153477929,True,,Carrer de la Divina Pastora,living_street,20,False,67.396,"LINESTRING (2.763312 42.1173939, 2.7640121 42.1176661, 2.7640357 42.1176753)",,,,
313190749,True,,Carrer de la Divina Pastora,living_street,20,False,89.863,"LINESTRING (2.763312 42.1173939, 2.7625872 42.1171826, 2.762298 42.1170983)",,,,
153477854,True,,Carrer Dr. Hysern,living_street,20,False,51.093,"LINESTRING (2.7631109 42.1178285, 2.7631594 42.1177227, 2.7631774 42.117684, 2.763312 42.1173939)",,,,
153477935,True,1,Carrer M. Jacint Verdaguer,tertiary,30,False,142.255,"LINESTRING (2.7631109 42.1178285, 2.7629901 42.1178012, 2.7623308 42.1176522, 2.7617406 42.1175138, 2.7614757 42.1174259)",,,GI-524,
153663330,False,,Carrer Simó Dusay,residential,30,True,96.569,"LINESTRING (2.7619421 42.1137505, 2.7623628 42.1141973, 2.7623717 42.1142075, 2.76252 42.1143769, 2.7626027 42.1144674)",,,,
313189695,True,,Carrer Circumval·lació,residential,30,False,270.608,"LINESTRING (2.7619421 42.1137505, 2.7615375 42.1140313, 2.7612371 42.1142394, 2.7610774 42.1143941, 2.7609655 42.1145204, 2.7605157 42.1150161, 2.7600728 42.115333, 2.7597489 42.1155409)",,,,
