osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,width,tunnel,junction
35166829,True,Carrer de l'Hospital,residential,False,47.439,"LINESTRING (2.4487229 41.5398513, 2.4486979 41.5399462, 2.4486439 41.5402334, 2.448652 41.5402728)",,,,,,
8923277,True,Carrer de Jordi Joan,residential,False,77.651,"LINESTRING (2.4499405 41.5402178, 2.4499743 41.5401693, 2.4503118 41.5396709, 2.4503389 41.5396311, 2.4503633 41.5395953)",,,,,,
138745464,True,Carrer de Sant Pelegrí,living_street,False,59.537,"LINESTRING (2.4499405 41.5402178, 2.4503723 41.540348, 2.4506157 41.5403901)",,,,,,
138757899,True,Carrer de Sant Pelegrí,residential,False,109.47699999999999,"LINESTRING (2.4499405 41.5402178, 2.449546 41.5401108, 2.4493558 41.5400553, 2.4487955 41.5398599, 2.4487229 41.5398513)",,,,,,
558592231,True,Carrer de Sant Ramon,residential,False,70.661,"LINESTRING (2.4493302 41.5411232, 2.448567 41.5408448)",1,20,,,,
558592393,True,Carrer de Sant Ramon,residential,False,40.492,"LINESTRING (2.4493302 41.5411232, 2.4497712 41.541277)",1,20,,,,
35166831,True,Carrer de Pascual Madoz,residential,False,112.764,"LINESTRING (2.4493302 41.5411232, 2.4498905 41.5402896, 2.4499405 41.5402178)",,,,,,
35166831,True,Carrer de Pascual Madoz,residential,False,93.061,"LINESTRING (2.4488112 41.5418645, 2.4493302 41.5411232)",,,,,,
304707062,True,Carrer de Francisco Herrera,residential,False,74.819,"LINESTRING (2.4488112 41.5418645, 2.4480217 41.5415427)",,,,,,
35318061,True,Carrer de Sant Bonaventura,residential,False,58.475,"LINESTRING (2.448567 41.5408448, 2.448207 41.5412964)",,,,,,
35169288,True,Baixada d'en Feliu,residential,False,51.193,"LINESTRING (2.4479966 41.5406725, 2.448567 41.5408448)",,,,,,
35318060,False,Baixada de les Figueretes,residential,True,77.034,"LINESTRING (2.4479966 41.5406725, 2.448185 41.540376, 2.448652 41.5402728)",,,,,,
8956284,True,Carrer de Quintana,residential,False,67.333,"LINESTRING (2.4496101 41.5428777, 2.4499754 41.5423374)",,,,,,
46896267,True,Carrer de l'Arquebisbe Jaume Creus,residential,False,70.538,"LINESTRING (2.4496101 41.5428777, 2.4503617 41.5431709)",,,,,,
8956284,True,Carrer de Quintana,residential,False,100.78,"LINESTRING (2.4499754 41.5423374, 2.4505168 41.5415267)",,,,,,
304707062,True,Carrer de Francisco Herrera,residential,False,110.241,"LINESTRING (2.4499754 41.5423374, 2.4488112 41.5418645)",,,,,,
304707062,True,Carrer de Francisco Herrera,residential,False,67.25999999999999,"LINESTRING (2.4506863 41.5426251, 2.4504686 41.542537, 2.4499754 41.5423374)",,,,,,
8938577,True,Carrer el Rierot,residential,False,57.661,"LINESTRING (2.4476231 41.543332, 2.4473983 41.5438225)",,,,,,
871871666,True,Carrer d'Enric Prat de la Riba,residential,False,66.03,"LINESTRING (2.4476231 41.543332, 2.4483851 41.5434974)",,,,,,
9932828,True,Carrer d'Agustín Moreto,residential,False,109.031,"LINESTRING (2.4483851 41.5434974, 2.4489404 41.5426093)",,,,,,
871871666,True,Carrer d'Enric Prat de la Riba,residential,False,57.51,"LINESTRING (2.4483851 41.5434974, 2.4490483 41.5436427)",,,,,,
10367959,True,Carrer de Pedro Antonio de Alarcón,residential,False,81.429,"LINESTRING (2.4490483 41.5436427, 2.4485781 41.5442849)",,,,,,
35323904,True,Carrer de Pedro Antonio de Alarcón,residential,False,97.067,"LINESTRING (2.4490483 41.5436427, 2.4496101 41.5428777)",,,,,,
871871666,True,Carrer d'Enric Prat de la Riba,residential,False,79.042,"LINESTRING (2.4490483 41.5436427, 2.4499542 41.5438562)",,,,,,
35318065,True,Carrer de Josep Sabater i Sust,residential,False,83.408,"LINESTRING (2.4499542 41.5438562, 2.4503617 41.5431709)",,,,,,
35166825,True,Carrer de Sant Joan,living_street,False,109.664,"LINESTRING (2.4484864 41.5374687, 2.4491785 41.5366499, 2.4491909 41.5366353)",,,,,,
35216797,True,Carrer del Cós,living_street,False,117.48400000000001,"LINESTRING (2.4484864 41.5374687, 2.4478937 41.5371602, 2.4476021 41.5370075, 2.4475054 41.5369483, 2.4474123 41.536885, 2.4473761 41.5368488, 2.4473626 41.5368352)",,,,,,
9931815,True,Carrer de Sant Antoni,residential,False,90.96000000000001,"LINESTRING (2.445802 41.5377006, 2.4458625 41.5376691, 2.4466445 41.5372366, 2.4466826 41.5372162)",,,,,,
