osmid,ref,highway,junction,oneway,reversed,length,name,geometry,maxspeed,bridge,tunnel,lanes,access
219446042,A-373,secondary,roundabout,True,False,1.705,,"LINESTRING (-5.4481683 36.6777848, -5.4481872 36.6777825)",,,,,
168521078,,residential,,True,False,80.952,Avenida de Manuel de Falla,"LINESTRING (-5.4481683 36.6777848, -5.4480432 36.6780211, -5.4478135 36.6784549)",,,,,
168474528,A-373,secondary,,False,True,43.688,Avenida de Cádiz,"LINESTRING (-5.4492236 36.67899, -5.4497104 36.6789459)",,,,,
845632405,A-373,secondary,,True,False,62.253,Avenida de Cádiz,"LINESTRING (-5.4492236 36.67899, -5.4489062 36.6786563, -5.4488655 36.67852)",,,,,
34870005,A-373,secondary,,True,False,66.251,,"LINESTRING (-5.4482861 36.679866, -5.4485875 36.679664, -5.4487988 36.6794401)",,,,,
168521066,,residential,,False,False,16.514,Avenida Juan de la Rosa,"LINESTRING (-5.4482861 36.679866, -5.4482023 36.6799045, -5.4481218 36.6799342)",,,,,
56472912,,residential,,False,False,32.02,Avenida de Diputación,"LINESTRING (-5.446705 36.6725526, -5.4470581 36.6725005)",,,,,
203090684,A-373,secondary,,False,False,61.347,Calle Ingeniero Juan Romero Carrasco,"LINESTRING (-5.446705 36.6725526, -5.4463728 36.6730357)",,,,,
219446065,,residential,,False,False,69.032,,"LINESTRING (-5.4495497 36.6724475, -5.449321 36.6730406)",,,,,
168521074,,residential,,False,False,38.955,Calle Granada,"LINESTRING (-5.4507316 36.6780342, -5.4506695 36.6780726, -5.4503141 36.6781097)",,,,,
168521075,,residential,,False,False,37.577,Avenida de Andalucía,"LINESTRING (-5.4507316 36.6780342, -5.4507068 36.6780078, -5.4504782 36.6777642)",,,,,
219446065,,residential,,False,True,247.58300000000003,,"LINESTRING (-5.4507316 36.6780342, -5.4507679 36.6779747, -5.4506779 36.6777089, -5.450647 36.6775892, -5.4504966 36.677006, -5.4503774 36.6765436, -5.4502993 36.6762409, -5.4502996 36.6761181, -5.4503 36.6759887, -5.4503352 36.6758581)",,,,,
168521071,,residential,,True,False,25.833,Calle Granada,"LINESTRING (-5.4500434 36.6781607, -5.4497701 36.6780837)",,,,,
168521072,,residential,,False,False,20.531,Calle Algeciras,"LINESTRING (-5.4500434 36.6781607, -5.4500481 36.6783453)",,,,,
168521074,,residential,,False,True,24.798,Calle Granada,"LINESTRING (-5.4500434 36.6781607, -5.4503141 36.6781097)",,,,,
432779257,,residential,,False,False,68.03399999999999,Calle Olivera,"LINESTRING (-5.4500434 36.6781607, -5.4500447 36.6780951, -5.4502941 36.6775868)",,,,,
168521072,,residential,,False,False,28.505,Calle Algeciras,"LINESTRING (-5.4500481 36.6783453, -5.4500547 36.6786016)",,,,,
168521072,,residential,,False,True,20.531,Calle Algeciras,"LINESTRING (-5.4500481 36.6783453, -5.4500434 36.6781607)",,,,,
549034099,,residential,,False,True,20.19,Calle Generalife,"LINESTRING (-5.4500481 36.6783453, -5.4502725 36.6783212)",,,,,
168484763,,residential,,True,False,27.505,Paseo del Prado,"LINESTRING (-5.4480214 36.6743256, -5.4478518 36.6745322)",,,,,
219653829,,residential,,False,False,25.828,Calle Federico Venegas,"LINESTRING (-5.4480214 36.6743256, -5.4483017 36.674384)",,,,,
219653819,,residential,,True,False,10.171,Paseo del Prado,"LINESTRING (-5.4487192 36.6767017, -5.4486718 36.6767849)",,,,,
549034122,,residential,,False,True,31.355,Calle Aragón,"LINESTRING (-5.4487192 36.6767017, -5.4489928 36.6765246)",,,,,
219446055,A-373,secondary,,True,False,25.333,,"LINESTRING (-5.4478609 36.6776952, -5.4481283 36.6777721)",,,,,
289019414,A-373,secondary,,False,False,57.233,Calle de los Callejones,"LINESTRING (-5.4478609 36.6776952, -5.4472456 36.6775489)",,,,,
549034122,,residential,,False,False,8.023,Calle Aragón,"LINESTRING (-5.4490603 36.6764769, -5.4489928 36.6765246)",,,,,
"[549034122, 219446693]",,residential,,False,"[False, True]",47.254,Calle Aragón,"LINESTRING (-5.4490603 36.6764769, -5.4492161 36.6763669, -5.4490136 36.6761658)",,,,,
549034121,,residential,,True,False,17.995,,"LINESTRING (-5.4489928 36.6765246, -5.4491805 36.676584)",,,,,
549034122,,residential,,False,False,31.355,Calle Aragón,"LINESTRING (-5.4489928 36.6765246, -5.4487192 36.6767017)",,,,,
549034122,,residential,,False,True,8.023,Calle Aragón,"LINESTRING (-5.4489928 36.6765246, -5.4490603 36.6764769)",,,,,
219446710,,residential,,True,False,63.262,Calle Doctor Zarco Bohorquez,"LINESTRING (-5.4472456 36.6775489, -5.4474693 36.677009)",,,,,
289019414,A-373,secondary,,False,True,57.233,Calle de los Callejones,"LINESTRING (-5.4472456 36.6775489, -5.4478609 36.6776952)",,,,,
"[237271677, 289019414]",A-373,secondary,,False,False,144.02999999999997,Calle de los Callejones,"LINESTRING (-5.4472456 36.6775489, -5.4464202 36.6773468, -5.446124 36.6772743, -5.4457017 36.6771687)",,,,,
168521075,,residential,,False,False,26.813,Avenida de Andalucía,"LINESTRING (-5.4502941 36.6775868, -5.4500946 36.6774064)",,,,,
168521075,,residential,,False,True,25.664,Avenida de Andalucía,"LINESTRING (-5.4502941 36.6775868, -5.4504782 36.6777642)",,,,,
432779257,,residential,,False,True,68.03399999999999,Calle Olivera,"LINESTRING (-5.4502941 36.6775868, -5.4500447 36.6780951, -5.4500434 36.6781607)",,,,,
432779264,,residential,,False,True,27.061999999999998,Calle Tenería,"LINESTRING (-5.4502941 36.6775868, -5.4502378 36.677624, -5.4500205 36.6775623)",,,,,
845632405,A-373,secondary,,True,False,44.748000000000005,Avenida de Cádiz,"LINESTRING (-5.4488726 36.6777705, -5.4489305 36.6776353, -5.4489586 36.6775185, -5.448972 36.6774554, -5.448959 36.6773796)",,,,,
168521077,,residential,,True,False,76.088,Avenida de la Esperanza,"LINESTRING (-5.4470417 36.6782124, -5.447192 36.6777944, -5.4472456 36.6775489)",,,,,
219446064,,residential,,True,False,79.517,Calle Juan Bautista,"LINESTRING (-5.4470417 36.6782124, -5.4465258 36.6780652, -5.4461936 36.6779933)",,,,,
219446064,,residential,,True,False,73.922,Calle Juan Bautista,"LINESTRING (-5.4478135 36.6784549, -5.4470417 36.6782124)",,,,,
845628357,,residential,,False,False,73.554,Avenida de Manuel de Falla,"LINESTRING (-5.4478135 36.6784549, -5.4477524 36.678585, -5.447523 36.679074)",,,,,
168521077,,residential,,True,False,30.762,Avenida de la Esperanza,"LINESTRING (-5.4466637 36.6786718, -5.4468537 36.6784409)",,,,,
558094303,,residential,,True,False,88.726,Calle Fernán Caballero,"LINESTRING (-5.4466637 36.6786718, -5.447523 36.679074)",,,,,
168521077,,residential,,True,False,26.21,Avenida de la Esperanza,"LINESTRING (-5.4464738 36.6788517, -5.4466637 36.6786718)",,,,,
