osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,tunnel,lanes,junction,bridge
180580355,False,Avinguda de Manresa,tertiary,30,False,114.71600000000001,N-141f,"LINESTRING (1.2770921 41.6743853, 1.2777614 41.6744955, 1.2778232 41.6745066, 1.278352 41.6746106, 1.2784346 41.6746269)",,,,
180580355,False,Avinguda de Manresa,tertiary,30,True,95.84899999999999,N-141f,"LINESTRING (1.2770921 41.6743853, 1.2770489 41.6743778, 1.2767203 41.6743205, 1.2764424 41.6742766, 1.276316 41.6742486, 1.2761971 41.6742186, 1.2761186 41.6741934, 1.2759864 41.6741482)",,,,
47153235,True,Carrer del Patronat de la Passió,residential,30,False,149.647,,"LINESTRING (1.2756648 41.6739683, 1.2758352 41.6738939, 1.2772205 41.6732894)",,,,
873112812,True,Avinguda de Manresa,tertiary,30,False,33.399,N-141f,"LINESTRING (1.2756648 41.6739683, 1.2757264 41.6740087, 1.2758283 41.6740652, 1.2759864 41.6741482)",,,,
47153241,False,Carrer de Sant Ramon,residential,30,True,45.971,,"LINESTRING (1.2772205 41.6732894, 1.2775263 41.673634)",,,,
544122659,False,Carrer del Patronat de la Passió,residential,50,False,59.563,,"LINESTRING (1.2772205 41.6732894, 1.2778405 41.6730202)",,,,
544122660,False,Carrer de Sant Ramon,residential,30,False,60.436,,"LINESTRING (1.2772205 41.6732894, 1.2768262 41.6728326)",,,,
47153236,False,Carrer de l'1 d'Octubre,residential,30,False,61.334,,"LINESTRING (1.2778405 41.6730202, 1.277344 41.6726119)",,,,
544122659,False,Carrer del Patronat de la Passió,residential,50,True,59.563,,"LINESTRING (1.2778405 41.6730202, 1.2772205 41.6732894)",,,,
51931858,False,Carrer de les Oluges,residential,,False,91.935,,"LINESTRING (1.2778405 41.6730202, 1.2779531 41.6729738, 1.2780329 41.6729559, 1.2781047 41.6729516, 1.2781907 41.6729664, 1.278381 41.673012, 1.2789014 41.6731042)",,,,
47153236,False,Carrer de l'1 d'Octubre,residential,30,True,61.334,,"LINESTRING (1.277344 41.6726119, 1.2778405 41.6730202)",,,,
47153239,False,Carrer del Pou Nou,residential,,True,36.281,,"LINESTRING (1.277344 41.6726119, 1.2777221 41.6724485)",,,,
59069440,False,Carrer del Pou Nou,residential,30,False,49.516,,"LINESTRING (1.277344 41.6726119, 1.2768262 41.6728326)",,,,
47153243,False,Carrer de Solsona,residential,30,False,98.305,,"LINESTRING (1.2786882 41.6738025, 1.2775263 41.673634)",,,,
51931859,False,Carrer de Bonavista,residential,30,True,79.641,,"LINESTRING (1.2786882 41.6738025, 1.2789014 41.6731042)",,,,
51931859,False,Carrer de Bonavista,residential,30,False,94.05799999999999,,"LINESTRING (1.2786882 41.6738025, 1.2784544 41.6745625, 1.2784346 41.6746269)",,,,
51931859,False,Carrer de Bonavista,residential,30,True,94.05799999999999,,"LINESTRING (1.2784346 41.6746269, 1.2784544 41.6745625, 1.2786882 41.6738025)",,,,
180580355,False,Avinguda de Manresa,tertiary,30,True,114.71600000000001,N-141f,"LINESTRING (1.2784346 41.6746269, 1.278352 41.6746106, 1.2778232 41.6745066, 1.2777614 41.6744955, 1.2770921 41.6743853)",,,,
47153241,False,Carrer de Sant Ramon,residential,30,False,45.971,,"LINESTRING (1.2775263 41.673634, 1.2772205 41.6732894)",,,,
47153243,False,Carrer de Solsona,residential,30,True,98.305,,"LINESTRING (1.2775263 41.673634, 1.2786882 41.6738025)",,,,
47150133,False,Carrer Pla de les Verges,residential,30,False,91.0,,"LINESTRING (1.2775263 41.673634, 1.277478 41.6737262, 1.2771289 41.6743225, 1.2770921 41.6743853)",,,,
59069440,False,Carrer del Pou Nou,residential,30,True,49.516,,"LINESTRING (1.2768262 41.6728326, 1.277344 41.6726119)",,,,
544122660,False,Carrer de Sant Ramon,residential,30,True,60.436,,"LINESTRING (1.2768262 41.6728326, 1.2772205 41.6732894)",,,,
544122661,True,Carrer del Pou Nou,residential,30,False,163.047,,"LINESTRING (1.2768262 41.6728326, 1.2763127 41.673058, 1.2753098 41.6734984, 1.2752694 41.6735185, 1.2752539 41.6735416, 1.2752473 41.6735697, 1.2752517 41.6735928, 1.2752685 41.6736292)",,,,
47843878,False,Carrer de la Victòria,secondary,30,False,30.836,L-303,"LINESTRING (1.2717137 41.672083, 1.2716637 41.6721598, 1.2716567 41.6721705, 1.2716167 41.6722315, 1.2715484 41.6723313)",,1,,
47843878,False,Carrer de la Victòria,secondary,30,True,76.84899999999998,L-303,"LINESTRING (1.2717137 41.672083, 1.2718308 41.6719231, 1.2720234 41.6717033, 1.2720686 41.6716545, 1.2720987 41.6716196, 1.2721251 41.6715878, 1.2721371 41.6715703, 1.2721481 41.6715523, 1.2721539 41.6715374, 1.2721566 41.6715221, 1.2721565 41.6715015, 1.2721523 41.6714849)",,1,,
180438572,True,Carrer dels Filadors,residential,,False,217.398,,"LINESTRING (1.269399 41.66866, 1.2693627 41.6686609, 1.2693238 41.6686556, 1.2692783 41.6686451, 1.2689725 41.6685029, 1.2689404 41.6684948, 1.2689082 41.6685009, 1.2688733 41.6685169, 1.2688438 41.6685509, 1.2687928 41.6687233, 1.2688009 41.6687473, 1.2688465 41.6687874, 1.2692595 41.669122, 1.2692837 41.669158, 1.2692729 41.6692141, 1.2692354 41.6692402, 1.2688599 41.6693223, 1.2688223 41.6693223, 1.2687767 41.6693103, 1.2686104 41.6692332, 1.2685648 41.6692121, 1.2685416 41.6692148, 1.2684834 41.6692671)",,,,
364147705,False,Avinguda de Vallfogona,secondary,50,True,163.471,L-214,"LINESTRING (1.269399 41.66866, 1.269446 41.668746, 1.269506 41.66884, 1.269572 41.66894, 1.269638 41.669044, 1.2697115 41.6691664, 1.2698 41.6693251, 1.269832 41.669398, 1.269887 41.669519, 1.269939 41.66964, 1.269994 41.669756, 1.270051 41.669869, 1.270114 41.669979, 1.2701383 41.6700206)",,2,,
"[180438457, 706954363, 609168527]",False,Avinguda de Catalunya,tertiary,20,False,20.839000000000002,,"LINESTRING (1.2741078 41.6724599, 1.2741447 41.6724603, 1.274201 41.6724537, 1.2742582 41.6724435, 1.2743254 41.672428, 1.2743513 41.6724203)",,,,
"[222319727, 609168527]",False,Avinguda de Catalunya,tertiary,"['20', '30']",True,120.418,,"LINESTRING (1.2741078 41.6724599, 1.2740586 41.6724539, 1.2740282 41.6724436, 1.2739975 41.6724276, 1.2739679 41.6724056, 1.2737989 41.6722351, 1.2734349 41.6718312, 1.2733871 41.6717892, 1.2733416 41.6717514, 1.273264 41.6717053, 1.2731652 41.6716683)",,,,
180438446,True,Plaça de Magdalena de Montclar,residential,,False,17.757999999999996,,"LINESTRING (1.2746261 41.6699034, 1.274684 41.6698785, 1.2747256 41.6698616, 1.2747443 41.6698536, 1.2747776 41.6698402, 1.2747977 41.6698372, 1.2748171 41.6698344)",,,,
182322281,True,Plaça de Magdalena de Montclar,residential,,False,29.782,,"LINESTRING (1.2746261 41.6699034, 1.2745819 41.6698817, 1.2744 41.6696982)",,,,
182322273,True,Plaça de Magdalena de Montclar,residential,,False,33.602999999999994,,"LINESTRING (1.2745868 41.6695862, 1.2747897 41.6698101, 1.274797 41.6698176, 1.2748064 41.6698246, 1.2748171 41.6698344)",,,,
182322283,True,Passeig de Jaume Balmes,residential,,False,138.57500000000002,,"LINESTRING (1.2748171 41.6698344, 1.2748898 41.6699464, 1.2750817 41.6703026, 1.275243 41.6706023, 1.275279 41.670669, 1.2753742 41.6708459, 1.2754503 41.6709871)",,,,
47730944,True,Avinguda del Pare Claret,residential,,False,16.008,,"LINESTRING (1.2752723 41.6712053, 1.275289 41.6711459, 1.2752895 41.6711046, 1.2752782 41.6710635)",,,,
47801038,False,Avinguda del Pare Claret,residential,,False,104.088,,"LINESTRING (1.2752723 41.6712053, 1.2750889 41.6715091, 1.2750365 41.6715982, 1.2748666 41.671852, 1.2748064 41.6719578, 1.2748016 41.6719863, 1.2748237 41.6720626)",,,,
47801038,False,Avinguda del Pare Claret,residential,,True,104.088,,"LINESTRING (1.2748237 41.6720626, 1.2748016 41.6719863, 1.2748064 41.6719578, 1.2748666 41.671852, 1.2750365 41.6715982, 1.2750889 41.6715091, 1.2752723 41.6712053)",,,,
"[706954362, 180438565]",False,Avinguda de Catalunya,tertiary,"['20', '50']",True,58.617999999999995,,"LINESTRING (1.2748237 41.6720626, 1.2747331 41.6721925, 1.2746747 41.6722736, 1.2746274 41.6723182, 1.2745729 41.6723486, 1.2745129 41.6723741, 1.2744656 41.6723856, 1.2744177 41.6723995, 1.2743513 41.6724203)",,,,
706954361,False,Avinguda d'Igualada,tertiary,30,False,122.737,,"LINESTRING (1.2748237 41.6720626, 1.2748886 41.6719819, 1.2751062 41.6717518, 1.2756864 41.6712206, 1.2757218 41.6711875)",,,,
695832859,True,Passeig de Jaume Balmes,residential,,False,11.537,,"LINESTRING (1.2754503 41.6709871, 1.2754545 41.6710128, 1.275447 41.6710382, 1.2754288 41.6710602, 1.2754017 41.6710765)",,,,
"[823928768, 823928767, 47843879]",False,Avinguda d'Agramunt,secondary,30,False,49.797,L-303,"LINESTRING (1.2714727 41.6724843, 1.2714402 41.6725606, 1.2713733 41.672718, 1.2712911 41.6729111)",,,,
59043679,False,Carrer de Montoliu,residential,,True,82.28,,"LINESTRING (1.2714727 41.6724843, 1.2713996 41.672456, 1.2710702 41.6723197, 1.2706021 41.6721313)",,,,
181312831,False,Avinguda d'Agramunt,secondary,30,True,18.142,L-303,"LINESTRING (1.2714727 41.6724843, 1.2715071 41.6724094, 1.2715484 41.6723313)",,,,
396517544,True,Avinguda d'Agramunt,secondary,30,False,14.288,,"LINESTRING (1.2711799 41.6731729, 1.2711892 41.6732212, 1.2712 41.6732419, 1.2712215 41.673265, 1.2712469 41.6732874)",,,,
823928767,False,Avinguda d'Agramunt,secondary,30,True,30.540999999999997,L-303,"LINESTRING (1.2711799 41.6731729, 1.2712171 41.6730854, 1.2712911 41.6729111)",,,,
181605808,True,,secondary,30,False,15.769,L-303,"LINESTRING (1.2713017 41.6733709, 1.2712924 41.673406, 1.2712762 41.6734284, 1.2712511 41.6734485, 1.2712132 41.6734649, 1.2711869 41.6734703)",,,roundabout,
348247083,False,Carrer de Vidal de Montpalau,residential,,True,106.86000000000001,,"LINESTRING (1.2713017 41.6733709, 1.2713732 41.6733734, 1.2714565 41.6733856, 1.2714761 41.6733898, 1.2715907 41.6734144, 1.2718997 41.6734843, 1.272449 41.6736054, 1.27254 41.6736255)",,,,
"[48147089, 307407646]",False,Avinguda de Guissona,secondary,30,False,134.768,L-311-B,"LINESTRING (1.2711869 41.6734703, 1.2712431 41.6735964, 1.2714261 41.6740157, 1.2715328 41.6742737, 1.2716381 41.6745775, 1.2716563 41.67463)",,,,
181605808,True,,secondary,30,False,7.840999999999999,L-303,"LINESTRING (1.2711869 41.6734703, 1.2711377 41.6734699, 1.2710953 41.6734582)",,,roundabout,
402695455,True,,secondary,30,False,15.030000000000001,L-303,"LINESTRING (1.2710953 41.6734582, 1.271054 41.6734729, 1.2710154 41.6734903, 1.2709737 41.6735093, 1.2709412 41.6735283)",,,,
584870898,True,,secondary,30,False,7.486,L-303,"LINESTRING (1.2710953 41.6734582, 1.2710633 41.6734393, 1.2710364 41.6734084)",,,roundabout,
773815053,True,,secondary,30,False,11.018,L-303,"LINESTRING (1.2710364 41.6734084, 1.271026 41.6733746, 1.2710362 41.6733292, 1.2710492 41.6733136)",,,roundabout,
34204019,False,Avinguda del Mil·lenari de Catalunya,residential,,False,78.936,,"LINESTRING (1.2710492 41.6733136, 1.2708716 41.673264, 1.270158 41.673067)",,,,
773815053,True,,secondary,30,False,5.759,L-303,"LINESTRING (1.2710492 41.6733136, 1.2710599 41.6733008, 1.2710983 41.6732779)",,,roundabout,
47843893,True,,secondary,30,False,13.103,L-303,"LINESTRING (1.2710983 41.6732779, 1.2711271 41.6732693, 1.2711617 41.6732656, 1.2712128 41.6732723, 1.2712414 41.6732834, 1.2712469 41.6732874)",,,roundabout,
396517545,True,Avinguda d'Agramunt,secondary,30,False,13.526,,"LINESTRING (1.2710983 41.6732779, 1.2711306 41.6732431, 1.2711537 41.673212, 1.2711799 41.6731729)",,,,
47844659,True,Avinguda d'Agramunt,secondary,40,False,48.894999999999996,L-303,"LINESTRING (1.2693992 41.6762385, 1.2692522 41.6766093, 1.2692399 41.6766615)",,,,
402695456,False,Avinguda d'Agramunt,secondary,30,True,131.06,L-303,"LINESTRING (1.2693992 41.6762385, 1.2695875 41.6759079, 1.269824 41.6754926, 1.2700169 41.6751539)",,,,
348278151,True,,secondary,40,False,13.07,L-303,"LINESTRING (1.2689037 41.6771149, 1.2688405 41.677112, 1.2687891 41.6771075, 1.2687492 41.677097)",,,roundabout,
107378789,True,Camí del Cementiri,residential,,False,15.68,,"LINESTRING (1.2687492 41.677097, 1.2686814 41.6771131, 1.2686344 41.6771342, 1.2685861 41.6771642)",,,,
348278151,True,,secondary,40,False,12.168999999999999,L-303,"LINESTRING (1.2687492 41.677097, 1.2686981 41.6770736, 1.2686566 41.6770455, 1.2686339 41.6770302)",,,roundabout,
348278151,True,,secondary,40,False,15.219999999999999,L-303,"LINESTRING (1.2686339 41.6770302, 1.2686131 41.6770115, 1.2685894 41.6769776, 1.2685716 41.6769451, 1.2685592 41.676907)",,,roundabout,
307194353,True,,secondary,40,False,25.889000000000003,L-303,"LINESTRING (1.2685592 41.676907, 1.2685567 41.6768681, 1.2685637 41.6768092, 1.2685696 41.6767516, 1.2685795 41.6767177, 1.268591 41.6766763)",,,roundabout,
307194354,True,Carretera de Cervera a Agramunt,secondary,40,False,33.974000000000004,L-303,"LINESTRING (1.2685592 41.676907, 1.2685281 41.6768845, 1.2684727 41.6768565, 1.2683719 41.676821, 1.2682908 41.6768077, 1.2681865 41.6768044)",,,,
348277567,True,,secondary,40,False,7.199,L-303,"LINESTRING (1.268591 41.6766763, 1.2686052 41.6766468, 1.2686218 41.6766158)",,,roundabout,
47844660,True,Avinguda d'Agramunt,secondary,40,False,40.812,L-303,"LINESTRING (1.2690121 41.6764579, 1.2690738 41.6764358, 1.2691221 41.6764198, 1.2691708 41.6763951, 1.2692294 41.6763657, 1.2692642 41.6763397, 1.2693055 41.6763126, 1.2693497 41.6762763, 1.2693992 41.6762385)",,,,
348277569,True,,secondary,40,False,31.072,L-303,"LINESTRING (1.2690121 41.6764579, 1.269054 41.6764725, 1.2691153 41.6765035, 1.2691687 41.676539, 1.2692023 41.6765715, 1.269226 41.6766069, 1.2692399 41.6766615)",,,roundabout,
47844978,True,Carretera de Cervera a Agramunt,secondary,40,False,36.737,L-303,"LINESTRING (1.2681865 41.6768044, 1.2683772 41.6767593, 1.2684349 41.6767453, 1.2684787 41.676728, 1.2685368 41.6767042, 1.268591 41.6766763)",,,,
395078068,False,Avinguda de Guissona,secondary,30,False,27.078,L-311-B,"LINESTRING (1.2716563 41.67463, 1.2717289 41.6748674)",,,,
95942829,True,Carrer de Vidal i Diné,residential,30,False,110.998,,"LINESTRING (1.2716563 41.67463, 1.2715816 41.674733, 1.2710769 41.6754288, 1.2710197 41.6755077)",,,,
95942845,False,Carrer del Tarròs,residential,30,True,46.277,,"LINESTRING (1.2716563 41.67463, 1.2717473 41.6746157, 1.2722016 41.6745445)",,,,
"[48147089, 307407646]",False,Avinguda de Guissona,secondary,30,True,134.768,L-311-B,"LINESTRING (1.2716563 41.67463, 1.2716381 41.6745775, 1.2715328 41.6742737, 1.2714261 41.6740157, 1.2712431 41.6735964, 1.2711869 41.6734703)",,,,
348278150,True,,secondary,,False,9.369,L-311-B,"LINESTRING (1.2723674 41.6769522, 1.2724048 41.6769548, 1.2724399 41.676965, 1.2724698 41.676982)",,,,
395078068,False,Avinguda de Guissona,secondary,30,True,82.28699999999999,L-311-B,"LINESTRING (1.2723674 41.6769522, 1.2723585 41.6769232, 1.272347 41.6768856, 1.2721884 41.6763676, 1.2721683 41.676302, 1.2721465 41.6762308)",,,,
348278150,True,,secondary,,False,5.084,L-311-B,"LINESTRING (1.2723089 41.6769646, 1.2723372 41.6769559, 1.2723674 41.6769522)",,,,
328471785,True,,secondary,,False,6.427,L-311-B,"LINESTRING (1.2724594 41.6771304, 1.2724254 41.6771457, 1.2723889 41.6771527)",,,,
328472726,True,Avinguda de Guissona,secondary_link,,False,11.282,L-311-B,"LINESTRING (1.2724594 41.6771304, 1.2724461 41.6771721, 1.2724399 41.6771997, 1.2724397 41.6772303)",,,,
48147091,True,Avinguda del President Macià,residential,30,False,38.699,,"LINESTRING (1.2724698 41.676982, 1.2726405 41.6769888, 1.2729351 41.6770006)",,2,,
328471785,True,,secondary,,False,18.503,L-311-B,"LINESTRING (1.2724698 41.676982, 1.2724954 41.6770093, 1.2725077 41.6770413, 1.2725054 41.6770745, 1.2724887 41.6771053, 1.2724594 41.6771304)",,,,
370931353,True,Avinguda del President Macià,residential,,False,18.378,,"LINESTRING (1.2786497 41.6769948, 1.2786601 41.6770508, 1.2786631 41.67711, 1.278659 41.6771594)",,,,
825183493,False,Carrer de l'Antic Camí de Castellnou,residential,,True,48.175,,"LINESTRING (1.2786497 41.6769948, 1.2785461 41.6768935, 1.2782976 41.6766505)",,,,
92902542,True,Carrer de Víctor Balaguer,residential,,False,55.178,,"LINESTRING (1.278659 41.6771594, 1.2785348 41.6772679, 1.2782192 41.6775313)",,,,
395065680,True,Avinguda del President Macià,residential,30,False,76.803,,"LINESTRING (1.278659 41.6771594, 1.2784699 41.6771658, 1.2777352 41.6771908)",,2,,
92902545,False,Avinguda dels Pirineus,residential,,True,31.896,,"LINESTRING (1.2754763 41.6772676, 1.2754894 41.6773473, 1.2755232 41.6775523)",,,,
395065678,False,Avinguda dels Pirineus,residential,,False,16.872999999999998,,"LINESTRING (1.2754763 41.6772676, 1.2754633 41.6771958, 1.2754515 41.677117)",,,,
395065679,True,Avinguda del President Macià,residential,30,False,62.457,,"LINESTRING (1.2754763 41.6772676, 1.2754028 41.6772668, 1.2750712 41.6772432, 1.2748392 41.6772314, 1.2747266 41.6772256)",,2,,
"[48147448, 773815050, 773815051]",True,Avinguda de l'Esport,residential,"['30', '50']",False,248.49200000000002,,"LINESTRING (1.2722841 41.6771277, 1.2720945 41.6771205, 1.271539 41.6770994, 1.2711756 41.6770856, 1.2702878 41.6770519, 1.2694171 41.6770188, 1.2693829 41.6770188, 1.2692958 41.6770188)",,2,,
328471785,True,,secondary,,False,21.263,L-311-B,"LINESTRING (1.2722841 41.6771277, 1.2722572 41.677103, 1.272242 41.6770732, 1.27224 41.6770413, 1.2722515 41.6770106, 1.2722752 41.6769842, 1.2723089 41.6769646)",,,,
348278151,True,,secondary,40,False,19.258000000000003,L-303,"LINESTRING (1.2691012 41.6770308, 1.2690639 41.6770573, 1.2690303 41.677078, 1.268968 41.6771026, 1.2689037 41.6771149)",,,roundabout,
"[48147449, 370931354, 773815052]",True,Avinguda de l'Esport,residential,"['50', '30']",False,257.077,,"LINESTRING (1.2692412 41.6767832, 1.2692696 41.6768025, 1.2693286 41.6768285, 1.2693904 41.6768447, 1.2694868 41.6768505, 1.2702959 41.6768843, 1.2711877 41.6769214, 1.272104 41.6769563, 1.2722091 41.6769602, 1.2723089 41.6769646)",,2,,
348278151,True,,secondary,40,False,30.46,L-303,"LINESTRING (1.2692412 41.6767832, 1.269227 41.6768368, 1.269213 41.6768874, 1.2691875 41.6769387, 1.2691568 41.6769805, 1.2691012 41.6770308)",,,roundabout,
48811648,True,Carrer d'Euskadi,residential,,False,213.466,,"LINESTRING (1.2782722 41.6720434, 1.2782153 41.6720105, 1.278104 41.6719468, 1.2780243 41.6719044, 1.2778678 41.6718274, 1.2778124 41.6717999, 1.2775826 41.6716975, 1.2774074 41.6716456, 1.2772261 41.6716201, 1.2771694 41.6716144, 1.2770626 41.6716037, 1.2769177 41.671598, 1.276761 41.6716115, 1.2765258 41.6716501, 1.2763855 41.6716877, 1.2759701 41.6718368, 1.2759277 41.671852)",,,,
48812498,False,Carrer d'Euskadi,residential,,False,91.319,,"LINESTRING (1.2759277 41.671852, 1.2759089 41.6718495, 1.2758687 41.6718254, 1.2758586 41.6718147, 1.2758558 41.6718117, 1.2758432 41.6717984, 1.2758324 41.6717773, 1.2758217 41.6717563, 1.2758224 41.6717493, 1.2758405 41.6717012, 1.2759116 41.6715905, 1.275992 41.6714465, 1.2759994 41.6713992, 1.2759887 41.6713581, 1.2759109 41.671287, 1.2758646 41.6712559, 1.2758169 41.6712324, 1.2757722 41.6712126, 1.2757218 41.6711875)",,,,
706954361,False,Avinguda d'Igualada,tertiary,30,False,6.852,,"LINESTRING (1.2757218 41.6711875, 1.2757683 41.6711366)",,,,
48812498,False,Carrer d'Euskadi,residential,,True,91.319,,"LINESTRING (1.2757218 41.6711875, 1.2757722 41.6712126, 1.2758169 41.6712324, 1.2758646 41.6712559, 1.2759109 41.671287, 1.2759887 41.6713581, 1.2759994 41.6713992, 1.275992 41.6714465, 1.2759116 41.6715905, 1.2758405 41.6717012, 1.2758224 41.6717493, 1.2758217 41.6717563, 1.2758324 41.6717773, 1.2758432 41.6717984, 1.2758558 41.6718117, 1.2758586 41.6718147, 1.2758687 41.6718254, 1.2759089 41.6718495, 1.2759277 41.671852)",,,,
706954361,False,Avinguda d'Igualada,tertiary,30,True,122.73700000000001,,"LINESTRING (1.2757218 41.6711875, 1.2756864 41.6712206, 1.2751062 41.6717518, 1.2748886 41.6719819, 1.2748237 41.6720626)",,,,
182322276,False,Carrer de Ferran el Catòlic,secondary_link,,True,6.347,,"LINESTRING (1.2672123 41.6692152, 1.2672184 41.6692721)",,,,
457311268,False,Carrer de Ferran el Catòlic,residential,,False,19.0,,"LINESTRING (1.2672123 41.6692152, 1.2672314 41.6691397, 1.2672829 41.6690539)",,,,
180580373,False,Avinguda de Catalunya,tertiary,30,False,14.508,,"LINESTRING (1.2680706 41.6707397, 1.2682414 41.670767)",,,,
51766248,False,Carrer d'Isabel la Catòlica,residential,,True,39.371,,"LINESTRING (1.2680706 41.6707397, 1.2680548 41.6707967, 1.2679744 41.6710864)",,,,
180580373,False,Avinguda de Catalunya,tertiary,30,True,83.375,,"LINESTRING (1.2680706 41.6707397, 1.267225 41.6706043, 1.2670892 41.6705822)",,,,
180580373,False,Avinguda de Catalunya,tertiary,30,False,11.57,,"LINESTRING (1.2697764 41.6709991, 1.2699135 41.6710175)",,,,
180580373,False,Avinguda de Catalunya,tertiary,30,True,63.84,,"LINESTRING (1.2697764 41.6709991, 1.2690231 41.6708851)",,,,
180438441,False,Carrer de Ferran el Catòlic,residential,,True,155.97100000000003,,"LINESTRING (1.2697764 41.6709991, 1.2697671 41.6709376, 1.2697579 41.6709017, 1.2691268 41.6698864, 1.2690903 41.6698328, 1.2690107 41.6697232)",,,,
"[496483364, 49898469]",False,Avinguda del Prat de la Riba,residential,,False,80.52699999999999,,"LINESTRING (1.2679744 41.6710864, 1.2681936 41.6711298, 1.2683457 41.6711643, 1.2689036 41.6712927)",,,,
51766248,False,Carrer d'Isabel la Catòlica,residential,,False,39.371,,"LINESTRING (1.2679744 41.6710864, 1.2680548 41.6707967, 1.2680706 41.6707397)",,,,
433006192,False,Avinguda del Polígon Industrial,residential,50,True,50.61,,"LINESTRING (1.2692007 41.6749191, 1.2685918 41.6749015)",,,,
95942838,False,Carrer de Biosca,residential,30,False,99.382,,"LINESTRING (1.2692007 41.6749191, 1.2692935 41.6747365, 1.2695698 41.674193, 1.2696375 41.6740874)",,,,
433006192,False,Avinguda del Polígon Industrial,residential,50,False,72.68700000000001,,"LINESTRING (1.2692007 41.6749191, 1.2692351 41.674926, 1.2695424 41.6750066, 1.2697781 41.6750802, 1.2700169 41.6751539)",,,,
51205370,True,,residential,,False,23.002000000000002,,"LINESTRING (1.276079 41.6745509, 1.2761341 41.6745474, 1.2761688 41.6745526, 1.2762178 41.674572, 1.2762465 41.6745936, 1.276272 41.6746303, 1.2762774 41.6746559)",,1,roundabout,
"[51205376, 180580363, 51205375]",False,Carrer de la Llibertat,residential,20,False,167.31000000000003,,"LINESTRING (1.276079 41.6745509, 1.2760532 41.6745295, 1.2760095 41.67449, 1.2759251 41.6744268, 1.2758687 41.6743927, 1.2757668 41.6743466, 1.2756222 41.6742928, 1.2755074 41.6742475, 1.2754694 41.6742299, 1.2754377 41.6742111, 1.2754141 41.674196, 1.2753921 41.6741774, 1.27537 41.6741521, 1.2753542 41.6741267, 1.2752199 41.6738564, 1.2750483 41.6734743, 1.2749992 41.6733671)",yes,,,
51205370,True,,residential,,False,13.328,,"LINESTRING (1.2762774 41.6746559, 1.2762769 41.674675, 1.2762648 41.674708, 1.276253 41.6747316, 1.2762149 41.6747616)",,1,roundabout,
483716806,True,Carrer de l'Antic Camí de Castellnou,residential,,False,15.248999999999999,,"LINESTRING (1.2762774 41.6746559, 1.2763224 41.6747104, 1.2763736 41.6747727)",,,,
395078065,True,Avinguda dels Pirineus,residential,,False,13.154,,"LINESTRING (1.2760529 41.6747741, 1.2759313 41.6748499)",,,,
51205370,True,,residential,,False,8.328,,"LINESTRING (1.2760529 41.6747741, 1.2760074 41.6747504, 1.2759804 41.6747237)",,1,roundabout,
