osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,tunnel
405450794,2,EX-112,Carretera Zafra a Villanueva del Fresno,primary,False,True,17.414,"LINESTRING (-6.7736391 38.3231218, -6.7737552 38.3229944)",,
405450794,2,EX-112,Carretera Zafra a Villanueva del Fresno,primary,False,False,111.01299999999999,"LINESTRING (-6.7736391 38.3231218, -6.7735758 38.3231979, -6.7735423 38.3232409, -6.7735122 38.3232855, -6.7734781 38.3233385, -6.773382 38.323493, -6.7731812 38.3237991, -6.7731462 38.323847, -6.773102 38.3238914, -6.7730516 38.3239358, -6.7729955 38.3239767)",,
898177049,,,Barriada de San Bartolomé,residential,False,True,23.137,"LINESTRING (-6.7736391 38.3231218, -6.7735882 38.3231006, -6.7733892 38.3230542)",,
898177118,,,,residential,True,False,20.42,"LINESTRING (-6.7656264 38.3236602, -6.765798 38.3235353)",,
898177016,,N-435a,Carretera de Badajoz,primary,False,True,23.741,"LINESTRING (-6.7656264 38.3236602, -6.7656392 38.3236225, -6.7656594 38.3235337, -6.7656741 38.3234502)",30,
93576295,,N-435a,Carretera de Fregenal,primary,False,True,13.197,"LINESTRING (-6.7677051 38.3189487, -6.767808 38.3188617)",30,
93576295,,N-435a,Carretera de Fregenal,primary,False,False,97.493,"LINESTRING (-6.7677051 38.3189487, -6.7676451 38.319, -6.7675769 38.3190663, -6.7673908 38.3192525, -6.7673534 38.3192935, -6.7673148 38.3193431, -6.7672861 38.3193833, -6.7672636 38.3194204, -6.7672497 38.3194538, -6.7672366 38.3194995, -6.7672295 38.3195414, -6.7672054 38.3197057)",30,
134694661,,,Calle Mirador de Jerez,residential,False,False,289.06100000000004,"LINESTRING (-6.7677051 38.3189487, -6.7672245 38.3187294, -6.7671496 38.3186928, -6.7671199 38.3186726, -6.7671093 38.3186557, -6.7670992 38.3186259, -6.7670943 38.3185866, -6.7670951 38.3185434, -6.7671388 38.3183412, -6.7672388 38.3180364, -6.7673746 38.3176715, -6.7673799 38.3176337, -6.7673691 38.3176057, -6.7673411 38.3175887, -6.7673008 38.3175796, -6.7672621 38.3175876, -6.7672287 38.3176143, -6.7671144 38.3177536, -6.7666739 38.318302, -6.7666601 38.3183192)",,
87058724,,,Calle Santiago,residential,False,False,246.45200000000006,"LINESTRING (-6.7719999 38.3225111, -6.7722426 38.3223572, -6.7722674 38.3223187, -6.7723872 38.3220963, -6.7724097 38.3220589, -6.7725767 38.3218433, -6.7725972 38.3218063, -6.7726208 38.321657, -6.7726768 38.3215231, -6.7727093 38.3213903, -6.7727243 38.3212965, -6.7727286 38.3211162, -6.7727547 38.3210171, -6.7727659 38.3208303, -6.7727603 38.3208029, -6.7726977 38.3206915, -6.7726888 38.3206741, -6.7726874 38.3206488, -6.7727158 38.3204805)",,
87058743,,,Calle Llano de San Bartolomé,residential,False,True,43.562,"LINESTRING (-6.7719999 38.3225111, -6.771784 38.3222169, -6.7717618 38.3221676)",,
671130650,,,Calle del Campo,residential,False,False,86.72200000000001,"LINESTRING (-6.7719999 38.3225111, -6.7713409 38.3227874, -6.771123 38.3228785)",,
898177049,,,Barriada de San Bartolomé,residential,False,False,22.950000000000003,"LINESTRING (-6.7719999 38.3225111, -6.7720561 38.3225379, -6.7722254 38.3226174)",,
