osmid,oneway,lanes,name,highway,reversed,length,maxspeed,junction,geometry,ref,tunnel,access
25135054,True,2,Avenida del Doctor Fleming,primary,False,18.257,,,"LINESTRING (-3.7611019 40.325341, -3.7612633 40.3252323)",,,
896007718,True,2,,primary,False,12.925,40,roundabout,"LINESTRING (-3.7611019 40.325341, -3.7610954 40.3253026, -3.7610762 40.3252667, -3.7610457 40.3252357)",,,
895974699,True,2,,primary,False,15.465999999999998,40,roundabout,"LINESTRING (-3.7610457 40.3252357, -3.7609971 40.3252079, -3.7609396 40.3251927, -3.7608788 40.3251915)",,,
889921785,True,2,,primary,False,6.932,40,roundabout,"LINESTRING (-3.7607068 40.325347, -3.7607127 40.3253779, -3.7607268 40.3254071)",,,
889921786,True,2,,primary,False,17.771,40,roundabout,"LINESTRING (-3.7607268 40.3254071, -3.7607558 40.3254404, -3.7607953 40.3254666, -3.7608425 40.325484, -3.760894 40.3254914)",,,
32574055,False,,Avenida de Fuenlabrada,trunk,False,8.674,,,"LINESTRING (-3.7629679 40.3293152, -3.7629858 40.3292384)",,,
28554932,False,,Avenida de la Universidad,secondary,False,149.105,40,,"LINESTRING (-3.7629679 40.3293152, -3.7631101 40.3293452, -3.7635824 40.3296006, -3.7637185 40.329696, -3.7638037 40.329765, -3.7643063 40.3301614)",,,
246729012,False,3,Avenida del Doctor Martín Vegue Jaudenes,trunk,True,59.456999999999994,,,"LINESTRING (-3.7629679 40.3293152, -3.7627779 40.3292685, -3.7623003 40.3291512)",M-402,,
"[246729016, 246729017]",False,3,Avenida de Fuenlabrada,primary,True,123.799,,,"LINESTRING (-3.7629679 40.3293152, -3.7628899 40.3294856, -3.762738 40.3298176, -3.7625032 40.3302061, -3.7624807 40.3302433, -3.7624498 40.3302944, -3.7624189 40.3303455)",,,
27924344,False,,Avenida de la Universidad,secondary,True,117.071,40,,"LINESTRING (-3.7691053 40.330869, -3.7689918 40.3309333, -3.7685491 40.3311988, -3.7682588 40.331372, -3.768193 40.331412, -3.7681108 40.3314609, -3.7680318 40.3315291)",,,
28047874,False,,Calle de Santa Rosa,residential,False,46.43299999999999,,,"LINESTRING (-3.7691053 40.330869, -3.7691664 40.3308161, -3.7694673 40.3305556)",,,
"[28047945, 98299106, 98299105]",False,"['1', '2']",Avenida del Doctor Mendiguchia Carriche,secondary,False,107.273,,,"LINESTRING (-3.7691053 40.330869, -3.7694788 40.3310384, -3.7696045 40.3310988, -3.770133 40.331318, -3.7702058 40.3313445)",,yes,
"[694271698, 27924348]",True,,Calle Getafe,residential,False,26.546000000000003,40,,"LINESTRING (-3.7637729 40.3273856, -3.7637336 40.3273749, -3.7637136 40.3273701, -3.7636944 40.3273649, -3.763677 40.3273593, -3.7636447 40.3273472, -3.7635996 40.3273283, -3.7635729 40.327315, -3.7635468 40.3272993, -3.763526 40.327286, -3.7635027 40.3272699)",,,
32574066,False,,Avenida de Fuenlabrada,trunk,False,130.387,,,"LINESTRING (-3.7637729 40.3273856, -3.7638369 40.3272944, -3.7639479 40.3271361, -3.7641086 40.3269105, -3.7644097 40.3264846, -3.764445 40.3264361, -3.7644671 40.3264106, -3.7645202 40.3263622)",M-402,,
694271699,False,2,Avenida de Fuenlabrada,trunk,True,135.498,,,"LINESTRING (-3.7637729 40.3273856, -3.7637152 40.3274776, -3.7636642 40.3275591, -3.7634899 40.327831, -3.7633645 40.3280301, -3.7632352 40.3284319, -3.7632073 40.3285184)",,,
121842101,True,,Calle de Barrionuevo,residential,False,88.267,40,,"LINESTRING (-3.7680746 40.3295791, -3.7680996 40.3295338, -3.7683021 40.3292473, -3.7685781 40.3289784, -3.7686427 40.3289182)",,,
165263316,False,,Calle de Ordóñez,residential,False,95.17200000000001,40,,"LINESTRING (-3.7680746 40.3295791, -3.7679491 40.3295157, -3.7673441 40.3291754, -3.7671666 40.3290759)",,,permit
121842222,True,,Calle de Santa Teresa,residential,False,21.272000000000002,,,"LINESTRING (-3.7696514 40.3285724, -3.7696356 40.3284753, -3.769634 40.3284476, -3.7696384 40.3284227, -3.7696484 40.3284014, -3.7696614 40.3283864)",,,
404309507,False,,Calle de Santa Teresa,residential,False,150.974,,,"LINESTRING (-3.7696514 40.3285724, -3.769658 40.3285896, -3.7696843 40.3286588, -3.7697824 40.3288808, -3.7701686 40.3297581, -3.7701831 40.3297849, -3.7701969 40.3298033, -3.7702149 40.3298213, -3.7702292 40.3298316, -3.7702505 40.3298438)",,,
121841981,True,,Calle Lope de Vega,residential,False,59.824,30,,"LINESTRING (-3.7639873 40.3249853, -3.7634527 40.3253365)",,,
40931372,True,,Calle de Garcilaso,residential,False,123.929,40,,"LINESTRING (-3.7639873 40.3249853, -3.7639228 40.3249549, -3.7636252 40.3246894, -3.7630727 40.3241827, -3.7630565 40.3241603, -3.7630419 40.3241402)",,,
390152240,False,3,Avenida de Fuenlabrada,trunk,True,12.214,,,"LINESTRING (-3.7652039 40.3255874, -3.7651238 40.3256787)",M-402,,
40931372,True,,Calle de Garcilaso,residential,False,122.968,40,,"LINESTRING (-3.7652039 40.3255874, -3.7651072 40.3255356, -3.7640755 40.3250281, -3.7639873 40.3249853)",,,
390152240,False,3,Avenida de Fuenlabrada,trunk,False,31.521,,,"LINESTRING (-3.7652039 40.3255874, -3.7653416 40.3254286, -3.7654093 40.3253511)",M-402,,
25135054,True,2,Avenida del Doctor Fleming,primary,False,68.505,,,"LINESTRING (-3.7622892 40.324536, -3.7623763 40.3244805, -3.7628368 40.3241905, -3.762875 40.3241647, -3.7629096 40.3241413)",,,
40931373,True,,Calle de Calderón de la Barca,residential,False,80.394,40,,"LINESTRING (-3.7622892 40.324536, -3.7623431 40.3245769, -3.7625772 40.3247399, -3.7627182 40.3248367, -3.7629869 40.3250256)",,,
40931378,True,,Calle de los Poetas,living_street,False,72.777,,,"LINESTRING (-3.7648013 40.3260631, -3.7653993 40.3265327)",,,
32574066,False,,Avenida de Fuenlabrada,trunk,True,37.739000000000004,,,"LINESTRING (-3.7648013 40.3260631, -3.7645911 40.3262979, -3.7645694 40.3263192, -3.7645462 40.3263411)",M-402,,
390152240,False,3,Avenida de Fuenlabrada,trunk,False,50.744,,,"LINESTRING (-3.7648013 40.3260631, -3.7648504 40.3260088, -3.7651238 40.3256787)",M-402,,
"[121841952, 28047804]",False,,"['Calle San Nicasio', 'Calle de San Nicasio']",residential,False,83.051,,,"LINESTRING (-3.7678068 40.3315208, -3.7674622 40.3312259, -3.7678004 40.3309863)",,,
