osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,tunnel
254680900,Calle Escalerillas,residential,False,False,7.973,,,"LINESTRING (-1.411544 41.1143016, -1.4115491 41.1143732)",
254680903,Calle Mayor,tertiary,False,True,4.097,A-211,40,"LINESTRING (-1.411544 41.1143016, -1.4114953 41.1142982)",
254680903,Calle Mayor,tertiary,False,False,25.099,A-211,40,"LINESTRING (-1.411544 41.1143016, -1.411711 41.1143057, -1.4118435 41.1143068)",
254680903,Calle Mayor,tertiary,False,False,18.252,A-211,40,"LINESTRING (-1.4164304 41.113226, -1.4165763 41.1131041)",
254680903,Calle Mayor,tertiary,False,True,60.914,A-211,40,"LINESTRING (-1.4164304 41.113226, -1.4161885 41.1134629, -1.4159752 41.113653)",
255863154,Calle San Lorenzo,residential,False,True,46.096000000000004,,,"LINESTRING (-1.4164304 41.113226, -1.4162037 41.1133014, -1.4159355 41.1134067)",
254680903,Calle Mayor,tertiary,False,True,26.004,A-211,40,"LINESTRING (-1.4130402 41.1141686, -1.412738 41.114222)",
198726969,Calle Juan de la Huerta,residential,False,False,33.29,,,"LINESTRING (-1.4130402 41.1141686, -1.4131103 41.1144265, -1.4131199 41.1144619)",
254680903,Calle Mayor,tertiary,False,False,23.659000000000002,A-211,40,"LINESTRING (-1.4130402 41.1141686, -1.4132835 41.1141168, -1.413311 41.1141086)",
254680903,Calle Mayor,tertiary,False,False,20.235,A-211,40,"LINESTRING (-1.4148713 41.1140075, -1.4151113 41.114028)",
254680903,Calle Mayor,tertiary,False,True,84.85799999999999,A-211,40,"LINESTRING (-1.4148713 41.1140075, -1.4148164 41.1139998, -1.414648 41.1139763, -1.4143694 41.1139275, -1.4142618 41.1139157, -1.4141801 41.1139157, -1.4141303 41.1139157, -1.4140043 41.1139298, -1.4138747 41.1139494)",
"[254746378, 198726963]","['Plaza Santiago', 'Calle Alfonso I']",residential,False,"[False, True]",127.36500000000001,,,"LINESTRING (-1.4148713 41.1140075, -1.4147686 41.1142079, -1.4146879 41.1142856, -1.4146369 41.1143346, -1.4145838 41.1143858, -1.4143993 41.1145765, -1.4139917 41.1149306)",
429497775,,primary_link,True,False,16.549,,,"LINESTRING (-1.4174559 41.1106281, -1.4175484 41.1107596)",
129785558,Avenida de Madrid,primary,False,False,9.195,A-211,30,"LINESTRING (-1.4178929 41.1105576, -1.4178434 41.1106314)",
254746371,Calle Luchente,residential,False,False,63.053,,,"LINESTRING (-1.4178929 41.1105576, -1.418546 41.1108394)",
"[969270627, 844513796, 116504142]",Carretera de Sagunto a Burgos,trunk,False,False,277.90099999999995,N-234,"['50', '30']","LINESTRING (-1.4133141 41.109843, -1.4145063 41.1102437, -1.4147806 41.1103648, -1.4149022 41.1104202, -1.4153054 41.1107239, -1.4157226 41.1110493, -1.4157981 41.1111268, -1.4159464 41.1112816)",
116504142,Carretera de Sagunto a Burgos,trunk,False,True,489.5940000000001,N-234,30,"LINESTRING (-1.4119964 41.1132998, -1.4132858 41.1133734, -1.4135893 41.1133616, -1.4140549 41.1132751, -1.4148458 41.1130733, -1.4152032 41.1129449, -1.4153553 41.1128713, -1.4155051 41.1127867, -1.4156043 41.1127197, -1.4156927 41.1126337, -1.4157637 41.1125516, -1.4158203 41.1124605, -1.415876 41.1123479, -1.4159257 41.1122317, -1.416018 41.1120064, -1.4160549 41.1119129, -1.4160775 41.1118149, -1.4160804 41.1115964, -1.416022 41.1114022, -1.4159756 41.1113232, -1.4159464 41.1112816)",
255863141,Calle Cebollada,residential,False,True,56.079,,,"LINESTRING (-1.4119964 41.1132998, -1.4118944 41.1133562, -1.4116691 41.1134108, -1.4113736 41.1134713)",
164837167,Avenida de Madrid,tertiary,False,False,24.686,A-211,30,"LINESTRING (-1.4170268 41.1127228, -1.4170587 41.1125021)",
198726954,Paseo de la Constitución,tertiary,False,True,115.791,CV-501,,"LINESTRING (-1.4170268 41.1127228, -1.4172119 41.1125878, -1.4180197 41.1119984)",
"[558059061, 558059062, 254680903]",Calle Mayor,tertiary,False,True,22.073999999999998,A-211,40,"LINESTRING (-1.4170268 41.1127228, -1.4169785 41.1127634, -1.4169434 41.1127929, -1.4168509 41.1128706)",building_passage
254680903,Calle Mayor,tertiary,False,True,20.235,A-211,40,"LINESTRING (-1.4151113 41.114028, -1.4148713 41.1140075)",
254680903,Calle Mayor,tertiary,False,False,27.793,A-211,40,"LINESTRING (-1.4151113 41.114028, -1.4152937 41.1140088, -1.4154379 41.1139851)",
