osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width,junction,access,bridge
"[533899921, 533899986, 533899987, 533899797, 533895295]",1,Rambla Doctor Pérez,secondary,True,False,324.73500000000007,"LINESTRING (-16.4884386 28.4269083, -16.4884798 28.426919, -16.4885246 28.4269154, -16.488597 28.4268906, -16.4886611 28.4268588, -16.4887313 28.4268222, -16.4889194 28.4267241, -16.4895034 28.4264159, -16.4896376 28.4263536, -16.4896902 28.4263345, -16.4897507 28.4263134, -16.4897866 28.4263024, -16.4913653 28.4258163, -16.4914714 28.4257756)",TF-213,,,,,
102982632,2,,residential,False,False,27.598000000000003,"LINESTRING (-16.4888509 28.4277979, -16.4888065 28.4278414, -16.4887257 28.4279131, -16.4886775 28.4279683, -16.4886688 28.4279859)",,,,,,
"[363491032, 403526116]","['2', '3']",Avenida las Palmeras,tertiary,False,False,110.581,"LINESTRING (-16.4888509 28.4277979, -16.488802 28.4277886, -16.4887568 28.427762, -16.4887098 28.4276833, -16.4885236 28.4272209, -16.4884625 28.427069, -16.4884526 28.4270097, -16.4884433 28.4269489, -16.4884386 28.4269083)",,,,,,
"[443466634, 403530867, 403526116, 403526107]",2,Avenida las Palmeras,tertiary,False,True,130.765,"LINESTRING (-16.4888509 28.4277979, -16.4888948 28.4278011, -16.4889176 28.4277986, -16.4890205 28.4277538, -16.4895172 28.4275054, -16.4895315 28.4274989, -16.4899127 28.427309, -16.4899972 28.4272787, -16.4900287 28.4272592)",,,,,,
77770106,2,Rambla Doctor Pérez,secondary,False,False,4.263,"LINESTRING (-16.4875335 28.4262599, -16.4874905 28.4262662)",TF-213,,,,,
"[363525960, 77770105, 363525959]",2,Rambla Doctor Pérez,secondary,False,True,116.112,"LINESTRING (-16.4875335 28.4262599, -16.4876477 28.426289, -16.487826 28.4264344, -16.4881863 28.4267602, -16.488281 28.4268425, -16.488342 28.4268767, -16.4884386 28.4269083)",TF-213,,,,,
"[365000590, 25640239]",1,Calle Acero,residential,False,True,109.73,"LINESTRING (-16.4869444 28.4254128, -16.4869554 28.4254485, -16.4870176 28.4256489, -16.487154 28.426089, -16.4872948 28.4262871, -16.4873263 28.4263315)",,,,,,
"[365000592, 365842450, 365002631]",1,Calle Víctor Zurita,residential,False,False,201.093,"LINESTRING (-16.4869444 28.4254128, -16.4876441 28.4254927, -16.4877087 28.4255019, -16.4879347 28.425534, -16.4881248 28.4255517, -16.4883669 28.4255438, -16.4886014 28.4255151, -16.4887246 28.4255, -16.4889572 28.4256058)",,,,,,
25639612,1,Calle Carrero Blanco,residential,True,False,26.357,"LINESTRING (-16.4903914 28.4260617, -16.4903847 28.4260106, -16.490364 28.4258259)",,,,,,
"[90317403, 362325062]",1,Rambla Doctor Pérez,secondary,True,False,163.851,"LINESTRING (-16.4903914 28.4260617, -16.4897295 28.4262688, -16.4896778 28.4262864, -16.4895988 28.4263157, -16.4889339 28.4266651, -16.4888843 28.4266903)",TF-213,,,,,
362325604,2,Carretera España,secondary,False,False,14.024,"LINESTRING (-16.4904018 28.425438, -16.4902587 28.4254463)",TF-217,,,,,
362325604,2,Carretera España,secondary,False,True,87.77799999999999,"LINESTRING (-16.4904018 28.425438, -16.4906965 28.4254221, -16.4908341 28.4254147, -16.4909933 28.425406, -16.4910449 28.4254038, -16.4911961 28.425396, -16.4912978 28.4253907)",TF-217,,,,,
25639612,1,Calle Carrero Blanco,residential,True,False,30.939,"LINESTRING (-16.490364 28.4258259, -16.4903371 28.4255852, -16.490333 28.425549)",,,,,,
25639613,1,Calle Alcalde Alejo Pérez,residential,True,False,203.67,"LINESTRING (-16.490364 28.4258259, -16.4902556 28.4258293, -16.489245 28.4258748, -16.489081 28.4258822, -16.4886377 28.4262526, -16.4885205 28.4263506, -16.4885024 28.4263657)",,,,,,
25639614,1,Calle Isidoro Luz,residential,True,False,58.448,"LINESTRING (-16.4885024 28.4263657, -16.4880791 28.4259946)",,,,,,
25639614,1,Calle Isidoro Luz,residential,True,False,51.937,"LINESTRING (-16.4888843 28.4266903, -16.4885024 28.4263657)",,,,,,
"[363491033, 363476530, 90317403]",1,Rambla Doctor Pérez,secondary,True,False,49.94199999999999,"LINESTRING (-16.4888843 28.4266903, -16.4887213 28.4267766, -16.4885333 28.4268729, -16.4884386 28.4269083)",TF-213,,,,,
"[362324283, 362324284]","['1', '2']",Calle Leoncio Rodríguez,residential,True,False,62.512,"LINESTRING (-16.4880791 28.4259946, -16.4877262 28.4261245, -16.4876068 28.4261684, -16.4875606 28.4262261, -16.4875335 28.4262599)",,,,,,
25639953,1,Calle la Bastona,residential,False,False,17.058,"LINESTRING (-16.4877439 28.4237876, -16.487789 28.4238672, -16.4878314 28.4239198)",,,,,,
102676416,,Calle la Bastona,residential,False,False,80.62299999999999,"LINESTRING (-16.4877439 28.4237876, -16.4879467 28.4238052, -16.4880628 28.4238423, -16.4884406 28.4239606, -16.4884831 28.4238848)",,,,,,
25633094,2,Calle Tosca de la Iglesia,residential,False,True,124.098,"LINESTRING (-16.4907169 28.424403, -16.4910093 28.4248288, -16.4911111 28.4249814, -16.4911594 28.4250693, -16.4911969 28.4251374, -16.491271 28.4253217, -16.4912978 28.4253907)",,,,,,
25640224,,Calle el Paso,residential,False,False,113.825,"LINESTRING (-16.4907169 28.424403, -16.4905072 28.4244417, -16.4903181 28.4244683, -16.490058 28.4244767, -16.4895601 28.4244717)",,,,,,
25640224,,Calle el Paso,residential,False,True,113.825,"LINESTRING (-16.4895601 28.4244717, -16.490058 28.4244767, -16.4903181 28.4244683, -16.4905072 28.4244417, -16.4907169 28.424403)",,,,,,
25640226,1,Calle Cala,residential,False,False,103.53999999999999,"LINESTRING (-16.4944417 28.4249671, -16.4943663 28.4247732, -16.4943383 28.4244688, -16.494278 28.4242214, -16.4942046 28.4240665)",,,,,,
25640226,1,Calle Cala,residential,False,True,18.891,"LINESTRING (-16.4944417 28.4249671, -16.494387 28.4250211, -16.4943219 28.4251001)",,,,,,
405729349,1,Camino Antiguo Puntilla,residential,True,False,42.94,"LINESTRING (-16.4944417 28.4249671, -16.4946114 28.4249158, -16.4947398 28.4248983, -16.4948396 28.4248962, -16.4948695 28.4248957)",,,,,,
25640226,1,Calle Cala,residential,False,False,24.553,"LINESTRING (-16.4942046 28.4240665, -16.494127 28.4238565)",,,,,,
25640226,1,Calle Cala,residential,False,True,103.53999999999999,"LINESTRING (-16.4942046 28.4240665, -16.494278 28.4242214, -16.4943383 28.4244688, -16.4943663 28.4247732, -16.4944417 28.4249671)",,,,,,
102994198,,Paseo de Cala,residential,False,False,171.68099999999998,"LINESTRING (-16.4942046 28.4240665, -16.4935313 28.4243037, -16.4934902 28.424416, -16.4934807 28.4244733, -16.4934714 28.4245292, -16.4934251 28.4248827, -16.4933939 28.4251661, -16.4933903 28.4251991)",,,,,,
25640229,2,,tertiary,False,False,192.572,"LINESTRING (-16.4869038 28.4294332, -16.4869254 28.4294148, -16.4874264 28.4289876, -16.4877601 28.4287343, -16.4880533 28.4285117, -16.4883628 28.4282709)",,,,,,
25640227,,Calle Chapatal,residential,True,False,83.198,"LINESTRING (-16.4870279 28.4286145, -16.486906 28.4291771, -16.4868776 28.4293083, -16.4868687 28.4293495)",,,,,,
25640227,,Calle Chapatal,residential,True,False,120.82900000000001,"LINESTRING (-16.4871323 28.427535, -16.4871263 28.4280915, -16.4870279 28.4286145)",,,,,,
25640228,,Calle Chapatal,residential,False,True,82.213,"LINESTRING (-16.4871323 28.427535, -16.4875707 28.4277045, -16.4875683 28.4280227)",,,,,,
364988398,1,Calle Til,residential,True,False,178.918,"LINESTRING (-16.4915474 28.4268111, -16.4913439 28.4265474, -16.4910208 28.4264803, -16.4907782 28.4265571, -16.4899528 28.4268189)",,,,,,
"[403526113, 403526108, 403530868, 403526109]",2,Avenida las Palmeras,tertiary,False,False,143.017,"LINESTRING (-16.4915474 28.4268111, -16.4913053 28.4268669, -16.4910959 28.4269208, -16.490585 28.4270779, -16.4903382 28.4271646, -16.4901933 28.4272013, -16.4901574 28.4272059)",,,,,,
"[403526113, 25640871]",2,Avenida las Palmeras,tertiary,False,True,110.39600000000002,"LINESTRING (-16.4915474 28.4268111, -16.4915952 28.4267995, -16.4921223 28.4266919, -16.4922936 28.4266596, -16.4924146 28.4266266, -16.4924668 28.4266074, -16.4925269 28.4265795, -16.4926192 28.426524)",,,,,,
"[417984133, 77770109]",1,Calle Calvo Sotelo,residential,False,False,17.066000000000003,"LINESTRING (-16.4923492 28.4265365, -16.4923188 28.426486, -16.492291 28.4264598, -16.4922358 28.4264237)",,30,,,,
25640230,1,,tertiary,True,False,13.786999999999999,"LINESTRING (-16.492939 28.4264312, -16.4929166 28.4264551, -16.4929033 28.4264839, -16.4929003 28.4265147, -16.4929079 28.426545)",,,5,roundabout,,
544430756,1,Avenida las Palmeras,tertiary,True,False,34.248,"LINESTRING (-16.492939 28.4264312, -16.492873 28.4264303, -16.4927774 28.4264374, -16.4927113 28.4264601, -16.4926192 28.426524)",,,,,,
25640233,1,Calle Calvo Sotelo,residential,True,False,22.099,"LINESTRING (-16.4919754 28.4264229, -16.4921476 28.4263591, -16.4921771 28.4263365)",,30,,,,
362866539,1,Calle Calvo Sotelo,residential,True,False,27.552,"LINESTRING (-16.4919754 28.4264229, -16.4921812 28.426456, -16.492223 28.4264471, -16.4922358 28.4264237)",,30,,,,
"[365000590, 25640239]",1,Calle Acero,residential,False,False,109.73,"LINESTRING (-16.4873263 28.4263315, -16.4872948 28.4262871, -16.487154 28.426089, -16.4870176 28.4256489, -16.4869554 28.4254485, -16.4869444 28.4254128)",,,,,,
77770106,2,Rambla Doctor Pérez,secondary,False,True,17.948999999999998,"LINESTRING (-16.4873263 28.4263315, -16.4874265 28.4262756, -16.4874905 28.4262662)",TF-213,,,,,
"[102307763, 357883821, 351969303]",2,Calle Codeso,residential,False,False,108.08699999999999,"LINESTRING (-16.4909359 28.4280123, -16.4908524 28.4280322, -16.4907824 28.4280506, -16.4907053 28.4280821, -16.4904099 28.4282026, -16.4901233 28.4283303, -16.4900524 28.4283619, -16.4900061 28.4283987, -16.4899606 28.4284477)",,,,,,
"[357536545, 357536547, 351958463]",2,Calle Bicacarera,tertiary,False,True,354.63500000000005,"LINESTRING (-16.4909359 28.4280123, -16.490884 28.4280731, -16.4908764 28.4281075, -16.490884 28.4281501, -16.4909622 28.4283693, -16.4909889 28.4284117, -16.4910246 28.4284561, -16.4910622 28.4284891, -16.4911082 28.4285212, -16.4911852 28.4285505, -16.4912628 28.4285667, -16.4913547 28.428566, -16.4914715 28.4285422, -16.4916351 28.4285064, -16.4917316 28.4284851, -16.4919763 28.4284242, -16.492043 28.4284078, -16.4925878 28.4282773, -16.4930815 28.4281531, -16.4932648 28.428107, -16.4936669 28.4280106, -16.4939025 28.4279564, -16.4939653 28.4279415)",,40,5,,yes,
"[357883771, 357883772, 357883773, 25640855]",2,Calle Acebuche,tertiary,False,True,210.764,"LINESTRING (-16.4909359 28.4280123, -16.4909896 28.4279915, -16.491015 28.4279835, -16.4910433 28.4279754, -16.4911818 28.4279355, -16.4912507 28.4279157, -16.4918636 28.4277393, -16.4921638 28.4276537, -16.4926791 28.4275042, -16.4927812 28.427475, -16.4928971 28.427442, -16.4929382 28.427417, -16.4929674 28.4273937)",,,,,,
"[102307763, 357883821, 351969303]",2,Calle Codeso,residential,False,True,108.08700000000002,"LINESTRING (-16.4899606 28.4284477, -16.4900061 28.4283987, -16.4900524 28.4283619, -16.4901233 28.4283303, -16.4904099 28.4282026, -16.4907053 28.4280821, -16.4907824 28.4280506, -16.4908524 28.4280322, -16.4909359 28.4280123)",,,,,,
25640638,1,,residential,True,False,36.9,"LINESTRING (-16.4951235 28.429422, -16.4948019 28.4295956)",,,4,,,
351961149,1,Calle Bicacarera,residential,True,False,73.35300000000001,"LINESTRING (-16.4950579 28.4288002, -16.4949858 28.4290976, -16.4949884 28.4291898, -16.4950123 28.4292677, -16.4951235 28.429422)",,40,,,yes,
"[357536546, 351961150]",2,Calle Bicacarera,tertiary,False,False,69.53600000000002,"LINESTRING (-16.4950579 28.4288002, -16.4949477 28.4286664, -16.4947939 28.4284858, -16.4946558 28.4283228, -16.4946339 28.4282982)",,40,,,yes,
"[357883775, 25640636, 363500543]",2,Calle Aderno,residential,False,True,147.802,"LINESTRING (-16.4950579 28.4288002, -16.4952723 28.4285144, -16.4954219 28.4283667, -16.4955867 28.4282406, -16.4956666 28.4281965, -16.4957196 28.4281876, -16.4958049 28.4282119, -16.4959586 28.4283098, -16.4961624 28.4284387)",,,,,,
357536547,2,Calle Bicacarera,tertiary,False,True,18.563,"LINESTRING (-16.4939653 28.4279415, -16.4941498 28.4279022)",,40,,,yes,
"[357536545, 357536547, 351958463]",2,Calle Bicacarera,tertiary,False,False,354.63500000000005,"LINESTRING (-16.4939653 28.4279415, -16.4939025 28.4279564, -16.4936669 28.4280106, -16.4932648 28.428107, -16.4930815 28.4281531, -16.4925878 28.4282773, -16.492043 28.4284078, -16.4919763 28.4284242, -16.4917316 28.4284851, -16.4916351 28.4285064, -16.4914715 28.4285422, -16.4913547 28.428566, -16.4912628 28.4285667, -16.4911852 28.4285505, -16.4911082 28.4285212, -16.4910622 28.4284891, -16.4910246 28.4284561, -16.4909889 28.4284117, -16.4909622 28.4283693, -16.490884 28.4281501, -16.4908764 28.4281075, -16.490884 28.4280731, -16.4909359 28.4280123)",,40,5,,yes,
351961152,1,Calle el Escobón,residential,True,False,131.29399999999998,"LINESTRING (-16.4948019 28.4295956, -16.4942615 28.4288394, -16.4940887 28.4285952)",,,4,,,
357536546,2,Calle Bicacarera,tertiary,False,False,68.298,"LINESTRING (-16.4946339 28.4282982, -16.4945251 28.4281694, -16.494512 28.428154, -16.4943363 28.4279479, -16.4942523 28.4279061, -16.4942171 28.4278963, -16.4941943 28.4278965, -16.4941498 28.4279022)",,40,,,yes,
"[357536546, 351961150]",2,Calle Bicacarera,tertiary,False,True,69.536,"LINESTRING (-16.4946339 28.4282982, -16.4946558 28.4283228, -16.4947939 28.4284858, -16.4949477 28.4286664, -16.4950579 28.4288002)",,40,,,yes,
"[25640640, 357883836]",1,Calle Hiedra,residential,True,False,62.717000000000006,"LINESTRING (-16.4940887 28.4285952, -16.4943634 28.4284491, -16.4945879 28.4283246, -16.4946339 28.4282982)",,,,,,
"[363501353, 351961151]",2,Calle el Escobón,residential,False,False,52.913000000000004,"LINESTRING (-16.4940887 28.4285952, -16.4939121 28.4283358, -16.4938438 28.428173)",,,,,,
"[357883771, 357883772, 357883773, 25640855]",2,Calle Acebuche,tertiary,False,False,210.764,"LINESTRING (-16.4929674 28.4273937, -16.4929382 28.427417, -16.4928971 28.427442, -16.4927812 28.427475, -16.4926791 28.4275042, -16.4921638 28.4276537, -16.4918636 28.4277393, -16.4912507 28.4279157, -16.4911818 28.4279355, -16.4910433 28.4279754, -16.491015 28.4279835, -16.4909896 28.4279915, -16.4909359 28.4280123)",,,,,,
99191232,1,,tertiary,True,False,21.448,"LINESTRING (-16.4929674 28.4273937, -16.4929982 28.427411, -16.4930335 28.4274195, -16.49307 28.4274186, -16.4931047 28.4274083, -16.4931344 28.4273896, -16.4931566 28.4273641)",,,5,roundabout,,
"[25640856, 25640857, 51826919]",2,,tertiary,False,False,151.40800000000002,"LINESTRING (-16.4931566 28.4273641, -16.4932002 28.4273851, -16.493285 28.4273931, -16.4933794 28.4273689, -16.4934474 28.427338, -16.4935252 28.4272932, -16.4936065 28.4272397, -16.4936943 28.4271566, -16.4937481 28.4270587, -16.4937604 28.426985, -16.493709 28.4266764, -16.4936924 28.4266302, -16.4936485 28.4265754, -16.4935677 28.4265148, -16.4934635 28.4264732)",,,,,,yes
99191232,1,,tertiary,True,False,17.917,"LINESTRING (-16.4931566 28.4273641, -16.4931694 28.4273339, -16.4931715 28.4273017, -16.4931628 28.4272704, -16.493144 28.4272427, -16.4931169 28.4272211)",,,5,roundabout,,
"[25640856, 25640857, 51826919]",2,,tertiary,False,True,151.408,"LINESTRING (-16.4934635 28.4264732, -16.4935677 28.4265148, -16.4936485 28.4265754, -16.4936924 28.4266302, -16.493709 28.4266764, -16.4937604 28.426985, -16.4937481 28.4270587, -16.4936943 28.4271566, -16.4936065 28.4272397, -16.4935252 28.4272932, -16.4934474 28.427338, -16.4933794 28.4273689, -16.493285 28.4273931, -16.4932002 28.4273851, -16.4931566 28.4273641)",,,,,,yes
544430758,1,,tertiary,True,False,38.815999999999995,"LINESTRING (-16.4934635 28.4264732, -16.4933396 28.426421, -16.4932469 28.4263958, -16.4931741 28.4264023, -16.4931249 28.4264175, -16.4930891 28.4264264)",,,,,,
25640230,1,,tertiary,True,False,15.889,"LINESTRING (-16.4930891 28.4264264, -16.4930609 28.4264122, -16.4930293 28.4264054, -16.4929969 28.4264064, -16.492966 28.4264152, -16.492939 28.4264312)",,,5,roundabout,,
25640230,1,,tertiary,True,False,10.326,"LINESTRING (-16.4930897 28.426589, -16.4931138 28.4265664, -16.4931292 28.4265386, -16.4931345 28.426508)",,,5,roundabout,,
25640230,1,,tertiary,True,False,17.497,"LINESTRING (-16.4929281 28.4265748, -16.4929517 28.4265934, -16.4929802 28.4266057, -16.4930114 28.4266109, -16.4930392 28.4266092, -16.4930658 28.4266018, -16.4930897 28.426589)",,,5,roundabout,,
"[99321475, 217912166]",1,,motorway_link,True,False,74.896,"LINESTRING (-16.4929281 28.4265748, -16.4929276 28.4266277, -16.4929226 28.4266968, -16.4929015 28.4267404, -16.4928453 28.4268023, -16.4927534 28.4268538, -16.4926112 28.4268857, -16.4924014 28.4269627)",,,,,,
"[363526816, 355824974]",1,Calle Leoncio Rodríguez,residential,True,False,96.89800000000001,"LINESTRING (-16.4889572 28.4256058, -16.488791 28.425649, -16.4886407 28.4257265, -16.4882757 28.425932, -16.4882474 28.4259475, -16.4881063 28.425987, -16.4880791 28.4259946)",,,,,,
"[365000592, 365842450, 365002631]",1,Calle Víctor Zurita,residential,False,True,201.09300000000002,"LINESTRING (-16.4889572 28.4256058, -16.4887246 28.4255, -16.4886014 28.4255151, -16.4883669 28.4255438, -16.4881248 28.4255517, -16.4879347 28.425534, -16.4877087 28.4255019, -16.4876441 28.4254927, -16.4869444 28.4254128)",,,,,,
77770106,2,Rambla Doctor Pérez,secondary,False,True,4.263,"LINESTRING (-16.4874905 28.4262662, -16.4875335 28.4262599)",TF-213,,,,,
77770106,2,Rambla Doctor Pérez,secondary,False,False,17.948999999999998,"LINESTRING (-16.4874905 28.4262662, -16.4874265 28.4262756, -16.4873263 28.4263315)",TF-213,,,,,
"[363522190, 90317379, 363523597, 363523598]",1,Calle la Cantera,residential,True,False,228.93400000000005,"LINESTRING (-16.4874905 28.4262662, -16.4875047 28.4263213, -16.4875588 28.4263884, -16.487604 28.4264443, -16.4876991 28.426724, -16.48778 28.426945, -16.4878163 28.4270032, -16.487856 28.4270652, -16.4879416 28.427183, -16.4880304 28.4273232, -16.4880728 28.4274157, -16.4882427 28.4278322, -16.4883473 28.4280761, -16.4883512 28.4280829, -16.488354 28.4280873, -16.4884007 28.4281489)",,,,,,
"[403530868, 403526113, 403526108, 403526109]",2,Avenida las Palmeras,tertiary,False,True,143.017,"LINESTRING (-16.4901574 28.4272059, -16.4901933 28.4272013, -16.4903382 28.4271646, -16.490585 28.4270779, -16.4910959 28.4269208, -16.4913053 28.4268669, -16.4915474 28.4268111)",,,,,,
475010046,1,,tertiary,True,False,10.100999999999999,"LINESTRING (-16.4901574 28.4272059, -16.4901437 28.4271781, -16.4901171 28.4271589, -16.4900835 28.4271523)",,,4.5,roundabout,,
362325604,2,Carretera España,secondary,False,True,18.49,"LINESTRING (-16.4900701 28.4254581, -16.4902587 28.4254463)",TF-217,,,,,
362325604,2,Carretera España,secondary,False,False,191.706,"LINESTRING (-16.4900701 28.4254581, -16.4893037 28.4255062, -16.4891643 28.4255149, -16.4890842 28.4255144, -16.4890172 28.4255107, -16.4889675 28.4255037, -16.4889213 28.425495, -16.4888671 28.4254775, -16.4888278 28.4254607, -16.4887845 28.4254401, -16.4887661 28.4254294, -16.4886907 28.4253852, -16.4884718 28.4252506, -16.4882748 28.4251253, -16.4882473 28.4251078)",TF-217,,,,,
90317386,2,Calle Casuarina,residential,False,True,39.373999999999995,"LINESTRING (-16.4899528 28.4268189, -16.4900692 28.4270896, -16.4900812 28.4271174, -16.4900835 28.4271523)",,,4,,,
355781435,1,,residential,False,False,24.423,"LINESTRING (-16.4893884 28.4254219, -16.4893608 28.4252036)",,,,,,
"[403526113, 25640871]",2,Avenida las Palmeras,tertiary,False,False,110.396,"LINESTRING (-16.4926192 28.426524, -16.4925269 28.4265795, -16.4924668 28.4266074, -16.4924146 28.4266266, -16.4922936 28.4266596, -16.4921223 28.4266919, -16.4915952 28.4267995, -16.4915474 28.4268111)",,,,,,
544430755,1,Avenida las Palmeras,tertiary,True,False,30.830000000000002,"LINESTRING (-16.4926192 28.426524, -16.4927046 28.4264961, -16.4927696 28.4264845, -16.492828 28.4264951, -16.4928677 28.4265164, -16.4929079 28.426545)",,,,,,
25640228,,Calle Chapatal,residential,False,False,82.213,"LINESTRING (-16.4875683 28.4280227, -16.4875707 28.4277045, -16.4871323 28.427535)",,,,,,
99191232,1,,tertiary,True,False,18.156,"LINESTRING (-16.4931169 28.4272211, -16.4930832 28.4272073, -16.4930464 28.4272029, -16.4930098 28.4272083, -16.4929766 28.427223, -16.49295 28.4272457)",,,5,roundabout,,
"[99191243, 217912173]",1,,motorway_link,True,False,123.707,"LINESTRING (-16.4931169 28.4272211, -16.4931225 28.4271493, -16.4931267 28.4271281, -16.4931466 28.4270794, -16.4931727 28.427045, -16.4932039 28.4270218, -16.4932665 28.4269979, -16.4934949 28.4269637, -16.4941897 28.4268265)",,,4,,,
99191232,1,,tertiary,True,False,18.153,"LINESTRING (-16.49295 28.4272457, -16.4929322 28.4272744, -16.4929249 28.4273064, -16.4929287 28.4273389, -16.4929433 28.4273689, -16.4929674 28.4273937)",,,5,roundabout,,
102676416,,Calle la Bastona,residential,False,True,80.62299999999999,"LINESTRING (-16.4884831 28.4238848, -16.4884406 28.4239606, -16.4880628 28.4238423, -16.4879467 28.4238052, -16.4877439 28.4237876)",,,,,,
25639953,1,Calle la Bastona,residential,False,False,139.959,"LINESTRING (-16.4878314 28.4239198, -16.4879169 28.4240105, -16.4880221 28.4242071, -16.4881227 28.4245912, -16.488191 28.4249316, -16.4882218 28.4249983, -16.4882333 28.4250476, -16.4882473 28.4251078)",,,,,,
25639953,1,Calle la Bastona,residential,False,True,17.058,"LINESTRING (-16.4878314 28.4239198, -16.487789 28.4238672, -16.4877439 28.4237876)",,,,,,
102676413,,Calle la Bastona,residential,False,False,111.259,"LINESTRING (-16.4878314 28.4239198, -16.4883742 28.4240868, -16.4888109 28.4240168, -16.4888849 28.4239351)",,,,,,
