osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,bridge,tunnel,junction,maxspeed
460154920,False,2,CM-4133a,tertiary,False,10.016,,"LINESTRING (-3.6084279 39.4616958, -3.6083352 39.4616411)",,,,
253908829,True,1,,tertiary,False,10.639,Plaza del Principado de Andorra,"LINESTRING (-3.6084279 39.4616958, -3.6084032 39.461694, -3.608379 39.4616983, -3.6083578 39.4617081, -3.6083416 39.4617226, -3.6083319 39.4617402)",,,,
934772160,False,2,,tertiary,True,4.481,Plaza del Principado de Andorra,"LINESTRING (-3.6084279 39.4616958, -3.6084495 39.4617078, -3.6084714 39.461718)",,,,
111412534,False,2,CM-4133a,tertiary,False,3.542,Plaza Eustasio Martín Palomino,"LINESTRING (-3.6092976 39.4621223, -3.6092755 39.4620954)",,,,
260147788,True,1,,tertiary,False,91.532,Calle de Toledo,"LINESTRING (-3.6092976 39.4621223, -3.609627 39.4629052)",,,,
85628618,False,,CM-4133a,tertiary,False,54.003,,"LINESTRING (-3.6115992 39.4634604, -3.612075 39.4637781)",,,,
253909057,False,,,residential,True,83.184,Calle de Cervantes,"LINESTRING (-3.6115992 39.4634604, -3.6124384 39.4630864)",,,,
934772158,False,2,CM-4133a,tertiary,False,98.73,Calle Azuqueca,"LINESTRING (-3.6115992 39.4634604, -3.611278 39.4632468, -3.6107302 39.4628788)",,,,
934772159,False,2,,tertiary,True,18.67,Calle de Toledo,"LINESTRING (-3.6101043 39.4642349, -3.610157 39.4643978)",,,,
23147188,True,,,residential,False,50.726,Calle de los Perros,"LINESTRING (-3.6101043 39.4642349, -3.6104011 39.4641519, -3.61065 39.4640612)",,,,
253908920,False,2,CM-4116a,tertiary,False,57.251,Calle de Urda,"LINESTRING (-3.6117983 39.4568015, -3.6123708 39.4565375)",,,,
253909040,False,,,residential,True,34.184,Calle de las Zarzas,"LINESTRING (-3.6117983 39.4568015, -3.6120126 39.4570606)",,,,
253908920,False,2,CM-4116a,tertiary,True,79.85499999999999,Calle de Urda,"LINESTRING (-3.6117983 39.4568015, -3.6116698 39.4568852, -3.6114278 39.4570071, -3.6110307 39.4572056)",,,,
253908934,False,,,residential,False,33.398,Calle de Diego Rodríguez Díaz,"LINESTRING (-3.6117983 39.4568015, -3.6116652 39.4565571, -3.611659 39.4565222)",,,,
253908934,False,,,residential,True,10.714,Calle de Diego Rodríguez Díaz,"LINESTRING (-3.6116697 39.4564272, -3.611654 39.456494, -3.611659 39.4565222)",,,,
256033808,False,,,residential,False,112.53800000000001,Calle Ronda de los Molinos,"LINESTRING (-3.6116697 39.4564272, -3.6115314 39.4564567, -3.6109273 39.456716, -3.6105206 39.4569072)",,,,
260147777,False,2,,tertiary,True,63.086,Calle de Dulcinea,"LINESTRING (-3.6102718 39.4647527, -3.6102293 39.4653191)",,,,
934772159,False,2,,tertiary,False,40.675,Calle de Toledo,"LINESTRING (-3.6102718 39.4647527, -3.610157 39.4643978)",,,,
96333876,False,,,residential,False,68.524,Calle de Clavileño,"LINESTRING (-3.6102718 39.4647527, -3.6104386 39.4650133, -3.6106627 39.4652891)",,,,
85628625,False,2,CM-4116a,tertiary,False,73.473,Avenida de Alcázar de San Juan,"LINESTRING (-3.6025532 39.4583673, -3.6023549 39.4583478, -3.6018792 39.4582625, -3.6017161 39.4582329)",,,,
85628625,False,2,CM-4116a,tertiary,True,84.25699999999999,Avenida de Alcázar de San Juan,"LINESTRING (-3.6025532 39.4583673, -3.6029855 39.4583532, -3.6032653 39.4583571, -3.6034114 39.4583582, -3.6035315 39.4583385)",,,,
253908848,False,,,residential,False,37.439,Calle de las Santas Justa y Rufina,"LINESTRING (-3.6025532 39.4583673, -3.6024398 39.4584287, -3.6022841 39.4585292, -3.6022162 39.4585801)",,,,
85628625,False,2,CM-4116a,tertiary,True,73.473,Avenida de Alcázar de San Juan,"LINESTRING (-3.6017161 39.4582329, -3.6018792 39.4582625, -3.6023549 39.4583478, -3.6025532 39.4583673)",,,,
253908834,False,,,residential,True,25.116999999999997,Calle del Circo Romano,"LINESTRING (-3.6017161 39.4582329, -3.6016707 39.45807, -3.6016388 39.4580161)",,,,
253908933,False,,,residential,True,5.268,Calle del Fray Fortunato,"LINESTRING (-3.6074034 39.4586215, -3.6074511 39.4586513)",,,,
253908920,False,2,CM-4116a,tertiary,False,226.527,Calle de Urda,"LINESTRING (-3.6074034 39.4586215, -3.6078827 39.4585888, -3.6083152 39.4585116, -3.6085274 39.4584528, -3.6089932 39.4582261, -3.609084 39.4581746, -3.6093043 39.4580509, -3.6097956 39.457856)",,,,
259886149,False,2,CM-4116a,tertiary,False,36.754000000000005,Calle del General Primo de Rivera,"LINESTRING (-3.6074034 39.4586215, -3.6071942 39.4585654, -3.6070174 39.4584828)",,,,
259886149,False,2,CM-4116a,tertiary,True,5.175,Calle del General Primo de Rivera,"LINESTRING (-3.6038345 39.4582637, -3.6038916 39.4582488)",,,,
259886164,False,2,CM-4116a,tertiary,True,27.311,,"LINESTRING (-3.6038345 39.4582637, -3.6035315 39.4583385)",,,,
253909058,False,,,residential,True,83.15899999999999,Calle del Padre Gabriel,"LINESTRING (-3.6038345 39.4582637, -3.6037453 39.4581287, -3.6034989 39.457886, -3.6032703 39.4576585)",,,,
"[473561578, 96925827]",False,2,CM-4133a,tertiary,True,38.97,,"LINESTRING (-3.6080367 39.4613771, -3.6083269 39.4616349, -3.6083352 39.4616411)",yes,,,
253909069,True,,CM-4133a,tertiary,False,31.860000000000003,Avenida de Castilla La Mancha,"LINESTRING (-3.6080367 39.4613771, -3.6079825 39.4613164, -3.6079346 39.4612732, -3.6078507 39.4612084, -3.6077796 39.4611749)",,,,
253908845,False,,,residential,False,43.355,Calle del Depósito,"LINESTRING (-3.6021669 39.4564526, -3.6022103 39.4564835, -3.6025135 39.456736)",,,,
253908932,False,,,residential,True,51.949,Calle Ronda de la Cuesta,"LINESTRING (-3.605055 39.4565155, -3.6054241 39.4568857)",,,,
253908990,False,,,residential,False,125.32,Calle de la Cuesta,"LINESTRING (-3.605055 39.4565155, -3.6043086 39.4566691, -3.6036618 39.4568484)",,,,
253909058,False,,,residential,False,16.783,Calle del Padre Gabriel,"LINESTRING (-3.6025135 39.456736, -3.602609 39.4568677)",,,,
253908845,False,,,residential,True,43.355,Calle del Depósito,"LINESTRING (-3.6025135 39.456736, -3.6022103 39.4564835, -3.6021669 39.4564526)",,,,
253909076,False,,,residential,False,14.459,Calle de Moya,"LINESTRING (-3.605578 39.4568329, -3.6054241 39.4568857)",,,,
253908821,False,,,residential,True,63.324,Calle de la Bellotera,"LINESTRING (-3.6036618 39.4568484, -3.6036679 39.4568577, -3.6039475 39.4573734)",,,,
253908990,False,,,residential,True,125.32,Calle de la Cuesta,"LINESTRING (-3.6036618 39.4568484, -3.6043086 39.4566691, -3.605055 39.4565155)",,,,
253908932,False,,,residential,False,51.949,Calle Ronda de la Cuesta,"LINESTRING (-3.6054241 39.4568857, -3.605055 39.4565155)",,,,
253909076,False,,,residential,True,14.459,Calle de Moya,"LINESTRING (-3.6054241 39.4568857, -3.605578 39.4568329)",,,,
253908932,False,,,residential,True,118.93599999999999,Calle Ronda de la Cuesta,"LINESTRING (-3.6054241 39.4568857, -3.6056347 39.457075, -3.6058017 39.4572324, -3.6059547 39.4574532, -3.6061415 39.4577352, -3.6061761 39.4577768)",,,,
253909076,False,,,residential,False,138.153,Calle de Moya,"LINESTRING (-3.6054241 39.4568857, -3.6052176 39.4569566, -3.604597 39.4571328, -3.6040764 39.4573091, -3.6039475 39.4573734)",,,,
253908884,False,,,residential,False,76.321,Calle del Descubrimiento de América,"LINESTRING (-3.6120126 39.4570606, -3.6113217 39.4574925)",,,,
253909040,False,,,residential,False,34.184,Calle de las Zarzas,"LINESTRING (-3.6120126 39.4570606, -3.6117983 39.4568015)",,,,
253909040,False,,,residential,True,34.765,Calle de las Zarzas,"LINESTRING (-3.6120126 39.4570606, -3.6122916 39.4572872)",,,,
253909049,False,,,residential,True,40.52,Calle del Tábano,"LINESTRING (-3.6110307 39.4572056, -3.6113217 39.4574925)",,,,
253908920,False,2,CM-4116a,tertiary,False,79.85499999999999,Calle de Urda,"LINESTRING (-3.6110307 39.4572056, -3.6114278 39.4570071, -3.6116698 39.4568852, -3.6117983 39.4568015)",,,,
253908920,False,2,CM-4116a,tertiary,True,46.971000000000004,Calle de Urda,"LINESTRING (-3.6110307 39.4572056, -3.6107829 39.4573371, -3.6105894 39.4574549)",,,,
253909040,False,,,residential,False,34.765,Calle de las Zarzas,"LINESTRING (-3.6122916 39.4572872, -3.6120126 39.4570606)",,,,
253908885,False,,,residential,False,75.635,Calle de la Hispanidad,"LINESTRING (-3.6122916 39.4572872, -3.6121263 39.4574486, -3.6116644 39.4577615)",,,,
"[253909040, 259886143]",False,,,residential,True,134.252,"['Calle Vertedera Alta', 'Calle de las Zarzas']","LINESTRING (-3.6122916 39.4572872, -3.612807 39.4577091, -3.6128202 39.4577541, -3.612781 39.4578148, -3.6122752 39.4581481)",,,,
253908821,False,,,residential,False,63.324,Calle de la Bellotera,"LINESTRING (-3.6039475 39.4573734, -3.6036679 39.4568577, -3.6036618 39.4568484)",,,,
253909076,False,,,residential,False,66.305,Calle de Moya,"LINESTRING (-3.6039475 39.4573734, -3.603748 39.4574729, -3.6035078 39.4575688, -3.6032703 39.4576585)",,,,
253909076,False,,,residential,True,138.153,Calle de Moya,"LINESTRING (-3.6039475 39.4573734, -3.6040764 39.4573091, -3.604597 39.4571328, -3.6052176 39.4569566, -3.6054241 39.4568857)",,,,
253908936,False,,,residential,False,73.925,Calle de los Hermanos Quinteros,"LINESTRING (-3.6105894 39.4574549, -3.611121 39.4579779)",,,,
253908920,False,2,CM-4116a,tertiary,False,46.971000000000004,Calle de Urda,"LINESTRING (-3.6105894 39.4574549, -3.6107829 39.4573371, -3.6110307 39.4572056)",,,,
253908920,False,2,CM-4116a,tertiary,True,81.536,Calle de Urda,"LINESTRING (-3.6105894 39.4574549, -3.6099349 39.4578008, -3.6097956 39.457856)",,,,
253909058,False,,,residential,False,26.186,Calle del Padre Gabriel,"LINESTRING (-3.6030834 39.4574724, -3.6032703 39.4576585)",,,,
253909058,False,,,residential,True,63.905,Calle del Padre Gabriel,"LINESTRING (-3.6030834 39.4574724, -3.6026957 39.4569818)",,,,
253909022,False,,,residential,False,138.309,Calle de Alonso Adeva,"LINESTRING (-3.6030834 39.4574724, -3.602859 39.4575909, -3.6025503 39.4577089, -3.6019416 39.4579079, -3.6016388 39.4580161)",,,,
253908884,False,,,residential,True,76.321,Calle del Descubrimiento de América,"LINESTRING (-3.6113217 39.4574925, -3.6120126 39.4570606)",,,,
253909049,False,,,residential,False,40.52,Calle del Tábano,"LINESTRING (-3.6113217 39.4574925, -3.6110307 39.4572056)",,,,
253909049,False,,,residential,True,42.071,Calle del Tábano,"LINESTRING (-3.6113217 39.4574925, -3.6114775 39.4576347, -3.6116644 39.4577615)",,,,
253908834,False,,,residential,False,50.01,Calle del Circo Romano,"LINESTRING (-3.601372 39.4576163, -3.6016388 39.4580161)",,,,
253909058,False,,,residential,True,26.186,Calle del Padre Gabriel,"LINESTRING (-3.6032703 39.4576585, -3.6030834 39.4574724)",,,,
253909058,False,,,residential,False,83.159,Calle del Padre Gabriel,"LINESTRING (-3.6032703 39.4576585, -3.6034989 39.457886, -3.6037453 39.4581287, -3.6038345 39.4582637)",,,,
253909076,False,,,residential,True,66.305,Calle de Moya,"LINESTRING (-3.6032703 39.4576585, -3.6035078 39.4575688, -3.603748 39.4574729, -3.6039475 39.4573734)",,,,
253908885,False,,,residential,True,75.635,Calle de la Hispanidad,"LINESTRING (-3.6116644 39.4577615, -3.6121263 39.4574486, -3.6122916 39.4572872)",,,,
253909049,False,,,residential,False,42.071,Calle del Tábano,"LINESTRING (-3.6116644 39.4577615, -3.6114775 39.4576347, -3.6113217 39.4574925)",,,,
253909049,False,,,residential,True,68.213,Calle del Tábano,"LINESTRING (-3.6116644 39.4577615, -3.6118597 39.4578642, -3.6120013 39.457932, -3.6122752 39.4581481)",,,,
253908936,False,,,residential,False,78.815,Calle de los Hermanos Quinteros,"LINESTRING (-3.611121 39.4579779, -3.6116816 39.4585392)",,,,
253908936,False,,,residential,True,73.925,Calle de los Hermanos Quinteros,"LINESTRING (-3.611121 39.4579779, -3.6105894 39.4574549)",,,,
253909067,False,,,residential,False,44.37,Calle de la Reina María Cristina,"LINESTRING (-3.611121 39.4579779, -3.6109208 39.458039, -3.6108076 39.4580981, -3.6106738 39.4581725)",,,,
253908834,False,,,residential,True,50.01,Calle del Circo Romano,"LINESTRING (-3.6016388 39.4580161, -3.601372 39.4576163)",,,,
253908834,False,,,residential,False,25.116999999999997,Calle del Circo Romano,"LINESTRING (-3.6016388 39.4580161, -3.6016707 39.45807, -3.6017161 39.4582329)",,,,
253909022,False,,,residential,True,138.309,Calle de Alonso Adeva,"LINESTRING (-3.6016388 39.4580161, -3.6019416 39.4579079, -3.6025503 39.4577089, -3.602859 39.4575909, -3.6030834 39.4574724)",,,,
259886143,False,,,residential,True,66.995,Calle Vertedera Alta,"LINESTRING (-3.6122752 39.4581481, -3.6116816 39.4585392)",,,,
253909049,False,,,residential,False,68.213,Calle del Tábano,"LINESTRING (-3.6122752 39.4581481, -3.6120013 39.457932, -3.6118597 39.4578642, -3.6116644 39.4577615)",,,,
"[253909040, 259886143]",False,,,residential,False,134.252,"['Calle Vertedera Alta', 'Calle de las Zarzas']","LINESTRING (-3.6122752 39.4581481, -3.612781 39.4578148, -3.6128202 39.4577541, -3.612807 39.4577091, -3.6122916 39.4572872)",,,,
253908849,False,,,residential,False,21.868,Calle del Carmen,"LINESTRING (-3.6038916 39.4582488, -3.6040151 39.4584208)",,,,
259886149,False,2,CM-4116a,tertiary,False,5.175,Calle del General Primo de Rivera,"LINESTRING (-3.6038916 39.4582488, -3.6038345 39.4582637)",,,,
259886149,False,2,CM-4116a,tertiary,True,203.17999999999998,Calle del General Primo de Rivera,"LINESTRING (-3.6038916 39.4582488, -3.6042029 39.4581264, -3.6045032 39.4580089, -3.6047234 39.4579873, -3.6051038 39.4579749, -3.6054803 39.4579873, -3.6058206 39.4580769, -3.6060235 39.4581422, -3.6061358 39.4581784)",,,,
259886164,False,2,CM-4116a,tertiary,False,27.311,,"LINESTRING (-3.6035315 39.4583385, -3.6038345 39.4582637)",,,,
85628625,False,2,CM-4116a,tertiary,False,84.257,Avenida de Alcázar de San Juan,"LINESTRING (-3.6035315 39.4583385, -3.6034114 39.4583582, -3.6032653 39.4583571, -3.6029855 39.4583532, -3.6025532 39.4583673)",,,,
