osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,bridge,tunnel,junction,maxspeed
253908842,False,2,CM-4133a,tertiary,False,166.95299999999997,Calle de Sertorio,"LINESTRING (-3.6035315 39.4583385, -3.6034682 39.4589177, -3.6034653 39.4594686, -3.6035135 39.459836)",,,,
253908943,False,,,residential,False,82.165,Calle de las Ricas,"LINESTRING (-3.6105176 39.458331, -3.6106732 39.4585115, -3.6108656 39.4586582, -3.6111409 39.4588884)",,,,
253909067,False,,,residential,False,90.054,Calle de la Reina María Cristina,"LINESTRING (-3.6105176 39.458331, -3.6103347 39.4584479, -3.6100516 39.4585463, -3.6095917 39.4586998)",,,,
253909067,False,,,residential,True,22.173000000000002,Calle de la Reina María Cristina,"LINESTRING (-3.6105176 39.458331, -3.6106349 39.4582052, -3.6106738 39.4581725)",,,,
253908849,False,,,residential,True,21.868,Calle del Carmen,"LINESTRING (-3.6040151 39.4584208, -3.6038916 39.4582488)",,,,
253908849,False,,,residential,False,115.76199999999999,Calle del Carmen,"LINESTRING (-3.6040151 39.4584208, -3.6041779 39.4585949, -3.6045809 39.4587028, -3.6048408 39.4588028, -3.6051371 39.4589045, -3.6051626 39.4589153)",,,,
253908817,False,,,residential,False,20.773,Calle del Cristo de la Veracruz,"LINESTRING (-3.6070174 39.4584828, -3.6069702 39.4585668, -3.6069573 39.4586002, -3.6069474 39.4586601)",,,,
259886149,False,2,CM-4116a,tertiary,False,83.064,Calle del General Primo de Rivera,"LINESTRING (-3.6070174 39.4584828, -3.6069259 39.4584418, -3.6067059 39.4583521, -3.6062812 39.4582253, -3.6061358 39.4581784)",,,,
259886149,False,2,CM-4116a,tertiary,True,36.754000000000005,Calle del General Primo de Rivera,"LINESTRING (-3.6070174 39.4584828, -3.6071942 39.4585654, -3.6074034 39.4586215)",,,,
253909074,True,,,residential,False,147.979,Calle de Don Manuel Figueroa,"LINESTRING (-3.6057226 39.4584956, -3.6056357 39.4584712, -3.6054134 39.4584695, -3.6050142 39.4584542, -3.6047225 39.4584302, -3.6044309 39.458404, -3.6041987 39.4583886, -3.6040939 39.4583996, -3.6040151 39.4584208)",,,,
253908936,False,,,residential,True,78.815,Calle de los Hermanos Quinteros,"LINESTRING (-3.6116816 39.4585392, -3.611121 39.4579779)",,,,
259886143,False,,,residential,False,66.995,Calle Vertedera Alta,"LINESTRING (-3.6116816 39.4585392, -3.6122752 39.4581481)",,,,
259886143,False,,,residential,True,60.519,Calle Vertedera Alta,"LINESTRING (-3.6116816 39.4585392, -3.6111409 39.4588884)",,,,
259942528,False,,,unclassified,True,8.16,,"LINESTRING (-3.6116816 39.4585392, -3.6117468 39.4585926)",,,,
253908848,False,,,residential,False,86.24600000000001,Calle de las Santas Justa y Rufina,"LINESTRING (-3.6022162 39.4585801, -3.6019783 39.4587413, -3.6016725 39.459008, -3.6015224 39.4591392)",,,,
253908848,False,,,residential,True,37.439,Calle de las Santas Justa y Rufina,"LINESTRING (-3.6022162 39.4585801, -3.6022841 39.4585292, -3.6024398 39.4584287, -3.6025532 39.4583673)",,,,
259942528,False,,,unclassified,False,8.16,,"LINESTRING (-3.6117468 39.4585926, -3.6116816 39.4585392)",,,,
253908933,False,,,residential,False,5.268,Calle del Fray Fortunato,"LINESTRING (-3.6074511 39.4586513, -3.6074034 39.4586215)",,,,
253908933,False,,,residential,True,112.077,Calle del Fray Fortunato,"LINESTRING (-3.6074511 39.4586513, -3.6076106 39.4587509, -3.607943 39.4589117, -3.6081112 39.4590446, -3.6083074 39.4592518, -3.6083821 39.4593386)",,,,
"[253909017, 259886148]",False,,,residential,False,82.912,Calle del Cristo de la Veracruz,"LINESTRING (-3.6074511 39.4586513, -3.6073503 39.4587355, -3.6073057 39.4588069, -3.6071911 39.4588755, -3.6069699 39.4589612, -3.6069334 39.4590106, -3.6069002 39.4592007)",,,,
253908817,False,,,residential,True,20.773,Calle del Cristo de la Veracruz,"LINESTRING (-3.6069474 39.4586601, -3.6069573 39.4586002, -3.6069702 39.4585668, -3.6070174 39.4584828)",,,,
253909074,True,,,residential,False,55.521,Calle de Don Manuel Figueroa,"LINESTRING (-3.6069474 39.4586601, -3.6066471 39.4586175, -3.6063097 39.4585774)",,,,
253908994,False,,,residential,True,30.424,Calle de Colón,"LINESTRING (-3.6095917 39.4586998, -3.6097721 39.4589353)",,,,
253908994,False,,,residential,False,63.731,Calle de Colón,"LINESTRING (-3.6095917 39.4586998, -3.6093321 39.4584609, -3.6092 39.4583844, -3.609072 39.4582942)",,,,
253909067,False,,,residential,True,90.054,Calle de la Reina María Cristina,"LINESTRING (-3.6095917 39.4586998, -3.6100516 39.4585463, -3.6103347 39.4584479, -3.6105176 39.458331)",,,,
259886143,False,,,residential,False,60.519,Calle Vertedera Alta,"LINESTRING (-3.6111409 39.4588884, -3.6116816 39.4585392)",,,,
259886143,False,,,residential,True,101.468,Calle Vertedera Alta,"LINESTRING (-3.6111409 39.4588884, -3.6102322 39.4594719)",,,,
253908943,False,,,residential,True,82.165,Calle de las Ricas,"LINESTRING (-3.6111409 39.4588884, -3.6108656 39.4586582, -3.6106732 39.4585115, -3.6105176 39.458331)",,,,
253908849,False,,,residential,False,7.868,Calle del Carmen,"LINESTRING (-3.6051626 39.4589153, -3.6052408 39.4589522)",,,,
253908849,False,,,residential,True,115.76199999999999,Calle del Carmen,"LINESTRING (-3.6051626 39.4589153, -3.6051371 39.4589045, -3.6048408 39.4588028, -3.6045809 39.4587028, -3.6041779 39.4585949, -3.6040151 39.4584208)",,,,
253908994,False,,,residential,False,30.424,Calle de Colón,"LINESTRING (-3.6097721 39.4589353, -3.6095917 39.4586998)",,,,
259910262,False,,,residential,False,35.6,Calle de Don Vidal,"LINESTRING (-3.6097721 39.4589353, -3.6094258 39.4591114)",,,,
"[253909038, 259910262]",False,,,residential,True,86.18299999999999,"['Calle de la Paloma', 'Calle de Don Vidal']","LINESTRING (-3.6097721 39.4589353, -3.6099092 39.4588746, -3.6099521 39.4589016, -3.610086 39.4591442, -3.6102322 39.4594719)",,,,
253908849,False,,,residential,True,7.868,Calle del Carmen,"LINESTRING (-3.6052408 39.4589522, -3.6051626 39.4589153)",,,,
253908849,False,,,residential,False,51.42999999999999,Calle del Carmen,"LINESTRING (-3.6052408 39.4589522, -3.6053345 39.4590178, -3.6055382 39.459168, -3.6056428 39.4592913)",,,,
259886165,True,,,residential,False,66.816,Calle Pozo de la Nieve,"LINESTRING (-3.6052408 39.4589522, -3.6055058 39.4587906, -3.6055779 39.4586886, -3.605658 39.4585618, -3.6057226 39.4584956)",,,,
253908863,False,,,residential,False,24.223,Calle Ancha Vieja,"LINESTRING (-3.6027599 39.4589802, -3.6025085 39.4590791)",,,,
253908863,False,,,residential,True,24.223,Calle Ancha Vieja,"LINESTRING (-3.6025085 39.4590791, -3.6027599 39.4589802)",,,,
253909013,True,,,residential,False,60.897,Calle Ancha Vieja,"LINESTRING (-3.6025085 39.4590791, -3.6022162 39.4585801)",,,,
259910262,False,,,residential,True,35.6,Calle de Don Vidal,"LINESTRING (-3.6094258 39.4591114, -3.6097721 39.4589353)",,,,
253908956,False,,,residential,False,76.035,Calle de Pantaca,"LINESTRING (-3.6094258 39.4591114, -3.6096248 39.4593044, -3.6098943 39.4596888)",,,,
259910262,False,,,residential,False,100.57799999999999,Calle de Don Vidal,"LINESTRING (-3.6094258 39.4591114, -3.6093285 39.459159, -3.6084796 39.4596444)",,,,
253908848,False,,,residential,True,86.24600000000001,Calle de las Santas Justa y Rufina,"LINESTRING (-3.6015224 39.4591392, -3.6016725 39.459008, -3.6019783 39.4587413, -3.6022162 39.4585801)",,,,
253908856,False,,,residential,False,29.545,Calle Ancha Vieja,"LINESTRING (-3.6029383 39.4591682, -3.6026214 39.4592718)",,,,
253909016,False,,,residential,False,15.271,Calle de Plus Ultra,"LINESTRING (-3.6065358 39.4591976, -3.6063587 39.4592104)",,,,
253909016,False,,,residential,True,31.397,Calle de Plus Ultra,"LINESTRING (-3.6065358 39.4591976, -3.606722 39.4591873, -3.6069002 39.4592007)",,,,
"[253909018, 700192895]",False,,,"['residential', 'living_street']",False,95.52099999999999,"['Calle del Hospital', 'Plaza España']","LINESTRING (-3.6065358 39.4591976, -3.6065657 39.4594994, -3.6065541 39.4598014, -3.6065562 39.4599408, -3.6065472 39.4600554)",,,,
253909016,False,,,residential,False,31.397,Calle de Plus Ultra,"LINESTRING (-3.6069002 39.4592007, -3.606722 39.4591873, -3.6065358 39.4591976)",,,,
259886148,False,,,residential,False,46.698,Calle del Cristo de la Veracruz,"LINESTRING (-3.6069002 39.4592007, -3.6069259 39.4594002, -3.6070424 39.4596004)",,,,
"[253909017, 259886148]",False,,,residential,True,82.91199999999999,Calle del Cristo de la Veracruz,"LINESTRING (-3.6069002 39.4592007, -3.6069334 39.4590106, -3.6069699 39.4589612, -3.6071911 39.4588755, -3.6073057 39.4588069, -3.6073503 39.4587355, -3.6074511 39.4586513)",,,,
253908856,False,,,residential,True,29.545,Calle Ancha Vieja,"LINESTRING (-3.6026214 39.4592718, -3.6029383 39.4591682)",,,,
253909013,True,,,residential,False,23.518,Calle Ancha Vieja,"LINESTRING (-3.6026214 39.4592718, -3.6025085 39.4590791)",,,,
253908849,False,,,residential,False,33.205,Calle del Carmen,"LINESTRING (-3.6056428 39.4592913, -3.605679 39.4593752, -3.6057806 39.4595702)",,,,
253908849,False,,,residential,True,51.43,Calle del Carmen,"LINESTRING (-3.6056428 39.4592913, -3.6055382 39.459168, -3.6053345 39.4590178, -3.6052408 39.4589522)",,,,
253909016,False,,,residential,True,62.12,Calle de Plus Ultra,"LINESTRING (-3.6056428 39.4592913, -3.6061897 39.4592266, -3.6063587 39.4592104)",,,,
253908933,False,,,residential,True,35.019,Calle del Fray Fortunato,"LINESTRING (-3.6083821 39.4593386, -3.6084796 39.4596444)",,,,
253908933,False,,,residential,False,112.07700000000001,Calle del Fray Fortunato,"LINESTRING (-3.6083821 39.4593386, -3.6083074 39.4592518, -3.6081112 39.4590446, -3.607943 39.4589117, -3.6076106 39.4587509, -3.6074511 39.4586513)",,,,
253909029,False,,,residential,False,118.69099999999999,Calle de San Francisco de Asís,"LINESTRING (-3.6083821 39.4593386, -3.6082411 39.4593572, -3.6078812 39.4594248, -3.6074785 39.4595084, -3.6070424 39.4596004)",,,,
259886143,False,,,residential,False,101.468,Calle Vertedera Alta,"LINESTRING (-3.6102322 39.4594719, -3.6111409 39.4588884)",,,,
259886143,False,,,residential,True,37.725,Calle Vertedera Alta,"LINESTRING (-3.6102322 39.4594719, -3.6098943 39.4596888)",,,,
"[259910262, 253909038]",False,,,residential,False,86.18299999999999,"['Calle de la Paloma', 'Calle de Don Vidal']","LINESTRING (-3.6102322 39.4594719, -3.610086 39.4591442, -3.6099521 39.4589016, -3.6099092 39.4588746, -3.6097721 39.4589353)",,,,
253908954,False,,,residential,False,46.076,Calle de la Orden de Calatrava,"LINESTRING (-3.602069 39.4594808, -3.6022422 39.459873)",,,,
"[700192896, 253908849]",False,,,"['residential', 'living_street']",False,85.68900000000001,Calle del Carmen,"LINESTRING (-3.6057806 39.4595702, -3.6061416 39.4598558, -3.6063249 39.4599533, -3.6065472 39.4600554)",,,,
253908849,False,,,residential,True,33.205,Calle del Carmen,"LINESTRING (-3.6057806 39.4595702, -3.605679 39.4593752, -3.6056428 39.4592913)",,,,
259886148,False,,,residential,False,27.363,Calle del Cristo de la Veracruz,"LINESTRING (-3.6070424 39.4596004, -3.6070838 39.4598444)",,,,
253909029,False,,,residential,True,118.691,Calle de San Francisco de Asís,"LINESTRING (-3.6070424 39.4596004, -3.6074785 39.4595084, -3.6078812 39.4594248, -3.6082411 39.4593572, -3.6083821 39.4593386)",,,,
259886148,False,,,residential,True,46.698,Calle del Cristo de la Veracruz,"LINESTRING (-3.6070424 39.4596004, -3.6069259 39.4594002, -3.6069002 39.4592007)",,,,
253908933,False,,,residential,False,35.019,Calle del Fray Fortunato,"LINESTRING (-3.6084796 39.4596444, -3.6083821 39.4593386)",,,,
253908933,False,,,residential,True,83.302,Calle del Fray Fortunato,"LINESTRING (-3.6084796 39.4596444, -3.6085011 39.4597007, -3.6085637 39.459864, -3.6086638 39.4602597, -3.6086488 39.4603761)",,,,
259910262,False,,,residential,True,100.57799999999999,Calle de Don Vidal,"LINESTRING (-3.6084796 39.4596444, -3.6093285 39.459159, -3.6094258 39.4591114)",,,,
259886143,False,,,residential,False,37.725,Calle Vertedera Alta,"LINESTRING (-3.6098943 39.4596888, -3.6102322 39.4594719)",,,,
253908956,False,,,residential,True,76.035,Calle de Pantaca,"LINESTRING (-3.6098943 39.4596888, -3.6096248 39.4593044, -3.6094258 39.4591114)",,,,
259886143,False,,,residential,True,141.67799999999997,Calle Vertedera Alta,"LINESTRING (-3.6098943 39.4596888, -3.6098522 39.4597159, -3.6094594 39.4599699, -3.6091896 39.4601444, -3.6090593 39.4602406, -3.6089602 39.4603608, -3.6088271 39.4604352, -3.6087365 39.4604286, -3.6086488 39.4603761)",,,,
