osmid,oneway,highway,reversed,length,geometry,name,ref,lanes,maxspeed,junction
4793900,False,residential,True,35.286,"LINESTRING (3.0281607 39.7697214, 3.0279461 39.7699925)",Plaça del Tren,,,,
153226101,False,residential,False,33.715,"LINESTRING (3.0281607 39.7697214, 3.027845 39.7695396)",Carrer Renou,,,,
86257419,False,residential,False,49.075,"LINESTRING (3.0281607 39.7697214, 3.0282292 39.7697288, 3.0282931 39.7697357, 3.0287293 39.7697829)",,,,,
109881342,True,residential,False,69.073,"LINESTRING (3.0270207 39.7690648, 3.0275076 39.768569)",Carrer Fred,,,,
153226101,False,residential,True,88.038,"LINESTRING (3.0270207 39.7690648, 3.027845 39.7695396)",Carrer Renou,,,,
109881342,True,residential,False,84.02000000000001,"LINESTRING (3.0282827 39.7675598, 3.0287055 39.7669328, 3.0286965 39.7668839)",Carrer Fred,,,,
51506067,True,residential,False,89.239,"LINESTRING (3.0203273 39.7674943, 3.0211685 39.7679697)",Carrer Major,,,,
153228031,True,tertiary,False,73.65,"LINESTRING (3.0203273 39.7674943, 3.0198738 39.7680575)",Carrer del General Cabrinetti,,,,
108114718,False,residential,True,53.211,"LINESTRING (3.0296331 39.765565, 3.0293607 39.7659953)",Carretera de Muro,,,,
50944245,True,tertiary,False,18.577,"LINESTRING (3.0231498 39.7680514, 3.0229682 39.7679596)",Carrer Gran,Ma-3501,,,
51506066,True,residential,False,101.724,"LINESTRING (3.0231498 39.7680514, 3.0234637 39.7676352, 3.0235999 39.7674624, 3.0237487 39.7672609)",Carrer de la Lluna,,,,
50944245,True,tertiary,False,56.706,"LINESTRING (3.026542 39.7695573, 3.0259793 39.7692871)",Carrer Gran,Ma-3501,,,
86257445,True,residential,False,27.658,"LINESTRING (3.026542 39.7695573, 3.0267358 39.7693581)",Carrer Fred,,,,
279381987,True,residential,False,104.085,"LINESTRING (3.0297174 39.7715988, 3.029003 39.7723569)",carrer d'en Calvo-Sotelo,,,,
279400475,False,tertiary,True,15.006,"LINESTRING (3.0297174 39.7715988, 3.0298659 39.7716708)",Carrer de Mister Green,,2,50,
279400477,False,tertiary,False,73.102,"LINESTRING (3.0297174 39.7715988, 3.0290163 39.7712222)",Carrer de Mister Green,,2,50,
153228031,True,tertiary,False,45.04,"LINESTRING (3.0198738 39.7680575, 3.0195836 39.7683956)",Carrer del General Cabrinetti,,,,
32134584,True,residential,False,73.073,"LINESTRING (3.0236435 39.7709862, 3.023235 39.7715635)",Carrer Muntanya,,,,
51196238,True,residential,False,76.951,"LINESTRING (3.0236435 39.7709862, 3.0243787 39.7713857)",Carrer de l'Escola,,,,
51196238,True,residential,False,149.12,"LINESTRING (3.0262119 39.7723818, 3.027638 39.7731545)",Carrer de l'Escola,,,,
153226142,False,tertiary,False,71.616,"LINESTRING (3.0262119 39.7723818, 3.0258142 39.7729487)",carrer del Comerç,,,,
153226142,False,tertiary,True,69.552,"LINESTRING (3.0262119 39.7723818, 3.0266014 39.7718326)",carrer del Comerç,,,,
51506067,True,residential,False,29.677,"LINESTRING (3.0211685 39.7679697, 3.0214468 39.7681293)",Carrer Major,,,,
126392191,True,tertiary,False,36.598,"LINESTRING (3.0211685 39.7679697, 3.0213489 39.7676712)",Carrer de n'Antoni Maura,Ma-3501,,,
126392191,True,tertiary,False,58.317,"LINESTRING (3.0196218 39.770275, 3.0199634 39.769821)",Carrer de n'Antoni Maura,Ma-3501,,,
279394207,False,tertiary,False,11.595,"LINESTRING (3.0196218 39.770275, 3.0195133 39.7703376)",Carretera d'Inca,Ma-3421,,50,
"[1133582522, 31829607]",True,tertiary,False,92.161,"LINESTRING (3.0196218 39.770275, 3.0198673 39.7702027, 3.0205359 39.7705615)","['Carrer dels Fadrins', ""Carretera d'Inca""]",,,,
31829607,True,tertiary,False,72.667,"LINESTRING (3.0215268 39.7711116, 3.0222214 39.7714885)",Carrer dels Fadrins,,,,
51504928,True,residential,False,39.642,"LINESTRING (3.0215268 39.7711116, 3.0212959 39.7714208)",Carrer Lluc,,,,
51196238,True,residential,False,77.791,"LINESTRING (3.0221855 39.7701868, 3.022611 39.7704252, 3.0229243 39.7705954)",Carrer de l'Escola,,,,
51504928,True,residential,False,74.628,"LINESTRING (3.0221855 39.7701868, 3.0218723 39.7706281, 3.0217736 39.7707785)",Carrer Lluc,,,,
51504928,True,residential,False,74.878,"LINESTRING (3.0225883 39.7695888, 3.0221855 39.7701868)",Carrer Lluc,,,,
279395971,True,residential,False,40.486,"LINESTRING (3.0225883 39.7695888, 3.0222086 39.7693711)",Carrer Asalto,,,,
32134584,True,residential,False,74.162,"LINESTRING (3.0241048 39.7704213, 3.0236435 39.7709862)",Carrer Muntanya,,,,
50944245,True,tertiary,False,82.746,"LINESTRING (3.0251507 39.7689088, 3.0248684 39.7687982, 3.0244385 39.7686183, 3.0242957 39.7685598)",Carrer Gran,Ma-3501,,,
103692547,False,tertiary,False,119.413,"LINESTRING (3.0208043 39.766902, 3.0196186 39.766334)",Carrer Gran,,,,
153228031,True,tertiary,False,77.458,"LINESTRING (3.0208043 39.766902, 3.0203273 39.7674943)",Carrer del General Cabrinetti,,,,
1266791089,True,secondary,False,3.364,"LINESTRING (3.0297931 39.7654464, 3.0297538 39.765448)",Rotonda de sa Sínia,Ma-3450,,,roundabout
173093742,True,tertiary,False,27.637,"LINESTRING (3.0306038 39.7722234, 3.0304969 39.7722332, 3.030439 39.7722537, 3.0303866 39.7722722, 3.0303046 39.772308)",,Ma-3433,1,40,
452357158,False,secondary,False,25.863,"LINESTRING (3.0306038 39.7722234, 3.0305122 39.7721428, 3.0304763 39.7720203)",camí de l'Albufera,Ma-3433,1,40,
50944245,True,tertiary,False,30.543,"LINESTRING (3.0267959 39.7697506, 3.026542 39.7695573)",Carrer Gran,Ma-3501,,,
51720804,True,residential,False,59.605,"LINESTRING (3.0267959 39.7697506, 3.0263454 39.7701598)",Carrer del Capità Pere,,,,
50944245,True,tertiary,False,14.88,"LINESTRING (3.0259793 39.7692871, 3.0258383 39.7692086)",Carrer Gran,Ma-3501,,,
51196238,True,residential,False,73.777,"LINESTRING (3.0243787 39.7713857, 3.0250836 39.7717687)",Carrer de l'Escola,,,,
179352174,True,residential,False,73.414,"LINESTRING (3.0243787 39.7713857, 3.0247734 39.7707993)",carrer Marina,,,,
51504928,True,residential,False,75.681,"LINESTRING (3.0230268 39.7689975, 3.0225883 39.7695888)",Carrer Lluc,,,,
50944245,True,tertiary,False,42.001,"LINESTRING (3.0235778 39.768237, 3.0231498 39.7680514)",Carrer Gran,Ma-3501,,,
51504928,True,residential,False,96.797,"LINESTRING (3.0235778 39.768237, 3.0234393 39.7684215, 3.0230268 39.7689975)",Carrer Lluc,,,,
75918391,False,residential,False,78.229,"LINESTRING (3.0195816 39.7738455, 3.0203699 39.7742031)",Carrer de Fra Juníper Serra,,,,
51506067,True,residential,False,119.071,"LINESTRING (3.0192044 39.7668605, 3.0203273 39.7674943)",Carrer Major,,,,
153228027,True,residential,False,68.416,"LINESTRING (3.0192044 39.7668605, 3.0196186 39.766334)",carrer Migjorn,,,,
31829607,True,tertiary,False,38.795,"LINESTRING (3.0211613 39.7709047, 3.0215268 39.7711116)",Carrer dels Fadrins,,,,
51506066,True,residential,False,41.595,"LINESTRING (3.0211613 39.7709047, 3.0213858 39.7705728)",Carrer de la Lluna,,,,
31829607,True,tertiary,False,119.292,"LINESTRING (3.0244154 39.7727014, 3.0255397 39.7733372)",Carrer dels Fadrins,,,,
86257404,False,residential,True,30.838,"LINESTRING (3.0244154 39.7727014, 3.0243029 39.7728614, 3.0242439 39.7729454)",Carrer del Capità Pere,,,,
86257421,True,residential,False,70.936,"LINESTRING (3.0247734 39.7707993, 3.0244635 39.7706241, 3.0241048 39.7704213)",carrer Crestatx,,,,
179352174,True,residential,False,197.49,"LINESTRING (3.0247734 39.7707993, 3.0251714 39.7702157, 3.0253848 39.7699631, 3.0256039 39.7697192, 3.0259793 39.7692871)",carrer Marina,,,,
52612936,True,residential,False,123.574,"LINESTRING (3.0281001 39.7665604, 3.0288888 39.765629)",Carrer del Molí,,,,
86257415,True,residential,False,86.699,"LINESTRING (3.0281001 39.7665604, 3.0275317 39.7672062)",Carrer del Molí,,,,
109881343,True,residential,False,59.654,"LINESTRING (3.0281001 39.7665604, 3.027528 39.7662531)",carrer de Sant Antoni,,,,
108010194,True,tertiary,False,23.303,"LINESTRING (3.0216633 39.7736521, 3.0215099 39.7735784, 3.0214321 39.773541)",Carrer Traginers,,1,,
51504928,True,residential,False,112.78,"LINESTRING (3.0202152 39.7729558, 3.0195816 39.7738455)",Carrer Lluc,,,,
108010194,True,tertiary,False,39.566,"LINESTRING (3.0202152 39.7729558, 3.0201511 39.772925, 3.0199116 39.7728099, 3.0198227 39.7727671)",Carrer Traginers,,1,,
86257404,False,residential,False,83.387,"LINESTRING (3.0231894 39.7743859, 3.0236854 39.7737401)",Carrer del Capità Pere,,,,
108010194,True,tertiary,False,50.172,"LINESTRING (3.0231894 39.7743859, 3.0226917 39.7741466)",Carrer Traginers,,1,,
279398302,False,residential,False,99.732,"LINESTRING (3.0198227 39.7727671, 3.0204132 39.7719935)",Carrer de Sant Francesc,,,,
108010194,True,tertiary,False,37.096,"LINESTRING (3.0198227 39.7727671, 3.0197122 39.772714, 3.0194547 39.7725902)",Carrer Traginers,,1,,
75918416,False,residential,False,32.311,"LINESTRING (3.0209689 39.7712367, 3.0206639 39.771065)",carrer Orient,,,,
75918416,False,residential,True,34.642,"LINESTRING (3.0209689 39.7712367, 3.0212959 39.7714208)",carrer Orient,,,,
279398302,False,residential,True,96.629,"LINESTRING (3.0209689 39.7712367, 3.0204132 39.7719935)",Carrer de Sant Francesc,,,,
75918416,False,residential,True,38.101,"LINESTRING (3.0203063 39.7708604, 3.0206639 39.771065)",carrer Orient,,,,
440557622,True,residential,False,38.597,"LINESTRING (3.0203063 39.7708604, 3.0205359 39.7705615)",Carrer Palou,,,,
440557623,False,residential,True,3.105,"LINESTRING (3.0203063 39.7708604, 3.0202873 39.7708842)",Carrer Palou,,,,
86257424,False,residential,False,83.769,"LINESTRING (3.0202873 39.7708842, 3.0194717 39.7704664)",Carrer Estrella,,,,
440557623,False,residential,False,3.105,"LINESTRING (3.0202873 39.7708842, 3.0203063 39.7708604)",Carrer Palou,,,,
108010194,True,tertiary,False,51.581,"LINESTRING (3.0226917 39.7741466, 3.0222556 39.7739369, 3.02218 39.7739006)",Carrer Traginers,,1,,
75918391,False,residential,True,78.229,"LINESTRING (3.0203699 39.7742031, 3.0195816 39.7738455)",Carrer de Fra Juníper Serra,,,,
86257429,True,residential,False,110.646,"LINESTRING (3.0203699 39.7742031, 3.0210135 39.7733397)",Carrer Ramon Llull,,2,,
31829607,True,tertiary,False,65.676,"LINESTRING (3.0205359 39.7705615, 3.0211613 39.7709047)",Carrer dels Fadrins,,,,
86257429,True,residential,False,93.375,"LINESTRING (3.0210135 39.7733397, 3.0215519 39.772609)",Carrer Ramon Llull,,2,,
108010194,True,tertiary,False,41.873999999999995,"LINESTRING (3.0210135 39.7733397, 3.0208424 39.7732574, 3.0205981 39.77314)",Carrer Traginers,,1,,
51504928,True,residential,False,96.487,"LINESTRING (3.0212959 39.7714208, 3.020765 39.7721866)",Carrer Lluc,,,,
75918416,False,residential,False,34.642,"LINESTRING (3.0212959 39.7714208, 3.0209689 39.7712367)",carrer Orient,,,,
"[75918416, 86257438]",False,residential,True,133.633,"LINESTRING (3.0212959 39.7714208, 3.0216555 39.7716234, 3.0211351 39.7723837)",carrer Orient,,,,
75918416,False,residential,False,38.101,"LINESTRING (3.0206639 39.771065, 3.0203063 39.7708604)",carrer Orient,,,,
75918416,False,residential,True,32.311,"LINESTRING (3.0206639 39.771065, 3.0209689 39.7712367)",carrer Orient,,,,
75918420,False,residential,False,97.695,"LINESTRING (3.0206639 39.771065, 3.020067 39.7718143)",Carrer Veinatge,,,,
75918420,False,residential,True,100.906,"LINESTRING (3.0194547 39.7725902, 3.020067 39.7718143)",Carrer Veinatge,,,,
31829607,True,tertiary,False,35.724,"LINESTRING (3.0229853 39.7719086, 3.0233252 39.7720956)",Carrer dels Fadrins,,,,
32134584,True,residential,False,135.029,"LINESTRING (3.0229853 39.7719086, 3.0221744 39.7729508)",Carrer Muntanya,,,,
86257431,False,residential,False,31.295,"LINESTRING (3.0276216 39.7715815, 3.0279173 39.7717475)",carrer del Mercat,,,,
471551039,True,residential,False,75.818,"LINESTRING (3.0276216 39.7715815, 3.0274637 39.7717724, 3.027136 39.7716095, 3.0269659 39.771525)",Plaça del Mercat,,,,
86257430,True,residential,False,77.289,"LINESTRING (3.0293384 39.7708163, 3.0301123 39.7711759)",carrer del Rei Joan Carles I,,,,
153227169,True,residential,False,129.916,"LINESTRING (3.0293384 39.7708163, 3.0301508 39.7698288)",carrer del Marquès de la Romana,,,,
86257396,False,residential,False,91.402,"LINESTRING (3.0214321 39.773541, 3.0219317 39.7728142)",,,,,
108010194,True,tertiary,False,42.2,"LINESTRING (3.0214321 39.773541, 3.0211261 39.7733939, 3.0210135 39.7733397)",Carrer Traginers,,1,,
86257389,True,residential,False,124.03,"LINESTRING (3.0216529 39.7678243, 3.0228575 39.7684463)",Calle Varet,,,,
86257407,True,residential,False,38.216,"LINESTRING (3.0216529 39.7678243, 3.0214468 39.7681293)",Carrer del Lledoner,,,,
51196238,True,residential,False,51.163,"LINESTRING (3.027638 39.7731545, 3.0281262 39.7734208)",Carrer de l'Escola,,,,
86257408,False,residential,False,66.443,"LINESTRING (3.027638 39.7731545, 3.0280166 39.7726326)",carrer Fortaleza,,,,
86257408,False,residential,True,36.859,"LINESTRING (3.027638 39.7731545, 3.0274284 39.7734442)",carrer Fortaleza,,,,
521204616,True,residential,False,76.215,"LINESTRING (3.0248512 39.767877, 3.0255827 39.768269)",Carrer Renou,,,,
86257398,True,residential,False,69.144,"LINESTRING (3.0248512 39.767877, 3.0248861 39.7678422, 3.0250565 39.7676111, 3.0252601 39.7673409)",Carrer Ric,,,,
135434524,True,residential,False,80.119,"LINESTRING (3.0291477 39.7674262, 3.0290908 39.7677348, 3.029019 39.7681399)",Carrer del Doctor Gómez Ulla,,,,
75918420,False,residential,False,100.906,"LINESTRING (3.020067 39.7718143, 3.0194547 39.7725902)",Carrer Veinatge,,,,
75918420,False,residential,True,97.695,"LINESTRING (3.020067 39.7718143, 3.0206639 39.771065)",Carrer Veinatge,,,,
86257420,False,residential,False,37.295,"LINESTRING (3.020067 39.7718143, 3.0197144 39.7716167)",carrer de Miquel Verdera,,,,
86257420,False,residential,True,35.672,"LINESTRING (3.020067 39.7718143, 3.0204132 39.7719935)",carrer de Miquel Verdera,,,,
86257449,True,residential,False,59.71,"LINESTRING (3.023254 39.7662257, 3.0228832 39.7666808)",Carrer de la Bassa Roja,,,,
138775647,True,residential,False,33.905,"LINESTRING (3.023254 39.7662257, 3.0229309 39.7660488)",Carrer Dato,,,,
25651678,True,residential,False,38.392,"LINESTRING (3.0275317 39.7672062, 3.0279139 39.7673876)",carrer Sagasta,,,,
86257415,True,residential,False,125.243,"LINESTRING (3.0275317 39.7672062, 3.0267523 39.76816)",Carrer del Molí,,,,
86257395,True,residential,False,134.356,"LINESTRING (3.0225293 39.7731376, 3.0233252 39.7720956)",Carrer de l'Enginyer Varing,,,,
86257420,False,residential,False,36.761,"LINESTRING (3.0225293 39.7731376, 3.0221744 39.7729508)",carrer de Miquel Verdera,,,,
86257420,False,residential,True,64.509,"LINESTRING (3.0225293 39.7731376, 3.0228455 39.7733038, 3.023152 39.7734655)",carrer de Miquel Verdera,,,,
86257426,False,residential,False,52.929,"LINESTRING (3.029019 39.7681399, 3.0295451 39.768391)",Carrer dels Horts,,,,
135434524,True,residential,False,119.894,"LINESTRING (3.029019 39.7681399, 3.0288281 39.7692081)",Carrer del Doctor Gómez Ulla,,,,
86257390,True,residential,False,47.454,"LINESTRING (3.0258142 39.7729487, 3.0253591 39.7727042)",Carrer Santa Catalina Thomàs,,,,
153226142,False,tertiary,False,49.158,"LINESTRING (3.0258142 39.7729487, 3.0255397 39.7733372)",carrer del Comerç,,,,
153226142,False,tertiary,True,71.616,"LINESTRING (3.0258142 39.7729487, 3.0262119 39.7723818)",carrer del Comerç,,,,
25651678,True,residential,False,36.881,"LINESTRING (3.0279139 39.7673876, 3.0282827 39.7675598)",carrer Sagasta,,,,
279395968,False,residential,False,84.751,"LINESTRING (3.0279139 39.7673876, 3.0284192 39.7667318)",Carrer de l'Aviador Hedilla,,,,
279395968,False,residential,True,127.286,"LINESTRING (3.0279139 39.7673876, 3.0271817 39.7683844)",Carrer de l'Aviador Hedilla,,,,
86257438,False,residential,False,95.805,"LINESTRING (3.0205981 39.77314, 3.0211351 39.7723837)",,,,,
108010194,True,tertiary,False,38.605,"LINESTRING (3.0205981 39.77314, 3.0202823 39.7729881, 3.0202152 39.7729558)",Carrer Traginers,,1,,
86257432,True,residential,False,68.074,"LINESTRING (3.0259921 39.7684924, 3.0263693 39.7679532)",Carrer del Sol,,,,
521204616,True,residential,False,33.753,"LINESTRING (3.0259921 39.7684924, 3.0263118 39.7686706)",Carrer Renou,,,,
135434524,True,residential,False,77.489,"LINESTRING (3.0287293 39.7697829, 3.0285995 39.7704726)",Carrer del Doctor Gómez Ulla,,,,
86257419,False,residential,True,49.075,"LINESTRING (3.0287293 39.7697829, 3.0282931 39.7697357, 3.0282292 39.7697288, 3.0281607 39.7697214)",,,,,
86257430,True,residential,False,52.207,"LINESTRING (3.0288158 39.7705732, 3.0293384 39.7708163)",carrer del Rei Joan Carles I,,,,
153226083,True,residential,False,56.428,"LINESTRING (3.0288158 39.7705732, 3.0284795 39.7710099)",Plaça del Tren,,,,
50944245,True,tertiary,False,71.086,"LINESTRING (3.0242957 39.7685598, 3.0235778 39.768237)",Carrer Gran,Ma-3501,,,
86257398,True,residential,False,89.547,"LINESTRING (3.0242957 39.7685598, 3.0248512 39.767877)",Carrer Ric,,,,
86257437,True,residential,False,52.772,"LINESTRING (3.0301508 39.7698288, 3.0296238 39.7695815)",Carrer de la Cooperativa,,,,
153227169,True,residential,False,106.166,"LINESTRING (3.0301508 39.7698288, 3.0308138 39.7690214)",carrer del Marquès de la Romana,,,,
86257407,True,residential,False,49.913,"LINESTRING (3.0219222 39.767426, 3.0216529 39.7678243)",Carrer del Lledoner,,,,
50944245,True,tertiary,False,31.830999999999996,"LINESTRING (3.0219222 39.767426, 3.0216871 39.7673177, 3.0216027 39.7672789)",Carrer Gran,Ma-3501,,,
103692547,False,tertiary,True,119.413,"LINESTRING (3.0196186 39.766334, 3.0208043 39.766902)",Carrer Gran,,,,
153228027,True,residential,False,63.762,"LINESTRING (3.0196186 39.766334, 3.0200295 39.7658554)",carrer Migjorn,,,,
31829607,True,tertiary,False,12.258,"LINESTRING (3.0222214 39.7714885, 3.022338 39.7715527)",Carrer dels Fadrins,,,,
86257443,True,residential,False,42.685,"LINESTRING (3.0222214 39.7714885, 3.0224963 39.771168)",carrer de Ramon Llull,,,,
86257404,False,residential,False,100.434,"LINESTRING (3.0236854 39.7737401, 3.0242439 39.7729454)",Carrer del Capità Pere,,,,
86257404,False,residential,True,83.387,"LINESTRING (3.0236854 39.7737401, 3.0231894 39.7743859)",Carrer del Capità Pere,,,,
86257420,False,residential,False,54.867,"LINESTRING (3.0236854 39.7737401, 3.023152 39.7734655)",carrer de Miquel Verdera,,,,
86257403,True,residential,False,85.342,"LINESTRING (3.023152 39.7734655, 3.0226917 39.7741466)",carrer del Progrés,,,,
86257420,False,residential,True,54.867,"LINESTRING (3.023152 39.7734655, 3.0236854 39.7737401)",carrer de Miquel Verdera,,,,
86257420,False,residential,False,64.509,"LINESTRING (3.023152 39.7734655, 3.0228455 39.7733038, 3.0225293 39.7731376)",carrer de Miquel Verdera,,,,
86257421,True,residential,False,51.083,"LINESTRING (3.0284981 39.7729048, 3.0280166 39.7726326)",carrer Crestatx,,,,
86257452,True,residential,False,65.592,"LINESTRING (3.0284981 39.7729048, 3.0281262 39.7734208)",carrer de l'Era,,,,
25651678,True,residential,False,38.715,"LINESTRING (3.0238381 39.7654988, 3.0242228 39.7656826)",carrer Sagasta,,,,
86257449,True,residential,False,95.003,"LINESTRING (3.0238381 39.7654988, 3.023254 39.7662257)",Carrer de la Bassa Roja,,,,
31829607,True,tertiary,False,39.976,"LINESTRING (3.0233252 39.7720956, 3.0237056 39.7723048)",Carrer dels Fadrins,,,,
51504928,True,residential,False,42.624,"LINESTRING (3.0217736 39.7707785, 3.0215268 39.7711116)",Carrer Lluc,,,,
104157962,True,residential,False,40.27,"LINESTRING (3.0217736 39.7707785, 3.0213858 39.7705728)",Carrer Rosari,,,,
109881343,True,residential,False,33.273,"LINESTRING (3.0284192 39.7667318, 3.0281001 39.7665604)",carrer de Sant Antoni,,,,
279395968,False,residential,True,84.751,"LINESTRING (3.0284192 39.7667318, 3.0279139 39.7673876)",Carrer de l'Aviador Hedilla,,,,
86257424,False,residential,True,83.769,"LINESTRING (3.0194717 39.7704664, 3.0202873 39.7708842)",Carrer Estrella,,,,
416961263,True,residential,False,14.757,"LINESTRING (3.0194717 39.7704664, 3.0194962 39.7703905, 3.0195133 39.7703376)",Carrer de la Creu,,,,
153228031,True,tertiary,False,66.42,"LINESTRING (3.0219058 39.7655341, 3.0214968 39.766042)",Carrer del General Cabrinetti,,,,
86257421,True,residential,False,41.649,"LINESTRING (3.0266014 39.7718326, 3.0262088 39.7716107)",carrer Crestatx,,,,
153226142,False,tertiary,False,69.552,"LINESTRING (3.0266014 39.7718326, 3.0262119 39.7723818)",carrer del Comerç,,,,
153226142,False,tertiary,True,45.572,"LINESTRING (3.0266014 39.7718326, 3.0268548 39.771472)",carrer del Comerç,,,,
86257437,True,residential,False,79.679,"LINESTRING (3.0296238 39.7695815, 3.0288281 39.7692081)",Carrer de la Cooperativa,,,,
279381990,True,residential,False,130.111,"LINESTRING (3.0296238 39.7695815, 3.0288158 39.7705732)",Carrer Cervantes,,,,
521204616,True,residential,False,69.319,"LINESTRING (3.0214968 39.766042, 3.0221642 39.7663962)",Carrer Renou,,,,
153228031,True,tertiary,False,112.463,"LINESTRING (3.0214968 39.766042, 3.0212018 39.7664083, 3.0208043 39.766902)",Carrer del General Cabrinetti,,,,
86257398,True,residential,False,113.997,"LINESTRING (3.0252601 39.7673409, 3.0259237 39.7664516)",Carrer Ric,,,,
138775647,True,residential,False,77.74000000000001,"LINESTRING (3.0252601 39.7673409, 3.0250285 39.7672114, 3.0245228 39.7669315)",Carrer Dato,,,,
50944245,True,tertiary,False,67.564,"LINESTRING (3.0258383 39.7692086, 3.0251507 39.7689088)",Carrer Gran,Ma-3501,,,
31829607,True,tertiary,False,32.118,"LINESTRING (3.0226796 39.7717406, 3.0229853 39.7719086)",Carrer dels Fadrins,,,,
86257396,False,residential,True,135.414,"LINESTRING (3.0226796 39.7717406, 3.0219317 39.7728142)",,,,,
86257426,False,residential,True,55.233,"LINESTRING (3.0308138 39.7690214, 3.0302734 39.768749)",Carrer dels Horts,,,,
51506066,True,residential,False,32.268,"LINESTRING (3.0220373 39.7696297, 3.0222086 39.7693711)",Carrer de la Lluna,,,,
279381987,True,residential,False,57.882,"LINESTRING (3.0301123 39.7711759, 3.0297174 39.7715988)",carrer d'en Calvo-Sotelo,,,,
86257430,True,residential,False,69.13499999999999,"LINESTRING (3.0301123 39.7711759, 3.030536 39.7713876, 3.0307905 39.7715148)",carrer del Rei Joan Carles I,,,,
153226142,False,tertiary,False,45.572,"LINESTRING (3.0268548 39.771472, 3.0266014 39.7718326)",carrer del Comerç,,,,
471551038,False,residential,True,11.175,"LINESTRING (3.0268548 39.771472, 3.0269659 39.771525)",,,,,
153226142,False,tertiary,True,52.608999999999995,"LINESTRING (3.0268548 39.771472, 3.0270103 39.7712474, 3.0271456 39.771055)",carrer del Comerç,,,,
31829607,True,tertiary,False,57.397,"LINESTRING (3.0238731 39.7723969, 3.0244154 39.7727014)",Carrer dels Fadrins,,,,
86257403,True,residential,False,133.854,"LINESTRING (3.0238731 39.7723969, 3.023152 39.7734655)",carrer del Progrés,,,,
86257388,True,residential,False,71.018,"LINESTRING (3.0236696 39.7664503, 3.0232598 39.7670059)",Carrer Ramon y Cajal,,,,
138775647,True,residential,False,43.423,"LINESTRING (3.0236696 39.7664503, 3.023254 39.7662257)",Carrer Dato,,,,
86257399,False,residential,False,24.035,"LINESTRING (3.0269748 39.7744206, 3.0271305 39.7742406)",Carrer Traginers,,,,
