osmid,oneway,name,highway,reversed,length,lanes,geometry,tunnel,ref,junction,maxspeed
24696318,True,Calle Corredera,residential,False,12.563,,"LINESTRING (-5.3913959 41.5249364, -5.3914726 41.5248391)",,,,
324026700,False,Calle de Macarros,residential,False,81.939,1,"LINESTRING (-5.3913959 41.5249364, -5.3922798 41.5252606)",,,,
24696318,True,Calle Corredera,residential,False,39.47,,"LINESTRING (-5.3918469 41.5243895, -5.3920899 41.5240847)",,,,
24696323,False,Calle Trascampanas de Santo Tomás,residential,False,87.974,,"LINESTRING (-5.3918469 41.5243895, -5.3922635 41.5245675, -5.3921789 41.5246818, -5.3925279 41.524832)",,,,
24696318,True,Calle Corredera,residential,False,25.492,,"LINESTRING (-5.3928434 41.5228643, -5.3928907 41.5226378)",,,,
861144972,False,Plaza de Santa Marina,residential,True,97.00799999999998,,"LINESTRING (-5.3928434 41.5228643, -5.3927068 41.5228172, -5.392353 41.5226745, -5.3921893 41.5226085, -5.3918444 41.5224694, -5.3918133 41.5224569)",,,,
304144112,False,Calle Amor de Dios,residential,True,76.886,,"LINESTRING (-5.3928907 41.5226378, -5.3937014 41.522969)",,,,
"[60359351, 60359374, 24696319]",False,Calle Puerta del Mercado,residential,False,36.30199999999999,,"LINESTRING (-5.3928907 41.5226378, -5.3929909 41.522464, -5.3930259 41.5224181, -5.3930583 41.5223716, -5.3930784 41.5223435)",building_passage,,,
24696324,False,Plaza de Santa Marina,residential,False,94.613,,"LINESTRING (-5.3928907 41.5226378, -5.3928543 41.5226211, -5.3925656 41.5225018, -5.3925182 41.5224736, -5.3923832 41.5223933, -5.3920814 41.522176, -5.3920004 41.5221177)",,,,
60359344,False,Plaza Mayor,living_street,True,15.352,,"LINESTRING (-5.3941103 41.5213906, -5.3941753 41.5212614)",,,,
60359344,False,Plaza Mayor,living_street,False,25.898000000000003,,"LINESTRING (-5.3941103 41.5213906, -5.3940239 41.5213657, -5.3938208 41.5213054)",,,,
324269082,False,Calle Zapateros,residential,False,31.201999999999998,,"LINESTRING (-5.3941103 41.5213906, -5.3942137 41.5214425, -5.39421 41.5215025, -5.394356 41.5215678)",,,,
60359470,False,Calle Chamberí,residential,True,6.129,,"LINESTRING (-5.3925279 41.524832, -5.3925571 41.5247814)",,,,
24696323,False,Calle Trascampanas de Santo Tomás,residential,True,87.974,,"LINESTRING (-5.3925279 41.524832, -5.3921789 41.5246818, -5.3922635 41.5245675, -5.3918469 41.5243895)",,,,
304600556,False,Calle Don Diego,residential,False,52.184,,"LINESTRING (-5.3925279 41.524832, -5.3924524 41.525002, -5.3923193 41.5252221, -5.3922798 41.5252606)",,,,
324026700,False,Calle de Macarros,residential,True,81.939,1,"LINESTRING (-5.3922798 41.5252606, -5.3913959 41.5249364)",,,,
304600556,False,Calle Don Diego,residential,False,18.612000000000002,,"LINESTRING (-5.3922798 41.5252606, -5.392217 41.5253212, -5.3921734 41.5254058)",,,,
304600556,False,Calle Don Diego,residential,True,52.184,,"LINESTRING (-5.3922798 41.5252606, -5.3923193 41.5252221, -5.3924524 41.525002, -5.3925279 41.524832)",,,,
304600556,False,Calle Don Diego,residential,True,16.137,,"LINESTRING (-5.3920886 41.5255363, -5.3921734 41.5254058)",,,,
455277733,True,Ronda de Corredera,residential,False,78.433,,"LINESTRING (-5.3920886 41.5255363, -5.3914897 41.5254094, -5.3913907 41.525388, -5.3912588 41.5253465, -5.3911909 41.5253252)",,,,
861144972,False,Plaza de Santa Marina,residential,False,40.807,,"LINESTRING (-5.3920004 41.5221177, -5.3918133 41.5224569)",,,,
24696324,False,Plaza de Santa Marina,residential,True,94.613,,"LINESTRING (-5.3920004 41.5221177, -5.3920814 41.522176, -5.3923832 41.5223933, -5.3925182 41.5224736, -5.3925656 41.5225018, -5.3928543 41.5226211, -5.3928907 41.5226378)",,,,
24696325,False,Calle Sol,residential,False,59.835,,"LINESTRING (-5.3920004 41.5221177, -5.3917003 41.5218682, -5.3915222 41.521716)",,,,
51034095,False,Calle Concepción,residential,False,35.87,,"LINESTRING (-5.3918133 41.5224569, -5.3913945 41.5223811)",,,,
861144972,False,Plaza de Santa Marina,residential,True,40.807,,"LINESTRING (-5.3918133 41.5224569, -5.3920004 41.5221177)",,,,
861144972,False,Plaza de Santa Marina,residential,False,97.008,,"LINESTRING (-5.3918133 41.5224569, -5.3918444 41.5224694, -5.3921893 41.5226085, -5.392353 41.5226745, -5.3927068 41.5228172, -5.3928434 41.5228643)",,,,
224636561,True,Calle Rejadorada,residential,False,73.377,,"LINESTRING (-5.3911691 41.5213793, -5.3903315 41.5215847)",,,,
304144116,False,Calle Puerta Nueva,residential,True,42.632,,"LINESTRING (-5.3911691 41.5213793, -5.3909718 41.5210255)",,,,
24696325,False,Calle Sol,residential,True,47.623,,"LINESTRING (-5.3911691 41.5213793, -5.3912112 41.5214209, -5.3914313 41.5216382, -5.3915222 41.521716)",,,,
51034099,False,Calle Lorenzo Real,residential,True,80.39599999999999,,"LINESTRING (-5.3911691 41.5213793, -5.3915425 41.5212492, -5.3920546 41.5210913)",,,,
304144117,True,Calle Rua Santa Catalina,residential,False,80.901,,"LINESTRING (-5.3889481 41.5219189, -5.3880444 41.5221864)",,,,
304144120,False,Calle Vicente Gonzalez,residential,True,36.759,,"LINESTRING (-5.3889481 41.5219189, -5.3889828 41.5219843, -5.3891112 41.5222261)",,,,
324269082,False,Calle Zapateros,residential,False,41.03,,"LINESTRING (-5.394356 41.5215678, -5.39473 41.5218081)",,,,
60359460,False,Calle Trasalfondiga,living_street,False,54.135,,"LINESTRING (-5.394356 41.5215678, -5.3944953 41.5213696, -5.3942189 41.5212765, -5.3941753 41.5212614)",,,,
324269082,False,Calle Zapateros,residential,True,31.202,,"LINESTRING (-5.394356 41.5215678, -5.39421 41.5215025, -5.3942137 41.5214425, -5.3941103 41.5213906)",,,,
60359418,False,Calle Antigua,residential,True,11.242,,"LINESTRING (-5.39473 41.5218081, -5.394659 41.5218941)",,,,
324269082,False,Calle Zapateros,residential,True,41.03,,"LINESTRING (-5.39473 41.5218081, -5.394356 41.5215678)",,,,
"[60359418, 24698915]",False,"['Calle Antigua', 'Plaza de los Cubos']",residential,False,73.46300000000001,,"LINESTRING (-5.39473 41.5218081, -5.3951273 41.5214241, -5.3952817 41.5212928)",,,,
304144112,False,Calle Amor de Dios,residential,False,76.886,,"LINESTRING (-5.3937014 41.522969, -5.3928907 41.5226378)",,,,
304144112,False,Calle Amor de Dios,residential,True,7.436,,"LINESTRING (-5.3937014 41.522969, -5.3937813 41.5229989)",,,,
"[324233184, 24698914]",False,"['Calle Antigua', 'Arco del Postigo']",residential,False,38.815,,"LINESTRING (-5.3937014 41.522969, -5.3938123 41.5227786, -5.3938522 41.5227099, -5.393888 41.5226491)",building_passage,,,
60359418,False,Calle Antigua,residential,False,105.679,,"LINESTRING (-5.393888 41.5226491, -5.394659 41.5218941)",,,,
