osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,lanes
727424220,BI-3737,Sabino Arana kalea,tertiary,False,True,110.128,"LINESTRING (-3.0015479 43.3634651, -3.001132 43.363764, -3.0009522 43.3639106, -3.0007418 43.3641018, -3.0006465 43.3642046)",,,,
"[166377400, 727424220, 1104452885]",BI-3737,Sabino Arana kalea,"['living_street', 'tertiary']",False,False,288.13100000000003,"LINESTRING (-2.9993356 43.3665516, -2.9993415 43.3664546, -2.9993869 43.3663096, -2.9994594 43.3662052, -2.9995094 43.3661519, -2.9995778 43.3660521, -2.9995941 43.3659462, -2.9996366 43.3658367, -2.999724 43.3657457, -2.9997986 43.3656878, -2.9998378 43.3656481, -2.9998837 43.3656015, -2.9999553 43.3654843, -2.999981 43.3653718, -2.9999802 43.3653295, -2.9999783 43.3652383, -2.9999997 43.3650835, -3.0000689 43.3649287, -3.0001421 43.3648337, -3.0002062 43.364749, -3.0002742 43.3646969, -3.0003213 43.3646609, -3.0003482 43.36462, -3.0005227 43.3643552, -3.0006465 43.3642046)",20,,,
"[631040201, 631040202, 1104452886, 301257559]",,Simon Otxandategi etorbidea,"['living_street', 'residential']",False,True,89.179,"LINESTRING (-2.9993356 43.3665516, -2.9993177 43.3665488, -2.9992581 43.3665396, -2.998767 43.3664445, -2.9985383 43.3663957, -2.9984236 43.3663767, -2.9983991 43.3663717, -2.9982698 43.3663453)",30,yes,,
301257557,,Avenida Simón Otxandategi etorbidea,residential,True,False,10.742,"LINESTRING (-2.9957627 43.3639083, -2.9957685 43.3638894, -2.9957652 43.3638703, -2.9957533 43.363853, -2.995734 43.3638397, -2.9957097 43.3638319)",30,,,
41151188,,Arana bidea,residential,True,False,27.071,"LINESTRING (-2.9962369 43.3657625, -2.9962313 43.3658338, -2.9962595 43.3659605, -2.9962843 43.3660003)",30,,,
301257559,,Simon Otxandategi etorbidea,residential,False,False,20.774,"LINESTRING (-2.9962369 43.3657625, -2.9963217 43.3658413, -2.9964091 43.3659004)",30,,,
301257559,,Simon Otxandategi etorbidea,residential,False,True,27.348,"LINESTRING (-2.9962369 43.3657625, -2.9961915 43.3657112, -2.996132 43.3656312, -2.9960792 43.3655454)",30,,,
179891580,,,residential,True,False,27.212000000000003,"LINESTRING (-2.9919788 43.3630626, -2.9919449 43.3631148, -2.991939 43.3631779, -2.9919584 43.3632448, -2.9920122 43.363284)",,,roundabout,
1186561760,BI-3733,Eguzkitza Bidea,residential,False,False,44.451,"LINESTRING (-2.9919788 43.3630626, -2.9918908 43.3630191, -2.9916748 43.3629403, -2.9914944 43.3628746)",,,,
1186561760,BI-3733,Eguzkitza Bidea,residential,False,False,146.008,"LINESTRING (-2.9910453 43.3626094, -2.991051 43.3625767, -2.9910898 43.362355, -2.9910496 43.3622232, -2.9909809 43.362036, -2.9907234 43.3617864, -2.9904618 43.3615751, -2.9903426 43.3614761)",,,,
1186561760,BI-3733,Eguzkitza Bidea,residential,False,True,49.853,"LINESTRING (-2.9910453 43.3626094, -2.9910551 43.3626734, -2.9911029 43.3627255, -2.9914944 43.3628746)",,,,
179891587,,Gobelalde kalea,residential,False,True,101.221,"LINESTRING (-2.9982698 43.3663453, -2.9983259 43.3662003, -2.9984967 43.3657597, -2.9986093 43.3654691)",30,,,
"[631040201, 631040202, 1104452886, 301257559]",,Simon Otxandategi etorbidea,"['residential', 'living_street']",False,False,89.179,"LINESTRING (-2.9982698 43.3663453, -2.9983991 43.3663717, -2.9984236 43.3663767, -2.9985383 43.3663957, -2.998767 43.3664445, -2.9992581 43.3665396, -2.9993177 43.3665488, -2.9993356 43.3665516)",30,yes,,
301257559,,Simon Otxandategi etorbidea,residential,False,True,91.81200000000001,"LINESTRING (-2.9982698 43.3663453, -2.9980521 43.3662998, -2.997774 43.3662498, -2.9971752 43.3661254)",30,,,
