osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,lanes
135204630,False,C-37,Carretera de Tarragona,secondary,50,False,86.489,"LINESTRING (1.2467136 41.2813598, 1.2467822 41.2805837)",,,
154303471,False,,Carrer Hort dels Alls,residential,,False,68.077,"LINESTRING (1.2467136 41.2813598, 1.2475274 41.2813885)",,,
32653292,False,C-37z,Carretera d'Alcover,secondary,50,False,109.01599999999999,"LINESTRING (1.2467136 41.2813598, 1.2454857 41.2813008, 1.2454116 41.2812976)",,,
154303478,False,,Carretera de Tarragona,tertiary,,True,69.976,"LINESTRING (1.2467136 41.2813598, 1.2466832 41.2816985, 1.2466622 41.2819507, 1.2466565 41.2819876)",,,
135204630,False,C-37,Carretera de Tarragona,secondary,50,True,86.489,"LINESTRING (1.2467822 41.2805837, 1.2467136 41.2813598)",,,
198379910,False,,Carrer Progrés,residential,,False,44.932,"LINESTRING (1.2467822 41.2805837, 1.2473186 41.2806119)",,,
135204630,False,C-37,Carretera de Tarragona,secondary,50,False,86.379,"LINESTRING (1.2467822 41.2805837, 1.2467845 41.2805483, 1.2468517 41.2798442, 1.2468546 41.2798088)",,,
"[32653292, 353522477, 353522478]",False,"['C-37', 'C-37z']",Carretera d'Alcover,secondary,50,True,91.061,"LINESTRING (1.244325 41.2812356, 1.2444697 41.2812449, 1.2445369 41.2812489, 1.2451422 41.2812802, 1.2454116 41.2812976)",yes,,
441641460,True,C-37,,secondary,40,False,37.090999999999994,"LINESTRING (1.244325 41.2812356, 1.244089 41.2812398, 1.2438877 41.2812786)",,,
48834674,True,C-37,,secondary,40,False,19.338,"LINESTRING (1.2437031 41.2810557, 1.243761 41.281057, 1.2438157 41.2810711, 1.2438624 41.2810968, 1.2438968 41.2811317)",,roundabout,
441643502,True,C-37,,secondary,40,False,36.392,"LINESTRING (1.2433645 41.2808506, 1.2436206 41.2810151, 1.2437031 41.2810557)",,,
859386514,True,T-742,,secondary,40,False,25.929,"LINESTRING (1.2436467 41.2815309, 1.2435903 41.2813016)",,,
"[201580586, 201580573, 201580583]",False,T-742,,secondary,50,True,206.15800000000002,"LINESTRING (1.2436467 41.2815309, 1.2433385 41.2825266, 1.2432504 41.2828398, 1.2431807 41.2829866, 1.2431215 41.2830897, 1.2430663 41.283163, 1.2429941 41.2832319, 1.2429357 41.2832884)",,,2
48834674,True,C-37,,secondary,40,False,19.262,"LINESTRING (1.2435399 41.281164, 1.2435621 41.2811241, 1.2435992 41.2810909, 1.2436476 41.2810674, 1.2437031 41.2810557)",,roundabout,
48834675,True,C-37,,secondary,40,False,38.010999999999996,"LINESTRING (1.2435399 41.281164, 1.243498 41.2810452, 1.2433645 41.2808506)",,,
48834674,True,C-37,,secondary,40,False,17.104,"LINESTRING (1.2438968 41.2811317, 1.2439145 41.2811678, 1.243919 41.2812061, 1.2439098 41.2812439, 1.2438877 41.2812786)",,roundabout,
48834676,True,C-37,,secondary,50,False,37.735,"LINESTRING (1.2438968 41.2811317, 1.2440507 41.2811836, 1.244325 41.2812356)",,,
48834674,True,C-37,,secondary,40,False,11.686,"LINESTRING (1.2438877 41.2812786, 1.2438577 41.2813054, 1.2438199 41.2813259, 1.2437767 41.2813391)",,roundabout,
48834673,True,T-742,,secondary,50,False,23.934,"LINESTRING (1.2437767 41.2813391, 1.2436467 41.2815309)",,,
48834674,True,C-37,,secondary,40,False,16.842,"LINESTRING (1.2437767 41.2813391, 1.2437268 41.2813441, 1.2436768 41.2813392, 1.2436303 41.2813247, 1.2435903 41.2813016)",,roundabout,
48834674,True,C-37,,secondary,40,False,5.511,"LINESTRING (1.2435903 41.2813016, 1.2435691 41.2812826, 1.2435525 41.2812612)",,roundabout,
48834674,True,C-37,,secondary,40,False,11.024000000000001,"LINESTRING (1.2435525 41.2812612, 1.2435349 41.2812134, 1.2435399 41.281164)",,roundabout,
"[154303305, 398058436]",False,,"['carrer del Bisbe Mora', 'camí del Riu']",residential,,False,138.70700000000002,"LINESTRING (1.2435525 41.2812612, 1.2432898 41.2813531, 1.2429902 41.2814531, 1.2429306 41.281473, 1.2427358 41.2815564, 1.2425842 41.2816236, 1.2424279 41.2817051, 1.2423648 41.2816271, 1.242209 41.2814658)",,,
154303402,False,,carrer del Freixe,residential,,False,223.133,"LINESTRING (1.2416389 41.284056, 1.2416511 41.2839658, 1.2416772 41.2838926, 1.2417292 41.283824, 1.2418291 41.2837098, 1.2418925 41.2836405, 1.2419524 41.2835757, 1.2420279 41.283508, 1.2421939 41.2833766, 1.2422519 41.2833339, 1.2422877 41.2833034, 1.24231 41.283271, 1.2423425 41.2832023, 1.2423682 41.2831327, 1.242377 41.2830666, 1.2423818 41.2829703, 1.2423913 41.2828369, 1.2423921 41.2827611, 1.2423643 41.2826839, 1.2423289 41.2825909, 1.2422895 41.282511, 1.2422575 41.2824411, 1.2421838 41.2823577, 1.242098 41.2822804)",,,
198576155,False,,Avinguda de les Comarques,residential,,True,26.171999999999997,"LINESTRING (1.2416389 41.284056, 1.2416523 41.2841539, 1.2416759 41.2842897)",,,
"[201580577, 201580574, 201580575]",False,T-742,,secondary,,False,89.88499999999999,"LINESTRING (1.2416389 41.284056, 1.2416914 41.2840247, 1.2417886 41.2839495, 1.2419371 41.2838247, 1.2420555 41.2837326, 1.2422888 41.283597, 1.2424438 41.2835267)",,,2
198380688,True,,Carrer Fortuna,residential,30,False,31.789,"LINESTRING (1.2507356 41.2872236, 1.2510094 41.2870251)",,,
135204631,True,,Carrer Jacint Verdaguer,residential,,False,30.6,"LINESTRING (1.2507356 41.2872236, 1.2508008 41.2873203, 1.2508543 41.2874044, 1.2508994 41.2874697)",,,
198914536,False,,Carrer Muralla Sant Antoni,residential,,True,12.23,"LINESTRING (1.2463659 41.2828461, 1.2463382 41.2829541)",,,
154303474,True,,Plaça del Portal Nou,residential,,False,83.299,"LINESTRING (1.2463659 41.2828461, 1.2463176 41.2828245, 1.2462848 41.2827979, 1.2462681 41.28276, 1.2462705 41.2827118, 1.2464327 41.2822128, 1.2464758 41.2821521)",,,
134238832,False,N-240a,,tertiary,,False,25.851,"LINESTRING (1.2508994 41.2874697, 1.2511465 41.2873298)",,,
353522480,False,N-240a,Carretera de Montblanc,tertiary,90,True,31.338,"LINESTRING (1.2508994 41.2874697, 1.2506802 41.2876032, 1.2506102 41.2876491)",,,
154303540,False,,carrer de la Candela,residential,,True,11.391,"LINESTRING (1.2463596 41.283854, 1.2462234 41.2838583)",,,
198380698,True,,Carrer de la Muralla de Sant Antoni,residential,30,False,124.521,"LINESTRING (1.2463596 41.283854, 1.2463848 41.2838978, 1.2464184 41.2839422, 1.2464784 41.2839977, 1.2473693 41.2845802, 1.247446 41.2846034)",,,
198914536,False,,Carrer Muralla Sant Antoni,residential,,False,100.55799999999999,"LINESTRING (1.2463596 41.283854, 1.2463402 41.2837985, 1.246332 41.2837509, 1.246309 41.2835798, 1.2463022 41.2833984, 1.2463103 41.2831464, 1.2463237 41.2830495, 1.2463382 41.2829541)",,,
135202192,False,,Carrer Vapor de Maó,residential,,False,75.608,"LINESTRING (1.2523516 41.2855396, 1.2529751 41.2857518, 1.2531759 41.2858201)",,,
135202192,False,,Carrer Vapor de Maó,residential,,True,74.39500000000001,"LINESTRING (1.2523516 41.2855396, 1.251908 41.2853467, 1.251884 41.2853383, 1.2515726 41.285216)",,,
198379921,False,,Carrer Santa Teresa,residential,,False,73.292,"LINESTRING (1.2523516 41.2855396, 1.2519843 41.2861135, 1.2519717 41.2861337)",,,
198371360,False,,Carrer del Pantà,residential,,True,31.016,"LINESTRING (1.2494897 41.2855486, 1.2493444 41.285619, 1.2491755 41.2856971)",,,
198380698,True,,Carrer de la Muralla de Sant Antoni,residential,30,False,94.611,"LINESTRING (1.2494897 41.2855486, 1.2498867 41.2859917, 1.2501144 41.2862582)",,,
"[586390104, 134238847]",False,,Carrer Francesc Català Roca,residential,,True,73.793,"LINESTRING (1.2531759 41.2858201, 1.253142 41.2858523, 1.2531041 41.2859152, 1.2530633 41.285983, 1.2528339 41.2863644, 1.2528007 41.2864196)",,,
135202192,False,,Carrer Vapor de Maó,residential,,True,75.608,"LINESTRING (1.2531759 41.2858201, 1.2529751 41.2857518, 1.2523516 41.2855396)",,,
135202174,True,,Carrer Muralla del Castell,residential,,False,77.387,"LINESTRING (1.2513486 41.2858913, 1.2515726 41.285216)",,,
134521240,True,,Carrer Germans Sant Gabriel,residential,,False,58.69799999999999,"LINESTRING (1.2513486 41.2858913, 1.2513964 41.2859026, 1.251475 41.285933, 1.2516189 41.2859909, 1.2519227 41.2861156, 1.2519717 41.2861337)",,,
"[134521240, 1015140106]",True,,Carrer Germans Sant Gabriel,residential,,False,76.218,"LINESTRING (1.2519717 41.2861337, 1.2520777 41.2861726, 1.2521173 41.2861863, 1.2528007 41.2864196)",,,
198379921,False,,Carrer Santa Teresa,residential,,True,73.292,"LINESTRING (1.2519717 41.2861337, 1.2519843 41.2861135, 1.2523516 41.2855396)",,,
198379918,True,,Carrer Germans Sant Gabriel,residential,,False,42.67,"LINESTRING (1.2528007 41.2864196, 1.2531571 41.2865448, 1.2532022 41.2865632, 1.2532315 41.2865779, 1.2532527 41.2865946)",,,
"[586390104, 134238847]",False,,Carrer Francesc Català Roca,residential,,False,73.79299999999999,"LINESTRING (1.2528007 41.2864196, 1.2528339 41.2863644, 1.2530633 41.285983, 1.2531041 41.2859152, 1.253142 41.2858523, 1.2531759 41.2858201)",,,
689748275,False,N-240a,Carrer Anselm Clavé,tertiary,,False,63.136,"LINESTRING (1.2532527 41.2865946, 1.2528449 41.2868531, 1.2527966 41.2868836, 1.2527373 41.2869212, 1.252675 41.2869606)",,,2
134238841,True,N-240a,,tertiary,,False,21.196,"LINESTRING (1.2521294 41.2872999, 1.2521007 41.2873083, 1.2520702 41.2873142, 1.2518829 41.2873438)",,,1
134238843,True,N-240a,,tertiary_link,,False,22.238,"LINESTRING (1.2521294 41.2872999, 1.2521066 41.2873145, 1.2519899 41.287392, 1.2519805 41.2874031, 1.2519785 41.2874142, 1.2519782 41.2874245, 1.2519819 41.2874349, 1.2519898 41.2874487)",,,1
134238840,True,T-200,,tertiary_link,,False,1.771,"LINESTRING (1.2517908 41.2872596, 1.2518056 41.287271)",,,1
134238830,True,N-240a,Plaça de la Font de la Manxa,tertiary,,False,13.076999999999998,"LINESTRING (1.2517908 41.2872596, 1.2517981 41.2872776, 1.2518027 41.2872915, 1.2518067 41.2873091, 1.2518066 41.2873226, 1.2518025 41.2873414, 1.2517958 41.2873582, 1.2517814 41.2873707)",,roundabout,
134238830,True,N-240a,Plaça de la Font de la Manxa,tertiary,,False,2.256,"LINESTRING (1.251457 41.2873402, 1.2514365 41.287327)",,roundabout,
134238844,False,T-200,Carretera del Pla,tertiary,,False,10.27,"LINESTRING (1.2519159 41.2873749, 1.2519898 41.2874487)",,,
134238836,True,T-200,,tertiary_link,,False,7.459999999999999,"LINESTRING (1.2519159 41.2873749, 1.2519038 41.2873649, 1.251891 41.28736, 1.2518782 41.2873556, 1.251865 41.287353, 1.2518358 41.2873524)",,,1
353521411,False,C-246,Carretera Barcelona,tertiary,,False,23.469,"LINESTRING (1.2515807 41.2837099, 1.2514981 41.2837909, 1.2513613 41.2838272)",,,2
135202174,True,,Carrer Muralla del Castell,residential,,False,130.683,"LINESTRING (1.2517262 41.2847416, 1.2519626 41.2840038, 1.2519419 41.283957, 1.2515807 41.2837099)",,,
135202240,False,,raval dels Filadors,residential,,False,77.922,"LINESTRING (1.2517262 41.2847416, 1.2520858 41.285016, 1.2521209 41.2850435, 1.2524416 41.2851812)",,,
135202240,False,,raval dels Filadors,residential,,True,77.922,"LINESTRING (1.2524416 41.2851812, 1.2521209 41.2850435, 1.2520858 41.285016, 1.2517262 41.2847416)",,,
135202174,True,,Carrer Muralla del Castell,residential,,False,54.295,"LINESTRING (1.2515726 41.285216, 1.2516031 41.2851106, 1.2517262 41.2847416)",,,
135202192,False,,Carrer Vapor de Maó,residential,,False,74.395,"LINESTRING (1.2515726 41.285216, 1.251884 41.2853383, 1.251908 41.2853467, 1.2523516 41.2855396)",,,
198379914,True,,Carrer de Jaume Huguet,residential,,False,43.229,"LINESTRING (1.2508116 41.2864044, 1.2504858 41.2861024)",,,
135202174,True,,Carrer Muralla del Castell,residential,,False,75.41799999999999,"LINESTRING (1.2508116 41.2864044, 1.2509217 41.2863533, 1.2510171 41.2862971, 1.2511299 41.2861999, 1.2513223 41.2860187, 1.2513323 41.2859694, 1.251338 41.2859233, 1.2513486 41.2858913)",,,
198371356,False,,Carrer Miralbosc,residential,,False,26.993000000000002,"LINESTRING (1.2508116 41.2864044, 1.2507375 41.2864312, 1.2505195 41.2865081)",,,
135204631,True,,Carrer Jacint Verdaguer,residential,,False,80.717,"LINESTRING (1.2503305 41.2865646, 1.2507356 41.2872236)",,,
198371356,False,,Carrer Miralbosc,residential,,False,29.719,"LINESTRING (1.2503305 41.2865646, 1.2502762 41.2865824, 1.2500866 41.2866411, 1.2500005 41.2866641)",,,
198371356,False,,Carrer Miralbosc,residential,,True,16.996000000000002,"LINESTRING (1.2503305 41.2865646, 1.2503912 41.2865457, 1.2505195 41.2865081)",,,
198371356,False,,Carrer Miralbosc,residential,,False,34.588,"LINESTRING (1.2500005 41.2866641, 1.2495937 41.2867217)",,,
198371356,False,,Carrer Miralbosc,residential,,True,29.718999999999998,"LINESTRING (1.2500005 41.2866641, 1.2500866 41.2866411, 1.2502762 41.2865824, 1.2503305 41.2865646)",,,
198379914,True,,Carrer de Jaume Huguet,residential,,False,53.284000000000006,"LINESTRING (1.2512396 41.2867596, 1.2508844 41.2864677, 1.2508116 41.2864044)",,,
154303542,True,,Carrer Abat Llort,residential,,False,74.121,"LINESTRING (1.2489704 41.286797, 1.2487174 41.2861581)",,,
198371356,False,,Carrer Miralbosc,residential,,True,52.748,"LINESTRING (1.2489704 41.286797, 1.2495937 41.2867217)",,,
202176677,True,,Carrer del Teatre,residential,,False,173.148,"LINESTRING (1.252675 41.2869606, 1.2526645 41.2869433, 1.2526564 41.2869176, 1.2526375 41.2868886, 1.252573 41.2868284, 1.2523821 41.2866577, 1.2523433 41.2866231, 1.2520258 41.2863395, 1.2520087 41.2863244, 1.2519876 41.2863169, 1.2519571 41.2863151, 1.251924 41.2863184, 1.2518953 41.2863319, 1.2512866 41.2867294, 1.2512396 41.2867596)",,,
689748275,False,N-240a,Carrer Anselm Clavé,tertiary,,True,63.136,"LINESTRING (1.252675 41.2869606, 1.2527373 41.2869212, 1.2527966 41.2868836, 1.2528449 41.2868531, 1.2532527 41.2865946)",,,2
689748277,False,N-240a,Carrer Anselm Clavé,tertiary,,False,47.965,"LINESTRING (1.252675 41.2869606, 1.2526212 41.2869941, 1.2522313 41.2872343)",,,2
134238830,True,N-240a,Plaça de la Font de la Manxa,tertiary,,False,18.275,"LINESTRING (1.2514365 41.287327, 1.2514092 41.2873056, 1.2513946 41.2872872, 1.2513857 41.2872693, 1.2513795 41.2872509, 1.2513745 41.2872291, 1.2513745 41.2872151, 1.2513759 41.2871992, 1.2513916 41.2871793)",,roundabout,
135202211,True,N-240a,,tertiary,,False,24.987000000000002,"LINESTRING (1.2514365 41.287327, 1.251403 41.2873118, 1.2513802 41.2873093, 1.2513577 41.2873084, 1.2513272 41.2873085, 1.2512729 41.2873114, 1.2512367 41.2873136, 1.2512059 41.2873163, 1.2511805 41.2873213, 1.2511465 41.2873298)",,,1
134238832,False,N-240a,,tertiary,,True,25.851,"LINESTRING (1.2511465 41.2873298, 1.2508994 41.2874697)",,,
135202196,True,N-240a,,tertiary,,False,10.401,"LINESTRING (1.2511465 41.2873298, 1.2512453 41.2872729)",,,1
135202257,True,,Carrer General Alaix,residential,,False,23.521,"LINESTRING (1.2524825 41.2874756, 1.2525858 41.2875695, 1.2526596 41.28764)",,,
154303687,False,,Carrer Veciana,residential,,False,55.181000000000004,"LINESTRING (1.2524825 41.2874756, 1.2524397 41.2874366, 1.2528964 41.2871522)",,,
134238844,False,T-200,Carretera del Pla,tertiary,,False,21.136,"LINESTRING (1.2521582 41.287617, 1.2523033 41.2877727)",,,
134238844,False,T-200,Carretera del Pla,tertiary,,True,23.414,"LINESTRING (1.2521582 41.287617, 1.2519898 41.2874487)",,,
135202183,True,,Carrer Veciana,residential,,False,31.328,"LINESTRING (1.2521582 41.287617, 1.2524825 41.2874756)",,,
135202191,True,,Carrer Maria Codina,residential,,False,33.226,"LINESTRING (1.2526596 41.28764, 1.2523033 41.2877727)",,,
135202257,True,,Carrer General Alaix,residential,,False,16.873,"LINESTRING (1.2526596 41.28764, 1.2528204 41.2877318)",,,
353522480,False,N-240a,Carretera de Montblanc,tertiary,90,True,30.389,"LINESTRING (1.2506102 41.2876491, 1.2503282 41.2878217)",,,
135202245,True,,Carrer Indústria,residential,30,False,38.145,"LINESTRING (1.2506102 41.2876491, 1.2505812 41.2876051, 1.2504122 41.28734)",,,
353522480,False,N-240a,Carretera de Montblanc,tertiary,90,False,31.338,"LINESTRING (1.2506102 41.2876491, 1.2506802 41.2876032, 1.2508994 41.2874697)",,,
135202197,True,,Carrer del Priorat del Lledó,residential,,False,39.778,"LINESTRING (1.2528204 41.2877318, 1.2529 41.2876772, 1.2530057 41.2876048, 1.2531893 41.2877029)",,,
134238844,False,T-200,Carretera del Pla,tertiary,,False,15.216,"LINESTRING (1.2523033 41.2877727, 1.2524066 41.2878854)",,,
134238844,False,T-200,Carretera del Pla,tertiary,,True,21.136,"LINESTRING (1.2523033 41.2877727, 1.2521582 41.287617)",,,
198904949,True,,Carrer Maria Codina,residential,,False,49.505,"LINESTRING (1.2523033 41.2877727, 1.2517656 41.2879597)",,,
134238844,False,T-200,Carretera del Pla,tertiary,,True,15.216,"LINESTRING (1.2524066 41.2878854, 1.2523033 41.2877727)",,,
135202197,True,,Carrer del Priorat del Lledó,residential,,False,23.58,"LINESTRING (1.2524066 41.2878854, 1.2526575 41.2877883)",,,
