osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,maxspeed,junction
288245018,True,Conde de la Cortina,residential,False,60.636,,,"LINESTRING (-4.6459113 37.5813707, -4.6461725 37.5808662)",,
381239933,False,Avenida de Andalucía,tertiary,False,62.397,2,A-309a,"LINESTRING (-4.6459113 37.5813707, -4.6465628 37.5811509)",,
381239933,False,Avenida de Andalucía,tertiary,True,245.921,2,A-309a,"LINESTRING (-4.6459113 37.5813707, -4.6437482 37.5827681)",,
192274490,True,José Ortiz Sánchez,residential,False,55.679,,,"LINESTRING (-4.6459113 37.5813707, -4.6454756 37.5811985, -4.6453421 37.5811537)",,
42209388,False,Ronda del Canillo,residential,False,40.102,2,,"LINESTRING (-4.640059 37.580433, -4.6403568 37.5801603)",,
42209388,False,Ronda del Canillo,residential,True,42.571,2,,"LINESTRING (-4.640059 37.580433, -4.6396914 37.5806814)",,
42209388,False,Ronda del Canillo,residential,False,15.942,2,,"LINESTRING (-4.6419037 37.5794531, -4.6420684 37.5793938)",,
42209388,False,Ronda del Canillo,residential,True,50.312,2,,"LINESTRING (-4.6419037 37.5794531, -4.6413583 37.5795869)",,
192274444,False,Guillermo Núñez del Prado,residential,False,117.414,2,,"LINESTRING (-4.6419037 37.5794531, -4.6406877 37.5790215)",30,
288543813,True,,residential,False,24.056,,,"LINESTRING (-4.6455167 37.5790592, -4.6454614 37.5790701, -4.6454152 37.5791207, -4.6454206 37.5791842, -4.6454604 37.5792164)",,roundabout
288290801,True,José Cobos Ruiz,residential,False,93.43299999999999,,,"LINESTRING (-4.6455408 37.5792356, -4.6462038 37.5797753, -4.6462913 37.5798279)",,
288543813,True,,residential,False,18.051,,,"LINESTRING (-4.6455408 37.5792356, -4.6455537 37.5792369, -4.6456175 37.5792014, -4.6456392 37.5791401, -4.6456256 37.5791158)",,roundabout
46160930,False,Dr. Fleming,residential,False,28.317,,,"LINESTRING (-4.6462913 37.5798279, -4.6465271 37.5796549)",,
46160930,False,Dr. Fleming,residential,True,60.881,,,"LINESTRING (-4.6462913 37.5798279, -4.6458036 37.5802157)",,
46160930,False,Dr. Fleming,residential,False,9.399,,,"LINESTRING (-4.6465271 37.5796549, -4.6466327 37.5796668)",,
46160930,False,Dr. Fleming,residential,True,28.317,,,"LINESTRING (-4.6465271 37.5796549, -4.6462913 37.5798279)",,
192274393,True,Capataz Juan Rodríguez,residential,False,98.211,,,"LINESTRING (-4.6465271 37.5796549, -4.6457648 37.5790106)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,False,27.642,,,"LINESTRING (-4.6468413 37.576754, -4.6467163 37.576982)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,False,37.117,,,"LINESTRING (-4.6467163 37.576982, -4.6465486 37.5772882)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,True,27.642,,,"LINESTRING (-4.6467163 37.576982, -4.6468413 37.576754)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,True,37.117,,,"LINESTRING (-4.6465486 37.5772882, -4.6467163 37.576982)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,False,86.85900000000001,,,"LINESTRING (-4.6465486 37.5772882, -4.6463541 37.577643, -4.6461418 37.5779996)",,
192274377,False,Historiador Martín de Roa,residential,True,195.138,,,"LINESTRING (-4.6406897 37.5776772, -4.6426962 37.5784195)",,
192274364,False,Santa Teresa de Jornet,residential,False,37.870000000000005,2,,"LINESTRING (-4.6406897 37.5776772, -4.6405348 37.5778249, -4.6404595 37.5779609)",,
"[1227475690, 192274364]",False,"['Santa Teresa de Jornet', 'San Rafael']",residential,True,228.738,"['1', '2']",,"LINESTRING (-4.6406897 37.5776772, -4.6410124 37.5773698, -4.6429032 37.5780775)",,
192274583,False,Vista Hermosa,residential,False,18.92,,,"LINESTRING (-4.6429961 37.5779241, -4.6429032 37.5780775)",,
192274544,False,Juan de la O,residential,False,88.063,,,"LINESTRING (-4.6404595 37.5779609, -4.6413622 37.5783006)",,
192274364,False,Santa Teresa de Jornet,residential,False,99.983,2,,"LINESTRING (-4.6404595 37.5779609, -4.6403208 37.5782117, -4.6401981 37.5785116, -4.640065 37.5786854, -4.6399699 37.578761)",,
192274364,False,Santa Teresa de Jornet,residential,True,37.870000000000005,2,,"LINESTRING (-4.6404595 37.5779609, -4.6405348 37.5778249, -4.6406897 37.5776772)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,False,25.217,,,"LINESTRING (-4.6461418 37.5779996, -4.6460921 37.5780831, -4.6460197 37.5782047)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,True,86.85900000000001,,,"LINESTRING (-4.6461418 37.5779996, -4.6463541 37.577643, -4.6465486 37.5772882)",,
192274408,False,el Fontanar,residential,False,35.271,,,"LINESTRING (-4.6432202 37.5780346, -4.6430678 37.5783279)",,
192274583,False,Vista Hermosa,residential,False,27.489,,,"LINESTRING (-4.6429032 37.5780775, -4.6427683 37.5783004)",,
192274583,False,Vista Hermosa,residential,True,18.92,,,"LINESTRING (-4.6429032 37.5780775, -4.6429961 37.5779241)",,
"[1227475690, 192274364]",False,"['Santa Teresa de Jornet', 'San Rafael']",residential,False,228.738,"['1', '2']",,"LINESTRING (-4.6429032 37.5780775, -4.6410124 37.5773698, -4.6406897 37.5776772)",,
192274401,True,Pablo VI,residential,False,50.093,,,"LINESTRING (-4.6460197 37.5782047, -4.6464855 37.5784629)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,False,104.11099999999999,,,"LINESTRING (-4.6460197 37.5782047, -4.6458722 37.5784501, -4.6455374 37.5790593)",,
288288348,False,Avenida Antonio y Miguel Navarro,residential,True,25.217,,,"LINESTRING (-4.6460197 37.5782047, -4.6460921 37.5780831, -4.6461418 37.5779996)",,
192274452,False,Llano Rios,residential,True,26.57,,,"LINESTRING (-4.6427683 37.5783004, -4.6430678 37.5783279)",,
192274583,False,Vista Hermosa,residential,False,14.689,,,"LINESTRING (-4.6427683 37.5783004, -4.6426962 37.5784195)",,
192274583,False,Vista Hermosa,residential,True,27.489,,,"LINESTRING (-4.6427683 37.5783004, -4.6429032 37.5780775)",,
192274506,False,Juan Álvarez Osorio y Barriau,residential,True,51.294,2,,"LINESTRING (-4.6413622 37.5783006, -4.6410151 37.5786709)",30,
192274544,False,Juan de la O,residential,False,111.858,,,"LINESTRING (-4.6413622 37.5783006, -4.6425191 37.5787145)",,
192274544,False,Juan de la O,residential,True,88.063,,,"LINESTRING (-4.6413622 37.5783006, -4.6404595 37.5779609)",,
192274467,True,Ciudad de Cuzco,residential,False,58.337,,,"LINESTRING (-4.6466824 37.5783024, -4.6461418 37.5779996)",,
288494451,False,Avenida de la Constitución,residential,False,24.892,,,"LINESTRING (-4.6466824 37.5783024, -4.6464855 37.5784629)",,
192274408,False,el Fontanar,residential,True,35.271,,,"LINESTRING (-4.6430678 37.5783279, -4.6432202 37.5780346)",,
192274452,False,Llano Rios,residential,False,26.57,,,"LINESTRING (-4.6430678 37.5783279, -4.6427683 37.5783004)",,
192274452,False,Llano Rios,residential,True,24.404,,,"LINESTRING (-4.6430678 37.5783279, -4.6433429 37.5783531)",,
192274452,False,Llano Rios,residential,False,24.404,,,"LINESTRING (-4.6433429 37.5783531, -4.6430678 37.5783279)",,
192274377,False,Historiador Martín de Roa,residential,False,195.138,,,"LINESTRING (-4.6426962 37.5784195, -4.6406897 37.5776772)",,
192274583,False,Vista Hermosa,residential,True,14.689,,,"LINESTRING (-4.6426962 37.5784195, -4.6427683 37.5783004)",,
192274583,False,Vista Hermosa,residential,False,36.328,,,"LINESTRING (-4.6426962 37.5784195, -4.6425315 37.5786916, -4.6425191 37.5787145)",,
288494451,False,Avenida de la Constitución,residential,False,13.832,,,"LINESTRING (-4.6464855 37.5784629, -4.6463761 37.5785521)",,
288494451,False,Avenida de la Constitución,residential,True,24.892,,,"LINESTRING (-4.6464855 37.5784629, -4.6466824 37.5783024)",,
288494451,False,Avenida de la Constitución,residential,True,13.832,,,"LINESTRING (-4.6463761 37.5785521, -4.6464855 37.5784629)",,
288494451,False,Avenida de la Constitución,residential,False,36.68,,,"LINESTRING (-4.6463761 37.5785521, -4.6462449 37.578659, -4.6460858 37.5787885)",,
192274465,True,Panchía,residential,False,123.765,,,"LINESTRING (-4.6410151 37.5786709, -4.6422969 37.5791258)",,
192274506,False,Juan Álvarez Osorio y Barriau,residential,False,51.294,2,,"LINESTRING (-4.6410151 37.5786709, -4.6413622 37.5783006)",30,
192274506,False,Juan Álvarez Osorio y Barriau,residential,True,48.5,2,,"LINESTRING (-4.6410151 37.5786709, -4.6406877 37.5790215)",30,
192274544,False,Juan de la O,residential,False,35.027,,,"LINESTRING (-4.6425191 37.5787145, -4.6428787 37.5788487)",,
192274544,False,Juan de la O,residential,True,111.858,,,"LINESTRING (-4.6425191 37.5787145, -4.6413622 37.5783006)",,
192274583,False,Vista Hermosa,residential,False,49.751,,,"LINESTRING (-4.6425191 37.5787145, -4.6425096 37.5787321, -4.6423276 37.579069, -4.6422969 37.5791258)",,
192274583,False,Vista Hermosa,residential,True,36.328,,,"LINESTRING (-4.6425191 37.5787145, -4.6425315 37.5786916, -4.6426962 37.5784195)",,
288288358,True,Virgen de las Viñas,residential,False,65.881,,,"LINESTRING (-4.6440815 37.5787674, -4.644638 37.578804, -4.6448271 37.5787995)",,
