osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,maxspeed,tunnel
544248271,1,Avenida de Europa,secondary,False,False,150.44,"LINESTRING (-3.9722368 37.7189948, -3.9721342 37.7203453)",,,
544248271,1,Avenida de Europa,secondary,False,True,52.138,"LINESTRING (-3.9722368 37.7189948, -3.9722752 37.7185269)",,,
544248271,1,Avenida de Europa,secondary,False,False,37.959,"LINESTRING (-3.9721091 37.720709, -3.9720821 37.7210497)",,,
544248271,1,Avenida de Europa,secondary,False,True,40.502,"LINESTRING (-3.9721091 37.720709, -3.9721342 37.7203453)",,,
76237008,,Avenida de la Paz,tertiary,False,True,86.723,"LINESTRING (-3.9744706 37.7198893, -3.9745528 37.7206665)",,,
103397976,,Avenida Pierre Cibié,tertiary,True,False,80.117,"LINESTRING (-3.9744706 37.7198893, -3.9744097 37.7191704)",,,
545130505,2,Avenida de Europa,secondary,False,False,19.023,"LINESTRING (-3.973505 37.7250176, -3.9736377 37.7251527)",,,
"[104482388, 104482397]",,"['Plaza Maestro Álvarez', 'Plaza Maestro Alvarez']",residential,False,"[False, True]",85.559,"LINESTRING (-3.973505 37.7250176, -3.9733084 37.7251188, -3.9726035 37.7249453)",,,
545130505,2,Avenida de Europa,secondary,False,True,40.665,"LINESTRING (-3.973505 37.7250176, -3.9732419 37.724768, -3.9732329 37.7247491, -3.9732467 37.7247317)",,,
544311368,,Avenida del Oro Verde,secondary,False,False,35.775999999999996,"LINESTRING (-3.9733293 37.7216923, -3.9730956 37.7217322, -3.9729937 37.7217656, -3.972955 37.7217991)",,,
544311368,,Avenida del Oro Verde,secondary,False,True,113.42699999999999,"LINESTRING (-3.9733293 37.7216923, -3.9737202 37.7216651, -3.9742731 37.7216279, -3.9746143 37.7216062)",,,
76237008,,Avenida de la Paz,tertiary,False,False,100.977,"LINESTRING (-3.9746461 37.7215716, -3.9745528 37.7206665)",,,
544311373,,,secondary,True,False,4.944,"LINESTRING (-3.9746461 37.7215716, -3.9746307 37.72158, -3.9746196 37.721592, -3.9746143 37.7216062)",roundabout,,
101344820,,Avenida del Oro Verde,secondary,False,True,10.696,"LINESTRING (-3.9750373 37.7216202, -3.9751576 37.7216343)",,,
101344820,,Avenida del Oro Verde,secondary,False,False,27.555999999999997,"LINESTRING (-3.9750373 37.7216202, -3.9749474 37.7216172, -3.9748154 37.7216128, -3.9747242 37.7216134)",,,
101505591,,Calle Manuel Escabias,residential,True,False,65.356,"LINESTRING (-3.973043 37.718007, -3.9728886 37.7180149, -3.9725386 37.7180327, -3.9723015 37.7180447)",,,
544248271,1,Avenida de Europa,secondary,False,False,42.357,"LINESTRING (-3.9723015 37.7180447, -3.9722817 37.7184253)",,,
544248271,1,Avenida de Europa,secondary,False,True,24.493000000000002,"LINESTRING (-3.9723015 37.7180447, -3.9723161 37.7179038, -3.9723248 37.7178252)",,,
101505591,,Calle Manuel Escabias,residential,True,False,46.168,"LINESTRING (-3.9735668 37.7179804, -3.9733953 37.7179891, -3.973043 37.718007)",,,
101344820,,Avenida del Oro Verde,secondary,False,False,10.696,"LINESTRING (-3.9751576 37.7216343, -3.9750373 37.7216202)",,,
101344820,,Avenida del Oro Verde,secondary,False,True,11.562,"LINESTRING (-3.9751576 37.7216343, -3.9752882 37.7216461)",,,
101505589,,Avenida de la Vía Verde,residential,True,False,100.24400000000001,"LINESTRING (-3.9751576 37.7216343, -3.9751872 37.7214361, -3.9752637 37.7212465, -3.9753987 37.7210017, -3.9755595 37.7208031)",,,
101344820,,Avenida del Oro Verde,secondary,False,False,11.562,"LINESTRING (-3.9752882 37.7216461, -3.9751576 37.7216343)",,,
103397975,,Calle Ferrocarril,residential,False,False,41.393,"LINESTRING (-3.9755595 37.7208031, -3.9759858 37.7209608)",,,
101505591,,Calle Manuel Escabias,residential,True,False,64.846,"LINESTRING (-3.9743025 37.7179429, -3.9735668 37.7179804)",,,
104482409,,Calle Ramón Gómez de la Serna,residential,False,True,2.463,"LINESTRING (-3.9698184 37.7262414, -3.9698406 37.7262279)",,,
544248271,1,Avenida de Europa,secondary,False,False,40.502,"LINESTRING (-3.9721342 37.7203453, -3.9721091 37.720709)",,,
544248271,1,Avenida de Europa,secondary,False,True,150.44,"LINESTRING (-3.9721342 37.7203453, -3.9722368 37.7189948)",,,
544412528,,Avenida San Amador,residential,True,False,61.096,"LINESTRING (-3.9721342 37.7203453, -3.9728086 37.7202137)",,,
103397975,,Calle Ferrocarril,residential,False,True,41.393,"LINESTRING (-3.9759858 37.7209608, -3.9755595 37.7208031)",,,
103410188,,Avenida de los Aceituneros,residential,True,False,99.155,"LINESTRING (-3.9722817 37.7184253, -3.9711567 37.7183684)",,,
544248271,1,Avenida de Europa,secondary,False,False,11.312,"LINESTRING (-3.9722817 37.7184253, -3.9722752 37.7185269)",,,
544248271,1,Avenida de Europa,secondary,False,True,42.357,"LINESTRING (-3.9722817 37.7184253, -3.9723015 37.7180447)",,,
103410192,,Calle Manuel de Falla,residential,True,False,118.181,"LINESTRING (-3.9709826 37.7177768, -3.9723248 37.7178252)",,,
103410197,,Travesía José Luis Moris Marrodán,residential,False,True,67.542,"LINESTRING (-3.9709826 37.7177768, -3.9711567 37.7183684)",,,
544248271,1,Avenida de Europa,secondary,False,False,24.493000000000002,"LINESTRING (-3.9723248 37.7178252, -3.9723161 37.7179038, -3.9723015 37.7180447)",,,
551973989,,Avenida de San Amador,residential,False,True,59.678,"LINESTRING (-3.9709534 37.720565, -3.9702917 37.7206837)",,,
103410189,2,Avenida Príncipe Felipe,secondary,False,False,145.75900000000001,"LINESTRING (-3.9709534 37.720565, -3.9708559 37.7204088, -3.970765 37.720241, -3.9707114 37.7200511, -3.9705981 37.7196332, -3.9705315 37.7194259, -3.9704797 37.719315)",,,
103410189,2,Avenida Príncipe Felipe,secondary,False,True,36.959,"LINESTRING (-3.9709534 37.720565, -3.9710745 37.720734, -3.9711596 37.7208546)",,,
103410189,2,Avenida Príncipe Felipe,secondary,False,False,11.701,"LINESTRING (-3.9719609 37.7213072, -3.9718462 37.7212539)",,,
544311352,1,,secondary,True,False,9.511000000000001,"LINESTRING (-3.9719609 37.7213072, -3.9719624 37.7213214, -3.9719695 37.7213345, -3.9719815 37.7213451, -3.9719972 37.7213521, -3.9720149 37.7213548, -3.9720328 37.7213528)",roundabout,,
103410188,,Avenida de los Aceituneros,residential,True,False,126.954,"LINESTRING (-3.9711567 37.7183684, -3.9697163 37.7182956)",,,
103410197,,Travesía José Luis Moris Marrodán,residential,False,False,67.542,"LINESTRING (-3.9711567 37.7183684, -3.9709826 37.7177768)",,,
103507099,,Calle Concepción Puchol,tertiary,False,False,208.842,"LINESTRING (-3.9755714 37.7243674, -3.9753203 37.7243207, -3.9751847 37.7242959, -3.9750678 37.7242676, -3.9749711 37.724236, -3.9748976 37.7242056, -3.9747905 37.7241397, -3.9745988 37.7240061, -3.974341 37.7238065, -3.9741127 37.7235878, -3.9738596 37.7233139, -3.9737997 37.7232243)",,,
103523017,,Calle Ramón y Cajal,tertiary,False,False,59.186,"LINESTRING (-3.9755714 37.7243674, -3.9754174 37.7243999, -3.9751759 37.7244056, -3.974904 37.7244096)",,,
