osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,junction,ref,tunnel
175790472,True,3,Calle Pío XII,tertiary,40,yes,False,4.15,"LINESTRING (-15.4330507 28.126265, -15.433059 28.1263016)",,,
30565122,True,,Calle Barcelona,residential,40,,False,23.135,"LINESTRING (-15.4319487 28.1330855, -15.4321846 28.133089)",,,
30416961,True,,Calle Pi y Margall,residential,40,,False,22.969,"LINESTRING (-15.4324263 28.1324943, -15.4321921 28.1324907)",,,
324752778,True,,Calle Menéndez y Pelayo,residential,40,yes,False,38.875,"LINESTRING (-15.4324263 28.1324943, -15.4321886 28.1327741)",,,
101940018,False,2,Calle Salvador Manrique de Lara,residential,40,yes,True,134.433,"LINESTRING (-15.4348616 28.1309817, -15.434923 28.1309808, -15.4362325 28.1309747)",,,
181961195,False,4,Paseo de Chil,tertiary,40,yes,True,486.08799999999997,"LINESTRING (-15.4348616 28.1309817, -15.4348288 28.1304971, -15.4348132 28.1300476, -15.4348303 28.1298137, -15.4348457 28.1296877, -15.4348794 28.1295, -15.4349138 28.1293348, -15.4349729 28.1291395, -15.4351142 28.1287448, -15.4352465 28.1283755, -15.435403 28.127946, -15.4355704 28.1274622, -15.4356119 28.1272919, -15.4356343 28.1270782, -15.435631 28.1269086, -15.4355985 28.1267122)",,,
324751738,False,2,Paseo de Chil,tertiary,40,yes,False,120.217,"LINESTRING (-15.4348616 28.1309817, -15.4348645 28.1310225, -15.4349081 28.1316259, -15.4349367 28.1320608)",,,
177308117,True,2,Paseo de Chil,tertiary,40,yes,False,61.399,"LINESTRING (-15.4349367 28.1320608, -15.4349389 28.1322745, -15.4349781 28.1326112)",,,
324751738,False,2,Paseo de Chil,tertiary,40,yes,True,120.217,"LINESTRING (-15.4349367 28.1320608, -15.4349081 28.1316259, -15.4348645 28.1310225, -15.4348616 28.1309817)",,,
237095113,True,,Calle Barcelona,residential,,,False,22.281,"LINESTRING (-15.4350102 28.1331189, -15.4349564 28.1331138, -15.4349017 28.1331086, -15.4347837 28.1331128)",,,
177308069,True,,Calle Concepción Arenal,residential,40,yes,False,49.83,"LINESTRING (-15.4346145 28.1309792, -15.4345699 28.1305328)",,,
177308069,True,,Calle Concepción Arenal,residential,40,yes,False,63.771,"LINESTRING (-15.434653 28.1315517, -15.4346145 28.1309792)",,,
30416939,True,1,Calle Blasco Ibáñez,residential,40,,False,77.281,"LINESTRING (-15.434653 28.1315517, -15.4346356 28.1315517, -15.4339326 28.1315512, -15.4338649 28.1315511)",,,
177308069,True,,Calle Concepción Arenal,residential,40,yes,False,43.539,"LINESTRING (-15.4346856 28.1319422, -15.434653 28.1315517)",,,
430015691,True,,Calle Concepción Arenal,residential,40,yes,False,65.788,"LINESTRING (-15.4346856 28.1319422, -15.4347074 28.1322029, -15.4347341 28.1325323)",,,
30416961,True,,Calle Pi y Margall,residential,40,,False,78.63,"LINESTRING (-15.4347341 28.1325323, -15.4340209 28.132519, -15.4340052 28.1325188, -15.4339324 28.132518)",,,
430015691,True,,Calle Concepción Arenal,residential,40,yes,False,64.732,"LINESTRING (-15.4347341 28.1325323, -15.4347389 28.1325803, -15.4347745 28.1330073, -15.4347837 28.1331128)",,,
30416939,True,1,Calle Blasco Ibáñez,residential,40,,False,67.48500000000001,"LINESTRING (-15.432204 28.1315501, -15.4315834 28.1315497, -15.4315265 28.1315497, -15.4315158 28.1315497)",,,
37180725,True,,Calle Valencia,residential,40,,False,63.217999999999996,"LINESTRING (-15.432204 28.1315501, -15.4322101 28.1310624, -15.4322111 28.1309816)",,,
30416939,True,1,Calle Blasco Ibáñez,residential,40,,False,91.774,"LINESTRING (-15.4315158 28.1315497, -15.4306734 28.1315491, -15.4306124 28.1315491, -15.4305799 28.1315493)",,,
30417206,True,,Calle Alemania,residential,40,,False,47.726,"LINESTRING (-15.4315158 28.1315497, -15.4315144 28.1319149, -15.4315142 28.1319789)",,,
37180726,True,,Calle Luis Antúnez,residential,40,,False,62.918,"LINESTRING (-15.4305799 28.1315493, -15.4305734 28.1310644, -15.4305724 28.1309835)",,,
30416934,True,,Calle Italia,residential,40,,False,71.809,"LINESTRING (-15.4322111 28.1309816, -15.4328493 28.130981, -15.4329434 28.1309809)",,,
37180725,True,,Calle Valencia,residential,40,,False,50.631,"LINESTRING (-15.4322111 28.1309816, -15.4322158 28.1306119, -15.4322176 28.1305263)",,,
30416934,True,,Calle Italia,residential,40,,False,67.965,"LINESTRING (-15.431518 28.1309823, -15.4321313 28.1309817, -15.4321755 28.1309817, -15.4322111 28.1309816)",,,
30417206,True,,Calle Alemania,residential,40,,False,63.092,"LINESTRING (-15.431518 28.1309823, -15.4315161 28.1314819, -15.4315158 28.1315497)",,,
30416934,True,,Calle Italia,residential,40,,False,92.726,"LINESTRING (-15.4305724 28.1309835, -15.4314849 28.1309824, -15.431518 28.1309823)",,,
