osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,tunnel,bridge,junction,access
166235475,True,2,Calle de Jesús de Monasterio,primary,False,46.348,"LINESTRING (-3.8129019 43.4617916, -3.8134638 43.4617056)",,,,,
"[56190504, 710635079, 4890071]",True,2,Calle de Jesús de Monasterio,residential,False,97.254,"LINESTRING (-3.8129019 43.4617916, -3.8130182 43.4617996, -3.8132989 43.4617794, -3.8134189 43.4617867, -3.8135908 43.461808, -3.8140024 43.4617712, -3.8140668 43.4617667, -3.8140914 43.461752)",,,,,
277791370,True,2,Calle de Jesús de Monasterio,primary,False,10.929,"LINESTRING (-3.8128369 43.4617329, -3.8127032 43.4617485)",,,,,
"[1194237600, 448486281, 314848831]",True,3,Calle de Jesús de Monasterio,primary,False,66.756,"LINESTRING (-3.8127032 43.4617485, -3.8125663 43.4617617, -3.8123889 43.4617801, -3.8121607 43.4618105, -3.8120047 43.4618335, -3.8118871 43.4618448)",,,,,
"[4339995, 4339997]",True,,"['Calle del Mercado', 'Calle Los Escalantes']",residential,False,147.0,"LINESTRING (-3.8094888 43.4625302, -3.8096031 43.4625469, -3.8100486 43.4625917, -3.8103286 43.4626167, -3.8104263 43.4626254, -3.810487 43.4626393, -3.8105275 43.4627893, -3.8105566 43.4629062, -3.8105608 43.462922, -3.8105977 43.4630599, -3.8106299 43.4632185)",,,,,
1236887150,True,2,Calle de Isabel II,residential,False,46.004,"LINESTRING (-3.8094888 43.4625302, -3.8094194 43.4628329, -3.8093928 43.462938)",,,,,
4339994,True,1,Calle del Cubo,residential,False,44.368,"LINESTRING (-3.8093928 43.462938, -3.8093716 43.4629603, -3.8093421 43.4629764, -3.80932 43.4629804, -3.8092068 43.4629806, -3.8090633 43.4629654, -3.8089573 43.4629494, -3.8088892 43.462911)",,,,,
445727738,True,1,Calle de Méndez Núñez,residential,False,63.79,"LINESTRING (-3.8086951 43.4596397, -3.8086212 43.459661, -3.8080269 43.4598197, -3.8079841 43.4598321, -3.8079548 43.4598405)",,,,,
"[448486504, 448486505]",True,3,Calle de Isabel II,residential,False,42.440999999999995,"LINESTRING (-3.8086951 43.4596397, -3.8088062 43.4598642, -3.8088436 43.4599376, -3.8088748 43.4599984)",,,,,
4336980,True,1,Calle de Méndez Núñez,residential,False,59.711000000000006,"LINESTRING (-3.8093847 43.4594455, -3.8092855 43.4594751, -3.8091058 43.4595286, -3.8087889 43.4596132, -3.8086951 43.4596397)",,,,,
4336981,True,1,Calle de Las Navas de Tolosa,residential,False,11.4,"LINESTRING (-3.8093847 43.4594455, -3.8093691 43.4594108, -3.8093394 43.4593484)",,,,,
282950713,True,2,Calle de Calderón de la Barca,residential,False,101.625,"LINESTRING (-3.8092492 43.4591758, -3.8093697 43.4591432, -3.8103427 43.4588829, -3.8103894 43.4588676, -3.810431 43.4588621)",,,,,
"[282950715, 969304647]",False,2,Calle de Las Navas de Tolosa,residential,True,20.527,"LINESTRING (-3.8092492 43.4591758, -3.809295 43.459263, -3.8093394 43.4593484)",,,,,
445720806,True,3,Calle de Castilla,primary,False,42.267,"LINESTRING (-3.8119562 43.457674, -3.8124515 43.4575506)",30,,,,
"[448486280, 278031462]",True,3,Calle de Isabel II,residential,False,105.63400000000001,"LINESTRING (-3.8088748 43.4599984, -3.8089166 43.4600782, -3.8091404 43.460515, -3.8091958 43.4606223, -3.8092227 43.4606735, -3.8093347 43.4608878)",,,,,
"[278031461, 448486502, 448486503]",True,1,Calle de Cádiz,residential,False,63.659,"LINESTRING (-3.8088748 43.4599984, -3.8087946 43.4600257, -3.8086894 43.4600483, -3.8086782 43.4600505, -3.8082222 43.4601322, -3.8081137 43.4601408)",,,,,
4336981,True,1,Calle de Las Navas de Tolosa,residential,False,43.006,"LINESTRING (-3.809566 43.4598089, -3.8095442 43.4597497, -3.8093847 43.4594455)",,,,,
"[299417494, 448486855]",True,1,Calle de Cádiz,residential,False,59.651,"LINESTRING (-3.809566 43.4598089, -3.809069 43.459943, -3.808964 43.4599696, -3.8088748 43.4599984)",30,,,,
99834808,True,,Calle Lealtad,residential,False,7.695,"LINESTRING (-3.8084253 43.4614461, -3.8084242 43.4613769)",30,,,,
"[99834812, 448485413]",True,2,Calle de Calvo Sotelo,primary,False,90.72800000000001,"LINESTRING (-3.8084253 43.4614461, -3.8089925 43.4614328, -3.8093241 43.4614421, -3.8093558 43.4614439, -3.8095462 43.4614668)",30,,,,
4336972,True,1,Calle de Madrid,residential,False,33.961,"LINESTRING (-3.8100646 43.457988, -3.8101269 43.4579103, -3.8102906 43.4577305)",30,,,,
276455691,True,2,Calle de Atilano Rodríguez,secondary,False,21.826999999999998,"LINESTRING (-3.8100646 43.457988, -3.8101054 43.4580656, -3.810158 43.4581722)",30,,,,
4336978,True,2,Calle de Calderón de la Barca,residential,False,59.605,"LINESTRING (-3.8085534 43.4593554, -3.8086394 43.4593332, -3.8091488 43.4592017, -3.8092492 43.4591758)",,,,,
282950714,True,3,Calle de Isabel II,residential,False,33.618,"LINESTRING (-3.8085534 43.4593554, -3.8086091 43.4594672, -3.8086951 43.4596397)",,,,,
289291033,True,1,Calle Lealtad,residential,False,33.19,"LINESTRING (-3.8079548 43.4598405, -3.807864 43.459659, -3.807819 43.4595588)",30,,,,
4336985,True,2,Calle Lealtad,residential,False,141.84799999999998,"LINESTRING (-3.8084544 43.4627214, -3.8084532 43.4626121, -3.8084527 43.462506, -3.8084404 43.4621347, -3.8084427 43.4618374, -3.8084318 43.461522, -3.8084253 43.4614461)",30,,,,
4340002,True,1,Calle de Rualasal,residential,False,78.58500000000001,"LINESTRING (-3.8084544 43.4627214, -3.8082272 43.4627304, -3.8075236 43.4627803, -3.8074845 43.4627825)",30,,,,
201543650,True,1,Calle Lealtad,residential,False,35.769999999999996,"LINESTRING (-3.8081137 43.4601408, -3.8080715 43.4600609, -3.8079548 43.4598405)",30,,,,
276698799,False,,Calle de Cádiz,living_street,False,165.29299999999998,"LINESTRING (-3.8081137 43.4601408, -3.8075285 43.4602176, -3.8069636 43.4602975, -3.806757 43.4603505, -3.8062715 43.4605693, -3.806196 43.4606009)",20,,,,
445727737,True,1,Calle de Cádiz,residential,False,42.822,"LINESTRING (-3.8100611 43.4596705, -3.8097108 43.4597697, -3.809566 43.4598089)",30,,,,
4336984,True,1,Rampa de Sotileza,residential,False,182.85000000000002,"LINESTRING (-3.8104787 43.4602586, -3.8104801 43.4602229, -3.8104827 43.4601534, -3.8104822 43.4601051, -3.8104736 43.4600863, -3.8104507 43.4600701, -3.8104137 43.4600586, -3.810361 43.460046, -3.8102946 43.4600342, -3.8101947 43.4600123, -3.8101647 43.4599987, -3.8101554 43.4599881, -3.8101494 43.4599752, -3.8101455 43.4599517, -3.8101492 43.4599263, -3.810162 43.4599106, -3.8101812 43.4598973, -3.8102121 43.4598869, -3.8102569 43.4598904, -3.8103458 43.4599183, -3.8104975 43.4599569, -3.8105727 43.45996, -3.8106351 43.4599573, -3.8106984 43.4599507, -3.8107242 43.4599432, -3.8107448 43.4599323, -3.8107608 43.4599189, -3.8107742 43.4598995, -3.8107753 43.4598828, -3.8107699 43.4598687, -3.8107618 43.4598542, -3.810747 43.4598414, -3.8107247 43.4598355, -3.8106917 43.4598298, -3.81063 43.4598232, -3.8105564 43.4598206, -3.8104215 43.4598213, -3.810288 43.4598143, -3.8101628 43.4597994, -3.8101164 43.4597761, -3.8100905 43.4597294, -3.8100611 43.4596705)",,,,,
4337782,False,1,Calle Alta,tertiary,False,74.741,"LINESTRING (-3.8104787 43.4602586, -3.8105412 43.460266, -3.8108821 43.460293, -3.8111302 43.4603127, -3.8113988 43.460334)",,,,,
99834811,True,2,Calle de Isabel II,residential,False,9.294,"LINESTRING (-3.8095189 43.4613856, -3.8095462 43.4614668)",,,,,
4337952,True,,Calle de Ruamayor,residential,False,27.622999999999998,"LINESTRING (-3.8095189 43.4613856, -3.8095297 43.4613299, -3.8095455 43.461296, -3.8096241 43.4611504)",,,,,
"[4337170, 448485414]",True,3,Calle de Calvo Sotelo,primary,False,88.387,"LINESTRING (-3.8095189 43.4613856, -3.8089922 43.4613714, -3.8088472 43.4613716, -3.8084242 43.4613769)",30,,,,
"[4337168, 4336688, 448485614]",True,2,Calle de Jesús de Monasterio,primary,False,184.59899999999996,"LINESTRING (-3.8095462 43.4614668, -3.8100064 43.4615731, -3.8101666 43.4616159, -3.8103339 43.4616605, -3.8104082 43.4616796, -3.8106432 43.4617402, -3.8108227 43.4617905, -3.8110179 43.461842, -3.8111339 43.4618725, -3.8113011 43.4619045, -3.8114036 43.4619203, -3.811577 43.4619229, -3.8117294 43.4619193)",,,,,
"[378882498, 99834813, 448485415]",True,2,Calle de Isabel II,residential,False,108.68699999999998,"LINESTRING (-3.8095462 43.4614668, -3.8095893 43.4615889, -3.8095763 43.4618015, -3.8095639 43.4620766, -3.8095603 43.4621108, -3.8095483 43.4622514, -3.809508 43.4624373)",,,,,
448671503,True,2,Calle de Calvo Sotelo,primary,False,71.062,"LINESTRING (-3.8075506 43.4615187, -3.8077877 43.4614956, -3.8084253 43.4614461)",30,,,,
4337782,False,1,Calle Alta,tertiary,False,51.038,"LINESTRING (-3.8113988 43.460334, -3.8114959 43.4603366, -3.8116625 43.4603411, -3.8119361 43.4603305, -3.8120298 43.4603217)",,,,,
4337782,False,1,Calle Alta,tertiary,True,74.741,"LINESTRING (-3.8113988 43.460334, -3.8111302 43.4603127, -3.8108821 43.460293, -3.8105412 43.460266, -3.8104787 43.4602586)",,,,,
188313066,True,,Calle de Santa María Egipciaca,residential,False,15.023,"LINESTRING (-3.8113988 43.460334, -3.8113983 43.4603923, -3.8113985 43.4604691)",,,,,
4337782,False,1,Calle Alta,tertiary,True,51.038,"LINESTRING (-3.8120298 43.4603217, -3.8119361 43.4603305, -3.8116625 43.4603411, -3.8114959 43.4603366, -3.8113988 43.460334)",,,,,
4337920,False,,Calle del Monte Caloca,residential,True,40.075,"LINESTRING (-3.8120298 43.4603217, -3.8120381 43.4603696, -3.8120423 43.4604072, -3.8121058 43.4606777)",,,,,
712459548,False,2,Calle Alta,tertiary,False,207.94299999999998,"LINESTRING (-3.8120298 43.4603217, -3.8123032 43.4602843, -3.8123632 43.4602761, -3.8126172 43.4602413, -3.8129165 43.4601883, -3.8132376 43.4601356, -3.8134126 43.4601068, -3.8137266 43.4600586, -3.8140181 43.4600093, -3.8143729 43.4599494, -3.8145429 43.4599127)",40,,,,
