osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction
88637401,Calle Santo Domingo,residential,False,True,142.82100000000003,"LINESTRING (-4.395852 37.0930578, -4.3958451 37.0932264, -4.3958285 37.0933075, -4.3957989 37.0933826, -4.3957343 37.0934533, -4.3956327 37.0935034, -4.3954036 37.0935845, -4.3950659 37.0937268, -4.3948391 37.0937944, -4.3947526 37.0938222)",,,,
725324312,Carretera de A-92 a Estación de Salinas por Archidona,tertiary,True,False,40.112,"LINESTRING (-4.395852 37.0930578, -4.3957736 37.0930064, -4.3956815 37.092923, -4.3956313 37.0928379, -4.3956146 37.0927645)",1,A-7200,,
725324323,Carretera de A-92 a Estación de Salinas por Archidona,tertiary,True,False,55.944,"LINESTRING (-4.3955394 37.0926672, -4.3955445 37.0927732, -4.3955929 37.0928873, -4.3956878 37.0929858, -4.3957657 37.0930368, -4.395852 37.0930578)",1,A-7200,,
725324319,Carretera de A-92 a Estación de Salinas por Archidona,tertiary,True,False,11.865,"LINESTRING (-4.395584 37.0925666, -4.3955394 37.0926672)",1,A-7200,,
725324314,,tertiary_link,True,False,15.831,"LINESTRING (-4.395584 37.0925666, -4.39563 37.092553, -4.3956675 37.0925074, -4.395725 37.092491)",1,,,
725324316,,tertiary_link,True,False,17.105,"LINESTRING (-4.395584 37.0925666, -4.3955517 37.0925205, -4.3955027 37.0924957, -4.3954372 37.0924794)",1,,,
725324311,Carretera de A-92 a Estación de Salinas por Archidona,tertiary,True,False,24.520000000000003,"LINESTRING (-4.3957686 37.0924068, -4.3956461 37.0924854, -4.395584 37.0925666)",1,A-7200,,
725324315,,tertiary_link,True,False,30.486,"LINESTRING (-4.3957686 37.0924068, -4.3955027 37.0924632, -4.3954372 37.0924794)",1,,,
"[237508107, 47077893]",Carretera de A-92 a Estación de Salinas por Archidona,tertiary,False,True,640.5779999999999,"LINESTRING (-4.3960561 37.0923543, -4.3967336 37.0921973, -4.3969427 37.0921282, -4.3970849 37.0920538, -4.3972105 37.0919593, -4.3973071 37.0918637, -4.3973825 37.0917512, -4.3974306 37.0916411, -4.397459 37.091519, -4.3974531 37.0913864, -4.397428 37.0912453, -4.3973709 37.0911192, -4.3972728 37.0909903, -4.3971359 37.0908688, -4.3969859 37.090788, -4.3968081 37.0907319, -4.3966063 37.090698, -4.3964189 37.0907028, -4.3962299 37.0907374, -4.3960747 37.090791, -4.3958449 37.0909178, -4.3953182 37.0912972, -4.3951806 37.0913641, -4.3949797 37.0914162, -4.3947193 37.0914385, -4.394485 37.0914274, -4.3930506 37.0913485)",2,A-7200,90,
725324311,Carretera de A-92 a Estación de Salinas por Archidona,tertiary,True,False,26.334,"LINESTRING (-4.3960561 37.0923543, -4.395945 37.0923611, -4.3957686 37.0924068)",1,A-7200,,
88334615,Calle Nueva,residential,False,False,134.232,"LINESTRING (-4.3922305 37.0939051, -4.3907314 37.0940708)",,,,
88637518,Calle Zopo,residential,False,False,49.773,"LINESTRING (-4.3922305 37.0939051, -4.3921419 37.0934631)",,,,
88334615,Calle Nueva,residential,False,True,79.231,"LINESTRING (-4.3922305 37.0939051, -4.3926763 37.093853, -4.3931059 37.0937676)",,,,
88334615,Calle Nueva,residential,False,True,4.843,"LINESTRING (-4.3931059 37.0937676, -4.3931587 37.0937565)",,,,
88540253,Calle Los Morenos,residential,False,False,55.883,"LINESTRING (-4.3931059 37.0937676, -4.3929331 37.0932843)",,,,
88334615,Calle Nueva,residential,False,False,79.231,"LINESTRING (-4.3931059 37.0937676, -4.3926763 37.093853, -4.3922305 37.0939051)",,,,
88334615,Calle Nueva,residential,False,True,134.232,"LINESTRING (-4.3907314 37.0940708, -4.3922305 37.0939051)",,,,
88334615,Calle Nueva,residential,False,False,40.608000000000004,"LINESTRING (-4.3953467 37.0925282, -4.3953081 37.0925602, -4.3951504 37.0928553)",,,,
725324317,,tertiary_link,True,False,10.44,"LINESTRING (-4.3953467 37.0925282, -4.3954195 37.0925283, -4.3954622 37.0925394)",1,,,
88540276,,residential,True,False,11.746000000000002,"LINESTRING (-4.3907474 37.0916652, -4.3907515 37.0916861, -4.3907635 37.0917049, -4.3907822 37.0917199, -4.3908057 37.0917295, -4.3908319 37.0917329)",1,,,roundabout
88540210,Plaza Explanada de San Antonio,residential,True,False,93.141,"LINESTRING (-4.389591 37.0929292, -4.3898498 37.0930574, -4.3901004 37.0931013, -4.3903007 37.0930794, -4.3905694 37.0929996)",,,,
88540126,Calle Victoria Kent,residential,True,False,72.954,"LINESTRING (-4.3915772 37.0921395, -4.3917009 37.0915688, -4.3917173 37.091493)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,False,80.61099999999999,"LINESTRING (-4.3915772 37.0921395, -4.3914551 37.0921073, -4.3910708 37.0918813, -4.3908319 37.0917329)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,True,38.176,"LINESTRING (-4.3915772 37.0921395, -4.3916738 37.0921689, -4.3917427 37.0921857, -4.3919945 37.0922177)",,,,
88540095,Calle Federación Andaluza de Caza,residential,False,True,80.619,"LINESTRING (-4.3908642 37.091603, -4.3909162 37.0915642, -4.3910291 37.0914945, -4.391142 37.0914655, -4.3912066 37.0914692, -4.3915539 37.0914854, -4.3917173 37.091493)",2,,,
88540276,,residential,True,False,14.621,"LINESTRING (-4.3908642 37.091603, -4.3908374 37.0915981, -4.3908101 37.0916003, -4.390785 37.0916093, -4.390765 37.0916243, -4.390752 37.0916436, -4.3907474 37.0916652)",1,,,roundabout
88540188,Calle Clara Campoamor,residential,True,False,82.668,"LINESTRING (-4.3923961 37.0922752, -4.3925653 37.0915441)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,False,36.19,"LINESTRING (-4.3923961 37.0922752, -4.3920877 37.092231, -4.3919945 37.0922177)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,True,27.439999999999998,"LINESTRING (-4.3923961 37.0922752, -4.3924767 37.0922853, -4.3926043 37.0923012, -4.3926642 37.0923637)",,,,
88540153,Camino de los Huertezuelos,residential,False,False,25.316,"LINESTRING (-4.3930024 37.0915729, -4.3930506 37.0913485)",2,,,
88540153,Camino de los Huertezuelos,residential,False,True,80.222,"LINESTRING (-4.3930024 37.0915729, -4.392849 37.0922839)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,False,38.902,"LINESTRING (-4.3930024 37.0915729, -4.3928933 37.0915657, -4.3925653 37.0915441)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,False,80.619,"LINESTRING (-4.3917173 37.091493, -4.3915539 37.0914854, -4.3912066 37.0914692, -4.391142 37.0914655, -4.3910291 37.0914945, -4.3909162 37.0915642, -4.3908642 37.091603)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,True,38.515,"LINESTRING (-4.3917173 37.091493, -4.3918935 37.0915026, -4.3921505 37.0915168)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,False,36.917,"LINESTRING (-4.3925653 37.0915441, -4.3922324 37.0915222, -4.3921505 37.0915168)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,True,38.902,"LINESTRING (-4.3925653 37.0915441, -4.3928933 37.0915657, -4.3930024 37.0915729)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,False,38.515,"LINESTRING (-4.3921505 37.0915168, -4.3918935 37.0915026, -4.3917173 37.091493)",2,,,
88540095,Calle Federación Andaluza de Caza,residential,False,True,36.917,"LINESTRING (-4.3921505 37.0915168, -4.3922324 37.0915222, -4.3925653 37.0915441)",2,,,
88540157,Calle María Zambrano,residential,True,False,79.156,"LINESTRING (-4.3921505 37.0915168, -4.3921339 37.0915915, -4.3919945 37.0922177)",,,,
88540153,Camino de los Huertezuelos,residential,False,False,80.222,"LINESTRING (-4.392849 37.0922839, -4.3930024 37.0915729)",2,,,
725265793,,residential,False,True,103.472,"LINESTRING (-4.392849 37.0922839, -4.3929951 37.092299, -4.3930825 37.0923309, -4.3931735 37.0924209, -4.3932172 37.0925052, -4.3932303 37.0926385, -4.393234 37.0928244, -4.393145 37.0930219)",,,,
725265794,,residential,False,True,18.659,"LINESTRING (-4.392849 37.0922839, -4.3927522 37.0923212, -4.3926642 37.0923637)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,False,38.176,"LINESTRING (-4.3919945 37.0922177, -4.3917427 37.0921857, -4.3916738 37.0921689, -4.3915772 37.0921395)",,,,
88540265,Calle Doctor Emilio Alba,residential,False,True,36.19,"LINESTRING (-4.3919945 37.0922177, -4.3920877 37.092231, -4.3923961 37.0922752)",,,,
88540153,Camino de los Huertezuelos,residential,False,True,25.316,"LINESTRING (-4.3930506 37.0913485, -4.3930024 37.0915729)",2,,,
"[237508107, 47077893]",Carretera de A-92 a Estación de Salinas por Archidona,tertiary,False,False,640.578,"LINESTRING (-4.3930506 37.0913485, -4.394485 37.0914274, -4.3947193 37.0914385, -4.3949797 37.0914162, -4.3951806 37.0913641, -4.3953182 37.0912972, -4.3958449 37.0909178, -4.3960747 37.090791, -4.3962299 37.0907374, -4.3964189 37.0907028, -4.3966063 37.090698, -4.3968081 37.0907319, -4.3969859 37.090788, -4.3971359 37.0908688, -4.3972728 37.0909903, -4.3973709 37.0911192, -4.397428 37.0912453, -4.3974531 37.0913864, -4.397459 37.091519, -4.3974306 37.0916411, -4.3973825 37.0917512, -4.3973071 37.0918637, -4.3972105 37.0919593, -4.3970849 37.0920538, -4.3969427 37.0921282, -4.3967336 37.0921973, -4.3960561 37.0923543)",2,A-7200,90,
