osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed,junction
72433374,Calle Calabazas,residential,False,True,12.251,,,"LINESTRING (-4.6813271 41.284535, -4.6814735 41.284541)",,
254643624,,trunk,False,True,65.51,2,N-601,"LINESTRING (-4.6813271 41.284535, -4.6812965 41.2851237)",,
254643624,,trunk,False,False,66.425,2,N-601,"LINESTRING (-4.6813271 41.284535, -4.6813524 41.2841338, -4.6813648 41.2839383)",,
24673719,,secondary,False,False,175.31,,VA-405,"LINESTRING (-4.6903566 41.2874486, -4.6906401 41.2882319, -4.6908117 41.2886472, -4.690989 41.2889491)",,
161466992,Calle Senovilla,primary,False,False,66.421,,CL-602,"LINESTRING (-4.6903566 41.2874486, -4.6904387 41.2874838, -4.6905181 41.2875057, -4.6911201 41.2876033)",40,
1148815011,,primary,False,True,16.644000000000002,,CL-602,"LINESTRING (-4.6903566 41.2874486, -4.690264 41.2873964, -4.6902034 41.2873533)",,
27383364,Calle Arco de la Villa,residential,False,False,50.535000000000004,,,"LINESTRING (-4.6902034 41.2873533, -4.6898005 41.2875671, -4.6897969 41.2876509)",,
1148815011,,primary,False,False,16.644000000000002,,CL-602,"LINESTRING (-4.6902034 41.2873533, -4.690264 41.2873964, -4.6903566 41.2874486)",,
1148815011,,primary,False,True,21.258,,CL-602,"LINESTRING (-4.6902034 41.2873533, -4.6901538 41.2873052, -4.6900981 41.2872524, -4.6900531 41.2871993)",,
72433453,Calle Arroyo Chamorro,residential,False,True,12.248,,,"LINESTRING (-4.6895955 41.2866185, -4.6897243 41.2865659)",,
1148815011,,primary,False,True,26.885,,CL-602,"LINESTRING (-4.6895955 41.2866185, -4.6893732 41.2864437)",,
27383365,Calle del Duque de Ahumada,residential,False,False,104.44999999999999,,,"LINESTRING (-4.6895955 41.2866185, -4.6894884 41.2866546, -4.6893813 41.2866907, -4.6892235 41.2867097, -4.6883681 41.2867199)",,
1148815011,,primary,False,False,75.464,,CL-602,"LINESTRING (-4.6895955 41.2866185, -4.6896548 41.2866694, -4.689714 41.2867203, -4.6897828 41.2867969, -4.6898377 41.2868659, -4.6900531 41.2871993)",,
72433495,Calle Huerta de Don Juan,residential,False,True,36.393,,,"LINESTRING (-4.6884158 41.2857162, -4.6884577 41.2856831, -4.6884954 41.2856613, -4.6886369 41.2856114, -4.6887939 41.2855607)",,
1137730145,,primary,False,False,109.491,,CL-602,"LINESTRING (-4.6884158 41.2857162, -4.6889278 41.2861149, -4.6893375 41.286416)",,
1137730145,,primary,False,True,64.456,,CL-602,"LINESTRING (-4.6884158 41.2857162, -4.6882597 41.285611, -4.6879567 41.2854068, -4.6879007 41.2853708, -4.6878344 41.2853358)",,
72433558,Calle Julio Valdeón,residential,False,True,127.91000000000001,,,"LINESTRING (-4.6872271 41.2852932, -4.6872568 41.2851998, -4.6872793 41.2849787, -4.68723 41.2846677, -4.6871603 41.2843735, -4.6870691 41.2841639)",,
161466950,Paseo de la Soterraña,primary,False,False,52.69,,CL-602,"LINESTRING (-4.6872271 41.2852932, -4.6873928 41.2852651, -4.6874727 41.2852613, -4.6875362 41.2852636, -4.687595 41.2852664, -4.6876375 41.2852733, -4.6876772 41.2852812, -4.6877115 41.2852911, -4.6877757 41.2853104, -4.6878344 41.2853358)",,
161466950,Paseo de la Soterraña,primary,False,True,82.117,,CL-602,"LINESTRING (-4.6872271 41.2852932, -4.6869358 41.2853559, -4.6863386 41.2854843, -4.6862825 41.285497)",,
72433472,Avenida Lope de Vega,residential,False,True,87.65,,,"LINESTRING (-4.6856252 41.28567, -4.6848832 41.2851128)",,
161466950,Paseo de la Soterraña,primary,False,False,58.24,,CL-602,"LINESTRING (-4.6856252 41.28567, -4.6859788 41.2855658, -4.6862825 41.285497)",,
161466950,Paseo de la Soterraña,primary,False,True,132.20299999999997,,CL-602,"LINESTRING (-4.6856252 41.28567, -4.6852605 41.2858937, -4.6852106 41.2859243, -4.6848708 41.2861209, -4.6843809 41.2864042)",,
72433394,Avenida Nicolás Rodríguez,residential,False,False,150.889,,,"LINESTRING (-4.6843809 41.2864042, -4.6835305 41.2852071)",,
