osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,tunnel,name,bridge,access
974343497,2,C-1413a,secondary,40,roundabout,True,False,15.254999999999999,"LINESTRING (2.0873094 41.5305814, 2.087233 41.5306238, 2.0871549 41.5306544)",,,,
"[182184040, 1031359073]",2,,residential,,,False,False,42.37,"LINESTRING (2.0878753 41.5262936, 2.0877041 41.5262817, 2.0876442 41.5262786, 2.0875498 41.526277, 2.0874666 41.526283, 2.0874103 41.5263007, 2.0873835 41.5263208)",yes,Passeig del Colomer,,
"[32772266, 871668207]",,,residential,,,False,False,77.42099999999999,"LINESTRING (2.0873374 41.5264299, 2.0871874 41.5264369, 2.0871403 41.5264286, 2.0870932 41.5264075, 2.0870514 41.5263612, 2.0870372 41.5263053, 2.0869729 41.5259146)",,Camí de ca n'Arús,,
"[871668208, 191201835, 927807708]",2,,residential,,,False,False,288.01599999999996,"LINESTRING (2.0873374 41.5264299, 2.0873299 41.5266315, 2.0873296 41.5267942, 2.0873092 41.527717, 2.0873054 41.5277699, 2.0872313 41.5287937, 2.0872031 41.5290173)",,Passeig del Colomer,yes,
871668209,2,,residential,,,False,True,13.078999999999999,"LINESTRING (2.0873374 41.5264299, 2.0873432 41.526373, 2.0873578 41.5263484, 2.0873835 41.5263208)",,Passeig del Colomer,,
191201835,2,,residential,,,False,True,53.565,"LINESTRING (2.0871311 41.529496, 2.0872031 41.5290173)",,Passeig del Colomer,,
32772090,,,residential,,,True,False,65.372,"LINESTRING (2.0871311 41.529496, 2.0871461 41.5296171, 2.0871544 41.5297063, 2.0871857 41.5297822, 2.0873406 41.5300561)",,Passeig del Colomer,,
32278114,,,residential,,,True,False,58.199,"LINESTRING (2.0868367 41.5299654, 2.0869332 41.5298635, 2.0869744 41.5298126, 2.0870315 41.5297338, 2.087077 41.5296124, 2.0871311 41.529496)",,Passeig del Colomer,,
833920089,2,C-1413a,secondary,40,roundabout,True,False,45.602999999999994,"LINESTRING (2.0868367 41.5299654, 2.0869803 41.529943, 2.0870779 41.5299484, 2.087207 41.5299811, 2.0873406 41.5300561)",,,,
"[32765360, 32765353]",,,residential,,,True,False,61.178999999999995,"LINESTRING (2.0871549 41.5306544, 2.0870946 41.5306986, 2.0870273 41.5307349, 2.086759 41.5308584, 2.0866895 41.5309666, 2.0866579 41.5310315)",,Avinguda del Camí del Mas,,
974343498,2,C-1413a,secondary,40,roundabout,True,False,48.520999999999994,"LINESTRING (2.0871549 41.5306544, 2.0869883 41.5306713, 2.0868541 41.5306636, 2.0867275 41.5306276, 2.0866125 41.5305618)",,,,
974343495,2,C-1413a,secondary,40,roundabout,True,False,6.07,"LINESTRING (2.0867699 41.5299873, 2.0868367 41.5299654)",,,,
32282436,,C-1413a,secondary,50,,True,False,28.001,"LINESTRING (2.0865258 41.5301715, 2.086469 41.5299233)",,,,
974343494,2,C-1413a,secondary,40,roundabout,True,False,29.679,"LINESTRING (2.0865258 41.5301715, 2.0865932 41.5300803, 2.0866907 41.5300183, 2.0867699 41.5299873)",,,,
32281837,2,C-1413a,secondary,40,roundabout,True,False,31.294999999999998,"LINESTRING (2.0865505 41.5304991, 2.0865053 41.5303977, 2.0864901 41.5302961, 2.0865027 41.5302244)",,,,
"[32734696, 123276328]",,,residential,,,True,False,55.795,"LINESTRING (2.0865505 41.5304991, 2.0864309 41.5304437, 2.086379 41.5304172, 2.0863165 41.5304014, 2.0862347 41.5303953, 2.0861467 41.5304037, 2.0860594 41.5304202, 2.0859276 41.5304553)",,Avinguda Pau Casals,,
910575532,,C-1413a,secondary,40,,True,False,26.039,"LINESTRING (2.086469 41.5299233, 2.0867699 41.5299873)",,,,
"[47396784, 1056642197]",,C-1413a,secondary,50,,False,False,206.225,"LINESTRING (2.086469 41.5299233, 2.0864134 41.5298258, 2.0863755 41.5297164, 2.0863383 41.5291442, 2.0863239 41.5290237, 2.0862954 41.5289085, 2.0862417 41.5287992, 2.0861647 41.5287022, 2.0860372 41.5285986, 2.0859004 41.5284986, 2.0856736 41.5283557, 2.0856243 41.5283247, 2.0855826 41.5282979)",,Carretera Molins de Rei,,
1056642202,,C-1413a,secondary,50,,False,True,16.614,"LINESTRING (2.0854171 41.5282144, 2.0855826 41.5282979)",,Carretera Molins de Rei,,
"[471790168, 32734700]",,,residential,,,True,False,40.553,"LINESTRING (2.0854171 41.5282144, 2.0851454 41.5281255, 2.0850836 41.5280622, 2.0850309 41.5280114)",,Avinguda Antoni Gaudí,,
1056642202,,C-1413a,secondary,50,,False,False,41.138,"LINESTRING (2.0854171 41.5282144, 2.085314 41.528122, 2.0852574 41.528067, 2.0851968 41.5280067, 2.0851234 41.5279176)",,Carretera Molins de Rei,,
717098058,,C-1413a,secondary,50,,False,False,65.139,"LINESTRING (2.0851234 41.5279176, 2.0850292 41.5277518, 2.0849328 41.5275292, 2.0848697 41.5273642)",,Carretera Molins de Rei,,
1056642202,,C-1413a,secondary,50,,False,True,41.138,"LINESTRING (2.0851234 41.5279176, 2.0851968 41.5280067, 2.0852574 41.528067, 2.085314 41.528122, 2.0854171 41.5282144)",,Carretera Molins de Rei,,
32282770,,,residential,,,True,False,62.715999999999994,"LINESTRING (2.0848697 41.5273642, 2.0848292 41.5273111, 2.0847845 41.5272907, 2.0847299 41.5272705, 2.0846608 41.527269, 2.08457 41.5272791, 2.0844865 41.5272947, 2.0842192 41.5274144)",,Passeig de Can Barra,,
247119333,,C-1413a,secondary,50,,False,False,18.685000000000002,"LINESTRING (2.0848697 41.5273642, 2.0848536 41.5273133, 2.0848458 41.5272609, 2.0848445 41.5271979)",,,,
717098058,,C-1413a,secondary,50,,False,True,65.139,"LINESTRING (2.0848697 41.5273642, 2.0849328 41.5275292, 2.0850292 41.5277518, 2.0851234 41.5279176)",,Carretera Molins de Rei,,
247119334,,C-1413a,secondary,50,,True,False,12.422,"LINESTRING (2.0849372 41.5268756, 2.0849835 41.5267694)",,,,
247119333,,C-1413a,secondary,50,,False,True,36.793,"LINESTRING (2.0849372 41.5268756, 2.0848842 41.5270112, 2.0848473 41.5271434, 2.0848445 41.5271979)",,,,
136437062,,,residential,,,False,True,169.45299999999997,"LINESTRING (2.0842192 41.5274144, 2.0841844 41.5273414, 2.0841957 41.5272968, 2.0842291 41.5272567, 2.0843464 41.527196, 2.0844125 41.5271568, 2.0844505 41.5271089, 2.0844526 41.527031, 2.0844256 41.5269829, 2.0843753 41.526933, 2.0835881 41.5262064)",,Avinguda de la Solana dels Garrofers,,
"[938438296, 247119337]",,,residential,,,False,False,272.08799999999997,"LINESTRING (2.0842192 41.5274144, 2.0831234 41.528007, 2.0830868 41.5280268, 2.0829435 41.5281027, 2.0828091 41.5281655, 2.0827131 41.5282015, 2.0826088 41.5282312, 2.0825159 41.5282432, 2.0824419 41.5282486, 2.0822886 41.5282427, 2.0821993 41.5282277, 2.0814976 41.5280517, 2.0813347 41.5280322)",,Passeig de Can Barra,,
1056642201,,,residential,,,True,False,46.772,"LINESTRING (2.0842192 41.5274144, 2.0843778 41.5273094, 2.084545 41.5272148, 2.0846549 41.5271492)",,Parc de Can Barra,,
237369907,,,residential,,,False,False,254.727,"LINESTRING (2.0808924 41.5280112, 2.0784186 41.5280192, 2.0782867 41.5279941, 2.0781126 41.5279511, 2.077874 41.5278618)",,Passeig de Can Barra,,
665948622,,,residential,,,True,False,17.269000000000002,"LINESTRING (2.0808924 41.5280112, 2.0809528 41.5279928, 2.0810258 41.5279855, 2.0810943 41.5279882)",,Passeig de Can Barra,,
136437086,,,residential,,,False,False,54.885,"LINESTRING (2.0774582 41.5276552, 2.0769368 41.5273531)",,Passeig de Can Barra,,yes
136437086,,,residential,,,False,True,17.896,"LINESTRING (2.0774582 41.5276552, 2.0775441 41.5276876, 2.0776441 41.5277356)",,Passeig de Can Barra,,yes
136437086,,,residential,,,False,False,50.043,"LINESTRING (2.0769368 41.5273531, 2.0764697 41.5270698)",,Passeig de Can Barra,,yes
136437086,,,residential,,,False,True,54.885,"LINESTRING (2.0769368 41.5273531, 2.0774582 41.5276552)",,Passeig de Can Barra,,yes
136437086,,,residential,,,False,True,50.043,"LINESTRING (2.0764697 41.5270698, 2.0769368 41.5273531)",,Passeig de Can Barra,,yes
1082120033,,,residential,,,True,False,35.344,"LINESTRING (2.0775938 41.5280704, 2.077303 41.528302)",,Avinguda del Camp de Sant Pere dels Torrents,,
1082120034,,,residential,,,True,False,32.109,"LINESTRING (2.077303 41.528302, 2.077047 41.528518)",,Avinguda del Camp de Sant Pere dels Torrents,,
32734668,,,residential,,,False,False,317.58,"LINESTRING (2.077303 41.528302, 2.0778707 41.5286582, 2.0781541 41.5287083, 2.080926 41.5285211)",,Carrer dels Pins,,
1082120035,,,residential,,,True,False,37.046,"LINESTRING (2.077047 41.528518, 2.0767536 41.5287685)",,Avinguda del Camp de Sant Pere dels Torrents,,
32734667,,,residential,,,False,False,291.96299999999997,"LINESTRING (2.077047 41.528518, 2.0776713 41.5289653, 2.0779288 41.5290376, 2.0802891 41.528893)",,Carrer dels Roures,,
161977255,,,residential,,,True,False,36.17,"LINESTRING (2.0767536 41.5287685, 2.0764646 41.5290114)",,Avinguda del Camp de Sant Pere dels Torrents,,
32734666,,,residential,,,False,True,278.912,"LINESTRING (2.0767536 41.5287685, 2.0771241 41.5290295, 2.0774437 41.529211, 2.0776256 41.529315, 2.0778105 41.5293521, 2.0781306 41.5293531, 2.0785344 41.5293182, 2.0798236 41.5292366)",,Carrer de les Alzines,,
1082120036,,,residential,,,True,False,32.641,"LINESTRING (2.0764646 41.5290114, 2.0762032 41.5292302)",,Avinguda del Camp de Sant Pere dels Torrents,,
32734664,,,residential,,,False,False,278.188,"LINESTRING (2.0764646 41.5290114, 2.0773881 41.5295894, 2.0775135 41.5296471, 2.077662 41.5296775, 2.0786018 41.5296332, 2.0792184 41.5295894, 2.0794829 41.5295304)",,Carrer de les Nogueres,,
833920080,,,residential,,,True,False,9.211,"LINESTRING (2.0762032 41.5292302, 2.0761963 41.5292755, 2.0761713 41.5293077)",,Avinguda del Camp de Sant Pere dels Torrents,,
193132027,,,residential,,,True,False,67.369,"LINESTRING (2.0760385 41.5291414, 2.0761636 41.5290157, 2.0765594 41.5286782)",,Avinguda del Camp de Sant Pere dels Torrents,,
833920080,,,residential,,,True,False,18.997999999999998,"LINESTRING (2.0760385 41.5291414, 2.0760507 41.5291408, 2.07608 41.52914, 2.0761097 41.5291443, 2.0761386 41.5291539, 2.0761696 41.5291728, 2.0761889 41.5291933, 2.0762032 41.5292302)",,Avinguda del Camp de Sant Pere dels Torrents,,
193132027,,,residential,,,True,False,54.145,"LINESTRING (2.0765594 41.5286782, 2.0769987 41.5283191)",,Avinguda del Camp de Sant Pere dels Torrents,,
193132027,,,residential,,,True,False,53.543,"LINESTRING (2.0769987 41.5283191, 2.0774284 41.5279608)",,Avinguda del Camp de Sant Pere dels Torrents,,
193132027,,,residential,,,True,False,22.628,"LINESTRING (2.0774284 41.5279608, 2.0776278 41.5278225)",,Avinguda del Camp de Sant Pere dels Torrents,,
32734662,,,residential,,,False,False,39.589,"LINESTRING (2.0788315 41.5299103, 2.0789762 41.5298402, 2.079235 41.5297219)",,Carrer dels Castanyers,,
32734662,,,residential,,,False,True,250.00099999999998,"LINESTRING (2.0788315 41.5299103, 2.0786435 41.5299615, 2.0783786 41.5300046, 2.0779886 41.5300395, 2.0776213 41.5300357, 2.0773764 41.5299973, 2.0771338 41.5299029, 2.0761713 41.5293077)",,Carrer dels Castanyers,,
32734678,,,residential,,,True,False,17.181,"LINESTRING (2.079235 41.5297219, 2.0794041 41.5298105)",,Carrer del Llaurador,,
32734662,,,residential,,,False,True,39.589,"LINESTRING (2.079235 41.5297219, 2.0789762 41.5298402, 2.0788315 41.5299103)",,Carrer dels Castanyers,,
"[833920081, 237369908]",,,residential,,,False,False,26.987000000000002,"LINESTRING (2.079235 41.5297219, 2.0794479 41.5295523, 2.0794581 41.5295459)",,"['Carrer dels Avets', 'Carrer dels Castanyers']",,
237369908,,,residential,,,False,False,43.262,"LINESTRING (2.0794829 41.5295304, 2.0798236 41.5292366)",,Carrer dels Avets,,
237369908,,,residential,,,False,True,2.689,"LINESTRING (2.0794829 41.5295304, 2.0794581 41.5295459)",,Carrer dels Avets,,
32734664,,,residential,,,False,True,278.188,"LINESTRING (2.0794829 41.5295304, 2.0792184 41.5295894, 2.0786018 41.5296332, 2.077662 41.5296775, 2.0775135 41.5296471, 2.0773881 41.5295894, 2.0764646 41.5290114)",,Carrer de les Nogueres,,
237369908,,,residential,,,False,False,54.418,"LINESTRING (2.0798236 41.5292366, 2.0802891 41.528893)",,Carrer dels Avets,,
237369908,,,residential,,,False,True,43.262,"LINESTRING (2.0798236 41.5292366, 2.0794829 41.5295304)",,Carrer dels Avets,,
32734666,,,residential,,,False,False,278.91200000000003,"LINESTRING (2.0798236 41.5292366, 2.0785344 41.5293182, 2.0781306 41.5293531, 2.0778105 41.5293521, 2.0776256 41.529315, 2.0774437 41.529211, 2.0771241 41.5290295, 2.0767536 41.5287685)",,Carrer de les Alzines,,
237369908,,,residential,,,False,True,54.418,"LINESTRING (2.0802891 41.528893, 2.0798236 41.5292366)",,Carrer dels Avets,,
32734667,,,residential,,,False,True,291.96299999999997,"LINESTRING (2.0802891 41.528893, 2.0779288 41.5290376, 2.0776713 41.5289653, 2.077047 41.528518)",,Carrer dels Roures,,
237369908,,,residential,,,False,False,77.785,"LINESTRING (2.0802891 41.528893, 2.0806861 41.5288609, 2.0808363 41.5287645, 2.0808945 41.5286065, 2.080926 41.5285211)",,Carrer dels Avets,,
32734668,,,residential,,,False,True,317.58000000000004,"LINESTRING (2.080926 41.5285211, 2.0781541 41.5287083, 2.0778707 41.5286582, 2.077303 41.528302)",,Carrer dels Pins,,
237369908,,,residential,,,False,False,39.451,"LINESTRING (2.080926 41.5285211, 2.0810415 41.5282112, 2.081052 41.5281791)",,Carrer dels Avets,,
