osmid,oneway,highway,reversed,length,bridge,geometry,name,lanes,ref,junction
127205593,False,primary,False,178.547,,"LINESTRING (-1.1053163 39.4838204, -1.1032524 39.4836182)",,,,
"[127205577, 194664883]",False,primary,False,46.081,yes,"LINESTRING (-1.0948829 39.4838953, -1.0947199 39.4839339, -1.0943695 39.4840167)",,,,
23418474,False,residential,False,52.357,,"LINESTRING (-1.0949341 39.4842259, -1.0946112 39.4846254)",Calle Pinos de Florillo,,,
128526409,False,residential,True,44.174,,"LINESTRING (-1.0949341 39.4842259, -1.0949671 39.4842585, -1.0950351 39.4843094, -1.0951491 39.4843901, -1.0952645 39.4844561, -1.0953262 39.4844783)",Calle Ollerias,,,
127400617,False,tertiary,False,37.138,,"LINESTRING (-1.0949866 39.4869433, -1.0953578 39.487115)",Calle Constitución,,,
127266011,False,residential,False,95.261,,"LINESTRING (-1.0949866 39.4869433, -1.0946404 39.4876316, -1.0946356 39.4877499)",Calle Severo Ochoa,,,
127400617,False,tertiary,False,49.255,,"LINESTRING (-1.0959119 39.4873663, -1.0964066 39.4875909)",Calle Constitución,,,
127400617,False,tertiary,True,55.154,,"LINESTRING (-1.0959119 39.4873663, -1.0953578 39.487115)",Calle Constitución,,,
127402848,True,residential,False,33.139,,"LINESTRING (-1.0959119 39.4873663, -1.0957954 39.4875576, -1.0957163 39.4876191)",Calle Mira,,,
127400617,False,tertiary,False,52.238,,"LINESTRING (-1.0975815 39.4881139, -1.0981199 39.4883331)",Calle Constitución,,,
127400617,False,tertiary,True,97.45700000000001,,"LINESTRING (-1.0975815 39.4881139, -1.0969782 39.4878471, -1.0967466 39.4877445, -1.0967206 39.487733, -1.0965974 39.4876765)",Calle Constitución,,,
23418474,False,residential,True,52.357,,"LINESTRING (-1.0946112 39.4846254, -1.0949341 39.4842259)",Calle Pinos de Florillo,,,
128417589,False,residential,False,47.694,,"LINESTRING (-1.0946112 39.4846254, -1.0950875 39.4848464)",Calle Vereda Real,,,
23418459,False,residential,True,90.223,,"LINESTRING (-1.0950875 39.4848464, -1.0945484 39.485543)",Calle Albosa,,,
128417589,False,residential,True,47.694,,"LINESTRING (-1.0950875 39.4848464, -1.0946112 39.4846254)",Calle Vereda Real,,,
23418459,False,residential,False,45.772000000000006,,"LINESTRING (-1.0950875 39.4848464, -1.0952812 39.4845499, -1.0953262 39.4844783)",Calle Albosa,,,
23418459,False,residential,False,90.223,,"LINESTRING (-1.0945484 39.485543, -1.0950875 39.4848464)",Calle Albosa,,,
845776544,False,residential,False,0.599,,"LINESTRING (-1.105088 39.4884925, -1.1050812 39.4884937)",,,,
127436355,True,residential,False,64.144,,"LINESTRING (-1.105088 39.4884925, -1.1052753 39.4885044, -1.1058314 39.4885521)",Avenida del Arrabal,,,
845776544,False,residential,True,22.612000000000002,,"LINESTRING (-1.105088 39.4884925, -1.1051171 39.4884799, -1.1051408 39.4884619, -1.1051574 39.4884397, -1.1051656 39.4884154, -1.1051647 39.488386, -1.1051525 39.4883587, -1.1051303 39.4883354, -1.1051157 39.4883271)",,,,
845776544,False,residential,True,1.372,,"LINESTRING (-1.1051157 39.4883271, -1.1051032 39.4883194)",,,,
845776544,False,residential,False,22.612,,"LINESTRING (-1.1051157 39.4883271, -1.1051303 39.4883354, -1.1051525 39.4883587, -1.1051647 39.488386, -1.1051656 39.4884154, -1.1051574 39.4884397, -1.1051408 39.4884619, -1.1051171 39.4884799, -1.105088 39.4884925)",,,,
