osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,maxspeed,access,lanes,width
146909549,,Calle Los Gofiones,residential,True,False,24.806,"LINESTRING (-15.412764 27.9970387, -15.4127229 27.9969585, -15.4126647 27.9968336)",,,40,yes,,
237093435,,Calle Alfonso de Armas Ayala,residential,False,True,27.881,"LINESTRING (-15.4116646 27.9975775, -15.4115964 27.9973341)",,,40,yes,,
54044410,GC-102,Callejón del Castillo,tertiary,False,True,82.072,"LINESTRING (-15.4116646 27.9975775, -15.4117445 27.9975462, -15.412394 27.9972177)",,,,,,
178768831,,Calle Poeta Fernando González,residential,True,False,42.525999999999996,"LINESTRING (-15.4168513 27.9984786, -15.4168297 27.998595, -15.4167794 27.9986967, -15.4166898 27.9987848, -15.4166632 27.9988109)",,,40,yes,,
323304033,,Calle Alonso Quesada,residential,True,False,66.227,"LINESTRING (-15.4168513 27.9984786, -15.4169314 27.9984692, -15.4174901 27.9984135, -15.4175214 27.9984104)",,,40,yes,,
30538138,GC-10,Lugar Rotonda de Daora,primary,True,False,11.477,"LINESTRING (-15.414249 27.9989391, -15.4142235 27.9988927, -15.4141875 27.998852)",,roundabout,,,,
30538434,,Avenida de la Constitución,residential,True,False,76.19699999999999,"LINESTRING (-15.414249 27.9989391, -15.4143447 27.9988042, -15.4144152 27.9987325, -15.4145331 27.9986423, -15.4145615 27.9986211, -15.4146543 27.9985516, -15.4147164 27.9985052, -15.4147879 27.998454)",,,40,yes,,
30538467,,Calle Secretario Guedes Alemán,residential,True,False,78.907,"LINESTRING (-15.4136802 27.9976328, -15.4137922 27.997579, -15.4141995 27.9972351, -15.4142818 27.9971672)",,,40,yes,,
179551810,GC-102,Calle Poeta Pablo Neruda,tertiary,False,False,86.06099999999999,"LINESTRING (-15.4136802 27.9976328, -15.4136343 27.9975273, -15.413421 27.997033, -15.4133894 27.9969862, -15.4133297 27.9969294)",,,40,yes,,
179551810,GC-102,Calle Poeta Pablo Neruda,tertiary,False,True,61.368,"LINESTRING (-15.4136802 27.9976328, -15.4137362 27.9977566, -15.4138988 27.9981498)",,,40,yes,,
31520535,,Calle la Mareta,residential,False,False,57.6,"LINESTRING (-15.4159152 27.9957864, -15.4160507 27.9952824)",,,40,yes,,
32555503,,Calle Picachos,residential,True,False,15.153,"LINESTRING (-15.4159152 27.9957864, -15.4158675 27.995814, -15.4157741 27.9958381)",,,40,yes,,
178767234,,Calle Juan José Falcón Sanabria (Compositor),residential,True,False,67.87100000000001,"LINESTRING (-15.4120414 27.998201, -15.4119298 27.9982193, -15.4118778 27.9982151, -15.4116353 27.9978034)",,,40,yes,,
30538610,,Calle Pérez Galdós,residential,True,False,43.516999999999996,"LINESTRING (-15.415102 28.0007022, -15.4150183 28.0005105, -15.4149418 28.0003373)",,,40,yes,,
54044441,,Calle los Sabandeños,residential,True,False,81.32600000000001,"LINESTRING (-15.415102 28.0007022, -15.4148798 28.0009205, -15.4147994 28.0010007, -15.4147314 28.0010963, -15.414622 28.0012916)",,,40,yes,,
54044424,,Calle Párroco Hernández Benítez,residential,True,False,34.853,"LINESTRING (-15.414578 28.0019985, -15.4148014 28.0022421)",,,40,yes,,
146369262,,Calle Doramas,residential,True,False,72.68900000000001,"LINESTRING (-15.414578 28.0019985, -15.414537 28.0020413, -15.4140783 28.0024808)",,,40,yes,,
31520429,,Calle Gago Coutinho,residential,True,False,99.563,"LINESTRING (-15.4184162 27.9948047, -15.4182436 27.9947763, -15.4181545 27.9947056, -15.4179714 27.9945312, -15.4177271 27.9944548, -15.4175715 27.9944107, -15.417546 27.9944035)",,,40,yes,,
"[323304939, 31520501]",,"['Calle Rivero Bethencourt', 'Calle María Encarnación Navarro']",residential,True,False,76.709,"LINESTRING (-15.4184162 27.9948047, -15.4183115 27.9952917, -15.4183238 27.9953488, -15.4183617 27.9953604, -15.418417 27.9953523, -15.4184653 27.9953241)",,,40,yes,,
1213265955,,,residential,True,False,10.529,"LINESTRING (-15.4162604 27.9942366, -15.4162522 27.9942481, -15.4162484 27.9942612, -15.4162494 27.9942747, -15.416255 27.9942872, -15.4162647 27.9942977, -15.4162776 27.994305, -15.4162924 27.9943085)",,roundabout,40,yes,,
31520508,,Calle Juan Diego de la Fuente,residential,True,False,134.057,"LINESTRING (-15.4163062 27.9943721, -15.4169576 27.9949907, -15.4172405 27.9952512)",,,40,yes,,
32555409,,Calle Ruiz,residential,True,False,80.268,"LINESTRING (-15.4163062 27.9943721, -15.4163133 27.9948273, -15.4163175 27.9950939)",,,40,yes,,
32299188,,Calle Reyes Católicos,residential,False,True,47.395,"LINESTRING (-15.4201581 27.9945855, -15.4204439 27.994929)",,,40,yes,,
32299188,,Calle Reyes Católicos,residential,False,False,54.612,"LINESTRING (-15.4201581 27.9945855, -15.4199428 27.9943267, -15.4198408 27.9941825)",,,40,yes,,
1213265952,,Calle Costa Rica,residential,True,False,89.759,"LINESTRING (-15.4201581 27.9945855, -15.4209777 27.9943088, -15.421012 27.9942972)",,,40,yes,,
31520474,,Calle Costa Rica,residential,True,False,24.865,"LINESTRING (-15.4192046 27.9949683, -15.4194393 27.9948843)",,,40,yes,,
"[1239151584, 1239151583]",,Calle Santo Domingo,residential,True,False,92.066,"LINESTRING (-15.4192046 27.9949683, -15.4192614 27.9952361, -15.4193975 27.995511, -15.4195134 27.9957451)",,,40,yes,,
31520545,,Calle Pablo Hernández Morales,residential,False,False,70.674,"LINESTRING (-15.4152362 27.9953913, -15.4151385 27.9947616)",,,40,yes,,
32297847,,Calle Alférez Quintana Suárez,residential,True,False,80.893,"LINESTRING (-15.4152362 27.9953913, -15.4157299 27.9953234, -15.4160021 27.995286, -15.4160507 27.9952824)",,,40,yes,,
31520545,,Calle Pablo Hernández Morales,residential,False,True,70.674,"LINESTRING (-15.4151385 27.9947616, -15.4152362 27.9953913)",,,40,yes,,
"[126855635, 126855638]",,"['Calle Campillo', 'Alcalde Juan Castro Álvarez']",residential,True,False,111.71199999999999,"LINESTRING (-15.4151385 27.9947616, -15.4156092 27.9946309, -15.4155601 27.9944195, -15.4155035 27.9940699)",,,40,yes,,
1213269734,,Calle Alférez Quintana Suárez,residential,True,False,42.811,"LINESTRING (-15.4141003 27.9955424, -15.4136684 27.9955953)",,,40,yes,,
32297847,,Calle Alférez Quintana Suárez,residential,True,False,56.766,"LINESTRING (-15.4141003 27.9955424, -15.4146043 27.9954838, -15.4146736 27.9954764)",,,40,yes,,
31520549,,Calle Matías Zurita,residential,True,False,73.836,"LINESTRING (-15.4139232 27.9943461, -15.4139889 27.9947747, -15.4140289 27.9950035)",,,40,yes,,
44958918,,Calle Pedro Lezcano Montalvo,residential,True,False,71.188,"LINESTRING (-15.4139232 27.9943461, -15.4142657 27.9942856, -15.4145127 27.9942429, -15.4146349 27.994224)",,,40,yes,,
31520559,,Calle Santiago Ascanio Montemayor,residential,True,False,74.953,"LINESTRING (-15.4146901 27.9961407, -15.414668 27.9960638, -15.4146228 27.995907, -15.4146736 27.9954764)",,,40,yes,,
32555503,,Calle Picachos,residential,True,False,46.949000000000005,"LINESTRING (-15.4146901 27.9961407, -15.4146043 27.9961807, -15.4143116 27.9963111, -15.414264 27.9963323)",,,40,yes,,
208645724,,Calle Matías Zurita,residential,True,False,88.446,"LINESTRING (-15.4146901 27.9961407, -15.4146323 27.9960908, -15.4141257 27.9955895, -15.4141003 27.9955424)",,,40,yes,,
32297847,,Calle Alférez Quintana Suárez,residential,True,False,56.043,"LINESTRING (-15.4146736 27.9954764, -15.4152362 27.9953913)",,,40,yes,,
31520559,,Calle Santiago Ascanio Montemayor,residential,True,False,69.693,"LINESTRING (-15.4146736 27.9954764, -15.4146917 27.9949319, -15.4147175 27.9948531)",,,40,yes,,
126855635,,Calle Campillo,residential,True,False,42.569,"LINESTRING (-15.4147175 27.9948531, -15.4151385 27.9947616)",,,40,yes,,
31520559,,Calle Santiago Ascanio Montemayor,residential,True,False,70.545,"LINESTRING (-15.4147175 27.9948531, -15.4147058 27.9946048, -15.4146401 27.994252, -15.4146349 27.994224)",,,40,yes,,
31520559,,Calle Santiago Ascanio Montemayor,residential,True,False,23.69,"LINESTRING (-15.4146349 27.994224, -15.4146145 27.994108, -15.4145995 27.9940437, -15.4145927 27.9940143)",,,40,yes,,
44958918,,Calle Pedro Lezcano Montalvo,residential,True,False,86.989,"LINESTRING (-15.4146349 27.994224, -15.4150321 27.994153, -15.4153707 27.9940923, -15.4155035 27.9940699)",,,40,yes,,
31520564,,Calle Manolo Millares,residential,True,False,38.058,"LINESTRING (-15.4204439 27.994929, -15.4201404 27.9951419)",,,40,yes,,
32299188,,Calle Reyes Católicos,residential,False,False,47.395,"LINESTRING (-15.4204439 27.994929, -15.4201581 27.9945855)",,,40,yes,,
32299188,,Calle Reyes Católicos,residential,False,True,71.417,"LINESTRING (-15.4204439 27.994929, -15.4204804 27.9949713, -15.4208808 27.9954425)",,,40,yes,,
31520564,,Calle Manolo Millares,residential,True,False,48.485,"LINESTRING (-15.4198407 27.9954186, -15.4195134 27.9957451)",,,40,yes,,
53844435,,Calle Profesor Nicolás Espino,residential,True,False,71.295,"LINESTRING (-15.4198407 27.9954186, -15.4194568 27.9949076, -15.4194393 27.9948843)",,,40,yes,,
"[1239151585, 53844430]",,Calle Santo Domingo,residential,True,False,51.105000000000004,"LINESTRING (-15.4195134 27.9957451, -15.4195906 27.9960226, -15.4196513 27.9960891, -15.4197141 27.996158)",,,40,yes,,
31520581,,Calle Palmito,residential,True,False,66.04299999999999,"LINESTRING (-15.4183635 27.9966561, -15.4185514 27.9962104, -15.4186065 27.9961025)",,,40,yes,,
32555399,,Calle Calderín López,residential,True,False,60.322,"LINESTRING (-15.4183635 27.9966561, -15.4183061 27.9965102, -15.4183366 27.9961231)",,,40,yes,,
53844432,,Calle Pedro de la Ascensión,residential,True,False,32.028,"LINESTRING (-15.4186065 27.9961025, -15.4189327 27.9961013)",,,40,yes,,
31520581,,Calle Palmito,residential,True,False,140.515,"LINESTRING (-15.4186065 27.9961025, -15.418658 27.9959006, -15.4188818 27.9955502, -15.4191397 27.9950191, -15.4192046 27.9949683)",,,40,yes,,
31520586,,Calle Rivero Bethencourt,residential,True,False,30.373,"LINESTRING (-15.4189266 27.9949277, -15.4189846 27.9948778, -15.4191483 27.9947372)",,,40,yes,,
439993348,,Calle Bello Artiles,residential,True,False,53.041000000000004,"LINESTRING (-15.4189266 27.9949277, -15.4187415 27.9948162, -15.4184906 27.994762, -15.4184344 27.9947499)",,,40,yes,,
31520586,,Calle Rivero Bethencourt,residential,True,False,63.2,"LINESTRING (-15.4184653 27.9953241, -15.4189266 27.9949277)",,,40,yes,,
31521318,,Calle Alexander Fleming,residential,False,False,64.422,"LINESTRING (-15.4216426 27.9957249, -15.4215941 27.9956928, -15.4215642 27.9956568, -15.421496 27.9954936, -15.4213754 27.9952054)",,,40,yes,,
45732111,,,tertiary,True,False,43.446,"LINESTRING (-15.4216426 27.9957249, -15.4215728 27.9957719, -15.4215121 27.9958187, -15.4214434 27.995892, -15.4214344 27.9959017, -15.421393 27.9959591, -15.4213781 27.9960241)",,roundabout,,,,
1213265953,,,residential,False,False,27.248,"LINESTRING (-15.4213754 27.9952054, -15.4216223 27.9950935)",,,,,,
31521318,,Calle Alexander Fleming,residential,False,False,57.238,"LINESTRING (-15.4213754 27.9952054, -15.4212009 27.9947645, -15.4211854 27.9947188)",,,40,yes,,
31521318,,Calle Alexander Fleming,residential,False,True,64.422,"LINESTRING (-15.4213754 27.9952054, -15.421496 27.9954936, -15.4215642 27.9956568, -15.4215941 27.9956928, -15.4216426 27.9957249)",,,40,yes,,
31521318,,Calle Alexander Fleming,residential,False,True,49.876,"LINESTRING (-15.421012 27.9942972, -15.4210355 27.9943576, -15.4211854 27.9947188)",,,40,yes,,
32297831,,Calle San Diego,residential,True,False,33.182,"LINESTRING (-15.4174812 27.998086, -15.4174383 27.99779)",,,40,yes,,
32555424,,Calle Luján Pérez,residential,True,False,66.393,"LINESTRING (-15.4174812 27.998086, -15.4168804 27.9981433, -15.4168565 27.9981454, -15.4168088 27.9981495)",,,40,yes,,
32555467,,Calle Jaime Balmes,residential,True,False,41.198,"LINESTRING (-15.417404 27.997487, -15.4178216 27.9974508)",,,40,yes,,
126855636,,Calle Ocho de Marzo,residential,True,False,63.914,"LINESTRING (-15.413054 27.9956706, -15.413137 27.9962407)",,,40,yes,,
1213269734,,Calle Alférez Quintana Suárez,residential,True,False,54.260000000000005,"LINESTRING (-15.413054 27.9956706, -15.4129826 27.9956794, -15.4125056 27.9957309)",,,40,yes,,
256464738,,Calle Julián Toron,residential,True,False,130.37,"LINESTRING (-15.4158203 28.0016883, -15.415102 28.0007022)",,,40,yes,,
178757857,,Calle León y Castillo,residential,True,False,114.544,"LINESTRING (-15.4158203 28.0016883, -15.416781 28.0012017, -15.4168347 28.0011798)",,,40,yes,,
"[256464736, 256464734]",,"['Calle Fray Juan de Matos', 'Calle Carlos Eusebio Navarro']",residential,False,True,96.865,"LINESTRING (-15.4158203 28.0016883, -15.4159426 28.0018871, -15.4163027 28.0019432, -15.4166439 28.002057)",,,40,yes,,
32299188,,Calle Reyes Católicos,residential,False,True,54.612,"LINESTRING (-15.4198408 27.9941825, -15.4199428 27.9943267, -15.4201581 27.9945855)",,,40,yes,,
32555389,,Calle Roque,residential,True,False,83.768,"LINESTRING (-15.4191824 27.9974489, -15.4189155 27.9973845, -15.418745 27.9972665, -15.4185819 27.9971301, -15.4184801 27.9970515)",,,40,yes,,
32555389,,Calle Roque,residential,True,False,45.493,"LINESTRING (-15.4184801 27.9970515, -15.4184017 27.996827, -15.4183635 27.9966561)",,,40,yes,,
32555399,,Calle Calderín López,residential,True,False,89.815,"LINESTRING (-15.4183366 27.9961231, -15.4183878 27.9957157, -15.4184411 27.9954097, -15.418451 27.9953746, -15.4184653 27.9953241)",,,40,yes,,
53844432,,Calle Pedro de la Ascensión,residential,True,False,26.645,"LINESTRING (-15.4183366 27.9961231, -15.4183902 27.9961133, -15.4185686 27.9961044, -15.4186065 27.9961025)",,,40,yes,,
"[323304937, 53844425, 31520508, 178771989]",,"['Calle Cervantes', 'Calle Juan Diego de la Fuente', 'Calle Rivero Bethencourt']",residential,True,False,235.418,"LINESTRING (-15.4174211 27.9954358, -15.4177926 27.9957804, -15.4176203 27.9960202, -15.4175938 27.9960904, -15.4175974 27.9961477, -15.4176034 27.9961667, -15.4176526 27.9961837, -15.4177258 27.9961869, -15.4177954 27.9961731, -15.4178721 27.9961693, -15.4178708 27.9970013, -15.4179176 27.9971268)",,,40,yes,,
32555403,,Calle Betancor Fabelo,residential,False,False,107.883,"LINESTRING (-15.4174211 27.9954358, -15.4172183 27.9955632, -15.4169198 27.9957524, -15.4166422 27.9959251, -15.416522 27.9959933)",,,40,yes,,
32555409,,Calle Ruiz,residential,True,False,39.856,"LINESTRING (-15.416522 27.9959933, -15.4165583 27.9963503)",,,40,yes,,
32555403,,Calle Betancor Fabelo,residential,False,True,107.883,"LINESTRING (-15.416522 27.9959933, -15.4166422 27.9959251, -15.4169198 27.9957524, -15.4172183 27.9955632, -15.4174211 27.9954358)",,,40,yes,,
31520535,,Calle la Mareta,residential,False,True,38.379,"LINESTRING (-15.4163175 27.9950939, -15.4162811 27.9950978, -15.4161605 27.9951105, -15.4161137 27.9951357, -15.4160925 27.9951743, -15.4160507 27.9952824)",,,40,yes,,
32555409,,Calle Ruiz,residential,True,False,102.02199999999999,"LINESTRING (-15.4163175 27.9950939, -15.4163428 27.9952229, -15.4164053 27.9955227, -15.416522 27.9959933)",,,40,yes,,
323304036,,Calle Saulo Torón,residential,True,False,36.504,"LINESTRING (-15.416175 27.9985502, -15.4161217 27.9982253)",,,40,yes,,4
323304033,,Calle Alonso Quesada,residential,True,False,66.877,"LINESTRING (-15.416175 27.9985502, -15.4162207 27.9985465, -15.4168169 27.9984823, -15.4168513 27.9984786)",,,40,yes,,
32555424,,Calle Luján Pérez,residential,True,False,42.922,"LINESTRING (-15.4179157 27.9980434, -15.4175226 27.9980819, -15.4174812 27.998086)",,,40,yes,,
323305808,,Calle Luis González Pérez,residential,True,False,87.313,"LINESTRING (-15.4179157 27.9980434, -15.4180083 27.9987547, -15.4180171 27.9988235)",,,40,yes,1,
32555448,,Calle Doctor Gutiérrez Armario,residential,True,False,33.771,"LINESTRING (-15.4157579 27.9982922, -15.4157731 27.9983517, -15.4158067 27.9985559, -15.4158126 27.9985919)",,,40,yes,,
30538467,,Calle Secretario Guedes Alemán,residential,True,False,53.321,"LINESTRING (-15.4146749 27.9968734, -15.414724 27.9968214, -15.4149964 27.9965809, -15.4150507 27.9965276)",,,40,yes,,
256047038,,Calle Argentina,residential,True,False,63.772000000000006,"LINESTRING (-15.4146749 27.9968734, -15.4147215 27.9969338, -15.4149862 27.997289, -15.4150379 27.9973488)",,,40,yes,,
32555454,,Calle Navarra,residential,True,False,55.735,"LINESTRING (-15.4150507 27.9965276, -15.4150015 27.9964797, -15.4147469 27.9962077, -15.4146901 27.9961407)",,,30,yes,,
256047045,,Calle El Salvador,residential,True,False,102.434,"LINESTRING (-15.4150507 27.9965276, -15.4151237 27.996464, -15.4151677 27.9964301, -15.415771 27.9959583, -15.4158231 27.9959089)",,,40,yes,,
323304029,,Calle Sor Concepción Suárez Pérez,residential,True,False,48.944,"LINESTRING (-15.4146477 27.9976663, -15.4142947 27.9979771)",,,40,yes,,
1238836475,,Calle Padre Andrés Manjón,residential,False,True,7.491,"LINESTRING (-15.4146477 27.9976663, -15.4147028 27.9977129)",,,40,yes,,
323304026,,Calle Padre Andrés Manjón,residential,True,False,66.114,"LINESTRING (-15.4146477 27.9976663, -15.4143319 27.9972396, -15.4142818 27.9971672)",,,40,yes,,
30538467,,Calle Secretario Guedes Alemán,residential,True,False,50.566,"LINESTRING (-15.4142818 27.9971672, -15.4146749 27.9968734)",,,40,yes,,
323304026,,Calle Padre Andrés Manjón,residential,True,False,71.83800000000001,"LINESTRING (-15.4142818 27.9971672, -15.4142174 27.9970822, -15.4139169 27.9966978, -15.4138902 27.9966676, -15.4138635 27.9966373)",,,40,yes,,
"[32555409, 178768831]",,"['Calle Ruiz', 'Calle Poeta Fernando González']",residential,True,False,136.87199999999999,"LINESTRING (-15.4165583 27.9963503, -15.4166292 27.9969807, -15.4166513 27.9971024, -15.4167248 27.9975721)",,,40,yes,,
32555461,,Calle María Auxiliadora,residential,True,False,127.591,"LINESTRING (-15.4165583 27.9963503, -15.4162854 27.996372, -15.4161407 27.9964727, -15.4155449 27.9969549, -15.4155205 27.9969746)",,,40,yes,,
323305808,,Calle Luis González Pérez,residential,True,False,66.539,"LINESTRING (-15.4178216 27.9974508, -15.4179157 27.9980434)",,,40,yes,1,
256047051,,Calle Luis González Pérez,residential,False,True,37.239999999999995,"LINESTRING (-15.4178216 27.9974508, -15.4178346 27.997407, -15.4179176 27.9971268)",,,40,yes,2,
178767240,,Calle Jaime Balmes,residential,True,False,68.539,"LINESTRING (-15.4160328 27.9976531, -15.4160963 27.9976442, -15.4166329 27.9975826, -15.4167248 27.9975721)",,,40,yes,,
"[323304036, 32555454]",,"['Calle Navarra', 'Calle Saulo Torón']",residential,True,False,93.40899999999999,"LINESTRING (-15.4160328 27.9976531, -15.4160114 27.9974797, -15.4155489 27.9970013, -15.4155205 27.9969746)",,,"['40', '30']",yes,,4
178767232,,Arnao,residential,False,False,15.252,"LINESTRING (-15.415024 27.9986822, -15.4150433 27.9988183)",,,40,yes,,
32555470,,Calle Alonso Quesada,residential,True,False,78.075,"LINESTRING (-15.415024 27.9986822, -15.415406 27.9986387, -15.4154417 27.9986346, -15.4157076 27.9986043, -15.4158126 27.9985919)",,,40,yes,,
32297831,,Calle San Diego,residential,True,False,36.287,"LINESTRING (-15.4175214 27.9984104, -15.4174812 27.998086)",,,40,yes,,
31520535,,Calle la Mareta,residential,False,True,57.6,"LINESTRING (-15.4160507 27.9952824, -15.4159152 27.9957864)",,,40,yes,,
31520535,,Calle la Mareta,residential,False,False,38.379,"LINESTRING (-15.4160507 27.9952824, -15.4160925 27.9951743, -15.4161137 27.9951357, -15.4161605 27.9951105, -15.4162811 27.9950978, -15.4163175 27.9950939)",,,40,yes,,
126855635,,Calle Campillo,residential,True,False,45.11,"LINESTRING (-15.4135802 27.9950907, -15.4140289 27.9950035)",,,40,yes,,
32555492,,Calle Juan Negrín,residential,True,False,56.774,"LINESTRING (-15.4135802 27.9950907, -15.4136598 27.9955423, -15.4136684 27.9955953)",,,40,yes,,
32555492,,Calle Juan Negrín,residential,True,False,100.70299999999999,"LINESTRING (-15.4136684 27.9955953, -15.4137031 27.9956457, -15.4140399 27.9960672, -15.4142401 27.996304, -15.414264 27.9963323)",,,40,yes,,
1213269734,,Calle Alférez Quintana Suárez,residential,True,False,60.913999999999994,"LINESTRING (-15.4136684 27.9955953, -15.41312 27.9956659, -15.413087 27.9956683, -15.413054 27.9956706)",,,40,yes,,
32555503,,Calle Picachos,residential,True,False,51.927,"LINESTRING (-15.414264 27.9963323, -15.4138635 27.9966373)",,,40,yes,,
32555492,,Calle Juan Negrín,residential,True,False,72.442,"LINESTRING (-15.414264 27.9963323, -15.414309 27.9963898, -15.4146094 27.9967877, -15.4146749 27.9968734)",,,40,yes,,
32555503,,Calle Picachos,residential,True,False,54.239000000000004,"LINESTRING (-15.4138635 27.9966373, -15.4137264 27.9967638, -15.4134554 27.9968428, -15.4133889 27.9968582)",,,40,yes,,
54044410,GC-102,Callejón del Castillo,tertiary,False,False,57.065,"LINESTRING (-15.4133297 27.9969294, -15.4132196 27.9969336, -15.412939 27.9969937, -15.412764 27.9970387)",,,,,,
179551810,GC-102,Calle Poeta Pablo Neruda,tertiary,False,True,86.061,"LINESTRING (-15.4133297 27.9969294, -15.4133894 27.9969862, -15.413421 27.997033, -15.4136343 27.9975273, -15.4136802 27.9976328)",,,40,yes,,
178777055,,Calle Alférez José Ascanio,residential,True,False,70.115,"LINESTRING (-15.4193068 27.994601, -15.4197956 27.9942137, -15.4198408 27.9941825)",,,40,yes,,
31520429,,Calle Gago Coutinho,residential,True,False,61.07000000000001,"LINESTRING (-15.417546 27.9944035, -15.4173344 27.9943722, -15.4169369 27.9942932)",,,40,yes,,
178768831,,Calle Poeta Fernando González,residential,True,False,36.831,"LINESTRING (-15.4168088 27.9981495, -15.4168513 27.9984786)",,,40,yes,,
32555424,,Calle Luján Pérez,residential,True,False,67.99,"LINESTRING (-15.4168088 27.9981495, -15.4161964 27.9982151, -15.4161752 27.9982174, -15.4161217 27.9982253)",,,40,yes,,
323304036,,Calle Saulo Torón,residential,True,False,31.879,"LINESTRING (-15.4161217 27.9982253, -15.4160757 27.9979415)",,,40,yes,,4
32555424,,Calle Luján Pérez,residential,True,False,37.051,"LINESTRING (-15.4161217 27.9982253, -15.4158188 27.9982579, -15.4157892 27.9982746, -15.4157579 27.9982922)",,,40,yes,,
32555467,,Calle Jaime Balmes,residential,True,False,67.353,"LINESTRING (-15.4167248 27.9975721, -15.417404 27.997487)",,,40,yes,,
178768831,,Calle Poeta Fernando González,residential,True,False,32.435,"LINESTRING (-15.4167248 27.9975721, -15.4167704 27.997861)",,,40,yes,,
32555461,,Calle María Auxiliadora,residential,True,False,63.059,"LINESTRING (-15.4155205 27.9969746, -15.4150379 27.9973488)",,,40,yes,,
32555454,,Calle Navarra,residential,True,False,67.81400000000001,"LINESTRING (-15.4155205 27.9969746, -15.4151288 27.9965989, -15.415081 27.9965544, -15.4150507 27.9965276)",,,30,yes,,
178644255,,Calle Sor Concepción Suárez Pérez,residential,True,False,52.116,"LINESTRING (-15.4150379 27.9973488, -15.4147189 27.9976015, -15.4146477 27.9976663)",,,40,yes,,
"[32555448, 256047038]",,"['Calle Doctor Gutiérrez Armario', 'Calle Argentina']",residential,True,False,126.514,"LINESTRING (-15.4150379 27.9973488, -15.4150983 27.9974216, -15.4154604 27.9979084, -15.4157246 27.9982467, -15.4157579 27.9982922)",,,40,yes,,
203603291,GC-10,Avenida Cabildo Insular,primary,True,False,99.072,"LINESTRING (-15.4121961 27.9992832, -15.4124659 27.9992457, -15.4132012 27.9992181)",,,90,yes,2,
41914411,GC-10,Avenida Cabildo Insular,primary,True,False,43.854,"LINESTRING (-15.4165409 27.9989985, -15.4169865 27.9989713)",,,40,,2,
178759725,,Calle Farmacéutica María del Pino Suárez López,residential,True,False,47.802,"LINESTRING (-15.4165409 27.9989985, -15.4167014 27.9990596, -15.4167926 27.9991128, -15.416939 27.9992367)",,,40,yes,,
