osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,junction,name,lanes,access
"[1234761218, 302963927]",True,NA-1720,tertiary,40,False,29.063000000000002,"LINESTRING (-1.3750379 42.7827393, -1.3748981 42.7828456, -1.374777 42.7829164)",,,,
23219324,True,NA-1720,tertiary,40,False,22.832,"LINESTRING (-1.374994 42.7832095, -1.3750209 42.7831439, -1.3750166 42.7830756, -1.3749818 42.7830121)",roundabout,,,
23219324,True,NA-1720,tertiary,40,False,19.936,"LINESTRING (-1.374777 42.7829164, -1.3746956 42.7829184, -1.3746185 42.7829376, -1.3745523 42.7829724)",roundabout,,,
23219324,True,NA-1720,tertiary,40,False,18.071,"LINESTRING (-1.3745523 42.7829724, -1.3745065 42.7830149, -1.3744776 42.7830647, -1.3744676 42.7831184)",roundabout,,,
37936643,False,,residential,50,True,31.941,"LINESTRING (-1.3745523 42.7829724, -1.3744705 42.7828815, -1.3743902 42.7827132)",,Urb. Barajitoa,,
23219324,True,NA-1720,tertiary,40,False,21.452,"LINESTRING (-1.374559 42.78327, -1.3746325 42.7833051, -1.3747171 42.7833216, -1.3748046 42.783318)",roundabout,,,
23219325,False,,residential,50,True,33.664,"LINESTRING (-1.3742268 42.7832922, -1.373854 42.7834218)",,Calle Domingo Elizondo,,
302964010,True,,residential,50,False,27.29,"LINESTRING (-1.3742268 42.7832922, -1.3743905 42.7832726, -1.374559 42.78327)",,,,
37936650,False,,residential,,False,49.074,"LINESTRING (-1.373222 42.7836706, -1.3727756 42.7833749)",,Urb. Barajitoa,,
23219325,False,,residential,50,False,58.713,"LINESTRING (-1.373222 42.7836706, -1.3734244 42.7835684, -1.373854 42.7834218)",,Calle Domingo Elizondo,,
23219325,False,,residential,50,True,119.14,"LINESTRING (-1.373222 42.7836706, -1.3731029 42.7837474, -1.3730166 42.783803, -1.3723545 42.7843732, -1.372247 42.7844658)",,Calle Domingo Elizondo,,
1054387057,False,,residential,50,False,13.142,"LINESTRING (-1.3700591 42.7853291, -1.3702114 42.7853675)",,Calle Francisco Ynduráin,,
248929408,False,,living_street,,True,157.98000000000002,"LINESTRING (-1.3700591 42.7853291, -1.3693728 42.7855344, -1.3692976 42.7856866, -1.3694179 42.7857396, -1.3697336 42.7859205, -1.3697713 42.7859815, -1.3698207 42.7860617, -1.3698709 42.7862205)",,Calle las Eras,,
1054387057,False,,residential,50,True,113.892,"LINESTRING (-1.3700591 42.7853291, -1.3693237 42.784819, -1.3695722 42.7846044)",,Calle Francisco Ynduráin,,
1054387056,False,,residential,50,True,31.058,"LINESTRING (-1.369234 42.7852437, -1.368914 42.7853949)",,Calle Nueva,,
217763520,False,,living_street,,False,29.296,"LINESTRING (-1.3678708 42.7860531, -1.3678424 42.7860405, -1.3675457 42.7859417)",,Calle San Miguel,,
1257257332,False,,residential,50,True,77.81200000000001,"LINESTRING (-1.3678708 42.7860531, -1.3678347 42.7862062, -1.3678214 42.7864349, -1.3678068 42.7866855, -1.3678027 42.7867501)",,Calle Nueva,,
1257257334,False,,residential,50,False,47.672,"LINESTRING (-1.3678708 42.7860531, -1.3680268 42.7858121, -1.3681532 42.7856794)",,Calle Nueva,,
302964017,False,,residential,,False,58.47899999999999,"LINESTRING (-1.3676291 42.7880193, -1.3677933 42.7880033, -1.3682052 42.7879095, -1.3683237 42.787897)",,Barrio Irigai,,
"[1257257331, 692827373]",False,,"['residential', 'unclassified']",50,False,112.131,"LINESTRING (-1.3676291 42.7880193, -1.367761 42.7870535, -1.3677692 42.7870162)",,"['Calle Burguete', 'Calle Nueva']",2,
692827373,False,,unclassified,,True,262.166,"LINESTRING (-1.3676291 42.7880193, -1.3676709 42.7881608, -1.3678172 42.7883568, -1.3684466 42.7888374, -1.368651 42.7890386, -1.3691851 42.7897442, -1.3693579 42.7899766)",,Calle Burguete,2,
37936628,True,,unclassified,,False,29.701,"LINESTRING (-1.3693579 42.7899766, -1.3692781 42.7899992, -1.3692056 42.7900541, -1.369176 42.7901228, -1.3691829 42.7901784)",,,,
302998442,False,,unclassified,,True,35.804,"LINESTRING (-1.3693579 42.7899766, -1.3694227 42.7901279, -1.3694779 42.7902862)",,,,
692827373,False,,unclassified,,False,262.166,"LINESTRING (-1.3693579 42.7899766, -1.3691851 42.7897442, -1.368651 42.7890386, -1.3684466 42.7888374, -1.3678172 42.7883568, -1.3676709 42.7881608, -1.3676291 42.7880193)",,Calle Burguete,2,
302998442,False,,unclassified,,False,35.804,"LINESTRING (-1.3694779 42.7902862, -1.3694227 42.7901279, -1.3693579 42.7899766)",,,,
631999097,True,,unclassified,,False,23.856,"LINESTRING (-1.3694779 42.7902862, -1.3695429 42.7902565, -1.3695703 42.7902348, -1.3696069 42.7901824, -1.3696139 42.7901127)",,,,
302963925,True,NA-1720,tertiary,40,False,25.424999999999997,"LINESTRING (-1.3751055 42.7834224, -1.3750365 42.783313, -1.374994 42.7832095)",,,,
37936615,False,,unclassified,,False,127.376,"LINESTRING (-1.374591 42.787847, -1.3732412 42.7884223)",,Camino del Cementerio,,
200581505,False,,residential,,False,30.28,"LINESTRING (-1.374591 42.787847, -1.3747903 42.7880767)",,Urb. Irati,,
200581505,False,,residential,,True,29.333,"LINESTRING (-1.374591 42.787847, -1.3743979 42.7876245)",,Urb. Irati,,
37936615,False,,unclassified,,True,127.376,"LINESTRING (-1.3732412 42.7884223, -1.374591 42.787847)",,Camino del Cementerio,,
302963995,False,,living_street,,False,26.862,"LINESTRING (-1.3732412 42.7884223, -1.3730323 42.7882356)",,Calle Madre de la Fuente,,
302963995,False,,living_street,,True,31.225,"LINESTRING (-1.3732412 42.7884223, -1.3734696 42.7886476)",,Calle Madre de la Fuente,,
37936627,False,,unclassified,,False,281.924,"LINESTRING (-1.3728779 42.7907174, -1.3707248 42.7900852, -1.3704381 42.7900393, -1.3701515 42.7900246, -1.3699214 42.7900367, -1.3696139 42.7901127)",,,,
37936627,False,,unclassified,,True,281.924,"LINESTRING (-1.3696139 42.7901127, -1.3699214 42.7900367, -1.3701515 42.7900246, -1.3704381 42.7900393, -1.3707248 42.7900852, -1.3728779 42.7907174)",,,,
631999097,True,,unclassified,,False,28.544,"LINESTRING (-1.3696139 42.7901127, -1.3695762 42.7900431, -1.369496 42.7899919, -1.3694228 42.7899755, -1.3693579 42.7899766)",,,,
