osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,junction,bridge,tunnel
32726410,False,2,Calle Rubén Darío,residential,True,129.075,,"LINESTRING (-3.6377554 37.2031406, -3.6386084 37.2040818)",,,
129850215,False,2,Calle Mirlo,residential,False,34.614,,"LINESTRING (-3.6377554 37.2031406, -3.6374377 37.2033219)",,,
49358837,True,1,Calle de Federico García Lorca,residential,False,42.116,30,"LINESTRING (-3.6356747 37.2040554, -3.63613 37.2039461)",,,
49358833,True,1,Calle Doctor Tamayo Rubio,residential,False,64.69,30,"LINESTRING (-3.634915 37.2042378, -3.6348044 37.2039247, -3.6347175 37.2036777)",,,
49358837,True,1,Calle de Federico García Lorca,residential,False,58.803,30,"LINESTRING (-3.634915 37.2042378, -3.6351501 37.2041814, -3.6355507 37.2040852)",,,
398948125,True,1,Calle del Doctor Fleming,residential,False,55.471,30,"LINESTRING (-3.6368329 37.2046096, -3.6362191 37.2047089)",,,
816493765,True,1,,tertiary,False,4.588,30,"LINESTRING (-3.6368329 37.2046096, -3.6368617 37.2046439)",,,
49358835,True,1,Calle Venus,residential,False,39.422,30,"LINESTRING (-3.6362191 37.2047089, -3.6361778 37.2043559)",,,
398948125,True,1,Calle del Doctor Fleming,residential,False,38.085,30,"LINESTRING (-3.6362191 37.2047089, -3.6357981 37.2047787)",,,
816493778,False,,Calle Venus,residential,False,60.993,,"LINESTRING (-3.6362191 37.2047089, -3.6363654 37.2052449)",,,
816493781,False,1,Calle de La Tierra,residential,False,8.905,,"LINESTRING (-3.6357981 37.2047787, -3.6357935 37.2048587)",,,
816493780,True,1,Calle de La Tierra,residential,False,40.902,30,"LINESTRING (-3.6357981 37.2047787, -3.635667 37.2044449, -3.6356744 37.2044278)",,,
49358837,True,1,Calle de Federico García Lorca,residential,False,48.802,30,"LINESTRING (-3.63613 37.2039461, -3.6366576 37.2038195)",,,
49358838,True,1,Calle de Venus,residential,False,33.692,30,"LINESTRING (-3.63613 37.2039461, -3.636091 37.2036447)",,,
129850215,False,2,Calle Mirlo,residential,False,9.514,,"LINESTRING (-3.6374377 37.2033219, -3.6373439 37.2033636)",,,
129850215,False,2,Calle Mirlo,residential,True,34.614,,"LINESTRING (-3.6374377 37.2033219, -3.6377554 37.2031406)",,,
49358862,False,2,Calle Mercurio,tertiary,False,19.985,,"LINESTRING (-3.6366576 37.2038195, -3.6366255 37.2036416)",,,
49358862,False,2,Calle Mercurio,tertiary,True,25.267,,"LINESTRING (-3.6366576 37.2038195, -3.6366917 37.2040451)",,,
129850217,False,2,Calle los Racimos,tertiary,False,47.588,,"LINESTRING (-3.6316356 37.2033533, -3.6313935 37.2034991, -3.6312101 37.2036146)",,,
49358862,False,2,Calle Mercurio,tertiary,False,14.368,,"LINESTRING (-3.6366255 37.2036416, -3.6365977 37.2035143)",,,
49358862,False,2,Calle Mercurio,tertiary,True,19.985,,"LINESTRING (-3.6366255 37.2036416, -3.6366576 37.2038195)",,,
129850215,False,2,Calle Mirlo,residential,True,19.11,,"LINESTRING (-3.6366255 37.2036416, -3.6368276 37.2035814)",,,
49358872,True,1,Calle de La Habana,residential,False,65.313,30,"LINESTRING (-3.6358143 37.2099371, -3.6351461 37.2101857)",,,
49358855,True,1,Calle Carmen,residential,False,44.326,30,"LINESTRING (-3.6351461 37.2101857, -3.634928 37.2098269)",,,
49358872,True,1,Calle de La Habana,residential,False,96.81700000000001,30,"LINESTRING (-3.6351461 37.2101857, -3.6345573 37.2104785, -3.6342039 37.2103308)",,,
489103655,False,,Calle Olivares,residential,False,52.525999999999996,,"LINESTRING (-3.6339943 37.2085988, -3.6342243 37.2084672, -3.6344429 37.2083407, -3.634468 37.2083162)",,,
489103655,False,,Calle Olivares,residential,True,52.204,,"LINESTRING (-3.6339943 37.2085988, -3.6336241 37.2088303, -3.6335119 37.2088614)",,,
