osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,junction
143449768,True,Calle Puerto Rico,residential,False,55.211,"LINESTRING (-13.5531616 28.9660707, -13.5529322 28.9661456, -13.5528592 28.9661512, -13.5526099 28.9661456)",,,,
230389709,True,Rambla Medular,primary,False,51.876000000000005,"LINESTRING (-13.5531616 28.9660707, -13.5529797 28.9661939, -13.552714 28.9663217)",2,,,
146473412,True,Calle Brasilia,residential,False,72.474,"LINESTRING (-13.5545615 28.9644888, -13.5538207 28.9645575)",,,,
40003531,True,Avenida Alcalde Gines de la Hoz,tertiary,False,70.825,"LINESTRING (-13.5545615 28.9644888, -13.5544768 28.9643315, -13.5542766 28.963976, -13.5542427 28.9639162)",,,,
194821054,False,Calle Pérez Galdós,tertiary,False,18.457,"LINESTRING (-13.5468116 28.9642201, -13.5466951 28.9643511)",2,,,
145408810,True,Calle Colon,residential,False,40.531,"LINESTRING (-13.5468116 28.9642201, -13.547002 28.9643542, -13.5471361 28.9644487)",,,,
153586768,True,Calle La Ines,residential,False,70.799,"LINESTRING (-13.5542537 28.9605515, -13.5541687 28.9603874, -13.5536609 28.9604924)",,,,
158005342,True,Calle La Inés,residential,False,61.666,"LINESTRING (-13.5542537 28.9605515, -13.5537715 28.9607579, -13.553684 28.9607946)",,,,
158005342,True,Calle La Inés,residential,False,35.025,"LINESTRING (-13.5523194 28.9613871, -13.5521218 28.9616504)",,,,
159158191,True,Calle Alegranza,residential,False,49.977,"LINESTRING (-13.5523194 28.9613871, -13.552278 28.9613356, -13.5520671 28.960996)",,,,
40000301,False,Calle León y Castillo,tertiary,False,55.856,"LINESTRING (-13.5491998 28.9626102, -13.5490413 28.963093)",,,,
153788860,False,Calle León y Castillo,tertiary,True,36.111,"LINESTRING (-13.5491998 28.9626102, -13.5492975 28.9622969)",2,40,,
29062340,True,Calle Pérez Galdós,tertiary,False,45.384,"LINESTRING (-13.5491998 28.9626102, -13.5491502 28.962627, -13.5489958 28.9626871, -13.5487857 28.9627962)",,,,
159153819,True,,secondary,False,20.922,"LINESTRING (-13.549557 28.9600441, -13.5495762 28.9598567)",,,,
30954541,False,Calle Fajardo,tertiary,True,29.521,"LINESTRING (-13.549557 28.9600441, -13.5494097 28.9599132, -13.5493261 28.9598766)",,,,
130580620,True,Calle Blas Cabrera Topham,secondary,False,25.739,"LINESTRING (-13.5521254 28.9620706, -13.5518891 28.9619665)",,40,yes,
51216625,True,Calle Triana,residential,False,126.892,"LINESTRING (-13.5521254 28.9620706, -13.5520907 28.9620164, -13.5520934 28.9619844, -13.5521484 28.9619446, -13.5531604 28.9615142)",,,,
30953388,True,Calle Cienfuegos,residential,False,30.427,"LINESTRING (-13.5512374 28.9615026, -13.5509589 28.9616271)",,,,
153584837,True,Calle Fajardo,secondary,False,93.435,"LINESTRING (-13.5512374 28.9615026, -13.5511883 28.9614587, -13.5505554 28.960911)",,,,
153788860,False,Calle León y Castillo,tertiary,False,36.111,"LINESTRING (-13.5492975 28.9622969, -13.5491998 28.9626102)",2,40,,
39999799,True,Calle Jacinto Borges Diaz,residential,False,98.867,"LINESTRING (-13.5492975 28.9622969, -13.5492274 28.9622991, -13.5488006 28.9622791, -13.5485033 28.9622704, -13.5482821 28.9622719)",,,,
"[39999280, 40000305]",True,"['Calle Francos', 'Calle León y Castillo']",tertiary,False,113.85,"LINESTRING (-13.5492975 28.9622969, -13.5493979 28.9620662, -13.5494296 28.9619959, -13.5495085 28.9618995, -13.5499555 28.9614673)",,40,,
159169808,True,Calle Laguna,residential,False,62.065,"LINESTRING (-13.5510102 28.9628213, -13.550784 28.9633432)",,,,
39999247,True,Calle Trinidad,residential,False,38.475,"LINESTRING (-13.5504381 28.9618731, -13.5506227 28.9621791)",,,,
30953388,True,Calle Cienfuegos,residential,False,120.73599999999999,"LINESTRING (-13.5504381 28.9618731, -13.549922 28.9620926, -13.5493878 28.9622594, -13.5492975 28.9622969)",,,,
40000478,True,Calle Agrupacion Folklorica Arrecife,residential,False,75.726,"LINESTRING (-13.5505331 28.9637206, -13.550155 28.9635732, -13.5498681 28.9634613, -13.5498356 28.9634277)",,,,
"[159169808, 40010054]",True,"['Calle Laguna', 'Calle Conde de Niebla']",residential,False,102.32600000000001,"LINESTRING (-13.5505331 28.9637206, -13.5504775 28.9637983, -13.5502151 28.9641304, -13.5502337 28.964177, -13.5504833 28.964339, -13.5505816 28.9643967)",,,,
146476351,True,Calle Norte,residential,False,35.704,"LINESTRING (-13.550784 28.9633432, -13.5510527 28.9635619)",,,,
159169808,True,Calle Laguna,residential,False,48.54900000000001,"LINESTRING (-13.550784 28.9633432, -13.5507507 28.9633949, -13.5505331 28.9637206)",,,,
39999280,True,Calle Francos,tertiary,False,33.721,"LINESTRING (-13.5500946 28.9613347, -13.550334 28.9611154)",,,,
146473401,True,Calle Hermanos Zerolo,tertiary,False,79.201,"LINESTRING (-13.5500946 28.9613347, -13.5501499 28.9613561, -13.5508541 28.9615909)",,,,
39999247,True,Calle Trinidad,residential,False,65.91300000000001,"LINESTRING (-13.5499555 28.9614673, -13.5503612 28.9617553, -13.5504381 28.9618731)",,,,
39999280,True,Calle Francos,tertiary,False,20.022,"LINESTRING (-13.5499555 28.9614673, -13.5500726 28.9613586, -13.5500946 28.9613347)",,,,
30953388,True,Calle Cienfuegos,residential,False,16.147,"LINESTRING (-13.5509589 28.9616271, -13.5508151 28.9616996)",,,,
146473401,True,Calle Hermanos Zerolo,tertiary,False,51.331,"LINESTRING (-13.5509589 28.9616271, -13.551453 28.961789)",,,,
751312882,True,Calle Manolo Millares,secondary,False,21.153,"LINESTRING (-13.5537592 28.9595189, -13.5539756 28.9595005)",,,,
153586770,True,Calle Coronel Bens,residential,False,42.033,"LINESTRING (-13.5525284 28.9596174, -13.5526124 28.9599882)",,,,
751312882,True,Calle Manolo Millares,secondary,False,59.157,"LINESTRING (-13.5525284 28.9596174, -13.5531334 28.9595643)",,,,
143449759,False,Calle Doctor Gómez Ulla,tertiary,False,92.894,"LINESTRING (-13.5481039 28.9669433, -13.5487164 28.9663024)",,,,
160215243,True,Calle Doctor Gómez Ulla,tertiary,False,26.637,"LINESTRING (-13.5481039 28.9669433, -13.5480463 28.9670099, -13.5480296 28.9670797, -13.5480601 28.9671601)",,,,
153584845,True,Calle Doctor Juan Negrín,secondary,False,7.249,"LINESTRING (-13.5525149 28.9624364, -13.5525711 28.9624792)",,,,
230044152,True,Calle Doctor Gómez Ulla,residential,False,16.496,"LINESTRING (-13.5525149 28.9624364, -13.5526223 28.9623216)",,,,
39999755,True,Calle Velázquez,residential,False,27.854999999999997,"LINESTRING (-13.5475463 28.9668498, -13.5476162 28.9668772, -13.5477264 28.9669204, -13.5478076 28.9669522)",,,,
39999761,True,Calle Tarragona,residential,False,46.262,"LINESTRING (-13.5465225 28.9645627, -13.5466982 28.9649493)",,,,
194821054,False,Calle Pérez Galdós,tertiary,False,17.088,"LINESTRING (-13.5465225 28.9645627, -13.546416 28.9646849)",2,,,
194821054,False,Calle Pérez Galdós,tertiary,True,28.906,"LINESTRING (-13.5465225 28.9645627, -13.5466951 28.9643511)",2,,,
230248530,False,Calle Extremadura,residential,True,4.423,"LINESTRING (-13.5454813 28.965214, -13.5454413 28.9651951)",,,,
230248530,False,Calle Extremadura,residential,False,46.793000000000006,"LINESTRING (-13.5454813 28.965214, -13.5455485 28.9652522, -13.5457946 28.9653712, -13.5459021 28.9654172)",,,,
194821054,False,Calle Pérez Galdós,tertiary,True,95.662,"LINESTRING (-13.5459021 28.9654172, -13.5460349 28.9652151, -13.5461418 28.9650377, -13.546416 28.9646849)",2,,,
