osmid,highway,oneway,reversed,length,name,width,geometry,lanes,maxspeed,ref,bridge,junction
191446805,tertiary,False,True,68.915,,,"LINESTRING (-1.5819467 37.4144078, -1.5826746 37.4141845)",,,,,
114771294,tertiary,False,False,126.24499999999999,Avenida Juan Carlos I,5,"LINESTRING (-1.5819467 37.4144078, -1.5822092 37.4133887, -1.5822214 37.4133242, -1.5822259 37.4132945)",,,,,
132234764,residential,False,True,75.127,Calle Santa María,,"LINESTRING (-1.5773134 37.4067231, -1.5776464 37.4073448)",,,,,
132207154,residential,False,True,74.86099999999999,Paseo de Parra,4,"LINESTRING (-1.5773134 37.4067231, -1.5771871 37.4068653, -1.5770158 37.4069905, -1.5766672 37.4071392)",2,50,,,
275752062,residential,True,False,74.675,Calle Floridablanca,,"LINESTRING (-1.5802893 37.4070141, -1.5804027 37.4063486)",,,,,
275752063,residential,True,False,30.081,Calle Robles,,"LINESTRING (-1.5802893 37.4070141, -1.5806208 37.4070761)",,,,,
93948040,tertiary,False,True,47.559,Calle Murcia,5,"LINESTRING (-1.5776111 37.4103406, -1.5773684 37.4107224)",,,,,
111121793,residential,False,True,85.84,,,"LINESTRING (-1.5776111 37.4103406, -1.5778266 37.4103699, -1.578508 37.41055, -1.57854 37.4105615)",,,,,
111622715,residential,False,False,154.888,Camino del Hornillo,,"LINESTRING (-1.5776111 37.4103406, -1.5774787 37.4103062, -1.5769604 37.4102655, -1.5766531 37.4104578, -1.5759659 37.4105729)",,,,,
132207150,residential,False,False,20.806,Calle Libertad,5,"LINESTRING (-1.5776111 37.4103406, -1.5776655 37.4102409, -1.577705 37.410169)",,50,,,
146350665,tertiary,False,True,71.577,Calle Cartagena,,"LINESTRING (-1.5776111 37.4103406, -1.5769095 37.4105852, -1.5768717 37.4106034)",,50,,,
146068926,residential,False,False,67.104,,,"LINESTRING (-1.5857126 37.4074741, -1.5856481 37.4080754)",,,,,
145403678,tertiary,False,False,33.124,Avenida Juan Carlos I,5,"LINESTRING (-1.583654 37.4076874, -1.5837217 37.4073944)",,,T-332-3,,
145403698,residential,False,False,29.759,,,"LINESTRING (-1.583654 37.4076874, -1.5833344 37.4076027)",,,,,
146918462,tertiary,False,True,37.249,Avenida Juan Carlos I,5,"LINESTRING (-1.583654 37.4076874, -1.5835753 37.4080165)",,,,,
79299148,residential,False,True,70.923,Calle Doctor Luis Prieto,,"LINESTRING (-1.583654 37.4076874, -1.583771 37.4077239, -1.5843968 37.4079296)",,,T-332-3,,
117606027,residential,False,True,60.829,Calle de Alfonso Ortega Carmona,,"LINESTRING (-1.5766672 37.4071392, -1.5767181 37.4073169, -1.5767316 37.4073916, -1.5767165 37.4076807)",,,,,
132207154,residential,False,False,74.86099999999999,Paseo de Parra,4,"LINESTRING (-1.5766672 37.4071392, -1.5770158 37.4069905, -1.5771871 37.4068653, -1.5773134 37.4067231)",2,50,,,
112440018,residential,True,False,48.818,Calle Libertad,,"LINESTRING (-1.5779636 37.4097218, -1.5782743 37.4093587)",,50,,,
277063422,residential,False,True,12.177,Plaza de San Miguel,,"LINESTRING (-1.5779636 37.4097218, -1.5780791 37.4097816)",,,,,
117606028,residential,False,False,20.953000000000003,Calle de Alfonso Ortega Carmona,,"LINESTRING (-1.5779636 37.4097218, -1.5779213 37.4096365, -1.5778715 37.4095482)",,,,,
132207150,residential,False,True,54.724999999999994,Calle Libertad,5,"LINESTRING (-1.5779636 37.4097218, -1.5779191 37.4097987, -1.5778255 37.4099539, -1.577705 37.410169)",,50,,,
117606027,residential,False,True,8.757,Calle de Alfonso Ortega Carmona,,"LINESTRING (-1.5769952 37.408463, -1.5770683 37.4085162)",,,,,
117606027,residential,False,False,91.919,Calle de Alfonso Ortega Carmona,,"LINESTRING (-1.5769952 37.408463, -1.5768717 37.4082983, -1.5768122 37.408177, -1.576758 37.4080479, -1.5767165 37.4076807)",,,,,
275748800,residential,False,True,30.934,Calle Lotería,,"LINESTRING (-1.5785722 37.4102407, -1.5788974 37.410344)",,,,,
275751602,residential,False,True,63.973,Calle Progreso,,"LINESTRING (-1.5785722 37.4102407, -1.5787183 37.4096772)",,,,,
275748800,residential,False,False,49.143,Calle Lotería,,"LINESTRING (-1.5785722 37.4102407, -1.5782692 37.4099616, -1.5782108 37.4099047)",,,,,
111836346,residential,False,True,38.415,Calle Cabeza del Disco,,"LINESTRING (-1.5809741 37.4108468, -1.5814088 37.4108354)",,,,,
275751599,residential,True,False,66.78,Calle Candelaria,,"LINESTRING (-1.5809741 37.4108468, -1.5809921 37.4102464)",,,,,
110555761,residential,False,False,53.758,Calle Candelaria,,"LINESTRING (-1.5829967 37.4103278, -1.5823971 37.4102447)",,,,,
110555761,residential,False,True,58.49,Calle Candelaria,,"LINESTRING (-1.5829967 37.4103278, -1.5836454 37.4104336)",,,,,
146918462,tertiary,False,False,66.748,Avenida Juan Carlos I,5,"LINESTRING (-1.5829967 37.4103278, -1.5831494 37.4097399)",,,,,
146918462,tertiary,False,True,82.688,Avenida Juan Carlos I,5,"LINESTRING (-1.5829967 37.4103278, -1.582817 37.4110576)",,,,,
111836347,residential,True,False,108.49,"Calle Horacio Fernández Inguanzo ""El Paisano""",,"LINESTRING (-1.5809921 37.4102464, -1.5798903 37.4106777)",,,,,
112440025,residential,False,False,26.084,Calle Candelaria,,"LINESTRING (-1.5809921 37.4102464, -1.5807116 37.410173)",,,,,
110555761,residential,False,True,26.686999999999998,Calle Candelaria,,"LINESTRING (-1.5809921 37.4102464, -1.5811017 37.4102091, -1.581284 37.4101971)",,,,,
275748800,residential,False,False,45.931,Calle Lotería,,"LINESTRING (-1.5793761 37.4105054, -1.5788974 37.410344)",,,,,
275748800,residential,False,True,49.291,Calle Lotería,,"LINESTRING (-1.5793761 37.4105054, -1.5798903 37.4106777)",,,,,
112440030,residential,False,True,47.749,Calle Jovellanos,,"LINESTRING (-1.5793761 37.4105054, -1.5794909 37.4101342, -1.5794777 37.4100882)",,,,,
98886946,residential,True,False,20.311,,,"LINESTRING (-1.5799419 37.4055799, -1.5801679 37.4056136)",,,,,
99902066,tertiary,False,True,36.036,,,"LINESTRING (-1.5831516 37.4141254, -1.5835484 37.4142009)",,,,,
111718356,residential,False,True,165.999,,,"LINESTRING (-1.5831516 37.4141254, -1.5834932 37.4126574)",,,,,
103107405,residential,False,True,50.373999999999995,,,"LINESTRING (-1.5831516 37.4141254, -1.5831249 37.4140679, -1.5830906 37.4140197, -1.5828023 37.4137733)",,,,,
191446805,tertiary,False,False,43.724000000000004,,,"LINESTRING (-1.5831516 37.4141254, -1.5830892 37.4141136, -1.5830263 37.4141078, -1.5829523 37.4141095, -1.5828884 37.4141225, -1.5826746 37.4141845)",,,,,
