osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,lanes,access,tunnel
28984780,True,Carrer Major,tertiary,30,False,111.395,"LINESTRING (2.0541939 41.3676437, 2.0541536 41.3676815, 2.0534209 41.3683687, 2.0533599 41.3684259)",,,,,
28984775,False,Riera d'en Nofre,tertiary,30,True,90.441,"LINESTRING (2.0533599 41.3684259, 2.053226 41.3683456, 2.0526687 41.3680112, 2.0525134 41.367918)",,,,,
28991701,False,Carrer Major,tertiary,30,False,115.547,"LINESTRING (2.0533599 41.3684259, 2.0532349 41.3685157, 2.0527227 41.3688883, 2.0526375 41.3689497, 2.0525097 41.3690358, 2.0523587 41.3691436)",BV-2001,,2,,
28984780,True,Carrer Major,tertiary,30,False,76.206,"LINESTRING (2.0546965 41.3670715, 2.0546416 41.367134, 2.0542458 41.3675846, 2.0541939 41.3676437)",,,,,
28991751,True,Carrer de Jacint Verdaguer,residential,,False,48.228,"LINESTRING (2.0546965 41.3670715, 2.0547735 41.3671056, 2.0551944 41.3672917)",,,,,
28984748,True,Rambla de Josep Maria Jujol,tertiary,30,False,71.65299999999999,"LINESTRING (2.0528908 41.3662689, 2.052759 41.3664022, 2.052379 41.3667863)",,,,,
28984855,True,Carrer de Jacint Verdaguer,residential,,False,82.181,"LINESTRING (2.0528908 41.3662689, 2.0536471 41.3666133, 2.0537327 41.3666523)",,,,,
28984775,False,Riera d'en Nofre,tertiary,30,False,90.441,"LINESTRING (2.0525134 41.367918, 2.0526687 41.3680112, 2.053226 41.3683456, 2.0533599 41.3684259)",,,,,
28984775,False,Riera d'en Nofre,tertiary,30,True,74.633,"LINESTRING (2.0525134 41.367918, 2.0523502 41.3678284, 2.0518993 41.3675811, 2.0517914 41.3675219)",,,,,
28984861,True,Carrer de José Agustín Goytisolo,residential,,False,102.737,"LINESTRING (2.0525134 41.367918, 2.0526263 41.3677999, 2.0531595 41.3672422, 2.0532311 41.3671673)",,,,,
392528113,False,Carrer de José Agustín Goytisolo,residential,,False,27.265,"LINESTRING (2.0564484 41.3640681, 2.0565864 41.3639313, 2.0566463 41.363873)",,,,,
558100708,True,,tertiary,30,False,10.919,"LINESTRING (2.0583255 41.3636254, 2.0584265 41.363629, 2.0584562 41.36363)",,circular,,,
29481997,False,Avinguda de Barcelona,residential,30,True,159.582,"LINESTRING (2.0583828 41.3639431, 2.0583911 41.3639715, 2.0584759 41.3642767, 2.0584917 41.3643197, 2.0584977 41.3643358, 2.0585318 41.3643848, 2.0586149 41.3645016, 2.0587549 41.3646914, 2.0588643 41.3648398, 2.0589647 41.3649676, 2.0590217 41.3650344, 2.0591271 41.3651481, 2.0591975 41.3652241)",,,2,,
540228157,True,,tertiary,30,False,20.288,"LINESTRING (2.0583828 41.3639431, 2.0583031 41.3639321, 2.0582345 41.3638998, 2.0581866 41.3638507)",,circular,,,
28991680,True,Carrer Major,tertiary,30,False,79.46300000000001,"LINESTRING (2.0581866 41.3638507, 2.058115 41.363905, 2.0575504 41.3643327, 2.0575165 41.3643584)",,,,destination,
540228149,True,,tertiary,30,False,26.718,"LINESTRING (2.0581866 41.3638507, 2.0581664 41.3637926, 2.0581759 41.3637329, 2.0582137 41.36368, 2.0582747 41.3636411)",,circular,,,
"[862759056, 28991654]",False,Avinguda de Barcelona,tertiary,50,False,91.729,"LINESTRING (2.058013 41.3627357, 2.0580465 41.3628754, 2.0580814 41.3630542, 2.0582013 41.3634198, 2.0582491 41.3635221, 2.0582567 41.3635385)",,,,,
28991654,False,Avinguda de Barcelona,tertiary,50,True,16.716,"LINESTRING (2.058013 41.3627357, 2.05795 41.3626027, 2.0579438 41.3625948)",,,,,
95838851,True,Carrer de José Agustín Goytisolo,residential,,False,62.598,"LINESTRING (2.058013 41.3627357, 2.0577991 41.3628966, 2.0574832 41.3631342)",,,,,
28984866,True,Riera d'en Nofre,residential,30,False,110.939,"LINESTRING (2.054404 41.3690435, 2.0543196 41.3689936, 2.0534511 41.3684799, 2.0533599 41.3684259)",,,,,
28991714,True,Carrer del Mig,residential,30,False,124.45400000000001,"LINESTRING (2.054404 41.3690435, 2.0544437 41.3689814, 2.0550107 41.3680955, 2.0550497 41.3680346)",,,,,
28991700,True,Carrer de Frederic Cases,residential,,False,83.604,"LINESTRING (2.0550497 41.3680346, 2.0549784 41.368002, 2.0542484 41.3676686, 2.0541939 41.3676437)",,,1,,
149543243,True,Camí del Mig,residential,,False,77.073,"LINESTRING (2.0550497 41.3680346, 2.0550804 41.3679819, 2.0551428 41.3678747, 2.0553847 41.3674589, 2.0554193 41.3673994)",,,1,,
28991823,True,Carrer de Jacint Verdaguer,residential,,False,61.587,"LINESTRING (2.0554193 41.3673994, 2.0559584 41.3676503, 2.0560465 41.3676913)",,,1,,
28991834,True,Carrer Catalunya,residential,,False,83.35,"LINESTRING (2.0560465 41.3676913, 2.056033 41.3677546, 2.0559608 41.3680936, 2.0559265 41.3684348)",,,1,,
307677790,True,Carrer de Jacint Verdaguer,residential,,False,88.72,"LINESTRING (2.0560465 41.3676913, 2.0561151 41.3677263, 2.0568773 41.3681151, 2.0569258 41.3681398)",,,1,,
"[885114461, 307673606]",True,"[""Carrer Torrent d'en Negre"", 'Carrer Bon Viatge']",residential,20,False,190.278,"LINESTRING (2.0560465 41.3676913, 2.0560567 41.3676257, 2.0561204 41.3672149, 2.0561506 41.3670735, 2.0561912 41.3669689, 2.0563007 41.3669874, 2.0568171 41.3670746, 2.0571457 41.3671259, 2.0574342 41.3671617, 2.0574692 41.367166)",,,1,,
95837879,True,Carrer de Vicomicià,residential,,False,38.854,"LINESTRING (2.0576336 41.3657277, 2.0576051 41.3656835, 2.0574307 41.3654132)",,,1,,
307990195,True,Carrer Bon Viatge,living_street,20,False,92.34700000000001,"LINESTRING (2.0576336 41.3657277, 2.0575639 41.3657855, 2.0569396 41.3663033, 2.0568911 41.3663435)",,,1,,
28991838,True,Carrer de Catalunya,residential,30,False,31.164,"LINESTRING (2.0559265 41.3684348, 2.0559137 41.3687149)",,,1,,
28991824,True,Carrer de Frederic Cases,residential,,False,46.918,"LINESTRING (2.0559265 41.3684348, 2.0558731 41.3684111, 2.0557744 41.3683673, 2.0554425 41.3682201)",,,1,,
28991840,True,Riera d'en Nofre,residential,30,False,78.052,"LINESTRING (2.0558184 41.3698895, 2.0556857 41.3698007, 2.0551926 41.369471, 2.0551201 41.3694225)",,,1,,
28991846,False,Plaça de Lluís Companys,residential,30,True,150.95299999999997,"LINESTRING (2.0558184 41.3698895, 2.0557942 41.3699404, 2.0553796 41.3708129, 2.0552686 41.3710395, 2.0552358 41.3711064, 2.0552108 41.3711681)",,,,,
95837886,False,Riera d'en Nofre,residential,30,True,40.964,"LINESTRING (2.0558184 41.3698895, 2.0558972 41.3699197, 2.0562239 41.3700447, 2.0562557 41.3700569)",,,,,
28984920,False,Carrer de la Creu d'en Muntaner,residential,30,True,173.505,"LINESTRING (2.0552108 41.3711681, 2.0536914 41.3702734, 2.053575 41.3702049)",,,2,,
28991846,False,Plaça de Lluís Companys,residential,30,False,150.95299999999997,"LINESTRING (2.0552108 41.3711681, 2.0552358 41.3711064, 2.0552686 41.3710395, 2.0553796 41.3708129, 2.0557942 41.3699404, 2.0558184 41.3698895)",,,,,
28991680,True,Carrer Major,tertiary,30,False,107.57199999999999,"LINESTRING (2.0559606 41.3657356, 2.055901 41.3657981, 2.0553643 41.3663609, 2.0552512 41.3664795, 2.0552104 41.3665223)",,,,destination,
28991847,True,Carrer Baltasar d'Espanya,residential,,False,102.951,"LINESTRING (2.0568911 41.3663435, 2.0568407 41.3663106, 2.0560029 41.3657633, 2.0559606 41.3657356)",,,,,
307834574,False,Carrer Baltasar d'Espanya,living_street,,True,94.479,"LINESTRING (2.0568911 41.3663435, 2.056937 41.3663727, 2.0577076 41.3668624, 2.0577571 41.3668907)",,,,,
28984861,True,Carrer de José Agustín Goytisolo,residential,,False,100.411,"LINESTRING (2.0551024 41.3652251, 2.0552525 41.3650967, 2.0553316 41.3650291, 2.0558355 41.364598, 2.0558959 41.3645463)",,,,,
28991848,True,Carrer Baltasar d'Espanya,residential,,False,91.387,"LINESTRING (2.0551024 41.3652251, 2.0552817 41.3653317, 2.0558545 41.3656725, 2.0559606 41.3657356)",,,,,
884682674,False,Carrer Baltasar d'Espanya,residential,,False,56.471,"LINESTRING (2.0551024 41.3652251, 2.054937 41.3651235, 2.054686 41.3649694, 2.0545787 41.3649035)",,,,,
392528113,False,Carrer de José Agustín Goytisolo,residential,,True,27.265,"LINESTRING (2.0566463 41.363873, 2.0565864 41.3639313, 2.0564484 41.3640681)",,,,,
839232852,True,Carrer de Montjuïc,residential,,False,82.053,"LINESTRING (2.0566463 41.363873, 2.0566127 41.3638473, 2.0561087 41.363483, 2.0559368 41.3633622)",,,,,
48043594,True,Rambla de Josep Maria Jujol,tertiary,30,False,102.699,"LINESTRING (2.0559368 41.3633622, 2.0557627 41.3635087, 2.0552993 41.3638988, 2.0551179 41.3640516)",,,,,
910043205,True,Carrer de Montjuïc,residential,,False,12.921,"LINESTRING (2.0559368 41.3633622, 2.0559056 41.3633417, 2.0558742 41.3633223, 2.0558203 41.3632857)",,,,,
28991860,True,Carrer de Montjuïc,residential,,False,17.161,"LINESTRING (2.0546821 41.362681, 2.0544767 41.3626882)",,,,,
47905948,True,Carrer de Maria Tarrida,residential,,False,89.376,"LINESTRING (2.0546821 41.362681, 2.0540612 41.3633359)",,,,,
28984748,True,Rambla de Josep Maria Jujol,tertiary,30,False,89.978,"LINESTRING (2.0535281 41.3656162, 2.05344 41.3657064, 2.053005 41.366152, 2.0528908 41.3662689)",,,,,
28992124,True,Carrer Torrent d'en Negre,residential,,False,19.122,"LINESTRING (2.0535281 41.3656162, 2.053512 41.3655658, 2.0534707 41.3655264, 2.0534392 41.365498, 2.0534073 41.3654752)",,,1,,
28991680,True,Carrer Major,tertiary,30,False,74.62299999999999,"LINESTRING (2.0552104 41.3665223, 2.055144 41.3665932, 2.0551151 41.3666241, 2.0548467 41.366911, 2.0547446 41.3670201, 2.0546965 41.3670715)",,,,destination,
666707717,True,Carrer Torrent d'en Negre,residential,,False,71.626,"LINESTRING (2.0552104 41.3665223, 2.0551262 41.3664763, 2.0545164 41.3661433)",,,,,
29036846,True,Carrer de Maria Tarrida,secondary_link,50,False,29.563000000000002,"LINESTRING (2.0526803 41.3642862, 2.0527097 41.3641976, 2.0527026 41.3641444, 2.0526861 41.3641001, 2.0526535 41.3640291)",,,,,
29036847,True,Carrer de Maria Tarrida,secondary_link,50,False,27.634,"LINESTRING (2.052934 41.364138, 2.0528218 41.3641736, 2.0527398 41.3642193, 2.0526803 41.3642862)",,,,,
558917209,True,,secondary,50,False,27.575,"LINESTRING (2.052934 41.364138, 2.0528148 41.3641239, 2.052731 41.3640959, 2.0526535 41.3640291)",,roundabout,2,,
558910183,True,,secondary,50,False,15.38,"LINESTRING (2.0526535 41.3640291, 2.0526034 41.3639472, 2.0525918 41.3638998)",,roundabout,2,,
28984625,True,,tertiary,50,False,32.561,"LINESTRING (2.0520366 41.369145, 2.0520773 41.369107, 2.0521332 41.3690819, 2.0521971 41.369073, 2.0522612 41.3690814, 2.0523174 41.3691059, 2.0523587 41.3691436)",BV-2001,roundabout,,,
558910183,True,,secondary,50,False,32.849,"LINESTRING (2.0525918 41.3638998, 2.0526213 41.3638225, 2.052668 41.36376, 2.0527382 41.3637114, 2.052825 41.3636815)",,roundabout,2,,
"[123326739, 123326741]",True,,secondary,50,False,168.54000000000002,"LINESTRING (2.0510875 41.3629661, 2.0511663 41.3630538, 2.0512521 41.3631106, 2.0513565 41.3631552, 2.0516773 41.3632595, 2.0519093 41.3633478, 2.0522505 41.3634884, 2.0525658 41.3636434, 2.0526851 41.3636786, 2.052825 41.3636815)",,,2,,
"[29482008, 394689569]",False,Avinguda de Barcelona,residential,,True,71.974,"LINESTRING (2.0612685 41.3671151, 2.0613957 41.3671773, 2.0614893 41.367223, 2.0618293 41.3673805, 2.0619396 41.3674316, 2.0619974 41.367461)",,,,,yes
541985847,False,Avinguda de Barcelona,residential,30,False,24.356,"LINESTRING (2.0612685 41.3671151, 2.0611946 41.367079, 2.0610239 41.3669956)",,,2,,
394689567,True,Avinguda de Barcelona,residential,,False,12.823,"LINESTRING (2.0626444 41.3676072, 2.06255 41.3676072, 2.0624913 41.3676133)",,,,,
42510638,False,Carrer de Teodor Llorente,residential,,False,25.115,"LINESTRING (2.0607959 41.3646469, 2.0609972 41.364479)",,,,,
42511324,False,Carrer de la Previsió,residential,,True,38.913999999999994,"LINESTRING (2.0574692 41.367166, 2.0577216 41.3669247, 2.0577571 41.3668907)",,,,,
307673599,True,Carrer Torrent d'en Negre,residential,,False,94.393,"LINESTRING (2.0574692 41.367166, 2.0574595 41.3672054, 2.0579675 41.3673341, 2.0583922 41.3675246, 2.0584324 41.3675426)",,,1,,
42730734,True,Carrer de les Torres,residential,,False,63.165000000000006,"LINESTRING (2.0576293 41.3684906, 2.0576631 41.3684505, 2.0580114 41.3680366, 2.0580347 41.3680109)",,,,,
307677790,True,Carrer de Jacint Verdaguer,residential,,False,124.82100000000001,"LINESTRING (2.0576293 41.3684906, 2.057683 41.3685215, 2.0582553 41.3688507, 2.0582813 41.3688657, 2.0583204 41.3688876, 2.0587811 41.3691325, 2.0588308 41.3691589)",,,1,,
"[42511264, 307673300, 95837876]",True,"['Carrer Cor de la Flora', 'Carrer del Llobregat', 'Plaça de Catalunya']",residential,,False,130.417,"LINESTRING (2.0569258 41.3681398, 2.0569724 41.3680867, 2.0573285 41.3676816, 2.0577746 41.3678923, 2.0579944 41.3679925, 2.0580347 41.3680109)",,,,,
307677790,True,Carrer de Jacint Verdaguer,residential,,False,70.484,"LINESTRING (2.0569258 41.3681398, 2.0569818 41.3681677, 2.0575699 41.368461, 2.0576293 41.3684906)",,,1,,
946733962,False,Carrer de la Font del Be,residential,,False,64.949,"LINESTRING (2.0563324 41.3688564, 2.0570123 41.3691407)",,,,,
42511264,True,Carrer del Llobregat,residential,,False,93.816,"LINESTRING (2.0563324 41.3688564, 2.0563584 41.3688251, 2.0568792 41.3681961, 2.0569258 41.3681398)",,,,,
42511324,False,Carrer de la Previsió,residential,,False,61.507999999999996,"LINESTRING (2.0589045 41.3658556, 2.0588619 41.3658919, 2.0584175 41.3662708)",,,,,
95837878,True,Carrer de Montjuic,residential,,False,99.071,"LINESTRING (2.0589045 41.3658556, 2.0590004 41.365958, 2.0595404 41.3665348, 2.059587 41.3665846)",,,,,
42511324,False,Carrer de la Previsió,residential,,False,88.256,"LINESTRING (2.0584175 41.3662708, 2.0583557 41.3663265, 2.0578043 41.3668462, 2.0577571 41.3668907)",,,,,
42511324,False,Carrer de la Previsió,residential,,True,61.507999999999996,"LINESTRING (2.0584175 41.3662708, 2.0588619 41.3658919, 2.0589045 41.3658556)",,,,,
95837879,True,Carrer de Vicomicià,residential,,False,89.031,"LINESTRING (2.0584175 41.3662708, 2.0583849 41.3662482, 2.0576823 41.3657614, 2.0576336 41.3657277)",,,1,,
161584958,False,Carrer de Maria Tarrida,secondary,50,False,13.855,"LINESTRING (2.0545752 41.3625879, 2.0544767 41.3626882)",,,,,
42511192,False,Carrer Torrent d'en Negre,living_street,,True,55.743,"LINESTRING (2.0584324 41.3675426, 2.0589256 41.3678807)",,,,,
42730734,True,Carrer de les Torres,residential,,False,29.402,"LINESTRING (2.0584324 41.3675426, 2.0586484 41.3673337)",,,,,
307834574,False,Carrer Baltasar d'Espanya,living_street,,True,52.449,"LINESTRING (2.0586484 41.3673337, 2.0591401 41.3676275)",,,,,
149781537,True,Carrer de Rius i Taulet,residential,,False,64.738,"LINESTRING (2.0586484 41.3673337, 2.059144 41.3669402, 2.0591813 41.3669106)",,,,,
307834574,False,Carrer Baltasar d'Espanya,living_street,,False,89.21400000000001,"LINESTRING (2.0586484 41.3673337, 2.0577919 41.3669089, 2.0577571 41.3668907)",,,,,
42511324,False,Carrer de la Previsió,residential,,False,38.913999999999994,"LINESTRING (2.0577571 41.3668907, 2.0577216 41.3669247, 2.0574692 41.367166)",,,,,
42511324,False,Carrer de la Previsió,residential,,True,88.256,"LINESTRING (2.0577571 41.3668907, 2.0578043 41.3668462, 2.0583557 41.3663265, 2.0584175 41.3662708)",,,,,
307834574,False,Carrer Baltasar d'Espanya,living_street,,False,94.479,"LINESTRING (2.0577571 41.3668907, 2.0577076 41.3668624, 2.056937 41.3663727, 2.0568911 41.3663435)",,,,,
307834574,False,Carrer Baltasar d'Espanya,living_street,,True,89.21400000000001,"LINESTRING (2.0577571 41.3668907, 2.0577919 41.3669089, 2.0586484 41.3673337)",,,,,
42730737,False,Passeig de Canalies,living_street,,True,32.533,"LINESTRING (2.0598279 41.3680469, 2.0601372 41.368225)",,,,,
42730735,True,Carrer de Francesc Macià,residential,,False,61.413,"LINESTRING (2.0598279 41.3680469, 2.0598515 41.3680255, 2.0603058 41.3676269)",,,,,
42730737,False,Passeig de Canalies,living_street,,False,68.673,"LINESTRING (2.0598279 41.3680469, 2.0592712 41.3677149, 2.059213 41.3676719, 2.0591915 41.367656)",,,,,
541985847,False,Avinguda de Barcelona,residential,30,False,61.473,"LINESTRING (2.0610239 41.3669956, 2.0609234 41.3669353, 2.0608243 41.3668647, 2.0607611 41.3668197, 2.0606592 41.3667345, 2.0605045 41.3666051)",,,2,,
541985847,False,Avinguda de Barcelona,residential,30,True,24.356,"LINESTRING (2.0610239 41.3669956, 2.0611946 41.367079, 2.0612685 41.3671151)",,,2,,
42730735,True,Carrer de Francesc Macià,residential,,False,66.598,"LINESTRING (2.0588308 41.3691589, 2.0588869 41.369088, 2.0592389 41.3686442)",,,,,
42730739,True,Carrer de Francesc Macià,residential,20,False,116.839,"LINESTRING (2.0588308 41.3691589, 2.0587808 41.3692209, 2.0584331 41.3696406, 2.0583981 41.3696828, 2.0581164 41.3700229, 2.0580925 41.3700517)",,,1,,
95837882,True,Riera d'en Nofre,residential,,False,62.55,"LINESTRING (2.0575673 41.3706952, 2.057603 41.3707128, 2.0581401 41.370977, 2.0581942 41.3710036)",,,,,
29482012,True,,residential,,False,2.249,"LINESTRING (2.0621715 41.3674516, 2.0621912 41.3674378)",,roundabout,2,,
42780931,False,Carrer de Narcís Monturiol,residential,30,False,228.71200000000002,"LINESTRING (2.0598541 41.369755, 2.0617366 41.3711306, 2.0617589 41.3711469, 2.0618178 41.3711899)",,,,,
561588503,False,Avinguda de la Generalitat,residential,,False,136.648,"LINESTRING (2.0629484 41.3703009, 2.0628405 41.3703858, 2.0620501 41.3710078, 2.0618178 41.3711899)",,,,,
42780931,False,Carrer de Narcís Monturiol,residential,30,True,228.71200000000002,"LINESTRING (2.0618178 41.3711899, 2.0617589 41.3711469, 2.0617366 41.3711306, 2.0598541 41.369755)",,,,,
561588503,False,Avinguda de la Generalitat,residential,,True,136.648,"LINESTRING (2.0618178 41.3711899, 2.0620501 41.3710078, 2.0628405 41.3703858, 2.0629484 41.3703009)",,,,,
161584958,False,Carrer de Maria Tarrida,secondary,50,True,13.855,"LINESTRING (2.0544767 41.3626882, 2.0545752 41.3625879)",,,,,
161584970,False,Carrer de Maria Tarrida,secondary,50,False,145.67200000000003,"LINESTRING (2.0544767 41.3626882, 2.053899 41.3632937, 2.0538108 41.3633817, 2.0537083 41.3634632, 2.053526 41.3635397, 2.0533042 41.3636235)",,,,,
47905948,True,Carrer de Maria Tarrida,residential,,False,109.809,"LINESTRING (2.0533465 41.3641056, 2.0533215 41.364132, 2.0531853 41.364276, 2.0525847 41.3649108)",,,,,
47906226,False,Carrer Baltasar d'Espanya,residential,,False,65.816,"LINESTRING (2.0533465 41.3641056, 2.053534 41.3642201, 2.0538513 41.3644138, 2.0539583 41.3644791)",,,,,
47905948,True,Carrer de Maria Tarrida,residential,,False,117.364,"LINESTRING (2.0525847 41.3649108, 2.0517404 41.3657549)",,,,,
149710040,True,Carrer de Jacint Verdaguer,residential,,False,94.102,"LINESTRING (2.0517404 41.3657549, 2.0519497 41.365848, 2.0525278 41.3661051, 2.0527105 41.3661863)",,,,,
47905948,True,Carrer de Maria Tarrida,residential,,False,104.321,"LINESTRING (2.0540612 41.3633359, 2.0539919 41.3634084, 2.0534664 41.3639761, 2.0533465 41.3641056)",,,,,
47906124,True,Carrer de Joan Vinyoli,residential,,False,105.304,"LINESTRING (2.0540612 41.3633359, 2.0542394 41.3634457, 2.0548374 41.3638604, 2.0549981 41.3639699)",,,,,
28968697,True,Rambla Josep Maria Jujol,tertiary,30,False,102.452,"LINESTRING (2.0549981 41.3639699, 2.0551723 41.3638249, 2.0556462 41.3634306, 2.0558203 41.3632857)",,,,,
47906124,True,Carrer de Joan Vinyoli,residential,,False,13.510000000000002,"LINESTRING (2.0549981 41.3639699, 2.0550579 41.3640113, 2.0550859 41.3640306, 2.0551179 41.3640516)",,,,,
47906124,True,Carrer de Joan Vinyoli,residential,,False,85.096,"LINESTRING (2.0551179 41.3640516, 2.0553157 41.3641774, 2.0558229 41.3644999, 2.0558959 41.3645463)",,,,,
48043594,True,Rambla de Josep Maria Jujol,tertiary,30,False,72.665,"LINESTRING (2.0551179 41.3640516, 2.0549753 41.3641812, 2.0546913 41.3644393, 2.0545635 41.3645555)",,,,,
28984861,True,Carrer de José Agustín Goytisolo,residential,,False,70.381,"LINESTRING (2.0558959 41.3645463, 2.0559591 41.3644916, 2.0564484 41.3640681)",,,,,
28984861,True,Carrer de José Agustín Goytisolo,residential,,False,111.6,"LINESTRING (2.0543 41.366028, 2.0543299 41.3659981, 2.0549527 41.3653749, 2.0551024 41.3652251)",,,,,
