osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,junction,width,tunnel
45702046,True,Calle Cortes de Aragón,residential,False,11.524,,,,"LINESTRING (-0.7857624 41.8678756, -0.7857393 41.8679778)",,,
1124954272,False,Avenida de los Pirineos,primary,True,3.975,2,N-330a,30,"LINESTRING (-0.7857624 41.8678756, -0.7857311 41.8679027)",,,
1124954272,False,Avenida de los Pirineos,primary,False,32.751,2,N-330a,30,"LINESTRING (-0.7857624 41.8678756, -0.7858278 41.8678276, -0.7860439 41.8676687)",,,
1124954272,False,Avenida de los Pirineos,primary,False,68.875,2,N-330a,30,"LINESTRING (-0.7860439 41.8676687, -0.7866215 41.867223)",,,
1124954272,False,Avenida de los Pirineos,primary,True,32.751,2,N-330a,30,"LINESTRING (-0.7860439 41.8676687, -0.7858278 41.8678276, -0.7857624 41.8678756)",,,
806789964,False,Avenida de los Pirineos,primary,False,10.995,2,N-330a,,"LINESTRING (-0.7871055 41.8666646, -0.7871795 41.8665825)",,,
806789965,True,Calle Jorge Luna,residential,False,27.372,,,,"LINESTRING (-0.7871055 41.8666646, -0.7874347 41.8666868)",,,
1124954272,False,Avenida de los Pirineos,primary,True,73.92699999999999,2,N-330a,30,"LINESTRING (-0.7871055 41.8666646, -0.7870346 41.8667503, -0.7868232 41.8670057, -0.7866215 41.867223)",,,
90846687,True,Carretera Zuera-Erla,primary,False,30.233999999999998,,N-330a,,"LINESTRING (-0.7922237 41.862654, -0.79222 41.8625303, -0.792232 41.8623824)",,,
806790002,True,,primary,False,21.88,,N-330a,,"LINESTRING (-0.7922237 41.862654, -0.7921629 41.8626065, -0.7920849 41.8625761, -0.7919979 41.8625659)",roundabout,,
124669141,True,Carretera Zuera-Erla,primary,False,28.162000000000003,,N-330a,,"LINESTRING (-0.792232 41.8623824, -0.7921337 41.8624642, -0.792044 41.8625285, -0.7919979 41.8625659)",,,
124669142,False,Carretera Zuera-Erla,primary,False,18.693,,N-330a,,"LINESTRING (-0.792232 41.8623824, -0.7922743 41.862314, -0.7923264 41.8622297)",,,
124669142,False,Carretera Zuera-Erla,primary,True,58.998000000000005,,N-330a,,"LINESTRING (-0.7926157 41.861745, -0.7925552 41.8618595, -0.7923264 41.8622297)",,,
45659129,False,Avenida Zaragoza,residential,True,79.273,,,,"LINESTRING (-0.792125 41.8632012, -0.7918776 41.8638899)",,,
45659131,True,Calle El Molino,residential,False,73.351,,,,"LINESTRING (-0.792125 41.8632012, -0.7913494 41.8635198)",,,
45659129,False,Avenida Zaragoza,residential,False,5.254,,,,"LINESTRING (-0.792125 41.8632012, -0.7921332 41.863174, -0.7921389 41.8631551)",,,
45659131,True,Calle El Molino,residential,False,134.53999999999996,,,,"LINESTRING (-0.7897334 41.8645697, -0.7897269 41.8645854, -0.7894491 41.8652535, -0.7892608 41.8656778, -0.7892478 41.8657083, -0.7892429 41.8657231)",,,
42704767,True,Calle Dos Aguas,residential,False,25.101,,,,"LINESTRING (-0.7895393 41.8657692, -0.7894397 41.8657588, -0.7892429 41.8657231)",,,
45702018,True,Calle Los Olivares,residential,False,109.35100000000001,,,,"LINESTRING (-0.7895393 41.8657692, -0.7895305 41.865849, -0.789464 41.8664509, -0.789439 41.8665851, -0.7894262 41.8666541, -0.7894133 41.8666818, -0.7893848 41.8667432)",,,
42704767,True,Calle Dos Aguas,residential,False,78.838,,,,"LINESTRING (-0.7904829 41.8656763, -0.7904185 41.8656836, -0.7899165 41.8657402, -0.7896699 41.8657592, -0.7896562 41.8657602, -0.7896093 41.8657638, -0.7895393 41.8657692)",,,
