osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge
4798125,True,2,,,trunk,False,15.982,"LINESTRING (-5.1799948 43.3889001, -5.1799908 43.3888523, -5.1799647 43.3888083, -5.1799198 43.3887732)",,roundabout,
400412133,False,,N-634,Carretera Irún - La Coruña,trunk,False,57.650999999999996,"LINESTRING (-5.1811742 43.3885148, -5.1811924 43.3888089, -5.1811847 43.3890329)",,,
4798120,True,1,,,trunk_link,False,38.431999999999995,"LINESTRING (-5.1803668 43.3886567, -5.1801159 43.3887318, -5.1799675 43.3887644, -5.1799198 43.3887732)",,,
400412135,False,2,,,trunk_link,True,82.705,"LINESTRING (-5.1803668 43.3886567, -5.1806875 43.3885264, -5.1810234 43.388397, -5.1811401 43.388364, -5.181285 43.388334)",,,
4798119,True,1,,,trunk_link,False,264.56199999999995,"LINESTRING (-5.181285 43.388334, -5.1817149 43.388369, -5.1819133 43.3884048, -5.1820847 43.3884672, -5.1821937 43.3885467, -5.1822739 43.388677, -5.1822825 43.388817, -5.1822384 43.3889296, -5.1821326 43.3890378, -5.1819826 43.3891086, -5.1818116 43.389143, -5.1816645 43.3891342, -5.1814876 43.389086, -5.1813664 43.3889935, -5.1812919 43.3888575, -5.1812499 43.3886724, -5.1811742 43.3885148)",,,
400412135,False,2,,,trunk_link,False,82.705,"LINESTRING (-5.181285 43.388334, -5.1811401 43.388364, -5.1810234 43.388397, -5.1806875 43.3885264, -5.1803668 43.3886567)",,,
"[844863961, 844863962, 4798124]",False,2,,,trunk_link,True,122.094,"LINESTRING (-5.181285 43.388334, -5.1814388 43.3883164, -5.1815479 43.3883105, -5.1816427 43.3883097, -5.1817478 43.3883167, -5.1818391 43.3883278, -5.1820336 43.3883728, -5.182296 43.3884885, -5.1824612 43.3885926, -5.1826116 43.3887125)",,,
4798398,False,,,,tertiary,True,43.564,"LINESTRING (-5.182924 43.3890318, -5.1826116 43.3887125)",50,,
"[163748559, 579888059, 4798397, 4798399]",False,2,,"['Avenida de Europa', 'Puente Emilio Llamedo Olivera']",tertiary,False,136.858,"LINESTRING (-5.182924 43.3890318, -5.1829571 43.3890653, -5.1836145 43.3897229, -5.1836494 43.3897578, -5.1837345 43.3898401, -5.1838354 43.3899315, -5.183939 43.3900164)",50,,yes
62149463,False,,PR-1,Carretera Les Arriondes - Sinariega,tertiary,False,81.508,"LINESTRING (-5.1849897 43.3902852, -5.1850044 43.390336, -5.1850128 43.3903649, -5.1851975 43.3910025)",50,,
163748559,False,2,,Avenida de Europa,tertiary,False,49.758,"LINESTRING (-5.1849897 43.3902852, -5.1852886 43.3902465, -5.1855547 43.3901596, -5.185572 43.3901517)",50,,
163748559,False,2,,Avenida de Europa,tertiary,True,91.768,"LINESTRING (-5.1849897 43.3902852, -5.1848047 43.3902816, -5.1846703 43.390268, -5.184623 43.3902632, -5.184256 43.3901576, -5.1842203 43.3901473, -5.1840729 43.3900787, -5.183939 43.3900164)",50,,
163748559,False,2,,Avenida de Europa,tertiary,True,16.283,"LINESTRING (-5.1857397 43.3900705, -5.185572 43.3901517)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,False,66.91,"LINESTRING (-5.1857397 43.3900705, -5.1858595 43.3900112, -5.1863388 43.3897245, -5.1863816 43.3896916)",50,,
"[692493834, 62164356]",False,2,AS-260,Avenida de la Constitución,secondary,True,67.487,"LINESTRING (-5.1857397 43.3900705, -5.1858152 43.3901186, -5.1858616 43.3901474, -5.1864012 43.3904406)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,False,38.24,"LINESTRING (-5.1870317 43.3891197, -5.1872852 43.3888293)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,31.602,"LINESTRING (-5.1870317 43.3891197, -5.186806 43.3893518)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,3.598,"LINESTRING (-5.1875051 43.3857598, -5.1875174 43.3857909)",50,,
4798400,False,2,,Carretera de Castañera,tertiary,False,21.445,"LINESTRING (-5.1875051 43.3857598, -5.187437 43.3855734)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,False,186.58100000000002,"LINESTRING (-5.1878347 43.3874442, -5.1878393 43.3872923, -5.18783 43.38691, -5.1878011 43.3866824, -5.1877222 43.3864131, -5.1875174 43.3857909)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,116.78200000000001,"LINESTRING (-5.1878347 43.3874442, -5.1878284 43.3875196, -5.1877561 43.3878478, -5.18763 43.38824, -5.1875297 43.3884682)",50,,
25880255,True,,,Calle de Ramón Menéndez Pidal,residential,False,100.879,"LINESTRING (-5.1878347 43.3874442, -5.187757 43.3874419, -5.1866948 43.3873982, -5.1866632 43.3873962, -5.186589 43.3873883)",,,
25880257,False,,,Calle de Juan Carlos I,residential,True,151.518,"LINESTRING (-5.186589 43.3873883, -5.1866133 43.387317, -5.1866441 43.3872418, -5.1867022 43.3870947, -5.186753 43.386954, -5.1867903 43.3868018, -5.1868204 43.3864971, -5.186824 43.3862141, -5.1868311 43.3861088, -5.1868135 43.3860464)",,,
281001101,True,,,Calle de Juan Carlos I,residential,False,152.447,"LINESTRING (-5.186589 43.3873883, -5.1865583 43.3874787, -5.1862473 43.3886694, -5.1862189 43.388732)",,,
25880256,True,,,Calle de los Castaños,residential,False,78.574,"LINESTRING (-5.1862189 43.388732, -5.1867837 43.3890075, -5.1869654 43.3890908, -5.1870317 43.3891197)",,,
25880257,False,,,Calle de Juan Carlos I,residential,False,151.518,"LINESTRING (-5.1868135 43.3860464, -5.1868311 43.3861088, -5.186824 43.3862141, -5.1868204 43.3864971, -5.1867903 43.3868018, -5.186753 43.386954, -5.1867022 43.3870947, -5.1866441 43.3872418, -5.1866133 43.387317, -5.186589 43.3873883)",,,
25880258,True,1,,Calle del Río Piloña,tertiary,False,64.575,"LINESTRING (-5.1868135 43.3860464, -5.1868836 43.3860207, -5.1874376 43.3857724, -5.1875051 43.3857598)",,,
"[62164348, 854327267, 1102171796]",False,,,Carretera de Arenas,tertiary,False,286.49099999999993,"LINESTRING (-5.1868135 43.3860464, -5.1867319 43.3860486, -5.1866683 43.3860402, -5.1866433 43.3860362, -5.1861374 43.3859479, -5.1861102 43.3859427, -5.1860444 43.3859292, -5.1858336 43.3858751, -5.1856836 43.3858335, -5.1849489 43.3856188, -5.1844397 43.3854741, -5.1839611 43.3853343, -5.1838478 43.3852902, -5.1836823 43.3852112, -5.1835394 43.3851186)",,,yes
62149437,False,,,,residential,True,41.440999999999995,"LINESTRING (-5.1877717 43.3852987, -5.1874908 43.3855595, -5.187437 43.3855734)",,,
62164361,False,,,,unclassified,False,36.986000000000004,"LINESTRING (-5.1877717 43.3852987, -5.1879551 43.3852664, -5.1882185 43.3852268)",,,
62149457,False,,,Calle de Peruyal,residential,True,40.84,"LINESTRING (-5.1851975 43.3910025, -5.1857015 43.390975)",,,
62149463,False,,PR-1,Carretera Les Arriondes - Sinariega,tertiary,False,47.650999999999996,"LINESTRING (-5.1851975 43.3910025, -5.1852994 43.3913556, -5.1853337 43.3914186)",50,,
62149463,False,,PR-1,Carretera Les Arriondes - Sinariega,tertiary,True,81.50800000000001,"LINESTRING (-5.1851975 43.3910025, -5.1850128 43.3903649, -5.1850044 43.390336, -5.1849897 43.3902852)",50,,
"[62164363, 163748564]",True,,,Plaza de Venancio Pando,residential,False,46.249,"LINESTRING (-5.1844421 43.3895411, -5.1843458 43.3896026, -5.1842729 43.3896493, -5.1841368 43.3897363, -5.1841145 43.3897852, -5.184157 43.3898468)",,,
4798396,False,2,,Calle de Argüelles,tertiary,False,51.028,"LINESTRING (-5.1863816 43.3896916, -5.1867715 43.3893778, -5.186806 43.3893518)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,66.91,"LINESTRING (-5.1863816 43.3896916, -5.1863388 43.3897245, -5.1858595 43.3900112, -5.1857397 43.3900705)",50,,
62149442,False,,,Calle del Monte del Sueve,residential,False,16.293,"LINESTRING (-5.1882499 43.3890608, -5.188134 43.3891807)",,,
164122679,False,,,,residential,False,12.585,"LINESTRING (-5.1863157 43.3905352, -5.1864012 43.3904406)",,,
"[62149443, 62149439]",True,,,"['Calle de Milia la Roxa', 'Calle del Doctor Pimentel']",residential,False,138.65800000000002,"LINESTRING (-5.1863157 43.3905352, -5.1856283 43.3902876, -5.1857015 43.390975)",,,
62164383,False,,AS-260,Carretera Arriondas - Colunga,secondary,True,22.532,"LINESTRING (-5.1876828 43.39109, -5.1879397 43.3911688)",50,,
62149447,True,,,Calle de Ramón del Valle,residential,False,138.636,"LINESTRING (-5.1876828 43.39109, -5.187735 43.3910216, -5.1878033 43.3907479, -5.1877765 43.3906919, -5.1875357 43.3905067, -5.1870224 43.3901342, -5.1869738 43.3901)",,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,False,52.391999999999996,"LINESTRING (-5.1876828 43.39109, -5.1873423 43.3909436, -5.1871355 43.390838)",50,,
62149442,False,,,Calle del Monte del Sueve,residential,True,16.293,"LINESTRING (-5.188134 43.3891807, -5.1882499 43.3890608)",,,
360768855,True,,,Calle del Monte del Sueve,residential,False,84.959,"LINESTRING (-5.188134 43.3891807, -5.1874354 43.3897517)",,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,False,7.55,"LINESTRING (-5.1864769 43.3904804, -5.1864012 43.3904406)",50,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,True,66.434,"LINESTRING (-5.1864769 43.3904804, -5.1865476 43.3905173, -5.1871355 43.390838)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,False,116.78200000000001,"LINESTRING (-5.1875297 43.3884682, -5.18763 43.38824, -5.1877561 43.3878478, -5.1878284 43.3875196, -5.1878347 43.3874442)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,44.813,"LINESTRING (-5.1875297 43.3884682, -5.1874575 43.3885978, -5.1872852 43.3888293)",50,,
62149432,False,,,Calle de Evaristo Valle,residential,False,165.416,"LINESTRING (-5.1875297 43.3884682, -5.1875874 43.3884845, -5.1880624 43.3886036, -5.1881129 43.3885862, -5.1881675 43.3885466, -5.1881634 43.3875658)",,,
62149449,False,,,Carretera a Cuadroveña,tertiary,False,25.672,"LINESTRING (-5.188586 43.3863499, -5.1887389 43.3864125, -5.1888394 43.3864856)",,,
"[62149449, 844789276, 844789277]",False,,,Carretera a Cuadroveña,tertiary,"[False, True]",112.035,"LINESTRING (-5.188586 43.3863499, -5.1885434 43.3863379, -5.188435 43.3863101, -5.188311 43.3862654, -5.1882186 43.3862135, -5.1881092 43.3861145, -5.1880822 43.3860903, -5.1879285 43.3859595, -5.1876904 43.3857828, -5.1875824 43.3857771, -5.1875174 43.3857909)",,,yes
577663271,False,,,,residential,False,266.258,"LINESTRING (-5.188586 43.3863499, -5.1885493 43.3864477, -5.1885493 43.3865452, -5.1886083 43.3867518, -5.1887639 43.3869428, -5.1887907 43.3874652, -5.1887639 43.3881591, -5.1887585 43.3884281, -5.1886358 43.3886049, -5.1886307 43.3886835)",,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,True,7.55,"LINESTRING (-5.1864012 43.3904406, -5.1864769 43.3904804)",50,,
164122679,False,,,,residential,True,12.585,"LINESTRING (-5.1864012 43.3904406, -5.1863157 43.3905352)",,,
"[692493834, 62164356]",False,2,AS-260,Avenida de la Constitución,secondary,False,67.487,"LINESTRING (-5.1864012 43.3904406, -5.1858616 43.3901474, -5.1858152 43.3901186, -5.1857397 43.3900705)",50,,
62149457,False,,,Calle de Peruyal,residential,False,48.001999999999995,"LINESTRING (-5.1871355 43.390838, -5.1870622 43.3909121, -5.1865953 43.3908842)",,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,False,66.434,"LINESTRING (-5.1871355 43.390838, -5.1865476 43.3905173, -5.1864769 43.3904804)",50,,
62164356,False,,AS-260,Avenida de la Constitución,secondary,True,52.391999999999996,"LINESTRING (-5.1871355 43.390838, -5.1873423 43.3909436, -5.1876828 43.39109)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,38.24,"LINESTRING (-5.1872852 43.3888293, -5.1870317 43.3891197)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,False,44.813,"LINESTRING (-5.1872852 43.3888293, -5.1874575 43.3885978, -5.1875297 43.3884682)",50,,
62149436,True,,,Calle de Covadonga,residential,False,78.942,"LINESTRING (-5.1872852 43.3888293, -5.1873595 43.3888599, -5.1880806 43.3891563, -5.188134 43.3891807)",,,
62149447,True,,,Calle de Ramón del Valle,residential,False,65.97200000000001,"LINESTRING (-5.1869738 43.3901, -5.1869384 43.3900757, -5.186445 43.3897341, -5.1863816 43.3896916)",,,
360768855,True,,,Calle del Monte del Sueve,residential,False,58.321000000000005,"LINESTRING (-5.1869738 43.3901, -5.1869139 43.3901452, -5.1864769 43.3904804)",,,
62149443,True,,,Calle de Milia la Roxa,residential,False,44.985,"LINESTRING (-5.1865953 43.3908842, -5.1863909 43.3906515, -5.1863157 43.3905352)",,,
62149457,False,,,Calle de Peruyal,residential,False,73.094,"LINESTRING (-5.1865953 43.3908842, -5.1861791 43.390949, -5.1857015 43.390975)",,,
62149457,False,,,Calle de Peruyal,residential,True,48.001999999999995,"LINESTRING (-5.1865953 43.3908842, -5.1870622 43.3909121, -5.1871355 43.390838)",,,
360768855,True,,,Calle del Monte del Sueve,residential,False,53.769999999999996,"LINESTRING (-5.1874354 43.3897517, -5.18702 43.3900651, -5.1869738 43.3901)",,,
62149457,False,,,Calle de Peruyal,residential,False,40.84,"LINESTRING (-5.1857015 43.390975, -5.1851975 43.3910025)",,,
62149457,False,,,Calle de Peruyal,residential,True,73.094,"LINESTRING (-5.1857015 43.390975, -5.1861791 43.390949, -5.1865953 43.3908842)",,,
62149432,False,,,Calle de Evaristo Valle,residential,True,165.41600000000003,"LINESTRING (-5.1881634 43.3875658, -5.1881675 43.3885466, -5.1881129 43.3885862, -5.1880624 43.3886036, -5.1875874 43.3884845, -5.1875297 43.3884682)",,,
62149460,True,,,Calle Juan Carlos I,residential,False,65.916,"LINESTRING (-5.1856637 43.3891663, -5.1861346 43.3887979, -5.1862189 43.388732)",,,
"[62164370, 163748563]",True,,,"['Calle del Salmón', 'Calle Ramón del Valle']",residential,False,138.802,"LINESTRING (-5.1856637 43.3891663, -5.1855592 43.389117, -5.1852359 43.388942, -5.1851812 43.388933, -5.185132 43.3889494, -5.1849133 43.3890756, -5.1847277 43.3892307, -5.1844706 43.389479, -5.1844421 43.3895411)",,,
4798400,False,2,,Carretera de Castañera,tertiary,False,2.41,"LINESTRING (-5.187437 43.3855734, -5.1874286 43.3855526)",50,,
4798400,False,2,,Carretera de Castañera,tertiary,True,21.445,"LINESTRING (-5.187437 43.3855734, -5.1875051 43.3857598)",50,,
62149437,False,,,,residential,False,41.440999999999995,"LINESTRING (-5.187437 43.3855734, -5.1874908 43.3855595, -5.1877717 43.3852987)",,,
62164390,False,,,,unclassified,True,18.733,"LINESTRING (-5.18723 43.3856395, -5.1874286 43.3855526)",,,
4798396,False,2,,Calle de Argüelles,tertiary,False,31.602,"LINESTRING (-5.186806 43.3893518, -5.1870317 43.3891197)",50,,
4798396,False,2,,Calle de Argüelles,tertiary,True,51.028,"LINESTRING (-5.186806 43.3893518, -5.1867715 43.3893778, -5.1863816 43.3896916)",50,,
62164375,True,,,Calle de Severo Ochoa,residential,False,67.57,"LINESTRING (-5.186806 43.3893518, -5.1868736 43.3893943, -5.1874044 43.3897285, -5.1874354 43.3897517)",,,
62164395,False,,,Plaza de Venancio Pando,residential,False,25.809,"LINESTRING (-5.183939 43.3900164, -5.1839823 43.3899814, -5.1840275 43.3899448, -5.184157 43.3898468)",,,
163748559,False,2,,Avenida de Europa,tertiary,False,91.768,"LINESTRING (-5.183939 43.3900164, -5.1840729 43.3900787, -5.1842203 43.3901473, -5.184256 43.3901576, -5.184623 43.3902632, -5.1846703 43.390268, -5.1848047 43.3902816, -5.1849897 43.3902852)",50,,
"[4798399, 579888059, 4798397, 163748559]",False,2,,"['Avenida de Europa', 'Puente Emilio Llamedo Olivera']",tertiary,True,136.858,"LINESTRING (-5.183939 43.3900164, -5.1838354 43.3899315, -5.1837345 43.3898401, -5.1836494 43.3897578, -5.1836145 43.3897229, -5.1829571 43.3890653, -5.182924 43.3890318)",50,,yes
"[1102171796, 854327267, 62164348]",False,,,Carretera de Arenas,tertiary,True,286.491,"LINESTRING (-5.1835394 43.3851186, -5.1836823 43.3852112, -5.1838478 43.3852902, -5.1839611 43.3853343, -5.1844397 43.3854741, -5.1849489 43.3856188, -5.1856836 43.3858335, -5.1858336 43.3858751, -5.1860444 43.3859292, -5.1861102 43.3859427, -5.1861374 43.3859479, -5.1866433 43.3860362, -5.1866683 43.3860402, -5.1867319 43.3860486, -5.1868135 43.3860464)",,,yes
62164354,False,,AS-260,Avenida del Castañéu,secondary,False,337.942,"LINESTRING (-5.1902893 43.3935317, -5.1898793 43.3933243, -5.1894843 43.3931057, -5.1891866 43.3929196, -5.1889773 43.3927768, -5.1888318 43.3926583, -5.1887103 43.3925395, -5.1886206 43.3924351, -5.1885825 43.3923643, -5.1885291 43.3922482, -5.1883213 43.3916707, -5.1882983 43.391608, -5.1882527 43.3914809, -5.1882141 43.3914075, -5.1881457 43.3912907, -5.1880566 43.3912233, -5.1879397 43.3911688)",50,,
290409838,False,,,,unclassified,True,361.4389999999999,"LINESTRING (-5.1902893 43.3935317, -5.1903388 43.3934411, -5.1903232 43.3933599, -5.1900116 43.3931014, -5.1899129 43.3929995, -5.1898454 43.3927824, -5.1897986 43.3924427, -5.1897856 43.3922295, -5.1898064 43.391786, -5.189796 43.3916463, -5.1896999 43.391484, -5.189622 43.3912916, -5.1896896 43.391133, -5.1898246 43.3910387, -5.1899129 43.3910349, -5.1900298 43.39105, -5.1902038 43.3911009, -5.1903362 43.3911028, -5.1904609 43.3909481)",,,
62164363,True,,,Plaza de Venancio Pando,residential,False,56.943,"LINESTRING (-5.184157 43.3898468, -5.1842353 43.389867, -5.1843099 43.3898377, -5.184388 43.3897568, -5.184454 43.3896883, -5.1845457 43.3895933, -5.1844421 43.3895411)",,,
62164395,False,,,Plaza de Venancio Pando,residential,True,25.809,"LINESTRING (-5.184157 43.3898468, -5.1840275 43.3899448, -5.1839823 43.3899814, -5.183939 43.3900164)",,,
62164383,False,,AS-260,Carretera Arriondas - Colunga,secondary,False,22.532,"LINESTRING (-5.1879397 43.3911688, -5.1876828 43.39109)",50,,
62164354,False,,AS-260,Avenida del Castañéu,secondary,True,337.942,"LINESTRING (-5.1879397 43.3911688, -5.1880566 43.3912233, -5.1881457 43.3912907, -5.1882141 43.3914075, -5.1882527 43.3914809, -5.1882983 43.391608, -5.1883213 43.3916707, -5.1885291 43.3922482, -5.1885825 43.3923643, -5.1886206 43.3924351, -5.1887103 43.3925395, -5.1888318 43.3926583, -5.1889773 43.3927768, -5.1891866 43.3929196, -5.1894843 43.3931057, -5.1898793 43.3933243, -5.1902893 43.3935317)",50,,
854340521,False,,,,residential,True,70.88799999999999,"LINESTRING (-5.1879397 43.3911688, -5.1880009 43.3910666, -5.1881386 43.3909343, -5.1882541 43.3908394, -5.1883299 43.3908411, -5.1883975 43.3908496, -5.1884838 43.3908648, -5.1885585 43.3908987)",,,
4798400,False,2,,Carretera de Castañera,tertiary,True,2.41,"LINESTRING (-5.1874286 43.3855526, -5.187437 43.3855734)",50,,
62164390,False,,,,unclassified,False,18.733,"LINESTRING (-5.1874286 43.3855526, -5.18723 43.3856395)",,,
163748559,False,2,,Avenida de Europa,tertiary,False,16.283,"LINESTRING (-5.185572 43.3901517, -5.1857397 43.3900705)",50,,
163748559,False,2,,Avenida de Europa,tertiary,True,49.758,"LINESTRING (-5.185572 43.3901517, -5.1855547 43.3901596, -5.1852886 43.3902465, -5.1849897 43.3902852)",50,,
"[163748561, 62164377]",True,,,"['Calle de Nicanor Piñole', 'Calle de Leopoldo Alas ""Clarín""']",residential,False,160.161,"LINESTRING (-5.185572 43.3901517, -5.1854983 43.3901089, -5.1848985 43.3897605, -5.1850655 43.3896303, -5.1852693 43.3894726, -5.1856637 43.3891663)",,,
4798118,True,1,,,trunk_link,False,174.01299999999995,"LINESTRING (-5.1811847 43.3890329, -5.1810966 43.3891671, -5.1810402 43.3892449, -5.1809809 43.3893123, -5.1809267 43.3893599, -5.1808484 43.3894117, -5.1807622 43.3894518, -5.18068 43.3894812, -5.1805865 43.3895054, -5.1804901 43.38952, -5.1803817 43.389524, -5.1803063 43.3895183, -5.1802244 43.3895059, -5.1801479 43.3894843, -5.1800753 43.3894511, -5.1800252 43.389417, -5.1799751 43.3893711, -5.1799304 43.3893136, -5.1799066 43.3892613, -5.1798921 43.3892023, -5.1798902 43.389151, -5.1799011 43.3890869, -5.1799173 43.3890314, -5.1799346 43.3889871)",,,
400412133,False,,N-634,Carretera Irún - La Coruña,trunk,True,57.650999999999996,"LINESTRING (-5.1811847 43.3890329, -5.1811924 43.3888089, -5.1811742 43.3885148)",,,
400412134,False,,N-634,Carretera Irún - La Coruña,trunk,False,204.911,"LINESTRING (-5.1811847 43.3890329, -5.1811556 43.3892648, -5.1810751 43.3895488, -5.1809735 43.3898202, -5.1804989 43.3908)",,,
179559960,True,,,Calle de Domingo Fresnedo,residential,False,10.440999999999999,"LINESTRING (-5.1835236 43.3906752, -5.1835816 43.3906902, -5.1836472 43.3907022)",,,
179559959,False,,,Calle de Horacio Fernández Inguanzo,residential,True,232.474,"LINESTRING (-5.1826132 43.391324, -5.1826595 43.3913443, -5.1829451 43.3914697, -5.183249 43.3915966, -5.1833878 43.3916338, -5.1835758 43.3916624, -5.1837471 43.3916738, -5.1838957 43.3916645, -5.1840483 43.3916452, -5.1841318 43.3916302, -5.1845972 43.391549, -5.1846592 43.3915382, -5.1851967 43.3914445, -5.1852567 43.391434, -5.185301 43.3914252, -5.1853337 43.3914186)",,,
"[579888048, 179559966]",False,,,Calle del Barco,"['living_street', 'residential']","[False, True]",235.328,"LINESTRING (-5.1826132 43.391324, -5.182572 43.3913745, -5.1823325 43.3916681, -5.182043 43.3920108, -5.181597 43.3925386, -5.1815466 43.3926313, -5.1816048 43.3926518, -5.1819147 43.3928099, -5.1821626 43.3928641, -5.1822789 43.3928724)",,,
"[179559968, 179559971, 179559972]",True,,,"['Calle del Príncipe de Asturias', 'Calle de San Antonio']",residential,False,242.635,"LINESTRING (-5.1826132 43.391324, -5.1823745 43.391219, -5.1821189 43.3911066, -5.1820845 43.3910801, -5.1820697 43.3910565, -5.1820658 43.3910243, -5.1820707 43.3910021, -5.1820933 43.3909742, -5.1827741 43.3905242, -5.1831702 43.3902624, -5.1832047 43.3902481, -5.1832342 43.3902431, -5.1832608 43.3902431, -5.1832903 43.3902503, -5.1833071 43.3902624, -5.1833179 43.3902889, -5.1833937 43.390477, -5.1834065 43.3904928, -5.183514 43.3906372, -5.1835236 43.3906752)",,,
579888055,True,,,Calle del Barco,residential,False,104.913,"LINESTRING (-5.1826132 43.391324, -5.1826486 43.3912805, -5.1828424 43.3910429, -5.1828956 43.39101, -5.1834846 43.3906951, -5.1835236 43.3906752)",,,
"[179559946, 179559947, 62149463]",False,,PR-1,Carretera Les Arriondes - Sinariega,tertiary,False,175.41000000000003,"LINESTRING (-5.1853337 43.3914186, -5.1853901 43.3914981, -5.1855011 43.3916546, -5.1856616 43.3918496, -5.1856754 43.3918651, -5.185791 43.3919807, -5.1858105 43.3920021, -5.1858861 43.3920381, -5.186076 43.392091, -5.1861457 43.3921316, -5.1862509 43.3922932, -5.1862544 43.3923155, -5.186235 43.3923532, -5.1861859 43.3923883, -5.1860934 43.3924183, -5.1857519 43.3924736)",50,,yes
62149463,False,,PR-1,Carretera Les Arriondes - Sinariega,tertiary,True,47.650999999999996,"LINESTRING (-5.1853337 43.3914186, -5.1852994 43.3913556, -5.1851975 43.3910025)",50,,
179559959,False,,,Calle de Horacio Fernández Inguanzo,residential,False,232.47400000000002,"LINESTRING (-5.1853337 43.3914186, -5.185301 43.3914252, -5.1852567 43.391434, -5.1851967 43.3914445, -5.1846592 43.3915382, -5.1845972 43.391549, -5.1841318 43.3916302, -5.1840483 43.3916452, -5.1838957 43.3916645, -5.1837471 43.3916738, -5.1835758 43.3916624, -5.1833878 43.3916338, -5.183249 43.3915966, -5.1829451 43.3914697, -5.1826595 43.3913443, -5.1826132 43.391324)",,,
