osmid,oneway,ref,name,highway,reversed,length,geometry,junction,tunnel
28124953,False,RM-513,Avenida de la Estación,primary,True,35.546,"LINESTRING (-1.3946536 38.207629, -1.3946449 38.2076481, -1.3946263 38.2076889, -1.3946106 38.2077234, -1.3945544 38.2078074, -1.3945103 38.2078448, -1.3944344 38.2078878)",,
28125567,False,,Avenida de Cieza,tertiary,False,207.13900000000004,"LINESTRING (-1.3946536 38.207629, -1.3946236 38.2076114, -1.3945636 38.207576, -1.3945217 38.207496, -1.394502 38.2074211, -1.3944957 38.2073311, -1.3945253 38.2072276, -1.3945868 38.2071747, -1.3946967 38.207127, -1.3948926 38.2071081, -1.3951081 38.2071086, -1.3952609 38.2070615, -1.3953785 38.2070405, -1.3957332 38.2070975, -1.3959452 38.2071007, -1.3960951 38.2070714, -1.3962308 38.2070075)",,
380958542,False,RM-512,Avenida de Cieza,primary,False,86.05000000000001,"LINESTRING (-1.3946536 38.207629, -1.3948566 38.2076362, -1.3951683 38.2076664, -1.395287 38.2077044, -1.3954004 38.2077508, -1.3955805 38.207838)",,
380958542,False,RM-512,Avenida de Cieza,primary,False,40.164,"LINESTRING (-1.3955805 38.207838, -1.3957162 38.2079176, -1.3958199 38.2079999, -1.3959148 38.2080839)",,
380958542,False,RM-512,Avenida de Cieza,primary,True,86.05,"LINESTRING (-1.3955805 38.207838, -1.3954004 38.2077508, -1.395287 38.2077044, -1.3951683 38.2076664, -1.3948566 38.2076362, -1.3946536 38.207629)",,
"[206416999, 515610311]",False,,"['Calle Cabezo de la Cruz', 'Calle Pizarro']",residential,True,400.555,"LINESTRING (-1.3955805 38.207838, -1.3958104 38.2078813, -1.3966314 38.2081628, -1.3972682 38.2083738, -1.397318 38.2083858, -1.3973752 38.2083831, -1.3975308 38.2083509, -1.3978458 38.2083238, -1.3981625 38.208319, -1.398434 38.2083231, -1.39876 38.2083308, -1.3990425 38.20833, -1.3994523 38.2082938, -1.3996936 38.2082813, -1.3997344 38.2082659, -1.3997575 38.2082478, -1.3997406 38.208229, -1.3996918 38.2082115, -1.3996261 38.2082004, -1.3995332 38.2081857)",,
380958542,False,RM-512,Avenida de Cieza,primary,True,9.882,"LINESTRING (-1.3959962 38.2081456, -1.3959148 38.2080839)",,
"[515820545, 380958542]",False,RM-512,Avenida de Cieza,primary,False,280.633,"LINESTRING (-1.3959962 38.2081456, -1.396213 38.2082624, -1.3964513 38.2083559, -1.3967899 38.2084939, -1.397022 38.2086417, -1.397229 38.2088289, -1.3973273 38.2089438, -1.3974232 38.2090902, -1.3977358 38.2095566, -1.3977763 38.2096553, -1.3978669 38.210002, -1.3978838 38.2100372)",,
28124953,False,RM-513,Avenida de la Estación,primary,False,35.546,"LINESTRING (-1.3944344 38.2078878, -1.3945103 38.2078448, -1.3945544 38.2078074, -1.3946106 38.2077234, -1.3946263 38.2076889, -1.3946449 38.2076481, -1.3946536 38.207629)",,
28124953,False,RM-513,Avenida de la Estación,primary,True,112.255,"LINESTRING (-1.3944344 38.2078878, -1.3937491 38.2081542, -1.3933735 38.2083316, -1.3933052 38.2083672)",,
"[206416251, 206416243]",False,,"['Calle Duque de Ahumada', 'Calle Miguel de Cervantes']",residential,True,230.67699999999996,"LINESTRING (-1.3944344 38.2078878, -1.3946238 38.2079802, -1.3948598 38.2080652, -1.3949548 38.2080945, -1.3950672 38.2081292, -1.3952092 38.2081348, -1.3954275 38.2081669, -1.395525 38.2082129, -1.3955517 38.2082755, -1.3955145 38.2083063, -1.3954788 38.2083161, -1.3953689 38.2083119, -1.3952057 38.208298, -1.3950425 38.2082812, -1.3950286 38.2082727, -1.3949539 38.2082269, -1.3945992 38.2081864, -1.3945457 38.2084751)",,
28124953,False,RM-513,Avenida de la Estación,primary,False,112.255,"LINESTRING (-1.3933052 38.2083672, -1.3933735 38.2083316, -1.3937491 38.2081542, -1.3944344 38.2078878)",,
28125016,True,RM-513,,primary,False,35.124,"LINESTRING (-1.3933052 38.2083672, -1.3930061 38.2084404, -1.3929174 38.208439)",,
28125019,True,RM-513,,primary,False,66.625,"LINESTRING (-1.3919906 38.2086235, -1.3922546 38.2086232, -1.3926114 38.2085879, -1.392748 38.2085681)",,
28125009,True,RM-514,,primary,False,5.13,"LINESTRING (-1.3931725 38.2049752, -1.3931937 38.2049912, -1.3932196 38.205002)",roundabout,
28125009,True,RM-514,,primary,False,21.065,"LINESTRING (-1.3933601 38.2049258, -1.393355 38.204899, -1.3933391 38.204875, -1.3933142 38.2048563, -1.3932829 38.204845, -1.3932486 38.2048423, -1.3932151 38.2048484, -1.3931859 38.2048627)",roundabout,
28125563,True,,,tertiary,False,42.019000000000005,"LINESTRING (-1.3933601 38.2049258, -1.3933489 38.2048216, -1.3933739 38.2047384, -1.393456 38.204562)",,
28125009,True,RM-514,,primary,False,11.425,"LINESTRING (-1.3931681 38.2048787, -1.3931544 38.204902, -1.3931504 38.2049275, -1.3931567 38.2049527, -1.3931725 38.2049752)",roundabout,
28125565,True,RM-514,,primary,False,28.947,"LINESTRING (-1.3931681 38.2048787, -1.3930276 38.2048562, -1.3928468 38.204816)",,
28125010,True,RM-513,,primary,False,26.174,"LINESTRING (-1.392748 38.2085681, -1.3927746 38.2085888, -1.3928081 38.208602, -1.3928451 38.2086064, -1.3928821 38.2086016, -1.3929152 38.2085879, -1.3929414 38.2085669, -1.392958 38.2085405, -1.3929633 38.2085114)",roundabout,
28125010,True,RM-513,,primary,False,9.268,"LINESTRING (-1.3929633 38.2085114, -1.3929575 38.208484, -1.3929418 38.2084591, -1.3929174 38.208439)",roundabout,
28125017,True,RM-513,,primary,False,34.184,"LINESTRING (-1.3929633 38.2085114, -1.3930732 38.2084853, -1.3933052 38.2083672)",,
