osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,junction,bridge
691532221,,primary,True,False,3.895,"LINESTRING (-3.1918083 43.1964628, -3.1918276 43.1964524, -3.1918417 43.1964382)",,,BI-630,roundabout,
"[62067069, 62067085, 62067087]","['Avenida de la Estación', 'Puente Celemín']",primary,False,False,70.723,"LINESTRING (-3.1917066 43.1963816, -3.1915507 43.1962885, -3.1915373 43.1962805, -3.1911238 43.1960618, -3.1910984 43.1960504, -3.1910022 43.1960073)",,,BI-630,,yes
512552713,,primary,True,False,6.1129999999999995,"LINESTRING (-3.1917066 43.1963816, -3.1916946 43.1964077, -3.1917006 43.1964348)",,,BI-630,roundabout,
434725390,,unclassified,False,True,122.197,"LINESTRING (-3.1901256 43.1911952, -3.1901605 43.1912446, -3.1902906 43.1913542, -3.1905486 43.1915298, -3.1907571 43.1916143, -3.1909889 43.1916864, -3.191363 43.1917636)",,,,,
791389521,,primary_link,True,False,92.65,"LINESTRING (-3.1901256 43.1911952, -3.1900681 43.1913758, -3.1900115 43.1915208, -3.1898653 43.1920063)",,,,,
791389523,Kadaguako igarobidea - Corredor del Cadagua,primary,False,True,50.805,"LINESTRING (-3.1905221 43.1913384, -3.190975 43.1910226)",,80,,,
"[512568184, 512568181, 62067070]",Kadaguako igarobidea - Corredor del Cadagua,primary,False,False,91.619,"LINESTRING (-3.1905221 43.1913384, -3.1904606 43.1913839, -3.1902791 43.1915469, -3.1899981 43.1918382, -3.1898653 43.1920063)",,80,,,yes
"[512568178, 809454581]",,primary_link,True,False,46.79,"LINESTRING (-3.1905221 43.1913384, -3.1906635 43.1913646, -3.190887 43.1914529, -3.191042 43.1915153)",,,,,
170018493,,unclassified,False,False,37.941,"LINESTRING (-3.191042 43.1915153, -3.191363 43.1917636)",,,,,
"[791389524, 512568174]",,primary_link,True,False,59.306,"LINESTRING (-3.191042 43.1915153, -3.1909584 43.1914189, -3.1908932 43.1913216, -3.1908839 43.1912537, -3.1909056 43.1911382, -3.190975 43.1910226)",,,,,
170018493,,unclassified,False,True,37.941,"LINESTRING (-3.191363 43.1917636, -3.191042 43.1915153)",,,,,
434725390,,unclassified,False,True,10.334,"LINESTRING (-3.191363 43.1917636, -3.1914392 43.1918381)",,,,,
434725390,,unclassified,False,False,122.197,"LINESTRING (-3.191363 43.1917636, -3.1909889 43.1916864, -3.1907571 43.1916143, -3.1905486 43.1915298, -3.1902906 43.1913542, -3.1901605 43.1912446, -3.1901256 43.1911952)",,,,,
"[512568184, 512568181, 62067070]",Kadaguako igarobidea - Corredor del Cadagua,primary,False,True,91.619,"LINESTRING (-3.1898653 43.1920063, -3.1899981 43.1918382, -3.1902791 43.1915469, -3.1904606 43.1913839, -3.1905221 43.1913384)",,80,,,yes
185008487,Calle Cementerio,unclassified,False,False,86.545,"LINESTRING (-3.1916112 43.1943601, -3.1917794 43.1943543, -3.1918478 43.1943445, -3.1919454 43.1943305, -3.191968 43.1943273, -3.1921271 43.1943086, -3.1924038 43.1942738, -3.1925945 43.1942498, -3.192665 43.1942409)",,,,,
185008487,Calle Cementerio,unclassified,False,True,227.80200000000002,"LINESTRING (-3.1916112 43.1943601, -3.1914558 43.1944683, -3.1913875 43.1945658, -3.1912732 43.1947383, -3.1912214 43.1948325, -3.1910583 43.195113, -3.1910188 43.1951702, -3.1909423 43.1952376, -3.190735 43.1953436, -3.1906207 43.1953967, -3.1905419 43.1954226, -3.1904594 43.1954402, -3.1903134 43.1954179, -3.190205 43.1953818, -3.1901391 43.1953028, -3.190132 43.1952341, -3.1901697 43.1951706, -3.1902309 43.1951208, -3.1903558 43.1950264)",,,,,
204786691,Calle Tenerías,unclassified,False,False,468.021,"LINESTRING (-3.1916112 43.1943601, -3.1914777 43.1942455, -3.1913781 43.1941658, -3.1913133 43.1941215, -3.1910482 43.1939996, -3.1907203 43.1938419, -3.1907039 43.193834, -3.1905552 43.1937343, -3.1904452 43.1936451, -3.1902993 43.1934798, -3.1903583 43.1934006, -3.1903769 43.1933146, -3.19038 43.1932172, -3.1904204 43.1930973, -3.1902838 43.1928052, -3.1902775 43.1926988, -3.1902651 43.1926241, -3.1903893 43.1924589, -3.1904297 43.1922688, -3.1904607 43.1922529, -3.1905011 43.1922778, -3.190588 43.1924408, -3.190675 43.1924929, -3.1907464 43.1924702, -3.1907588 43.1923955, -3.190706 43.1917979, -3.1907464 43.1917549, -3.1908582 43.1917685, -3.191091 43.1918228, -3.1913456 43.19185, -3.1914392 43.1918381)",,,,,
185008487,Calle Cementerio,unclassified,False,False,227.80200000000002,"LINESTRING (-3.1903558 43.1950264, -3.1902309 43.1951208, -3.1901697 43.1951706, -3.190132 43.1952341, -3.1901391 43.1953028, -3.190205 43.1953818, -3.1903134 43.1954179, -3.1904594 43.1954402, -3.1905419 43.1954226, -3.1906207 43.1953967, -3.190735 43.1953436, -3.1909423 43.1952376, -3.1910188 43.1951702, -3.1910583 43.195113, -3.1912214 43.1948325, -3.1912732 43.1947383, -3.1913875 43.1945658, -3.1914558 43.1944683, -3.1916112 43.1943601)",,,,,
62067087,Avenida de la Estación,primary,False,False,157.613,"LINESTRING (-3.1910022 43.1960073, -3.1908967 43.1959593, -3.1908365 43.1959502, -3.1907365 43.1959383, -3.1904572 43.1960354, -3.1893181 43.1965605)",,,BI-630,,
"[62067085, 62067069, 62067087]","['Avenida de la Estación', 'Puente Celemín']",primary,False,True,70.723,"LINESTRING (-3.1910022 43.1960073, -3.1910984 43.1960504, -3.1911238 43.1960618, -3.1915373 43.1962805, -3.1915507 43.1962885, -3.1917066 43.1963816)",,,BI-630,,yes
185008516,Avenida del Kadagua,residential,False,False,238.329,"LINESTRING (-3.1910022 43.1960073, -3.1912014 43.1958283, -3.1913097 43.1957218, -3.1914086 43.1956136, -3.1925864 43.194324, -3.192665 43.1942409)",,,,,
185008486,,primary,True,False,8.190999999999999,"LINESTRING (-3.1917954 43.196358, -3.1917704 43.1963555, -3.1917456 43.1963589, -3.1917236 43.1963679, -3.1917066 43.1963816)",,,BI-630,roundabout,
185008518,,residential,True,False,14.657,"LINESTRING (-3.1919729 43.1963629, -3.1919229 43.1963508, -3.1918395 43.1963528, -3.1918252 43.1963545, -3.1917954 43.196358)",,,,,
62059080,Calle La Torre,residential,False,True,34.903999999999996,"LINESTRING (-3.192141 43.1964052, -3.1921617 43.1964029, -3.1924144 43.1963749, -3.1924512 43.1963777, -3.1925679 43.1963843)",,,,,
688198143,Calle La Torre,residential,True,False,14.416,"LINESTRING (-3.192141 43.1964052, -3.1920144 43.1963729, -3.1919729 43.1963629)",,,,,
185008520,Calle Magdalena Bajera,residential,False,True,134.414,"LINESTRING (-3.1917006 43.1964348, -3.1915923 43.1964723, -3.1914577 43.1965157, -3.1913524 43.1965771, -3.1912828 43.1966372, -3.1912223 43.1966983, -3.1909559 43.1969676, -3.1906034 43.1973121)",,,,,
512552713,,primary,True,False,10.323,"LINESTRING (-3.1917006 43.1964348, -3.1917189 43.1964538, -3.1917461 43.1964659, -3.1917776 43.196469, -3.1918083 43.1964628)",,,BI-630,roundabout,
691532220,,residential,True,False,5.533,"LINESTRING (-3.1918417 43.1964382, -3.1919089 43.1964295)",,,,,
185008486,,primary,True,False,10.931999999999999,"LINESTRING (-3.1918417 43.1964382, -3.1918502 43.1964144, -3.1918442 43.1963903, -3.1918247 43.1963702, -3.1917954 43.196358)",,,BI-630,roundabout,
185008506,,residential,True,False,9.323,"LINESTRING (-3.1919089 43.1964295, -3.1919485 43.1964042, -3.1919696 43.1963762, -3.1919729 43.1963629)",,,,,
185008507,,residential,True,False,19.011000000000003,"LINESTRING (-3.1919089 43.1964295, -3.1920144 43.1964169, -3.192141 43.1964052)",,,,,
185008520,Calle Magdalena Bajera,residential,False,False,134.41400000000002,"LINESTRING (-3.1906034 43.1973121, -3.1909559 43.1969676, -3.1912223 43.1966983, -3.1912828 43.1966372, -3.1913524 43.1965771, -3.1914577 43.1965157, -3.1915923 43.1964723, -3.1917006 43.1964348)",,,,,
434725390,,unclassified,False,False,10.334,"LINESTRING (-3.1914392 43.1918381, -3.191363 43.1917636)",,,,,
204786691,Calle Tenerías,unclassified,False,True,468.0210000000001,"LINESTRING (-3.1914392 43.1918381, -3.1913456 43.19185, -3.191091 43.1918228, -3.1908582 43.1917685, -3.1907464 43.1917549, -3.190706 43.1917979, -3.1907588 43.1923955, -3.1907464 43.1924702, -3.190675 43.1924929, -3.190588 43.1924408, -3.1905011 43.1922778, -3.1904607 43.1922529, -3.1904297 43.1922688, -3.1903893 43.1924589, -3.1902651 43.1926241, -3.1902775 43.1926988, -3.1902838 43.1928052, -3.1904204 43.1930973, -3.19038 43.1932172, -3.1903769 43.1933146, -3.1903583 43.1934006, -3.1902993 43.1934798, -3.1904452 43.1936451, -3.1905552 43.1937343, -3.1907039 43.193834, -3.1907203 43.1938419, -3.1910482 43.1939996, -3.1913133 43.1941215, -3.1913781 43.1941658, -3.1914777 43.1942455, -3.1916112 43.1943601)",,,,,
62067087,Avenida de la Estación,primary,False,True,157.613,"LINESTRING (-3.1893181 43.1965605, -3.1904572 43.1960354, -3.1907365 43.1959383, -3.1908365 43.1959502, -3.1908967 43.1959593, -3.1910022 43.1960073)",,,BI-630,,
62059080,Calle La Torre,residential,False,False,34.904,"LINESTRING (-3.1925679 43.1963843, -3.1924512 43.1963777, -3.1924144 43.1963749, -3.1921617 43.1964029, -3.192141 43.1964052)",,,,,
62059080,Calle La Torre,residential,False,True,131.648,"LINESTRING (-3.1925679 43.1963843, -3.1929345 43.1964618, -3.1932553 43.1965628, -3.1933665 43.1965983, -3.1936999 43.1967606, -3.1939911 43.1969277)",,,,,
204910168,Calle Santo Domingo,residential,False,True,169.122,"LINESTRING (-3.1925679 43.1963843, -3.192572 43.1964165, -3.19261 43.19672, -3.1926358 43.1968156, -3.1925881 43.1969431, -3.1925364 43.1970271, -3.1925285 43.1971241, -3.1925385 43.1971474, -3.1925498 43.1971736, -3.1925603 43.197198, -3.1925717 43.1972071, -3.1926029 43.1972322, -3.1926199 43.1972458, -3.1926365 43.1972516, -3.1926612 43.1972601, -3.1927908 43.1973052, -3.1928659 43.1973548, -3.1929815 43.1974312, -3.1930093 43.1974891, -3.193212 43.1976731)",,,,,
204910161,Calle El Arroyo,residential,False,False,13.262,"LINESTRING (-3.1946074 43.1971863, -3.1945371 43.197294)",,,,,
204910160,Calle El Arroyo,residential,False,False,58.016999999999996,"LINESTRING (-3.1946074 43.1971863, -3.1943259 43.1970852, -3.1941669 43.197033, -3.1939911 43.1969277)",,,,,
204910163,Calle El Arroyo,residential,False,True,33.859,"LINESTRING (-3.1946074 43.1971863, -3.1948981 43.1972821, -3.1949184 43.1973525)",,,,,
204910165,Calle La Torre,residential,False,True,51.24,"LINESTRING (-3.1937298 43.1973473, -3.1939911 43.1969277)",,,,,
204910162,Calle El Arroyo,residential,False,True,26.793,"LINESTRING (-3.1949184 43.1973525, -3.1949124 43.1973779, -3.1948892 43.1974366, -3.1948868 43.1975408, -3.1949217 43.1975837)",,,,,
204910163,Calle El Arroyo,residential,False,False,33.859,"LINESTRING (-3.1949184 43.1973525, -3.1948981 43.1972821, -3.1946074 43.1971863)",,,,,
204910163,Calle El Arroyo,residential,False,True,35.941,"LINESTRING (-3.1949184 43.1973525, -3.1949915 43.1974038, -3.1952697 43.1975487)",,,,,
204910161,Calle El Arroyo,residential,False,True,94.123,"LINESTRING (-3.1937358 43.197427, -3.1943457 43.1976254, -3.1945088 43.1973467, -3.1945371 43.197294)",,,,,
204910167,Calle Magdalena,residential,False,False,45.027,"LINESTRING (-3.1907321 43.1975483, -3.1911182 43.1977626, -3.1911709 43.1977964)",,,,,
690957875,Calle Magdalena,primary,False,False,148.93499999999997,"LINESTRING (-3.1907321 43.1975483, -3.1912302 43.1970566, -3.1917009 43.1965732, -3.191791 43.1964806, -3.1918083 43.1964628)",,,BI-630,,
204910163,Calle El Arroyo,residential,False,False,35.941,"LINESTRING (-3.1952697 43.1975487, -3.1949915 43.1974038, -3.1949184 43.1973525)",,,,,
204910159,Calle El Arroyo,residential,False,False,21.156,"LINESTRING (-3.1951703 43.1976385, -3.1951333 43.1976329, -3.1950814 43.197628, -3.1949217 43.1975837)",,,,,
204910168,Calle Santo Domingo,residential,False,False,169.122,"LINESTRING (-3.193212 43.1976731, -3.1930093 43.1974891, -3.1929815 43.1974312, -3.1928659 43.1973548, -3.1927908 43.1973052, -3.1926612 43.1972601, -3.1926365 43.1972516, -3.1926199 43.1972458, -3.1926029 43.1972322, -3.1925717 43.1972071, -3.1925603 43.197198, -3.1925498 43.1971736, -3.1925385 43.1971474, -3.1925285 43.1971241, -3.1925364 43.1970271, -3.1925881 43.1969431, -3.1926358 43.1968156, -3.19261 43.19672, -3.192572 43.1964165, -3.1925679 43.1963843)",,,,,
204910159,Calle El Arroyo,residential,False,True,21.156,"LINESTRING (-3.1949217 43.1975837, -3.1950814 43.197628, -3.1951333 43.1976329, -3.1951703 43.1976385)",,,,,
204910162,Calle El Arroyo,residential,False,False,26.793,"LINESTRING (-3.1949217 43.1975837, -3.1948868 43.1975408, -3.1948892 43.1974366, -3.1949124 43.1973779, -3.1949184 43.1973525)",,,,,
204910164,Calle El Arroyo,residential,False,True,49.91,"LINESTRING (-3.1949217 43.1975837, -3.1949511 43.1977724, -3.1952957 43.1978352)",,,,,
204910166,Calle Magdalena,residential,False,False,52.818,"LINESTRING (-3.1911709 43.1977964, -3.190784 43.1981786)",,,,,
204910167,Calle Magdalena,residential,False,False,145.91,"LINESTRING (-3.1911709 43.1977964, -3.1915342 43.1980338, -3.191186 43.1983688, -3.1910598 43.1982825, -3.1913041 43.1980588, -3.1914102 43.1979617)",,,,,
204910167,Calle Magdalena,residential,False,True,45.027,"LINESTRING (-3.1911709 43.1977964, -3.1911182 43.1977626, -3.1907321 43.1975483)",,,,,
204910166,Calle Magdalena,residential,False,True,52.818,"LINESTRING (-3.190784 43.1981786, -3.1911709 43.1977964)",,,,,
204910167,Calle Magdalena,residential,False,True,145.91,"LINESTRING (-3.1914102 43.1979617, -3.1913041 43.1980588, -3.1910598 43.1982825, -3.191186 43.1983688, -3.1915342 43.1980338, -3.1911709 43.1977964)",,,,,
204910164,Calle El Arroyo,residential,False,False,49.91,"LINESTRING (-3.1952957 43.1978352, -3.1949511 43.1977724, -3.1949217 43.1975837)",,,,,
204910161,Calle El Arroyo,residential,False,True,13.262,"LINESTRING (-3.1945371 43.197294, -3.1946074 43.1971863)",,,,,
204910161,Calle El Arroyo,residential,False,False,94.12299999999999,"LINESTRING (-3.1945371 43.197294, -3.1945088 43.1973467, -3.1943457 43.1976254, -3.1937358 43.197427)",,,,,
497160294,Calle El Arroyo,residential,False,False,38.791,"LINESTRING (-3.1945371 43.197294, -3.1945808 43.1973786, -3.1945458 43.1974671, -3.1944757 43.1976254)",,,,,
497160294,Calle El Arroyo,residential,False,True,38.791,"LINESTRING (-3.1944757 43.1976254, -3.1945458 43.1974671, -3.1945808 43.1973786, -3.1945371 43.197294)",,,,,
791389523,Kadaguako igarobidea - Corredor del Cadagua,primary,False,False,50.805,"LINESTRING (-3.190975 43.1910226, -3.1905221 43.1913384)",,80,,,
172658592,,primary_link,True,False,75.31800000000001,"LINESTRING (-3.190975 43.1910226, -3.1907827 43.1910762, -3.1905766 43.1910907, -3.1904629 43.1910794, -3.1903253 43.1910799, -3.1902444 43.1910975, -3.1901879 43.1911386, -3.1901256 43.1911952)",,,,,
