osmid,oneway,name,highway,maxspeed,reversed,length,tunnel,geometry,lanes
"[27959200, 255678951, 44804365, 27959199]",True,Avenida de la Aviación,residential,50,False,292.34900000000005,yes,"LINESTRING (-3.7872452 40.3815057, -3.787412 40.3815849, -3.7879047 40.3818276, -3.7880334 40.3819089, -3.7881895 40.3820185, -3.7882411 40.3820708, -3.7883143 40.3821626, -3.7883469 40.382242, -3.7883574 40.3823259, -3.7883293 40.382416, -3.7882631 40.3824993, -3.7882089 40.3825471, -3.7881038 40.382598, -3.7879695 40.3826358, -3.787862 40.3826362, -3.7877409 40.3826106, -3.7876584 40.382572, -3.7875889 40.3825275, -3.7875283 40.3824513, -3.7875046 40.382388, -3.7874818 40.3823288, -3.7874851 40.3822531, -3.7874908 40.3821977, -3.7876304 40.3819413)",
553509833,True,Paseo de Extremadura,unclassified,70,False,129.771,,"LINESTRING (-3.7876304 40.3819413, -3.7887151 40.3811171)",2
27879979,True,Paseo de Extremadura,unclassified,,False,176.886,,"LINESTRING (-3.7860794 40.3809237, -3.786388 40.3812465, -3.7864988 40.3814341, -3.786575 40.3816554, -3.78657 40.3819707, -3.7864814 40.3821941, -3.7864527 40.3822935, -3.7864511 40.3823038, -3.786444 40.3823347, -3.786433 40.3823989)",
44804365,True,Avenida de la Aviación,residential,50,False,118.15,,"LINESTRING (-3.7860794 40.3809237, -3.7863086 40.3810195, -3.7864621 40.3811009, -3.7867718 40.381258, -3.7872452 40.3815057)",
27879931,True,,residential,60,False,208.88100000000003,,"LINESTRING (-3.7860645 40.3830801, -3.7863366 40.3829738, -3.786471 40.3829313, -3.7867398 40.3828696, -3.7869737 40.3828334, -3.7872148 40.3828111, -3.78787 40.3827648, -3.7880447 40.3827341, -3.7882212 40.3826703, -3.7883874 40.3825607)",2
255676825,True,Paseo de Extremadura,unclassified,70,False,183.38799999999998,,"LINESTRING (-3.7860645 40.3830801, -3.7862055 40.3829787, -3.7864324 40.3828202, -3.786684 40.3826401, -3.7869144 40.3824688, -3.7871484 40.3823001, -3.7873912 40.382118, -3.7876304 40.3819413)",2
27879931,True,,residential,60,False,51.088,,"LINESTRING (-3.7883874 40.3825607, -3.7884578 40.3824427, -3.7884926 40.3822839, -3.7884427 40.3821194)",2
27879987,True,Avenida de los Arqueros,residential,,False,279.77,,"LINESTRING (-3.7883874 40.3825607, -3.7886282 40.382421, -3.7888453 40.3824105, -3.7890464 40.3824822, -3.7905791 40.383223, -3.7906672 40.3832381, -3.7907548 40.383238, -3.7908572 40.3831996, -3.791136 40.382991, -3.7911473 40.382944)",
572898160,False,Avenida de los Arqueros,residential,,True,4.196,,"LINESTRING (-3.7910978 40.3829455, -3.7911473 40.382944)",
27879983,True,Avenida de los Arqueros,residential,,False,266.68899999999996,,"LINESTRING (-3.7910978 40.3829455, -3.7908147 40.3831392, -3.7907261 40.3831598, -3.7906599 40.3831585, -3.7905725 40.3831391, -3.7894142 40.3825738, -3.7890778 40.3824013, -3.7886803 40.3822474, -3.7885761 40.3821945, -3.7884427 40.3821194)",
