osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction
74398807,False,Calle Mercado,residential,True,54.334,"LINESTRING (-4.6274407 36.7137049, -4.6274295 36.7135532, -4.62747 36.7132181)",,,
242051981,False,Carretera Coín a Cártama,secondary,False,85.237,"LINESTRING (-4.6274407 36.7137049, -4.6271983 36.7140398, -4.627049 36.714217, -4.6269056 36.7143361)",2,A-7057,
242051981,False,Carretera Coín a Cártama,secondary,True,57.36,"LINESTRING (-4.6274407 36.7137049, -4.6276483 36.7134559, -4.6278395 36.7133032)",2,A-7057,
74398837,False,Calle Dámaso Ruano,residential,False,16.837,"LINESTRING (-4.6278395 36.7133032, -4.6279547 36.7134232)",,,
242051981,False,Carretera Coín a Cártama,secondary,False,57.36,"LINESTRING (-4.6278395 36.7133032, -4.6276483 36.7134559, -4.6274407 36.7137049)",2,A-7057,
242051981,False,Carretera Coín a Cártama,secondary,True,171.709,"LINESTRING (-4.6278395 36.7133032, -4.6279715 36.7132481, -4.6281006 36.713223, -4.6282824 36.7132194, -4.6284731 36.7132472, -4.6290982 36.7134002, -4.6292497 36.7134272, -4.6294001 36.7134227, -4.6295246 36.7134002, -4.6296853 36.7133316)",2,A-7057,
38131779,False,Carretera Coín a Cártama,secondary,True,33.604,"LINESTRING (-4.6318684 36.7121295, -4.632238 36.71207)",2,A-7057,
781818564,False,,residential,True,8.747,"LINESTRING (-4.6318684 36.7121295, -4.6318124 36.7120649)",,,
242051981,False,Carretera Coín a Cártama,secondary,False,30.025999999999996,"LINESTRING (-4.6318684 36.7121295, -4.6317845 36.7121855, -4.6317272 36.7122296, -4.6316375 36.7123242)",2,A-7057,
38131779,False,Carretera Coín a Cártama,secondary,False,140.511,"LINESTRING (-4.6336521 36.7115577, -4.6333854 36.7116467, -4.6328716 36.7119406, -4.6327097 36.7119941, -4.632238 36.71207)",2,A-7057,
38131779,False,Carretera Coín a Cártama,secondary,True,272.899,"LINESTRING (-4.6336521 36.7115577, -4.6340663 36.7114788, -4.6344313 36.7114495, -4.6350677 36.7114279, -4.6353026 36.7114381, -4.6354962 36.711475, -4.6357041 36.7115284, -4.6363723 36.7118414, -4.63656 36.7119084)",2,A-7057,
38131779,False,Carretera Coín a Cártama,secondary,True,18.68,"LINESTRING (-4.63656 36.7119084, -4.6367609 36.7119562)",2,A-7057,
38131779,False,Carretera Coín a Cártama,secondary,False,272.899,"LINESTRING (-4.63656 36.7119084, -4.6363723 36.7118414, -4.6357041 36.7115284, -4.6354962 36.711475, -4.6353026 36.7114381, -4.6350677 36.7114279, -4.6344313 36.7114495, -4.6340663 36.7114788, -4.6336521 36.7115577)",2,A-7057,
242049551,False,Calle Suárez Faura,residential,True,36.26,"LINESTRING (-4.6307411 36.7116131, -4.6309372 36.7118988)",,,
781813019,True,Calle Suárez Faura,residential,False,36.315,"LINESTRING (-4.6307411 36.7116131, -4.6305564 36.711322)",,,
781813020,True,Calle González Marín,residential,False,70.285,"LINESTRING (-4.6307411 36.7116131, -4.6314281 36.7113029)",,,
74398811,False,Calle Garcilla,residential,True,81.608,"LINESTRING (-4.6357132 36.7070616, -4.634969 36.707489)",,,
242051086,False,Calle Jilguero,residential,True,18.445,"LINESTRING (-4.6357132 36.7070616, -4.6355866 36.7069304)",,,
242051086,False,Calle Jilguero,residential,False,27.938000000000002,"LINESTRING (-4.6357132 36.7070616, -4.6358558 36.7071589, -4.635945 36.7072304)",,,
242051086,False,Calle Jilguero,residential,True,15.15,"LINESTRING (-4.636667 36.7081159, -4.6365947 36.7079926)",,,
781818570,False,,tertiary,True,260.412,"LINESTRING (-4.636667 36.7081159, -4.6358505 36.7085934, -4.6349678 36.7089996, -4.6346888 36.7090952, -4.6341407 36.709269)",,MA-3304,
781813018,True,Calle Concepción,residential,False,232.606,"LINESTRING (-4.6301396 36.7107989, -4.6297684 36.7109113, -4.6294468 36.7109774, -4.6293512 36.710998, -4.6290179 36.7110699, -4.628787 36.7111493, -4.6284736 36.7113212, -4.6281684 36.7115063, -4.6278715 36.7116451, -4.627802 36.7116754)",,,
74398792,False,,residential,True,64.143,"LINESTRING (-4.6275433 36.7112458, -4.6275961 36.7114204, -4.6275631 36.7116055, -4.6275121 36.7118117)",,,
241241080,False,Calle Alcaudón,residential,True,82.102,"LINESTRING (-4.6363783 36.7076836, -4.6356185 36.7081009)",,,
242051086,False,Calle Jilguero,residential,True,25.979,"LINESTRING (-4.6363783 36.7076836, -4.6362094 36.7074932)",,,
242051086,False,Calle Jilguero,residential,False,39.406,"LINESTRING (-4.6363783 36.7076836, -4.6364944 36.7078529, -4.6365947 36.7079926)",,,
74398807,False,Calle Mercado,residential,False,62.778999999999996,"LINESTRING (-4.6279293 36.7122997, -4.6277716 36.7125417, -4.6275768 36.7127879)",,,
620164365,True,Calle González Marín,residential,False,264.607,"LINESTRING (-4.6279293 36.7122997, -4.6280758 36.7122674, -4.6287458 36.7121476, -4.6296348 36.7120162, -4.6299335 36.7119638, -4.630141 36.7118963, -4.6307411 36.7116131)",,,
74398805,False,,residential,True,26.64,"LINESTRING (-4.6365947 36.7079926, -4.6368481 36.7078656)",,,
241241077,True,Calle Alondra,residential,False,83.188,"LINESTRING (-4.6365947 36.7079926, -4.6358185 36.7084079)",,,
242051086,False,Calle Jilguero,residential,False,15.15,"LINESTRING (-4.6365947 36.7079926, -4.636667 36.7081159)",,,
242051086,False,Calle Jilguero,residential,True,39.406,"LINESTRING (-4.6365947 36.7079926, -4.6364944 36.7078529, -4.6363783 36.7076836)",,,
74398837,False,Calle Dámaso Ruano,residential,False,58.318,"LINESTRING (-4.6279547 36.7134232, -4.6283425 36.7138456)",,,
74398837,False,Calle Dámaso Ruano,residential,True,16.837,"LINESTRING (-4.6279547 36.7134232, -4.6278395 36.7133032)",,,
74398795,False,,residential,True,121.494,"LINESTRING (-4.6279547 36.7134232, -4.6278828 36.7134973, -4.6272613 36.7143629)",,,
74398811,False,Calle Garcilla,residential,False,81.608,"LINESTRING (-4.634969 36.707489, -4.6357132 36.7070616)",,,
74398845,False,,residential,False,42.635,"LINESTRING (-4.6366686 36.7075102, -4.6368481 36.7078656)",,,
74398845,False,,residential,True,44.836,"LINESTRING (-4.6366686 36.7075102, -4.6364892 36.7071335)",,,
242051981,False,Carretera Coín a Cártama,secondary,False,12.244,"LINESTRING (-4.6316375 36.7123242, -4.6315609 36.7124156)",2,A-7057,
242051981,False,Carretera Coín a Cártama,secondary,True,30.026,"LINESTRING (-4.6316375 36.7123242, -4.6317272 36.7122296, -4.6317845 36.7121855, -4.6318684 36.7121295)",2,A-7057,
781818567,True,Calle La Rioja,residential,False,49.294,"LINESTRING (-4.6316375 36.7123242, -4.6317819 36.7124196, -4.63202 36.7126423)",,,
781818570,False,,tertiary,False,170.827,"LINESTRING (-4.6366825 36.7116909, -4.6352411 36.7106785)",,MA-3304,
781818570,False,,tertiary,True,20.952,"LINESTRING (-4.6366825 36.7116909, -4.6368632 36.7118114)",,MA-3304,
74398839,True,,tertiary,False,28.537,"LINESTRING (-4.6366825 36.7116909, -4.6366813 36.7117877, -4.6366394 36.7118605, -4.63656 36.7119084)",,,
83505583,False,Calle Ecuador,residential,False,14.178,"LINESTRING (-4.6352411 36.7106785, -4.6353715 36.7106055)",,,
781818570,False,,tertiary,False,116.028,"LINESTRING (-4.6352411 36.7106785, -4.6342053 36.7100466)",,MA-3304,
