osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,tunnel,junction
47334021,True,1,Avinguda del País Valencià,tertiary,False,30.138,,,"LINESTRING (-0.258881 39.9652637, -0.2585365 39.9652025)",,
373768548,False,2,Avenida del País Valenciano,primary,True,56.68,CV-20,30,"LINESTRING (-0.258881 39.9652637, -0.2594111 39.9652453, -0.2595454 39.9652406)",,
"[700672416, 700672419, 47334066, 22476572, 47333949]",False,2,"['Avenida del Mediterráneo', 'Avenida del País Valenciano']",primary,False,414.9880000000001,CV-20,"['40', '30']","LINESTRING (-0.258881 39.9652637, -0.2581843 39.9652742, -0.2576803 39.9652555, -0.2572473 39.9652205, -0.2569508 39.9652093, -0.256654 39.9652147, -0.25645 39.9652369, -0.255746 39.9653591, -0.2555723 39.9653717, -0.2553361 39.9653677, -0.2549457 39.9653394, -0.2546901 39.9653208, -0.2540417 39.9652737)",yes,
47333957,False,2,Avinguda Alcora,tertiary,True,118.128,CV-1903,,"LINESTRING (-0.2547448 39.965857, -0.2535682 39.9664186)",,
47334034,True,,Avenida Cataluña,residential,False,44.265,,,"LINESTRING (-0.2547448 39.965857, -0.255239 39.9659795)",,
1104509995,False,2,Avinguda Alcora,tertiary,False,67.728,CV-1903,,"LINESTRING (-0.2547448 39.965857, -0.2550784 39.9657024, -0.2554249 39.9655419)",,
1104509995,False,2,Avinguda Alcora,tertiary,False,50.791999999999994,CV-1903,,"LINESTRING (-0.2554249 39.9655419, -0.2556793 39.9654747, -0.2557128 39.9654659, -0.2558626 39.9654326, -0.2559951 39.9654108)",,
1104509995,False,2,Avinguda Alcora,tertiary,True,67.728,CV-1903,,"LINESTRING (-0.2554249 39.9655419, -0.2550784 39.9657024, -0.2547448 39.965857)",,
1104509995,False,2,Avinguda Alcora,tertiary,True,4.644,CV-1903,,"LINESTRING (-0.2565956 39.9653194, -0.2565416 39.965325)",,
504545984,True,1,Avinguda Alcora,tertiary,False,26.423000000000002,CV-1903,,"LINESTRING (-0.2565956 39.9653194, -0.2566541 39.9653316, -0.2569033 39.9653236)",,
47333742,False,,Calle Pintor Oliet,residential,False,77.552,,,"LINESTRING (-0.2641757 39.9599248, -0.2638568 39.960578)",,
47333748,False,2,Calle Escultor Folià,residential,False,41.581,,,"LINESTRING (-0.2641757 39.9599248, -0.2637052 39.9598259)",,
47333748,False,2,Calle Escultor Folià,residential,True,66.73599999999999,,,"LINESTRING (-0.2641757 39.9599248, -0.2642566 39.9599479, -0.2642852 39.9599647, -0.2643083 39.9599864, -0.2646677 39.9603775)",,
47333748,False,2,Calle Escultor Folià,residential,False,6.547,,,"LINESTRING (-0.2651546 39.9609059, -0.2651092 39.9608584)",,
47333806,True,,Carrer Perera,residential,False,22.215,,,"LINESTRING (-0.2651546 39.9609059, -0.2649437 39.9610233)",,
47333742,False,,Calle Pintor Oliet,residential,False,19.039,,,"LINESTRING (-0.2638568 39.960578, -0.2637251 39.9607163)",,
47333742,False,,Calle Pintor Oliet,residential,True,77.552,,,"LINESTRING (-0.2638568 39.960578, -0.2641757 39.9599248)",,
47333742,False,,Calle Pintor Oliet,residential,True,19.039,,,"LINESTRING (-0.2637251 39.9607163, -0.2638568 39.960578)",,
47333742,False,,Calle Pintor Oliet,residential,False,42.423,,,"LINESTRING (-0.2637251 39.9607163, -0.2634655 39.9609574, -0.2634282 39.9610201)",,
47333806,True,,Carrer Perera,residential,False,25.623,,,"LINESTRING (-0.2649437 39.9610233, -0.2646952 39.961153)",,
47333748,False,2,Calle Escultor Folià,residential,True,15.698,,,"LINESTRING (-0.2650097 39.9607396, -0.2651092 39.9608584)",,
47333817,True,,Calle Perera,residential,False,32.044,,,"LINESTRING (-0.2650097 39.9607396, -0.2649437 39.9610233)",,
47333748,False,2,Calle Escultor Folià,residential,False,49.709,,,"LINESTRING (-0.2650097 39.9607396, -0.2647925 39.9605127, -0.2646677 39.9603775)",,
47333818,True,,Calle Soroller,residential,False,95.885,,,"LINESTRING (-0.2646952 39.961153, -0.2638568 39.960578)",,
47333806,True,,Carrer Perera,residential,False,70.192,,,"LINESTRING (-0.2646952 39.961153, -0.2645818 39.9612141, -0.2645496 39.9612366, -0.2645293 39.9612543, -0.2645071 39.9612824, -0.2644889 39.9613135, -0.2644734 39.9613393, -0.2644593 39.9613715, -0.2644236 39.9614808, -0.2644097 39.9615211, -0.2643834 39.9615732, -0.2643533 39.961618, -0.2643329 39.9616476, -0.264305 39.9616868)",,
47333806,True,,Carrer Perera,residential,False,14.425,,,"LINESTRING (-0.264305 39.9616868, -0.2641874 39.9617801)",,
47333743,True,,Calle Recinto,residential,False,89.867,,,"LINESTRING (-0.2640115 39.9615982, -0.263974 39.9615033, -0.26394 39.9614043, -0.2639024 39.9612913, -0.2638696 39.9612036, -0.2638551 39.9611839, -0.2638394 39.9611655, -0.2638146 39.9611446, -0.2637959 39.9611306, -0.2637829 39.9611213, -0.2637663 39.9611104, -0.2637392 39.9610968, -0.2637164 39.9610878, -0.2634282 39.9610201)",,
791244473,False,,Plaça del Raval de Sant Josep,residential,False,61.17899999999999,,,"LINESTRING (-0.2640115 39.9615982, -0.2640026 39.9616374, -0.2638091 39.9617784, -0.2636838 39.9619122, -0.2636592 39.9619136, -0.2635123 39.9618662)",,
791244475,False,,Plaça del Raval de Sant Josep,residential,True,30.304999999999996,,,"LINESTRING (-0.2640115 39.9615982, -0.2641162 39.9617768, -0.2641297 39.9617967, -0.2641478 39.9618028, -0.2641658 39.9617984, -0.2641874 39.9617801)",,
791244475,False,,Plaça del Raval de Sant Josep,residential,False,30.305,,,"LINESTRING (-0.2641874 39.9617801, -0.2641658 39.9617984, -0.2641478 39.9618028, -0.2641297 39.9617967, -0.2641162 39.9617768, -0.2640115 39.9615982)",,
47333778,True,1,Plaza el Pla,residential,False,62.27,,40,"LINESTRING (-0.2642842 39.9628609, -0.2646533 39.9623776)",,
47333873,True,,Calle Virgen del Carmen,residential,False,60.297999999999995,,,"LINESTRING (-0.2642842 39.9628609, -0.2643891 39.9628917, -0.264434 39.962906, -0.2644789 39.9629219, -0.2645487 39.9629508, -0.2646416 39.9629946, -0.2647023 39.9630247, -0.2647254 39.9630337, -0.2647468 39.9630402, -0.2647713 39.9630421, -0.2648471 39.96304, -0.2649023 39.9630382, -0.264934 39.9630372)",,
