osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,tunnel
459356122,N-640,Rúa do Areal,primary,,False,True,168.834,"LINESTRING (-8.111119 42.6632372, -8.1110063 42.6632473, -8.1108299 42.6632628, -8.1106475 42.6632983, -8.1104436 42.6633614, -8.1102988 42.6634206, -8.1101915 42.6634916, -8.1100896 42.6636257, -8.1100467 42.6636928, -8.1099055 42.664065, -8.109841 42.6642185)",1,50,
158250038,,Rúa da Banda de Música de Lalín,residential,,False,False,312.736,"LINESTRING (-8.1088484 42.6643581, -8.1085944 42.6642558, -8.1080189 42.6640242, -8.1076712 42.6638746, -8.1073748 42.6638908, -8.1064723 42.6640703, -8.1063571 42.6640789, -8.1052811 42.6641595, -8.1052389 42.6641743)",,50,
"[158275114, 191994173]",PO-533,Rúa Pena Toares,primary,,False,"[False, True]",88.626,"LINESTRING (-8.1088484 42.6643581, -8.1087135 42.664113, -8.1086895 42.6638999, -8.1086536 42.6635822)",2,,
158275114,PO-533,,primary,,False,True,29.845,"LINESTRING (-8.1088484 42.6643581, -8.1089762 42.6644116, -8.1091835 42.6644611)",,,
158275052,PO-533,Rúa Monte Faro,primary,,False,False,90.514,"LINESTRING (-8.1071898 42.6616569, -8.1081006 42.6615869, -8.1082915 42.6615792)",,,
158275098,,Rúa Memorias dun Neno Labrego,residential,,True,False,53.636,"LINESTRING (-8.1071898 42.6616569, -8.1072246 42.6617809, -8.107284 42.6619926, -8.1073312 42.6621278)",,,
158275163,PO-533,Avenida de Rodeiro,primary,,False,True,19.931,"LINESTRING (-8.1071898 42.6616569, -8.1070448 42.6616663, -8.106947 42.6616726)",,,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,True,124.988,"LINESTRING (-8.1071898 42.6616569, -8.1072136 42.6615858, -8.1072411 42.6615035, -8.1074724 42.6611239, -8.1074939 42.6610886, -8.1077109 42.6607325, -8.1077783 42.6606219)",,,
158275004,PO-533,,primary,,True,False,21.448999999999998,"LINESTRING (-8.1097335 42.6644746, -8.1096486 42.6644294, -8.1094917 42.6644192)",1,,
370387289,N-640,Rúa do Areal,primary,,False,True,23.395,"LINESTRING (-8.1097335 42.6644746, -8.1096578 42.6646038, -8.1096052 42.6646618)",1,50,
459356122,N-640,Rúa do Areal,primary,,False,False,29.802999999999997,"LINESTRING (-8.1097335 42.6644746, -8.109819 42.6642709, -8.109841 42.6642185)",1,50,
158275026,PO-533,Rúa Melide,primary,,False,True,77.233,"LINESTRING (-8.1082915 42.6615792, -8.1083175 42.6616868, -8.1084461 42.6622644)",,,
158275052,PO-533,Rúa Monte Faro,primary,,False,True,90.514,"LINESTRING (-8.1082915 42.6615792, -8.1081006 42.6615869, -8.1071898 42.6616569)",,,
810762449,,Rúa B,residential,,False,True,118.64999999999999,"LINESTRING (-8.1082915 42.6615792, -8.1083658 42.6614622, -8.1088629 42.66068, -8.1089058 42.6606125)",2,30,
105515206,,,residential,roundabout,True,False,8.146,"LINESTRING (-8.1151306 42.6625093, -8.1151212 42.6625222, -8.1151163 42.6625364, -8.1151161 42.6625511, -8.1151207 42.6625653, -8.1151297 42.6625784)",,,
139096347,,,residential,,True,False,55.021,"LINESTRING (-8.1151306 42.6625093, -8.114617 42.6624119, -8.114479 42.6623858)",,,
105515280,,,residential,roundabout,True,False,12.635,"LINESTRING (-8.11589 42.6618598, -8.1158486 42.661859, -8.1158088 42.6618673, -8.1157741 42.6618839, -8.1157551 42.6619013)",,,
1267116567,,Rúa de Caracas,residential,,True,False,25.622,"LINESTRING (-8.11589 42.6618598, -8.1157988 42.6618339, -8.1157252 42.6618056, -8.1156176 42.6617487)",,,
105515246,,Rúa da Habana,residential,roundabout,True,False,9.107,"LINESTRING (-8.114926 42.6611853, -8.1148927 42.6611974, -8.1148654 42.6612159, -8.1148461 42.6612392)",,,
1267116570,,,residential,,True,False,36.496,"LINESTRING (-8.114926 42.6611853, -8.1148357 42.6611114, -8.114629 42.6609403)",,,
105515214,,Ronda Leste,secondary,,False,False,13.321,"LINESTRING (-8.1054877 42.6615597, -8.1055239 42.6614429)",,,
105515257,,Ronda Leste,secondary,,True,False,16.514000000000003,"LINESTRING (-8.1054877 42.6615597, -8.1054616 42.6616029, -8.1054418 42.6616358, -8.1054085 42.6616963)",,,
105515286,,,residential,roundabout,True,False,9.867,"LINESTRING (-8.1144391 42.6624645, -8.1144607 42.662449, -8.1144753 42.6624296, -8.1144816 42.6624079, -8.114479 42.6623858)",,,
139096356,,,residential,,True,False,58.062000000000005,"LINESTRING (-8.1144391 42.6624645, -8.1145996 42.6624859, -8.1149955 42.6625389, -8.1151297 42.6625784)",,,
139096361,,Rúa da Habana,residential,,True,False,6.402,"LINESTRING (-8.1144296 42.6623373, -8.1143946 42.6622858)",,,
105515286,,,residential,roundabout,True,False,12.488,"LINESTRING (-8.1144296 42.6623373, -8.1144061 42.6623301, -8.1143809 42.6623275, -8.1143556 42.6623294, -8.1143317 42.6623358, -8.1143107 42.6623464, -8.1142938 42.6623604)",,,
105515280,,,residential,roundabout,True,False,15.575,"LINESTRING (-8.1157452 42.6620097, -8.1157746 42.6620364, -8.1158142 42.6620544, -8.1158511 42.6620611, -8.115889 42.6620603, -8.1159093 42.6620556)",,,
1267116565,,Rúa Escaldes-Engordany,residential,,True,False,13.035,"LINESTRING (-8.1157452 42.6620097, -8.1157591 42.6620503, -8.1157638 42.6620752, -8.115766 42.6621254)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,8.449,"LINESTRING (-8.1055173 42.6618746, -8.1055438 42.6618584, -8.1055639 42.6618379, -8.1055762 42.6618142)",,,
105515246,,Rúa da Habana,residential,roundabout,True,False,19.489,"LINESTRING (-8.1148461 42.6612392, -8.114836 42.6612674, -8.1148379 42.6612966, -8.1148515 42.6613241, -8.1148755 42.6613473, -8.1149079 42.6613643, -8.1149456 42.6613734)",,,
139096359,,Rúa da Habana,residential,,True,False,24.186,"LINESTRING (-8.1148461 42.6612392, -8.1147633 42.6612869, -8.114641 42.6613944)",,,
105515268,,Ronda Leste,secondary,,True,False,13.393,"LINESTRING (-8.107555 42.6576634, -8.1075495 42.6577144, -8.1075329 42.6577826)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,9.807,"LINESTRING (-8.107555 42.6576634, -8.1076038 42.657689, -8.1076599 42.6577046)",,,
105515271,,,primary,,True,False,15.963999999999999,"LINESTRING (-8.10532 42.6617565, -8.1052162 42.6617861, -8.1051377 42.6618079)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,7.82,"LINESTRING (-8.10532 42.6617565, -8.1053124 42.6617793, -8.1053124 42.6618027, -8.1053199 42.6618255)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,26.638,"LINESTRING (-8.1076264 42.6573807, -8.1075574 42.6574125, -8.1075075 42.6574599, -8.1074831 42.657517, -8.1074871 42.6575768)",,,
105515246,,Rúa da Habana,residential,roundabout,True,False,10.372,"LINESTRING (-8.1149456 42.6613734, -8.1149773 42.6613744, -8.1150084 42.6613699, -8.1150372 42.6613601, -8.1150619 42.6613455)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,7.895,"LINESTRING (-8.1053199 42.6618255, -8.1053347 42.6618466, -8.1053558 42.6618644, -8.1053821 42.661878)",,,
105515206,,,residential,roundabout,True,False,5.3919999999999995,"LINESTRING (-8.1152825 42.6625457, -8.1152801 42.6625296, -8.1152721 42.6625146, -8.115259 42.6625016)",,,
158245804,,Rúa do Regueiriño,residential,,False,True,19.695,"LINESTRING (-8.1152825 42.6625457, -8.1153676 42.6625304, -8.1155164 42.6625034)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,11.531,"LINESTRING (-8.1053821 42.661878, -8.1054268 42.6618888, -8.1054738 42.6618876, -8.1055173 42.6618746)",,,
105515202,,Ronda Leste,secondary,,True,False,13.058,"LINESTRING (-8.1078883 42.6574274, -8.1079004 42.6573553, -8.1079084 42.6573109)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,11.087,"LINESTRING (-8.1078883 42.6574274, -8.107837 42.6573949, -8.107775 42.6573746)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,9.811,"LINESTRING (-8.1055762 42.6618142, -8.1055799 42.6617923, -8.1055769 42.6617704, -8.1055674 42.6617494, -8.1055518 42.6617306)",,,
441633735,,,primary,,True,False,19.212,"LINESTRING (-8.1055762 42.6618142, -8.1056977 42.6617939, -8.1057998 42.6617631)",,,
105515246,,Rúa da Habana,residential,roundabout,True,False,16.657,"LINESTRING (-8.1150918 42.6612448, -8.1150764 42.6612226, -8.1150537 42.661204, -8.1150254 42.6611902, -8.1149932 42.6611822, -8.1149593 42.6611806, -8.114926 42.6611853)",,,
139096348,,Rúa da Habana,residential,,True,False,30.284000000000002,"LINESTRING (-8.1150918 42.6612448, -8.1151111 42.6611514, -8.1151359 42.6610611, -8.1151875 42.6609842)",,,
105515202,,Ronda Leste,secondary,,True,False,13.068999999999999,"LINESTRING (-8.1079084 42.6573109, -8.1078664 42.6573313, -8.1078304 42.6573539, -8.107775 42.6573746)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,4.927,"LINESTRING (-8.1055518 42.6617306, -8.1055308 42.6617147, -8.1055055 42.6617027)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,12.335999999999999,"LINESTRING (-8.107775 42.6573746, -8.1077 42.6573686, -8.1076264 42.6573807)",,,
441628264,,,primary,,True,False,15.079999999999998,"LINESTRING (-8.1051377 42.6618079, -8.1052612 42.6618252, -8.1053199 42.6618255)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,18.209,"LINESTRING (-8.1076599 42.6577046, -8.1077339 42.6577084, -8.1078058 42.6576948, -8.1078682 42.6576652)",,,
105515206,,,residential,roundabout,True,False,12.019999999999998,"LINESTRING (-8.115259 42.6625016, -8.1152465 42.6624938, -8.1152322 42.662488, -8.1152167 42.6624843, -8.1152005 42.662483, -8.1151842 42.6624839, -8.1151685 42.6624872, -8.115154 42.6624927, -8.1151412 42.6625001, -8.1151306 42.6625093)",,,
118937987,,Rúa Escaldes-Engordany,residential,,False,True,21.023,"LINESTRING (-8.115259 42.6625016, -8.1152972 42.6624631, -8.1154333 42.6623632)",,,
158275163,PO-533,Avenida de Rodeiro,primary,,False,False,94.344,"LINESTRING (-8.1057998 42.6617631, -8.106947 42.6616726)",,,
105515253,,,primary,,True,False,20.651,"LINESTRING (-8.1057998 42.6617631, -8.1056936 42.6617434, -8.1056258 42.6617398, -8.1055518 42.6617306)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,13.035,"LINESTRING (-8.1078682 42.6576652, -8.1079172 42.657619, -8.1079421 42.6575633)",,,
158248097,,,residential,,True,False,132.724,"LINESTRING (-8.1078682 42.6576652, -8.1082697 42.6578064, -8.1092076 42.6581132, -8.1093456 42.6581592)",,,
105515286,,,residential,roundabout,True,False,6.9110000000000005,"LINESTRING (-8.114479 42.6623858, -8.1144689 42.6623665, -8.114452 42.6623499, -8.1144296 42.6623373)",,,
105515280,,,residential,roundabout,True,False,6.776,"LINESTRING (-8.1159629 42.6618873, -8.1159293 42.6618695, -8.11589 42.6618598)",,,
105515286,,,residential,roundabout,True,False,21.339000000000002,"LINESTRING (-8.1142938 42.6623604, -8.1142799 42.6623821, -8.1142759 42.6624059, -8.1142822 42.6624294, -8.1142982 42.6624503, -8.1143223 42.6624665, -8.1143521 42.6624763, -8.1143845 42.6624788, -8.1144164 42.6624736)",,,
105515257,,Ronda Leste,secondary,,True,False,15.98,"LINESTRING (-8.1055055 42.6617027, -8.1055031 42.6616538, -8.105496 42.6616107, -8.1054877 42.6615597)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,8.131,"LINESTRING (-8.1055055 42.6617027, -8.1054742 42.6616946, -8.1054412 42.6616924, -8.1054085 42.6616963)",,,
105515206,,,residential,roundabout,True,False,17.203,"LINESTRING (-8.1151297 42.6625784, -8.1151453 42.6625912, -8.1151651 42.6626004, -8.1151876 42.6626051, -8.1152109 42.662605, -8.1152334 42.6626002, -8.1152531 42.662591, -8.1152687 42.6625782, -8.1152787 42.6625627, -8.1152825 42.6625457)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,11.241,"LINESTRING (-8.1074871 42.6575768, -8.1075122 42.6576239, -8.107555 42.6576634)",,,
158248096,,,unclassified,,True,False,144.42,"LINESTRING (-8.1074871 42.6575768, -8.1072733 42.6577163, -8.1067779 42.658458, -8.106697 42.6585251, -8.1065575 42.6585125, -8.1065258 42.6584949, -8.1064795 42.6584739)",,,
105515286,,,residential,roundabout,True,False,2.114,"LINESTRING (-8.1144164 42.6624736, -8.1144391 42.6624645)",,,
105515278,,Ronda Leste,secondary,roundabout,True,False,16.173,"LINESTRING (-8.1079421 42.6575633, -8.1079422 42.6575148, -8.1079238 42.6574683, -8.1078883 42.6574274)",,,
105515284,,Ronda Leste,primary,roundabout,True,False,10.184000000000001,"LINESTRING (-8.1054085 42.6616963, -8.1053708 42.6617092, -8.1053404 42.6617299, -8.10532 42.6617565)",,,
105515214,,Ronda Leste,secondary,,False,True,107.131,"LINESTRING (-8.1075329 42.6577826, -8.1075064 42.6578352, -8.1072698 42.6582034, -8.107032 42.6585735, -8.1069793 42.6586556)",,,
105515268,,Ronda Leste,secondary,,True,False,13.572,"LINESTRING (-8.1075329 42.6577826, -8.1075723 42.6577634, -8.1076182 42.657735, -8.1076599 42.6577046)",,,
370649657,,Rúa Manuel Riveiro,residential,,False,False,121.30300000000001,"LINESTRING (-8.1107639 42.658487, -8.1107828 42.6584517, -8.1109347 42.6581677, -8.1110702 42.6579798, -8.1112112 42.6578083, -8.1113717 42.6576584, -8.1114758 42.6575992, -8.1115265 42.6575704)",,,
1205423408,,Rúa Maruja Gutiérrez,residential,,True,False,95.576,"LINESTRING (-8.1107639 42.658487, -8.111801 42.6587683, -8.1118605 42.6587844)",1,30,
612252840,,Rúa da Calzada,residential,,True,False,161.316,"LINESTRING (-8.1089058 42.6606125, -8.1090064 42.6606466, -8.1106084 42.6611888, -8.1106363 42.6611984, -8.1106981 42.6612187)",,,
612252841,,Rúa da Calzada,residential,,False,True,83.734,"LINESTRING (-8.1089058 42.6606125, -8.1087956 42.6605764, -8.1081145 42.6603538, -8.1079701 42.6603066)",,,
810762449,,Rúa B,residential,,False,False,118.64999999999999,"LINESTRING (-8.1089058 42.6606125, -8.1088629 42.66068, -8.1083658 42.6614622, -8.1082915 42.6615792)",2,30,
810762449,,Rúa B,residential,,False,True,154.764,"LINESTRING (-8.1089058 42.6606125, -8.108958 42.6605396, -8.1090139 42.6604615, -8.1094562 42.6597702, -8.1096728 42.6594428, -8.1097282 42.6593591)",2,30,
118937987,,Rúa Escaldes-Engordany,residential,,False,False,37.938,"LINESTRING (-8.115766 42.6621254, -8.1154333 42.6623632)",,,
1267116564,,Rúa Escaldes-Engordany,residential,,True,False,14.055,"LINESTRING (-8.115766 42.6621254, -8.1159093 42.6620556)",,,
158275131,,Avenida Luis González Taboada,residential,,False,False,77.89399999999999,"LINESTRING (-8.1125604 42.6574052, -8.1124805 42.6575353, -8.1124598 42.6575689, -8.1122382 42.6579776, -8.1122025 42.6580541)",,50,
158275202,,Avenida Bós Aires,residential,,False,True,68.624,"LINESTRING (-8.1125604 42.6574052, -8.1127036 42.6575049, -8.1131698 42.6578295)",,50,
371420844,,Avenida da Estación,residential,,False,True,70.455,"LINESTRING (-8.1125604 42.6574052, -8.1126685 42.6573116, -8.1126879 42.6572944, -8.1131424 42.6569382)",,,
118937985,,Rúa T,residential,,False,True,68.378,"LINESTRING (-8.1147807 42.6589392, -8.11442 42.6588205, -8.1140597 42.6587679, -8.1139874 42.6587574)",,,
158275011,,Rúa T,residential,,False,True,64.864,"LINESTRING (-8.1147807 42.6589392, -8.1148051 42.6589542, -8.1148868 42.6590043, -8.1152482 42.6592929, -8.1153329 42.659357)",,,
158275091,,Rúa Fonte Sanguiña,residential,,True,False,81.035,"LINESTRING (-8.1147807 42.6589392, -8.1146834 42.6588482, -8.1145421 42.6585645, -8.1144152 42.6583775, -8.114346 42.6583367, -8.1143071 42.6583138)",,,
455178037,,Rúa Antonia Ferrín Moreiras,residential,,False,True,28.351999999999997,"LINESTRING (-8.1104939 42.6616478, -8.1105811 42.6614669, -8.1106098 42.6614075)",,,
455178038,,Rúa Antonia Ferrín Moreiras,residential,,False,False,60.882000000000005,"LINESTRING (-8.1104939 42.6616478, -8.1103164 42.6620058, -8.1102719 42.6621006, -8.1102535 42.6621397, -8.1102455 42.6621638)",2,50,
158275131,,Avenida Luis González Taboada,residential,,False,False,121.275,"LINESTRING (-8.1118605 42.6587844, -8.1118337 42.6588433, -8.1114094 42.6597594, -8.1113827 42.6598169)",,50,
158275131,,Avenida Luis González Taboada,residential,,False,True,78.422,"LINESTRING (-8.1118605 42.6587844, -8.1118875 42.6587267, -8.1120545 42.6583703, -8.1121729 42.6581176)",,50,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,False,7.315,"LINESTRING (-8.1093878 42.6581012, -8.1093456 42.6581592)",,,
118938093,,Rúa Maruja Gutiérrez,residential,,True,False,84.402,"LINESTRING (-8.1093878 42.6581012, -8.1095095 42.6581356, -8.1102468 42.6583463, -8.1103484 42.6583787)",1,,
158248091,,,residential,,True,False,132.607,"LINESTRING (-8.1093878 42.6581012, -8.1092448 42.6580528, -8.1085232 42.657807, -8.1083263 42.6577244, -8.1079421 42.6575633)",,,
371688432,,Avenida Luis González Taboada,residential,,False,False,22.204,"LINESTRING (-8.1106981 42.6612187, -8.1106405 42.6613366, -8.1106098 42.6614075)",2,50,
371688432,,Avenida Luis González Taboada,residential,,False,True,62.175999999999995,"LINESTRING (-8.1106981 42.6612187, -8.1109061 42.6607763, -8.1109509 42.6606914)",2,50,
810762449,,Rúa B,residential,,False,False,146.64300000000003,"LINESTRING (-8.1110727 42.6571741, -8.1110153 42.6573135, -8.1107113 42.6578379, -8.1103836 42.6583262, -8.1103484 42.6583787)",2,30,
118937956,,Rúa da Habana,residential,,False,True,70.362,"LINESTRING (-8.1163443 42.6601117, -8.1169524 42.659664)",,,
118937956,,Rúa da Habana,residential,,False,False,58.766,"LINESTRING (-8.1163443 42.6601117, -8.115929 42.6604292, -8.1158703 42.6604741, -8.1158461 42.6604926)",,,
158275172,,Rúa Tirabeque,residential,,True,False,117.82400000000001,"LINESTRING (-8.1163443 42.6601117, -8.1162777 42.6600622, -8.1157973 42.6597051, -8.115391 42.6594005, -8.1153329 42.659357)",,,
158275139,,Rúa Pintor Laxeiro,residential,,True,False,99.944,"LINESTRING (-8.1125938 42.6599317, -8.1125181 42.6599334, -8.111845 42.6598702, -8.1114954 42.6598299, -8.1113827 42.6598169)",,,
158275202,,Avenida Bós Aires,residential,,False,False,140.85000000000002,"LINESTRING (-8.1125938 42.6599317, -8.1126098 42.6598569, -8.1127383 42.6592555, -8.1127802 42.6591853, -8.1128105 42.6591346, -8.112995 42.6589724, -8.1131575 42.6588594, -8.1132308 42.6588084)",,50,
370628681,,Rúa Muiñeira,residential,,False,True,52.366,"LINESTRING (-8.1125938 42.6599317, -8.1126958 42.6599434, -8.1131178 42.6599914, -8.1131431 42.6599943, -8.1132271 42.6600012)",,,
370628679,,Rúa Ramón Aller,residential,,False,True,9.201,"LINESTRING (-8.1143546 42.6601599, -8.1144189 42.660092)",,,
370628679,,Rúa Ramón Aller,residential,,False,False,61.04,"LINESTRING (-8.1143546 42.6601599, -8.1142917 42.6602352, -8.1139492 42.6606208)",,,
158275011,,Rúa T,residential,,False,False,64.864,"LINESTRING (-8.1153329 42.659357, -8.1152482 42.6592929, -8.1148868 42.6590043, -8.1148051 42.6589542, -8.1147807 42.6589392)",,,
160121354,,Rúa Ramón Aller,residential,,False,False,111.09899999999999,"LINESTRING (-8.1153329 42.659357, -8.1152897 42.6593913, -8.1144748 42.6600142, -8.1144434 42.6600558, -8.1144189 42.660092)",,,
160121354,,Rúa Ramón Aller,residential,,False,True,95.606,"LINESTRING (-8.1153329 42.659357, -8.1154237 42.6592904, -8.1160922 42.6587936, -8.1161559 42.6587463)",,,
158275154,,Rúa Manuel Riveiro,living_street,,False,False,107.747,"LINESTRING (-8.1102785 42.6595029, -8.110302 42.6594525, -8.1107248 42.6585912)",,,
370649654,,Rúa Pintor Laxeiro,residential,,True,False,47.756,"LINESTRING (-8.1102785 42.6595029, -8.1102126 42.6594855, -8.1098181 42.6593825, -8.1097282 42.6593591)",,,
370649655,,,residential,,False,False,32.35,"LINESTRING (-8.1102785 42.6595029, -8.1102533 42.6595603, -8.1101518 42.6597785)",,,
371689470,,,residential,,False,False,32.888,"LINESTRING (-8.1150547 42.6579392, -8.1153591 42.6577459)",,,
158275121,,Rúa Otero Pedrayo,residential,,False,False,99.42999999999999,"LINESTRING (-8.1150547 42.6579392, -8.1149911 42.6578706, -8.1146063 42.6572454, -8.1145363 42.6571316)",,,
158275207,,,residential,,True,False,74.883,"LINESTRING (-8.1150547 42.6579392, -8.1149606 42.6579739, -8.1147177 42.658043, -8.114282 42.6581576, -8.114199 42.6581775)",,,
612361744,,Rúa da Habana,residential,,True,False,8.262,"LINESTRING (-8.1143299 42.6621907, -8.1143142 42.6622641)",,,
118937951,,Rúa da Habana,residential,,False,True,70.775,"LINESTRING (-8.1143299 42.6621907, -8.1143306 42.6621614, -8.1143439 42.6616312, -8.1144048 42.6615687)",,,
612361743,,Rúa da Habana,residential,,True,False,9.173,"LINESTRING (-8.1143299 42.6621907, -8.1142897 42.6622312, -8.1142513 42.662247)",,,
158275131,,Avenida Luis González Taboada,residential,,False,True,7.464,"LINESTRING (-8.1121729 42.6581176, -8.1122025 42.6580541)",,50,
158275015,,Rúa F,residential,,True,False,47.495,"LINESTRING (-8.1121729 42.6581176, -8.1122284 42.65819, -8.1122512 42.6582024, -8.1126011 42.6583979)",,,
158275100,,Rúa Enrique Vidal Abascal,residential,,True,False,80.795,"LINESTRING (-8.1121729 42.6581176, -8.1121258 42.6580804, -8.1116345 42.6576926, -8.1115265 42.6575704)",,50,
158275131,,Avenida Luis González Taboada,residential,,False,False,78.422,"LINESTRING (-8.1121729 42.6581176, -8.1120545 42.6583703, -8.1118875 42.6587267, -8.1118605 42.6587844)",,50,
370649654,,Rúa Pintor Laxeiro,residential,,True,False,83.608,"LINESTRING (-8.1097282 42.6593591, -8.1096069 42.6593254, -8.1092259 42.6592194, -8.1088962 42.6591201, -8.1087748 42.6590877)",,,
810762449,,Rúa B,residential,,False,False,154.76399999999998,"LINESTRING (-8.1097282 42.6593591, -8.1096728 42.6594428, -8.1094562 42.6597702, -8.1090139 42.6604615, -8.108958 42.6605396, -8.1089058 42.6606125)",2,30,
810762449,,Rúa B,residential,,False,True,120.235,"LINESTRING (-8.1097282 42.6593591, -8.109778 42.6592803, -8.1102866 42.6584764, -8.1103484 42.6583787)",2,30,
371420844,,Avenida da Estación,residential,,False,False,70.455,"LINESTRING (-8.1131424 42.6569382, -8.1126879 42.6572944, -8.1126685 42.6573116, -8.1125604 42.6574052)",,,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,False,38.408,"LINESTRING (-8.1079701 42.6603066, -8.1079329 42.6603678, -8.1077783 42.6606219)",,,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,True,110.055,"LINESTRING (-8.1079701 42.6603066, -8.1080177 42.6602283, -8.1082496 42.6598466, -8.1085513 42.6594143)",,,
612252841,,Rúa da Calzada,residential,,False,False,83.734,"LINESTRING (-8.1079701 42.6603066, -8.1081145 42.6603538, -8.1087956 42.6605764, -8.1089058 42.6606125)",,,
612252841,,Rúa da Calzada,residential,,False,True,21.474,"LINESTRING (-8.1079701 42.6603066, -8.1077557 42.660293, -8.1077084 42.6602906)",,,
118937937,,,residential,,False,True,63.693000000000005,"LINESTRING (-8.1077783 42.6606219, -8.1076576 42.6606127, -8.1070035 42.6605631)",,,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,False,124.988,"LINESTRING (-8.1077783 42.6606219, -8.1077109 42.6607325, -8.1074939 42.6610886, -8.1074724 42.6611239, -8.1072411 42.6615035, -8.1072136 42.6615858, -8.1071898 42.6616569)",,,
158275224,,Rúa Nuno Eanes de Cercio,residential,,False,True,38.408,"LINESTRING (-8.1077783 42.6606219, -8.1079329 42.6603678, -8.1079701 42.6603066)",,,
118937937,,,residential,,False,False,63.693000000000005,"LINESTRING (-8.1070035 42.6605631, -8.1076576 42.6606127, -8.1077783 42.6606219)",,,
"[118937946, 297398134]",,,"['residential', 'unclassified']",,False,False,80.219,"LINESTRING (-8.1070035 42.6605631, -8.1068438 42.6608142, -8.1069105 42.6608494, -8.1069598 42.6609332, -8.106958 42.6609998, -8.1068526 42.6611314, -8.1067956 42.6611914)",,,
118937946,,,residential,,False,True,35.422,"LINESTRING (-8.1070035 42.6605631, -8.1070133 42.6605414, -8.1071401 42.6602608)",,,
118937933,,Rúa Das Nogeiras,residential,,False,True,24.338,"LINESTRING (-8.1119422 42.665168, -8.1120861 42.6649764)",,,
118937933,,Rúa Das Nogeiras,residential,,False,False,24.338,"LINESTRING (-8.1120861 42.6649764, -8.1119422 42.665168)",,,
118937933,,Rúa Das Nogeiras,residential,,False,True,64.159,"LINESTRING (-8.1120861 42.6649764, -8.1121789 42.664859, -8.1124186 42.664558, -8.1124866 42.6644803)",,,
