osmid,name,highway,oneway,reversed,length,geometry,ref,access,lanes
143284667,Rúa Aldara,residential,False,False,67.441,"LINESTRING (-7.1634273 42.8547719, -7.1632922 42.8547782, -7.1632783 42.8547772, -7.1631515 42.8547711, -7.1629704 42.8547588, -7.1627854 42.8547429, -7.1626736 42.8547435, -7.1626145 42.8547147)",,,
146086109,Rúa Preira,residential,False,True,113.31,"LINESTRING (-7.1634273 42.8547719, -7.1637481 42.8548255, -7.1638749 42.8547767, -7.1639889 42.8546874, -7.1640616 42.8545844, -7.1640458 42.8545159, -7.1637943 42.8542008)",,,
194075414,Rúa Carlos III,trunk,False,False,31.275,"LINESTRING (-7.1634273 42.8547719, -7.1633517 42.8546832, -7.1632158 42.8545373)",N-6,,
194075414,Rúa Carlos III,trunk,False,True,102.637,"LINESTRING (-7.1634273 42.8547719, -7.1637164 42.8550732, -7.1638115 42.8551839, -7.1638828 42.8552618, -7.1640002 42.855395, -7.1641408 42.855532)",N-6,,
39950450,Avenida de Navia,secondary,False,False,121.644,"LINESTRING (-7.1624352 42.8536505, -7.1623819 42.8537007, -7.1623939 42.8539139, -7.1626145 42.8547147)",LU-722,,
194075414,Rúa Carlos III,trunk,False,False,37.245000000000005,"LINESTRING (-7.1624352 42.8536505, -7.1622591 42.8534768, -7.1622317 42.8534507, -7.1621606 42.8533828)",N-6,,
194075414,Rúa Carlos III,trunk,False,True,117.37200000000001,"LINESTRING (-7.1624352 42.8536505, -7.1625989 42.8538304, -7.1629272 42.8542181, -7.1630812 42.8543929, -7.1632158 42.8545373)",N-6,,
194075414,Rúa Carlos III,trunk,False,False,42.663,"LINESTRING (-7.1618765 42.8531369, -7.1615657 42.8528282)",N-6,,
194075414,Rúa Carlos III,trunk,False,True,21.891,"LINESTRING (-7.1618765 42.8531369, -7.1620517 42.8532861)",N-6,,
309552664,Avenida de Madrid,residential,True,False,22.752000000000002,"LINESTRING (-7.1618765 42.8531369, -7.1618575 42.8532406, -7.1617891 42.8533271)",,,
194075414,Rúa Carlos III,trunk,False,True,42.663,"LINESTRING (-7.1615657 42.8528282, -7.1618765 42.8531369)",N-6,,
146202246,Estrada Madrid - A Coruña,trunk,True,False,193.023,"LINESTRING (-7.1615657 42.8528282, -7.1611009 42.8523858, -7.1603545 42.8516878, -7.1601071 42.8514608)",N-6,,
35343488,Estrada Madrid - A Coruña,trunk,True,False,137.72,"LINESTRING (-7.158086 42.85042, -7.1577263 42.8504355, -7.1573159 42.8504783, -7.1567018 42.8505691, -7.156418 42.8506053)",N-6,,
39950706,Rúa Eulogio Rosón,tertiary,False,False,15.901,"LINESTRING (-7.1618583 42.8508386, -7.1617165 42.8509368)",LU-624,,
39950441,Rúa San Cristobal,residential,False,False,89.185,"LINESTRING (-7.1617165 42.8509368, -7.1615657 42.8501424)",,,
39950706,Rúa Eulogio Rosón,tertiary,False,False,47.109,"LINESTRING (-7.1617165 42.8509368, -7.1614489 42.8513123)",LU-624,,
39950706,Rúa Eulogio Rosón,tertiary,False,True,15.901,"LINESTRING (-7.1617165 42.8509368, -7.1618583 42.8508386)",LU-624,,
39950441,Rúa San Cristobal,residential,False,True,89.185,"LINESTRING (-7.1615657 42.8501424, -7.1617165 42.8509368)",,,
39950450,Avenida de Navia,secondary,False,True,13.456,"LINESTRING (-7.1630511 42.8563069, -7.1630074 42.8561902)",LU-722,,
39950450,Avenida de Navia,secondary,False,False,76.505,"LINESTRING (-7.1630511 42.8563069, -7.1637758 42.856651, -7.1638388 42.856681)",LU-722,,
144639525,Rúa dos Ancares,residential,False,True,193.56599999999997,"LINESTRING (-7.1630511 42.8563069, -7.1629787 42.8563374, -7.1628834 42.8563374, -7.1623403 42.8562519, -7.1619715 42.8561536, -7.1616818 42.8560268, -7.1612294 42.8556642, -7.1610967 42.8555174)",,,
39950706,Rúa Eulogio Rosón,tertiary,False,False,121.25300000000001,"LINESTRING (-7.1616825 42.8523586, -7.1617414 42.8526091, -7.1619725 42.8530255, -7.1621261 42.8532459, -7.1621606 42.8533828)",LU-624,,
39950706,Rúa Eulogio Rosón,tertiary,False,True,133.40900000000002,"LINESTRING (-7.1616825 42.8523586, -7.1616208 42.8522451, -7.1613983 42.8520011, -7.161207 42.8517125, -7.1611879 42.8516141, -7.1612043 42.8515532, -7.1612691 42.8514662, -7.1614489 42.8513123)",LU-624,,
143287726,Rúa do Outeiro,residential,False,True,208.51100000000002,"LINESTRING (-7.1616825 42.8523586, -7.1617589 42.8523586, -7.161836 42.8523936, -7.161999 42.8525455, -7.1622219 42.8527147, -7.1626725 42.8529861, -7.1628164 42.8530823, -7.1629451 42.853215, -7.1631356 42.8535576, -7.1632427 42.8537643)",,,
143283640,Rúa de Valgamarín,residential,False,False,165.806,"LINESTRING (-7.157969 42.8516542, -7.1578619 42.8517291, -7.1578196 42.8517731, -7.1578982 42.8522187, -7.1579245 42.8522718, -7.1579726 42.852327, -7.1580238 42.8523599, -7.1580898 42.8523846, -7.1587293 42.8525315, -7.1589378 42.852585)",,,
194027275,Rúa Bolano Mendo,residential,False,False,87.48400000000001,"LINESTRING (-7.157969 42.8516542, -7.1581085 42.8517068, -7.1582217 42.851718, -7.1583537 42.8517124, -7.1584669 42.8516937, -7.1588265 42.8516033, -7.1589972 42.8515799)",,,
872999813,Rúa de Valgamarín,residential,False,True,63.518,"LINESTRING (-7.157969 42.8516542, -7.1580538 42.851567, -7.1581606 42.8514319, -7.1582205 42.8513091, -7.1582471 42.8511326)",,no,
872999813,Rúa de Valgamarín,residential,False,False,63.518,"LINESTRING (-7.1582471 42.8511326, -7.1582205 42.8513091, -7.1581606 42.8514319, -7.1580538 42.851567, -7.157969 42.8516542)",,no,
144639524,Avenida de Madrid,residential,False,False,163.05700000000002,"LINESTRING (-7.1596196 42.8514672, -7.1598231 42.8519777, -7.1598428 42.8520781, -7.1598726 42.8523116, -7.1599034 42.8527982, -7.1599389 42.8529066)",,,
144639524,Avenida de Madrid,residential,False,True,28.902,"LINESTRING (-7.1596196 42.8514672, -7.1595667 42.8513207, -7.1595528 42.8512128)",,,
194027275,Rúa Bolano Mendo,residential,False,True,52.266000000000005,"LINESTRING (-7.1596196 42.8514672, -7.1592586 42.8515353, -7.1589972 42.8515799)",,,
144639525,Rúa dos Ancares,residential,False,False,104.445,"LINESTRING (-7.1589972 42.8515799, -7.1593131 42.8524902)",,,
194027275,Rúa Bolano Mendo,residential,False,False,52.266000000000005,"LINESTRING (-7.1589972 42.8515799, -7.1592586 42.8515353, -7.1596196 42.8514672)",,,
194027275,Rúa Bolano Mendo,residential,False,True,87.484,"LINESTRING (-7.1589972 42.8515799, -7.1588265 42.8516033, -7.1584669 42.8516937, -7.1583537 42.8517124, -7.1582217 42.851718, -7.1581085 42.8517068, -7.157969 42.8516542)",,,
144639525,Rúa dos Ancares,residential,False,True,49.993,"LINESTRING (-7.1594578 42.8529271, -7.1593131 42.8524902)",,,
143283640,Rúa de Valgamarín,residential,False,True,57.269,"LINESTRING (-7.1594578 42.8529271, -7.1593291 42.8528249, -7.1591927 42.8527167, -7.1589378 42.852585)",,,
144639525,Rúa dos Ancares,residential,False,False,169.43900000000002,"LINESTRING (-7.1594578 42.8529271, -7.159611 42.8533612, -7.1598025 42.853926, -7.1601386 42.8543535)",,,
144639525,Rúa dos Ancares,residential,False,False,49.993,"LINESTRING (-7.1593131 42.8524902, -7.1594578 42.8529271)",,,
144639525,Rúa dos Ancares,residential,False,True,104.445,"LINESTRING (-7.1593131 42.8524902, -7.1589972 42.8515799)",,,
194027291,Rúa de Valgamarín,residential,False,True,33.208,"LINESTRING (-7.1593131 42.8524902, -7.1591735 42.8525582, -7.1590854 42.852577, -7.1589378 42.852585)",,,
143283640,Rúa de Valgamarín,residential,False,False,57.269,"LINESTRING (-7.1589378 42.852585, -7.1591927 42.8527167, -7.1593291 42.8528249, -7.1594578 42.8529271)",,,
143283640,Rúa de Valgamarín,residential,False,True,165.80599999999998,"LINESTRING (-7.1589378 42.852585, -7.1587293 42.8525315, -7.1580898 42.8523846, -7.1580238 42.8523599, -7.1579726 42.852327, -7.1579245 42.8522718, -7.1578982 42.8522187, -7.1578196 42.8517731, -7.1578619 42.8517291, -7.157969 42.8516542)",,,
194027291,Rúa de Valgamarín,residential,False,False,33.208,"LINESTRING (-7.1589378 42.852585, -7.1590854 42.852577, -7.1591735 42.8525582, -7.1593131 42.8524902)",,,
143284172,,residential,False,True,62.281000000000006,"LINESTRING (-7.1608934 42.8542853, -7.1608035 42.8543073, -7.1606677 42.8543231, -7.160303 42.8543327, -7.1601386 42.8543535)",,,
"[684016893, 194027263]",Camiño Caldeiro,residential,False,False,110.853,"LINESTRING (-7.1608934 42.8542853, -7.1607775 42.8541814, -7.1603716 42.8538399, -7.1602534 42.8537258, -7.1601726 42.8536304, -7.160142 42.8535972, -7.1600549 42.8535026)",,,
194027263,Camiño Caldeiro,residential,False,True,68.852,"LINESTRING (-7.1608934 42.8542853, -7.1610257 42.8543449, -7.1610773 42.8543859, -7.1611195 42.8544532, -7.1611956 42.854602, -7.1612214 42.8546876, -7.1612257 42.8548165)",,,
