osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,width,junction,est_width
249824508,Calle San Juan,residential,False,True,80.447,"LINESTRING (-4.0629995 40.499541, -4.0633929 40.4996554, -4.0637776 40.4997336, -4.0639072 40.4997528)",,,,,,
249824508,Calle San Juan,residential,False,True,11.952,"LINESTRING (-4.0639072 40.4997528, -4.0640457 40.4997743)",,,,,,
249824507,Calle Zurbarán,residential,False,True,69.352,"LINESTRING (-4.0639072 40.4997528, -4.0639118 40.4998274, -4.0639627 40.50007, -4.0640269 40.5003694)",,,,,,
249824508,Calle San Juan,residential,False,False,80.447,"LINESTRING (-4.0639072 40.4997528, -4.0637776 40.4997336, -4.0633929 40.4996554, -4.0629995 40.499541)",,,,,,
249824512,Calle la Paz,residential,False,True,24.54,"LINESTRING (-4.0651462 40.4999746, -4.0652801 40.5001704)",,,,,,
249824513,Calle la Paz,residential,True,False,24.063,"LINESTRING (-4.0651462 40.4999746, -4.065155 40.4997583)",,,,,,
249824508,Calle San Juan,residential,False,False,95.74000000000001,"LINESTRING (-4.0651462 40.4999746, -4.0649534 40.4999275, -4.0646632 40.4998785, -4.0640457 40.4997743)",,,,,,
249824512,Calle la Paz,residential,False,False,24.54,"LINESTRING (-4.0652801 40.5001704, -4.0651462 40.4999746)",,,,,,
8399658,Calle San Juan,residential,True,False,39.03,"LINESTRING (-4.0652801 40.5001704, -4.0653492 40.5001704, -4.0657417 40.5001703)",,,,,,
249824512,Calle la Paz,residential,False,True,79.721,"LINESTRING (-4.0652801 40.5001704, -4.0653197 40.5002387, -4.0653487 40.5002831, -4.065447 40.5004447, -4.0654961 40.5004995, -4.0655351 40.5005365, -4.0655885 40.5005871, -4.0656512 40.5006465, -4.0658186 40.5007433)",,,,,,
217938131,Calle de Ramón Gamonal,residential,False,False,32.468,"LINESTRING (-4.0658186 40.5007433, -4.0660834 40.5007802, -4.0661963 40.500796)",,,,,,
217938132,Calle la Paz,residential,False,True,61.772999999999996,"LINESTRING (-4.0658186 40.5007433, -4.065934 40.5009669, -4.0660984 40.5012564)",,,,,,
249824512,Calle la Paz,residential,False,False,79.72099999999999,"LINESTRING (-4.0658186 40.5007433, -4.0656512 40.5006465, -4.0655885 40.5005871, -4.0655351 40.5005365, -4.0654961 40.5004995, -4.065447 40.5004447, -4.0653487 40.5002831, -4.0653197 40.5002387, -4.0652801 40.5001704)",,,,,,
217938131,Calle de Ramón Gamonal,residential,False,False,19.409,"LINESTRING (-4.0661963 40.500796, -4.0664221 40.5008274)",,,,,,
217938131,Calle de Ramón Gamonal,residential,False,True,32.468,"LINESTRING (-4.0661963 40.500796, -4.0660834 40.5007802, -4.0658186 40.5007433)",,,,,,
217938131,Calle de Ramón Gamonal,residential,False,True,19.409,"LINESTRING (-4.0664221 40.5008274, -4.0661963 40.500796)",,,,,,
4356502,Calle Balconcillos,residential,True,False,105.569,"LINESTRING (-4.0664221 40.5008274, -4.0664575 40.5009018, -4.0668475 40.50172)",,,,,,
258980532,Calle de Ramón Gamonal,residential,False,False,32.075,"LINESTRING (-4.0664221 40.5008274, -4.066563 40.5008313, -4.0668013 40.5008353)",,,,,,
258980532,Calle de Ramón Gamonal,residential,False,False,68.337,"LINESTRING (-4.0668013 40.5008353, -4.0669436 40.5008336, -4.0672962 40.5008277, -4.067351 40.5008269, -4.0676093 40.5008208)",,,,,,
258980532,Calle de Ramón Gamonal,residential,False,True,32.075,"LINESTRING (-4.0668013 40.5008353, -4.066563 40.5008313, -4.0664221 40.5008274)",,,,,,
4356573,Avenida de Segovia,residential,True,False,152.153,"LINESTRING (-4.0660984 40.5012564, -4.0659919 40.5012997, -4.0653931 40.5015493, -4.0648778 40.5017499, -4.0645025 40.5018881)",,,,,,
217938132,Calle la Paz,residential,False,False,61.772999999999996,"LINESTRING (-4.0660984 40.5012564, -4.065934 40.5009669, -4.0658186 40.5007433)",,,,,,
217895427,Calle la Paz,residential,False,True,67.285,"LINESTRING (-4.0667965 40.5026077, -4.0666741 40.5028738, -4.066487 40.503164)",,,,,,
249648793,Travesía los Coches,residential,False,False,60.573,"LINESTRING (-4.0667965 40.5026077, -4.0670786 40.5027515, -4.0671129 40.502769, -4.0673341 40.5029608)",,,,,,
"[217938135, 259139437, 1061058118, 1061058143]",Calle la Paz,residential,True,False,164.32,"LINESTRING (-4.0667965 40.5026077, -4.0666816 40.5025444, -4.0666557 40.5024786, -4.066566 40.5022501, -4.0665624 40.5021768, -4.0665614 40.5021576, -4.06656 40.5021288, -4.0665241 40.5020275, -4.0664326 40.5018774, -4.0661362 40.5013267, -4.0660984 40.5012564)",20,,,,,
669960442,Calle Caracol,residential,False,False,14.196,"LINESTRING (-4.0673901 40.5023008, -4.0673954 40.5021732)",,,,,,
669960447,Calle Vista Alegre,residential,False,True,15.693,"LINESTRING (-4.0673901 40.5023008, -4.0675757 40.5023013)",,,,,,
669960445,Calle Vista Alegre,residential,True,False,64.987,"LINESTRING (-4.0673901 40.5023008, -4.0669071 40.5024326, -4.0667965 40.5026077)",,,,,,
669960447,Calle Vista Alegre,residential,False,False,15.693,"LINESTRING (-4.0675757 40.5023013, -4.0673901 40.5023008)",,,,,,
4368040,Calle los Coches,residential,True,False,52.449,"LINESTRING (-4.0675757 40.5023013, -4.0676968 40.5025557, -4.0677495 40.5027528)",,,,,,
669960442,Calle Caracol,residential,False,True,14.196,"LINESTRING (-4.0673954 40.5021732, -4.0673901 40.5023008)",,,,,,
8399641,Calle Caracol,residential,True,False,83.578,"LINESTRING (-4.0673954 40.5021732, -4.0675313 40.5018089, -4.0672569 40.5017317, -4.0671489 40.5016056)",,,,,,
4356513,Calle de la Unión,residential,True,False,28.482,"LINESTRING (-4.0668475 40.50172, -4.0671489 40.5016056)",,,,,,
"[4356512, 249648817]","['Plaza de la Iglesia', 'Calle La Iglesia']",residential,True,False,70.805,"LINESTRING (-4.0668475 40.50172, -4.0668699 40.5017685, -4.0669439 40.5019111, -4.0669679 40.5019282, -4.0673954 40.5021732)",,,,,,
258980532,Calle de Ramón Gamonal,residential,False,True,68.337,"LINESTRING (-4.0676093 40.5008208, -4.067351 40.5008269, -4.0672962 40.5008277, -4.0669436 40.5008336, -4.0668013 40.5008353)",,,,,,
668255812,Calle la Fuente,residential,True,False,50.236,"LINESTRING (-4.0676093 40.5008208, -4.0674303 40.5006357, -4.0672394 40.5004677)",,,,,,
"[217938152, 4356513]","['Calle de la Unión', 'Plaza de la Constitución']",residential,True,False,131.62199999999999,"LINESTRING (-4.0671489 40.5016056, -4.0674251 40.5015092, -4.067667 40.5014464, -4.0678767 40.5014164, -4.0679186 40.50142, -4.0680923 40.5014354, -4.0681606 40.5014416, -4.0682063 40.5014638, -4.0682724 40.5014987, -4.0683577 40.5015627, -4.068385 40.5016194, -4.0683927 40.501744)",,,,,,
4368056,Travesía de la Unión,residential,True,False,90.90299999999999,"LINESTRING (-4.0671489 40.5016056, -4.0668691 40.5010327, -4.0668023 40.5008934, -4.0668013 40.5008353)",,,,,,
4356573,Avenida de Segovia,residential,True,False,56.733,"LINESTRING (-4.0643655 40.5019332, -4.0637738 40.5021738)",,,,,,
35330517,Calle Giralt Laporta,residential,True,False,31.088,"LINESTRING (-4.0643655 40.5019332, -4.064195 40.5016855)",,,,,,
249824516,Avenida Sesmo de Casarrubios,residential,False,True,31.619,"LINESTRING (-4.0637738 40.5021738, -4.0635783 40.5019314)",,,,,,
249824516,Avenida Sesmo de Casarrubios,residential,False,False,49.122,"LINESTRING (-4.0637738 40.5021738, -4.0639415 40.5024025, -4.064034 40.5025681)",,,,,,
