osmid,highway,oneway,reversed,length,geometry,ref,name,tunnel
254743829,residential,False,True,88.174,"LINESTRING (-0.7520458 41.3030187, -0.7515402 41.3029306, -0.751135 41.30286, -0.7510288 41.3028171)",,,
693782866,primary,False,False,175.01,"LINESTRING (-0.7520458 41.3030187, -0.7521592 41.3030323, -0.7540737 41.3034125)",A-220,,
693782867,primary,False,True,70.661,"LINESTRING (-0.7520458 41.3030187, -0.7519107 41.3030338, -0.7517978 41.3030501, -0.7516682 41.3030897, -0.7515242 41.3031691, -0.7513949 41.3032563, -0.7513199 41.3033083)",A-220,,
254743829,residential,False,False,34.039,"LINESTRING (-0.75067 41.302672, -0.7510288 41.3028171)",,,
227027715,residential,False,True,263.293,"LINESTRING (-0.75067 41.302672, -0.7505891 41.3029453, -0.7504631 41.3033206, -0.7504079 41.3033765, -0.7503383 41.303418, -0.7502566 41.3034432, -0.7501702 41.3034612, -0.7501102 41.3034667, -0.7500358 41.303454, -0.7499638 41.3034216, -0.7498677 41.3033566, -0.7495893 41.3031583, -0.7495316 41.303133, -0.7494692 41.3031204, -0.7494164 41.303133, -0.7493324 41.3031817, -0.749282 41.3032268, -0.7489617 41.3037772)",,,
693782868,residential,False,False,48.663,"LINESTRING (-0.75067 41.302672, -0.7506725 41.3025594, -0.7506564 41.3023381, -0.750648 41.3022349)",,Plaza de Goya,
693782868,residential,False,True,48.663,"LINESTRING (-0.750648 41.3022349, -0.7506564 41.3023381, -0.7506725 41.3025594, -0.75067 41.302672)",,Plaza de Goya,
22996719,primary,False,False,28.983,"LINESTRING (-0.7540737 41.3034125, -0.7544097 41.3034775)",A-220,,
52774218,residential,False,False,93.314,"LINESTRING (-0.7540737 41.3034125, -0.7542914 41.3042356)",,Calle Portal de la Villa,
693782866,primary,False,True,175.01,"LINESTRING (-0.7540737 41.3034125, -0.7521592 41.3030323, -0.7520458 41.3030187)",A-220,,
22996719,primary,False,False,89.274,"LINESTRING (-0.7573649 41.3044567, -0.758294 41.3048535)",A-220,,
22996719,primary,False,True,50.102,"LINESTRING (-0.7573649 41.3044567, -0.7568512 41.3042241)",A-220,,
52774214,residential,False,False,50.337,"LINESTRING (-0.7573649 41.3044567, -0.7571152 41.3048687)",,Calle Mayor,
52823752,residential,False,True,45.334,"LINESTRING (-0.7573649 41.3044567, -0.7575855 41.3040842)",,,
52774214,residential,False,False,57.931,"LINESTRING (-0.7568294 41.3053642, -0.7565463 41.3058398)",,Calle Mayor,
52774214,residential,False,True,60.047,"LINESTRING (-0.7568294 41.3053642, -0.7571152 41.3048687)",,Calle Mayor,
52823737,residential,False,True,58.96,"LINESTRING (-0.7568294 41.3053642, -0.7574748 41.3055789)",,,
