osmid,ref,highway,oneway,reversed,length,geometry,name,lanes
983749863,A-331,secondary,False,False,12.658,"LINESTRING (-4.367929 37.3220921, -4.3679715 37.3222008)",,
154708540,CO-222a,tertiary,False,False,112.22200000000001,"LINESTRING (-4.367929 37.3220921, -4.3678746 37.322104, -4.3678202 37.322107, -4.3677769 37.3221042, -4.3677401 37.3220885, -4.367412 37.3218496, -4.367324 37.321795, -4.3672293 37.3217565, -4.3671051 37.3217364, -4.3669786 37.3217461, -4.3668275 37.3217778)",,
350572630,A-331,secondary,False,True,35.382,"LINESTRING (-4.367929 37.3220921, -4.367903 37.3219798, -4.3678645 37.3217781)",Calle Málaga,
905176318,A-331,secondary,False,False,49.494,"LINESTRING (-4.3735205 37.3249871, -4.3737254 37.3251199, -4.3739219 37.3252953)",,
905176318,A-331,secondary,False,True,152.09199999999998,"LINESTRING (-4.3735205 37.3249871, -4.3731011 37.3247581, -4.3727998 37.3246437, -4.3725408 37.3245774, -4.371952 37.3244657)",,
154707125,,residential,False,True,105.93700000000001,"LINESTRING (-4.3739219 37.3252953, -4.3739764 37.3252522, -4.3745556 37.3255271, -4.3749922 37.3256022)",,
905176318,A-331,secondary,False,False,124.51,"LINESTRING (-4.3739219 37.3252953, -4.3741556 37.3256366, -4.3742483 37.32586, -4.3742084 37.3260523, -4.3740199 37.3263133)",,
905176318,A-331,secondary,False,True,49.494,"LINESTRING (-4.3739219 37.3252953, -4.3737254 37.3251199, -4.3735205 37.3249871)",,
350572629,A-331,secondary,False,False,48.569,"LINESTRING (-4.3746452 37.3283733, -4.3749417 37.328741)",Carretera de Lucena a Loja,
350572629,A-331,secondary,False,True,17.965,"LINESTRING (-4.3746452 37.3283733, -4.3745427 37.3282338)",Carretera de Lucena a Loja,
"[274249072, 905176326]",,residential,False,False,151.428,"LINESTRING (-4.3746452 37.3283733, -4.3742405 37.3288119, -4.3741923 37.328829, -4.3741011 37.3288034, -4.3740689 37.3287479, -4.3743371 37.3284365, -4.3745427 37.3282338)",Plaza de Pablo Picasso,
154707114,CO-222a,tertiary,False,False,40.772999999999996,"LINESTRING (-4.3645047 37.3277056, -4.3646255 37.3277971, -4.3648119 37.3279782)",,
154707107,,residential,False,True,34.735,"LINESTRING (-4.3701499 37.327626, -4.3699214 37.3273719)",Calle Julio Romero Torres,
154707107,,residential,False,False,212.746,"LINESTRING (-4.3701499 37.327626, -4.370261 37.3277151, -4.3716994 37.3285842, -4.3717922 37.3286698, -4.3718145 37.3287979, -4.3717985 37.3289061)",Calle Julio Romero Torres,
"[905176329, 154707097]",,residential,True,False,280.324,"LINESTRING (-4.3701499 37.327626, -4.369901 37.3276412, -4.3688853 37.3277075, -4.3687181 37.3276765, -4.3680336 37.3275126, -4.3677367 37.3274827, -4.367425 37.3275423, -4.3670618 37.3276662)","['Calle del Calvario', 'Calle Alta']",
154707123,,residential,True,False,11.49,"LINESTRING (-4.3699465 37.3241489, -4.3698686 37.3240662)",Calle Granada,
154707113,,residential,False,True,95.498,"LINESTRING (-4.3678625 37.3267257, -4.3676451 37.326686, -4.3673611 37.3266579, -4.3670618 37.3266458, -4.366792 37.3266669)",Calle Juan Valera,
1201608430,,residential,False,False,35.895,"LINESTRING (-4.3707543 37.3237935, -4.370414 37.3239695)",Calle Fernando Martin,
1201608433,,residential,True,False,54.94,"LINESTRING (-4.3707543 37.3237935, -4.3713604 37.3239022)",Calle Luis Ocana,
154707119,,residential,True,False,141.024,"LINESTRING (-4.3711484 37.3277862, -4.3713438 37.3278466, -4.3718275 37.3281302, -4.3722574 37.328414, -4.3724829 37.3284185)",Calle El Cerro,
904770173,,residential,False,True,72.613,"LINESTRING (-4.3711484 37.3277862, -4.3713007 37.3275957, -4.3715373 37.3276703, -4.3717537 37.3275255)",Callejon De Las Pampanas,
319611037,,residential,True,False,7.958,"LINESTRING (-4.3712003 37.3264503, -4.3711841 37.3263799)",Calle Juan Carlos I,
319611035,,residential,True,False,178.163,"LINESTRING (-4.3741265 37.3292485, -4.3739622 37.3290964, -4.3737111 37.3289479, -4.3729199 37.3285806, -4.3726742 37.3284355, -4.3725185 37.3283034)",Calle Lucena,
904783351,,residential,False,False,29.224,"LINESTRING (-4.3661765 37.3266453, -4.36619 37.3263827)",Calle Del Senor,
904783351,,residential,False,True,13.57,"LINESTRING (-4.3661765 37.3266453, -4.3661398 37.3267638)",Calle Del Senor,
154707113,,residential,False,False,54.647999999999996,"LINESTRING (-4.3661765 37.3266453, -4.3665693 37.3266778, -4.366792 37.3266669)",Calle Juan Valera,
154707110,,residential,True,False,49.115,"LINESTRING (-4.3669175 37.3273346, -4.3674306 37.3271654)",Calle Fresno,
154707119,,residential,True,False,50.148,"LINESTRING (-4.3669175 37.3273346, -4.3674793 37.3272728)",Calle El Cerro,
904783352,,residential,False,True,39.017,"LINESTRING (-4.3669175 37.3273346, -4.3670618 37.3276662)",Calle Padre Manjon,
