osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel,bridge
113592203,True,1,Rúa Gran Vía,residential,40,False,75.14500000000001,"LINESTRING (-8.6874717 43.2151463, -8.6872563 43.2157195, -8.6872268 43.2157981)",,,,
113589874,False,2,Rúa Vázquez de Parga,primary,50,True,7.834,"LINESTRING (-8.6884561 43.2173872, -8.6884151 43.217451)",AC-552,,,
25542869,False,2,Rúa Emilia Pardo Bazán,primary,50,False,51.599,"LINESTRING (-8.6884561 43.2173872, -8.6885724 43.217362, -8.6886295 43.2173463, -8.6887015 43.2173168, -8.6888629 43.2172518, -8.6890243 43.2171824)",,,,
357553575,False,2,Rúa Vázquez de Parga,primary,50,False,86.989,"LINESTRING (-8.6884561 43.2173872, -8.6885291 43.2172697, -8.6888948 43.2166732)",AC-552,,,
25542869,False,2,Rúa Emilia Pardo Bazán,primary,50,False,41.523,"LINESTRING (-8.6890243 43.2171824, -8.6893624 43.2170708, -8.6894991 43.2170449)",,,,
25542869,False,2,Rúa Emilia Pardo Bazán,primary,50,True,51.599,"LINESTRING (-8.6890243 43.2171824, -8.6888629 43.2172518, -8.6887015 43.2173168, -8.6886295 43.2173463, -8.6885724 43.217362, -8.6884561 43.2173872)",,,,
25542869,False,2,Rúa Emilia Pardo Bazán,primary,50,True,41.523,"LINESTRING (-8.6894991 43.2170449, -8.6893624 43.2170708, -8.6890243 43.2171824)",,,,
113595739,True,1,Rúa do Muíño,residential,30,False,145.511,"LINESTRING (-8.6894991 43.2170449, -8.6894985 43.2169377, -8.6894923 43.2158509, -8.6894917 43.2157363)",DP-1902,,,
357144725,False,2,Avenida Ponte da Pedra,primary,50,False,76.859,"LINESTRING (-8.6894991 43.2170449, -8.6896255 43.2170403, -8.6904463 43.2170092)",,,,
46785603,True,1,Avenida Ponte da Pedra,primary,40,False,16.637,"LINESTRING (-8.6908287 43.2169876, -8.6909508 43.2169798, -8.690995 43.2169748, -8.6910327 43.2169713)",,,,
357144725,False,2,Avenida Ponte da Pedra,primary,50,True,31.089,"LINESTRING (-8.6908287 43.2169876, -8.6905391 43.2170067, -8.6904463 43.2170092)",,,,
25544054,True,,,primary,40,False,19.653,"LINESTRING (-8.6910327 43.2169713, -8.6910509 43.217004, -8.6910805 43.2170321, -8.6911193 43.2170533, -8.6911644 43.2170662, -8.6912127 43.2170698)",,roundabout,,
25544054,True,,,primary,40,False,14.038,"LINESTRING (-8.6912127 43.2170698, -8.6912694 43.2170616, -8.6913195 43.2170408, -8.691358 43.2170094)",,roundabout,,
25544054,True,,,primary,40,False,10.23,"LINESTRING (-8.691358 43.2170094, -8.6913764 43.2169818, -8.6913854 43.2169518, -8.6913845 43.2169212)",,roundabout,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,False,37.666,"LINESTRING (-8.6943787 43.2165758, -8.6939359 43.2166788)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,True,4.145,"LINESTRING (-8.6943787 43.2165758, -8.6944279 43.2165656)",,,,
81657434,False,,Rúa Otero Pedrayo,residential,,True,41.73,"LINESTRING (-8.6943787 43.2165758, -8.694407 43.2166393, -8.6945379 43.2169327)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,True,27.225,"LINESTRING (-8.6936179 43.2167578, -8.6939359 43.2166788)",,,,
81657424,False,,Rúa Manuel Murguía,residential,,True,42.357,"LINESTRING (-8.6936179 43.2167578, -8.6936431 43.2168151, -8.6937772 43.2171206)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,False,19.042,"LINESTRING (-8.6936179 43.2167578, -8.6935221 43.216779, -8.6933966 43.216815)",,,,
54979656,False,,Rúa Colombia,residential,,True,107.059,"LINESTRING (-8.6933966 43.216815, -8.6934035 43.2167424, -8.6934879 43.2158545)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,False,44.37,"LINESTRING (-8.6933966 43.216815, -8.6932813 43.2168425, -8.6930817 43.2168897, -8.6928728 43.2169308)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,True,19.042,"LINESTRING (-8.6933966 43.216815, -8.6935221 43.216779, -8.6936179 43.2167578)",,,,
25544054,True,,,primary,40,False,21.808,"LINESTRING (-8.6913845 43.2169212, -8.6913693 43.2168836, -8.6913394 43.2168509, -8.6912976 43.2168262, -8.6912477 43.2168117, -8.691194 43.2168085)",,roundabout,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,True,115.66,"LINESTRING (-8.6913845 43.2169212, -8.6914551 43.2169223, -8.6915423 43.2169242, -8.6916403 43.2169226, -8.6917619 43.2169281, -8.6918859 43.2169338, -8.6920173 43.2169396, -8.6921616 43.2169537, -8.6923453 43.2169716, -8.692445 43.2169733, -8.6925886 43.216971, -8.6927218 43.2169609, -8.6928063 43.2169514)",,,,
25544054,True,,,primary,40,False,3.551,"LINESTRING (-8.6910407 43.2168891, -8.6910291 43.2169199)",,roundabout,,
55115359,False,,Rúa Enrique Sánchez,residential,,True,145.679,"LINESTRING (-8.6910407 43.2168891, -8.6910129 43.2168728, -8.6909441 43.2168306, -8.6908765 43.2167262, -8.6905661 43.2158622, -8.6905491 43.2157479, -8.6905685 43.2156539)",,,,
25544054,True,,,primary,40,False,5.7509999999999994,"LINESTRING (-8.6910291 43.2169199, -8.6910274 43.2169457, -8.6910327 43.2169713)",,roundabout,,
46785601,True,1,Avenida Ponte da Pedra,primary,50,False,17.967,"LINESTRING (-8.6910291 43.2169199, -8.6909913 43.2169389, -8.6908287 43.2169876)",,,,
423009459,True,1,Rúa Martín Herrera,living_street,20,False,17.318,"LINESTRING (-8.6894998 43.2115164, -8.6896838 43.2115956)",,,,
81657479,True,1,Rúa Cinceiro,residential,30,False,62.459,"LINESTRING (-8.6914708 43.212764, -8.6914946 43.2127214, -8.6917467 43.2122708, -8.6917622 43.212244)",,,,
230995543,True,1,Rúa Ponte,tertiary,30,False,49.452,"LINESTRING (-8.6914708 43.212764, -8.6917324 43.2128405, -8.6919809 43.2129414, -8.6920192 43.212957)",AC-416,,,
357553579,False,2,Rúa Fábrica,tertiary,50,False,21.991,"LINESTRING (-8.6950644 43.2140058, -8.6952934 43.2141119)",AC-416,,,
231705854,False,2,Rúa Poñente,tertiary,30,True,54.646,"LINESTRING (-8.6950644 43.2140058, -8.6950182 43.2139848, -8.6948203 43.2139041, -8.694594 43.2137918, -8.6944903 43.2137488)",AC-416,,,
422057836,False,,Travesía Fisterra,residential,30,True,31.884,"LINESTRING (-8.6941688 43.2090082, -8.6944696 43.209193)",,,,
81657549,False,2,Avenida de Fisterra,primary,50,True,100.425,"LINESTRING (-8.6941688 43.2090082, -8.6934419 43.2095599, -8.6933105 43.2096596)",AC-552,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,False,5.855,"LINESTRING (-8.6928728 43.2169308, -8.6928063 43.2169514)",,,,
39248958,False,,Rúa Venezuela,residential,50,False,117.37899999999999,"LINESTRING (-8.6928728 43.2169308, -8.6928779 43.2168611, -8.6929505 43.2158767)",,,,
1254093325,False,2,Avenida Ponte da Pedra,primary,50,True,44.370000000000005,"LINESTRING (-8.6928728 43.2169308, -8.6930817 43.2168897, -8.6932813 43.2168425, -8.6933966 43.216815)",,,,
39248958,False,,Rúa Venezuela,residential,50,True,117.37899999999999,"LINESTRING (-8.6929505 43.2158767, -8.6928779 43.2168611, -8.6928728 43.2169308)",,,,
39248986,True,1,Rúa Estrela,residential,30,False,155.92400000000004,"LINESTRING (-8.6907163 43.2138511, -8.6908055 43.2138682, -8.6913969 43.2139817, -8.6914881 43.2140012, -8.692454 43.2142078, -8.6925678 43.2142321)",,,,
113589872,True,1,Rúa Vázquez de Parga,primary,50,False,44.949999999999996,"LINESTRING (-8.6907163 43.2138511, -8.6908614 43.2135235, -8.690883 43.2134656)",AC-552,,,
422057841,False,2,Rúa Perú,residential,50,False,27.523,"LINESTRING (-8.6925678 43.2142321, -8.6924579 43.2144663)",,,,
422057841,False,2,Rúa Perú,residential,50,True,102.661,"LINESTRING (-8.6925678 43.2142321, -8.6926006 43.2141666, -8.6929594 43.2134495, -8.6930002 43.2133643)",,,,
113592211,True,1,Rúa Igrexa,residential,30,False,101.699,"LINESTRING (-8.690406 43.2119329, -8.690451 43.2118803, -8.6908152 43.211197, -8.6908684 43.2110839)",,,,
113595740,True,2,Praza de Galicia,residential,50,False,35.244,"LINESTRING (-8.690406 43.2119329, -8.6904582 43.2119647, -8.6905597 43.2120264, -8.6907456 43.2121308)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,False,4.317,"LINESTRING (-8.6865728 43.2118636, -8.6865585 43.211901)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,True,12.029,"LINESTRING (-8.6865728 43.2118636, -8.6866112 43.2117591)",,,,
423009444,False,2,Rúa Ferreiros,residential,30,True,8.716,"LINESTRING (-8.6864887 43.2120805, -8.6865928 43.2121002)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,False,37.933,"LINESTRING (-8.6864887 43.2120805, -8.6863675 43.21241)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,True,15.444,"LINESTRING (-8.6864887 43.2120805, -8.6865408 43.2119469)",,,,
1252453308,True,1,Rúa Vila de Negreira,residential,30,False,8.869,"LINESTRING (-8.6864887 43.2120805, -8.6865592 43.2120195)",,,,
"[114555802, 1252453303]",False,2,Rúa Vila de Negreira,residential,"['30', '50']",False,323.294,"LINESTRING (-8.6862313 43.2127542, -8.6860824 43.2130993, -8.6860022 43.2132695, -8.6859322 43.213397, -8.6858688 43.2135101, -8.685511 43.2141158, -8.6853354 43.2143917, -8.6852693 43.2144831, -8.6851911 43.2145808, -8.6850947 43.2146856, -8.6849966 43.2147799, -8.6849332 43.2148348, -8.6848219 43.2149237, -8.6845759 43.2151129, -8.6843585 43.2152782)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,True,39.833,"LINESTRING (-8.6862313 43.2127542, -8.6863271 43.2125121, -8.6863675 43.21241)",,,,
40455404,True,2,Rúa do Sol,residential,,False,6.247,"LINESTRING (-8.6874833 43.2097274, -8.687509 43.2097274, -8.6875337 43.2097223, -8.6875556 43.2097125)",,roundabout,,
40455404,True,2,Rúa do Sol,residential,,False,3.621,"LINESTRING (-8.6875789 43.2096916, -8.6875868 43.2096763, -8.6875894 43.2096602)",,roundabout,,
46785604,True,1,Rúa do Sol,residential,30,False,193.984,"LINESTRING (-8.6875789 43.2096916, -8.6876836 43.209754, -8.6877619 43.2098111, -8.6878429 43.2098905, -8.6884516 43.2104935, -8.6889803 43.2110174, -8.6890303 43.211074)",DP-1914,,,
40455404,True,2,Rúa do Sol,residential,,False,12.518,"LINESTRING (-8.6874955 43.2095922, -8.6874651 43.2095961, -8.6874381 43.209607, -8.6874174 43.2096238, -8.6874055 43.2096445, -8.6874034 43.209667)",,roundabout,,
40455404,True,2,Rúa do Sol,residential,,False,3.01,"LINESTRING (-8.6875556 43.2097125, -8.6875687 43.2097029, -8.6875789 43.2096916)",,roundabout,,
40455404,True,2,Rúa do Sol,residential,,False,11.884,"LINESTRING (-8.6875894 43.2096602, -8.6875849 43.2096391, -8.6875715 43.20962, -8.6875507 43.209605, -8.6875245 43.2095954, -8.6874955 43.2095922)",,roundabout,,
40491738,False,,Rúa Santa Ana,residential,,True,32.721000000000004,"LINESTRING (-8.6875894 43.2096602, -8.68776 43.2097262, -8.6879681 43.2097026)",,,,
423009441,False,,Rúa San Xoán Bautista,residential,,False,51.483999999999995,"LINESTRING (-8.6903011 43.2099915, -8.690302 43.2101512, -8.6903027 43.2102964, -8.6903035 43.2104545)",,,,
423009464,False,2,Rúa San Ramón,residential,50,False,60.195,"LINESTRING (-8.6903011 43.2099915, -8.6903974 43.210025, -8.6905107 43.2100643, -8.6906793 43.2101144, -8.6908384 43.2101661, -8.6909829 43.2102055)",,,,
423009464,False,2,Rúa San Ramón,residential,50,True,93.114,"LINESTRING (-8.6903011 43.2099915, -8.6901975 43.2099584, -8.6900902 43.2099241, -8.6896251 43.2097882, -8.6892405 43.2096697)",,,,
40491738,False,,Rúa Santa Ana,residential,,False,104.376,"LINESTRING (-8.6892405 43.2096697, -8.6890836 43.2096319, -8.6887705 43.2096261, -8.6886606 43.2096321, -8.6879681 43.2097026)",,,,
"[40491739, 81657445]",False,,"['Rúa San Paio', 'Rúa San Antonio']",residential,,True,170.54399999999998,"LINESTRING (-8.6892405 43.2096697, -8.6891753 43.2103758, -8.6903035 43.2104545)",,,,
423009464,False,2,Rúa San Ramón,residential,50,False,93.11399999999999,"LINESTRING (-8.6892405 43.2096697, -8.6896251 43.2097882, -8.6900902 43.2099241, -8.6901975 43.2099584, -8.6903011 43.2099915)",,,,
40455603,True,1,Rúa Oriente,residential,20,False,104.165,"LINESTRING (-8.6878273 43.2113467, -8.6879408 43.2109463, -8.6879026 43.2108744, -8.687687 43.2105136, -8.6876589 43.2104601)",,,,
81657578,True,1,Rúa da Lagoa,living_street,20,False,13.966000000000001,"LINESTRING (-8.6878273 43.2113467, -8.6878901 43.2113641, -8.6879889 43.2113903)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,False,39.239,"LINESTRING (-8.6867363 43.2114182, -8.6866112 43.2117591)",,,,
40491963,False,,Rúa da Lagoa,residential,30,False,54.649,"LINESTRING (-8.6867363 43.2114182, -8.6865989 43.2114083, -8.6860641 43.2113796)",,,,
81657578,True,1,Rúa da Lagoa,living_street,20,False,70.62,"LINESTRING (-8.6867363 43.2114182, -8.6869862 43.2113729, -8.6872598 43.2112939, -8.6873381 43.211277, -8.6874235 43.2112751, -8.6875726 43.2112984)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,True,118.54299999999999,"LINESTRING (-8.6867363 43.2114182, -8.6867902 43.2112739, -8.6869087 43.2109488, -8.6871126 43.210388)",,,,
40491963,False,,Rúa da Lagoa,residential,30,False,127.749,"LINESTRING (-8.6860641 43.2113796, -8.6851375 43.2113256, -8.6847896 43.211287, -8.6844994 43.211325)",,,,
40491963,False,,Rúa da Lagoa,residential,30,True,54.649,"LINESTRING (-8.6860641 43.2113796, -8.6865989 43.2114083, -8.6867363 43.2114182)",,,,
"[423009442, 423009445]",False,,Travesía Lagoa,"['residential', 'unclassified']",20,True,50.932,"LINESTRING (-8.6860641 43.2113796, -8.6860704 43.2112415, -8.6860843 43.2109218)",,,yes,
40491963,False,,Rúa da Lagoa,residential,30,True,127.749,"LINESTRING (-8.6844994 43.211325, -8.6847896 43.211287, -8.6851375 43.2113256, -8.6860641 43.2113796)",,,,
40662712,False,,Camiño do Bosque,residential,30,True,181.988,"LINESTRING (-8.6844994 43.211325, -8.6847898 43.2114827, -8.6850201 43.2116016, -8.6855771 43.211789, -8.6864342 43.2119288, -8.6865408 43.2119469)",,,,
40455603,True,1,Rúa Oriente,residential,20,False,85.452,"LINESTRING (-8.6876589 43.2104601, -8.6874859 43.2098908, -8.6875556 43.2097125)",,,,
114555955,False,,Rúa Costureiras,residential,30,False,45.083,"LINESTRING (-8.6876589 43.2104601, -8.6872063 43.2103907, -8.6871126 43.210388)",,,,
40549325,False,,Rúa Vila de Noia,residential,,False,166.00799999999998,"LINESTRING (-8.6838482 43.2167214, -8.6838687 43.2166478, -8.6840338 43.2162196, -8.6843266 43.2154604, -8.684356 43.2153583, -8.6843585 43.2152782)",,,,
814931611,False,2,Rúa Vila de Corcubión,residential,30,False,140.801,"LINESTRING (-8.6838482 43.2167214, -8.6839706 43.2167449, -8.6849563 43.21694, -8.6855258 43.2170511)",,,,
40549325,False,,Rúa Vila de Noia,residential,,True,166.00799999999998,"LINESTRING (-8.6843585 43.2152782, -8.684356 43.2153583, -8.6843266 43.2154604, -8.6840338 43.2162196, -8.6838687 43.2166478, -8.6838482 43.2167214)",,,,
114555802,False,,Rúa Vila de Negreira,residential,50,False,184.98400000000004,"LINESTRING (-8.6843585 43.2152782, -8.6842269 43.2153589, -8.6838966 43.2155398, -8.6836483 43.2156761, -8.6835106 43.2157655, -8.6834225 43.2158344, -8.6833429 43.2159105, -8.683297 43.2159697, -8.6832875 43.215985, -8.6832523 43.2160416, -8.683112 43.2163154, -8.6829967 43.2165478)",,,,
"[114555802, 1252453303]",False,2,Rúa Vila de Negreira,residential,"['50', '30']",True,323.294,"LINESTRING (-8.6843585 43.2152782, -8.6845759 43.2151129, -8.6848219 43.2149237, -8.6849332 43.2148348, -8.6849966 43.2147799, -8.6850947 43.2146856, -8.6851911 43.2145808, -8.6852693 43.2144831, -8.6853354 43.2143917, -8.685511 43.2141158, -8.6858688 43.2135101, -8.6859322 43.213397, -8.6860022 43.2132695, -8.6860824 43.2130993, -8.6862313 43.2127542)",,,,
40549326,True,1,Rúa Vila de Corcubión,residential,30,False,71.651,"LINESTRING (-8.6829967 43.2165478, -8.6837111 43.2166935, -8.6837562 43.2167026, -8.6838482 43.2167214)",,,,
114555802,False,,Rúa Vila de Negreira,residential,50,True,184.98399999999998,"LINESTRING (-8.6829967 43.2165478, -8.683112 43.2163154, -8.6832523 43.2160416, -8.6832875 43.215985, -8.683297 43.2159697, -8.6833429 43.2159105, -8.6834225 43.2158344, -8.6835106 43.2157655, -8.6836483 43.2156761, -8.6838966 43.2155398, -8.6842269 43.2153589, -8.6843585 43.2152782)",,,,
"[40662665, 1252453313]",True,1,Rúa San Xoán Bautista,residential,30,False,86.89399999999999,"LINESTRING (-8.6902881 43.2109501, -8.6897737 43.2114996, -8.68973 43.2115463, -8.6896838 43.2115956)",,,,
423009441,False,,Rúa San Xoán Bautista,residential,,True,55.317,"LINESTRING (-8.6902881 43.2109501, -8.6903059 43.2109062, -8.690304 43.2105388, -8.6903035 43.2104545)",,,,
81657462,False,,Rúa San Martiño,residential,,True,49.42,"LINESTRING (-8.6917244 43.2091927, -8.6916881 43.2092687, -8.691559 43.2096203)",,,,
81657478,False,,Rúa Río Miño,residential,30,False,61.693999999999996,"LINESTRING (-8.6917244 43.2091927, -8.6916595 43.2091734, -8.6910941 43.2090051, -8.6910197 43.2089829)",,,,
81657478,False,,Rúa Río Miño,residential,30,True,37.853,"LINESTRING (-8.6917244 43.2091927, -8.6920573 43.2090561, -8.6921314 43.2090257)",,,,
113592208,True,1,Rúa Gran Vía,residential,40,False,44.759,"LINESTRING (-8.6890303 43.211074, -8.6889953 43.2111365, -8.6888824 43.2114123, -8.6888656 43.2114579)",,,,
"[1252453305, 113595751]",True,1,Rúa do Sol,living_street,20,False,62.306,"LINESTRING (-8.6890303 43.211074, -8.6892718 43.2113293, -8.6894998 43.2115164)",DP-1914,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,False,15.444,"LINESTRING (-8.6865408 43.2119469, -8.6864887 43.2120805)",,,,
1252453303,False,2,Rúa Vila de Negreira,residential,30,True,5.302,"LINESTRING (-8.6865408 43.2119469, -8.6865585 43.211901)",,,,
40662712,False,,Camiño do Bosque,residential,30,False,181.988,"LINESTRING (-8.6865408 43.2119469, -8.6864342 43.2119288, -8.6855771 43.211789, -8.6850201 43.2116016, -8.6847898 43.2114827, -8.6844994 43.211325)",,,,
422057841,False,2,Rúa Perú,residential,50,False,102.661,"LINESTRING (-8.6930002 43.2133643, -8.6929594 43.2134495, -8.6926006 43.2141666, -8.6925678 43.2142321)",,,,
497253844,True,1,,tertiary,40,False,11.622,"LINESTRING (-8.6930002 43.2133643, -8.6930313 43.2133695, -8.6930606 43.2133655, -8.6930881 43.2133517, -8.6931005 43.2133387, -8.6931079 43.2133201)",,roundabout,,
25544054,True,,,primary,40,False,16.081000000000003,"LINESTRING (-8.691194 43.2168085, -8.6911455 43.216816, -8.6911016 43.2168329, -8.6910658 43.2168579, -8.6910407 43.2168891)",,roundabout,,
1253662067,False,2,Rúa Perú,residential,50,True,210.95300000000003,"LINESTRING (-8.691194 43.2168085, -8.6912086 43.216775, -8.6913093 43.2165961, -8.6918436 43.215612, -8.6919366 43.2154407, -8.6919794 43.2153619, -8.6920823 43.2151724, -8.6921517 43.2150445)",,,,
54982494,False,2,Rúa Doutor Fleming,residential,50,True,102.004,"LINESTRING (-8.6872268 43.2157981, -8.6859962 43.215991)",,,,
113592203,True,1,Rúa Gran Vía,residential,40,False,182.281,"LINESTRING (-8.6872268 43.2157981, -8.6871845 43.2159, -8.6866506 43.2173074, -8.686624 43.2173774)",,,,
114555565,False,2,Rúa Doutor Fleming,residential,30,False,75.178,"LINESTRING (-8.6872268 43.2157981, -8.6873047 43.2157909, -8.6880419 43.2157226, -8.6881471 43.2157128)",,,,
113595750,True,,Rúa Pintor Luis Seoane,residential,30,False,76.648,"LINESTRING (-8.6881471 43.2157128, -8.6880235 43.2150294)",,,,
"[113595745, 81657566]",False,"['1', '2']",Rúa Andorra,residential,50,"[False, True]",75.713,"LINESTRING (-8.6881471 43.2157128, -8.6881823 43.2162017, -8.6881108 43.2163858)",,,,
