osmid,oneway,name,highway,reversed,length,geometry,ref,lanes
28225707,True,Calle Pedro González Gómez,residential,False,140.192,"LINESTRING (-16.577464 28.1211065, -16.5775229 28.1210258, -16.577559 28.1203733, -16.5776031 28.1201372, -16.5777075 28.119881)",,
28225730,False,Calle El Calvario,primary,True,109.8,"LINESTRING (-16.577464 28.1211065, -16.5773431 28.1209443, -16.5772777 28.1208566, -16.5771631 28.1207029, -16.5770274 28.1204493, -16.5769858 28.1203464, -16.5769537 28.1202352)",TF-28,
952992220,False,Calle El Calvario,primary,False,88.81200000000001,"LINESTRING (-16.577464 28.1211065, -16.5775049 28.1214569, -16.5775201 28.1217048, -16.5775322 28.1219027)",TF-28,
888453406,True,Calle El Calvario,primary,False,6.053,"LINESTRING (-16.5776546 28.1193409, -16.5776209 28.1193865)",TF-28,1
28225691,False,Calle San Antonio,residential,False,82.524,"LINESTRING (-16.5774172 28.123377, -16.5774991 28.1233996, -16.5782521 28.1234558)",,
223427134,False,Calle San Francisco,primary,False,52.896,"LINESTRING (-16.5774172 28.123377, -16.5774528 28.123495, -16.5775493 28.1238382)",TF-28,
223427134,False,Calle San Francisco,primary,True,63.86,"LINESTRING (-16.5774172 28.123377, -16.5774203 28.1232487, -16.5774759 28.122893, -16.5774893 28.1228069)",TF-28,
22719384,False,Calle San Francisco,residential,False,53.377,"LINESTRING (-16.5775048 28.1246944, -16.5775326 28.1247715, -16.5775442 28.1251705)",,
223427134,False,Calle San Francisco,primary,True,96.848,"LINESTRING (-16.5775048 28.1246944, -16.5775473 28.1246331, -16.5775618 28.1245391, -16.5775783 28.1243315, -16.5775906 28.1240912, -16.5775493 28.1238382)",TF-28,
223427153,False,Calle Isaac de Vega,primary,False,156.51,"LINESTRING (-16.5775048 28.1246944, -16.5774318 28.1247395, -16.5770525 28.1248277, -16.5769336 28.124942, -16.5769029 28.1250496, -16.5769081 28.1251209, -16.5769185 28.1252625, -16.5769241 28.1253377, -16.5768756 28.1254725, -16.5768119 28.1255451, -16.5767333 28.1255977, -16.576716 28.1256113, -16.576642 28.1256696)",TF-28,
