osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge
133668333,False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,True,8.824,"LINESTRING (1.869245 41.5358413, 1.8691629 41.5358915)",,
"[129152770, 133668333]",False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,78.75899999999999,"LINESTRING (1.869245 41.5358413, 1.8694588 41.5356942, 1.8695785 41.5356092, 1.869945 41.5353648)",,
34049012,True,2,N-IIa,,secondary,30,False,14.067,"LINESTRING (1.8705115 41.535091, 1.8705291 41.5351276, 1.8705273 41.5352152)",roundabout,
34049012,True,2,N-IIa,,secondary,30,False,24.471,"LINESTRING (1.8705273 41.5352152, 1.8704676 41.5352673, 1.8703522 41.5353328, 1.8702959 41.5353415)",roundabout,
133668367,False,,,Carrer de la Font del Vidal,residential,,False,81.86699999999999,"LINESTRING (1.8705273 41.5352152, 1.8708429 41.5354163, 1.8712763 41.5356924)",,
34049012,True,2,N-IIa,,secondary,30,False,12.870999999999999,"LINESTRING (1.8702959 41.5353415, 1.870246 41.5353372, 1.8702018 41.5353262, 1.8701488 41.5353089)",roundabout,
777761130,True,2,N-IIa,,secondary,30,False,9.615,"LINESTRING (1.8701488 41.5353089, 1.8700925 41.5352334)",roundabout,
60669723,True,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,18.089,"LINESTRING (1.8701488 41.5353089, 1.8700797 41.5353237, 1.869945 41.5353648)",,
129152773,True,2,N-IIa,,secondary,30,False,32.046,"LINESTRING (1.8700925 41.5352334, 1.8701269 41.5352053, 1.8701809 41.5351723, 1.8703312 41.5350717, 1.8703857 41.5350484)",roundabout,
60669726,True,2,N-IIa,Avinguda de Francesc de Marimon,secondary,30,False,8.313,"LINESTRING (1.8703857 41.5350484, 1.8704405 41.5349859)",,
777761131,True,2,N-IIa,,secondary,30,False,11.690000000000001,"LINESTRING (1.8703857 41.5350484, 1.8704452 41.5350581, 1.8705115 41.535091)",roundabout,
129152769,True,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,19.596,"LINESTRING (1.869945 41.5353648, 1.8699892 41.5352956, 1.8700287 41.535267, 1.8700925 41.5352334)",,
"[129152770, 133668333]",False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,True,78.75899999999999,"LINESTRING (1.869945 41.5353648, 1.8695785 41.5356092, 1.8694588 41.5356942, 1.869245 41.5358413)",,
394600934,True,,,Carrer de Sant Miquel,residential,30,False,98.89899999999999,"LINESTRING (1.869756 41.5361166, 1.8702654 41.5355096, 1.8702959 41.5354538, 1.8702959 41.5353415)",,
672708851,True,,,Carrer de Sant Joan,residential,50,False,52.583,"LINESTRING (1.869756 41.5361166, 1.8695098 41.5359997, 1.8694241 41.535961, 1.8693438 41.5359062, 1.869245 41.5358413)",,
34048996,True,,,Carrer de Sant Joan,residential,,False,57.955,"LINESTRING (1.8690878 41.5359486, 1.868495 41.5356752)",,
133668333,False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,8.91,"LINESTRING (1.8690878 41.5359486, 1.8691629 41.5358915)",,
133668333,False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,True,159.489,"LINESTRING (1.8690878 41.5359486, 1.8688711 41.5361672, 1.8686535 41.5364243, 1.8683123 41.5369029, 1.8681056 41.5371776)",,
34048996,True,,,Carrer de Sant Joan,residential,,False,8.557,"LINESTRING (1.868495 41.5356752, 1.8685458 41.5356083)",,
34048996,True,,,Carrer de Sant Joan,residential,,False,60.249,"LINESTRING (1.8685458 41.5356083, 1.8691629 41.5358915)",,
34048997,False,,,Carrer Torrent Mal,residential,,False,90.855,"LINESTRING (1.8685458 41.5356083, 1.8685981 41.5355247, 1.8687145 41.5352889, 1.8689045 41.5348374)",,
133668333,False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,8.824,"LINESTRING (1.8691629 41.5358915, 1.869245 41.5358413)",,
133668333,False,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,True,8.91,"LINESTRING (1.8691629 41.5358915, 1.8690878 41.5359486)",,
34048997,False,,,Carrer Torrent Mal,residential,,True,90.855,"LINESTRING (1.8689045 41.5348374, 1.8687145 41.5352889, 1.8685981 41.5355247, 1.8685458 41.5356083)",,
895914482,True,1,B-231,Piera-Esparreguera,secondary,40,False,4.741,"LINESTRING (1.8659515 41.5350038, 1.8658961 41.5349939)",roundabout,
34049003,True,1,B-231,Piera-Esparreguera,secondary,40,False,11.731,"LINESTRING (1.8660714 41.5349802, 1.8660428 41.5350835)",,
"[895914485, 895914478]",True,1,B-231,Piera-Esparreguera,secondary,40,False,10.468,"LINESTRING (1.8660714 41.5349802, 1.8660109 41.5350003, 1.8659515 41.5350038)",roundabout,
34049005,True,1,B-231,Piera-Esparreguera,secondary,40,False,11.674,"LINESTRING (1.8660428 41.5350835, 1.8659515 41.5350038)",,
60669720,False,1,B-231,Carretera de Piera a Esparreguera,secondary,50,True,79.564,"LINESTRING (1.8660428 41.5350835, 1.8663034 41.5355846, 1.8663345 41.5356791, 1.8663494 41.5357588)",,
895914483,True,1,B-231,Piera-Esparreguera,secondary,40,False,5.409,"LINESTRING (1.8657815 41.5348787, 1.8657865 41.5348302)",roundabout,
129152768,True,2,N-IIa,Avinguda de Francesc de Marimon,secondary,50,False,17.295,"LINESTRING (1.8705575 41.5349397, 1.8705317 41.5350466, 1.8705115 41.535091)",,
134209944,True,,,Carrer del Beat Doménec Castellet,residential,,False,53.611,"LINESTRING (1.8678042 41.5423331, 1.8672864 41.5426199)",,
378352064,False,,,Baixada de la Padrineta,residential,,False,76.651,"LINESTRING (1.8678042 41.5423331, 1.8680423 41.542999)",,
133633723,False,,,Carrer d'Emili Pascual,residential,,False,63.661,"LINESTRING (1.8747395 41.536067, 1.8753003 41.5356777)",,
539509226,True,,,Passeig dels Jocs Olimpics,residential,30,False,97.89899999999999,"LINESTRING (1.8747395 41.536067, 1.8745685 41.535925, 1.874475 41.5357933, 1.8744439 41.5357359, 1.8743866 41.535562, 1.874396 41.5352873, 1.8743922 41.5352632)",,
539509226,True,,,Passeig dels Jocs Olimpics,residential,30,False,61.563,"LINESTRING (1.8753136 41.536416, 1.8752378 41.536373, 1.8747395 41.536067)",,
658885599,False,,,Passeig del Castell,residential,30,True,57.047000000000004,"LINESTRING (1.8753136 41.536416, 1.8752009 41.5364947, 1.8750602 41.5365905, 1.8747975 41.5367291, 1.8747832 41.5367392)",,
658885599,False,,,Passeig del Castell,residential,30,False,32.688,"LINESTRING (1.8734934 41.5370396, 1.8738707 41.536958)",,
133555294,False,,,Carrer de la Gorgonçana,residential,,True,49.522999999999996,"LINESTRING (1.8734934 41.5370396, 1.8734167 41.5371312, 1.8733077 41.5373217, 1.8732374 41.5374406)",,
1084718469,False,,,Carrer Cavallers,residential,,True,39.506,"LINESTRING (1.8734934 41.5370396, 1.8732955 41.537072, 1.8731238 41.5371186, 1.8730514 41.5371579)",,
133668380,True,1,,Passatge de la Gorgonçana,residential,,False,220.66199999999998,"LINESTRING (1.872622 41.5373606, 1.872809 41.5376066, 1.8722261 41.5379179, 1.871814 41.5383287, 1.8726187 41.5385776)",,
"[1084718468, 134209958]",False,2,,Carrer Cavallers,residential,,False,42.477999999999994,"LINESTRING (1.872622 41.5373606, 1.8726703 41.5373452, 1.8727601 41.5373165, 1.8728779 41.5372522, 1.8730514 41.5371579)",,
133624749,True,,,,residential,,False,16.031,"LINESTRING (1.8643385 41.5391251, 1.8643169 41.539149, 1.8642862 41.5391663, 1.8642495 41.5391752, 1.864211 41.5391747, 1.8641748 41.5391648)",roundabout,
"[133624752, 133624750, 133624751]",False,,,Carrer de Balmes,residential,30,True,174.203,"LINESTRING (1.8643385 41.5391251, 1.8643998 41.53915, 1.865736 41.5396985, 1.8661492 41.5398713, 1.8661697 41.5398833)",,yes
133555294,False,,,Carrer de la Gorgonçana,residential,,False,78.003,"LINESTRING (1.8722924 41.5392338, 1.8723162 41.5391447, 1.8726187 41.5385776)",,
133555297,True,,,,residential,,False,17.94,"LINESTRING (1.8722924 41.5392338, 1.8723163 41.5392346, 1.8723392 41.5392399, 1.8723594 41.5392495, 1.8723757 41.5392626, 1.872387 41.5392784, 1.8723924 41.5392959, 1.8723917 41.5393138, 1.8723848 41.539331, 1.8723723 41.5393463)",roundabout,
100662138,False,,,Carrer de les Hortes,residential,,False,33.243,"LINESTRING (1.8727453 41.5394332, 1.8724718 41.5393979, 1.8724362 41.5393855, 1.8723723 41.5393463)",,
134209941,True,,,Carrer de Balmes,residential,30,False,73.374,"LINESTRING (1.8662718 41.5399264, 1.8670419 41.5402476)",,
133624747,True,2,N-IIa,,tertiary,50,False,8.049999999999999,"LINESTRING (1.8662718 41.5399264, 1.8662601 41.5399379, 1.866244 41.539946, 1.8662253 41.5399497, 1.866206 41.5399486, 1.8661882 41.539943)",roundabout,
133555308,False,,,Carrer de Sant Lluis,residential,,False,143.906,"LINESTRING (1.8670419 41.5402476, 1.8665265 41.5407018, 1.8659125 41.5412275)",,
"[133555314, 134209941]",True,,,"['Carrer de Balmes', 'Carrer de Ferran Puig']",residential,30,False,221.084,"LINESTRING (1.8670419 41.5402476, 1.8675545 41.5404625, 1.8674491 41.5405719, 1.8669092 41.5410618, 1.8663444 41.5415456, 1.8662214 41.5416458)",,
134209955,False,,,Plaça de Santa Eulàlia,residential,,False,35.438,"LINESTRING (1.8689332 41.5413814, 1.8692802 41.5415661)",,
134209944,True,,,Carrer del Beat Doménec Castellet,residential,,False,141.963,"LINESTRING (1.8689332 41.5413814, 1.8686502 41.541647, 1.8680092 41.542214, 1.8679703 41.5422371, 1.8678042 41.5423331)",,
134209955,False,,,Plaça de Santa Eulàlia,residential,,True,35.438,"LINESTRING (1.8692802 41.5415661, 1.8689332 41.5413814)",,
"[317816145, 658283226]",False,,,Via del Mil·lenari,residential,,False,351.42400000000004,"LINESTRING (1.8692802 41.5415661, 1.8695152 41.5414014, 1.8697108 41.5412587, 1.8700481 41.5410128, 1.8705587 41.5407203, 1.8711324 41.5402566, 1.8713254 41.5401219, 1.871897 41.5397087, 1.8722379 41.5394623, 1.872267 41.5394381, 1.8722771 41.5394253, 1.8722841 41.5394103, 1.8722878 41.5393937, 1.8722916 41.5393717)",,
539509212,False,,,Carrer de Tomàs Cabeza,residential,,True,70.523,"LINESTRING (1.8692802 41.5415661, 1.8692779 41.5416155, 1.8693133 41.5421997)",,
133555314,True,,,Carrer de Ferran Puig,residential,,False,125.749,"LINESTRING (1.8662214 41.5416458, 1.8655244 41.5421675, 1.8651589 41.5424498)",,
133555304,True,,,Carrer del Beco,residential,,False,69.129,"LINESTRING (1.8668106 41.542084, 1.8662214 41.5416458)",,
"[134461985, 133555305]",True,,,"['Plaça de Santa Eulàlia', 'Carrer de Montserrat']",residential,30,False,241.652,"LINESTRING (1.8668106 41.542084, 1.8672863 41.5417175, 1.8682066 41.5409974, 1.8689332 41.5413814)",,
31823932,False,2,N-IIa,Avinguda de Francesc Macià,tertiary,50,False,25.855,"LINESTRING (1.8646949 41.5421148, 1.8648395 41.541909)",,
31823932,False,2,N-IIa,Avinguda de Francesc Macià,tertiary,50,True,145.887,"LINESTRING (1.8646949 41.5421148, 1.8638719 41.5432732)",,
133555307,True,,,Carrer d'Orenci Valls,residential,,False,53.655,"LINESTRING (1.8646949 41.5421148, 1.8651589 41.5424498)",,
133555307,True,,,Carrer d'Orenci Valls,residential,,False,72.164,"LINESTRING (1.8651589 41.5424498, 1.8656187 41.542776, 1.8657926 41.5428927)",,
133555314,True,,,Carrer de Ferran Puig,residential,,False,136.696,"LINESTRING (1.8651589 41.5424498, 1.8648648 41.5427163, 1.8647062 41.5428784, 1.8645589 41.5430603, 1.8642685 41.5434771)",,
134461985,True,,,Carrer de Montserrat,residential,30,False,123.549,"LINESTRING (1.8657926 41.5428927, 1.8668106 41.542084)",,
