osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,access,ref
723759132,True,Avinguda Verge de Montserrat,tertiary,30,False,132.749,"LINESTRING (2.0931896 41.3251926, 2.0930789 41.3251115, 2.0926096 41.3248321, 2.0925306 41.3247911, 2.091827 41.3246186)",,,,
251740168,True,Carrer de Lo Gaiter del Llobregat,residential,30,False,87.002,"LINESTRING (2.0966969 41.3288261, 2.0957985 41.3284298)",,,,
110437738,True,Carrer Barcelona,residential,30,False,94.411,"LINESTRING (2.0973367 41.3250231, 2.096341 41.3246209)",,,,
978190333,True,Carrer de Frederic Soler,residential,30,False,83.627,"LINESTRING (2.0973367 41.3250231, 2.0967957 41.325656)",,,,
40615614,True,Carrer de Catalunya,residential,30,False,6.166,"LINESTRING (2.0978973 41.3243651, 2.0979698 41.3243756)",1,,,
978190333,True,Carrer de Frederic Soler,residential,30,False,41.765,"LINESTRING (2.0978973 41.3243651, 2.097864 41.3244021, 2.0976274 41.3246813)",,,,
42083685,True,Carrer de Pau Casals,residential,30,False,70.317,"LINESTRING (2.095388 41.3270214, 2.0961463 41.3272964)",,,,
42083689,True,Carrer de Frederic Soler,residential,,False,36.283,"LINESTRING (2.095388 41.3270214, 2.0951669 41.3273023)",,,,
110437737,True,Carrer d'Industries,residential,30,False,152.009,"LINESTRING (2.0967957 41.325656, 2.0983952 41.3263087)",,,,
42083687,True,Avinguda Verge de Montserrat,tertiary,30,False,150.491,"LINESTRING (2.0995184 41.3276218, 2.0994587 41.3276164, 2.0993946 41.3275909, 2.099334 41.3275679, 2.0987931 41.3273682, 2.0980237 41.3270845, 2.0978964 41.3270376)",1,,,
305566074,True,,tertiary,30,False,12.743,"LINESTRING (2.0995184 41.3276218, 2.0995226 41.3275926, 2.099537 41.3275652, 2.0995593 41.3275426, 2.0995834 41.3275217)",1,roundabout,,
723592211,True,,tertiary,30,False,9.668,"LINESTRING (2.0995834 41.3275217, 2.0996227 41.3275134, 2.0996596 41.3275088, 2.099697 41.3275114)",1,roundabout,,
294168864,True,Carrer del Coronel Sanfeliu,tertiary,30,False,40.093,"LINESTRING (2.0968322 41.321825, 2.0968992 41.3217505, 2.0970979 41.3215247)",,,,
1222524871,True,Carrer de Girona,living_street,,False,44.087,"LINESTRING (2.0968322 41.321825, 2.0967779 41.3218089, 2.0963598 41.3216484)",,,,
42349174,True,Carrer de Girona,residential,30,False,42.294000000000004,"LINESTRING (2.097379 41.3220285, 2.0969833 41.3218697, 2.0969295 41.3218538)",,,,
294168862,False,Carrer de Lleida,tertiary,30,False,11.8,"LINESTRING (2.0975933 41.3230983, 2.0977147 41.3231526)",,,,
294168862,False,Carrer de Lleida,tertiary,30,True,66.508,"LINESTRING (2.0975933 41.3230983, 2.0968821 41.3228291)",,,,
429821667,True,Carrer de Caldetes,residential,30,False,65.717,"LINESTRING (2.0975933 41.3230983, 2.0979603 41.3225755)",,,,
294168862,False,Carrer de Lleida,tertiary,30,False,5.098,"LINESTRING (2.0968284 41.3228073, 2.0968821 41.3228291)",,,,
42349175,True,Carrer d'en Víctor Casanova,residential,30,False,49.14,"LINESTRING (2.0968284 41.3228073, 2.096886 41.3227259, 2.0971044 41.322417)",,,,
294168867,False,Carrer de Lleida,tertiary,30,False,46.414,"LINESTRING (2.0968284 41.3228073, 2.0967528 41.3227776, 2.0966667 41.3227437, 2.0964386 41.322654, 2.096336 41.3226137)",,,,
"[429821667, 42349174]",True,"['Carrer de Caldetes', 'Carrer de Girona']",residential,30,False,101.577,"LINESTRING (2.0979603 41.3225755, 2.098127 41.3223291, 2.0980599 41.3223018, 2.0974774 41.322068, 2.097379 41.3220285)",,,,
40615614,True,Carrer de Catalunya,residential,30,False,128.9,"LINESTRING (2.0979698 41.3243756, 2.0980231 41.3243977, 2.0992594 41.3249098, 2.0993218 41.324935)",1,,,
40717384,True,Carrer de Tarragona,residential,30,False,47.622,"LINESTRING (2.0984279 41.3216757, 2.0984822 41.3216985, 2.0986069 41.321744, 2.0989392 41.3218652)",,,,
42349178,True,Carrer del Masnou,residential,,False,125.262,"LINESTRING (2.0984279 41.3216757, 2.0984521 41.3216281, 2.0989239 41.3207019, 2.0989341 41.3206817, 2.098965 41.3206239)",,,,
40717384,True,Carrer de Tarragona,residential,30,False,79.816,"LINESTRING (2.0997384 41.3221903, 2.1005561 41.3225035, 2.1005893 41.3225172)",,,,
42349180,True,Carrer de Palamós,residential,30,False,88.98499999999999,"LINESTRING (2.0997384 41.3221903, 2.099362 41.3227345, 2.0992473 41.3229005)",,,,
36976855,True,Carrer de Canet de Mar,residential,,False,67.15299999999999,"LINESTRING (2.0993264 41.3213359, 2.098976 41.321815, 2.0989392 41.3218652)",,,,
23112666,True,Carretera de la Bunyola,residential,30,False,88.958,"LINESTRING (2.1010459 41.3217944, 2.1006425 41.3224331, 2.1005893 41.3225172)",,,,
42349179,True,Carrer de Mataró,residential,,False,152.37699999999998,"LINESTRING (2.1010459 41.3217944, 2.1010141 41.3217859, 2.0993264 41.3213359)",,,,
42349171,True,Carrer de Girona,residential,30,False,111.152,"LINESTRING (2.0991351 41.3230454, 2.0979603 41.3225755)",,,,
42349180,True,Carrer de Palamós,residential,30,False,66.504,"LINESTRING (2.0991351 41.3230454, 2.0987578 41.3235721)",,,,
294168862,False,Carrer de Lleida,tertiary,30,False,49.91,"LINESTRING (2.0987578 41.3235721, 2.0992448 41.3237764, 2.0992833 41.3237841)",,,,
294168862,False,Carrer de Lleida,tertiary,30,True,41.093,"LINESTRING (2.0987578 41.3235721, 2.0986807 41.3235425, 2.0985916 41.3235083, 2.0983197 41.3234038)",,,,
42349172,True,Carrer de la Carretera de la Bunyola,residential,30,False,45.087,"LINESTRING (2.0999839 41.3231906, 2.0996312 41.3234976)",,,,
109484833,True,Carrer Girona,residential,30,False,69.45700000000001,"LINESTRING (2.0999839 41.3231906, 2.0999465 41.3231759, 2.0992473 41.3229005)",,,,
42349172,True,Carrer de la Carretera de la Bunyola,residential,30,False,127.898,"LINESTRING (2.0992833 41.3237841, 2.0986651 41.3240571, 2.098642 41.3240673, 2.0981083 41.324312, 2.0979698 41.3243756)",,,,
"[42349181, 294168862]",False,Carrer de Lleida,tertiary,30,"[False, True]",121.604,"LINESTRING (2.0992833 41.3237841, 2.0994041 41.3238344, 2.0999243 41.3240511, 2.10027 41.3241849, 2.1005628 41.3243061)",,,,
294168862,False,Carrer de Lleida,tertiary,30,True,49.91,"LINESTRING (2.0992833 41.3237841, 2.0992448 41.3237764, 2.0987578 41.3235721)",,,,
42349181,False,Carrer de Lleida,tertiary,30,False,20.46,"LINESTRING (2.1007814 41.3243892, 2.1005628 41.3243061)",,,,
295492536,True,Carrer de Reus,residential,30,False,41.575,"LINESTRING (2.1007814 41.3243892, 2.1010157 41.3240593)",,,,
305566055,True,,tertiary,40,False,14.567,"LINESTRING (2.0900988 41.3203125, 2.0900679 41.3202662, 2.0900625 41.3202268, 2.0900754 41.3201884)",,roundabout,,
548331302,True,,tertiary,40,False,13.084000000000001,"LINESTRING (2.0893391 41.3217381, 2.0893708 41.3217731, 2.0893836 41.3218133, 2.0893829 41.3218473)",,roundabout,,
562887601,True,,tertiary,40,False,4.41,"LINESTRING (2.0902477 41.3203433, 2.0901953 41.3203482)",,roundabout,,
55841524,True,,tertiary,40,False,15.812999999999999,"LINESTRING (2.090328 41.3201597, 2.0903528 41.3201915, 2.0903602 41.3202242, 2.0903597 41.32026, 2.0903421 41.3202939)",,roundabout,,
55841518,True,Avinguda del Remolar,tertiary,50,False,17.526,"LINESTRING (2.0901953 41.3203482, 2.0900971 41.3204875)",,,,
548337295,True,,tertiary,40,False,9.091000000000001,"LINESTRING (2.0901953 41.3203482, 2.0901475 41.3203375, 2.0900988 41.3203125)",,roundabout,,
108448794,True,Carrer de Pompeu Fabra,residential,30,False,63.921,"LINESTRING (2.0893829 41.3218473, 2.0901082 41.322031)",,,,
108448795,True,Carrer Rosa Ribas Parellada,residential,30,False,57.595,"LINESTRING (2.0902736 41.3232998, 2.0896221 41.3231298)",,,,
110690643,False,Carrer de Ramon Llull,residential,30,False,81.574,"LINESTRING (2.0902736 41.3232998, 2.089975 41.3239983)",,,,
108448794,True,Carrer de Pompeu Fabra,residential,30,False,27.249,"LINESTRING (2.0901082 41.322031, 2.0904201 41.322103)",,,,
108455634,True,Carrer Mestre Vigo i Garreta,residential,,False,128.748,"LINESTRING (2.0896221 41.3231298, 2.0901082 41.322031)",,,,
108448795,True,Carrer Rosa Ribas Parellada,residential,30,False,51.073,"LINESTRING (2.0908572 41.3234372, 2.0902736 41.3232998)",,,,
463054701,False,Carrer Rosa Ribas Parellada,residential,30,True,60.624,"LINESTRING (2.0908572 41.3234372, 2.0915485 41.3236037)",,,,
108455637,True,Carrer del Rector Farrés i Poch,residential,50,False,132.201,"LINESTRING (2.0913538 41.3223083, 2.0908572 41.3234372)",,,,
"[108524240, 108448794]",True,"['Carrer de Pompeu Fabra', 'Carrer Estany de Sant Maurici']",residential,30,False,123.393,"LINESTRING (2.0913538 41.3223083, 2.0920048 41.3224674, 2.0922634 41.3219044)",,,,
109428214,True,Carrer de Tortosa,residential,30,False,93.936,"LINESTRING (2.092548 41.3212201, 2.0929972 41.3204456)",,,,
108524239,False,Carrer de Lleida,tertiary,30,False,73.94,"LINESTRING (2.092548 41.3212201, 2.0923076 41.3211239, 2.0917689 41.3209042)",,,,
"[138114901, 108524239]",False,Carrer de Lleida,tertiary,30,True,46.793,"LINESTRING (2.092548 41.3212201, 2.0929767 41.3213913, 2.093045 41.3214142)",,,,
108524244,True,Carrer Estany de la Ricarda,residential,,False,59.086,"LINESTRING (2.0908246 41.3211305, 2.0915005 41.3212876)",,,,
108524243,True,Carrer Estany de la Magarola,residential,,False,62.384,"LINESTRING (2.0908246 41.3211305, 2.0908031 41.3210297, 2.0910072 41.3205971)",,,,
108524242,True,Carrer Estany de la Murtra,residential,,False,65.842,"LINESTRING (2.0913431 41.321681, 2.0911089 41.3222464)",,,,
108524245,True,Carrer Estany de l'Illa,residential,,False,94.638,"LINESTRING (2.0895465 41.3213551, 2.0906261 41.3216139)",,,,
304838296,True,Avinguda del Remolar,tertiary,30,False,46.043,"LINESTRING (2.0895465 41.3213551, 2.0893763 41.321644, 2.0893391 41.3217381)",,,,
108524242,True,Carrer Estany de la Murtra,residential,,False,45.676,"LINESTRING (2.0915005 41.3212876, 2.0913431 41.321681)",,,,
"[1227999859, 108524244]",True,"[""Plaça de l'Estany de Sant Maurici"", 'Carrer Estany de la Ricarda']",residential,,False,105.94200000000001,"LINESTRING (2.0915005 41.3212876, 2.0921756 41.3214378, 2.0920048 41.3218419)",,,,
108448794,True,Carrer de Pompeu Fabra,residential,30,False,21.578,"LINESTRING (2.0911089 41.3222464, 2.0913538 41.3223083)",,,,
108524243,True,Carrer Estany de la Magarola,residential,,False,56.25,"LINESTRING (2.0906261 41.3216139, 2.0908246 41.3211305)",,,,
108524248,True,Carrer de Girona,residential,30,False,73.871,"LINESTRING (2.093782 41.3207521, 2.0929972 41.3204456)",,,,
306241566,True,Carretera de l'Aviació,residential,30,False,49.217,"LINESTRING (2.093782 41.3207521, 2.0938075 41.3211943)",,,,
108524241,True,Carrer de l'Estany de l'Albufera,residential,,False,22.686,"LINESTRING (2.0922634 41.3219044, 2.0920048 41.3218419)",,,,
1228000258,True,Carrer Estany de Sant Maurici,living_street,,False,79.716,"LINESTRING (2.0922634 41.3219044, 2.092548 41.3212201)",,,,
251740156,False,Carrer de Lleida,tertiary,30,True,72.196,"LINESTRING (2.0910072 41.3205971, 2.0917689 41.3209042)",,,,
251740156,False,Carrer de Lleida,tertiary,30,False,48.08,"LINESTRING (2.0910072 41.3205971, 2.0906854 41.3204713, 2.0906182 41.320445, 2.0904987 41.3203944)",,,,
108448794,True,Carrer de Pompeu Fabra,residential,30,False,59.69,"LINESTRING (2.0904201 41.322103, 2.0911089 41.3222464)",,,,
108524243,True,Carrer Estany de la Magarola,residential,,False,57.041,"LINESTRING (2.0904201 41.322103, 2.0906261 41.3216139)",,,,
108524244,True,Carrer Estany de la Ricarda,residential,,False,86.686,"LINESTRING (2.0898461 41.3208703, 2.0908246 41.3211305)",,,,
304838296,True,Avinguda del Remolar,tertiary,30,False,59.43,"LINESTRING (2.0898461 41.3208703, 2.0895465 41.3213551)",,,,
108524246,True,Carrer Ribes de Freser,residential,30,False,54.28,"LINESTRING (2.0917689 41.3209042, 2.0920316 41.3204577)",,,,
251740156,False,Carrer de Lleida,tertiary,30,False,72.196,"LINESTRING (2.0917689 41.3209042, 2.0910072 41.3205971)",,,,
108524239,False,Carrer de Lleida,tertiary,30,True,73.94,"LINESTRING (2.0917689 41.3209042, 2.0923076 41.3211239, 2.092548 41.3212201)",,,,
294168864,True,Carrer del Coronel Sanfeliu,tertiary,30,False,44.254,"LINESTRING (2.0970979 41.3215247, 2.0973367 41.3213182, 2.0973868 41.3212748, 2.0974461 41.3212247)",,,,
242154478,True,Carrer Lloret de Mar,residential,30,False,75.583,"LINESTRING (2.0967816 41.3206977, 2.0961307 41.32117)",,,,
109428835,True,Carrer d'Empúries,living_street,,False,39.358,"LINESTRING (2.0961307 41.32117, 2.0965523 41.3213282)",,,,
109428835,True,Carrer d'Empúries,living_street,,False,61.982,"LINESTRING (2.0954617 41.3209286, 2.0961307 41.32117)",,,,
790722534,True,Carrer de Jaume Casanovas,residential,30,False,50.17,"LINESTRING (2.0954617 41.3209286, 2.0958106 41.3206226, 2.0958562 41.3205885)",,,,
109428836,True,Carrer de Puigcerdà,residential,,False,39.066,"LINESTRING (2.0965523 41.3213282, 2.0963598 41.3216484)",,,,
109428835,True,Carrer d'Empúries,living_street,,False,50.532999999999994,"LINESTRING (2.0965523 41.3213282, 2.0970466 41.3215076, 2.0970979 41.3215247)",,,,
1222524871,True,Carrer de Girona,living_street,,False,12.211,"LINESTRING (2.0963598 41.3216484, 2.096229 41.3215993)",,,,
1222524871,True,Carrer de Girona,living_street,,False,4.324,"LINESTRING (2.096229 41.3215993, 2.0961823 41.3215825)",,,,
32209560,False,Carrer de Lleida,tertiary,30,False,43.282,"LINESTRING (2.0952361 41.3221604, 2.0956886 41.3223502)",,,,
32209560,False,Carrer de Lleida,tertiary,30,True,44.948,"LINESTRING (2.0952361 41.3221604, 2.0947574 41.3219756)",,,,
109429051,True,Carrer d'Igualada,residential,,False,92.217,"LINESTRING (2.0952361 41.3221604, 2.0957711 41.3214349)",,,,
32209560,False,Carrer de Lleida,tertiary,30,True,43.282,"LINESTRING (2.0956886 41.3223502, 2.0952361 41.3221604)",,,,
109429049,True,Carrer d'Agramunt,residential,,False,94.912,"LINESTRING (2.0956886 41.3223502, 2.096229 41.3215993)",,,,
294168868,False,Carrer de Lleida,tertiary,30,False,43.43599999999999,"LINESTRING (2.0956886 41.3223502, 2.0958362 41.3224099, 2.0960417 41.3224931, 2.0961462 41.3225359)",,,,
"[109429050, 242154478]",True,"['Carrer Lloret de Mar', 'Carrer Tossa de Mar']",residential,30,False,130.795,"LINESTRING (2.0978819 41.3208524, 2.0978402 41.32082, 2.0972468 41.3203566, 2.0967816 41.3206977)",,,,
294168864,True,Carrer del Coronel Sanfeliu,tertiary,30,False,52.065000000000005,"LINESTRING (2.0978819 41.3208524, 2.0981711 41.320605, 2.0981946 41.3205849, 2.098219 41.3205362, 2.0982162 41.320476)",,,,
1222524869,True,Carrer de Girona,living_street,,False,48.527,"LINESTRING (2.0957711 41.3214349, 2.0952403 41.3212573)",,,,
790722534,True,Carrer de Jaume Casanovas,residential,30,False,56.653000000000006,"LINESTRING (2.0944418 41.3224266, 2.0947012 41.3220558, 2.0947441 41.3219946, 2.0947574 41.3219756)",,,,
109429325,True,Carrer Tàrrega,residential,30,False,130.655,"LINESTRING (2.0958138 41.3229861, 2.0957716 41.322952, 2.0944418 41.3224266)",,,,
294168865,True,Carrer del Coronel Sanfeliu,tertiary,30,False,53.785,"LINESTRING (2.0958138 41.3229861, 2.0958518 41.3229404, 2.0960824 41.32268, 2.0961439 41.3225724)",,,,
42349180,True,Carrer de Palamós,residential,30,False,18.638,"LINESTRING (2.0992473 41.3229005, 2.0991351 41.3230454)",,,,
40615614,True,Carrer de Catalunya,residential,30,False,19.085,"LINESTRING (2.0977022 41.3242757, 2.0977844 41.3243139, 2.0978973 41.3243651)",1,,,
294168862,False,Carrer de Lleida,tertiary,30,False,57.729,"LINESTRING (2.0977147 41.3231526, 2.0983197 41.3234038)",,,,
294168862,False,Carrer de Lleida,tertiary,30,True,11.8,"LINESTRING (2.0977147 41.3231526, 2.0975933 41.3230983)",,,,
109484901,True,Carrer de la Ciutat de Consuegra,residential,30,False,78.742,"LINESTRING (2.09737 41.3236384, 2.0965374 41.323306)",,,,
138141443,True,Carrer d'Eduard Blasco Ejarque,residential,30,False,61.209,"LINESTRING (2.09737 41.3236384, 2.0977147 41.3231526)",,,,
109484832,True,Carrer de Francesc Balcells,residential,30,False,61.222,"LINESTRING (2.0983197 41.3234038, 2.0979851 41.3238937)",,,,
294168862,False,Carrer de Lleida,tertiary,30,True,57.729,"LINESTRING (2.0983197 41.3234038, 2.0977147 41.3231526)",,,,
294168862,False,Carrer de Lleida,tertiary,30,False,41.093,"LINESTRING (2.0983197 41.3234038, 2.0985916 41.3235083, 2.0986807 41.3235425, 2.0987578 41.3235721)",,,,
109484901,True,Carrer de la Ciutat de Consuegra,residential,30,False,6.313,"LINESTRING (2.0974341 41.3236685, 2.09737 41.3236384)",,,,
40615614,True,Carrer de Catalunya,residential,30,False,51.558,"LINESTRING (2.0971595 41.3240546, 2.0977022 41.3242757)",1,,,
109484834,True,Carrer d'Eduard Blasco Ejarque,residential,30,False,48.673,"LINESTRING (2.0971595 41.3240546, 2.0974341 41.3236685)",,,,
109484901,True,Carrer de la Ciutat de Consuegra,residential,30,False,52.385,"LINESTRING (2.0979851 41.3238937, 2.0974341 41.3236685)",,,,
109484832,True,Carrer de Francesc Balcells,residential,30,False,48.604,"LINESTRING (2.0979851 41.3238937, 2.0977262 41.3242433, 2.0977022 41.3242757)",,,,
"[109429325, 109484901]",True,"['Carrer de la Ciutat de Consuegra', 'Carrer Tàrrega']",residential,30,False,9.121,"LINESTRING (2.0958887 41.3230458, 2.0958694 41.3230305, 2.0958514 41.3230158, 2.0958338 41.323002, 2.0958138 41.3229861)",,,,
294168866,True,Carrer del Coronel Sanfeliu,tertiary,30,False,51.053000000000004,"LINESTRING (2.0958887 41.3230458, 2.0958439 41.3230971, 2.0955988 41.3233783, 2.0955561 41.323431)",,,,
108524248,True,Carrer de Girona,residential,30,False,68.009,"LINESTRING (2.0952403 41.3212573, 2.0944979 41.3210059)",,,,
790722534,True,Carrer de Jaume Casanovas,residential,30,False,40.96,"LINESTRING (2.0952403 41.3212573, 2.0954617 41.3209286)",,,,
108524241,True,Carrer de l'Estany de l'Albufera,residential,,False,58.082,"LINESTRING (2.0920048 41.3218419, 2.0913431 41.321681)",,,,
110414015,False,Carrer Ripollès,residential,,False,28.845,"LINESTRING (2.089285 41.328696, 2.0896048 41.3287941)",,,,
138141445,True,Carrer de l'Urgell,residential,,False,66.581,"LINESTRING (2.0895321 41.325088, 2.089803 41.3251584, 2.0902856 41.3252838)",,,,
110417415,True,Carrer del Penedès,residential,30,False,120.59,"LINESTRING (2.0907859 41.3265637, 2.0913253 41.3255577)",,,,
295072593,True,Avinguda d'Apel·les Mestres,tertiary,40,False,9.006,"LINESTRING (2.0907859 41.3265637, 2.0908036 41.3265693, 2.0908261 41.3265837, 2.0908416 41.3266026, 2.0908488 41.3266241)",,,,
110414007,True,Carrer Penedès,residential,30,False,46.672,"LINESTRING (2.0896048 41.3287941, 2.0898032 41.3284017)",,,,
110414015,False,Carrer Ripollès,residential,,True,28.845,"LINESTRING (2.0896048 41.3287941, 2.089285 41.328696)",,,,
110417413,True,Avinguda d'Apel·les Mestres,tertiary,30,False,75.379,"LINESTRING (2.0898793 41.3263784, 2.0902294 41.3264584, 2.090653 41.3265548, 2.090747 41.3265587)",,,,
110414007,True,Carrer Penedès,residential,30,False,100.523,"LINESTRING (2.0898032 41.3284017, 2.0899011 41.3282242, 2.0902538 41.3275634)",,,,
110414007,True,Carrer Penedès,residential,30,False,103.929,"LINESTRING (2.0902538 41.3275634, 2.0907327 41.3267007)",,,,
110415795,True,Carrer Germà Estruch,residential,,False,82.696,"LINESTRING (2.0902538 41.3275634, 2.0893595 41.3272439)",,,,
110417414,True,Avinguda d'Apel·les Mestres,tertiary,30,False,72.828,"LINESTRING (2.0906672 41.3266616, 2.0906147 41.3266319, 2.0905599 41.3266137, 2.0898433 41.3264566)",,,,
295072593,True,Avinguda d'Apel·les Mestres,tertiary,40,False,15.627000000000002,"LINESTRING (2.0906672 41.3266616, 2.0906613 41.3266524, 2.0906569 41.3266318, 2.0906605 41.3266111, 2.0906693 41.3265967, 2.0906728 41.326591, 2.0906927 41.3265746, 2.0907182 41.3265635, 2.090747 41.3265587)",,,,
295072593,True,Avinguda d'Apel·les Mestres,tertiary,40,False,7.2829999999999995,"LINESTRING (2.0907327 41.3267007, 2.0907157 41.3266974, 2.0906919 41.3266866, 2.0906733 41.3266712, 2.0906672 41.3266616)",,,,
295072593,True,Avinguda d'Apel·les Mestres,tertiary,40,False,15.040000000000001,"LINESTRING (2.0908488 41.3266241, 2.0908471 41.3266462, 2.0908364 41.3266669, 2.0908192 41.3266832, 2.0907965 41.3266952, 2.0907702 41.3267019, 2.0907425 41.3267026, 2.0907327 41.3267007)",,,,
295072593,True,Avinguda d'Apel·les Mestres,tertiary,40,False,3.3259999999999996,"LINESTRING (2.090747 41.3265587, 2.0907764 41.3265607, 2.0907859 41.3265637)",,,,
110435260,True,Carrer Aleix Aguilera,residential,,False,28.753,"LINESTRING (2.0894139 41.3245647, 2.0895204 41.3243188)",,,,
110435260,True,Carrer Aleix Aguilera,residential,,False,29.274,"LINESTRING (2.0895204 41.3243188, 2.0896315 41.3240691)",,,,
110435265,True,Carrer Priorat,residential,,False,99.463,"LINESTRING (2.0895204 41.3243188, 2.0901895 41.3244874, 2.0906496 41.3246034)",,,,
110435261,True,Carrer de l'Empordà,residential,,False,126.341,"LINESTRING (2.0902856 41.3252838, 2.0897627 41.32635)",,,,
138141445,True,Carrer de l'Urgell,residential,,False,92.007,"LINESTRING (2.0902856 41.3252838, 2.0907827 41.3254147, 2.0913253 41.3255577)",,,,
110435261,True,Carrer de l'Empordà,residential,,False,81.535,"LINESTRING (2.0906496 41.3246034, 2.0905489 41.3247917, 2.0902856 41.3252838)",,,,
110435261,True,Carrer de l'Empordà,residential,,False,30.051,"LINESTRING (2.0907779 41.3243509, 2.0906496 41.3246034)",,,,
723759132,True,Avinguda Verge de Montserrat,tertiary,30,False,100.729,"LINESTRING (2.0907779 41.3243509, 2.0896315 41.3240691)",,,,
294361522,False,Carrer de l'Empordà,residential,,False,15.862,"LINESTRING (2.0907779 41.3243509, 2.090809 41.324283, 2.0908408 41.3242163)",,,,
110417413,True,Avinguda d'Apel·les Mestres,tertiary,30,False,10.236,"LINESTRING (2.0897627 41.32635, 2.0898793 41.3263784)",,,,
110435261,True,Carrer de l'Empordà,residential,,False,9.231,"LINESTRING (2.0897627 41.32635, 2.0897245 41.3264279)",,,,
32209470,True,Carrer de Jaume Casanovas,residential,30,False,76.497,"LINESTRING (2.0935733 41.3242595, 2.0935902 41.3242157, 2.0938389 41.3236011)",1,,,
110437741,True,Carrer Narcís Monturiol,residential,,False,97.13,"LINESTRING (2.0935733 41.3242595, 2.0936426 41.3242871, 2.0945374 41.3246656, 2.0945889 41.3246852)",,,,
175195855,False,Carrer Narcís Monturiol,residential,,True,120.608,"LINESTRING (2.0935733 41.3242595, 2.093498 41.3242426, 2.0934721 41.3242364, 2.09291 41.3241022, 2.0928505 41.3240894, 2.0927719 41.3240687, 2.0921981 41.3239282)",,,,
429297145,True,Carrer de Jaume Casanovas,residential,30,False,3.429,"LINESTRING (2.0929691 41.3257108, 2.092976 41.3256804)",1,,,
"[312487210, 110437740]",True,"['Carrer de Pamplona', 'Travessia del Canal']",residential,30,False,88.32,"LINESTRING (2.0929691 41.3257108, 2.0934962 41.3259162, 2.0932873 41.3262272)",,,,
110437738,True,Carrer Barcelona,residential,30,False,66.007,"LINESTRING (2.096341 41.3246209, 2.095651 41.3243313)",,,,
292829329,True,Carrer de Castella,residential,30,False,87.26,"LINESTRING (2.096341 41.3246209, 2.0968323 41.3239283)",,,,
42083685,True,Carrer de Pau Casals,residential,30,False,140.111,"LINESTRING (2.0932873 41.3262272, 2.0947852 41.326795)",,,,
110437738,True,Carrer Barcelona,residential,30,False,19.037,"LINESTRING (2.1006896 41.3261631, 2.1006497 41.3261806, 2.100618 41.3262101, 2.1005874 41.3262519, 2.1005689 41.326265, 2.1005277 41.3262724)",,,,
