osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,maxspeed,tunnel,access
166382713,False,Avenida María Axiliadora,tertiary,True,8.37,"LINESTRING (-5.784707 37.1852923, -5.7846307 37.1852479)",,,,,
166382713,False,Avenida María Axiliadora,tertiary,False,188.586,"LINESTRING (-5.784707 37.1852923, -5.7847743 37.1853411, -5.7849238 37.1854497, -5.7851804 37.1856189, -5.7857184 37.1858896, -5.7861148 37.1860926, -5.7861706 37.1861254, -5.7864326 37.1862793)",,,,,
79089555,False,,residential,False,22.771,"LINESTRING (-5.7829319 37.1851014, -5.78301 37.1849063)",,,,,
166382713,False,Avenida María Axiliadora,tertiary,False,75.885,"LINESTRING (-5.7829319 37.1851014, -5.7837849 37.185164)",,,,,
234414286,False,,tertiary,True,23.289,"LINESTRING (-5.7829319 37.1851014, -5.7828185 37.1850934, -5.7826703 37.1850807)",,,,,
234414287,False,Avenida Juan XIII,tertiary,False,45.099,"LINESTRING (-5.7792556 37.1845547, -5.7787994 37.1847347)",,,,,
106467068,True,Avenida Juan XIII,tertiary,False,15.501,"LINESTRING (-5.7792556 37.1845547, -5.779286 37.1845534, -5.7793076 37.1845534, -5.7793339 37.1845562, -5.7793571 37.1845613, -5.7793882 37.1845729, -5.7794202 37.1845892)",,,,,
124717916,False,Avenida de los Naranjos,tertiary,True,67.263,"LINESTRING (-5.7762863 37.1852431, -5.7766637 37.185768)",,,,,
234414287,False,Avenida Juan XIII,tertiary,True,16.087,"LINESTRING (-5.7762863 37.1852431, -5.7764655 37.1852197)",,,,,
106359203,True,Calle la Corredera,tertiary,False,18.595,"LINESTRING (-5.784659 37.181731, -5.7846971 37.1817687, -5.7847732 37.1818709)",,,,,
843456838,True,,tertiary,False,11.819,"LINESTRING (-5.784659 37.181731, -5.7846893 37.1817421, -5.7847221 37.1817468, -5.7847554 37.1817447, -5.7847869 37.181736)",roundabout,,,,
187419571,True,Calle Cristo de los Afligidos,tertiary,False,13.173,"LINESTRING (-5.7854261 37.1796384, -5.7855689 37.1796054)",,,,,
106704504,False,Calle Cristo de los Afligidos,tertiary,True,77.97999999999999,"LINESTRING (-5.7854261 37.1796384, -5.7854135 37.179776, -5.785377 37.1801622, -5.7853726 37.1802574, -5.7853685 37.1803381)",,,,,
"[124778043, 100114941]",False,Calle Virgen del Rocío,residential,False,27.186,"LINESTRING (-5.7854261 37.1796384, -5.7853006 37.1797519, -5.7851888 37.1797794)",,,,,
103119809,True,Calle Sacramento,residential,False,55.046,"LINESTRING (-5.7794259 37.1805632, -5.7797715 37.1801518)",,,,,
